Player,2000,2001,2002,2003,2004,2007,2008,2009,2011,2012,2015,2016,2017,2018,2019,2020,2022,2023,2024,Count
Marián Hossa,,1,,1,,1,1,,,1,,,,,,,,,,5
Mario Lemieux,,1,1,,,,,,,,,,,,,,,,,2
Mariusz Czerkawski,1,,,,,,,,,,,,,,,,,,,1
Mark Giordano,,,,,,,,,,,1,1,,,,1,,,,3
Mark Messier,1,,,,1,,,,,,,,,,,,,,,2
Mark Parrish,,,1,,,,,,,,,,,,,,,,,1
Mark Recchi,1,,,,,,,,,,,,,,,,,,,1
Mark Scheifele,,,,,,,,,,,,,,,1,1,,,,2
Mark Stone,,,,,,,,,,,,,,,,,1,,,1
Mark Streit,,,,,,,,1,,,,,,,,,,,,1
Markus Näslund,,1,1,1,1,,,,,,,,,,,,,,,4
Martin Brodeur,1,1,,1,1,1,,,,,,,,,,,,,,5
Martin Havlát,,,,,,1,,,1,,,,,,,,,,,2
Martin Jones,,,,,,,,,,,,,1,,,,,,,1
Martin Ručinský,1,,,,,,,,,,,,,,,,,,,1
Martin St. Louis,,,,1,1,1,1,1,1,,,,,,,,,,,6
Marty Turco,,,,1,1,1,,,,,,,,,,,,,,3
Mathew Barzal,,,,,,,,,,,,,,,1,1,,,1,3
Mathieu Schneider,,,,1,,,,,,,,,,,,,,,,1
Mats Sundin,1,1,1,,1,,,,,,,,,,,,,,,4
Matt Duchene,,,,,,,,,1,,,1,,,,,,,,2
Matthew Tkachuk,,,,,,,,,,,,,,,,1,,1,,2
Mattias Norström,,,,,1,,,,,,,,,,,,,,,1
Matthew Beniers,,,,,,,,,,,,,,,,,,1,,1
Max Pacioretty,,,,,,,,,,,,,,,,1,,,,1
Mike Green,,,,,,,,,1,,,,,1,,,,,,2
Mike Komisarek,,,,,,,,1,,,,,,,,,,,,1
Mike Modano,1,,,1,1,,,1,,,,,,,,,,,,4
Mike Ribeiro,,,,,,,1,,,,,,,,,,,,,1
Mike Richards,,,,,,,1,,,,,,,,,,,,,1
Mike Richter,1,,,,,,,,,,,,,,,,,,,1
Mike Smith,,,,,,,,,,,,,1,1,,,,,,2
Mike York,,,1,,,,,,,,,,,,,,,,,1
Mikka Kiprusoff,,,,,,1,,,,,,,,,,,,,,1
Mikko Rantanen,,,,,,,,,,,,,,,1,,,1,,2
Milan Hejduk,1,1,,,,,,1,,,,,,,,,,,,3
Milan Michálek,,,,,,,,,,1,,,,,,,,,,1
Miro Heiskanen,,,,,,,,,,,,,,,1,,,,,1
Miroslav Šatan,1,,,1,,,,,,,,,,,,,,,,2
Mitch Marner,,,,,,,,,,,,,,,,1,,1,1,3
Morgan Rielly,,,,,,,,,,,,,,,,,,,1,1
Nathan MacKinnon,,,,,,,,,,,,,1,1,1,1,1,1,1,7
Nazem Kadri,,,,,,,,,,,,,,,,,1,1,,2
Nick Boynton,,,,,1,,,,,,,,,,,,,,,1
Nick Foligno,,,,,,,,,,,1,,,,,,,,,1
Nick Suzuki,,,,,,,,,,,,,,,,,1,1,1,3
Nicklas Bäckström,,,,,,,,,,,,1,,,,,,,,1
Nicklas Lidström,1,1,1,1,1,1,1,,1,,,,,,,,,,,8
Nico Hischier,,,,,,,,,,,,,,,,1,,,,1
Nikita Kucherov,,,,,,,,,,,,,1,1,1,,,1,1,5
Niklas Bäckström,,,,,,,,1,,,,,,,,,,,,1
Nikolai Khabibulin,,,1,1,,,,,,,,,,,,,,,,2
Noah Hanifiin,,,,,,,,,,,,,,1,,,,,,1
Olaf Kölzig,1,,,,,,,,,,,,,,,,,,,1
Oliver Bjorkstrand,,,,,,,,,,,,,,,,,,,1,1
Oliver Ekman-Larsson,,,,,,,,,,,1,,,1,,,,,,2
Olli Jokinen,,,,1,,,,,,,,,,,,,,,,1
Owen Nolan,1,,1,,,,,,,,,,,,,,,,,2
P.K. Subban,,,,,,,,,,,,1,1,1,,,,,,3
Patrice Bergeron,,,,,,,,,,,1,1,,,,,1,,,3
Patrick Kane,,,,,,,,1,1,1,1,1,1,1,1,1,,,,9
Patrick Lalime,,,,1,,,,,,,,,,,,,,,,1
Patrick Marleau,,,,,1,1,,1,,,,,,,,,,,,3
Patrick Roy,,1,1,1,,,,,,,,,,,,,,,,3
Patrick Sharp,,,,,,,,,1,,,,,,,,,,,1
Patrik Eliáš,1,,1,,,,,,1,,1,,,,,,,,,4
Patrik Laine,,,,,,,,,,,,,1,,,,,,,1
Paul Kariya,1,1,1,1,,,,,,,,,,,,,,,,4
Paul Stastny,,,,,,,,,1,,,,,,,,,,,1
Pavel Bure,1,1,,,,,,,,,,,,,,,,,,2
Pavel Datsyuk,,,,,1,,1,,,1,,,,,,,,,,3
Pavel Kubina,,,,,1,,,,,,,,,,,,,,,1
Pavol Demitra,1,,1,,,,,,,,,,,,,,,,,2
Pekka Rinne,,,,,,,,,,,,1,,1,1,,,,,3
Peter Forsberg,,1,,1,,,,,,,,,,,,,,,,2
Petr Buzek,1,,,,,,,,,,,,,,,,,,,1
Petr Svoboda,1,,,,,,,,,,,,,,,,,,,1
Phil Housley,1,,,,,,,,,,,,,,,,,,,1
Phil Kessel,,,,,,,,,1,1,1,,,,,,,,,3
Philippe Boucher,,,,,,1,,,,,,,,,,,,,,1
Quinn Hughes,,,,,,,,,,,,,,,,1,,,1,2
Radek Bonk ,1,1,,,,,,,,,,,,,,,,,,2
Radim Vrbata,,,,,,,,,,,1,,,,,,,,,1
Rasmus Dahlin,,,,,,,,,,,,,,,,,1,1,1,3
Ray Bourque,1,1,,,,,,,,,,,,,,,,,,2
Ray Whitney,1,,,1,,,,,,,,,,,,,,,,2
Rick DiPietro,,,,,,,1,,,,,,,,,,,,,1
Rick Nash,,,,,1,1,1,1,1,,1,,,,,,,,,6
Rickard Rakell,,,,,,,,,,,,,,1,,,,,,1
Rob Blake,1,1,1,1,1,,,,,,,,,,,,,,,5
Robert Lang,,,,,1,,,,,,,,,,,,,,,1
Robert Thomas,,,,,,,,,,,,,,,,,,,1,1
Roberto Luongo,,,,,1,1,,1,,,1,1,,,,,,,,5
Roman Čechmánek,,1,,,,,,,,,,,,,,,,,,1
Roman Hamrlík,,,,1,,,,,,,,,,,,,,,,1
Roman Josi,,,,,,,,,,,,1,,,1,1,,,,3
Roman Turek,1,,,,,,,,,,,,,,,,,,,1
Ryan Getzlaf,,,,,,,1,1,,,1,,,,,,,,,3
Ryan Johansen,,,,,,,,,,,1,,,,,,,,,1
Ryan Kesler,,,,,,,,,1,,,,1,,,,,,,2
Ryan McDonagh,,,,,,,,,,,,1,1,,,,,,,2
Ryan Miller,,,,,,1,,,,,,,,,,,,,,1
Ryan Nugent-Hopkins,,,,,,,,,,,1,,,,,,,,,1
Ryan O'Reilly,,,,,,,,,,,,1,,,1,1,,,,3
Ryan Smyth,,,,,,1,,,,,,,,,,,,,,1
Ryan Suter,,,,,,,,,,1,1,,1,,,,,,,3
Sam Reinhart,,,,,,,,,,,,,,,,,,,1,1
Sami Kapanen,1,,1,,,,,,,,,,,,,,,,,2
Sandis Ozoliņš,1,1,1,1,,,,,,,,,,,,,,,,4
Scott Gomez,1,,,,,,1,,,,,,,,,,,,,2
Scott Hartnell,,,,,,,,,,1,,,,,,,,,,1
Scott Niedermayer,,1,,,1,,1,1,,,,,,,,,,,,4
Scott Stevens,1,1,,1,,,,,,,,,,,,,,,,3
Sean Burke,,1,1,,,,,,,,,,,,,,,,,2
Sebastian Aho,,,,,,,,,,,,,,,1,,1,,1,3
Sergei Bobrovsky,,,,,,,,,,,,,1,,,,,,1,2
Sergei Fedorov,,1,1,1,,,,,,,,,,,,,,,,3
Sergei Gonchar,,1,1,1,,,1,,,,,,,,,,,,,4
Sergei Samsonov,,1,,,,,,,,,,,,,,,,,,1
Sergei Zubov,1,,,,,,,,,,,,,,,,,,,1
Seth Jones,,,,,,,,,,,,,1,,1,1,,1,,4
Shane Doan,,,,,1,,,1,,,,,,,,,,,,2
Shawn Horcoff,,,,,,,1,,,,,,,,,,,,,1
Shea Weber,,,,,,,,1,1,1,1,1,1,,,1,,,,7
Sheldon Souray,,,,,1,1,,1,,,,,,,,,,,,3
Sidney Crosby,,,,,,1,,,,,,,1,1,1,,,1,1,6
Simon Gagné,,1,,,,1,,,,,,,,,,,,,,2
Stéphane Robidas,,,,,,,,1,,,,,,,,,,,,1
Steve Yzerman,1,,,,,,,,,,,,,,,,,,,1
Steven Stamkos,,,,,,,,,1,1,1,1,,1,1,,1,,,7
Stuart Skinner,,,,,,,,,,,,,,,,,,1,,1
T.J. Oshie,,,,,,,,,,,,,,,,1,,,,1
Tage Thompson,,,,,,,,,,,,,,,,,,1,,1
Taylor Hall,,,,,,,,,,,,1,1,,,,,,,2
Teemu Selänne,1,,1,1,,1,,,,,,,,,,,,,,4
Teppo Numminen,1,1,,,,,,,,,,,,,,,,,,2
Thatcher Demko,,,,,,,,,,,,,,,,,1,,1,2
Theo Fleury,,1,,,,,,,,,,,,,,,,,,1
Thomas Chabot,,,,,,,,,,,,,,,1,,,,,1
Thomas Vanek,,,,,,,,1,,,,,,,,,,,,1
Tim Thomas,,,,,,,1,1,1,1,,,,,,,,,,4
Timo Meier,,,,,,,,,,,,,,,,,1,,,1
Todd Bertuzzi,,,,1,1,,,,,,,,,,,,,,,2
Tom Poti,,,,1,,,,,,,,,,,,,,,,1
Tom Wilson,,,,,,,,,,,,,,,,,1,,1,2
Tomáš Hertl,,,,,,,,,,,,,,,,1,,,1,2
Tomáš Kaberle,,,1,,,1,1,1,,,,,,,,,,,,4
Tomáš Vokoun,,,,,1,,1,,,,,,,,,,,,,2
Tommy Salo,1,,1,,,,,,,,,,,,,,,,,2
Tony Amonte,1,1,,,,,,,,,,,,,,,,,,2
Travis Konecny,,,,,,,,,,,,,,,,,,,1,1
Tristan Jarry,,,,,,,,,,,,,,,,1,1,,,2
Troy Terry,,,,,,,,,,,,,,,,,1,1,,2
Tukka Rask,,,,,,,,,,,,,1,,,1,,,,2
Tyler Bertuzzi,,,,,,,,,,,,,,,,1,,,,1
Tyler Johnson,,,,,,,,,,,1,,,,,,,,,1
Tyler Seguin,,,,,,,,,,1,1,1,1,1,,1,,,,6
Valeri Bure,1,,,,,,,,,,,,,,,,,,,1
Victor Hedman,,,,,,,,,,,,,1,,,1,1,,,3
Viktor Kozlov,1,,,,,,,,,,,,,,,,,,,1
Vincent Damphousse,,,1,,,,,,,,,,,,,,,,,1
Vincent Lecavalier,,,,1,,1,1,1,,,,,,,,,,,,4
Vincent Trocheck,,,,,,,,,,,,,1,,,,,,1,2
Vladimir Tarasenko,,,,,,,,,,,1,1,1,,,,,1,,4
Wade Redden,,,1,,,,,,,,,,,,,,,,,1
Wayne Simmonds,,,,,,,,,,,,,1,,,,,,,1
William Nylander,,,,,,,,,,,,,,,,,,,1,1
Yanic Perreault,,,,,,1,,,,,,,,,,,,,,1
Zach Parise,,,,,,,,1,,,,,,,,,,,,1
Zach Werenski,,,,,,,,,,,,,,1,,,1,,,2
Zdeno Chára,,,,1,,1,1,1,1,1,,,,,,,,,,6
Zemgus Girgensons,,,,,,,,,,,1,,,,,,,,,1
Žigmund Pálffy,,1,1,,,,,,,,,,,,,,,,,2
