Player,Position,GP,GPG,APG,PPG,PlayerID
Alexandre Carrier,D,3,0.00,0.00,0.00,carrial01
Alexandre Texier,C,36,0.17,0.19,0.36,texieal01
Anders Bjork,LW,58,0.16,0.17,0.33,bjorkan01
Anders Lee,LW,68,0.29,0.34,0.63,leean01
Anders Nilsson,G,20,0.00,0.00,0.00,nilssan01
André Burakovsky,LW,58,0.34,0.43,0.78,burakan01
Andreas Athanasiou,C,55,0.20,0.27,0.47,athanan01
Andreas Englund,D,24,0.00,0.13,0.13,engluan01
Andreas Johnsson,LW,43,0.19,0.30,0.49,johnsan01
Andrei Chibisov,F,2,0.00,0.00,0.00,chibian01
Andrei Svechnikov,RW,68,0.35,0.54,0.90,svechan01
Andrei Vasilevskiy,G,52,0.00,0.08,0.08,vasilan02
Andrej Sekera,D,57,0.04,0.11,0.14,sekeran01
Andrew Agozzino,LW,22,0.05,0.09,0.14,agozzan01
Andrew Cogliano,LW/C,68,0.04,0.16,0.21,coglian01
Andrew Copp,C,63,0.16,0.25,0.41,coppan01
Andrew Ladd,LW,4,0.25,0.00,0.25,laddan01
Andrew Mangiapane,LW,68,0.25,0.22,0.47,mangian01
Andrew Peeke,D,22,0.05,0.09,0.14,peekean01
Andrew Shaw,C,26,0.12,0.27,0.38,shawan01
Andy Andreoff,LW,14,0.00,0.07,0.07,andrean01
Andy Greene,D,63,0.03,0.19,0.22,greenan01
Anthony Angello,C,8,0.13,0.00,0.13,angelan01
Anthony Beauvillier,LW,68,0.26,0.31,0.57,beauvan01
Anthony Bitetto,D,51,0.00,0.16,0.16,bitetan01
Anthony Cirelli,C,68,0.24,0.41,0.65,cirelan01
Anthony Duclair,LW,66,0.35,0.26,0.61,duclaan01
Anthony Mantha,RW,43,0.37,0.51,0.88,manthan01
Anthony Richard,C,1,0.00,0.00,0.00,richaan01
Anthony Stolarz,G,1,0.00,0.00,0.00,stolaan01
Antoine Bibeau,G,2,0.00,0.00,0.00,bibeaan01
Antoine Roussel,LW,41,0.17,0.15,0.32,roussan01
Anton Blidh,LW,7,0.00,0.00,0.00,blidhan01
Anton Forsberg,G,3,0.00,0.00,0.00,forsban01
Anton Khudobin,G,30,0.00,0.10,0.10,khudoan01
Anton Lindholm,D,4,0.00,0.25,0.25,lindhan01
Anton Strålman,D,69,0.07,0.20,0.28,stralan01
Anton Wedin,F,4,0.00,0.00,0.00,wedinan01
Antti Raanta,G,33,0.00,0.00,0.00,raantan01
Antti Suomela,C,20,0.05,0.30,0.35,suomean01
Anže Kopitar,C,70,0.30,0.59,0.89,kopitan01
Artem Anisimov,C,49,0.31,0.10,0.41,anisiar01
Artemi Panarin,LW,69,0.46,0.91,1.38,panarar01
Artturi Lehkonen,LW,70,0.19,0.20,0.39,lehkoar01
Ashton Sautner,D,1,0.00,0.00,0.00,sautnas01
Austin Czarnik,C,8,0.25,0.13,0.38,czarnau01
Austin Poganski,RW,1,0.00,0.00,0.00,poganau01
Austin Wagner,LW,65,0.09,0.08,0.17,wagneau01
Austin Watson,LW,53,0.11,0.15,0.26,watsoau01
Auston Matthews,C,70,0.67,0.47,1.14,matthau01
Barclay Goodrow,RW,70,0.11,0.26,0.37,goodrba01
Barrett Hayton,C,20,0.05,0.15,0.20,haytoba01
Beck Malenstyn,LW,3,0.00,0.00,0.00,malenbe01
Ben Bishop,G,44,0.00,0.05,0.05,bishobe01
Ben Chiarot,D,69,0.13,0.17,0.30,chiarbe01
Ben Hutton,D,65,0.06,0.18,0.25,huttobe01
Ben Street,C,3,0.00,0.33,0.33,streebe01
Blake Coleman,C,66,0.32,0.17,0.48,colembl01
Blake Comeau,RW,55,0.15,0.15,0.29,comeabl01
Blake Lizotte,C,65,0.09,0.26,0.35,lizotbl01
Blake Wheeler,RW,71,0.31,0.61,0.92,wheelbl01
Bo Horvat,C,69,0.32,0.45,0.77,horvabo01
Bobby Ryan,LW,24,0.21,0.13,0.33,ryanbo01
Boo Nieves,C,4,0.00,0.00,0.00,nievecr01
Boone Jenner,C,70,0.16,0.19,0.34,jennebo01
Brad Hunt,D,59,0.14,0.19,0.32,huntbr01
Brad Marchand,LW,70,0.40,0.84,1.24,marchbr03
Brad Richardson,C,59,0.10,0.08,0.19,richabr02
Braden Holtby,G,48,0.00,0.02,0.02,holtbbr01
Brady Skjei,D,67,0.12,0.24,0.36,skjeibr01
Brady Tkachuk,LW,71,0.30,0.32,0.62,tkachbr01
Brandon Carlo,D,67,0.06,0.22,0.28,carlobr01
Brandon Davidson,D,12,0.00,0.00,0.00,davidbr01
Brandon Hagel,LW,1,0.00,0.00,0.00,hagelbr01
Brandon Manning,D,9,0.11,0.00,0.11,mannibr01
Brandon Montour,D,54,0.09,0.24,0.33,montobr01
Brandon Pirri,C,16,0.00,0.13,0.13,pirribr01
Brandon Saad,LW,58,0.36,0.21,0.57,saadbr01
Brandon Sutter,C/RW,44,0.18,0.20,0.39,suttebr03
Brandon Tanev,LW,68,0.16,0.21,0.37,tanevbr01
Brayden McNabb,D,71,0.03,0.10,0.13,mcnabbr01
Brayden Point,C,66,0.38,0.59,0.97,pointbr01
Brayden Schenn,C,71,0.35,0.46,0.82,schenbr01
Braydon Coburn,D,40,0.03,0.08,0.10,coburbr01
Brendan Gallagher,RW,59,0.37,0.36,0.73,gallabr01
Brendan Gaunce,C,1,0.00,1.00,1.00,gauncbr01
Brendan Guhle,D,30,0.13,0.13,0.27,guhlebr01
Brendan Leipsic,LW,61,0.05,0.13,0.18,leipsbr01
Brendan Lemieux,LW,59,0.10,0.20,0.31,lemiebr01
Brendan Perlini,LW,40,0.03,0.08,0.10,perlibr01
Brendan Smith,D,62,0.05,0.08,0.13,smithbr05
Brenden Dillon,D,69,0.01,0.19,0.20,dillobr01
Brennan Menell,D,5,0.00,0.00,0.00,menelbr01
Brent Burns,D/RW,70,0.17,0.47,0.64,burnsbr01
Brent Seabrook,D,32,0.09,0.03,0.13,seabrbr01
Brett Connolly,RW,69,0.28,0.20,0.48,connobr01
Brett Howden,C,70,0.13,0.14,0.27,howdebr01
Brett Kulak,D,56,0.00,0.13,0.13,kulakbr01
Brett Pesce,D,61,0.07,0.23,0.30,pescebr01
Brett Ritchie,RW,27,0.07,0.15,0.22,ritchbr01
Brett Seney,LW,2,0.00,0.00,0.00,seneybr01
Brian Boyle,C,39,0.15,0.23,0.38,boylebr01
Brian Dumoulin,D,28,0.04,0.25,0.29,dumoubr01
Brian Elliott,G,31,0.00,0.03,0.03,elliobr01
Brian Gibbons,C,15,0.00,0.00,0.00,gibbobr02
Brian Lashoff,D,9,0.00,0.11,0.11,lashobr01
Brock Boeser,RW,57,0.28,0.51,0.79,boesebr01
Brock McGinn,LW,68,0.10,0.15,0.25,mcginbr01
Brock Nelson,C,68,0.38,0.41,0.79,nelsobr01
Bryan Little,RW,7,0.29,0.43,0.71,littlbr01
Bryan Rust,RW,55,0.49,0.53,1.02,rustbr01
Buddy Robinson,RW,5,0.20,0.00,0.20,robinbu01
C.J. Suess,LW,1,0.00,0.00,0.00,frankcl01
Cal Clutterbuck,RW,37,0.08,0.11,0.19,cluttca01
Cale Fleury,D,41,0.02,0.00,0.02,fleurca01
Cale Makar,D,57,0.21,0.67,0.88,makarca01
Caleb Jones,D,43,0.09,0.12,0.21,jonesca01
Calle Järnkrok,C,64,0.23,0.30,0.53,jarnkca01
Calle Rosén,D,12,0.00,0.25,0.25,rosenca01
Calvin de Haan,D,29,0.03,0.17,0.21,dehaaca01
Calvin Petersen,G,8,0.00,0.00,0.00,peterca01
Calvin Pickard,G,3,0.00,0.00,0.00,pickaca01
Calvin Thurkauf,C,3,0.00,0.00,0.00,thurkca01
Cam Atkinson,RW,44,0.27,0.32,0.59,atkinca01
Cam Fowler,D,59,0.15,0.34,0.49,fowleca01
Cam Talbot,G,26,0.00,0.00,0.00,talboca01
Cameron Gaunce,D,3,0.33,1.00,1.33,gauncca01
Cameron Hughes,C,1,0.00,0.00,0.00,hugheca01
Carey Price,G,58,0.00,0.00,0.00,priceca01
Carl Dahlström,D,15,0.00,0.07,0.07,dahlsca01
Carl Grundström,RW,13,0.00,0.31,0.31,grundca01
Carl Gunnarsson,D,36,0.06,0.14,0.19,gunnaca01
Carl Hagelin,LW,58,0.14,0.29,0.43,hagelca01
Carl Söderberg,C,70,0.24,0.26,0.50,soderca01
Carsen Twarynski,F,15,0.07,0.00,0.07,twaryca01
Carson Soucy,D,55,0.13,0.13,0.25,soucyca01
Carter Hart,G,43,0.00,0.00,0.00,hartca01
Carter Hutton,G,31,0.00,0.03,0.03,huttoca01
Carter Rowney,RW,71,0.11,0.15,0.27,rowneca01
Carter Verhaeghe,C,52,0.17,0.08,0.25,verhaca01
Casey Cizikas,C,48,0.21,0.08,0.29,cizikca01
Casey Mittelstadt,C,31,0.13,0.16,0.29,mitteca01
Cayden Primeau,G,2,0.00,0.00,0.00,primeca01
Cédric Paquette,C,61,0.11,0.18,0.30,paquece01
Chad Ruhwedel,D,41,0.05,0.10,0.15,ruhwech01
Chandler Stephenson,C,65,0.17,0.23,0.40,stephch02
Charles Hudon,LW,15,0.07,0.07,0.13,hudonch01
Charlie Coyle,C/RW,70,0.23,0.30,0.53,coylech01
Charlie Lindgren,G,6,0.00,0.00,0.00,lindgch01
Charlie McAvoy,D,67,0.07,0.40,0.48,mcavoch01
Chase De Leo,C,1,0.00,0.00,0.00,deleoch01
Chris Driedger,G,12,0.00,0.00,0.00,driedch01
Chris Kreider,LW,63,0.38,0.33,0.71,kreidch01
Chris Stewart,RW,16,0.00,0.06,0.06,stewach02
Chris Tanev,D,69,0.03,0.26,0.29,tanevch01
Chris Tierney,C,71,0.15,0.37,0.52,tiernch01
Chris Wagner,C,67,0.09,0.06,0.15,wagnech01
Christian Djoos,D,11,0.09,0.18,0.27,djoosch01
Christian Dvorak,C,70,0.26,0.29,0.54,dvorach01
Christian Fischer,RW,56,0.11,0.05,0.16,fischch01
Christian Folin,D,16,0.06,0.06,0.13,folinch01
Christián Jaroš,D,13,0.00,0.23,0.23,jarosch01
Christian Wolanin,D,3,0.00,0.00,0.00,wolanch01
Christoffer Ehn,C,54,0.04,0.04,0.07,ehnch01
Clark Bishop,C,5,0.00,0.20,0.20,bishocl01
Claude Giroux,C/LW,69,0.30,0.46,0.77,giroucl01
Clayton Keller,C,70,0.24,0.39,0.63,kellecl01
Cody Ceci,D,56,0.02,0.13,0.14,cecico01
Cody Eakin,C,49,0.10,0.20,0.31,eakinco01
Cody Glass,C,39,0.13,0.18,0.31,glassco01
Cody Goloubef,D,26,0.04,0.04,0.08,golouco01
Colby Cave,C,11,0.09,0.00,0.09,caveco01
Cole Bardreau,F,10,0.10,0.10,0.20,bardrco01
Colin Blackwell,C,27,0.11,0.26,0.37,blackco01
Colin Miller,D,51,0.02,0.20,0.22,milleco02
Colin White,C,61,0.11,0.26,0.38,whiteco02
Colin Wilson,C,9,0.00,0.44,0.44,wilsoco01
Colton Parayko,D,64,0.16,0.28,0.44,parayco01
Colton Sceviour,C/RW,69,0.09,0.14,0.23,scevico01
Colton Sissons,C,57,0.16,0.11,0.26,sissoco01
Colton White,D,6,0.00,0.00,0.00,whiteco03
Connor Brown,RW,71,0.23,0.38,0.61,brownco02
Connor Bunnaman,F,21,0.05,0.05,0.10,bunnaco01
Connor Carrick,D,29,0.03,0.17,0.21,carrico01
Connor Clifton,D,31,0.06,0.00,0.06,cliftco01
Connor Hellebuyck,G,58,0.00,0.03,0.03,helleco01
Connor McDavid,C,64,0.53,0.98,1.52,mcdavco01
Connor Murphy,D,58,0.09,0.24,0.33,murphco02
Conor Garland,RW,68,0.32,0.25,0.57,garlaco01
Conor Sheary,LW,63,0.16,0.21,0.37,shearco01
Conor Timmins,D,2,0.00,0.00,0.00,timmico01
Corey Crawford,G,40,0.00,0.00,0.00,crawfco01
Corey Perry,RW,57,0.09,0.28,0.37,perryco01
Cory Conacher,LW,4,0.00,0.25,0.25,conacco01
Cory Schneider,G,13,0.00,0.08,0.08,schneco01
Craig Anderson,G,34,0.00,0.03,0.03,andercr01
Craig Smith,C,69,0.26,0.19,0.45,smithcr01
Curtis Lazar,C/RW,38,0.13,0.13,0.26,lazarcu01
Curtis McElhinney,G,18,0.00,0.00,0.00,mcelhcu01
Dakota Mermis,D,10,0.10,0.30,0.40,mermida01
Dale Weise,RW,23,0.04,0.17,0.22,weiseda01
Dalton Prout,D,2,0.00,0.00,0.00,proutda01
Dalton Smith,LW,1,0.00,0.00,0.00,smithda03
Damon Severson,D,69,0.12,0.33,0.45,severda01
Dan Hamhuis,D,60,0.00,0.13,0.13,hamhuda01
Daniel Carr,LW,11,0.09,0.00,0.09,carrda01
Daniel Sprong,RW,8,0.13,0.13,0.25,spronda01
Danil Yurtaykin,F,4,0.00,0.00,0.00,yurtada01
Danny DeKeyser,D,8,0.00,0.50,0.50,dekeyda01
Dante Fabbro,D,64,0.08,0.09,0.17,fabbrda01
Danton Heinen,C/LW,67,0.15,0.24,0.39,heineda01
Darcy Kuemper,G,29,0.00,0.00,0.00,kuempda01
Darnell Nurse,D,71,0.07,0.39,0.46,nurseda01
Darren Helm,C/LW,68,0.13,0.10,0.24,helmda01
David Ayres,G,1,0.00,0.00,0.00,ayresda01
David Backes,C,22,0.05,0.23,0.27,backeda01
David Gustafsson,C,22,0.05,0.00,0.05,gustada01
David Kämpf,C,70,0.11,0.11,0.23,kampfda01
David Kaše,RW,6,0.17,0.00,0.17,kaseda01
David Krejčí,C,61,0.21,0.49,0.70,krejcda01
David Pastrňák,RW,70,0.69,0.67,1.36,pastrda01
David Perron,LW,71,0.35,0.49,0.85,perroda01
David Rittich,G,48,0.00,0.02,0.02,rittida01
David Savard,D,68,0.00,0.16,0.16,savarda01
Dean Kukan,D,33,0.03,0.12,0.15,kukande01
Denis Gurianov,RW,64,0.31,0.14,0.45,guriade01
Denis Malgin,C,44,0.09,0.18,0.27,malgide01
Dennis Cholowski,D,36,0.06,0.17,0.22,cholode01
Dennis Gilbert,D,21,0.05,0.10,0.14,gilbede01
Derek Forbort,D,20,0.00,0.05,0.05,forbode01
Derek Grant,C,56,0.27,0.18,0.45,grantde01
Derek Ryan,C,68,0.15,0.28,0.43,ryande01
Derek Stepan,C,70,0.14,0.26,0.40,stepade01
Derick Brassard,C,66,0.15,0.33,0.48,brassde01
Derrick Pouliot,D,2,0.00,0.00,0.00,poulide01
Deryk Engelland,D,49,0.02,0.10,0.12,engelde01
Devan Dubnyk,G,30,0.00,0.00,0.00,dubnyde01
Devin Shore,C,45,0.11,0.16,0.27,shorede01
Devon Toews,D,68,0.09,0.32,0.41,toewsde01
Dillon Dubé,C,45,0.13,0.22,0.36,dubedi01
Dmitry Kulikov,D,51,0.04,0.16,0.20,kulikdm01
Dmitry Orlov,D,69,0.06,0.33,0.39,orlovdm01
Dmytro Timashov,LW,44,0.09,0.11,0.20,timasdm01
Dominic Toninato,C,46,0.09,0.15,0.24,tonindo01
Dominik Kahun,C,56,0.21,0.34,0.55,kahundo01
Dominik Kubalík,LW,68,0.44,0.24,0.68,kubaldo01
Dominik Simon,C,64,0.11,0.23,0.34,simondo01
Dougie Hamilton,D,47,0.30,0.55,0.85,hamildo01
Drake Batherson,C,23,0.13,0.30,0.43,bathedr01
Drake Caggiula,LW,40,0.23,0.15,0.38,caggidr01
Drew Doughty,D,67,0.10,0.42,0.52,doughdr01
Dryden Hunt,LW,21,0.00,0.19,0.19,huntdr01
Duncan Keith,D,61,0.05,0.39,0.44,keithdu01
Dustin Brown,RW,66,0.26,0.27,0.53,browndu01
Dylan DeMelo,D,59,0.00,0.17,0.17,demeldy01
Dylan Gambrell,C,50,0.10,0.12,0.22,gambrdy01
Dylan Larkin,C,71,0.27,0.48,0.75,larkidy01
Dylan McIlrath,D,16,0.00,0.00,0.00,mcilrdy01
Dylan Sikura,C,9,0.11,0.22,0.33,sikurdy01
Dylan Strome,C,58,0.21,0.45,0.66,stromdy01
Eetu Luostarinen,C,8,0.00,0.13,0.13,luostee01
Egor Korshkov,F,1,1.00,0.00,1.00,korsheg01
Elias Lindholm,C,70,0.41,0.36,0.77,lindhel01
Elias Pettersson,C,68,0.40,0.57,0.97,petteel01
Elvis Merzļikins,G,33,0.00,0.00,0.00,merzlel01
Emil Bemström,C,56,0.18,0.18,0.36,bemstem01
Eric Comrie,G,3,0.00,0.00,0.00,comrier01
Eric Robinson,LW,50,0.14,0.10,0.24,robiner01
Eric Staal,C,66,0.29,0.42,0.71,staaler01
Erik Brännström,D,31,0.00,0.13,0.13,branner01
Erik Černák,D,67,0.07,0.10,0.18,cernaer01
Erik Gudbranson,D,51,0.08,0.10,0.18,gudbrer01
Erik Gustafsson,D,66,0.09,0.35,0.44,gustaer02
Erik Haula,LW,48,0.25,0.25,0.50,haulaer01
Erik Johnson,D,59,0.05,0.22,0.27,johnser01
Erik Karlsson,D,56,0.11,0.61,0.71,karlser01
Esa Lindell,D,69,0.04,0.29,0.33,lindees01
Ethan Bear,D,71,0.07,0.23,0.30,bearet01
Evan Rodrigues,C,45,0.13,0.09,0.22,rodriev01
Evander Kane,LW,64,0.41,0.33,0.73,kaneev01
Evgeni Malkin,C,55,0.45,0.89,1.35,malkiev01
Evgenii Dadonov,RW,69,0.36,0.32,0.68,dadonev01
Evgeny Kuznetsov,C,63,0.30,0.52,0.83,kuzneev01
Evgeny Svechnikov,LW,4,0.00,0.00,0.00,svechev01
Filip Chlapík,C,31,0.10,0.10,0.19,chlapfi01
Filip Chytil,C,60,0.23,0.15,0.38,chytifi01
Filip Forsberg,C,63,0.33,0.43,0.76,forsbfi01
Filip Hronek,D,65,0.14,0.34,0.48,hronefi01
Filip Zadina,RW,28,0.29,0.25,0.54,zadinfi01
Frank Vatrano,LW,69,0.23,0.26,0.49,vatrafr01
Frans Nielsen,C,60,0.07,0.08,0.15,nielsfr01
Frederik Andersen,G,52,0.00,0.00,0.00,anderfr01
Frederik Gauthier,C,61,0.11,0.08,0.20,gauthfr01
Fredrik Claesson,D,5,0.20,0.20,0.40,claesfr01
Gabriel Bourque,LW,52,0.04,0.08,0.12,bourqga01
Gabriel Carlsson,D,6,0.00,0.00,0.00,carlsga01
Gabriel Dumont,C,3,0.00,0.00,0.00,dumonga01
Gabriel Landeskog,LW,54,0.39,0.43,0.81,landega01
Gabriel Vilardi,C,10,0.30,0.40,0.70,vilarga01
Gaetan Haas,F,58,0.09,0.09,0.17,haasga01
Gage Quinney,F,3,0.00,0.33,0.33,quinnga01
Garnet Hathaway,RW,66,0.14,0.11,0.24,hathaga01
Garret Sparks,G,1,0.00,0.00,0.00,sparkga01
Gemel Smith,C,3,0.33,0.00,0.33,smithge02
Gerald Mayhew,F,13,0.15,0.00,0.15,mayhege01
German Rubtsov,C,4,0.00,0.00,0.00,rubtsge01
Gilles Senn,G,2,0.00,0.00,0.00,senngi01
Givani Smith,RW,21,0.10,0.05,0.14,smithgi01
Greg McKegg,C,53,0.09,0.08,0.17,mckeggr01
Greg Pateryn,D,20,0.00,0.15,0.15,patergr01
Gustav Lindström,D,16,0.00,0.06,0.06,lindsgu01
Gustav Nyquist,RW,70,0.21,0.39,0.60,nyquigu01
Gustav Olofsson,D,3,0.00,0.00,0.00,olofsgu01
Hampus Lindholm,D,56,0.04,0.38,0.41,lindhha01
Haydn Fleury,D,45,0.09,0.22,0.31,fleurha01
Henri Jokiharju,D,69,0.06,0.16,0.22,jokihhe01
Henrik Borgström,C,4,0.00,0.00,0.00,borgshe01
Henrik Lundqvist,G,30,0.00,0.03,0.03,lundqhe01
Ian Cole,D,65,0.06,0.34,0.40,coleia01
Igor Shesterkin,G,12,0.00,0.00,0.00,shestig01
Ilya Kovalchuk,LW,46,0.22,0.35,0.57,kovalil01
Ilya Lyubushkin,D,51,0.00,0.08,0.08,lyubuil01
Ilya Mikheyev,F,39,0.21,0.38,0.59,mikheil01
Ilya Samsonov,G,26,0.00,0.00,0.00,samsoil01
Isac Lundeström,C,15,0.00,0.27,0.27,lundeis01
Ivan Barbashev,C,69,0.16,0.22,0.38,barbaiv01
Ivan Provorov,D,69,0.19,0.33,0.52,provoiv01
J.C. Beaudin,C,22,0.00,0.05,0.05,beaudje01
J.T. Compher,LW,67,0.16,0.30,0.46,comphj.01
J.T. Miller,C,69,0.39,0.65,1.04,millejt01
Jaccob Slavin,D,68,0.09,0.44,0.53,slavija01
Jack Campbell,G,26,0.00,0.00,0.00,campbja01
Jack Eichel,C,68,0.53,0.62,1.15,eicheja01
Jack Hughes,C,61,0.11,0.23,0.34,hugheja03
Jack Johnson,D,67,0.04,0.12,0.16,johnsja02
Jack Roslovic,C,71,0.17,0.24,0.41,rosloja01
Jack Studnicka,C,2,0.00,0.50,0.50,studnja01
Jacob de La Rose,LW,50,0.04,0.14,0.18,delarja01
Jacob Larsson,D,60,0.03,0.15,0.18,larssja01
Jacob Markström,G,43,0.00,0.02,0.02,marksja02
Jacob Middleton,D,10,0.00,0.20,0.20,middlja01
Jacob Trouba,D,70,0.10,0.29,0.39,troubja01
Jaden Schwartz,C,71,0.31,0.49,0.80,schwaja01
Jake Allen,G,24,0.00,0.00,0.00,allenja01
Jake Bischoff,D,4,0.00,0.00,0.00,bischja01
Jake DeBrusk,LW,65,0.29,0.25,0.54,debruja01
Jake Evans,C/RW,13,0.15,0.08,0.23,evansja02
Jake Gardiner,D,68,0.06,0.29,0.35,gardija01
Jake Guentzel,C,39,0.51,0.59,1.10,guentja01
Jake McCabe,D,66,0.05,0.15,0.20,mccabja01
Jake Muzzin,D,53,0.11,0.32,0.43,muzzija01
Jake Virtanen,RW,69,0.26,0.26,0.52,virtaja01
Jake Walman,D,1,0.00,0.00,0.00,walmaja01
Jakob Chychrun,D,63,0.19,0.22,0.41,chychja01
Jakob Lilja,F,37,0.05,0.08,0.14,liljaja01
Jakob Silfverberg,LW,66,0.32,0.27,0.59,silfvja01
Jakub Voráček,RW,69,0.17,0.64,0.81,voracja01
Jakub Vrána,LW,69,0.36,0.39,0.75,vranaja01
James Neal,LW,55,0.35,0.22,0.56,nealja01
James Reimer,G,25,0.00,0.00,0.00,reimeja01
James van Riemsdyk,LW,66,0.29,0.32,0.61,vanrija01
Jamie Benn,LW,69,0.28,0.29,0.57,bennja01
Jamie Oleksiak,D,69,0.04,0.10,0.14,oleksja01
Jan Rutta,D,33,0.03,0.18,0.21,ruttaja02
Jani Hakanpää,D,5,0.20,0.00,0.20,hakanja01
Janne Kuokkanen,C/LW,1,0.00,0.00,0.00,kuokkja01
Jansen Harkins,C,29,0.07,0.17,0.24,harkija01
Jared McCann,C,66,0.21,0.32,0.53,mccanja01
Jared Spurgeon,D,62,0.19,0.32,0.52,spurgja01
Jaret Anderson-Dolan,C,4,0.00,0.00,0.00,anderja01
Jaroslav Halák,G,31,0.00,0.06,0.06,halakja01
Jarred Tinordi,D,28,0.04,0.14,0.18,tinorja01
Jason Demers,D,50,0.00,0.22,0.22,demerja01
Jason Dickinson,C,65,0.14,0.18,0.32,dickija01
Jason Robertson,LW,3,0.00,0.33,0.33,roberja01
Jason Spezza,C,58,0.16,0.28,0.43,spezzja01
Jason Zucker,LW,60,0.33,0.35,0.68,zuckeja01
Jay Beagle,RW/C,55,0.04,0.11,0.15,beaglja01
Jay Bouwmeester,D,56,0.02,0.14,0.16,bouwmja01
Jayce Hawryluk,C,26,0.12,0.27,0.38,hawryja01
Jayson Megna,C,8,0.00,0.00,0.00,megnaja01
Jean-Gabriel Pageau,C,67,0.39,0.24,0.63,pageaje01
Jean-Sébastien Dea,C,3,0.00,0.00,0.00,deaje01
Jeff Carter,C,60,0.28,0.17,0.45,carteje01
Jeff Petry,D,71,0.15,0.41,0.56,petryje01
Jeff Skinner,LW/C,59,0.24,0.15,0.39,skinnje01
Jeremy Lauzon,D,19,0.05,0.05,0.11,lauzoje01
Jesper Boqvist,C,35,0.11,0.00,0.11,boqvije01
Jesper Bratt,W,60,0.27,0.27,0.53,brattje01
Jesper Fast,RW,69,0.17,0.25,0.42,fastje01
Jesperi Kotkaniemi,C,36,0.17,0.06,0.22,kotkaje01
Jimmy Howard,G,27,0.00,0.00,0.00,howarja02
Jimmy Vesey,LW,64,0.14,0.17,0.31,veseyji02
Joachim Blichfeld,W,3,0.00,0.00,0.00,blichjo01
Joakim Nordström,C,48,0.08,0.06,0.15,nordsjo02
Joakim Nygård,F,33,0.09,0.18,0.27,nygarjo01
Joakim Ryan,D,35,0.03,0.11,0.14,ryanjo02
Joe Hicketts,D,6,0.00,0.33,0.33,hickejo01
Joe Pavelski,C,67,0.21,0.25,0.46,paveljo01
Joe Thornton,C,70,0.10,0.34,0.44,thornjo01
Joel Armia,RW,58,0.28,0.24,0.52,armiajo01
Joel Edmundson,D,68,0.10,0.19,0.29,edmunjo01
Joel Eriksson Ek,C,62,0.13,0.34,0.47,eriksjo02
Joel Farabee,LW,52,0.15,0.25,0.40,farabjo01
Joel Hanley,D,8,0.00,0.25,0.25,hanlejo01
Joel Kellman,F,31,0.10,0.13,0.23,kellmjo01
Joel Kiviranta,F,11,0.09,0.00,0.09,kivirjo01
