Player,Position,GP,GPG,APG,PPG,PlayerID
Andrew Cogliano,LW/C,79,0.13,0.11,0.24,coglian01
Andrew Copp,C,82,0.11,0.40,0.51,coppan01
Andrew Mangiapane,LW,82,0.21,0.32,0.52,mangian01
Andrew Peeke,D,80,0.08,0.09,0.16,peekean01
Andy Andreoff,LW,3,0.00,0.33,0.33,andrean01
Anthony Beauvillier,LW,82,0.22,0.27,0.49,beauvan01
Anthony Cirelli,C,58,0.19,0.31,0.50,cirelan01
Anthony Duclair,LW,20,0.10,0.35,0.45,duclaan01
Anthony Mantha,RW,67,0.16,0.24,0.40,manthan01
Anthony Richard,C,13,0.23,0.15,0.38,richaan01
Anthony Stolarz,G,19,0.00,0.00,0.00,stolaan01
Anton Blidh,LW,14,0.00,0.00,0.00,blidhan01
Anton Forsberg,G,28,0.00,0.00,0.00,forsban01
Anton Khudobin,G,1,0.00,0.00,0.00,khudoan01
Anton Levtchi,F,2,0.00,0.00,0.00,levtcan01
Anton Lundell,C,73,0.16,0.29,0.45,lundean01
Anton Strålman,D,8,0.00,0.00,0.00,stralan01
Antti Raanta,G,27,0.00,0.00,0.00,raantan01
Anže Kopitar,C,82,0.34,0.56,0.90,kopitan01
Arber Xhekaj,D,51,0.10,0.16,0.25,xhekaar01
Arnaud Durandeau,LW,4,0.00,0.00,0.00,duranar01
Artem Zub,D,53,0.06,0.13,0.19,zubar01
Artemi Panarin,LW,82,0.35,0.77,1.12,panarar01
Arthur Kaliyev,RW,56,0.23,0.27,0.50,kaliyar01
Artturi Lehkonen,LW,64,0.33,0.47,0.80,lehkoar01
Arturs Silovs,G,5,0.00,0.00,0.00,silovar01
Arvid Söderblom,G,15,0.00,0.00,0.00,soderar01
Austin Czarnik,C,29,0.10,0.07,0.17,czarnau01
Austin Strand,D,5,0.00,0.00,0.00,stranau01
Austin Wagner,LW,7,0.14,0.14,0.29,wagneau01
Austin Watson,LW,75,0.12,0.03,0.15,watsoau01
Auston Matthews,C,74,0.54,0.61,1.15,matthau01
Axel Jonsson-Fjällby,LW,50,0.12,0.16,0.28,jonssax01
Barclay Goodrow,RW,82,0.13,0.24,0.38,goodrba01
Barrett Hayton,C,82,0.23,0.29,0.52,haytoba01
Beck Malenstyn,LW,9,0.11,0.11,0.22,malenbe01
Ben Chiarot,D,76,0.07,0.18,0.25,chiarbe01
Ben Harpur,D,42,0.02,0.12,0.14,harpube01
Ben Hutton,D,31,0.10,0.16,0.26,huttobe01
Ben Meyers,F,39,0.10,0.00,0.10,meyerbe01
Benoit-Olivier Groulx,C,2,0.00,0.00,0.00,groulbe01
Billy Sweezey,D,9,0.00,0.11,0.11,sweezbi01
Blake Coleman,C,82,0.22,0.24,0.46,colembl01
Blake Lizotte,C,81,0.14,0.28,0.42,lizotbl01
Blake Wheeler,RW,72,0.22,0.54,0.76,wheelbl01
Bo Horvat,C,79,0.48,0.41,0.89,horvabo01
Bobby McMann,F,10,0.00,0.10,0.10,mcmanbo02
Bokondji Imama,LW,5,0.00,0.00,0.00,imamabo01
Boone Jenner,C,68,0.38,0.28,0.66,jennebo01
Boris Katchouk,LW,58,0.09,0.19,0.28,katchbo01
Bowen Byram,D,42,0.24,0.33,0.57,byrambo01
Brad Hunt,D,47,0.09,0.13,0.21,huntbr01
Brad Malone,C/LW,10,0.00,0.00,0.00,malonbr01
Brad Marchand,LW,73,0.29,0.63,0.92,marchbr03
Braden Schneider,D,81,0.06,0.16,0.22,schnebr01
Brady Skjei,D,81,0.22,0.25,0.47,skjeibr01
Brady Tkachuk,LW,82,0.43,0.59,1.01,tkachbr01
Brandon Carlo,D,75,0.04,0.17,0.21,carlobr01
Brandon Duhaime,RW,51,0.18,0.02,0.20,duhaibr01
Brandon Hagel,LW,81,0.37,0.42,0.79,hagelbr01
Brandon Montour,D,80,0.20,0.71,0.91,montobr01
Brandon Saad,LW,71,0.27,0.25,0.52,saadbr01
Brandon Tanev,LW,82,0.20,0.23,0.43,tanevbr01
Brandt Clarke,D,9,0.00,0.22,0.22,clarkbr02
Brayden McNabb,D,82,0.01,0.20,0.21,mcnabbr01
Brayden Pachal,D,10,0.00,0.20,0.20,pachabr01
Brayden Point,C,82,0.62,0.54,1.16,pointbr01
Brayden Schenn,C,82,0.26,0.54,0.79,schenbr01
Brendan Gallagher,RW,37,0.22,0.16,0.38,gallabr01
Brendan Gaunce,C,5,0.00,0.20,0.20,gauncbr01
Brendan Lemieux,LW,45,0.04,0.16,0.20,lemiebr01
Brendan Smith,D,60,0.00,0.08,0.08,smithbr05
Brenden Dillon,D,82,0.02,0.26,0.28,dillobr01
Brent Burns,D/RW,82,0.22,0.52,0.74,burnsbr01
Brett Howden,C,54,0.11,0.13,0.24,howdebr01
Brett Kulak,D,82,0.04,0.21,0.24,kulakbr01
Brett Leason,RW,54,0.11,0.06,0.17,leasobr01
Brett Pesce,D,82,0.06,0.30,0.37,pescebr01
Brett Ritchie,RW,50,0.16,0.10,0.26,ritchbr01
Brett Seney,LW,7,0.14,0.00,0.14,seneybr01
Brian Dumoulin,D,82,0.01,0.29,0.30,dumoubr01
Brian Elliott,G,22,0.00,0.05,0.05,elliobr01
Brock Boeser,RW,74,0.24,0.50,0.74,boesebr01
Brock Faber,D,2,0.00,0.00,0.00,faberbr01
Brock McGinn,LW,75,0.16,0.09,0.25,mcginbr01
Brock Nelson,C,82,0.44,0.48,0.91,nelsobr01
Bryan Rust,RW,81,0.25,0.32,0.57,rustbr01
Buddy Robinson,RW,9,0.11,0.22,0.33,robinbu01
Byron Froese,C,9,0.11,0.11,0.22,froesby01
C.J. Suess,LW,1,0.00,0.00,0.00,frankcl01
Cal Clutterbuck,RW,49,0.12,0.12,0.24,cluttca01
Cale Fleury,D,12,0.00,0.08,0.08,fleurca01
Cale Makar,D,60,0.28,0.82,1.10,makarca01
Caleb Jones,D,73,0.05,0.16,0.22,jonesca01
Calen Addison,D,62,0.05,0.42,0.47,addisca01
Callahan Burke,C,2,0.00,0.00,0.00,burkeca01
Callan Foote,D,50,0.04,0.10,0.14,footeca01
Calle Järnkrok,C,73,0.27,0.26,0.53,jarnkca01
Calle Rosén,D,49,0.16,0.20,0.37,rosenca01
Calvin de Haan,D,53,0.04,0.19,0.23,dehaaca01
Calvin Petersen,G,10,0.00,0.00,0.00,peterca01
Cam Fowler,D,82,0.12,0.46,0.59,fowleca01
Cam Talbot,G,36,0.00,0.00,0.00,talboca01
Cameron York,D,54,0.04,0.33,0.37,yorkca01
Carl Grundström,RW,57,0.21,0.12,0.33,grundca01
Carson Meyer,RW,14,0.00,0.07,0.07,meyerca01
Carson Soucy,D,78,0.04,0.17,0.21,soucyca01
Carter Hart,G,55,0.00,0.00,0.00,hartca01
Carter Verhaeghe,C,81,0.52,0.38,0.90,verhaca01
Casey Cizikas,C,81,0.07,0.19,0.26,cizikca01
Casey DeSmith,G,38,0.00,0.00,0.00,desmica01
Casey Fitzgerald,D,27,0.00,0.11,0.11,fitzgca01
Casey Mittelstadt,C,82,0.18,0.54,0.72,mitteca01
Cayden Primeau,G,3,0.00,0.00,0.00,primeca01
Chad Ruhwedel,D,47,0.02,0.09,0.11,ruhwech01
Chandler Stephenson,C,81,0.20,0.60,0.80,stephch02
Charles Hudon,LW,9,0.00,0.00,0.00,hudonch01
Charlie Coyle,C/RW,82,0.20,0.35,0.55,coylech01
Charlie Lindgren,G,31,0.00,0.03,0.03,lindgch01
Charlie McAvoy,D,67,0.10,0.67,0.78,mcavoch01
Chris Kreider,LW,79,0.46,0.23,0.68,kreidch01
Chris Tanev,D,65,0.02,0.18,0.20,tanevch01
Chris Tierney,C,36,0.08,0.19,0.28,tiernch01
Chris Wagner,C,1,0.00,0.00,0.00,wagnech01
Chris Wideman,D,46,0.00,0.13,0.13,widemch01
Christian Dvorak,C,64,0.16,0.28,0.44,dvorach01
Christian Fischer,RW,80,0.16,0.18,0.34,fischch01
Christian Wolanin,D,16,0.00,0.19,0.19,wolanch01
Claude Giroux,C/LW,82,0.43,0.54,0.96,giroucl01
Clayton Keller,C,82,0.45,0.60,1.05,kellecl01
Cody Ceci,D,80,0.01,0.18,0.19,cecico01
Cody Glass,C,72,0.19,0.29,0.49,glassco01
Cole Bardreau,F,1,0.00,0.00,0.00,bardrco01
Cole Caufield,RW,46,0.57,0.22,0.78,caufico01
Cole Guttman,C,14,0.29,0.14,0.43,guttmco01
Cole Koepke,LW,17,0.06,0.00,0.06,koepkco01
Cole McWard,D,5,0.20,0.00,0.20,mcwarco01
Cole Perfetti,C,51,0.16,0.43,0.59,perfeco01
Cole Sillinger,C,64,0.05,0.13,0.17,sillico01
Cole Smith,F,69,0.06,0.19,0.25,smithco02
Colin Blackwell,C,53,0.04,0.15,0.19,blackco01
Colin Miller,D,79,0.08,0.19,0.27,milleco02
Colin White,C,68,0.12,0.10,0.22,whiteco02
Collin Delia,G,20,0.00,0.05,0.05,deliaco01
Colton Parayko,D,79,0.05,0.29,0.34,parayco01
Colton Sissons,C,82,0.15,0.22,0.37,sissoco01
Colton White,D,46,0.00,0.13,0.13,whiteco03
Connor Brown,RW,4,0.00,0.00,0.00,brownco02
Connor Carrick,D,1,0.00,1.00,1.00,carrico01
Connor Clifton,D,78,0.06,0.23,0.29,cliftco01
Connor Dewar,C,81,0.07,0.15,0.22,dewarco01
Connor Hellebuyck,G,64,0.00,0.00,0.00,helleco01
Connor Ingram,G,27,0.00,0.00,0.00,ingraco01
Connor Mackey,D,30,0.10,0.13,0.23,mackeco01
Connor McDavid,C,82,0.78,1.09,1.87,mcdavco01
Connor McMichael,C,6,0.00,0.00,0.00,mcmicco01
Connor Murphy,D,80,0.09,0.08,0.16,murphco02
Conor Garland,RW,81,0.21,0.36,0.57,garlaco01
Conor Sheary,LW,82,0.18,0.27,0.45,shearco01
Conor Timmins,D,27,0.07,0.44,0.52,timmico01
Corey Perry,RW,81,0.15,0.16,0.31,perryco01
Corey Schueneman,D,7,0.00,0.14,0.14,schueco01
Craig Anderson,G,26,0.00,0.04,0.04,andercr01
Craig Smith,C,64,0.14,0.11,0.25,smithcr01
Curtis Lazar,C/RW,49,0.06,0.04,0.10,lazarcu01
Dakota Joshua,C,79,0.14,0.15,0.29,joshuda01
Dakota Mermis,D,2,0.00,0.00,0.00,mermida01
Damien Giroux,C,1,0.00,1.00,1.00,girouda01
Damon Severson,D,81,0.09,0.32,0.41,severda01
Dan Renouf,D,1,0.00,0.00,0.00,renouda01
Daniel Sprong,RW,66,0.32,0.38,0.70,spronda01
Daniel Vladař,G,27,0.00,0.00,0.00,vladada01
Daniil Gushchin,LW,2,0.50,0.50,1.00,gushcda01
Daniil Miromanov,D/RW,14,0.14,0.29,0.43,miromda01
Daniil Tarasov,G,17,0.00,0.06,0.06,tarasda02
Dante Fabbro,D,79,0.03,0.11,0.14,fabbrda01
Danton Heinen,C/LW,65,0.12,0.22,0.34,heineda01
Darcy Kuemper,G,57,0.00,0.00,0.00,kuempda01
Darnell Nurse,D,82,0.15,0.38,0.52,nurseda01
Darren Helm,C/LW,11,0.00,0.00,0.00,helmda01
Darren Raddysh,D,17,0.06,0.12,0.18,raddyda01
Dave Gust,RW,4,0.25,0.00,0.25,gustda01
David Gustafsson,C,46,0.00,0.13,0.13,gustada01
David Jiříček,D,4,0.00,0.00,0.00,jiricda01
David Kämpf,C,82,0.09,0.24,0.33,kampfda01
David Krejčí,C,70,0.23,0.57,0.80,krejcda01
David Pastrňák,RW,82,0.74,0.63,1.38,pastrda01
David Perron,LW,82,0.29,0.39,0.68,perroda01
David Rittich,G,21,0.00,0.00,0.00,rittida01
David Savard,D,62,0.05,0.27,0.32,savarda01
Dawson Mercer,C,82,0.33,0.35,0.68,merceda01
Denis Gurianov,RW,66,0.11,0.15,0.26,guriade01
Denis Malgin,C,65,0.20,0.12,0.32,malgide01
Dennis Cholowski,D,2,0.00,0.00,0.00,cholode01
Dennis Gilbert,D,23,0.04,0.13,0.17,gilbede01
Derek Forbort,D,54,0.09,0.13,0.22,forbode01
Derek Grant,C,46,0.11,0.28,0.39,grantde01
Derek Ryan,C,80,0.16,0.09,0.25,ryande01
Derek Stepan,C,73,0.07,0.08,0.15,stepade01
Derick Brassard,C,62,0.21,0.16,0.37,brassde01
Derrick Pouliot,D,8,0.00,0.25,0.25,poulide01
Devin Shore,C,47,0.02,0.17,0.19,shorede01
Devon Levi,G,7,0.00,0.00,0.00,levide01
Devon Toews,D,80,0.09,0.54,0.63,toewsde01
Dillon Dubé,C,82,0.22,0.33,0.55,dubedi01
Dillon Heatherington,D,3,0.00,0.00,0.00,heathdi01
Dmitri Samorukov,D,2,0.00,0.00,0.00,samordm01
Dmitry Kulikov,D,67,0.04,0.19,0.24,kulikdm01
Dmitry Orlov,D,66,0.11,0.44,0.55,orlovdm01
Dominic Toninato,C,5,0.00,0.20,0.20,tonindo01
Dominik Kubalík,LW,81,0.25,0.31,0.56,kubaldo01
Dougie Hamilton,D,82,0.27,0.63,0.90,hamildo01
Drake Batherson,C,82,0.27,0.49,0.76,bathedr01
Drake Caggiula,LW,4,0.00,0.00,0.00,caggidr01
Drew Doughty,D,81,0.11,0.53,0.64,doughdr01
Drew Helleson,D,3,0.33,0.00,0.33,helledr01
Drew O'Connor,F,46,0.11,0.13,0.24,oconndr01
Dryden Hunt,LW,37,0.08,0.00,0.08,huntdr01
Dustin Tokarski,G,4,0.00,0.00,0.00,tokardu01
Dustin Wolf,G,1,0.00,0.00,0.00,wolfdu01
Dylan Coghlan,D,17,0.00,0.18,0.18,coghldy01
Dylan Cozens,C,81,0.38,0.46,0.84,cozendy01
Dylan DeMelo,D,75,0.08,0.28,0.36,demeldy01
Dylan Ferguson,G,2,0.00,0.00,0.00,fergudy01
Dylan Gambrell,C,60,0.07,0.10,0.17,gambrdy01
Dylan Guenther,RW,33,0.18,0.27,0.45,guentdy01
Dylan Holloway,C,51,0.06,0.12,0.18,hollody01
Dylan Larkin,C,80,0.40,0.59,0.99,larkidy01
Dylan McIlrath,D,6,0.00,0.17,0.17,mcilrdy01
Dylan Samberg,D,63,0.03,0.10,0.13,sambedy01
Dylan Strome,C,81,0.28,0.52,0.80,stromdy01
Dylan Wells,G,1,0.00,0.00,0.00,wellsdy01
Dysin Mayo,D,15,0.00,0.00,0.00,mayody01
Eeli Tolvanen,RW,61,0.30,0.21,0.51,tolvaee01
Eetu Luostarinen,C,82,0.21,0.32,0.52,luostee01
Eetu Mäkiniemi,G,2,0.00,0.00,0.00,makinee01
Egor Afanasyev,LW,17,0.06,0.00,0.06,afanaeg01
Egor Sokolov,F,5,0.20,0.20,0.40,sokoleg01
Elias Lindholm,C,80,0.28,0.53,0.80,lindhel01
Elias Pettersson,C,80,0.49,0.79,1.28,petteel01
Elliot Desnoyers,F,4,0.00,0.00,0.00,desnoel02
Elmer Söderblom,RW,21,0.24,0.14,0.38,soderel01
Elvis Merzļikins,G,30,0.00,0.03,0.03,merzlel01
Emil Bemström,C,55,0.13,0.27,0.40,bemstem01
Eric Comrie,G,19,0.00,0.05,0.05,comrier01
Eric Robinson,LW,72,0.17,0.17,0.33,robiner01
Eric Staal,C,72,0.19,0.21,0.40,staaler01
Erik Brännström,D,74,0.03,0.22,0.24,branner01
Erik Černák,D,70,0.03,0.20,0.23,cernaer01
Erik Gudbranson,D,70,0.01,0.17,0.19,gudbrer01
Erik Gustafsson,D,70,0.10,0.50,0.60,gustaer02
Erik Haula,LW,80,0.18,0.34,0.51,haulaer01
Erik Johnson,D,63,0.00,0.13,0.13,johnser01
Erik Källgren,G,10,0.00,0.00,0.00,kallger01
Erik Karlsson,D,82,0.30,0.93,1.23,karlser01
Esa Lindell,D,82,0.10,0.20,0.29,lindees01
Ethan Bear,D,61,0.05,0.21,0.26,bearet01
Evan Bouchard,D,82,0.10,0.39,0.49,bouchev01
Evan Rodrigues,C,69,0.23,0.33,0.57,rodriev01
Evander Kane,LW,41,0.39,0.29,0.68,kaneev01
Evgeni Malkin,C,82,0.33,0.68,1.01,malkiev01
Evgenii Dadonov,RW,73,0.10,0.36,0.45,dadonev01
Evgeny Kuznetsov,C,81,0.15,0.53,0.68,kuzneev01
Evgeny Svechnikov,LW,59,0.14,0.10,0.24,svechev01
Fabian Zetterlund,W,67,0.09,0.25,0.34,zettefa01
Felix Sandström,G,20,0.00,0.00,0.00,sandsfe01
Filip Chytil,C,74,0.30,0.31,0.61,chytifi01
Filip Forsberg,C,50,0.38,0.46,0.84,forsbfi01
Filip Gustavsson,G,39,0.00,0.03,0.03,gustafi01
Filip Hallander,C,2,0.00,0.00,0.00,hallafi01
Filip Hronek,D,64,0.14,0.47,0.61,hronefi01
Filip Král,D,2,0.00,0.00,0.00,kralfi01
Filip Roos,D,17,0.06,0.12,0.18,roosfi01
Filip Zadina,RW,30,0.10,0.13,0.23,zadinfi01
Frank Vatrano,LW,81,0.27,0.23,0.51,vatrafr01
Frédéric Allard,D,3,0.00,0.00,0.00,allarfr01
Frédérick Gaudreau,C,82,0.23,0.23,0.46,gaudrfr01
Frederik Andersen,G,34,0.00,0.03,0.03,anderfr01
Fredrik Karlström,C,5,0.00,0.00,0.00,karlsfr01
Fredrik Olofsson,LW,28,0.04,0.11,0.14,olofsfr01
Gabriel Carlsson,D,6,0.00,0.33,0.33,carlsga01
Gabriel Fortier,LW,1,0.00,0.00,0.00,fortiga01
Gabriel Vilardi,C,63,0.37,0.29,0.65,vilarga01
Garnet Hathaway,RW,84,0.15,0.11,0.26,hathaga01
Gavin Bayreuther,D,51,0.04,0.24,0.27,bayrega01
Givani Smith,RW,36,0.03,0.08,0.11,smithgi01
Glenn Gawdin,C,3,0.00,0.00,0.00,gawdigl01
Grigori Denisenko,LW,18,0.00,0.17,0.17,denisgr01
Guillaume Brisebois,D,17,0.06,0.12,0.18,brisegu01
Gustav Forsling,D,82,0.16,0.34,0.50,forslgu02
Gustav Lindström,D,36,0.03,0.19,0.22,lindsgu01
Gustav Nyquist,RW,51,0.22,0.31,0.53,nyquigu01
Gustav Olofsson,D,3,0.00,0.00,0.00,olofsgu01
Hampus Lindholm,D,80,0.13,0.54,0.66,lindhha01
Hayden Hodgson,RW,1,0.00,0.00,0.00,hodgsha01
Haydn Fleury,D,29,0.00,0.03,0.03,fleurha01
Henri Jokiharju,D,60,0.05,0.17,0.22,jokihhe01
Henrik Borgström,C,1,0.00,0.00,0.00,borgshe01
Henry Thrun,D,8,0.00,0.25,0.25,thrunhe01
Hudson Fasching,RW,49,0.20,0.18,0.39,faschhu01
Hugh McGing,LW,1,0.00,0.00,0.00,mcginhu01
Hunter McKown,F,12,0.00,0.17,0.17,mckowhu01
Ian Cole,D,78,0.04,0.18,0.22,coleia01
Ian Mitchell,D,35,0.03,0.20,0.23,mitchia01
Igor Shesterkin,G,58,0.00,0.02,0.02,shestig01
Ilya Lyubushkin,D,68,0.03,0.18,0.21,lyubuil01
Ilya Mikheyev,F,46,0.28,0.33,0.61,mikheil01
Ilya Samsonov,G,42,0.00,0.05,0.05,samsoil01
Ilya Sorokin,G,62,0.00,0.02,0.02,sorokil01
Isaak Phillips,D,16,0.06,0.25,0.31,phillis01
Isac Lundeström,C,61,0.07,0.16,0.23,lundeis01
Ivan Barbashev,C,82,0.20,0.35,0.55,barbaiv01
Ivan Prosvetov,G,7,0.00,0.00,0.00,prosviv01
Ivan Provorov,D,82,0.07,0.26,0.33,provoiv01
J.J. Moser,D,82,0.09,0.29,0.38,moserja01
J.T. Compher,LW,82,0.21,0.43,0.63,comphj.01
J.T. Miller,C,81,0.40,0.62,1.01,millejt01
Jaccob Slavin,D,76,0.09,0.26,0.36,slavija01
Jack Campbell,G,36,0.00,0.03,0.03,campbja01
Jack Drury,C,38,0.05,0.16,0.21,druryja01
Jack Eichel,C,67,0.40,0.58,0.99,eicheja01
Jack Hughes,C,78,0.55,0.72,1.27,hugheja03
Jack Johnson,D,83,0.02,0.07,0.10,johnsja02
Jack McBain,C,82,0.15,0.17,0.32,mcbaija03
Jack Quinn,RW,75,0.19,0.31,0.49,quinnja01
Jack Rathbone,D,11,0.09,0.09,0.18,rathbja01
Jack Roslovic,C,77,0.14,0.43,0.57,rosloja01
Jack Studnicka,C,48,0.08,0.08,0.17,studnja01
Jackson Cates,C,5,0.00,0.00,0.00,catesja01
Jackson LaCombe,D,2,0.00,0.00,0.00,lacomja01
Jacob Bernard-Docker,D,19,0.00,0.05,0.05,bernaja01
Jacob Bryson,D,59,0.02,0.14,0.15,brysoja01
Jacob Larsson,D,7,0.00,0.00,0.00,larssja01
Jacob MacDonald,D,58,0.02,0.12,0.14,macdoja02
Jacob Markström,G,59,0.00,0.03,0.03,marksja02
Jacob Middleton,D,79,0.04,0.15,0.19,middlja01
Jacob Moverare,D,2,0.00,0.00,0.00,moverja01
Jacob Peterson,C,12,0.17,0.50,0.67,peterja01
Jacob Trouba,D,82,0.10,0.27,0.37,troubja01
Jaden Schwartz,C,71,0.30,0.27,0.56,schwaja01
Jake Allen,G,42,0.00,0.02,0.02,allenja01
Jake Bean,D,14,0.07,0.36,0.43,beanja01
Jake Christiansen,D,24,0.00,0.17,0.17,chrisja01
Jake DeBrusk,LW,64,0.42,0.36,0.78,debruja01
Jake Evans,C/RW,54,0.04,0.31,0.35,evansja02
Jake Guentzel,C,78,0.46,0.47,0.94,guentja01
Jake Leschyshyn,C,35,0.00,0.00,0.00,leschja01
Jake Livingstone,D,5,0.00,0.20,0.20,livinja02
Jake Lucchini,F,11,0.09,0.00,0.09,lucchja01
Jake McCabe,D,76,0.04,0.29,0.33,mccabja01
Jake Muzzin,D,4,0.00,0.25,0.25,muzzija01
Jake Neighbours,LW,43,0.14,0.09,0.23,neighja01
Jake Oettinger,G,62,0.00,0.02,0.02,oettija01
Jake Sanderson,D,77,0.05,0.36,0.42,sandeja01
Jake Walman,D,63,0.14,0.14,0.29,walmaja01
Jakob Chychrun,D,48,0.19,0.50,0.69,chychja01
Jakob Pelletier,LW,24,0.13,0.17,0.29,pelleja01
Jakob Silfverberg,LW,81,0.12,0.20,0.32,silfvja01
Jakub Lauko,C,23,0.17,0.13,0.30,laukoja01
Jakub Voráček,RW,11,0.09,0.45,0.55,voracja01
Jakub Vrána,LW,25,0.44,0.20,0.64,vranaja01
Jakub Zbořil,D,22,0.05,0.14,0.18,zborija01
Jalen Chatfield,D,78,0.08,0.10,0.18,chatfja01
James Hamblin,F,10,0.00,0.00,0.00,hamblja01
James Reimer,G,43,0.00,0.00,0.00,reimeja01
James van Riemsdyk,LW,61,0.20,0.28,0.48,vanrija01
Jamie Benn,LW,82,0.40,0.55,0.95,bennja01
Jamie Drysdale,D,8,0.00,0.00,0.00,drysdja01
Jamie Oleksiak,D,75,0.12,0.21,0.33,oleksja01
Jan Jeník,RW,2,0.00,0.00,0.00,jenikja01
Jan Rutta,D,56,0.05,0.11,0.16,ruttaja02
Jani Hakanpää,D,82,0.07,0.12,0.20,hakanja01
Jansen Harkins,C,22,0.14,0.09,0.23,harkija01
Jared McCann,C,79,0.51,0.38,0.89,mccanja01
Jared Spurgeon,D,79,0.14,0.29,0.43,spurgja01
Jaret Anderson-Dolan,C,46,0.15,0.11,0.26,anderja01
Jaroslav Halák,G,25,0.00,0.04,0.04,halakja01
Jarred Tinordi,D,44,0.05,0.14,0.18,tinorja01
Jason Demers,D,1,0.00,0.00,0.00,demerja01
Jason Dickinson,C,78,0.12,0.27,0.38,dickija01
Jason Robertson,LW,82,0.56,0.77,1.33,roberja01
Jason Zucker,LW,78,0.35,0.27,0.62,zuckeja01
Jaxson Stauber,G,6,0.00,0.00,0.00,staubja01
Jaycob Megna,D,54,0.02,0.20,0.22,megnaja02
Jayson Megna,C,55,0.04,0.11,0.15,megnaja01
