Player,Position,GP,GPG,APG,PPG,PlayerID
Arron Asham,RW,63,0.14,0.24,0.38,ashamar01
Barret Jackman,D,63,0.06,0.10,0.16,jackmba01
Barry Tallackson,RW,10,0.10,0.10,0.20,tallaba01
Ben Clymer,RW,77,0.21,0.22,0.43,clymebe01
Ben Eager,LW,25,0.12,0.20,0.32,eagerbe01
Ben Guite,RW,1,0.00,0.00,0.00,guitebe01
Ben Ondrus,LW,22,0.00,0.00,0.00,ondrube01
Ben Simon,C,13,0.00,0.00,0.00,simonbe01
Ben Walter,C,6,0.00,0.00,0.00,waltebe01
Bill Guerin,RW,70,0.19,0.39,0.57,gueribi01
Bill Thomas,RW,9,0.11,0.22,0.33,thomabi01
Blair Betts,C,66,0.12,0.03,0.15,bettsbl01
Bob Boughner,D,41,0.02,0.15,0.17,boughbo01
Bobby Holík,C,64,0.23,0.28,0.52,holikbo01
Boyd Devereaux,C,78,0.10,0.18,0.28,deverbo01
Boyd Gordon,RW,25,0.00,0.04,0.04,gordobo01
Boyd Kane,LW,5,0.00,0.20,0.20,kanebo01
Brad Boyes,C,82,0.32,0.52,0.84,boyesbr01
Brad Isbister,RW,58,0.10,0.29,0.40,isbisbr01
Brad Larsen,LW,62,0.11,0.13,0.24,larsebr01
Brad Lukowich,D,75,0.03,0.25,0.28,lukowbr01
Brad May,LW,54,0.06,0.06,0.11,maybr01
Brad Norton,D,7,0.00,0.00,0.00,nortobr01
Brad Richards,C,82,0.28,0.83,1.11,richabr01
Brad Richardson,C,41,0.07,0.24,0.32,richabr02
Brad Stuart,D,78,0.15,0.40,0.55,stuarbr02
Brad Winchester,LW,19,0.00,0.05,0.05,winchbr01
Brandon Bochenski,RW,40,0.20,0.23,0.43,bochebr01
Branislav Mezei,D,16,0.00,0.06,0.06,mezeibr01
Branko Radivojevič,RW,64,0.13,0.09,0.22,radivbr01
Braydon Coburn,D,9,0.00,0.11,0.11,coburbr01
Brendan Bell,D,1,0.00,0.00,0.00,bellbr02
Brendan Morrison,C,82,0.23,0.45,0.68,morribr01
Brendan Shanahan,LW,82,0.49,0.50,0.99,shanabr01
Brendan Witt,D,75,0.01,0.17,0.19,wittbr01
Brenden Morrow,LW,81,0.28,0.52,0.80,morrobr01
Brent Burns,RW,72,0.06,0.17,0.22,burnsbr01
Brent Johnson,G,26,0.00,0.00,0.00,johnsbr02
Brent Seabrook,D,69,0.07,0.39,0.46,seabrbr01
Brent Sopel,D,68,0.03,0.38,0.41,sopelbr01
Bret Hedican,D,74,0.07,0.30,0.36,hedicbr01
Brett Clark,D,80,0.11,0.34,0.45,clarkbr01
Brett Hull,RW,5,0.00,0.20,0.20,hullbr01
Brett Lebda,D,46,0.07,0.20,0.26,lebdabr01
Brett McLean,C,82,0.11,0.38,0.49,mcleabr01
Brian Boucher,G,14,0.00,0.00,0.00,bouchbr01
Brian Campbell,D,79,0.15,0.41,0.56,campbbr02
Brian Eklund,G,1,0.00,0.00,0.00,eklunbr01
Brian Finley,G,1,0.00,0.00,0.00,finlebr01
Brian Gionta,RW,82,0.59,0.50,1.09,giontbr01
Brian Leetch,D,61,0.08,0.44,0.52,leetcbr01
Brian McGrattan,RW,60,0.03,0.05,0.08,mcgrabr01
Brian Pothier,D,77,0.06,0.39,0.45,pothibr01
Brian Rafalski,D,82,0.07,0.52,0.60,rafalbr01
Brian Rolston,C,82,0.41,0.55,0.96,rolstbr01
Brian Savage,LW,66,0.14,0.08,0.21,savagbr01
Brian Sutherby,C,76,0.18,0.21,0.39,suthebr01
Brian Willsie,RW,82,0.23,0.27,0.50,willsbr01
Brooks Laich,C,73,0.10,0.19,0.29,laichbr01
Brooks Orpik,D,64,0.03,0.11,0.14,orpikbr01
Bruno Gervais,D,27,0.11,0.15,0.26,gervabr01
Bruno St. Jacques,D,1,1.00,0.00,1.00,stjacbr01
Bryan Allen,D,77,0.09,0.13,0.22,allenbr01
Bryan Berard,D,44,0.27,0.45,0.73,berarbr01
Bryan Marchment,D,37,0.03,0.05,0.08,marchbr02
Bryan McCabe,D,73,0.26,0.67,0.93,mccabbr01
Bryan Muir,D,72,0.11,0.25,0.36,muirbr01
Bryan Smolinski,C,81,0.21,0.38,0.59,smolibr01
Bryce Lampman,D,1,0.00,0.00,0.00,lampmbr01
Bryce Salvador,D,46,0.02,0.09,0.11,salvabr01
Byron Ritchie,C,45,0.09,0.04,0.13,ritchby01
Cale Hulse,D,39,0.00,0.10,0.10,hulseca01
Cam Barker,D,1,0.00,0.00,0.00,barkeca01
Cam Janssen,RW,47,0.00,0.00,0.00,janssca01
Cam Severson,LW,4,0.00,0.00,0.00,severca01
Cam Ward,G,28,0.00,0.07,0.07,wardca01
Carlo Colaiacovo,D,21,0.10,0.24,0.33,colaica01
Carsen Germyn,C,2,0.00,0.00,0.00,germyca01
Chad Kilger,C,79,0.22,0.14,0.35,kilgech01
Chad Larose,RW,49,0.02,0.24,0.27,larosch01
Chad Wiseman,LW,1,0.00,1.00,1.00,wisemch01
Chris Campoli,D,80,0.11,0.31,0.43,campoch01
Chris Chelios,D,81,0.05,0.09,0.14,chelich01
Chris Clark,RW,78,0.26,0.24,0.50,clarkch01
Chris Dingman,LW,34,0.00,0.03,0.03,dingmch01
Chris Drury,C,81,0.37,0.46,0.83,drurych01
Chris Gratton,C,76,0.22,0.29,0.51,grattch01
Chris Higgins,C,80,0.29,0.19,0.48,higgich01
Chris Holt,G,1,0.00,0.00,0.00,holtch01
Chris Kelly,C,82,0.12,0.24,0.37,kellych01
Chris Kunitz,LW,69,0.28,0.32,0.59,kunitch01
Chris Mason,G,23,0.04,0.00,0.04,masonch02
Chris Neil,RW,79,0.20,0.22,0.42,neilch01
Chris Osgood,G,32,0.00,0.00,0.00,osgooch01
Chris Phillips,D,69,0.01,0.26,0.28,phillch02
Chris Pronger,D,80,0.15,0.55,0.70,prongch01
Chris Simon,LW,72,0.11,0.19,0.31,simonch01
Chris Therien,D,47,0.00,0.09,0.09,therich01
Chris Thorburn,C,2,0.00,0.50,0.50,thorbch01
Christian Bäckman,D,52,0.12,0.23,0.35,backmch01
Christian Ehrhoff,D,64,0.08,0.28,0.36,ehrhoch01
Christoph Schubert,D,56,0.07,0.11,0.18,schubch01
Chuck Kobasew,RW,77,0.26,0.14,0.40,kobasch01
Clarke Wilm,C,60,0.02,0.12,0.13,wilmcl01
Cody McCormick,C,45,0.09,0.09,0.18,mccorco01
Colby Armstrong,RW,47,0.34,0.51,0.85,armstco01
Cole Jarrett,D,1,0.00,0.00,0.00,jarreco01
Colin Forbes,LW,9,0.00,0.00,0.00,forbeco01
Colin Hemingway,RW,3,0.00,0.00,0.00,heminco01
Colin White,D,73,0.04,0.19,0.23,whiteco01
Colton Orr,RW,35,0.00,0.03,0.03,orrco01
Connor James,RW,2,0.00,0.00,0.00,jamesco01
Corey Crawford,G,2,0.00,0.00,0.00,crawfco01
Corey Perry,RW,56,0.23,0.21,0.45,perryco01
Cory Cross,D,56,0.05,0.09,0.14,crossco01
Cory Sarich,D,82,0.01,0.17,0.18,saricco01
Cory Stillman,LW,72,0.29,0.76,1.06,stillco01
Craig Adams,RW,67,0.15,0.16,0.31,adamscr01
Craig Anderson,G,29,0.00,0.03,0.03,andercr01
Craig Conroy,C,78,0.28,0.56,0.85,conrocr01
Craig MacDonald,C,25,0.12,0.08,0.20,macdocr01
Craig Rivet,D,82,0.09,0.33,0.41,rivetcr01
Cristobal Huet,G,36,0.00,0.00,0.00,huetcr01
Curtis Brown,C,71,0.07,0.14,0.21,browncu01
Curtis Joseph,G,60,0.00,0.02,0.02,josepcu01
Curtis Sanford,G,34,0.00,0.00,0.00,sanfocu01
Dainius Zubrus,RW,71,0.32,0.48,0.80,zubruda01
Dallas Drake,LW,62,0.03,0.39,0.42,drakeda01
Dan Boyle,D,79,0.19,0.48,0.67,boyleda01
Dan Cloutier,G,13,0.00,0.00,0.00,cloutda01
Dan Fritsche,RW,59,0.10,0.12,0.22,fritsda01
Dan Hamhuis,D,82,0.09,0.38,0.46,hamhuda01
Dan Hinote,C,73,0.07,0.11,0.18,hinotda01
Dan Jancevski,D,2,0.00,0.00,0.00,janceda01
Dan LaCouture,LW,55,0.04,0.04,0.07,lacouda01
Dan McGillis,D,27,0.00,0.22,0.22,mcgilda01
Dan Smith,D,7,0.00,0.00,0.00,smithda02
Daniel Alfredsson,RW,77,0.56,0.78,1.34,alfreda01
Daniel Brière,C,48,0.52,0.69,1.21,brierda01
Daniel Cleary,LW,77,0.04,0.16,0.19,clearda01
Daniel Paille,LW,14,0.07,0.14,0.21,paillda01
Daniel Sedin,LW,82,0.27,0.60,0.87,sedinda01
Daniel Tjärnqvist,D,60,0.05,0.25,0.30,tjarnda01
Danny Markov,D,58,0.00,0.19,0.19,markoda01
Danny Richmond,D,20,0.00,0.05,0.05,richmda01
Danny Syvret,D,10,0.00,0.00,0.00,syvreda01
Dany Heatley,LW,82,0.61,0.65,1.26,heatlda01
Dany Sabourin,G,1,0.00,0.00,0.00,sabouda01
Darcy Hordichuk,LW,74,0.09,0.08,0.18,hordida01
Darcy Tucker,C,74,0.38,0.45,0.82,tuckeda01
Darius Kasparaitis,D,67,0.00,0.09,0.09,kaspada01
Darren Langdon,LW,14,0.00,0.07,0.07,langdda01
Darren McCarty,RW,67,0.10,0.09,0.19,mccarda02
Darren Reid,RW,7,0.00,0.14,0.14,reidda03
Darryl Sydor,D,80,0.05,0.24,0.29,sydorda01
Dave Andreychuk,LW,42,0.14,0.29,0.43,andreda01
Dave Scatchard,C,63,0.24,0.29,0.52,scatcda01
David Aebischer,G,50,0.00,0.06,0.06,aebisda01
David Gove,C,1,0.00,1.00,1.00,goveda01
David Hale,D,38,0.00,0.11,0.11,haleda01
David Legwand,C,44,0.16,0.43,0.59,legwada01
David LeNeveu,G,15,0.00,0.00,0.00,lenevda01
David Liffiton,D,1,0.00,0.00,0.00,liffida01
David Oliver,RW,3,0.00,0.00,0.00,oliveda01
David Printz,D,1,0.00,0.00,0.00,printda01
David Steckel,LW,7,0.00,0.00,0.00,steckda01
David Tanabe,D,75,0.05,0.21,0.27,tanabda01
David Výborný,LW,80,0.28,0.54,0.81,vyborda01
Daymond Langkow,C,82,0.30,0.41,0.72,langkda01
Dean McAmmond,LW,78,0.19,0.28,0.47,mcammde01
Denis Gauthier,D,62,0.03,0.15,0.18,gauthde01
Denis Grebeshkov,D,29,0.00,0.17,0.17,grebede01
Denis Hamel,LW,4,0.25,0.00,0.25,hamelde01
Dennis Seidenberg,D,63,0.05,0.24,0.29,seidede01
Dennis Wideman,D,67,0.12,0.24,0.36,widemde01
Derek Armstrong,C,62,0.21,0.45,0.66,armstde01
Derek Boogaard,LW,65,0.03,0.06,0.09,boogade01
Derek MacKenzie,C,11,0.00,0.09,0.09,mackede01
Derek Morris,D,53,0.11,0.40,0.51,morride01
Derek Roy,C,70,0.26,0.40,0.66,royde01
Derian Hatcher,D,77,0.05,0.17,0.22,hatchde01
Dick Tärnström,D,55,0.11,0.15,0.25,tarnsdi01
Dion Phaneuf,D,82,0.24,0.35,0.60,phanedi01
Dmitri Kalinin,D,55,0.04,0.29,0.33,kalindm01
Dmitry Afanasenkov,LW,68,0.13,0.09,0.22,afanadm01
Dominic Moore,C,82,0.11,0.11,0.22,mooredo01
Dominik Hašek,G,43,0.00,0.00,0.00,hasekdo01
Donald Brashear,LW,76,0.05,0.07,0.12,brashdo01
Donald MacLean,C,3,0.33,0.33,0.67,macledo01
Doug Doull,C,2,0.00,0.00,0.00,doulldo01
Doug O'Brien,D,5,0.00,0.00,0.00,obriedo01
Doug Weight,C,70,0.21,0.60,0.81,weighdo01
Douglas Murray,D,34,0.00,0.03,0.03,murrado01
Duncan Keith,D,81,0.11,0.15,0.26,keithdu01
Dustin Brown,RW,79,0.18,0.18,0.35,browndu01
Dustin Byfuglien,D,25,0.12,0.08,0.20,byfugdu01
Dustin Penner,RW,19,0.21,0.16,0.37,pennedu01
Duvie Westcott,D,78,0.08,0.28,0.36,westcdu01
Dwayne Roloson,G,43,0.00,0.02,0.02,rolosdw01
Ed Belfour,G,49,0.00,0.02,0.02,belfoed01
Ed Jovanovski,D,44,0.18,0.57,0.75,jovaned01
Éric Bélanger,C,65,0.26,0.31,0.57,belaner01
Eric Boguniecki,RW,47,0.13,0.21,0.34,boguner01
Eric Boulton,LW,51,0.08,0.10,0.18,boulter01
Eric Brewer,D,32,0.19,0.09,0.28,breweer01
Eric Cairns,D,50,0.02,0.02,0.04,cairner01
Eric Chouinard,C,1,0.00,0.00,0.00,chouier01
Éric Dazé,LW,1,0.00,0.00,0.00,dazeer01
Éric Desjardins,D,45,0.09,0.44,0.53,desjaer01
Eric Fehr,RW,11,0.00,0.00,0.00,fehrer01
Eric Godard,RW,57,0.04,0.04,0.07,godarer01
Eric Healey,LW,2,0.00,0.00,0.00,healeer01
Eric Lindros,C,33,0.33,0.33,0.67,lindrer01
Eric Nickulas,RW,16,0.13,0.25,0.38,nickuer01
Eric Nystrom,LW,2,0.00,0.00,0.00,nystrer01
Eric Staal,C,82,0.55,0.67,1.22,staaler01
Eric Weinrich,D,75,0.01,0.21,0.23,weinrer01
Erik Christensen,C,33,0.18,0.21,0.39,chriser01
Erik Cole,RW,60,0.50,0.48,0.98,coleer01
Erik Rasmussen,C,67,0.07,0.07,0.15,rasmuer01
Erik Reitz,D,5,0.00,0.00,0.00,reitzer01
Erik Westrum,C,10,0.00,0.10,0.10,westrer01
Ethan Moreau,LW,74,0.15,0.22,0.36,moreaet01
Evgeni Nabokov,G,45,0.00,0.02,0.02,nabokev01
Evgeny Artyukhin,RW,72,0.06,0.18,0.24,artyuev01
Fedor Fedorov,RW,3,0.00,0.00,0.00,fedorfe01
Fedor Tyutin,D,77,0.08,0.25,0.32,tyutife01
Fernando Pisani,C,80,0.23,0.24,0.46,pisanfe01
Filip Kuba,D,65,0.09,0.29,0.38,kubafi01
Filip Novák,D,11,0.00,0.00,0.00,novakfi01
Francis Bouillon,D,67,0.04,0.28,0.33,bouilfr01
Francis Lessard,D,6,0.00,0.00,0.00,lessafr01
François Beauchemin,D,72,0.11,0.39,0.50,beaucfr01
František Kaberle,D,77,0.08,0.49,0.57,kaberfr01
Freddy Meyer,D,57,0.11,0.37,0.47,meyerfr01
Frédéric Cassivi,G,1,0.00,0.00,0.00,cassifr01
Fredrik Modin,LW,77,0.40,0.30,0.70,modinfr01
Fredrik Sjöström,RW,75,0.08,0.23,0.31,sjostfr01
Garnet Exelby,D,75,0.01,0.12,0.13,exelbga01
Garth Murray,C,36,0.14,0.03,0.17,murraga01
Garth Snow,G,20,0.00,0.00,0.00,snowga01
Gary Roberts,LW,58,0.24,0.45,0.69,roberga01
Geoff Platt,C,15,0.00,0.33,0.33,plattge01
Geoff Sanderson,LW,77,0.32,0.27,0.60,sandege01
George Parros,RW,55,0.04,0.05,0.09,parroge01
Georges Laraque,RW,72,0.03,0.14,0.17,laraqge01
Gerald Coleman,G,2,0.00,0.00,0.00,colemge01
Gilbert Brulé,C,7,0.29,0.29,0.57,brulegi01
Glen Murray,RW,64,0.38,0.45,0.83,murragl01
Glen Wesley,D,64,0.03,0.13,0.16,weslegl01
Graham Mink,C,3,0.00,0.00,0.00,minkgr01
Grant Marshall,RW,76,0.11,0.22,0.33,marshgr01
Grant Stevenson,C,47,0.21,0.26,0.47,stevegr01
Greg de Vries,D,82,0.09,0.34,0.43,devrigr01
Greg Jacina,C,11,0.00,0.09,0.09,jacingr01
Greg Johnson,C,68,0.16,0.12,0.28,johnsgr02
Greg Zanon,D,4,0.00,0.50,0.50,zanongr01
Gregory Campbell,C,64,0.05,0.09,0.14,campbgr01
Guillaume Lefebvre,LW,9,0.00,0.00,0.00,lefebgu01
Hal Gill,D,80,0.01,0.11,0.13,gillha01
Hannu Toivonen,G,20,0.00,0.00,0.00,toivoha01
Henrik Lundqvist,G,53,0.00,0.04,0.04,lundqhe01
Henrik Sedin,C,82,0.22,0.70,0.91,sedinhe01
Henrik Tallinder,D,82,0.07,0.18,0.26,tallihe01
Henrik Zetterberg,LW,77,0.51,0.60,1.10,zettehe01
Ian Laperrière,C,82,0.26,0.29,0.55,laperia01
Ian Moran,D,12,0.08,0.08,0.17,morania01
Ian White,D,12,0.08,0.42,0.50,whiteia01
Igor Ulanov,D,37,0.08,0.16,0.24,ulanoig01
Ilya Bryzgalov,G,31,0.00,0.06,0.06,bryzgil01
Ilya Kovalchuk,LW,78,0.67,0.59,1.26,kovalil01
Ivan Majeský,D,57,0.02,0.14,0.16,majesiv01
J.P. Dumont,RW,54,0.37,0.37,0.74,dumonjp01
J.P. Vigier,RW,41,0.10,0.15,0.24,vigiejp01
Jakub Klepiš,C,25,0.04,0.12,0.16,klepija01
Jamal Mayers,C,67,0.22,0.16,0.39,mayerja01
James Wisniewski,D,19,0.11,0.26,0.37,wisnija01
Jamie Allison,D,27,0.00,0.04,0.04,allisja01
Jamie Heward,D,71,0.10,0.30,0.39,hewarja01
Jamie Langenbrunner,RW,80,0.24,0.43,0.66,langeja01
Jamie Lundmark,C,53,0.19,0.36,0.55,lundmja01
Jamie McLennan,G,17,0.00,0.00,0.00,mclenja01
Jamie Pushor,D,4,0.25,0.50,0.75,pushoja01
Jamie Rivers,D,33,0.00,0.18,0.18,riverja01
Jan Bulis,LW,73,0.27,0.27,0.55,bulisja01
Jan Hrdina,C,75,0.13,0.31,0.44,hrdinja01
Jani Rita,LW,51,0.12,0.08,0.20,ritaja01
Janne Niinimaa,D,63,0.05,0.21,0.25,niinija01
Jarkko Immonen,C,6,0.33,0.00,0.33,immonja01
Jarkko Ruutu,RW,82,0.12,0.09,0.21,ruutuja01
Jarome Iginla,RW,82,0.43,0.39,0.82,iginlja01
Jaromír Jágr,RW,82,0.66,0.84,1.50,jagrja01
Jaroslav Balaštík,LW,66,0.18,0.15,0.33,balasja01
Jaroslav Modrý,D,79,0.09,0.39,0.48,modryja01
Jaroslav Špaček,D,76,0.16,0.41,0.57,spaceja01
Jaroslav Svoboda,LW,43,0.09,0.07,0.16,svoboja01
Jarret Stoll,C,82,0.27,0.56,0.83,stollja01
Jason Allison,C,66,0.26,0.65,0.91,allisja02
Jason Arnott,C,81,0.40,0.54,0.94,arnotja01
Jason Bacashihua,G,19,0.00,0.05,0.05,bacasja01
Jason Blake,LW,76,0.37,0.38,0.75,blakeja01
Jason Chimera,LW,80,0.21,0.16,0.38,chimeja01
Jason LaBarbera,G,29,0.00,0.03,0.03,labarja01
Jason Marshall,D,23,0.00,0.17,0.17,marshja02
Jason Morgan,C,7,0.14,0.14,0.29,morgaja01
Jason Pominville,RW,57,0.32,0.21,0.53,pominja01
Jason Ryznar,LW,8,0.00,0.00,0.00,ryznaja01
Jason Smith,D,76,0.05,0.17,0.22,smithja01
Jason Spezza,C,68,0.28,1.04,1.32,spezzja01
Jason Strudwick,D,65,0.05,0.06,0.11,strudja01
Jason Ward,RW,81,0.12,0.22,0.35,wardja01
Jason Wiemer,LW,49,0.04,0.04,0.08,wiemeja01
Jason Williams,RW,80,0.26,0.46,0.73,willija01
Jason Woolley,D,53,0.02,0.34,0.36,woollja01
Jassen Cullimore,D,54,0.02,0.11,0.13,cullija01
Jay Bouwmeester,D,82,0.06,0.50,0.56,bouwmja01
Jay Harrison,D,8,0.00,0.13,0.13,harrija01
Jay Leach,D,2,0.00,0.00,0.00,leachja02
Jay McClement,C,67,0.09,0.31,0.40,mccleja01
Jay McKee,D,75,0.07,0.15,0.21,mckeeja01
Jay Pandolfo,RW,82,0.12,0.12,0.24,pandoja01
Jean-François Jacques,LW,7,0.00,0.00,0.00,jacquje01
Jean-Philippe Côté,D,8,0.00,0.00,0.00,coteje01
Jean-Sébastien Aubin,G,11,0.00,0.00,0.00,aubinje01
Jean-Sébastien Giguère,G,60,0.00,0.00,0.00,gigueje01
Jed Ortmeyer,RW,78,0.06,0.03,0.09,ortmeje01
Jeff Carter,C,81,0.28,0.23,0.52,carteje01
Jeff Cowan,RW,46,0.17,0.02,0.20,cowanje01
Jeff Friesen,LW,51,0.08,0.14,0.22,friesje01
Jeff Giuliano,LW,48,0.06,0.08,0.15,giulije01
Jeff Halpern,C,70,0.16,0.47,0.63,halpeje01
Jeff Hamilton,C,13,0.15,0.46,0.62,hamilje01
Jeff Hoggan,LW,52,0.04,0.12,0.15,hoggaje01
Jeff Jillson,D,2,0.00,0.00,0.00,jillsje01
Jeff O'Neill,RW,74,0.26,0.26,0.51,oneilje01
Jeff Taffe,C,4,0.00,0.00,0.00,taffeje01
Jeff Tambellini,LW,25,0.04,0.12,0.16,tambeje01
Jeff Woywitka,D,26,0.00,0.08,0.08,woywije01
Jere Lehtinen,RW,80,0.41,0.24,0.65,lehtije01
Jeremy Colliton,C,19,0.05,0.05,0.11,collije01
Jeremy Roenick,C,58,0.16,0.22,0.38,roenije01
Jeremy Stevenson,LW,51,0.10,0.06,0.16,steveje01
Jeremy Williams,C,1,1.00,0.00,1.00,willije01
Jerred Smithson,C,66,0.08,0.14,0.21,smithje01
Jesse Boulerice,RW,38,0.00,0.00,0.00,bouleje01
Jim Campbell,RW,1,0.00,0.00,0.00,campbji01
Jim Dowd,C,78,0.06,0.17,0.23,dowdji01
Jim Fahey,D,21,0.00,0.10,0.10,faheyji01
Jim Slater,C,71,0.14,0.14,0.28,slateji01
Jim Vandermeer,D,76,0.08,0.24,0.32,vandeji01
Jimmy Howard,G,4,0.00,0.00,0.00,howarja02
Jiří Fischer,D,22,0.14,0.23,0.36,fischji01
Jiří Hudler,C,4,0.00,0.00,0.00,hudleji01
Jiří Novotný,C,14,0.14,0.07,0.21,novotji01
Jiří Šlégr,D,32,0.16,0.34,0.50,slegrji01
Joakim Lindström,LW,3,0.00,0.00,0.00,lindsjo01
Jocelyn Thibault,G,16,0.00,0.00,0.00,thibajo01
Jochen Hecht,LW,64,0.28,0.38,0.66,hechtjo01
Jody Shelley,LW,80,0.04,0.09,0.13,shelljo01
Joe Corvo,D,81,0.17,0.32,0.49,corvojo01
Joe DiPenta,D,72,0.03,0.08,0.11,dipenjo01
Joe Motzko,LW,2,0.00,0.00,0.00,motzkjo01
Joe Nieuwendyk,C,65,0.40,0.46,0.86,nieuwjo01
Joe Sakic,C,82,0.39,0.67,1.06,sakicjo01
Joe Thornton,C,81,0.36,1.19,1.54,thornjo01
Joël Bouchard,D,25,0.04,0.32,0.36,bouchjo01
Joel Kwiatkowski,D,73,0.05,0.11,0.16,kwiatjo01
Joel Perrault,C,5,0.20,0.20,0.40,perrajo01
Joey Tenute,C,1,0.00,0.00,0.00,tenutjo01
Joffrey Lupul,C,81,0.35,0.31,0.65,lupuljo01
Johan Franzén,C,80,0.15,0.05,0.20,franzjo01
Johan Hedberg,G,19,0.00,0.11,0.11,hedbejo01
John Erskine,D,60,0.02,0.00,0.02,erskijo01
John Grahame,G,57,0.00,0.02,0.02,grahajo01
John LeClair,LW,73,0.30,0.40,0.70,leclajo01
John Madden,C,82,0.20,0.24,0.44,maddejo01
John Pohl,RW,7,0.43,0.14,0.57,pohljo01
John-Michael Liles,D,82,0.17,0.43,0.60,lilesjo01
Jon DiSalvatore,RW,5,0.00,0.00,0.00,disaljo01
Jon Klemm,D,76,0.05,0.09,0.14,klemmjo01
Jon Sim,RW,72,0.24,0.21,0.44,simjo01
Jonas Johansson,RW,1,0.00,0.00,0.00,johanjo02
Jonathan Cheechoo,RW,82,0.68,0.45,1.13,cheecjo01
