Player,Position,GP,GPG,APG,PPG,PlayerID
Jake Oettinger,G,48,0.00,0.04,0.04,oettija01
Jake Walman,D,51,0.06,0.14,0.20,walmaja01
Jakob Chychrun,D,47,0.15,0.30,0.45,chychja01
Jakob Silfverberg,LW,53,0.09,0.30,0.40,silfvja01
Jakub Galvas,D,6,0.00,0.00,0.00,galvaja01
Jakub Voráček,RW,79,0.08,0.71,0.78,voracja01
Jakub Vrána,LW,26,0.50,0.23,0.73,vranaja01
Jakub Zbořil,D,10,0.00,0.30,0.30,zborija01
Jalen Chatfield,D,16,0.00,0.19,0.19,chatfja01
James Neal,LW,19,0.11,0.11,0.21,nealja01
James Reimer,G,48,0.00,0.00,0.00,reimeja01
James van Riemsdyk,LW,82,0.29,0.17,0.46,vanrija01
Jamie Benn,LW,82,0.22,0.34,0.56,bennja01
Jamie Drysdale,D,81,0.05,0.35,0.40,drysdja01
Jamie Oleksiak,D,72,0.01,0.22,0.24,oleksja01
Jan Jeník,RW,13,0.15,0.08,0.23,jenikja01
Jan Rutta,D,76,0.04,0.20,0.24,ruttaja02
Jani Hakanpää,D,80,0.05,0.10,0.15,hakanja01
Janne Kuokkanen,C/LW,57,0.11,0.19,0.30,kuokkja01
Jansen Harkins,C,77,0.09,0.08,0.17,harkija01
Jared McCann,C,74,0.36,0.31,0.68,mccanja01
Jared Spurgeon,D,65,0.15,0.46,0.62,spurgja01
Jaret Anderson-Dolan,C,7,0.00,0.00,0.00,anderja01
Jaroslav Halák,G,17,0.00,0.00,0.00,halakja01
Jarred Tinordi,D,7,0.14,0.00,0.14,tinorja01
Jason Dickinson,C,62,0.08,0.10,0.18,dickija01
Jason Robertson,LW,74,0.55,0.51,1.07,roberja01
Jason Spezza,C,71,0.17,0.18,0.35,spezzja01
Jason Zucker,LW,41,0.20,0.22,0.41,zuckeja01
Jasper Weatherby,C,50,0.10,0.12,0.22,weathja01
Jay Beagle,RW/C,33,0.03,0.03,0.06,beaglja01
Jaycob Megna,D,44,0.05,0.14,0.18,megnaja02
Jayden Halbgewachs,F,3,0.00,0.33,0.33,halbgja01
Jayson Megna,C,20,0.00,0.15,0.15,megnaja01
Jean-François Bérubé,G,6,0.00,0.17,0.17,berubje02
Jean-Gabriel Pageau,C,77,0.23,0.27,0.51,pageaje01
Jeff Carter,C,76,0.25,0.34,0.59,carteje01
Jeff Malott,F,1,0.00,0.00,0.00,malotje01
Jeff Petry,D,68,0.09,0.31,0.40,petryje01
Jeff Skinner,LW/C,80,0.41,0.38,0.79,skinnje01
Jeffrey Viel,F,34,0.09,0.06,0.15,vielje01
Jeremy Davies,D,6,0.00,0.33,0.33,davieje01
Jeremy Lauzon,D,66,0.03,0.08,0.11,lauzoje01
Jeremy Swayman,G,41,0.00,0.00,0.00,swaymje01
Jesper Boqvist,C,56,0.18,0.23,0.41,boqvije01
Jesper Bratt,W,76,0.34,0.62,0.96,brattje01
Jesper Fast,RW,82,0.17,0.24,0.41,fastje01
Jesper Frödén,F,7,0.14,0.00,0.14,frodeje01
Jesperi Kotkaniemi,C,66,0.18,0.26,0.44,kotkaje01
Jesse Puljujärvi,RW,65,0.22,0.34,0.55,puljuje01
Jesse Ylönen,RW,14,0.14,0.21,0.36,yloneje01
Jimmy Vesey,LW,68,0.12,0.10,0.22,veseyji02
Joe Pavelski,C,82,0.33,0.66,0.99,paveljo01
Joe Snively,F,12,0.33,0.25,0.58,snivejo01
Joe Thornton,C,34,0.15,0.15,0.29,thornjo01
Joe Veleno,C,66,0.12,0.11,0.23,velenjo01
Joel Armia,RW,60,0.10,0.13,0.23,armiajo01
Joel Edmundson,D,24,0.13,0.13,0.25,edmunjo01
Joel Eriksson Ek,C,77,0.34,0.30,0.64,eriksjo02
Joel Farabee,LW,63,0.27,0.27,0.54,farabjo01
Joel Hanley,D,44,0.05,0.09,0.14,hanlejo01
Joel Hofer,G,2,0.00,0.50,0.50,hoferjo01
Joel Kiviranta,F,56,0.02,0.11,0.13,kivirjo01
Joey Anderson,RW,5,0.00,0.00,0.00,anderjo08
Joey Daccord,G,5,0.00,0.00,0.00,daccojo01
Joey Keane,D,1,0.00,0.00,0.00,keanejo01
Johan Larsson,LW/C,43,0.16,0.33,0.49,larssjo02
John Carlson,D,78,0.22,0.69,0.91,carlsjo01
John Gibson,G,56,0.00,0.02,0.02,gibsojo02
John Hayden,C,55,0.04,0.04,0.07,haydejo01
John Klingberg,D,74,0.08,0.55,0.64,klingjo01
John Leonard,LW,14,0.07,0.07,0.14,leonajo01
John Marino,D,81,0.01,0.30,0.31,marinjo01
John Moore,D,7,0.00,0.14,0.14,moorejo01
John Tavares,C,79,0.34,0.62,0.96,tavarjo01
John-Jason Peterka,RW,2,0.00,0.00,0.00,peterjo01
Johnathan Kovacevic,D,4,0.00,0.00,0.00,kovacjo01
Johnny Gaudreau,LW,82,0.49,0.91,1.40,gaudrjo01
Jon Gillies,G,20,0.00,0.05,0.05,gillijo01
Jon Lizotte,D,1,0.00,0.00,0.00,lizotjo01
Jonah Gadjovich,LW,43,0.02,0.05,0.07,gadjojo01
Jonas Brodin,D,73,0.07,0.34,0.41,brodijo01
Jonas Johansson,G,11,0.00,0.00,0.00,johanjo03
Jonas Røndbjerg,RW,30,0.07,0.13,0.20,rondbjo01
Jonas Siegenthaler,D,70,0.01,0.19,0.20,siegejo01
Jonathan Bernier,G,10,0.00,0.00,0.00,bernijo01
Jonathan Dahlén,C,61,0.20,0.16,0.36,dahlejo01
Jonathan Drouin,LW,34,0.18,0.41,0.59,drouijo01
Jonathan Huberdeau,LW,80,0.38,1.06,1.44,huberjo01
Jonathan Marchessault,C,76,0.39,0.47,0.87,audymjo01
Jonathan Quick,G,46,0.00,0.02,0.02,quickjo01
Jonathan Toews,C,71,0.17,0.35,0.52,toewsjo01
Jonathon Merrill,D,69,0.06,0.23,0.29,merrijo01
Jonny Brodzinski,C,22,0.05,0.05,0.09,brodzjo01
Joonas Donskoi,RW,75,0.03,0.27,0.29,donskjo01
Joonas Korpisalo,G,22,0.00,0.00,0.00,korpijo01
Jordan Binnington,G,37,0.00,0.00,0.00,binnijo01
Jordan Eberle,RW,79,0.27,0.29,0.56,eberljo01
Jordan Greenway,LW,62,0.16,0.27,0.44,greenjo02
Jordan Gross,D,1,0.00,0.00,0.00,grossjo01
Jordan Harris,D,10,0.10,0.00,0.10,harrijo01
Jordan Kyrou,C,74,0.36,0.65,1.01,kyroujo01
Jordan Martinook,LW,59,0.10,0.15,0.25,martijo01
Jordan Oesterle,D,45,0.04,0.13,0.18,oestejo01
Jordan Spence,D,24,0.08,0.25,0.33,spencjo01
Jordan Staal,C,78,0.22,0.24,0.46,staaljo01
Jordie Benn,D,39,0.03,0.18,0.21,bennjo01
Josef Kořenář,G,2,0.00,0.00,0.00,korenjo01
Joseph Cramarossa,C,1,0.00,1.00,1.00,cramajo01
Joseph Woll,G,4,0.00,0.00,0.00,wolljo01
Josh Anderson,RW,69,0.28,0.19,0.46,anderjo05
Josh Archibald,RW,8,0.00,0.13,0.13,archijo01
Josh Bailey,C,74,0.19,0.41,0.59,bailejo01
Josh Brown,D,52,0.00,0.12,0.12,brownjo01
Josh Leivo,LW,7,0.14,0.29,0.43,leivojo01
Josh Mahura,D,38,0.08,0.11,0.18,mahurjo01
Josh Manson,D,67,0.09,0.15,0.24,mansojo01
Josh Morrissey,D,79,0.15,0.32,0.47,morrijo04
Joshua Norris,C,66,0.53,0.30,0.83,norrijo01
Josiah Slavin,LW,15,0.00,0.07,0.07,slavijo01
Juho Lammikko,RW,75,0.09,0.11,0.20,lammiju01
Jujhar Khaira,LW,27,0.11,0.00,0.11,khairju01
Julien Gauthier,RW,49,0.06,0.08,0.14,gauthju01
Justin Bailey,RW,14,0.00,0.00,0.00,baileju01
Justin Barron,D,7,0.14,0.14,0.29,barroju01
Justin Braun,D,69,0.09,0.17,0.26,braunju01
Justin Danforth,RW/C,45,0.22,0.09,0.31,danfoju01
Justin Dowling,C,22,0.09,0.09,0.18,dowliju01
Justin Faulk,D,76,0.21,0.41,0.62,faulkju01
Justin Holl,D,69,0.04,0.29,0.33,hollju01
Justin Schultz,D,74,0.05,0.26,0.31,schulju01
Justus Annunen,G,2,0.00,0.50,0.50,annunju01
Juuse Saros,G,67,0.00,0.00,0.00,sarosju01
Juuso Riikola,D,5,0.00,0.20,0.20,riikoju01
Juuso Välimäki,D,9,0.00,0.22,0.22,valimju01
K'Andre Miller,D,82,0.09,0.16,0.24,milleka01
Kaapo Kähkönen,G,36,0.00,0.03,0.03,kahkoka01
Kaapo Kakko,RW,43,0.16,0.26,0.42,kakkoka01
Kaedan Korczak,D,1,0.00,0.00,0.00,korczka01
Kailer Yamamoto,RW,81,0.25,0.26,0.51,yamamka01
Kale Clague,D,36,0.06,0.22,0.28,claguka01
Karel Vejmelka,G,52,0.00,0.00,0.00,vejmeka01
Karson Kuhlman,C,44,0.07,0.16,0.23,kuhlmka01
Kasper Björkqvist,RW,6,0.17,0.00,0.17,bjorkka01
Kasperi Kapanen,RW,79,0.14,0.27,0.41,kapanka01
Keegan Kolesar,RW,77,0.09,0.22,0.31,koleske01
Keith Kinkaid,G,1,0.00,0.00,0.00,kinkake01
Keith Yandle,D,77,0.01,0.23,0.25,yandlke01
Kent Johnson,C,9,0.00,0.33,0.33,johnske01
Kevin Bahl,D,17,0.06,0.18,0.24,bahlke01
Kevin Connauton,D,39,0.03,0.05,0.08,connake01
Kevin Fiala,LW,82,0.40,0.63,1.04,fialake01
Kevin Hayes,RW,48,0.21,0.44,0.65,hayeske01
Kevin Labanc,RW,21,0.14,0.14,0.29,labanke01
Kevin Lankinen,G,32,0.00,0.03,0.03,lankike01
Kevin Rooney,C,61,0.10,0.10,0.20,rooneke01
Kevin Shattenkirk,D,82,0.10,0.33,0.43,shattke01
Kevin Stenlund,C,3,0.00,0.00,0.00,stenlke01
Kiefer Sherwood,RW,11,0.09,0.09,0.18,sherwki01
Kieffer Bellows,LW,45,0.13,0.29,0.42,belloki01
Kirby Dach,C,70,0.13,0.24,0.37,dachki01
Kirill Kaprizov,LW,81,0.58,0.75,1.33,kapriki01
Kirill Semyonov,C,3,0.00,0.00,0.00,semyoki01
Klim Kostin,C/LW,40,0.10,0.13,0.23,kostikl01
Kole Lind,RW,23,0.09,0.26,0.35,lindko01
Kole Sherwood,RW,1,0.00,0.00,0.00,sherwko01
Kris Letang,D,78,0.13,0.74,0.87,letankr01
Kris Russell,D,31,0.06,0.23,0.29,russekr01
Kristian Reichel,F,13,0.08,0.08,0.15,reichkr01
Kristian Vesalainen,W,53,0.04,0.02,0.06,vesalkr01
Kristiāns Rubīns,D,3,0.00,0.00,0.00,rubinkr01
Kurtis Gabriel,RW,2,0.00,0.00,0.00,gabriku01
Kurtis MacDermid,D,58,0.03,0.05,0.09,macdeku01
Kyle Burroughs,D,42,0.02,0.10,0.12,burroky01
Kyle Capobianco,D,45,0.04,0.16,0.20,capobky01
Kyle Clifford,LW,25,0.04,0.12,0.16,cliffky01
Kyle Connor,LW,79,0.59,0.58,1.18,connoky01
Kyle Criscuolo,C,6,0.00,0.33,0.33,criscky01
Kyle Okposo,RW,74,0.28,0.32,0.61,okposky01
Kyle Palmieri,RW,69,0.22,0.26,0.48,palmiky01
Kyle Rau,C,5,0.00,0.00,0.00,rauky01
Kyle Turris,C,23,0.04,0.13,0.17,turriky01
Lane Pederson,F,29,0.00,0.07,0.07,pederla01
Lars Eller,C,72,0.18,0.25,0.43,ellerla01
Lassi Thomson,D,16,0.00,0.31,0.31,thomsla01
Laurent Brossoit,G,24,0.00,0.00,0.00,brossla01
Laurent Dauphin,C,38,0.11,0.21,0.32,dauphla01
Lawson Crouse,LW,65,0.31,0.22,0.52,crousla01
Leo Komarov,C,1,0.00,0.00,0.00,komarle01
Leon Draisaitl,C,80,0.69,0.69,1.38,draisle01
Liam Foudy,C,1,0.00,0.00,0.00,foudyli01
Liam O'Brien,C,39,0.05,0.03,0.08,obrieli01
Lias Andersson,C,20,0.05,0.05,0.10,anderli01
Libor Hájek,D,17,0.00,0.06,0.06,hajekli01
Linus Högberg,D,5,0.00,0.40,0.40,hogbeli01
Linus Sandin,F,1,0.00,0.00,0.00,sandili01
Linus Ullmark,G,41,0.00,0.02,0.02,ullmali01
Logan Brown,C,39,0.10,0.18,0.28,brownlo01
Logan Couture,C,77,0.30,0.43,0.73,coutulo01
Logan O'Connor,RW,81,0.10,0.20,0.30,oconnlo01
Logan Shaw,RW,17,0.06,0.12,0.18,shawlo01
Logan Stanley,D,58,0.02,0.21,0.22,stanllo01
Logan Thompson,G,19,0.00,0.00,0.00,thomplo01
Loui Eriksson,LW,73,0.04,0.22,0.26,erikslo01
Louis Domingue,G,2,0.00,0.00,0.00,dominlo01
Lucas Carlsson,D,40,0.08,0.15,0.23,carlslu01
Lucas Johansen,D,1,0.00,1.00,1.00,johanlu01
Lucas Raymond,LW,82,0.28,0.41,0.70,raymolu01
Lukáš Dostál,G,4,0.00,0.00,0.00,dostalu01
Lukas Reichel,LW,11,0.00,0.09,0.09,reichlu01
Lukas Vejdemo,C,6,0.17,0.00,0.17,vejdelu01
Luke Glendening,C,82,0.11,0.09,0.20,glendlu01
Luke Kunin,C,82,0.16,0.11,0.27,kuninlu01
Luke Schenn,D,66,0.08,0.18,0.26,schenlu01
Luke Witkowski,D,1,0.00,0.00,0.00,witkolu01
Mackenzie Blackwood,G,25,0.00,0.00,0.00,blackma01
Mackenzie Entwistle,RW,55,0.09,0.13,0.22,entwima01
Mackenzie MacEachern,LW,14,0.00,0.14,0.14,maceama01
MacKenzie Weegar,D,80,0.10,0.45,0.55,weegama01
Madison Bowey,D,2,0.00,0.00,0.00,boweyma01
Mads Søgaard,G,2,0.00,0.00,0.00,sogaama01
Magnus Hellberg,G,1,0.00,0.00,0.00,hellbma01
Malcolm Subban,G,4,0.00,0.00,0.00,subbama01
Marc McLaughlin,F,11,0.27,0.00,0.27,mclauma01
Marc Staal,D,71,0.04,0.18,0.23,staalma01
Marc-André Fleury,G,56,0.00,0.04,0.04,fleurma01
Marc-Édouard Vlasic,D,75,0.04,0.15,0.19,vlasima01
Marco Rossi,C,2,0.00,0.00,0.00,rossima01
Marco Scandella,D,70,0.04,0.16,0.20,scandma01
Marcus Foligno,LW,74,0.31,0.26,0.57,foligma01
Marcus Johansson,C/W,69,0.13,0.29,0.42,johanma03
Marcus Pettersson,D,72,0.03,0.24,0.26,pettema01
Marián Studenič,RW,33,0.06,0.06,0.12,studema01
Mario Ferraro,D,63,0.03,0.19,0.22,ferrama01
Mark Borowiecki,D,57,0.00,0.07,0.07,borowma01
Mark Friedman,D,26,0.04,0.15,0.19,friedma01
Mark Giordano,D,75,0.11,0.36,0.47,giordma01
Mark Jankowski,C,19,0.11,0.16,0.26,jankoma01
Mark Kastelic,C,16,0.13,0.13,0.25,kastema01
Mark Pysyk,D,68,0.04,0.13,0.18,pysykma01
Mark Scheifele,C,67,0.43,0.61,1.04,scheima01
Mark Stone,RW,37,0.24,0.57,0.81,stonema01
Markus Niemeläinen,D,20,0.00,0.05,0.05,niemema01
Markus Nutivaara,D,1,0.00,1.00,1.00,nutivma01
Martin Fehérváry,D,79,0.10,0.11,0.22,feherma01
Martin Frk,RW,6,0.33,0.00,0.33,frkma01
Martin Jones,G,35,0.00,0.00,0.00,jonesma02
Martin Kaut,RW,6,0.00,0.00,0.00,kautma01
Martin Nečas,C,78,0.18,0.33,0.51,necasma01
Mason Appleton,C,68,0.12,0.19,0.31,applema01
Mason Geertsen,D,25,0.00,0.00,0.00,geertma01
Mason Marchment,F,54,0.33,0.54,0.87,marchma01
Mason McTavish,C,9,0.22,0.11,0.33,mctavma01
Mason Shaw,C,3,0.00,0.00,0.00,shawma01
Mathew Barzal,C,73,0.21,0.60,0.81,barzama01
Mathew Dumba,D,57,0.12,0.35,0.47,dumbama01
Mathieu Joseph,RW,69,0.17,0.26,0.43,josepma01
Mathieu Olivier,F,10,0.00,0.10,0.10,olivima01
Mathieu Perreault,C,25,0.16,0.20,0.36,perrema01
Matias Maccelli,LW,23,0.04,0.22,0.26,maccema01
Mats Zuccarello,LW,70,0.34,0.79,1.13,zuccama01
Matt Benning,D,65,0.00,0.17,0.17,bennima01
Matt Boldy,LW,47,0.32,0.51,0.83,boldyma01
Matt Duchene,C,78,0.55,0.55,1.10,duchema01
Matt Grzelcyk,D,73,0.05,0.27,0.33,grzelma01
Matt Irwin,D,17,0.06,0.18,0.24,irwinma01
Matt Kiersted,D,10,0.10,0.10,0.20,kiersma01
Matt Luff,RW,23,0.13,0.13,0.26,luffma01
Matt Martin,LW,71,0.04,0.06,0.10,martima02
Matt Murray,G,20,0.00,0.00,0.00,murrama02
Matt Roy,D,67,0.03,0.28,0.31,royma04
Matt Tennyson,D,8,0.00,0.38,0.38,tennyma01
Matthew Beniers,C,10,0.30,0.60,0.90,beniema01
Matthew Highmore,LW,46,0.11,0.15,0.26,highmma01
Matthew Nieto,LW,70,0.09,0.16,0.24,nietoma01
Matthew Peca,C,5,0.00,0.20,0.20,pecama01
Matthew Tkachuk,RW,82,0.51,0.76,1.27,tkachma01
Mattias Ekholm,D,76,0.08,0.33,0.41,ekholma01
Mattias Janmark,C,67,0.13,0.24,0.37,janmama02
Mattias Norlinder,D,6,0.00,0.17,0.17,norlima01
Mattias Samuelsson,D,42,0.00,0.24,0.24,samuema02
Max Comtois,LW,52,0.12,0.19,0.31,comtoma01
Max Domi,LW,72,0.15,0.39,0.54,domima01
Max Jones,LW,2,0.00,0.00,0.00,jonesma03
Max McCormick,LW,10,0.00,0.00,0.00,mccorma01
Max Pacioretty,LW,39,0.49,0.46,0.95,pacioma01
Maxim Mamin,C/RW,40,0.18,0.18,0.35,maminma01
Maxime Lagace,G,2,0.00,0.00,0.00,lagacma01
Maxime Lajoie,D,5,0.00,0.00,0.00,lajoima01
Maxwell Willman,C,41,0.10,0.05,0.15,willmma01
Michael Amadio,C,56,0.20,0.13,0.32,amadimi01
Michael Anderson,D,57,0.04,0.11,0.14,andermi02
Michael Bunting,LW,79,0.29,0.51,0.80,buntimi01
Michael Carcone,F,21,0.19,0.10,0.29,carcomi01
Michael Dal Colle,LW,1,0.00,0.00,0.00,dalcomi01
Michael Del Zotto,D,26,0.12,0.38,0.50,delzomi01
Michael Dipietro,G,1,0.00,0.00,0.00,dipiemi01
Michael Eyssimont,C,1,0.00,0.00,0.00,eyssimi01
Michael Houser,G,2,0.00,0.00,0.00,housemi01
Michael Hutchinson,G,2,0.00,0.00,0.00,hutchmi01
Michael McCarron,RW,51,0.14,0.14,0.27,mccarmi01
Michael McLeod,C,77,0.08,0.18,0.26,mcleomi01
Michael McNiven,G,1,0.00,0.00,0.00,mcnivmi01
Michael Pezzetta,C,51,0.10,0.12,0.22,pezzemi01
Michael Raffl,LW,76,0.09,0.12,0.21,rafflmi01
Michael Rasmussen,C,80,0.19,0.15,0.34,rasmumi01
Michael Sgarbossa,C,10,0.20,0.20,0.40,sgarbmi01
Michael Stone,D,11,0.18,0.36,0.55,stonemi01
Michal Kempný,D,15,0.07,0.07,0.13,kempnmi01
Mika Zibanejad,C,81,0.36,0.64,1.00,zibanmi01
Mikael Backlund,C,82,0.15,0.33,0.48,backlmi01
Mikael Granlund,C,80,0.14,0.66,0.80,granlmi01
Mike Hardman,RW,21,0.00,0.10,0.10,hardmmi01
Mike Hoffman,C/LW,67,0.22,0.30,0.52,hoffmmi02
Mike Matheson,D,74,0.15,0.27,0.42,mathemi01
Mike Reilly,D,70,0.06,0.19,0.24,reillmi01
Mike Smith,G,28,0.00,0.04,0.04,smithmi01
Mike Vecchione,RW,1,0.00,0.00,0.00,vecchmi01
Mikhail Maltsev,LW,18,0.00,0.00,0.00,maltsmi01
Mikhail Sergachev,D,78,0.09,0.40,0.49,sergami01
Mikko Koskinen,G,45,0.00,0.00,0.00,koskimi01
Mikko Rantanen,RW,75,0.48,0.75,1.23,rantami01
Milan Lucic,LW,82,0.12,0.13,0.26,lucicmi01
Miles Wood,LW,3,0.00,0.00,0.00,woodmi01
Miro Heiskanen,D,70,0.07,0.44,0.51,heiskmi01
Mitch Marner,RW,72,0.49,0.86,1.35,marnemi01
Mitchell Chaffee,F,2,0.00,0.00,0.00,chaffmi01
Mitchell Stephens,C,27,0.00,0.22,0.22,stephmi01
Morgan Barron,C,27,0.07,0.11,0.19,barromo01
Morgan Frost,C,55,0.09,0.20,0.29,frostmo01
Morgan Geekie,C,73,0.10,0.21,0.30,geekimo01
Morgan Rielly,D,82,0.12,0.71,0.83,riellmo01
Moritz Seider,D,82,0.09,0.52,0.61,seidemo01
Nate Schmidt,D,77,0.05,0.36,0.42,schmina01
Nate Thompson,C,33,0.03,0.06,0.09,thompna01
Nathan Bastian,RW,72,0.17,0.08,0.25,bastina01
Nathan Beaulieu,D,24,0.00,0.17,0.17,beaulna01
Nathan MacKinnon,C,65,0.49,0.86,1.35,mackina01
Nathan Smith,C,10,0.20,0.20,0.40,smithna03
Nathan Walker,C,30,0.27,0.13,0.40,walkena01
Nazem Kadri,C,71,0.39,0.83,1.23,kadrina01
Neal Pionk,D,77,0.04,0.40,0.44,pionkne01
Nic Dowd,C,64,0.16,0.22,0.38,dowdni01
Nic Petan,C,18,0.00,0.11,0.11,petanni01
Nicholas Abruzzese,C,9,0.11,0.00,0.11,abruzni01
Nicholas Merkley,RW,9,0.11,0.22,0.33,merklni01
Nicholas Robertson,LW,10,0.10,0.00,0.10,roberni01
Nick Bjugstad,C,57,0.12,0.11,0.23,bjugsni01
Nick Blankenburg,D,7,0.14,0.29,0.43,blankni01
Nick Bonino,C,80,0.20,0.13,0.33,boninni01
Nick Cousins,C,68,0.13,0.19,0.32,cousini01
Nick Foligno,LW,64,0.03,0.17,0.20,foligni01
Nick Holden,D,76,0.07,0.18,0.25,holdeni01
Nick Jensen,D,76,0.07,0.21,0.28,jenseni02
Nick Leddy,D,75,0.04,0.28,0.32,leddyni01
Nick Paul,LW,80,0.20,0.20,0.40,paulni01
Nick Ritchie,LW,57,0.21,0.19,0.40,ritchni01
Nick Schmaltz,C,63,0.37,0.57,0.94,schmani01
Nick Seeler,D,43,0.02,0.05,0.07,seeleni01
Nick Suzuki,C,82,0.26,0.49,0.74,suzukni01
Nicklas Bäckström,C,47,0.13,0.53,0.66,backsni02
Nico Daws,G,25,0.00,0.00,0.00,dawsni01
Nico Hischier,C,70,0.30,0.56,0.86,hischni01
Nico Sturm,C,74,0.12,0.15,0.27,sturmni01
Nicolas Aubé-Kubel,RW,74,0.15,0.16,0.31,aubekni01
Nicolas Beaudin,D,2,0.00,0.00,0.00,beaudni01
Nicolas Deslauriers,LW,81,0.10,0.06,0.16,deslani01
Nicolas Hague,D,52,0.08,0.19,0.27,hagueni01
Nicolas Meloche,D,50,0.04,0.10,0.14,melocni01
Nicolas Roy,C,78,0.19,0.31,0.50,royni01
Nikita Kucherov,RW,47,0.53,0.94,1.47,kucheni01
Nikita Okhotyuk,D,5,0.20,0.20,0.40,okhotni01
Nikita Zadorov,D,74,0.05,0.24,0.30,zadorni01
Nikita Zaitsev,D,62,0.03,0.15,0.18,zaitsni01
Niko Mikkola,D,54,0.06,0.19,0.24,mikkoni01
Nikolaj Ehlers,LW,62,0.45,0.44,0.89,ehlerni01
Nils Höglander,LW,60,0.17,0.13,0.30,hoglani01
Nils Lundkvist,D,25,0.04,0.12,0.16,lundkni01
Nino Niederreiter,RW,75,0.32,0.27,0.59,niedeni01
Noah Cates,LW,16,0.31,0.25,0.56,catesno01
Noah Dobson,D,80,0.16,0.48,0.64,dobsono01
Noah Gregor,C,63,0.13,0.24,0.37,gregono01
Noah Hanifin,D,81,0.12,0.47,0.59,hanifno01
Noah Juulsen,D,8,0.00,0.25,0.25,juulsno01
Noel Acciari,C,20,0.15,0.25,0.40,acciano01
Nolan Foote,LW,7,0.43,0.14,0.57,footeno01
Nolan Patrick,C,25,0.08,0.20,0.28,patrino01
Oliver Bjorkstrand,RW,80,0.35,0.36,0.71,bjorkol01
Oliver Ekman-Larsson,D,79,0.06,0.30,0.37,ekmanol01
Oliver Kylington,D,73,0.12,0.30,0.42,kylinol01
Oliver Wahlstrom,RW,73,0.18,0.15,0.33,wahlsol01
Olli Juolevi,D,18,0.00,0.00,0.00,juoleol01
Olli Määttä,D,66,0.02,0.11,0.12,maattol01
Ondřej Kaše,RW,50,0.28,0.26,0.54,kaseon01
Ondřej Palát,LW,77,0.23,0.40,0.64,palaton01
Oskar Lindblom,LW,79,0.15,0.18,0.33,lindbos01
Oskar Steen,C,20,0.10,0.20,0.30,steenos01
Oskar Sundqvist,C,59,0.14,0.25,0.39,sundqos01
Otto Koivula,LW,8,0.00,0.25,0.25,koivuot01
Owen Power,D,8,0.25,0.13,0.38,powerow01
Owen Tippett,RW,63,0.16,0.17,0.33,tippeow01
P.K. Subban,D,77,0.06,0.22,0.29,subbapk01
Parker Kelly,F,41,0.17,0.12,0.29,kellypa01
Pat Maroon,LW,81,0.14,0.20,0.33,maroopa01
Patric Hörnqvist,RW,65,0.17,0.26,0.43,hornqpa01
Patrice Bergeron,C,73,0.34,0.55,0.89,bergepa01
Patrick Brown,C,44,0.09,0.11,0.20,brownpa02
Patrick Kane,RW,78,0.33,0.85,1.18,kanepa01
Patrik Laine,RW,56,0.46,0.54,1.00,lainepa01
Patrik Nemeth,D,63,0.03,0.08,0.11,nemetpa01
Paul Byron,LW,27,0.15,0.11,0.26,byronpa01
Paul Cotter,C,7,0.29,0.00,0.29,cottepa01
Paul Ladue,D,1,0.00,0.00,0.00,laduepa01
Paul Stastny,C,71,0.30,0.34,0.63,stastpa01
Pavel Buchnevich,LW,73,0.41,0.63,1.04,buchnpa01
Pavel Dorofeyev,LW,2,0.00,0.00,0.00,dorofpa01
Pavel Francouz,G,21,0.00,0.00,0.00,francpa01
Pavel Zacha,C,70,0.21,0.30,0.51,zachapa01
Petr Mrázek,G,20,0.00,0.00,0.00,mrazepe01
Petteri Lindbohm,D,9,0.00,0.11,0.11,lindbpe02
Peyton Krebs,C,57,0.12,0.26,0.39,krebspe01
Pheonix Copley,G,2,0.00,0.00,0.00,copleph01
Phil Kessel,RW,82,0.10,0.54,0.63,kesseph01
Philip Broberg,D,23,0.04,0.09,0.13,brobeph01
Philip Tomasino,C,76,0.14,0.28,0.42,tomasph01
Philipp Grubauer,G,55,0.00,0.02,0.02,grubaph01
Philipp Kurashev,C,67,0.09,0.22,0.31,kurasph01
Philippe Myers,D,27,0.04,0.11,0.15,myersph01
Phillip Danault,C,79,0.34,0.30,0.65,danauph01
Pierre Engvall,LW,78,0.19,0.26,0.45,engvapi01
Pierre-Édouard Bellemare,LW,80,0.11,0.14,0.25,bellepi01
Pierre-Luc Dubois,LW,81,0.35,0.40,0.74,duboipi01
Pierre-Olivier Joseph,D,4,0.00,0.00,0.00,joseppi01
Pius Suter,F,82,0.18,0.26,0.44,suterpi01
Pyotr Kochetkov,G,3,0.00,0.00,0.00,kochepy01
Quinn Hughes,D,76,0.11,0.79,0.89,hughequ01
Quinton Byfield,C,40,0.13,0.13,0.25,byfiequ01
Radek Faksa,C,77,0.06,0.18,0.25,faksara01
Radim Šimek,D,36,0.03,0.03,0.06,simekra01
Radim Zohorna,F,17,0.12,0.24,0.35,zohorra01
Radko Gudas,D,77,0.04,0.17,0.21,gudasra01
Rafaël Harvey-Pinard,LW,4,0.25,0.00,0.25,harvera01
Rasmus Andersson,D,82,0.05,0.56,0.61,anderra01
Rasmus Asplund,F,80,0.10,0.24,0.34,asplura01
Rasmus Dahlin,D,80,0.16,0.50,0.66,dahlira01
Rasmus Kupari,C,57,0.09,0.14,0.23,kuparra01
Rasmus Ristolainen,D,66,0.03,0.21,0.24,ristora01
