Player,Position,GP,GPG,APG,PPG,PlayerID
Anton Lundell,C,65,0.28,0.40,0.68,lundean01
Anton Strålman,D,74,0.11,0.20,0.31,stralan01
Antti Raanta,G,28,0.00,0.00,0.00,raantan01
Anže Kopitar,C,81,0.23,0.59,0.83,kopitan01
Artem Zub,D,81,0.07,0.20,0.27,zubar01
Artemi Kniazev,D,1,0.00,0.00,0.00,kniazar01
Artemi Panarin,LW,75,0.29,0.99,1.28,panarar01
Arthur Kaliyev,RW,80,0.18,0.16,0.34,kaliyar01
Arttu Ruotsalainen,F,18,0.11,0.11,0.22,ruotsar01
Artturi Lehkonen,LW,74,0.26,0.26,0.51,lehkoar01
Arvid Söderblom,G,3,0.00,0.00,0.00,soderar01
Austin Czarnik,C,17,0.12,0.29,0.41,czarnau01
Austin Poganski,RW,16,0.00,0.00,0.00,poganau01
Austin Strand,D,8,0.00,0.25,0.25,stranau01
Austin Watson,LW,67,0.15,0.09,0.24,watsoau01
Auston Matthews,C,73,0.82,0.63,1.45,matthau01
Axel Jonsson-Fjällby,LW,23,0.09,0.09,0.17,jonssax01
Barclay Goodrow,RW,79,0.16,0.25,0.42,goodrba01
Barrett Hayton,C,60,0.17,0.23,0.40,haytoba01
Beck Malenstyn,LW,12,0.08,0.00,0.08,malenbe01
Ben Chiarot,D,74,0.12,0.23,0.35,chiarbe01
Ben Harpur,D,19,0.00,0.05,0.05,harpube01
Ben Hutton,D,58,0.05,0.17,0.22,huttobe01
Ben Jones,F,2,0.00,0.00,0.00,jonesbe01
Ben McCartney,F,2,0.00,0.00,0.00,mccarbe02
Ben Meyers,F,5,0.20,0.00,0.20,meyerbe01
Benoit-Olivier Groulx,C,18,0.06,0.11,0.17,groulbe01
Blake Coleman,C,81,0.20,0.21,0.41,colembl01
Blake Comeau,RW,6,0.17,0.00,0.17,comeabl01
Blake Lizotte,C,70,0.14,0.20,0.34,lizotbl01
Blake Speers,C,2,0.00,0.00,0.00,speerbl01
Blake Wheeler,RW,65,0.26,0.66,0.92,wheelbl01
Bo Horvat,C,70,0.44,0.30,0.74,horvabo01
Bobby Brink,RW,10,0.00,0.40,0.40,brinkbo01
Bokondji Imama,LW,4,0.25,0.00,0.25,imamabo01
Boone Jenner,C,59,0.39,0.36,0.75,jennebo01
Boris Katchouk,LW,59,0.05,0.07,0.12,katchbo01
Bowen Byram,D,30,0.17,0.40,0.57,byrambo01
Brad Hunt,D,50,0.06,0.28,0.34,huntbr01
Brad Malone,C/LW,8,0.13,0.13,0.25,malonbr01
Brad Marchand,LW,70,0.46,0.69,1.14,marchbr03
Brad Richardson,C,44,0.09,0.09,0.18,richabr02
Braden Holtby,G,24,0.00,0.00,0.00,holtbbr01
Braden Schneider,D,43,0.05,0.21,0.26,schnebr01
Brady Skjei,D,82,0.11,0.37,0.48,skjeibr01
Brady Tkachuk,LW,79,0.38,0.47,0.85,tkachbr01
Brandon Baddock,LW,1,0.00,0.00,0.00,baddobr01
Brandon Biro,F,1,0.00,0.00,0.00,birobr01
Brandon Carlo,D,79,0.08,0.11,0.19,carlobr01
Brandon Duhaime,RW,80,0.08,0.14,0.21,duhaibr01
Brandon Hagel,LW,77,0.32,0.25,0.57,hagelbr01
Brandon Montour,D,81,0.14,0.32,0.46,montobr01
Brandon Saad,LW,78,0.31,0.32,0.63,saadbr01
Brandon Tanev,LW,30,0.30,0.20,0.50,tanevbr01
Brayden McNabb,D,69,0.04,0.22,0.26,mcnabbr01
Brayden Pachal,D,2,0.00,0.00,0.00,pachabr01
Brayden Point,C,66,0.42,0.45,0.88,pointbr01
Brayden Schenn,C,62,0.39,0.55,0.94,schenbr01
Brayden Tracey,LW,1,0.00,0.00,0.00,tracebr01
Brendan Gallagher,RW,56,0.13,0.30,0.43,gallabr01
Brendan Gaunce,C,30,0.17,0.07,0.23,gauncbr01
Brendan Guhle,D,6,0.00,0.00,0.00,guhlebr01
Brendan Lemieux,LW,50,0.16,0.10,0.26,lemiebr01
Brendan Perlini,LW,23,0.17,0.04,0.22,perlibr01
Brendan Smith,D,45,0.09,0.09,0.18,smithbr05
Brenden Dillon,D,79,0.04,0.22,0.25,dillobr01
Brent Burns,D/RW,82,0.12,0.54,0.66,burnsbr01
Brett Connolly,RW,9,0.00,0.11,0.11,connobr01
Brett Howden,C,47,0.19,0.23,0.43,howdebr01
Brett Kulak,D,74,0.07,0.22,0.28,kulakbr01
Brett Leason,RW,36,0.08,0.08,0.17,leasobr01
Brett Murray,LW,19,0.11,0.21,0.32,murrabr02
Brett Pesce,D,70,0.10,0.30,0.40,pescebr01
Brett Ritchie,RW,41,0.07,0.02,0.10,ritchbr01
Brett Seney,LW,2,0.00,0.00,0.00,seneybr01
Brian Boyle,C,66,0.17,0.15,0.32,boylebr01
Brian Dumoulin,D,76,0.04,0.20,0.24,dumoubr01
Brian Elliott,G,19,0.00,0.00,0.00,elliobr01
Brock Boeser,RW,71,0.32,0.32,0.65,boesebr01
Brock McGinn,LW,64,0.19,0.16,0.34,mcginbr01
Brock Nelson,C,72,0.51,0.31,0.82,nelsobr01
Bryan Rust,RW,60,0.40,0.57,0.97,rustbr01
Bryce Kindopp,F,1,0.00,0.00,0.00,kindobr01
Buddy Robinson,RW,32,0.03,0.16,0.19,robinbu01
C.J. Smith,LW,1,0.00,0.00,0.00,smithcj01
C.J. Suess,LW,3,0.00,0.00,0.00,frankcl01
Cal Clutterbuck,RW,59,0.10,0.15,0.25,cluttca01
Cale Fleury,D,9,0.00,0.00,0.00,fleurca01
Cale Makar,D,77,0.36,0.75,1.12,makarca01
Caleb Jones,D,51,0.10,0.20,0.29,jonesca01
Calen Addison,D,15,0.13,0.13,0.27,addisca01
Callan Foote,D,56,0.04,0.13,0.16,footeca01
Calle Järnkrok,C,66,0.18,0.27,0.45,jarnkca01
Calle Rosén,D,18,0.11,0.28,0.39,rosenca01
Calvin de Haan,D,69,0.06,0.06,0.12,dehaaca01
Calvin Petersen,G,37,0.00,0.00,0.00,peterca01
Calvin Pickard,G,3,0.00,0.00,0.00,pickaca01
Cam Atkinson,RW,73,0.32,0.37,0.68,atkinca01
Cam Dineen,D,34,0.00,0.21,0.21,dineeca01
Cam Fowler,D,76,0.12,0.43,0.55,fowleca01
Cam Talbot,G,49,0.00,0.02,0.02,talboca01
Cameron Hillis,C,1,0.00,0.00,0.00,hillica01
Cameron York,D,30,0.10,0.23,0.33,yorkca01
Carey Price,G,5,0.00,0.00,0.00,priceca01
Carl Dahlström,D,3,0.00,0.67,0.67,dahlsca01
Carl Grundström,RW,54,0.17,0.11,0.28,grundca01
Carl Hagelin,LW,53,0.06,0.21,0.26,hagelca01
Carson Meyer,RW,13,0.08,0.15,0.23,meyerca01
Carson Soucy,D,64,0.16,0.17,0.33,soucyca01
Carter Hart,G,45,0.00,0.02,0.02,hartca01
Carter Hutton,G,3,0.00,0.00,0.00,huttoca01
Carter Rowney,RW,26,0.15,0.08,0.23,rowneca01
Carter Verhaeghe,C,78,0.31,0.40,0.71,verhaca01
Casey Cizikas,C,74,0.14,0.08,0.22,cizikca01
Casey DeSmith,G,26,0.00,0.00,0.00,desmica01
Casey Fitzgerald,D,36,0.00,0.17,0.17,fitzgca01
Casey Mittelstadt,C,40,0.15,0.33,0.48,mitteca01
Cayden Primeau,G,12,0.00,0.00,0.00,primeca01
Cédric Paquette,C,24,0.00,0.08,0.08,paquece01
Chad Ruhwedel,D,78,0.05,0.12,0.17,ruhwech01
Chandler Stephenson,C,79,0.27,0.54,0.81,stephch02
Charlie Coyle,C/RW,82,0.20,0.34,0.54,coylech01
Charlie Lindgren,G,5,0.00,0.00,0.00,lindgch01
Charlie McAvoy,D,78,0.13,0.59,0.72,mcavoch01
Chase De Leo,C,2,0.00,0.00,0.00,deleoch01
Chase Pearson,C,3,0.00,0.00,0.00,pearsch01
Chase Priskie,D,4,0.00,0.00,0.00,priskch01
Chris Driedger,G,27,0.00,0.00,0.00,driedch01
Chris Kreider,LW,81,0.64,0.31,0.95,kreidch01
Chris Tanev,D,82,0.07,0.27,0.34,tanevch01
Chris Tierney,C,70,0.09,0.17,0.26,tiernch01
Chris Wagner,C,1,0.00,0.00,0.00,wagnech01
Chris Wideman,D,64,0.06,0.36,0.42,widemch01
Christian Dvorak,C,56,0.20,0.39,0.59,dvorach01
Christian Fischer,RW,53,0.09,0.09,0.19,fischch01
Christián Jaroš,D,11,0.00,0.00,0.00,jarosch01
Christian Wolanin,D,9,0.11,0.11,0.22,wolanch01
Clark Bishop,C,9,0.00,0.11,0.11,bishocl01
Claude Giroux,C/LW,75,0.28,0.59,0.87,giroucl01
Clayton Keller,C,67,0.42,0.52,0.94,kellecl01
Cody Ceci,D,78,0.06,0.29,0.36,cecico01
Cody Eakin,C,69,0.06,0.12,0.17,eakinco01
Cody Glass,C,8,0.00,0.13,0.13,glassco01
Cole Caufield,RW,67,0.34,0.30,0.64,caufico01
Cole Perfetti,C,18,0.11,0.28,0.39,perfeco01
Cole Reinhardt,LW,1,0.00,0.00,0.00,reinhco01
Cole Schwindt,RW,3,0.00,0.00,0.00,schwico01
Cole Sillinger,C,79,0.20,0.19,0.39,sillico01
Cole Smith,F,8,0.00,0.00,0.00,smithco02
Colin Blackwell,C,58,0.17,0.17,0.34,blackco01
Colin Miller,D,38,0.05,0.32,0.37,milleco02
Colin White,C,24,0.13,0.29,0.42,whiteco02
Collin Delia,G,8,0.00,0.00,0.00,deliaco01
Colton Parayko,D,80,0.08,0.36,0.44,parayco01
Colton Sceviour,C/RW,35,0.06,0.09,0.14,scevico01
Colton Sissons,C,79,0.09,0.27,0.35,sissoco01
Colton White,D,27,0.00,0.15,0.15,whiteco03
Connor Brown,RW,64,0.16,0.45,0.61,brownco02
Connor Bunnaman,F,15,0.00,0.00,0.00,bunnaco01
Connor Clifton,D,60,0.03,0.13,0.17,cliftco01
Connor Dewar,C,35,0.06,0.11,0.17,dewarco01
Connor Hellebuyck,G,66,0.00,0.03,0.03,helleco01
Connor Ingram,G,3,0.00,0.00,0.00,ingraco01
Connor Mackey,D,3,0.00,0.33,0.33,mackeco01
Connor McDavid,C,80,0.55,0.99,1.54,mcdavco01
Connor McMichael,C,68,0.13,0.13,0.26,mcmicco01
Connor Murphy,D,57,0.07,0.11,0.18,murphco02
Conor Garland,RW,77,0.25,0.43,0.68,garlaco01
Conor Sheary,LW,71,0.27,0.34,0.61,shearco01
Conor Timmins,D,6,0.00,0.00,0.00,timmico01
Cooper Marody,C,1,0.00,1.00,1.00,marodco01
Corey Perry,RW,82,0.23,0.26,0.49,perryco01
Corey Schueneman,D,24,0.08,0.17,0.25,schueco01
Cory Schneider,G,1,0.00,0.00,0.00,schneco01
Craig Anderson,G,31,0.00,0.03,0.03,andercr01
Craig Smith,C,74,0.22,0.27,0.49,smithcr01
Curtis Lazar,C/RW,70,0.11,0.11,0.23,lazarcu01
Dakota Joshua,C,30,0.10,0.17,0.27,joshuda01
Dakota Mermis,D,2,0.00,0.00,0.00,mermida01
Damon Severson,D,80,0.14,0.44,0.58,severda01
Dan Renouf,D,4,0.00,0.00,0.00,renouda01
Daniel Sprong,RW,63,0.22,0.10,0.32,spronda01
Daniel Vladař,G,23,0.00,0.04,0.04,vladada01
Daniil Miromanov,D/RW,11,0.00,0.09,0.09,miromda01
Daniil Tarasov,G,4,0.00,0.00,0.00,tarasda02
Danny DeKeyser,D,59,0.00,0.19,0.19,dekeyda01
Danny O'Regan,C,5,0.00,0.20,0.20,oregada01
Dante Fabbro,D,66,0.05,0.32,0.36,fabbrda01
Danton Heinen,C/LW,76,0.24,0.20,0.43,heineda01
Darcy Kuemper,G,57,0.00,0.00,0.00,kuempda01
Darnell Nurse,D,71,0.13,0.37,0.49,nurseda01
Darren Helm,C/LW,68,0.10,0.12,0.22,helmda01
Darren Raddysh,D,4,0.00,0.00,0.00,raddyda01
David Gustafsson,C,2,0.00,0.00,0.00,gustada01
David Kämpf,C,82,0.13,0.18,0.32,kampfda01
David Pastrňák,RW,72,0.56,0.51,1.07,pastrda01
David Perron,LW,67,0.40,0.45,0.85,perroda01
David Rittich,G,17,0.00,0.00,0.00,rittida01
David Savard,D,62,0.05,0.23,0.27,savarda01
Dawson Mercer,C,82,0.21,0.30,0.51,merceda01
Dean Kukan,D,41,0.07,0.20,0.27,kukande01
Declan Chisholm,D,2,0.00,0.00,0.00,chishde01
Denis Gurianov,RW,73,0.15,0.27,0.42,guriade01
Dennis Cholowski,D,11,0.00,0.27,0.27,cholode01
Derek Forbort,D,76,0.05,0.13,0.18,forbode01
Derek Grant,C,71,0.21,0.20,0.41,grantde01
Derek Ryan,C,75,0.13,0.16,0.29,ryande01
Derek Stepan,C,58,0.16,0.17,0.33,stepade01
Derick Brassard,C,46,0.17,0.24,0.41,brassde01
Derrick Pouliot,D,11,0.00,0.36,0.36,poulide01
Devin Shore,C,49,0.10,0.12,0.22,shorede01
Devon Toews,D,66,0.20,0.67,0.86,toewsde01
Dillon Dubé,C,79,0.23,0.18,0.41,dubedi01
Dillon Heatherington,D,9,0.00,0.00,0.00,heathdi01
Dmitri Samorukov,D,1,0.00,0.00,0.00,samordm01
Dmitrij Jaškin,RW,12,0.00,0.08,0.08,jaskidm01
Dmitry Kulikov,D,80,0.09,0.21,0.30,kulikdm01
Dmitry Orlov,D,76,0.16,0.30,0.46,orlovdm01
Dominic Toninato,C,77,0.09,0.09,0.18,tonindo01
Dominik Kubalík,LW,78,0.19,0.22,0.41,kubaldo01
Dominik Simon,C,72,0.04,0.14,0.18,simondo01
Dougie Hamilton,D,62,0.15,0.34,0.48,hamildo01
Drake Batherson,C,46,0.37,0.59,0.96,bathedr01
Drake Caggiula,LW,18,0.11,0.17,0.28,caggidr01
Drew Doughty,D,39,0.18,0.62,0.79,doughdr01
Drew O'Connor,F,22,0.14,0.09,0.23,oconndr01
Dryden Hunt,LW,76,0.08,0.14,0.22,huntdr01
Duncan Keith,D,64,0.02,0.31,0.33,keithdu01
Dustin Brown,RW,64,0.14,0.30,0.44,browndu01
Dustin Tokarski,G,29,0.00,0.00,0.00,tokardu01
Dylan Coghlan,D,59,0.05,0.17,0.22,coghldy01
Dylan Cozens,C,79,0.16,0.32,0.48,cozendy01
Dylan DeMelo,D,76,0.01,0.16,0.17,demeldy01
Dylan Gambrell,C,63,0.05,0.06,0.11,gambrdy01
Dylan Larkin,C,71,0.44,0.54,0.97,larkidy01
Dylan Samberg,D,15,0.00,0.33,0.33,sambedy01
Dylan Sikura,C,5,0.00,0.20,0.20,sikurdy01
Dylan Strome,C,69,0.32,0.38,0.70,stromdy01
Dysin Mayo,D,67,0.06,0.12,0.18,mayody01
Eeli Tolvanen,RW,75,0.15,0.16,0.31,tolvaee01
Eetu Luostarinen,C,78,0.12,0.22,0.33,luostee01
Egor Sokolov,F,8,0.00,0.00,0.00,sokoleg01
Elias Lindholm,C,82,0.51,0.49,1.00,lindhel01
Elias Pettersson,C,80,0.40,0.45,0.85,petteel01
Elvis Merzļikins,G,59,0.00,0.03,0.03,merzlel01
Emil Bemström,C,41,0.15,0.12,0.27,bemstem01
Eric Comrie,G,19,0.00,0.05,0.05,comrier01
Eric Robinson,LW,67,0.15,0.25,0.40,robiner01
Erik Brännström,D,53,0.00,0.26,0.26,branner01
Erik Černák,D,55,0.02,0.22,0.24,cernaer01
Erik Gudbranson,D,78,0.08,0.14,0.22,gudbrer01
Erik Gustafsson,D,59,0.05,0.25,0.31,gustaer02
Erik Haula,LW,78,0.23,0.33,0.56,haulaer01
Erik Johnson,D,77,0.10,0.22,0.32,johnser01
Erik Källgren,G,14,0.00,0.00,0.00,kallger01
Erik Karlsson,D,50,0.20,0.50,0.70,karlser01
Esa Lindell,D,76,0.05,0.28,0.33,lindees01
Ethan Bear,D,58,0.09,0.16,0.24,bearet01
Ethan Prow,D,4,0.25,0.00,0.25,prowet01
Evan Bouchard,D,81,0.15,0.38,0.53,bouchev01
Evan Rodrigues,C,82,0.23,0.29,0.52,rodriev01
Evander Kane,LW,43,0.51,0.40,0.91,kaneev01
Evgeni Malkin,C,41,0.49,0.54,1.02,malkiev01
Evgenii Dadonov,RW,78,0.26,0.29,0.55,dadonev01
Evgeny Kuznetsov,C,79,0.30,0.68,0.99,kuzneev01
Evgeny Svechnikov,LW,72,0.10,0.17,0.26,svechev01
Fabian Zetterlund,W,14,0.21,0.36,0.57,zettefa01
Felix Sandström,G,5,0.00,0.00,0.00,sandsfe01
Filip Chytil,C,67,0.12,0.21,0.33,chytifi01
Filip Forsberg,C,69,0.61,0.61,1.22,forsbfi01
Filip Gustavsson,G,18,0.00,0.00,0.00,gustafi01
Filip Hallander,C,1,0.00,0.00,0.00,hallafi01
Filip Hronek,D,78,0.06,0.42,0.49,hronefi01
Filip Zadina,RW,74,0.14,0.19,0.32,zadinfi01
Frank Vatrano,LW,71,0.25,0.20,0.45,vatrafr01
Frédérick Gaudreau,C,76,0.18,0.39,0.58,gaudrfr01
Frederik Andersen,G,52,0.00,0.08,0.08,anderfr01
Frederik Gauthier,C,8,0.00,0.00,0.00,gauthfr01
Fredrik Claesson,D,9,0.00,0.00,0.00,claesfr01
Fredrik Karlström,C,3,0.00,0.33,0.33,karlsfr01
Gabriel Carlsson,D,38,0.05,0.18,0.24,carlsga01
Gabriel Fortier,LW,10,0.10,0.00,0.10,fortiga01
Gabriel Landeskog,LW,51,0.59,0.57,1.16,landega01
Gabriel Vilardi,C,25,0.20,0.08,0.28,vilarga01
Garnet Hathaway,RW,76,0.18,0.16,0.34,hathaga01
Garret Sparks,G,2,0.00,0.00,0.00,sparkga01
Garrett Pilon,C,2,0.50,0.00,0.50,pilonga01
Gavin Bayreuther,D,43,0.00,0.19,0.19,bayrega01
Gemel Smith,C,3,0.00,0.33,0.33,smithge02
Gerald Mayhew,F,40,0.28,0.03,0.30,mayhege01
Givani Smith,RW,46,0.09,0.07,0.15,smithgi01
Glenn Gawdin,C,2,0.00,0.00,0.00,gawdigl01
Grant Hutton,D,16,0.06,0.00,0.06,huttogr01
Greg McKegg,C,43,0.05,0.07,0.12,mckeggr01
Greg Pateryn,D,10,0.10,0.10,0.20,patergr01
Gregory Hofmann,C,24,0.08,0.21,0.29,hofmagr01
Grigori Denisenko,LW,1,0.00,0.00,0.00,denisgr01
Guillaume Brisebois,D,1,0.00,0.00,0.00,brisegu01
Gustav Forsling,D,71,0.14,0.38,0.52,forslgu02
Gustav Lindström,D,63,0.02,0.19,0.21,lindsgu01
Gustav Nyquist,RW,82,0.22,0.43,0.65,nyquigu01
Hampus Lindholm,D,71,0.07,0.31,0.38,lindhha01
Harri Säteri,G,6,0.00,0.00,0.00,saterha01
Hayden Hodgson,RW,6,0.17,0.33,0.50,hodgsha01
Haydn Fleury,D,36,0.06,0.06,0.11,fleurha01
Hendrix Lapierre,C,6,0.17,0.00,0.17,lapiehe01
Henri Jokiharju,D,60,0.05,0.27,0.32,jokihhe01
Henrik Borgström,C,52,0.08,0.06,0.13,borgshe01
Hudson Fasching,RW,11,0.00,0.00,0.00,faschhu01
Hugo Alnefelt,G,1,0.00,0.00,0.00,alnefhu01
Hunter Drew,D,2,0.00,0.00,0.00,drewhu01
Ian Cole,D,75,0.03,0.23,0.25,coleia01
Ian Mitchell,D,8,0.00,0.13,0.13,mitchia01
Igor Shesterkin,G,53,0.00,0.02,0.02,shestig01
Ilya Lyubushkin,D,77,0.03,0.17,0.19,lyubuil01
Ilya Mikheyev,F,53,0.40,0.21,0.60,mikheil01
Ilya Samsonov,G,44,0.00,0.00,0.00,samsoil01
Ilya Sorokin,G,52,0.00,0.00,0.00,sorokil01
Isaac Ratcliffe,LW,10,0.10,0.30,0.40,ratclis01
Isaak Phillips,D,4,0.00,0.00,0.00,phillis01
Isac Lundeström,C,80,0.20,0.16,0.36,lundeis01
Ivan Barbashev,C,81,0.32,0.42,0.74,barbaiv01
Ivan Prosvetov,G,3,0.00,0.00,0.00,prosviv01
Ivan Provorov,D,79,0.11,0.28,0.39,provoiv01
J.J. Moser,D,43,0.09,0.26,0.35,moserja01
J.T. Compher,LW,70,0.26,0.21,0.47,comphj.01
J.T. Miller,C,80,0.40,0.84,1.24,millejt01
Jaccob Slavin,D,79,0.05,0.48,0.53,slavija01
Jack Ahcan,D,6,0.17,0.00,0.17,ahcanja01
Jack Campbell,G,49,0.00,0.02,0.02,campbja01
Jack Drury,C,2,1.00,0.00,1.00,druryja01
Jack Eichel,C,34,0.41,0.32,0.74,eicheja01
Jack Hughes,C,49,0.53,0.61,1.14,hugheja03
Jack Johnson,D,74,0.01,0.11,0.12,johnsja02
Jack LaFontaine,G,2,0.00,0.00,0.00,lafonja01
Jack McBain,C,10,0.20,0.10,0.30,mcbaija03
Jack Quinn,RW,2,0.50,0.50,1.00,quinnja01
Jack Rathbone,D,9,0.00,0.00,0.00,rathbja01
Jack Roslovic,C,81,0.27,0.28,0.56,rosloja01
Jack Studnicka,C,15,0.00,0.20,0.20,studnja01
Jackson Cates,C,11,0.09,0.00,0.09,catesja01
Jacob Bernard-Docker,D,8,0.00,0.13,0.13,bernaja01
Jacob Bryson,D,73,0.01,0.12,0.14,brysoja01
Jacob Larsson,D,6,0.00,0.17,0.17,larssja01
Jacob MacDonald,D,8,0.00,0.00,0.00,macdoja02
Jacob Markström,G,63,0.00,0.05,0.05,marksja02
Jacob Middleton,D,66,0.06,0.15,0.21,middlja01
Jacob Moverare,D,19,0.00,0.11,0.11,moverja01
Jacob Perreault,RW,1,0.00,0.00,0.00,perreja01
Jacob Peterson,C,65,0.18,0.08,0.26,peterja01
Jacob Trouba,D,81,0.14,0.35,0.48,troubja01
Jaden Schwartz,C,37,0.22,0.41,0.62,schwaja01
Jake Allen,G,35,0.00,0.00,0.00,allenja01
Jake Bean,D,67,0.10,0.27,0.37,beanja01
Jake Christiansen,D,8,0.13,0.00,0.13,chrisja01
Jake DeBrusk,LW,77,0.32,0.22,0.55,debruja01
Jake Evans,C/RW,72,0.18,0.22,0.40,evansja02
Jake Guentzel,C,76,0.53,0.58,1.11,guentja01
Jake Leschyshyn,C,41,0.05,0.10,0.15,leschja01
Jake McCabe,D,75,0.05,0.24,0.29,mccabja01
Jake Muzzin,D,47,0.06,0.23,0.30,muzzija01
Jake Neighbours,LW,9,0.11,0.11,0.22,neighja01
