Player,Position,GP,GPG,APG,PPG,PlayerID
Andrei Kostitsyn,LW,78,0.33,0.35,0.68,kostian01
Andrei Markov,D,82,0.20,0.51,0.71,markoan01
Andrei Zyuzin,D,32,0.06,0.09,0.16,zyuzian01
Andrej Meszároš,D,82,0.11,0.33,0.44,meszaan01
Andrej Sekera,D,37,0.05,0.16,0.22,sekeran01
Andrew Alberts,D,35,0.00,0.06,0.06,alberan01
Andrew Brunette,LW,82,0.23,0.49,0.72,brunean01
Andrew Cogliano,C,82,0.22,0.33,0.55,coglian01
Andrew Ebbett,C,3,0.00,0.00,0.00,ebbetan01
Andrew Ference,D,59,0.02,0.24,0.25,ferenan01
Andrew Ladd,LW,63,0.22,0.25,0.48,laddan01
Andrew Murray,C,39,0.15,0.10,0.26,murraan01
Andrew Peters,LW,44,0.02,0.02,0.05,peteran01
Andrew Raycroft,G,19,0.00,0.00,0.00,raycran01
Andy Greene,D,59,0.03,0.14,0.17,greenan01
Andy Hilbert,C,70,0.11,0.11,0.23,hilbean01
Andy McDonald,C,82,0.22,0.41,0.63,mcdonan01
Andy Sutton,D,58,0.02,0.12,0.14,suttoan01
Andy Wozniewski,D,48,0.04,0.15,0.19,woznian01
Antero Niittymäki,G,28,0.00,0.00,0.00,niittan01
Anthony Stewart,C,26,0.00,0.04,0.04,stewaan01
Antoine Vermette,LW,81,0.30,0.36,0.65,vermean01
Anton Strålman,D,50,0.06,0.12,0.18,stralan01
Anton Volchenkov,D,67,0.01,0.21,0.22,volchan01
Antti Miettinen,RW,69,0.22,0.28,0.49,miettan01
Antti Pihlström,LW,1,0.00,0.00,0.00,pihlsan01
Anže Kopitar,C,82,0.39,0.55,0.94,kopitan01
Arron Asham,RW,77,0.08,0.05,0.13,ashamar01
B.J. Crombeen,RW,8,0.00,0.25,0.25,crombbj01
Barret Jackman,D,78,0.03,0.18,0.21,jackmba01
Barry Tallackson,RW,3,0.00,0.00,0.00,tallaba01
Bates Battaglia,LW,13,0.00,0.00,0.00,battaba01
Ben Eager,LW,32,0.00,0.06,0.06,eagerbe01
Ben Guite,RW,79,0.14,0.14,0.28,guitebe01
Ben Ondrus,RW,3,0.00,0.00,0.00,ondrube01
Ben Walter,C,8,0.13,0.00,0.13,waltebe01
Benoît Pouliot,LW,11,0.18,0.09,0.27,poulibe01
Bill Guerin,RW,81,0.28,0.26,0.54,gueribi01
Bill Thomas,RW,7,0.00,0.00,0.00,thomabi01
Blair Betts,C,75,0.03,0.07,0.09,bettsbl01
Blair Jones,C,4,0.00,0.00,0.00,jonesbl01
Blake Comeau,LW,51,0.16,0.14,0.29,comeabl01
Bobby Allen,D,19,0.00,0.00,0.00,allenbo01
Bobby Holík,C,82,0.18,0.23,0.41,holikbo01
Bobby Ryan,RW,23,0.22,0.22,0.43,ryanbo01
Boris Valábik,D,7,0.00,0.00,0.00,valabbo01
Boyd Devereaux,C,62,0.11,0.18,0.29,deverbo01
Boyd Gordon,C,67,0.10,0.13,0.24,gordobo01
Brad Boyes,RW,82,0.52,0.27,0.79,boyesbr01
Brad Isbister,LW,55,0.11,0.09,0.20,isbisbr01
Brad Larsen,LW,62,0.02,0.05,0.06,larsebr01
Brad Lukowich,D,59,0.02,0.10,0.12,lukowbr01
Brad May,LW,61,0.05,0.02,0.07,maybr01
Brad Richards,C,74,0.27,0.57,0.84,richabr01
Brad Richardson,RW,22,0.09,0.14,0.23,richabr02
Brad Stuart,D,72,0.08,0.24,0.32,stuarbr02
Brad Winchester,LW,41,0.02,0.05,0.07,winchbr01
Brady Murray,LW,4,0.25,0.00,0.25,murrabr01
Brandon Bochenski,RW,40,0.08,0.25,0.33,bochebr01
Brandon Dubinsky,C,82,0.17,0.32,0.49,dubinbr01
Brandon Nolan,C,6,0.00,0.17,0.17,nolanbr01
Branislav Mezei,D,57,0.04,0.04,0.07,mezeibr01
Branko Radivojevič,RW,73,0.10,0.14,0.23,radivbr01
Braydon Coburn,D,78,0.12,0.35,0.46,coburbr01
Brendan Bell,D,2,0.00,0.00,0.00,bellbr02
Brendan Morrison,C,39,0.23,0.41,0.64,morribr01
Brendan Shanahan,LW,73,0.32,0.32,0.63,shanabr01
Brendan Witt,D,59,0.03,0.08,0.12,wittbr01
Brenden Morrow,LW,82,0.39,0.51,0.90,morrobr01
Brent Burns,D,82,0.18,0.34,0.52,burnsbr01
Brent Johnson,G,19,0.00,0.00,0.00,johnsbr02
Brent Seabrook,D,82,0.11,0.28,0.39,seabrbr01
Brent Sopel,D,58,0.02,0.33,0.34,sopelbr01
Bret Hedican,D,66,0.03,0.23,0.26,hedicbr01
Brett Clark,D,57,0.09,0.28,0.37,clarkbr01
Brett Lebda,D,78,0.04,0.14,0.18,lebdabr01
Brett McLean,C,67,0.21,0.34,0.55,mcleabr01
Brett Sterling,LW,13,0.08,0.15,0.23,sterlbr01
Brian Boucher,G,5,0.00,0.00,0.00,bouchbr01
Brian Boyle,C,8,0.50,0.13,0.63,boylebr01
Brian Campbell,D,83,0.10,0.65,0.75,campbbr02
Brian Elliott,G,1,0.00,0.00,0.00,elliobr01
Brian Gionta,RW,82,0.27,0.38,0.65,giontbr01
Brian Lee,D,6,0.00,0.17,0.17,leebr01
Brian McGrattan,RW,38,0.00,0.08,0.08,mcgrabr01
Brian Pothier,D,38,0.13,0.24,0.37,pothibr01
Brian Rafalski,D,73,0.18,0.58,0.75,rafalbr01
Brian Rolston,LW,81,0.38,0.35,0.73,rolstbr01
Brian Sutherby,C,50,0.02,0.02,0.04,suthebr01
Brian Willsie,RW,53,0.08,0.15,0.23,willsbr01
Brooks Laich,C,82,0.26,0.20,0.45,laichbr01
Brooks Orpik,D,78,0.01,0.13,0.14,orpikbr01
Bruno Gervais,D,60,0.00,0.22,0.22,gervabr01
Bryan Allen,D,73,0.03,0.19,0.22,allenbr01
Bryan Berard,D,54,0.09,0.31,0.41,berarbr01
Bryan Bickell,LW,4,0.00,0.00,0.00,bickebr01
Bryan Little,C,48,0.13,0.21,0.33,littlbr01
Bryan McCabe,D,54,0.09,0.33,0.43,mccabbr01
Bryan Smolinski,C,64,0.13,0.27,0.39,smolibr01
Bryan Young,D,2,0.00,0.00,0.00,youngbr02
Bryce Salvador,D,64,0.02,0.16,0.17,salvabr01
Byron Ritchie,C,71,0.04,0.11,0.15,ritchby01
Cal Clutterbuck,RW,2,0.00,0.00,0.00,cluttca01
Cam Barker,D,45,0.13,0.27,0.40,barkeca01
Cam Janssen,RW,12,0.00,0.08,0.08,janssca01
Cam Ward,G,69,0.00,0.01,0.01,wardca01
Carey Price,G,41,0.00,0.05,0.05,priceca01
Carlo Colaiacovo,D,28,0.07,0.14,0.21,colaica01
Casey Borer,D,11,0.09,0.18,0.27,borerca01
Chad Kilger,LW,53,0.19,0.13,0.32,kilgech01
Chad Larose,LW,58,0.19,0.21,0.40,larosch01
Chris Beckford-Tseu,G,1,0.00,0.00,0.00,beckfch01
Chris Bourque,LW,4,0.00,0.00,0.00,bourqch01
Chris Campoli,D,46,0.09,0.30,0.39,campoch01
Chris Chelios,D,69,0.04,0.13,0.17,chelich01
Chris Clark,RW,18,0.28,0.22,0.50,clarkch01
Chris Conner,RW,22,0.14,0.09,0.23,connech01
Chris Drury,C,82,0.30,0.40,0.71,drurych01
Chris Gratton,C,60,0.17,0.18,0.35,grattch01
Chris Higgins,LW,82,0.33,0.30,0.63,higgich01
Chris Kelly,C,75,0.15,0.25,0.40,kellych01
Chris Kunitz,LW,82,0.26,0.35,0.61,kunitch01
Chris Mason,G,51,0.00,0.02,0.02,masonch02
Chris Minard,LW,15,0.07,0.07,0.13,minarch01
Chris Neil,RW,68,0.09,0.21,0.29,neilch01
Chris Osgood,G,43,0.00,0.07,0.07,osgooch01
Chris Phillips,D,81,0.06,0.16,0.22,phillch02
Chris Pronger,D,72,0.17,0.43,0.60,prongch01
Chris Simon,LW,38,0.03,0.05,0.08,simonch01
Chris Thorburn,RW,73,0.07,0.18,0.25,thorbch01
Christian Bäckman,D,63,0.05,0.24,0.29,backmch01
Christian Ehrhoff,D,77,0.01,0.27,0.29,ehrhoch01
Christoph Schubert,D,82,0.10,0.20,0.29,schubch01
Chuck Kobasew,RW,73,0.30,0.23,0.53,kobasch01
Clarke MacArthur,LW,37,0.22,0.19,0.41,macarcl01
Claude Giroux,RW,2,0.00,0.00,0.00,giroucl01
Clay Wilson,D,7,0.14,0.14,0.29,wilsocl01
Cody Bass,C,21,0.10,0.10,0.19,bassco01
Cody McCormick,C,40,0.05,0.05,0.10,mccorco01
Cody McLeod,LW,49,0.08,0.10,0.18,mcleoco01
Colby Armstrong,RW,72,0.18,0.31,0.49,armstco01
Colin Fraser,C,5,0.00,0.00,0.00,fraseco01
Colin Stuart,LW,18,0.17,0.11,0.28,stuarco01
Colin White,D,57,0.04,0.14,0.18,whiteco01
Colton Orr,RW,74,0.01,0.01,0.03,orrco01
Connor James,LW,13,0.08,0.00,0.08,jamesco01
Corey Crawford,G,5,0.00,0.00,0.00,crawfco01
Corey Locke,C,1,0.00,0.00,0.00,lockeco01
Corey Perry,RW,70,0.41,0.36,0.77,perryco01
Cory Murphy,D,47,0.04,0.32,0.36,murphco01
Cory Sarich,D,80,0.03,0.06,0.09,saricco01
Cory Stillman,LW,79,0.30,0.52,0.82,stillco01
Craig Adams,RW,75,0.05,0.09,0.15,adamscr01
Craig Anderson,G,17,0.00,0.06,0.06,andercr01
Craig Conroy,C,79,0.15,0.28,0.43,conrocr01
Craig MacDonald,C,65,0.03,0.14,0.17,macdocr01
Craig Rivet,D,74,0.07,0.41,0.47,rivetcr01
Craig Weller,RW,59,0.05,0.14,0.19,wellecr01
Cristobal Huet,G,52,0.00,0.04,0.04,huetcr01
Curtis Brown,C,33,0.15,0.12,0.27,browncu01
Curtis Glencross,LW,62,0.24,0.16,0.40,glenccu01
Curtis Joseph,G,9,0.00,0.00,0.00,josepcu01
Curtis McElhinney,G,5,0.00,0.00,0.00,mcelhcu01
Curtis Sanford,G,16,0.00,0.06,0.06,sanfocu01
D.J. King,LW,61,0.05,0.05,0.10,kingdj01
Dainius Zubrus,C,82,0.16,0.30,0.46,zubruda01
Dallas Drake,RW,65,0.05,0.05,0.09,drakeda01
Dan Boyle,D,37,0.11,0.57,0.68,boyleda01
Dan Cloutier,G,9,0.00,0.00,0.00,cloutda01
Dan Ellis,G,44,0.00,0.00,0.00,ellisda01
Dan Fritsche,C,69,0.14,0.17,0.32,fritsda01
Dan Girardi,D,82,0.12,0.22,0.34,girarda01
Dan Hamhuis,D,80,0.05,0.29,0.34,hamhuda01
Dan Hinote,RW,58,0.09,0.09,0.17,hinotda01
Dan Jancevski,D,4,0.00,0.00,0.00,janceda01
Dan LaCosta,G,1,0.00,0.00,0.00,lacosda01
Dane Byers,LW,1,0.00,0.00,0.00,byersda01
Daniel Alfredsson,RW,70,0.57,0.70,1.27,alfreda01
Daniel Brière,C,79,0.39,0.52,0.91,brierda01
Daniel Carcillo,LW,57,0.23,0.19,0.42,carcida01
Daniel Cleary,RW,63,0.32,0.35,0.67,clearda01
Daniel Paille,LW,77,0.25,0.21,0.45,paillda01
Daniel Sedin,LW,82,0.35,0.55,0.90,sedinda01
Daniel Taylor,G,1,0.00,0.00,0.00,tayloda02
Daniel Winnik,C,79,0.14,0.19,0.33,winnida01
Danny Richmond,D,7,0.00,0.00,0.00,richmda01
Dany Heatley,LW,71,0.58,0.58,1.15,heatlda01
Dany Sabourin,G,24,0.00,0.00,0.00,sabouda01
Darcy Hordichuk,LW,45,0.02,0.04,0.07,hordida01
Darcy Tucker,RW,74,0.24,0.22,0.46,tuckeda01
Darren Haydar,RW,16,0.06,0.44,0.50,haydada01
Darren Helm,C,7,0.00,0.00,0.00,helmda01
Darren McCarty,RW,3,0.00,0.33,0.33,mccarda02
Darryl Bootland,RW,4,0.00,0.25,0.25,bootlda01
Darryl Boyce,C,1,0.00,0.00,0.00,boyceda01
Darryl Sydor,D,74,0.01,0.16,0.18,sydorda01
Dave Bolland,C,39,0.10,0.33,0.44,bollada01
Dave Moss,RW,41,0.10,0.17,0.27,mossda01
David Aebischer,G,1,0.00,0.00,0.00,aebisda01
David Backes,RW,72,0.18,0.25,0.43,backeda01
David Booth,LW,73,0.30,0.25,0.55,boothda01
David Brine,C,9,0.00,0.11,0.11,brineda01
David Clarkson,RW,81,0.11,0.16,0.27,clarkda03
David Hale,D,58,0.00,0.03,0.03,haleda01
David Jones,RW,27,0.07,0.15,0.22,jonesda01
David Kočí,LW,18,0.00,0.00,0.00,kocida01
David Krejčí,C,56,0.11,0.38,0.48,krejcda01
David Legwand,C,65,0.23,0.45,0.68,legwada01
David Perron,LW,62,0.21,0.23,0.44,perroda01
David Steckel,C,67,0.07,0.10,0.18,steckda01
David Tanabe,D,18,0.06,0.11,0.17,tanabda01
David Výborný,RW,66,0.11,0.29,0.39,vyborda01
Daymond Langkow,C,80,0.38,0.44,0.81,langkda01
Dean McAmmond,LW,68,0.13,0.19,0.32,mcammde01
Denis Grebeshkov,D,71,0.04,0.21,0.25,grebede01
Denis Tolpeko,C,26,0.04,0.19,0.23,tolpede01
Dennis Seidenberg,D,47,0.00,0.32,0.32,seidede01
Dennis Wideman,D,81,0.16,0.28,0.44,widemde01
Derek Armstrong,C,77,0.10,0.35,0.45,armstde01
Derek Boogaard,LW,34,0.00,0.00,0.00,boogade01
Derek MacKenzie,C,17,0.12,0.00,0.12,mackede01
Derek Meech,D,32,0.00,0.09,0.09,meechde01
Derek Morris,D,82,0.10,0.21,0.30,morride01
Derek Roy,C,78,0.41,0.63,1.04,royde01
Derian Hatcher,D,44,0.05,0.11,0.16,hatchde01
Derick Brassard,C,17,0.06,0.06,0.12,brassde01
Devin Setoguchi,RW,44,0.25,0.14,0.39,setogde01
Dick Tärnström,D,48,0.06,0.23,0.29,tarnsdi01
Dimitri Patzold,G,3,0.00,0.00,0.00,patzodi01
Dion Phaneuf,D,82,0.21,0.52,0.73,phanedi01
Dmitri Kalinin,D,46,0.02,0.15,0.17,kalindm01
Dominic Moore,C,68,0.07,0.18,0.25,mooredo01
Dominik Hašek,G,41,0.00,0.02,0.02,hasekdo01
Donald Brashear,LW,80,0.06,0.04,0.10,brashdo01
Doug Janik,D,61,0.02,0.05,0.07,janikdo01
Doug Weight,C,67,0.15,0.22,0.37,weighdo01
Douglas Murray,D,66,0.02,0.14,0.15,murrado01
Drew Fata,D,5,0.00,0.20,0.20,fatadr01
Drew Larman,C,6,0.00,0.17,0.17,larmadr01
Drew MacIntyre,G,2,0.00,0.00,0.00,macindr01
Drew Miller,LW,26,0.08,0.12,0.19,milledr01
Drew Stafford,RW,64,0.25,0.34,0.59,staffdr01
Duncan Keith,D,82,0.15,0.24,0.39,keithdu01
Dustin Boyd,C,48,0.15,0.10,0.25,boyddu01
Dustin Brown,RW,78,0.42,0.35,0.77,browndu01
Dustin Byfuglien,D,67,0.28,0.25,0.54,byfugdu01
Dustin Penner,LW,82,0.28,0.29,0.57,pennedu01
Duvie Westcott,D,23,0.04,0.13,0.17,westcdu01
Dwayne Roloson,G,43,0.00,0.02,0.02,rolosdw01
Ed Jovanovski,D,80,0.15,0.49,0.64,jovaned01
Enver Lisin,RW,13,0.31,0.08,0.38,lisinen01
Éric Bélanger,C,75,0.17,0.32,0.49,belaner01
Eric Boulton,LW,74,0.05,0.07,0.12,boulter01
Eric Brewer,D,77,0.01,0.27,0.29,breweer01
Eric Fehr,RW,23,0.04,0.22,0.26,fehrer01
Eric Godard,RW,74,0.01,0.01,0.03,godarer01
Eric Nystrom,LW,44,0.07,0.16,0.23,nystrer01
Éric Perrin,C,81,0.15,0.41,0.56,perrier01
Eric Staal,C,82,0.46,0.54,1.00,staaler01
Erik Christensen,C,59,0.19,0.22,0.41,chriser01
Erik Cole,RW,73,0.30,0.40,0.70,coleer01
Erik Ersberg,G,14,0.00,0.00,0.00,ersbeer01
Erik Johnson,D,69,0.07,0.41,0.48,johnser01
Ethan Moreau,LW,25,0.20,0.16,0.36,moreaet01
Evgeni Malkin,C,82,0.57,0.72,1.29,malkiev01
Evgeni Nabokov,G,77,0.00,0.03,0.03,nabokev01
Fedor Tyutin,D,82,0.06,0.18,0.24,tyutife01
Fernando Pisani,RW,56,0.23,0.16,0.39,pisanfe01
Filip Kuba,D,75,0.08,0.33,0.41,kubafi01
Francis Bouillon,D,74,0.03,0.08,0.11,bouilfr01
François Beauchemin,D,82,0.02,0.23,0.26,beaucfr01
Frans Nielsen,C,16,0.13,0.06,0.19,nielsfr01
František Kaberle,D,80,0.00,0.28,0.28,kaberfr01
Freddy Meyer,D,57,0.05,0.16,0.21,meyerfr01
Fredrik Modin,LW,23,0.26,0.26,0.52,modinfr01
Fredrik Norrena,G,37,0.00,0.03,0.03,norrefr01
Fredrik Sjöström,RW,69,0.17,0.13,0.30,sjostfr01
Gabe Gauthier,LW,3,0.00,0.00,0.00,gauthga01
Garnet Exelby,D,79,0.03,0.06,0.09,exelbga01
Garrett Stafford,D,2,0.00,0.00,0.00,staffga01
Garth Murray,C,7,0.00,0.00,0.00,murraga01
Gary Roberts,LW,38,0.08,0.32,0.39,roberga01
Geoff Platt,C,5,0.00,0.00,0.00,plattge01
Geoff Sanderson,LW,41,0.07,0.24,0.32,sandege01
George Parros,RW,69,0.01,0.06,0.07,parroge01
Georges Laraque,RW,71,0.06,0.13,0.18,laraqge01
Gilbert Brulé,C,61,0.02,0.13,0.15,brulegi01
Glen Metropolit,C,82,0.13,0.27,0.40,metrogl01
Glen Murray,RW,63,0.27,0.21,0.48,murragl01
Glen Wesley,D,78,0.01,0.09,0.10,weslegl01
Greg de Vries,D,77,0.05,0.14,0.19,devrigr01
Greg Moore,RW,6,0.00,0.00,0.00,mooregr01
Greg Stewart,LW,1,0.00,0.00,0.00,stewagr01
Greg Zanon,D,78,0.00,0.06,0.06,zanongr01
Gregory Campbell,C,81,0.06,0.16,0.22,campbgr01
Guillaume Latendresse,RW,73,0.22,0.15,0.37,latengu01
Hal Gill,D,81,0.04,0.26,0.30,gillha01
Hannu Toivonen,G,23,0.00,0.00,0.00,toivoha01
Henrik Lundqvist,G,72,0.00,0.00,0.00,lundqhe01
Henrik Sedin,C,82,0.18,0.74,0.93,sedinhe01
Henrik Tallinder,D,71,0.01,0.24,0.25,tallihe01
Henrik Zetterberg,LW,75,0.57,0.65,1.23,zettehe01
Ian Laperrière,RW,70,0.06,0.21,0.27,laperia01
Ian White,D,81,0.06,0.20,0.26,whiteia01
Ilya Bryzgalov,G,64,0.00,0.00,0.00,bryzgil01
Ilya Kovalchuk,LW,79,0.66,0.44,1.10,kovalil01
Ilya Zubov,C,1,0.00,0.00,0.00,zubovil01
Ivan Baranka,D,1,0.00,1.00,1.00,baraniv01
J.P. Dumont,RW,80,0.36,0.54,0.90,dumonjp01
Jack Hillen,D,2,0.00,0.50,0.50,hilleja01
Jack Johnson,D,74,0.04,0.11,0.15,johnsja02
Jack Skille,RW,16,0.19,0.13,0.31,skillja01
Jake Dowell,C,19,0.11,0.05,0.16,dowelja01
Jamal Mayers,RW,80,0.15,0.19,0.34,mayerja01
James Sheppard,C,78,0.05,0.19,0.24,sheppja01
James Wisniewski,D,68,0.10,0.28,0.38,wisnija01
Jamie Langenbrunner,RW,64,0.20,0.44,0.64,langeja01
Jan Hejda,D,81,0.00,0.16,0.16,hejdaja01
Jan Hlaváč,LW,80,0.15,0.29,0.44,hlavaja01
Jannik Hansen,RW,5,0.00,0.00,0.00,hanseja01
Jared Boll,RW,75,0.07,0.07,0.13,bollja01
Jarkko Ruutu,LW,71,0.08,0.14,0.23,ruutuja01
Jarome Iginla,RW,82,0.61,0.59,1.20,iginlja01
Jaromír Jágr,RW,82,0.30,0.56,0.87,jagrja01
Jaroslav Halák,G,6,0.00,0.00,0.00,halakja01
Jaroslav Hlinka,LW,63,0.13,0.32,0.44,hlinkja01
Jaroslav Modrý,D,80,0.01,0.10,0.11,modryja01
Jaroslav Špaček,D,60,0.15,0.38,0.53,spaceja01
Jarret Stoll,C,81,0.17,0.27,0.44,stollja01
Jason Arnott,C,79,0.35,0.56,0.91,arnotja01
Jason Blake,LW,82,0.18,0.45,0.63,blakeja01
Jason Chimera,LW,81,0.17,0.21,0.38,chimeja01
Jason Jaffray,RW,19,0.11,0.21,0.32,jaffrja01
Jason King,RW,4,0.00,0.00,0.00,kingja01
Jason LaBarbera,G,45,0.00,0.00,0.00,labarja01
Jason Pominville,RW,82,0.33,0.65,0.98,pominja01
Jason Smith,D,77,0.01,0.12,0.13,smithja01
Jason Spezza,C,76,0.45,0.76,1.21,spezzja01
Jason Strudwick,D,52,0.02,0.02,0.04,strudja01
Jason Ward,RW,79,0.10,0.08,0.18,wardja01
Jason Williams,RW,43,0.30,0.53,0.84,willija01
Jassen Cullimore,D,65,0.05,0.15,0.20,cullija01
Jay Bouwmeester,D,82,0.18,0.27,0.45,bouwmja01
Jay Leach,D,2,0.00,0.00,0.00,leachja02
Jay McClement,C,81,0.11,0.16,0.27,mccleja01
Jay McKee,D,66,0.03,0.11,0.14,mckeeja01
Jay Pandolfo,LW,54,0.22,0.22,0.44,pandoja01
Jean-François Jacques,LW,9,0.00,0.00,0.00,jacquje01
Jean-Sébastien Aubin,G,19,0.00,0.00,0.00,aubinje01
Jean-Sébastien Giguère,G,58,0.00,0.00,0.00,gigueje01
Jed Ortmeyer,RW,51,0.08,0.08,0.16,ortmeje01
Jeff Carter,C,82,0.35,0.29,0.65,carteje01
Jeff Cowan,LW,46,0.00,0.02,0.02,cowanje01
Jeff Finger,D,72,0.11,0.15,0.26,fingeje01
Jeff Giuliano,LW,53,0.00,0.11,0.11,giulije01
Jeff Halpern,C,83,0.24,0.27,0.51,halpeje01
Jeff Hamilton,RW,58,0.16,0.26,0.41,hamilje01
Jeff Hoggan,RW,1,0.00,0.00,0.00,hoggaje01
Jeff Schultz,D,72,0.07,0.18,0.25,schulje02
Jeff Taffe,LW,45,0.11,0.16,0.27,taffeje01
Jeff Tambellini,LW,31,0.03,0.10,0.13,tambeje01
Jeff Woywitka,D,27,0.07,0.22,0.30,woywije01
Jere Lehtinen,RW,48,0.31,0.46,0.77,lehtije01
Jeremy Colliton,C,16,0.00,0.00,0.00,collije01
Jeremy Reich,LW,58,0.03,0.03,0.07,reichje01
Jeremy Roenick,C,69,0.20,0.28,0.48,roenije01
Jeremy Williams,RW,18,0.11,0.00,0.11,willije01
Jerred Smithson,C,81,0.09,0.11,0.20,smithje01
Jesse Boulerice,RW,5,0.00,0.00,0.00,bouleje01
Jesse Winchester,C,1,0.00,0.00,0.00,winchje01
Jim Dowd,C,73,0.07,0.07,0.14,dowdji01
Jim Slater,C,69,0.12,0.07,0.19,slateji01
Jim Vandermeer,D,75,0.04,0.19,0.23,vandeji01
Jimmy Howard,G,4,0.00,0.00,0.00,howarja02
Jiří Hudler,RW,81,0.16,0.36,0.52,hudleji01
Jiří Novotný,C,65,0.12,0.22,0.34,novotji01
Jiří Tlustý,C,58,0.17,0.10,0.28,tlustji01
Joakim Lindström,C,25,0.12,0.16,0.28,lindsjo01
Jocelyn Thibault,G,12,0.00,0.00,0.00,thibajo01
Jochen Hecht,C,75,0.29,0.36,0.65,hechtjo01
Jody Shelley,LW,62,0.02,0.10,0.11,shelljo01
Joe Corvo,D,74,0.18,0.47,0.65,corvojo01
Joe DiPenta,D,23,0.04,0.17,0.22,dipenjo01
Joe Jensen,C,6,0.17,0.00,0.17,jensejo01
Joe Motzko,RW,8,0.25,0.25,0.50,motzkjo01
Joe Pavelski,C,82,0.23,0.26,0.49,paveljo01
Joe Sakic,C,44,0.30,0.61,0.91,sakicjo01
Joe Thornton,C,82,0.35,0.82,1.17,thornjo01
Joel Kwiatkowski,D,18,0.00,0.28,0.28,kwiatjo01
Joel Lundqvist,C,55,0.05,0.20,0.25,lundqjo01
Joel Perrault,C,49,0.14,0.20,0.35,perrajo01
Joey MacDonald,G,2,0.00,0.00,0.00,macdojo01
Joey Mormina,D,1,0.00,0.00,0.00,mormijo01
Joffrey Lupul,RW,56,0.36,0.46,0.82,lupuljo01
Johan Franzén,C,72,0.38,0.15,0.53,franzjo01
Johan Hedberg,G,36,0.00,0.03,0.03,hedbejo01
Johan Holmqvist,G,47,0.00,0.02,0.02,holmqjo01
John Erskine,D,51,0.04,0.14,0.18,erskijo01
John Grahame,G,17,0.00,0.06,0.06,grahajo01
John Madden,C,80,0.25,0.29,0.54,maddejo01
John Pohl,C,33,0.03,0.12,0.15,pohljo01
John Zeiler,RW,36,0.00,0.03,0.03,zeilejo01
John-Michael Liles,D,81,0.07,0.32,0.40,lilesjo01
Johnny Boychuk,D,4,0.00,0.00,0.00,boychjo01
Johnny Oduya,D,75,0.08,0.27,0.35,oduyajo01
Jon Klemm,D,22,0.00,0.00,0.00,klemmjo01
Jon Sim,LW,2,0.00,0.50,0.50,simjo01
Jonas Hiller,G,23,0.00,0.04,0.04,hillejo01
Jonathan Bernier,G,4,0.00,0.00,0.00,bernijo01
Jonathan Cheechoo,RW,69,0.33,0.20,0.54,cheecjo01
Jonathan Ericsson,D,8,0.13,0.00,0.13,ericsjo01
Jonathan Filewich,RW,5,0.00,0.00,0.00,filewjo01
Jonathan Quick,G,3,0.00,0.00,0.00,quickjo01
Jonathan Toews,C,64,0.38,0.47,0.84,toewsjo01
