Player,Position,GP,GPG,APG,PPG,PlayerID
Chris Wagner,RW,9,0.00,0.00,0.00,wagnech01
Christian Ehrhoff,D,49,0.06,0.22,0.29,ehrhoch01
Christian Folin,D,40,0.05,0.20,0.25,folinch01
Christian Thomas,LW,18,0.06,0.00,0.06,thomach01
Clarke MacArthur,LW,62,0.26,0.32,0.58,macarcl01
Claude Giroux,C,81,0.31,0.59,0.90,giroucl01
Clayton Stoner,D,69,0.01,0.10,0.12,stonecl01
Cody Ceci,D,81,0.06,0.20,0.26,cecico01
Cody Eakin,C,78,0.24,0.27,0.51,eakinco01
Cody Franson,D,78,0.09,0.37,0.46,fransco01
Cody Goloubef,D,36,0.00,0.25,0.25,golouco01
Cody Hodgson,C,78,0.08,0.09,0.17,hodgsco01
Cody McCormick,C,33,0.03,0.09,0.12,mccorco01
Cody McLeod,LW,82,0.09,0.06,0.15,mcleoco01
Colby Robak,D,12,0.00,0.08,0.08,robakco01
Colin Fraser,C,1,0.00,0.00,0.00,fraseco01
Colin Greening,LW,26,0.04,0.00,0.04,greenco01
Colin McDonald,RW,18,0.11,0.33,0.44,mcdonco01
Colin Smith,C,1,0.00,0.00,0.00,smithco01
Colin Wilson,C,77,0.26,0.29,0.55,wilsoco01
Colton Orr,RW,1,0.00,0.00,0.00,orrco01
Colton Sceviour,C,71,0.13,0.24,0.37,scevico01
Connor Murphy,D,73,0.05,0.04,0.10,murphco02
Conor Allen,D,4,0.00,0.00,0.00,allenco01
Corban Knight,C,2,0.00,0.00,0.00,knighco01
Corey Crawford,G,57,0.00,0.02,0.02,crawfco01
Corey Perry,RW,67,0.49,0.33,0.82,perryco01
Corey Potter,D,6,0.00,0.00,0.00,potteco01
Corey Tropp,RW,61,0.02,0.11,0.13,troppco01
Cory Conacher,C,15,0.07,0.13,0.20,conacco01
Cory Schneider,G,69,0.00,0.03,0.03,schneco01
Craig Adams,RW,70,0.01,0.09,0.10,adamscr01
Craig Anderson,G,35,0.00,0.00,0.00,andercr01
Craig Cunningham,RW,51,0.06,0.08,0.14,cunnicr01
Craig Smith,C,82,0.28,0.26,0.54,smithcr01
Curtis Glencross,LW,71,0.18,0.31,0.49,glenccu01
Curtis Hamilton,LW,1,0.00,0.00,0.00,hamilcu01
Curtis Lazar,C,67,0.09,0.13,0.22,lazarcu01
Curtis McElhinney,G,32,0.00,0.00,0.00,mcelhcu01
Curtis McKenzie,LW,36,0.11,0.03,0.14,mckencu01
Dainius Zubrus,C,74,0.05,0.08,0.14,zubruda01
Dale Weise,RW,79,0.13,0.24,0.37,weiseda01
Dalton Prout,D,63,0.00,0.13,0.13,proutda01
Damien Brunner,C,17,0.12,0.29,0.41,brunnda01
Damon Severson,D,51,0.10,0.24,0.33,severda01
Dan Boyle,D,65,0.14,0.17,0.31,boyleda01
Dan Ellis,G,8,0.00,0.00,0.00,ellisda01
Dan Girardi,D,82,0.05,0.20,0.24,girarda01
Dan Hamhuis,D,59,0.02,0.37,0.39,hamhuda01
Dana Tyrell,C,3,0.00,0.00,0.00,tyrelda01
Daniel Brière,C,57,0.14,0.07,0.21,brierda01
Daniel Carcillo,LW,39,0.10,0.10,0.21,carcida01
Daniel Cleary,RW,17,0.06,0.06,0.12,clearda01
Daniel Paille,LW,71,0.08,0.10,0.18,paillda01
Daniel Sedin,LW,82,0.24,0.68,0.93,sedinda01
Daniel Winnik,C,79,0.11,0.32,0.43,winnida01
Daniil Tarasov,RW,5,0.00,0.20,0.20,tarasda01
Danny Biega,D,10,0.00,0.20,0.20,biegada01
Danny DeKeyser,D,80,0.03,0.36,0.39,dekeyda01
Dany Heatley,LW,6,0.00,0.00,0.00,heatlda01
Darcy Kuemper,G,31,0.00,0.00,0.00,kuempda01
Darnell Nurse,D,2,0.00,0.00,0.00,nurseda01
Darren Helm,C,75,0.20,0.24,0.44,helmda01
Dave Bolland,C,53,0.11,0.32,0.43,bollada01
Dave Moss,RW,60,0.07,0.13,0.20,mossda01
David Backes,C,80,0.33,0.40,0.73,backeda01
David Booth,LW,59,0.12,0.10,0.22,boothda01
David Clarkson,RW,61,0.16,0.08,0.25,clarkda03
David Desharnais,C,82,0.17,0.41,0.59,deshada01
David Jones,RW,67,0.21,0.24,0.45,jonesda01
David Krejčí,C,47,0.15,0.51,0.66,krejcda01
David Legwand,C,80,0.11,0.23,0.34,legwada01
David Musil,D,4,0.00,0.50,0.50,musilda01
David Pastrňák,RW,46,0.22,0.37,0.59,pastrda01
David Perron,LW,81,0.21,0.30,0.51,perroda01
David Rundblad,D,49,0.06,0.22,0.29,rundbda01
David Savard,D,82,0.13,0.30,0.44,savarda01
David Schlemko,D,44,0.02,0.07,0.09,schleda01
David Van Der Gulik,LW,1,0.00,0.00,0.00,vandeda01
David Warsofsky,D,4,0.00,0.25,0.25,warsoda01
David Wolf,LW,3,0.00,0.00,0.00,wolfda01
Dennis Everberg,RW,55,0.05,0.16,0.22,everbde01
Dennis Seidenberg,D,82,0.04,0.13,0.17,seidede01
Dennis Wideman,D,80,0.19,0.51,0.70,widemde01
Derek Dorsett,RW,79,0.09,0.23,0.32,dorsede01
Derek MacKenzie,C,82,0.06,0.07,0.13,mackede01
Derek Roy,C,72,0.17,0.28,0.44,royde01
Derek Stepan,C,68,0.24,0.57,0.81,stepade01
Derick Brassard,C,80,0.24,0.51,0.75,brassde01
Derrick Pouliot,D,34,0.06,0.15,0.21,poulide01
Deryk Engelland,D,76,0.03,0.12,0.14,engelde01
Devan Dubnyk,G,58,0.00,0.03,0.03,dubnyde01
Devante Smith-Pelly,RW,74,0.08,0.19,0.27,smithde06
Devin Setoguchi,RW,12,0.00,0.00,0.00,setogde01
Dion Phaneuf,D,70,0.04,0.37,0.41,phanedi01
Dmitrij Jaškin,RW,54,0.24,0.09,0.33,jaskidm01
Dmitry Kulikov,D,73,0.04,0.26,0.30,kulikdm01
Dominic Moore,C,82,0.12,0.21,0.33,mooredo01
Dominik Uher,C,2,0.00,0.00,0.00,uherdo01
Dougie Hamilton,D,72,0.14,0.44,0.58,hamildo01
Drayson Bowman,LW,3,0.00,0.00,0.00,bowmadr01
Drew Doughty,D,82,0.09,0.48,0.56,doughdr01
Drew Miller,LW,82,0.06,0.10,0.16,milledr01
Drew Shore,C,11,0.09,0.18,0.27,shoredr01
Drew Stafford,RW,76,0.24,0.33,0.57,staffdr01
Duncan Keith,D,80,0.13,0.44,0.56,keithdu01
Duncan Siemens,D,1,0.00,0.00,0.00,siemedu01
Dustin Brown,RW,82,0.13,0.20,0.33,browndu01
Dustin Byfuglien,D,69,0.26,0.39,0.65,byfugdu01
Dustin Tokarski,G,17,0.00,0.06,0.06,tokardu01
Dwight King,LW,81,0.16,0.16,0.32,kingdw01
Dylan McIlrath,D,1,0.00,0.00,0.00,mcilrdy01
Dylan Olsen,D,44,0.05,0.14,0.18,olsendy01
Dylan Reese,D,1,0.00,0.00,0.00,reesedy01
Eddie Läck,G,41,0.00,0.00,0.00,lacked01
Elias Lindholm,C,81,0.21,0.27,0.48,lindhel01
Emerson Etem,LW,45,0.11,0.11,0.22,etemem01
Emile Poirier,RW,6,0.00,0.17,0.17,poiriem01
Eriah Hayes,RW,4,0.00,0.00,0.00,hayeser01
Eric Boulton,LW,10,0.20,0.00,0.20,boulter01
Eric Brewer,D,44,0.07,0.18,0.25,breweer01
Eric Fehr,RW,75,0.25,0.19,0.44,fehrer01
Éric Gélinas,D,61,0.10,0.21,0.31,geliner01
Eric Gryba,D,75,0.00,0.16,0.16,grybaer01
Eric Nystrom,LW,60,0.12,0.08,0.20,nystrer01
Eric O'Dell,C,11,0.00,0.09,0.09,odeller01
Eric Staal,C,77,0.30,0.40,0.70,staaler01
Eric Tangradi,LW,7,0.00,0.00,0.00,tangrer01
Erik Cole,LW,68,0.31,0.26,0.57,coleer01
Erik Condra,RW,68,0.13,0.21,0.34,condrer01
Erik Gudbranson,D,76,0.05,0.12,0.17,gudbrer01
Erik Haula,C,72,0.10,0.10,0.19,haulaer01
Erik Johnson,D,47,0.26,0.23,0.49,johnser01
Erik Karlsson,D,82,0.26,0.55,0.80,karlser01
Evander Kane,LW,37,0.27,0.32,0.59,kaneev01
Evgeni Malkin,C,69,0.41,0.61,1.01,malkiev01
Evgeni Nabokov,G,11,0.00,0.09,0.09,nabokev01
Evgeny Kuznetsov,C,80,0.14,0.33,0.46,kuzneev01
Fedor Tyutin,D,67,0.04,0.18,0.22,tyutife01
Filip Forsberg,C,82,0.32,0.45,0.77,forsbfi01
François Beauchemin,D,64,0.17,0.19,0.36,beaucfr01
Frank Corrado,D,10,0.10,0.00,0.10,corrafr01
Frans Nielsen,C,78,0.18,0.37,0.55,nielsfr01
Freddie Hamilton,C,18,0.06,0.00,0.06,hamilfr01
Frédéric St. Denis,D,4,0.00,0.25,0.25,stdenfr01
Frederik Andersen,G,54,0.00,0.06,0.06,anderfr01
Gabriel Bourque,LW,69,0.04,0.14,0.19,bourqga01
Gabriel Dumont,C,3,0.00,0.00,0.00,dumonga01
Gabriel Landeskog,LW,82,0.28,0.44,0.72,landega01
Garrett Wilson,LW,2,0.00,0.00,0.00,wilsoga01
Grant Clitsome,D,24,0.00,0.17,0.17,clitsgr01
Greg McKegg,C,3,0.00,0.00,0.00,mckeggr01
Greg Pateryn,D,17,0.00,0.00,0.00,patergr01
Gregory Campbell,C,70,0.09,0.09,0.17,campbgr01
Griffin Reinhart,D,8,0.00,0.13,0.13,reinhgr01
Gustav Nyquist,C,82,0.33,0.33,0.66,nyquigu01
Hampus Lindholm,D,78,0.09,0.35,0.44,lindhha01
Harry Zolnierczyk,LW,2,0.00,0.00,0.00,zolniha01
Henrik Lundqvist,G,46,0.00,0.02,0.02,lundqhe01
Henrik Samuelsson,C,3,0.00,0.00,0.00,samuehe01
Henrik Sedin,C,82,0.22,0.67,0.89,sedinhe01
Henrik Zetterberg,C,77,0.22,0.64,0.86,zettehe01
Ian Cole,D,74,0.07,0.16,0.23,coleia01
Iiro Pakarinen,RW,17,0.06,0.12,0.18,pakarii01
Ilya Bryzgalov,G,8,0.00,0.25,0.25,bryzgil01
J.T. Brown,RW,52,0.06,0.12,0.17,brownjt01
J.T. Miller,C,58,0.17,0.22,0.40,millejt01
Jack Hillen,D,38,0.00,0.13,0.13,hilleja01
Jack Johnson,D,79,0.10,0.41,0.51,johnsja02
Jack Skille,RW,45,0.13,0.04,0.18,skillja01
Jacob de La Rose,LW,33,0.12,0.06,0.18,delarja01
Jacob Josefson,C,62,0.10,0.08,0.18,josefja01
Jacob Markström,G,3,0.00,0.00,0.00,marksja02
Jacob Trouba,D,65,0.11,0.23,0.34,troubja01
Jaden Schwartz,LW,75,0.37,0.47,0.84,schwaja01
Jake Allen,G,37,0.00,0.05,0.05,allenja01
Jake Gardiner,D,79,0.05,0.25,0.30,gardija01
Jake McCabe,D,2,0.00,0.00,0.00,mccabja01
Jake Muzzin,D,76,0.13,0.41,0.54,muzzija01
Jakob Silfverberg,RW,81,0.16,0.32,0.48,silfvja01
Jakub Kindl,D,35,0.14,0.23,0.37,kindlja01
Jakub Voráček,RW,82,0.27,0.72,0.99,voracja01
James Neal,LW,67,0.34,0.21,0.55,nealja01
James Reimer,G,35,0.00,0.00,0.00,reimeja01
James Sheppard,C,71,0.10,0.15,0.25,sheppja01
James van Riemsdyk,LW,82,0.33,0.35,0.68,vanrija01
James Wisniewski,D,69,0.12,0.38,0.49,wisnija01
Jamie Benn,LW,82,0.43,0.63,1.06,bennja01
Jamie McBain,D,26,0.12,0.23,0.35,mcbaija02
Jamie McGinn,LW,19,0.21,0.11,0.32,mcginja01
Jamie Oleksiak,D,36,0.03,0.19,0.22,oleksja01
Jan Hejda,D,81,0.01,0.15,0.16,hejdaja01
Jannik Hansen,RW,81,0.20,0.21,0.41,hanseja01
Jared Boll,RW,72,0.01,0.06,0.07,bollja01
Jared Cowen,D,54,0.06,0.11,0.17,cowenja01
Jared Spurgeon,D,66,0.14,0.24,0.38,spurgja01
Jarome Iginla,RW,82,0.35,0.37,0.72,iginlja01
Jaromír Jágr,RW,77,0.22,0.39,0.61,jagrja01
Jaroslav Halák,G,59,0.00,0.02,0.02,halakja01
Jarred Tinordi,D,13,0.00,0.15,0.15,tinorja01
Jarret Stoll,C,73,0.08,0.15,0.23,stollja01
Jason Akeson,RW,13,0.00,0.00,0.00,akesoja01
Jason Chimera,LW,77,0.09,0.16,0.25,chimeja01
Jason Demers,D,81,0.06,0.25,0.31,demerja01
Jason Garrison,D,70,0.06,0.37,0.43,garrija01
Jason LaBarbera,G,5,0.00,0.00,0.00,labarja01
Jason Pominville,RW,82,0.22,0.44,0.66,pominja01
Jason Spezza,C,82,0.21,0.55,0.76,spezzja01
Jason Zucker,LW,51,0.41,0.10,0.51,zuckeja01
Jay Beagle,RW,62,0.16,0.16,0.32,beaglja01
Jay Bouwmeester,D,72,0.03,0.15,0.18,bouwmja01
Jay Harrison,D,55,0.05,0.11,0.16,harrija01
Jay McClement,C,82,0.09,0.17,0.26,mccleja01
Jayson Megna,C,12,0.00,0.08,0.08,megnaja01
Jean-Gabriel Pageau,C,50,0.20,0.18,0.38,pageaje01
Jeff Carter,C,82,0.34,0.41,0.76,carteje01
Jeff Petry,D,78,0.09,0.19,0.28,petryje01
Jeff Schultz,D,9,0.00,0.11,0.11,schulje02
Jeff Skinner,LW,77,0.23,0.17,0.40,skinnje01
Jeff Zatkoff,G,1,0.00,0.00,0.00,zatkoje01
Jeremy Morin,RW,43,0.05,0.09,0.14,morinje01
Jerry D'Amigo,RW,9,0.00,0.00,0.00,damigje01
Jesper Fast,RW,58,0.10,0.14,0.24,fastje01
Jesse Blacker,D,1,0.00,0.00,0.00,blackje01
Jesse Joensuu,LW,20,0.10,0.10,0.20,joensje01
Jhonas Enroth,G,50,0.00,0.00,0.00,enrotjh01
Jim Slater,C,82,0.06,0.10,0.16,slateji01
Jimmy Hayes,RW,72,0.26,0.22,0.49,hayesji01
Jimmy Howard,G,53,0.00,0.02,0.02,howarja02
Jiří Hudler,C,78,0.40,0.58,0.97,hudleji01
Jiří Sekáč,LW,69,0.13,0.20,0.33,sekacji01
Jiří Tlustý,LW,72,0.19,0.24,0.43,tlustji01
Joakim Andersson,C,68,0.04,0.07,0.12,anderjo03
Joakim Lindström,C,53,0.08,0.11,0.19,lindsjo01
Joakim Nordström,C,38,0.00,0.08,0.08,nordsjo02
Joe Colborne,C,64,0.13,0.31,0.44,colbojo01
Joe Pavelski,C,82,0.45,0.40,0.85,paveljo01
Joe Piskula,D,1,0.00,0.00,0.00,piskujo01
Joe Thornton,C,78,0.21,0.63,0.83,thornjo01
Joe Vitale,C,70,0.04,0.09,0.13,vitaljo01
Joe Whitney,RW,4,0.25,0.00,0.25,whitnjo01
Joel Armia,RW,1,0.00,0.00,0.00,armiajo01
Joel Ward,RW,82,0.23,0.18,0.41,wardjo02
Joey Hishon,C,13,0.08,0.08,0.15,hishojo01
Joffrey Lupul,LW,55,0.18,0.20,0.38,lupuljo01
Johan Franzén,C,33,0.21,0.45,0.67,franzjo01
Johan Larsson,LW,39,0.15,0.26,0.41,larssjo02
John Carlson,D,82,0.15,0.52,0.67,carlsjo01
John Curry,G,2,0.00,0.00,0.00,curryjo01
John Gibson,G,23,0.00,0.00,0.00,gibsojo02
John Klingberg,D,65,0.17,0.45,0.62,klingjo01
John Mitchell,C,68,0.16,0.22,0.38,mitchjo01
John Moore,D,57,0.04,0.16,0.19,moorejo01
John Ramage,D,1,0.00,0.00,0.00,ramagjo01
John Scott,LW,38,0.08,0.03,0.11,scottjo01
John Tavares,C,82,0.46,0.59,1.05,tavarjo01
John-Michael Liles,D,57,0.04,0.35,0.39,lilesjo01
Johnny Boychuk,D,72,0.13,0.36,0.49,boychjo01
