Player,Position,GP,GPG,APG,PPG,PlayerID
Andrej Sekera,D,24,0.00,0.17,0.17,sekeran01
Andrej Šustr,D,5,0.00,0.00,0.00,sustran01
Andrew Agozzino,LW,11,0.09,0.09,0.18,agozzan01
Andrew Cogliano,LW/C,78,0.08,0.14,0.22,coglian01
Andrew Copp,C,69,0.16,0.20,0.36,coppan01
Andrew Ladd,LW,26,0.12,0.31,0.42,laddan01
Andrew MacDonald,D,47,0.00,0.19,0.19,macdoan01
Andrew Mangiapane,LW,44,0.18,0.11,0.30,mangian01
Andrew Shaw,C,63,0.30,0.44,0.75,shawan01
Andy Greene,D,82,0.06,0.24,0.30,greenan01
Andy Welinski,D,26,0.04,0.12,0.15,welinan01
Anthony Beauvillier,LW,81,0.22,0.12,0.35,beauvan01
Anthony Bitetto,D,36,0.00,0.08,0.08,bitetan01
Anthony Cirelli,C,82,0.23,0.24,0.48,cirelan01
Anthony Duclair,LW,74,0.26,0.19,0.45,duclaan01
Anthony Greco,RW,1,0.00,0.00,0.00,grecoan01
Anthony Mantha,RW,67,0.37,0.34,0.72,manthan01
Anthony Peluso,RW,4,0.00,0.00,0.00,pelusan01
Anthony Richard,C,1,0.00,0.00,0.00,richaan01
Anthony Stolarz,G,18,0.00,0.00,0.00,stolaan01
Antoine Roussel,LW,65,0.14,0.34,0.48,roussan01
Anton Blidh,LW,1,0.00,0.00,0.00,blidhan01
Anton Khudobin,G,41,0.00,0.00,0.00,khudoan01
Anton Lindholm,D,2,0.00,0.00,0.00,lindhan01
Anton Strålman,D,47,0.04,0.32,0.36,stralan01
Antti Niemi,G,17,0.00,0.06,0.06,niemian02
Antti Raanta,G,12,0.00,0.08,0.08,raantan01
Antti Suomela,C,27,0.11,0.19,0.30,suomean01
Anže Kopitar,C,81,0.27,0.47,0.74,kopitan01
Artem Anisimov,C,78,0.19,0.28,0.47,anisiar01
Artemi Panarin,LW,79,0.35,0.75,1.10,panarar01
Artturi Lehkonen,LW,82,0.13,0.24,0.38,lehkoar01
Ashton Sautner,D,17,0.00,0.06,0.06,sautnas01
Austin Czarnik,C,54,0.11,0.22,0.33,czarnau01
Austin Wagner,LW,62,0.19,0.15,0.34,wagneau01
Austin Watson,LW,37,0.19,0.24,0.43,watsoau01
Auston Matthews,C,68,0.54,0.53,1.07,matthau01
Barclay Goodrow,RW,82,0.09,0.12,0.21,goodrba01
Ben Bishop,G,46,0.00,0.04,0.04,bishobe01
Ben Chiarot,D,78,0.06,0.19,0.26,chiarbe01
Ben Gleason,D,4,0.00,0.25,0.25,gleasbe01
Ben Harpur,D,51,0.02,0.08,0.10,harpube01
Ben Hutton,D,69,0.07,0.22,0.29,huttobe01
Ben Lovejoy,D,71,0.03,0.10,0.13,lovejbe01
Ben Street,C,21,0.14,0.10,0.24,streebe01
Blake Coleman,C,78,0.28,0.18,0.46,colembl01
Blake Comeau,RW,77,0.09,0.14,0.23,comeabl01
Blake Lizotte,C,1,0.00,0.00,0.00,lizotbl01
Blake Pietila,LW,19,0.00,0.05,0.05,pietibl01
Blake Wheeler,RW,82,0.24,0.87,1.11,wheelbl01
Bo Horvat,C,82,0.33,0.41,0.74,horvabo01
Bobby Ryan,LW,78,0.19,0.35,0.54,ryanbo01
Bogdan Kiselevich,D,32,0.00,0.25,0.25,kiselbo01
Boo Nieves,C,43,0.09,0.14,0.23,nievecr01
Boone Jenner,C,77,0.21,0.29,0.49,jennebo01
Brad Hunt,D,42,0.12,0.17,0.29,huntbr01
Brad Malone,C/LW,16,0.00,0.00,0.00,malonbr01
Brad Marchand,LW,79,0.46,0.81,1.27,marchbr03
Brad Richardson,C,66,0.29,0.12,0.41,richabr02
Braden Holtby,G,59,0.00,0.03,0.03,holtbbr01
Brady Keeper,D,1,0.00,0.00,0.00,keepebr01
Brady Skjei,D,78,0.10,0.22,0.32,skjeibr01
Brady Tkachuk,LW,71,0.31,0.32,0.63,tkachbr01
Brandon Carlo,D,72,0.03,0.11,0.14,carlobr01
Brandon Davidson,D,10,0.00,0.10,0.10,davidbr01
Brandon Dubinsky,C,61,0.10,0.13,0.23,dubinbr01
Brandon Gignac,C,1,0.00,0.00,0.00,gignabr01
Brandon Manning,D,39,0.05,0.05,0.10,mannibr01
Brandon Montour,D,82,0.10,0.33,0.43,montobr01
Brandon Pirri,C,31,0.39,0.19,0.58,pirribr01
Brandon Saad,LW,80,0.29,0.30,0.59,saadbr01
Brandon Sutter,C/RW,26,0.15,0.08,0.23,suttebr03
Brandon Tanev,LW,80,0.18,0.19,0.36,tanevbr01
Brayden McNabb,D,81,0.05,0.15,0.20,mcnabbr01
Brayden Point,C,79,0.52,0.65,1.16,pointbr01
Brayden Schenn,C,72,0.24,0.51,0.75,schenbr01
Braydon Coburn,D,74,0.05,0.26,0.31,coburbr01
Brendan Gallagher,RW,82,0.40,0.23,0.63,gallabr01
Brendan Gaunce,C,3,0.33,0.67,1.00,gauncbr01
Brendan Guhle,D,8,0.00,0.13,0.13,guhlebr01
Brendan Leipsic,LW,62,0.11,0.26,0.37,leipsbr01
Brendan Lemieux,LW,63,0.19,0.08,0.27,lemiebr01
Brendan Perlini,LW,68,0.21,0.10,0.31,perlibr01
Brendan Smith,D,63,0.06,0.14,0.21,smithbr05
Brenden Dillon,D,82,0.01,0.26,0.27,dillobr01
Brent Burns,D/RW,82,0.20,0.82,1.01,burnsbr01
Brent Seabrook,D,78,0.06,0.29,0.36,seabrbr01
Brett Connolly,RW,81,0.27,0.30,0.57,connobr01
Brett Howden,C,66,0.09,0.26,0.35,howdebr01
Brett Kulak,D,57,0.11,0.19,0.30,kulakbr01
Brett Pesce,D,73,0.10,0.30,0.40,pescebr01
Brett Ritchie,RW,53,0.08,0.04,0.11,ritchbr01
Brett Seney,LW,51,0.10,0.16,0.25,seneybr01
Brian Boyle,C,73,0.25,0.08,0.33,boylebr01
Brian Dumoulin,D,76,0.04,0.26,0.30,dumoubr01
Brian Elliott,G,26,0.00,0.04,0.04,elliobr01
Brian Gibbons,C,64,0.13,0.17,0.30,gibbobr02
Brian Lashoff,D,4,0.00,0.25,0.25,lashobr01
Brock Boeser,RW,69,0.38,0.43,0.81,boesebr01
Brock McGinn,LW,82,0.12,0.20,0.32,mcginbr01
Brock Nelson,C,82,0.30,0.34,0.65,nelsobr01
Brogan Rafferty,D,2,0.00,0.00,0.00,raffebr01
Brooks Orpik,D,53,0.04,0.13,0.17,orpikbr01
Bryan Little,RW,82,0.18,0.32,0.50,littlbr01
Bryan Rust,RW,72,0.25,0.24,0.49,rustbr01
C.J. Smith,LW,11,0.18,0.00,0.18,smithcj01
Cal Clutterbuck,RW,73,0.11,0.21,0.32,cluttca01
Caleb Jones,D,17,0.06,0.29,0.35,jonesca01
Calle Järnkrok,C,79,0.13,0.20,0.33,jarnkca01
Calle Rosén,D,4,0.25,0.00,0.25,rosenca01
Calvin de Haan,D,74,0.01,0.18,0.19,dehaaca01
Calvin Petersen,G,11,0.00,0.00,0.00,peterca01
Calvin Pickard,G,17,0.00,0.00,0.00,pickaca01
Cam Atkinson,RW,80,0.51,0.35,0.86,atkinca01
Cam Fowler,D,59,0.08,0.31,0.39,fowleca01
Cam Talbot,G,35,0.00,0.03,0.03,talboca01
Cam Ward,G,33,0.00,0.03,0.03,wardca01
Cameron Gaunce,D,2,0.00,0.00,0.00,gauncca01
Cameron Schilling,D,4,0.00,0.25,0.25,schilca01
Carey Price,G,66,0.00,0.02,0.02,priceca01
Carl Dahlström,D,38,0.00,0.16,0.16,dahlsca01
Carl Grundström,RW,15,0.33,0.07,0.40,grundca01
Carl Gunnarsson,D,25,0.12,0.16,0.28,gunnaca01
Carl Hagelin,LW,58,0.09,0.24,0.33,hagelca01
Carl Söderberg,C,82,0.28,0.32,0.60,soderca01
Carter Hart,G,31,0.00,0.00,0.00,hartca01
Carter Hutton,G,50,0.00,0.02,0.02,huttoca01
Carter Rowney,RW,62,0.11,0.21,0.32,rowneca01
Casey Cizikas,C,73,0.27,0.18,0.45,cizikca01
Casey DeSmith,G,36,0.00,0.00,0.00,desmica01
Casey Mittelstadt,C,77,0.16,0.17,0.32,mitteca01
Casey Nelson,D,38,0.03,0.13,0.16,nelsoca01
Cédric Paquette,C,80,0.16,0.05,0.21,paquece01
Chad Johnson,G,19,0.00,0.00,0.00,johnsch02
Chad Ruhwedel,D,18,0.06,0.06,0.11,ruhwech01
Chandler Stephenson,C,64,0.08,0.09,0.17,stephch02
Charles Hudon,LW,32,0.09,0.06,0.16,hudonch01
Charlie Coyle,C/RW,81,0.15,0.27,0.42,coylech01
Charlie Lindgren,G,1,0.00,0.00,0.00,lindgch01
Charlie McAvoy,D,54,0.13,0.39,0.52,mcavoch01
Chase De Leo,C,1,0.00,0.00,0.00,deleoch01
Chris Butler,D,13,0.08,0.08,0.15,butlech01
Chris Kreider,C,79,0.35,0.30,0.66,kreidch01
Chris Kunitz,LW,56,0.09,0.09,0.18,kunitch01
Chris Tanev,D,55,0.04,0.18,0.22,tanevch01
Chris Thorburn,RW,1,0.00,0.00,0.00,thorbch01
Chris Tierney,C,81,0.11,0.48,0.59,tiernch01
Chris Wagner,C,76,0.16,0.09,0.25,wagnech01
Chris Wideman,D,25,0.08,0.20,0.28,widemch01
Christian Djoos,D,45,0.02,0.20,0.22,djoosch01
Christian Dvorak,C,20,0.10,0.25,0.35,dvorach01
Christian Fischer,RW,71,0.15,0.10,0.25,fischch01
Christian Folin,D,45,0.00,0.13,0.13,folinch01
Christián Jaroš,D,61,0.02,0.15,0.16,jarosch01
Christian Wolanin,D,30,0.13,0.27,0.40,wolanch01
Christoffer Ehn,C,60,0.05,0.10,0.15,ehnch01
Christopher Gibson,G,2,0.00,0.00,0.00,gibsoch01
Clark Bishop,C,20,0.05,0.10,0.15,bishocl01
Claude Giroux,LW,82,0.27,0.77,1.04,giroucl01
Clayton Keller,C,82,0.17,0.40,0.57,kellecl01
Cody Ceci,D,74,0.09,0.26,0.35,cecico01
Cody Eakin,C,78,0.28,0.24,0.53,eakinco01
Cody Goloubef,D,5,0.00,0.00,0.00,golouco01
Cody McLeod,LW,38,0.03,0.00,0.03,mcleoco01
Colby Cave,C,53,0.06,0.09,0.15,caveco01
Colin Blackwell,C,6,0.00,0.00,0.00,blackco01
Colin Miller,D,65,0.05,0.40,0.45,milleco02
Colin White,C,71,0.20,0.38,0.58,whiteco02
Colin Wilson,C,65,0.18,0.23,0.42,wilsoco01
Collin Delia,G,16,0.00,0.00,0.00,deliaco01
Colton Parayko,D,80,0.13,0.23,0.35,parayco01
Colton Sceviour,C/RW,59,0.08,0.17,0.25,scevico01
Colton Sissons,C,75,0.20,0.20,0.40,sissoco01
Colton White,D,3,0.00,0.00,0.00,whiteco03
Connor Brickley,C,14,0.07,0.21,0.29,brickco01
Connor Brown,RW,82,0.10,0.26,0.35,brownco02
Connor Carrick,D,34,0.06,0.26,0.32,carrico01
Connor Clifton,D,19,0.00,0.05,0.05,cliftco01
Connor Hellebuyck,G,63,0.00,0.05,0.05,helleco01
Connor McDavid,C,78,0.53,0.96,1.49,mcdavco01
Connor Murphy,D,52,0.10,0.15,0.25,murphco02
Conor Garland,RW,47,0.28,0.11,0.38,garlaco01
Conor Sheary,LW,78,0.18,0.26,0.44,shearco01
Cooper Marody,C,6,0.00,0.00,0.00,marodco01
Corban Knight,C,23,0.04,0.13,0.17,knighco01
Corey Crawford,G,39,0.00,0.10,0.10,crawfco01
Corey Perry,RW,31,0.19,0.13,0.32,perryco01
Cory Conacher,LW,1,0.00,0.00,0.00,conacco01
Cory Schneider,G,26,0.00,0.00,0.00,schneco01
Craig Anderson,G,50,0.00,0.04,0.04,andercr01
Craig Smith,C,76,0.28,0.22,0.50,smithcr01
Curtis Lazar,C/RW,1,0.00,0.00,0.00,lazarcu01
Curtis McElhinney,G,33,0.00,0.00,0.00,mcelhcu01
Dakota Mermis,D,1,0.00,0.00,0.00,mermida01
Dale Weise,RW,51,0.10,0.12,0.22,weiseda01
Dalton Prout,D,20,0.05,0.05,0.10,proutda01
Damon Severson,D,82,0.13,0.34,0.48,severda01
Dan Girardi,D,62,0.06,0.19,0.26,girarda01
Dan Hamhuis,D,57,0.00,0.09,0.09,hamhuda01
Danick Martel,LW,9,0.00,0.22,0.22,marteda01
Daniel Brickley,D,4,0.00,0.25,0.25,brickda01
Daniel Carr,LW,6,0.17,0.00,0.17,carrda01
Daniel Sprong,RW,63,0.22,0.14,0.37,spronda01
Danny DeKeyser,D,52,0.10,0.29,0.38,dekeyda01
Danny O'Regan,C,1,0.00,0.00,0.00,oregada01
Dante Fabbro,D,4,0.25,0.00,0.25,fabbrda01
Danton Heinen,C/LW,77,0.14,0.30,0.44,heineda01
Darcy Kuemper,G,55,0.00,0.04,0.04,kuempda01
Darnell Nurse,D,82,0.12,0.38,0.50,nurseda01
Darren Archibald,RW,12,0.08,0.08,0.17,archida02
Darren Helm,C/LW,61,0.11,0.16,0.28,helmda01
David Backes,C,70,0.10,0.19,0.29,backeda01
David Kämpf,C,63,0.06,0.24,0.30,kampfda01
David Krejčí,C,81,0.25,0.65,0.90,krejcda01
David Pastrňák,RW,66,0.58,0.65,1.23,pastrda01
David Perron,LW,57,0.40,0.40,0.81,perroda01
David Rittich,G,45,0.00,0.00,0.00,rittida01
David Savard,D,82,0.10,0.20,0.29,savarda01
David Schlemko,D,18,0.00,0.11,0.11,schleda01
Dean Kukan,D,25,0.00,0.20,0.20,kukande01
Denis Gurianov,RW,21,0.05,0.14,0.19,guriade01
Denis Malgin,C,50,0.14,0.18,0.32,malgide01
Dennis Cholowski,D,52,0.13,0.17,0.31,cholode01
Dennis Gilbert,D,1,0.00,0.00,0.00,gilbede01
Derek Forbort,D,81,0.02,0.15,0.17,forbode01
Derek Grant,C,56,0.07,0.18,0.25,grantde01
Derek MacKenzie,C,1,0.00,0.00,0.00,mackede01
Derek Ryan,C,81,0.16,0.31,0.47,ryande01
Derek Stepan,C,72,0.21,0.28,0.49,stepade01
Derick Brassard,C,70,0.20,0.13,0.33,brassde01
Derrick Pouliot,D,62,0.05,0.15,0.19,poulide01
Deryk Engelland,D,74,0.03,0.14,0.16,engelde01
Devan Dubnyk,G,67,0.00,0.03,0.03,dubnyde01
Devante Smith-Pelly,RW,54,0.07,0.07,0.15,smithde06
Devin Shore,C,76,0.13,0.25,0.38,shorede01
Devon Toews,D,48,0.10,0.27,0.38,toewsde01
Dillon Dubé,C,25,0.04,0.16,0.20,dubedi01
Dillon Heatherington,D,5,0.00,0.20,0.20,heathdi01
Dion Phaneuf,D,67,0.01,0.07,0.09,phanedi01
Dmitrij Jaškin,RW,37,0.05,0.16,0.22,jaskidm01
Dmitry Kulikov,D,57,0.00,0.11,0.11,kulikdm01
Dmitry Orlov,D,82,0.04,0.32,0.35,orlovdm01
Dominic Toninato,C,2,0.50,0.00,0.50,tonindo01
Dominic Turgeon,C,4,0.00,0.00,0.00,turgedo01
Dominik Kahun,C,82,0.16,0.29,0.45,kahundo01
Dominik Simon,C,71,0.11,0.28,0.39,simondo01
Dougie Hamilton,D,82,0.22,0.26,0.48,hamildo01
Drake Batherson,C,20,0.15,0.30,0.45,bathedr01
Drake Caggiula,LW,55,0.22,0.20,0.42,caggidr01
Drew Doughty,D,82,0.10,0.45,0.55,doughdr01
Drew Stafford,RW,57,0.09,0.14,0.23,staffdr01
Dryden Hunt,LW,31,0.10,0.23,0.32,huntdr01
Duncan Keith,D,82,0.07,0.41,0.49,keithdu01
Dustin Brown,RW,72,0.31,0.40,0.71,browndu01
Dustin Byfuglien,D,42,0.10,0.64,0.74,byfugdu01
Dylan DeMelo,D,77,0.05,0.23,0.29,demeldy01
Dylan Gambrell,C,8,0.00,0.00,0.00,gambrdy01
Dylan Larkin,C,76,0.42,0.54,0.96,larkidy01
Dylan McIlrath,D,7,0.00,0.00,0.00,mcilrdy01
Dylan Sikura,C,33,0.00,0.24,0.24,sikurdy01
Dylan Strome,C,78,0.26,0.47,0.73,stromdy01
Eddie Pasquale,G,3,0.00,0.00,0.00,pasqued01
Eeli Tolvanen,RW,4,0.25,0.25,0.50,tolvaee01
Egor Yakovlev,D,25,0.08,0.20,0.28,yakoveg01
Elias Lindholm,C,81,0.33,0.63,0.96,lindhel01
Elias Pettersson,C,71,0.39,0.54,0.93,petteel01
Eric Comrie,G,1,0.00,0.00,0.00,comrier01
Eric Fehr,RW,72,0.10,0.11,0.21,fehrer01
Eric Gryba,D,10,0.00,0.00,0.00,grybaer01
Eric Robinson,LW,13,0.00,0.00,0.00,robiner01
Eric Staal,C,81,0.27,0.37,0.64,staaler01
Eric Tangradi,C,6,0.00,0.17,0.17,tangrer01
Erik Brännström,D,2,0.00,0.00,0.00,branner01
Erik Burgdoerfer,D,4,0.00,0.00,0.00,burgder01
Erik Černák,D,58,0.09,0.19,0.28,cernaer01
Erik Condra,RW,6,0.17,0.00,0.17,condrer01
Erik Gudbranson,D,76,0.03,0.11,0.13,gudbrer01
Erik Gustafsson,D,79,0.22,0.54,0.76,gustaer02
Erik Haula,LW,15,0.13,0.33,0.47,haulaer01
Erik Johnson,D,80,0.09,0.23,0.31,johnser01
Erik Karlsson,D,53,0.06,0.79,0.85,karlser01
Esa Lindell,D,82,0.13,0.26,0.39,lindees01
Evan Bouchard,D,7,0.14,0.00,0.14,bouchev01
Evan Rodrigues,C,74,0.12,0.27,0.39,rodriev01
Evander Kane,LW,75,0.40,0.35,0.75,kaneev01
Evgeni Malkin,C,68,0.31,0.75,1.06,malkiev01
Evgenii Dadonov,RW,82,0.34,0.51,0.85,dadonev01
Evgeny Kuznetsov,C,76,0.28,0.67,0.95,kuzneev01
Filip Chlapík,C,5,0.20,0.00,0.20,chlapfi01
Filip Chytil,C,75,0.15,0.16,0.31,chytifi01
Filip Forsberg,C,64,0.44,0.34,0.78,forsbfi01
Filip Hronek,D,46,0.11,0.39,0.50,hronefi01
Filip Zadina,RW,9,0.11,0.22,0.33,zadinfi01
Frank Vatrano,LW,81,0.30,0.19,0.48,vatrafr01
Frans Nielsen,C,72,0.14,0.35,0.49,nielsfr01
Frédérick Gaudreau,C,55,0.05,0.02,0.07,gaudrfr01
Frederik Andersen,G,60,0.00,0.02,0.02,anderfr01
Frederik Gauthier,C,70,0.04,0.16,0.20,gauthfr01
Fredrik Claesson,D,37,0.05,0.11,0.16,claesfr01
Gabriel Bourque,LW,55,0.04,0.11,0.15,bourqga01
Gabriel Carlsson,D,1,0.00,0.00,0.00,carlsga01
Gabriel Landeskog,LW,73,0.47,0.56,1.03,landega01
Garnet Hathaway,RW,76,0.14,0.11,0.25,hathaga01
Garret Sparks,G,20,0.00,0.00,0.00,sparkga01
Garrett Wilson,LW,50,0.04,0.12,0.16,wilsoga01
Gavin Bayreuther,D,19,0.11,0.16,0.26,bayrega01
Gemel Smith,C,17,0.12,0.06,0.18,smithge02
Greg McKegg,C,41,0.15,0.12,0.27,mckeggr01
Greg Pateryn,D,80,0.01,0.08,0.09,patergr01
Guillaume Brisebois,D,8,0.00,0.00,0.00,brisegu01
Gustav Forsling,D,43,0.07,0.14,0.21,forslgu02
Gustav Nyquist,RW,81,0.27,0.47,0.74,nyquigu01
Hampus Lindholm,D,76,0.08,0.29,0.37,lindhha01
Haydn Fleury,D,20,0.00,0.05,0.05,fleurha01
Henri Jokiharju,D,38,0.00,0.32,0.32,jokihhe01
Henrik Borgström,C,50,0.16,0.20,0.36,borgshe01
Henrik Lundqvist,G,52,0.00,0.06,0.06,lundqhe01
Hunter Miska,G,1,0.00,0.00,0.00,miskahu01
Ian Cole,D,71,0.03,0.18,0.21,coleia01
Ian McCoshen,D,19,0.05,0.05,0.11,mccosia01
Igor Ozhiganov,D,53,0.06,0.08,0.13,ozhigig01
Ilya Kovalchuk,LW,64,0.25,0.28,0.53,kovalil01
Ilya Lyubushkin,D,41,0.00,0.10,0.10,lyubuil01
Isac Lundeström,C,15,0.00,0.13,0.13,lundeis01
Ivan Barbashev,C,80,0.18,0.15,0.33,barbaiv01
Ivan Provorov,D,82,0.09,0.23,0.32,provoiv01
J.T. Brown,RW,56,0.05,0.09,0.14,brownjt01
J.T. Compher,LW,66,0.24,0.24,0.48,comphj.01
J.T. Miller,C,75,0.17,0.45,0.63,millejt01
Jaccob Slavin,D,82,0.10,0.28,0.38,slavija01
Jack Campbell,G,31,0.00,0.03,0.03,campbja01
Jack Eichel,C,77,0.36,0.70,1.06,eicheja01
Jack Johnson,D,82,0.01,0.15,0.16,johnsja02
Jack Rodewald,RW,6,0.00,0.00,0.00,rodewja01
Jack Roslovic,C,77,0.12,0.19,0.31,rosloja01
Jacob de La Rose,LW,60,0.05,0.10,0.15,delarja01
Jacob Larsson,D,49,0.00,0.10,0.10,larssja01
Jacob MacDonald,D,2,0.50,0.00,0.50,macdoja02
Jacob Markström,G,60,0.00,0.05,0.05,marksja02
Jacob Middleton,D,3,0.00,0.33,0.33,middlja01
Jacob Nilsson,C,2,0.00,0.00,0.00,nilssja01
Jacob Trouba,D,82,0.10,0.51,0.61,troubja01
Jaden Schwartz,C,69,0.16,0.36,0.52,schwaja01
Jake Allen,G,46,0.00,0.00,0.00,allenja01
Jake Bean,D,2,0.00,0.00,0.00,beanja01
Jake Chelios,D,5,0.00,0.00,0.00,chelija01
Jake DeBrusk,LW,68,0.40,0.22,0.62,debruja01
Jake Dotchin,D,20,0.00,0.05,0.05,dotchja01
Jake Gardiner,D,62,0.05,0.44,0.48,gardija01
Jake Guentzel,C,82,0.49,0.44,0.93,guentja01
Jake McCabe,D,59,0.07,0.17,0.24,mccabja01
Jake Muzzin,D,80,0.11,0.35,0.46,muzzija01
Jake Virtanen,RW,70,0.21,0.14,0.36,virtaja01
Jakob Chychrun,D,53,0.09,0.28,0.38,chychja01
Jakob Forsbacka Karlsson,C,28,0.11,0.21,0.32,forsbja01
Jakob Silfverberg,LW,73,0.33,0.26,0.59,silfvja01
Jakub Jeřábek,D,1,0.00,0.00,0.00,jerabja01
Jakub Voráček,RW,78,0.26,0.59,0.85,voracja01
Jakub Vrána,LW,82,0.29,0.28,0.57,vranaja01
Jakub Zbořil,D,2,0.00,0.00,0.00,zborija01
James Neal,LW,63,0.11,0.19,0.30,nealja01
James Reimer,G,36,0.00,0.00,0.00,reimeja01
James van Riemsdyk,LW,66,0.41,0.32,0.73,vanrija01
Jamie Benn,LW,78,0.35,0.33,0.68,bennja01
Jamie McGinn,LW,19,0.21,0.16,0.37,mcginja01
Jamie Oleksiak,D,57,0.07,0.14,0.21,oleksja01
Janne Kuokkanen,C/LW,7,0.00,0.00,0.00,kuokkja01
Jared McCann,C,78,0.24,0.21,0.45,mccanja01
Jared Spurgeon,D,82,0.17,0.35,0.52,spurgja01
Jaret Anderson-Dolan,C,5,0.00,0.20,0.20,anderja01
Jaroslav Halák,G,40,0.00,0.10,0.10,halakja01
Jason Demers,D,35,0.06,0.17,0.23,demerja01
Jason Dickinson,C,67,0.09,0.24,0.33,dickija01
Jason Garrison,D,17,0.06,0.00,0.06,garrija01
Jason Pominville,RW,73,0.22,0.21,0.42,pominja01
Jason Spezza,C,76,0.11,0.25,0.36,spezzja01
Jason Zucker,LW,81,0.26,0.26,0.52,zuckeja01
Jay Beagle,RW/C,57,0.05,0.18,0.23,beaglja01
Jay Bouwmeester,D,78,0.04,0.18,0.22,bouwmja01
Jayce Hawryluk,C,42,0.17,0.12,0.29,hawryja01
Jaycob Megna,D,28,0.04,0.11,0.14,megnaja02
Jean-Gabriel Pageau,C,39,0.10,0.21,0.31,pageaje01
Jean-Sébastien Dea,C,23,0.17,0.09,0.26,deaje01
Jeff Carter,C,76,0.17,0.26,0.43,carteje01
Jeff Petry,D,82,0.16,0.40,0.56,petryje01
Jeff Skinner,C,82,0.49,0.28,0.77,skinnje01
Jeremy Lauzon,D,16,0.06,0.00,0.06,lauzoje01
Jesper Bratt,W,51,0.16,0.49,0.65,brattje01
Jesper Fast,RW,66,0.12,0.18,0.30,fastje01
Jesperi Kotkaniemi,C,79,0.14,0.29,0.43,kotkaje01
Jesse Puljujärvi,RW,46,0.09,0.11,0.20,puljuje01
Jimmy Howard,G,55,0.00,0.02,0.02,howarja02
Jimmy Schuldt,D,1,0.00,1.00,1.00,schulja01
Jimmy Vesey,LW,81,0.21,0.22,0.43,veseyji02
Joakim Nordström,C,70,0.10,0.07,0.17,nordsjo02
Joakim Ryan,D,44,0.00,0.16,0.16,ryanjo02
Joe Hicketts,D,11,0.00,0.00,0.00,hickejo01
Joe Pavelski,C,75,0.51,0.35,0.85,paveljo01
