Player,Position,GP,GPG,APG,PPG,PlayerID
Andrew Campbell,D,6,0.00,0.17,0.17,campban01
Andrew Cogliano,LW,82,0.11,0.28,0.39,coglian01
Andrew Copp,C,77,0.09,0.08,0.17,coppan01
Andrew Desjardins,LW,77,0.10,0.06,0.17,desjaan01
Andrew Ference,D,6,0.00,0.00,0.00,ferenan01
Andrew Hammond,G,24,0.00,0.00,0.00,hammoan01
Andrew Ladd,LW,78,0.32,0.27,0.59,laddan01
Andrew MacDonald,D,28,0.04,0.25,0.29,macdoan01
Andrew Miller,C,6,0.00,0.00,0.00,millean01
Andrew Shaw,RW,78,0.18,0.26,0.44,shawan01
Andrey Pedan,D,13,0.00,0.00,0.00,pedanan01
Andy Andreoff,LW,60,0.13,0.03,0.17,andrean01
Andy Greene,D,82,0.05,0.11,0.16,greenan01
Anthony Bitetto,D,28,0.04,0.18,0.21,bitetan01
Anthony Duclair,LW,81,0.25,0.30,0.54,duclaan01
Anthony Mantha,RW,10,0.20,0.10,0.30,manthan01
Anthony Peluso,RW,35,0.03,0.11,0.14,pelusan01
Antoine Roussel,LW,80,0.16,0.20,0.36,roussan01
Antoine Vermette,C,76,0.22,0.28,0.50,vermean01
Anton Forsberg,G,4,0.00,0.00,0.00,forsban01
Anton Khudobin,G,9,0.00,0.00,0.00,khudoan01
Anton Lander,C,61,0.02,0.03,0.05,landean01
Anton Slepyshev,RW,11,0.00,0.09,0.09,slepyan01
Anton Strålman,D,73,0.12,0.34,0.47,stralan01
Antti Niemi,G,48,0.00,0.04,0.04,niemian02
Antti Raanta,G,25,0.00,0.00,0.00,raantan01
Anže Kopitar,C,81,0.31,0.60,0.91,kopitan01
Artem Anisimov,C,77,0.26,0.29,0.55,anisiar01
Artemi Panarin,LW,80,0.38,0.59,0.96,panarar01
Austin Watson,LW,57,0.05,0.12,0.18,watsoau01
Barclay Goodrow,RW,14,0.00,0.21,0.21,goodrba01
Barret Jackman,D,73,0.01,0.05,0.07,jackmba01
Beau Bennett,RW,33,0.18,0.18,0.36,bennebe01
Ben Bishop,G,61,0.00,0.02,0.02,bishobe01
Ben Chiarot,D,70,0.01,0.13,0.14,chiarbe01
Ben Harpur,D,5,0.00,0.20,0.20,harpube01
Ben Hutton,D,75,0.01,0.32,0.33,huttobe01
Ben Lovejoy,D,66,0.06,0.09,0.15,lovejbe01
Ben Scrivens,G,15,0.00,0.00,0.00,scrivbe01
Ben Smith,RW,22,0.09,0.18,0.27,smithbe01
Ben Street,C,7,0.00,0.00,0.00,streebe01
Benoît Pouliot,LW,55,0.25,0.40,0.65,poulibe01
Blake Comeau,LW,81,0.15,0.30,0.44,comeabl01
Blake Pietila,LW,7,0.14,0.14,0.29,pietibl01
Blake Wheeler,RW,82,0.32,0.63,0.95,wheelbl01
Bo Horvat,C,82,0.20,0.29,0.49,horvabo01
Bobby Farnham,RW,53,0.15,0.04,0.19,farnhbo01
Bobby Ryan,RW,81,0.27,0.42,0.69,ryanbo01
Boone Jenner,C,82,0.37,0.23,0.60,jennebo01
Borna Rendulic,RW,3,0.00,0.00,0.00,rendubo01
Boyd Gordon,C,65,0.03,0.03,0.06,gordobo01
Bracken Kearns,C,2,0.00,0.50,0.50,kearnbr01
Brad Boyes,RW,60,0.13,0.27,0.40,boyesbr01
Brad Hunt,D,7,0.00,0.00,0.00,huntbr01
Brad Malone,C,57,0.04,0.07,0.11,malonbr01
Brad Marchand,LW,77,0.48,0.31,0.79,marchbr03
Brad Richards,C,68,0.15,0.26,0.41,richabr01
Brad Richardson,RW,82,0.13,0.24,0.38,richabr02
Brad Stuart,D,6,0.00,0.00,0.00,stuarbr02
Braden Holtby,G,66,0.00,0.02,0.02,holtbbr01
Brady Skjei,D,7,0.00,0.00,0.00,skjeibr01
Brandon Bollig,LW,54,0.04,0.04,0.07,bollibr01
Brandon Davidson,D,51,0.08,0.14,0.22,davidbr01
Brandon Dubinsky,C,75,0.23,0.41,0.64,dubinbr01
Brandon Gormley,D,26,0.00,0.04,0.04,gormlbr01
Brandon Manning,D,56,0.02,0.11,0.13,mannibr01
Brandon Mashinter,LW,41,0.10,0.02,0.12,mashibr01
Brandon Pirri,C,61,0.23,0.25,0.48,pirribr01
Brandon Prust,LW,35,0.03,0.17,0.20,prustbr01
Brandon Saad,LW,78,0.40,0.28,0.68,saadbr01
Brandon Sutter,C,20,0.25,0.20,0.45,suttebr03
Brandon Tanev,LW,3,0.00,0.00,0.00,tanevbr01
Brayden McNabb,D,81,0.02,0.15,0.17,mcnabbr01
Brayden Schenn,C,80,0.33,0.41,0.74,schenbr01
Braydon Coburn,D,80,0.01,0.11,0.13,coburbr01
Brendan Gallagher,RW,53,0.36,0.40,0.75,gallabr01
Brendan Gaunce,C,20,0.05,0.00,0.05,gauncbr01
Brendan Leipsic,LW,6,0.17,0.33,0.50,leipsbr01
Brendan Smith,D,63,0.05,0.19,0.24,smithbr05
Brendan Woods,LW,5,0.00,0.00,0.00,woodsbr01
Brenden Dillon,D,76,0.03,0.12,0.14,dillobr01
Brent Burns,D,82,0.33,0.59,0.91,burnsbr01
Brent Regner,D,7,0.00,0.00,0.00,regnebr01
Brent Seabrook,D,81,0.17,0.43,0.60,seabrbr01
Brett Bulmer,RW,3,0.00,0.00,0.00,bulmebr01
Brett Connolly,RW,71,0.13,0.23,0.35,connobr01
Brett Kulak,D,8,0.00,0.00,0.00,kulakbr01
Brett Lernout,D,1,0.00,0.00,0.00,lernobr01
Brett Pesce,D,69,0.06,0.17,0.23,pescebr01
Brett Ritchie,RW,8,0.00,0.13,0.13,ritchbr01
Brian Boyle,C,76,0.17,0.09,0.26,boylebr01
Brian Campbell,D,82,0.07,0.30,0.38,campbbr02
Brian Dumoulin,D,79,0.00,0.20,0.20,dumoubr01
Brian Elliott,G,42,0.00,0.00,0.00,elliobr01
Brian Flynn,C,56,0.07,0.11,0.18,flynnbr01
Brian Gionta,RW,79,0.15,0.27,0.42,giontbr01
Brian O'Neill,C,22,0.00,0.09,0.09,oneilbr01
Brian Strait,D,52,0.02,0.10,0.12,straibr01
Brock McGinn,LW,21,0.14,0.05,0.19,mcginbr01
Brock Nelson,LW,81,0.32,0.17,0.49,nelsobr01
Brody Sutter,C,8,0.00,0.00,0.00,suttebr05
Brooks Laich,C,81,0.02,0.15,0.17,laichbr01
Brooks Orpik,D,41,0.07,0.17,0.24,orpikbr01
Bryan Bickell,LW,25,0.00,0.08,0.08,bickebr01
Bryan Lerg,C,6,0.00,0.00,0.00,lergbr01
Bryan Little,C,57,0.30,0.44,0.74,littlbr01
Bryan Rust,RW,41,0.10,0.17,0.27,rustbr01
Bud Holloway,C,1,0.00,0.00,0.00,hollobu01
Buddy Robinson,RW,3,0.33,0.33,0.67,robinbu01
Byron Froese,C,56,0.04,0.05,0.09,froesby01
Cal Clutterbuck,RW,77,0.19,0.10,0.30,cluttca01
Cal O'Reilly,C,20,0.15,0.20,0.35,oreilca01
Calle Järnkrok,C,81,0.20,0.17,0.37,jarnkca01
Calvin de Haan,D,72,0.03,0.19,0.22,dehaaca01
Calvin Pickard,G,20,0.00,0.05,0.05,pickaca01
Cam Atkinson,RW,81,0.33,0.32,0.65,atkinca01
Cam Fowler,D,69,0.07,0.33,0.41,fowleca01
Cam Talbot,G,56,0.00,0.02,0.02,talboca01
Cam Ward,G,52,0.00,0.00,0.00,wardca01
Carey Price,G,12,0.00,0.00,0.00,priceca01
Carl Gunnarsson,D,72,0.04,0.08,0.13,gunnaca01
Carl Hagelin,LW,80,0.18,0.31,0.49,hagelca01
Carl Söderberg,C,82,0.15,0.48,0.62,soderca01
Carlo Colaiacovo,D,36,0.03,0.11,0.14,colaica01
Carter Hutton,G,17,0.00,0.06,0.06,huttoca01
Casey Cizikas,C,80,0.10,0.26,0.36,cizikca01
Casey Nelson,D,7,0.00,0.57,0.57,nelsoca01
Cédric Paquette,C,56,0.11,0.09,0.20,paquece01
Chad Johnson,G,45,0.00,0.04,0.04,johnsch02
Chad Ruhwedel,D,1,0.00,0.00,0.00,ruhwech01
Chandler Stephenson,C,9,0.00,0.00,0.00,stephch02
Charles Hudon,LW,3,0.00,0.67,0.67,hudonch01
Charlie Coyle,C,82,0.26,0.26,0.51,coylech01
Charlie Lindgren,G,1,0.00,0.00,0.00,lindgch01
Chase De Leo,C,2,0.00,0.00,0.00,deleoch01
Chris Bigras,D,31,0.03,0.06,0.10,bigrach01
Chris Brown,C,1,0.00,0.00,0.00,brownch01
Chris Butler,D,5,0.00,0.00,0.00,butlech01
Chris Driedger,G,1,0.00,0.00,0.00,driedch01
Chris Higgins,LW,33,0.09,0.03,0.12,higgich01
Chris Kelly,C,11,0.18,0.00,0.18,kellych01
Chris Kreider,LW,79,0.27,0.28,0.54,kreidch01
Chris Kunitz,LW,80,0.21,0.29,0.50,kunitch01
Chris Neil,RW,80,0.06,0.10,0.16,neilch01
Chris Porter,LW,61,0.07,0.05,0.11,portech01
Chris Stewart,RW,56,0.14,0.21,0.36,stewach02
Chris Summers,D,3,0.00,0.00,0.00,summech01
Chris Tanev,D,69,0.06,0.20,0.26,tanevch01
Chris Terry,LW,68,0.12,0.04,0.16,terrych01
Chris Thorburn,RW,82,0.07,0.07,0.15,thorbch01
Chris Tierney,C,79,0.09,0.16,0.25,tiernch01
Chris VandeVelde,C,79,0.03,0.15,0.18,vandech01
Chris Wagner,RW,43,0.09,0.05,0.14,wagnech01
Chris Wideman,D,64,0.09,0.11,0.20,widemch01
Christian Ehrhoff,D,48,0.04,0.21,0.25,ehrhoch01
Christian Folin,D,26,0.00,0.15,0.15,folinch01
Christian Thomas,LW,6,0.00,0.33,0.33,thomach01
Christoph Bertschy,C,3,0.00,0.00,0.00,bertsch02
Christopher Gibson,G,4,0.00,0.00,0.00,gibsoch01
Clarke MacArthur,LW,4,0.00,0.00,0.00,macarcl01
Claude Giroux,C,78,0.28,0.58,0.86,giroucl01
Clayton Stoner,D,50,0.02,0.10,0.12,stonecl01
Cody Bass,C,17,0.00,0.00,0.00,bassco01
Cody Ceci,D,75,0.13,0.21,0.35,cecico01
Cody Eakin,C,82,0.20,0.23,0.43,eakinco01
Cody Franson,D,59,0.07,0.22,0.29,fransco01
Cody Goloubef,D,43,0.02,0.16,0.19,golouco01
Cody Hodgson,C,39,0.08,0.13,0.21,hodgsco01
Cody McLeod,LW,82,0.10,0.06,0.16,mcleoco01
Cole Schneider,LW,2,0.00,0.00,0.00,schneco02
Colin Greening,LW,31,0.23,0.26,0.48,greenco01
Colin McDonald,RW,5,0.20,0.00,0.20,mcdonco01
Colin Miller,D,42,0.07,0.31,0.38,milleco02
Colin Wilson,LW,64,0.09,0.28,0.38,wilsoco01
Colton Parayko,D,79,0.11,0.30,0.42,parayco01
Colton Sceviour,C,71,0.15,0.17,0.32,scevico01
Colton Sissons,C,34,0.12,0.06,0.18,sissoco01
Connor Brickley,C,23,0.04,0.17,0.22,brickco01
Connor Brown,RW,7,0.14,0.71,0.86,brownco02
Connor Carrick,D,19,0.11,0.11,0.21,carrico01
Connor Hellebuyck,G,26,0.00,0.00,0.00,helleco01
Connor McDavid,C,45,0.36,0.71,1.07,mcdavco01
Connor Murphy,D,78,0.08,0.14,0.22,murphco02
Conor Sheary,LW,44,0.16,0.07,0.23,shearco01
Corban Knight,C,20,0.10,0.25,0.35,knighco01
Corey Crawford,G,58,0.00,0.02,0.02,crawfco01
Corey Perry,RW,82,0.41,0.34,0.76,perryco01
Corey Potter,D,1,0.00,0.00,0.00,potteco01
Cory Schneider,G,58,0.00,0.00,0.00,schneco01
Craig Anderson,G,60,0.00,0.03,0.03,andercr01
Craig Cunningham,RW,10,0.00,0.10,0.10,cunnicr01
Craig Smith,RW,82,0.26,0.20,0.45,smithcr01
Curtis Lazar,RW,76,0.08,0.18,0.26,lazarcu01
Curtis McElhinney,G,18,0.00,0.06,0.06,mcelhcu01
Curtis McKenzie,LW,3,0.00,0.00,0.00,mckencu01
Dainius Zubrus,C,50,0.06,0.08,0.14,zubruda01
Dale Weise,RW,71,0.20,0.18,0.38,weiseda01
Dalton Prout,D,64,0.05,0.09,0.14,proutda01
Damon Severson,D,72,0.01,0.28,0.29,severda01
Dan Boyle,D,74,0.14,0.19,0.32,boyleda01
Dan Girardi,D,74,0.03,0.20,0.23,girarda01
Dan Hamhuis,D,58,0.05,0.17,0.22,hamhuda01
Daniel Carr,LW,23,0.26,0.13,0.39,carrda01
Daniel Catenacci,C,11,0.00,0.00,0.00,catenda01
Daniel Paille,LW,12,0.00,0.00,0.00,paillda01
Daniel Sedin,LW,82,0.34,0.40,0.74,sedinda01
Daniel Sprong,RW,18,0.11,0.00,0.11,spronda01
Daniel Winnik,C,76,0.08,0.17,0.25,winnida01
Danny DeKeyser,D,78,0.10,0.15,0.26,dekeyda01
Darcy Kuemper,G,21,0.00,0.00,0.00,kuempda01
Darnell Nurse,D,69,0.04,0.10,0.14,nurseda01
Darren Dietz,D,13,0.08,0.31,0.38,dietzda01
Darren Helm,C,77,0.17,0.17,0.34,helmda01
Dave Bolland,C,25,0.04,0.16,0.20,bollada01
David Backes,C,79,0.27,0.30,0.57,backeda01
David Clarkson,RW,23,0.09,0.09,0.17,clarkda03
David Desharnais,C,65,0.17,0.28,0.45,deshada01
David Dziurzynski,LW,14,0.07,0.21,0.29,dziurda01
David Jones,RW,75,0.15,0.09,0.24,jonesda01
David Krejčí,C,72,0.24,0.64,0.88,krejcda01
David Legwand,C,79,0.06,0.11,0.18,legwada01
David Pastrňák,RW,51,0.29,0.22,0.51,pastrda01
David Perron,LW,71,0.17,0.34,0.51,perroda01
David Rundblad,D,9,0.00,0.22,0.22,rundbda01
David Savard,D,65,0.06,0.32,0.38,savarda01
David Schlemko,D,67,0.09,0.19,0.28,schleda01
David Warsofsky,D,22,0.05,0.05,0.09,warsoda01
Dean Kukan,D,8,0.00,0.00,0.00,kukande01
Dennis Everberg,RW,15,0.00,0.00,0.00,everbde01
Dennis Rasmussen,C,44,0.09,0.11,0.20,rasmude01
Dennis Seidenberg,D,61,0.02,0.18,0.20,seidede01
Dennis Wideman,D,51,0.04,0.33,0.37,widemde01
Derek Dorsett,RW,71,0.07,0.15,0.23,dorsede01
Derek Forbort,D,14,0.07,0.07,0.14,forbode01
Derek Grant,C,15,0.00,0.07,0.07,grantde01
Derek MacKenzie,C,64,0.09,0.11,0.20,mackede01
Derek Ryan,C,6,0.33,0.00,0.33,ryande01
Derek Stepan,C,72,0.31,0.43,0.74,stepade01
Derick Brassard,C,80,0.34,0.39,0.73,brassde01
Derrick Pouliot,D,22,0.00,0.32,0.32,poulide01
Deryk Engelland,D,69,0.04,0.13,0.17,engelde01
Devan Dubnyk,G,67,0.00,0.00,0.00,dubnyde01
Devante Smith-Pelly,RW,64,0.22,0.17,0.39,smithde06
Devin Shore,C,3,0.00,0.00,0.00,shorede01
Dion Phaneuf,D,71,0.06,0.39,0.45,phanedi01
Dmitrij Jaškin,RW,65,0.06,0.14,0.20,jaskidm01
Dmitry Kulikov,D,74,0.01,0.22,0.23,kulikdm01
Dmitry Orlov,D,82,0.10,0.26,0.35,orlovdm01
Dominic Moore,C,80,0.08,0.11,0.19,mooredo01
Dominik Simon,C,3,0.00,0.33,0.33,simondo01
Dougie Hamilton,D,82,0.15,0.38,0.52,hamildo01
Drew Doughty,D,82,0.17,0.45,0.62,doughdr01
Drew Miller,LW,28,0.04,0.04,0.07,milledr01
Drew Shore,C,2,0.00,0.50,0.50,shoredr01
Drew Stafford,RW,78,0.27,0.22,0.49,staffdr01
Duncan Keith,D,67,0.13,0.51,0.64,keithdu01
Dustin Brown,RW,82,0.13,0.21,0.34,browndu01
Dustin Byfuglien,D,81,0.23,0.42,0.65,byfugdu01
Dustin Jeffrey,C,7,0.14,0.14,0.29,jeffrdu01
Dustin Tokarski,G,6,0.00,0.00,0.00,tokardu01
Dwight King,LW,47,0.15,0.13,0.28,kingdw01
Dylan DeMelo,D,45,0.04,0.04,0.09,demeldy01
Dylan Larkin,C,80,0.29,0.28,0.56,larkidy01
Dylan McIlrath,D,34,0.06,0.06,0.12,mcilrdy01
Dylan Olsen,D,8,0.00,0.13,0.13,olsendy01
Eddie Läck,G,34,0.00,0.06,0.06,lacked01
Elias Lindholm,C,82,0.13,0.34,0.48,lindhel01
Emerson Etem,RW,58,0.12,0.14,0.26,etemem01
Emile Poirier,LW,2,0.00,0.00,0.00,poiriem01
Eric Boulton,LW,6,0.00,0.00,0.00,boulter01
Eric Fehr,C,55,0.15,0.11,0.25,fehrer01
Éric Gélinas,D,40,0.03,0.13,0.15,geliner01
Eric Gryba,D,53,0.02,0.09,0.11,grybaer01
Eric Nystrom,LW,46,0.15,0.00,0.15,nystrer01
Eric Selleck,RW,1,0.00,0.00,0.00,selleer01
Eric Staal,C,83,0.16,0.31,0.47,staaler01
Eric Tangradi,LW,1,0.00,0.00,0.00,tangrer01
Erik Condra,RW,54,0.11,0.09,0.20,condrer01
Erik Gudbranson,D,64,0.03,0.11,0.14,gudbrer01
Erik Gustafsson,D,41,0.00,0.34,0.34,gustaer02
Erik Haula,C,76,0.18,0.26,0.45,haulaer01
Erik Johnson,D,73,0.15,0.22,0.37,johnser01
Erik Karlsson,D,82,0.20,0.80,1.00,karlser01
Esa Lindell,D,4,0.00,0.00,0.00,lindees01
Evan Rodrigues,C,2,0.50,0.50,1.00,rodriev01
Evander Kane,LW,65,0.31,0.23,0.54,kaneev01
Evgeni Malkin,C,57,0.47,0.54,1.02,malkiev01
Evgeny Kuznetsov,C,82,0.24,0.70,0.94,kuzneev01
Evgeny Medvedev,D,45,0.09,0.18,0.27,medveev01
Fedor Tyutin,D,61,0.02,0.03,0.05,tyutife01
Filip Forsberg,LW,82,0.40,0.38,0.78,forsbfi01
François Beauchemin,D,82,0.10,0.32,0.41,beaucfr01
Frank Corrado,D,39,0.03,0.13,0.15,corrafr01
Frank Vatrano,C,39,0.21,0.08,0.28,vatrafr01
Frans Nielsen,C,81,0.25,0.40,0.64,nielsfr01
Freddie Hamilton,C,4,0.25,0.25,0.50,hamilfr01
Frederik Andersen,G,43,0.00,0.02,0.02,anderfr01
Frederik Gauthier,C,7,0.00,0.14,0.14,gauthfr01
Fredrik Claesson,D,16,0.00,0.13,0.13,claesfr01
Gabriel Bourque,RW,22,0.05,0.14,0.18,bourqga01
Gabriel Landeskog,LW,75,0.27,0.44,0.71,landega01
Garnet Hathaway,RW,14,0.00,0.21,0.21,hathaga01
Garret Sparks,G,17,0.00,0.00,0.00,sparkga01
Garrett Wilson,LW,29,0.00,0.00,0.00,wilsoga01
Greg McKegg,C,15,0.13,0.00,0.13,mckeggr01
Greg Pateryn,D,38,0.03,0.16,0.18,patergr01
Gregory Campbell,C,82,0.04,0.10,0.13,campbgr01
Griffin Reinhart,D,29,0.00,0.03,0.03,reinhgr01
Gustav Nyquist,RW,82,0.21,0.32,0.52,nyquigu01
Gustav Olofsson,D,2,0.00,0.00,0.00,olofsgu01
Hampus Lindholm,D,80,0.13,0.23,0.35,lindhha01
Harry Zolnierczyk,LW,1,0.00,0.00,0.00,zolniha01
Henrik Lundqvist,G,65,0.00,0.06,0.06,lundqhe01
Henrik Sedin,C,74,0.15,0.59,0.74,sedinhe01
Henrik Zetterberg,C,82,0.16,0.45,0.61,zettehe01
Hudson Fasching,RW,7,0.14,0.14,0.29,faschhu01
Hunter Shinkaruk,C,8,0.25,0.13,0.38,shinkhu01
Ian Cole,D,70,0.00,0.17,0.17,coleia01
Iiro Pakarinen,RW,63,0.08,0.13,0.21,pakarii01
J.C. Lipon,RW,9,0.00,0.11,0.11,liponj.01
J.T. Brown,RW,78,0.10,0.18,0.28,brownjt01
J.T. Miller,C,82,0.27,0.26,0.52,millejt01
Jaccob Slavin,D,63,0.03,0.29,0.32,slavija01
Jack Eichel,C,81,0.30,0.40,0.69,eicheja01
Jack Johnson,D,60,0.10,0.13,0.23,johnsja02
Jack Skille,RW,74,0.11,0.08,0.19,skillja01
Jacob de La Rose,LW,22,0.00,0.05,0.05,delarja01
Jacob Josefson,C,58,0.07,0.17,0.24,josefja01
Jacob Markström,G,33,0.00,0.06,0.06,marksja02
Jacob Trouba,D,81,0.07,0.19,0.26,troubja01
Jaden Schwartz,LW,33,0.24,0.42,0.67,schwaja01
Jake Allen,G,47,0.00,0.00,0.00,allenja01
Jake Gardiner,D,79,0.09,0.30,0.39,gardija01
Jake McCabe,D,77,0.05,0.13,0.18,mccabja01
Jake Muzzin,D,82,0.10,0.39,0.49,muzzija01
Jake Virtanen,RW,55,0.13,0.11,0.24,virtaja01
Jakob Silfverberg,RW,82,0.24,0.23,0.48,silfvja01
Jakub Kindl,D,44,0.05,0.14,0.18,kindlja01
Jakub Nakládal,D,27,0.07,0.11,0.19,naklaja01
Jakub Voráček,RW,73,0.15,0.60,0.75,voracja01
James Neal,RW,82,0.38,0.33,0.71,nealja01
James Reimer,G,40,0.00,0.00,0.00,reimeja01
James van Riemsdyk,LW,40,0.35,0.38,0.73,vanrija01
James Wisniewski,D,1,0.00,0.00,0.00,wisnija01
Jamie Benn,LW,82,0.50,0.59,1.09,bennja01
Jamie McBain,D,44,0.05,0.16,0.20,mcbaija02
Jamie McGinn,LW,84,0.26,0.20,0.46,mcginja01
Jamie Oleksiak,D,19,0.00,0.11,0.11,oleksja01
Jannik Hansen,RW,67,0.33,0.24,0.57,hanseja01
Jared Boll,RW,30,0.03,0.07,0.10,bollja01
Jared Cowen,D,37,0.00,0.11,0.11,cowenja01
Jared McCann,C,69,0.13,0.13,0.26,mccanja01
Jared Spurgeon,D,77,0.14,0.23,0.38,spurgja01
Jarome Iginla,RW,82,0.27,0.30,0.57,iginlja01
Jaromír Jágr,RW,79,0.34,0.49,0.84,jagrja01
Jaroslav Halák,G,36,0.00,0.03,0.03,halakja01
Jarred Tinordi,D,10,0.00,0.00,0.00,tinorja01
Jarret Stoll,C,80,0.05,0.06,0.11,stollja01
Jason Chimera,LW,82,0.24,0.24,0.49,chimeja01
Jason Demers,D,62,0.11,0.26,0.37,demerja01
Jason Dickinson,C,1,1.00,0.00,1.00,dickija01
Jason Garrison,D,72,0.07,0.08,0.15,garrija01
Jason Kasdorf,G,1,0.00,0.00,0.00,kasdoja01
Jason Pominville,RW,75,0.15,0.33,0.48,pominja01
Jason Spezza,C,75,0.44,0.40,0.84,spezzja01
Jason Zucker,LW,71,0.18,0.14,0.32,zuckeja01
Jay Beagle,RW,57,0.14,0.16,0.30,beaglja01
Jay Bouwmeester,D,72,0.04,0.22,0.26,bouwmja01
Jay McClement,C,77,0.04,0.10,0.14,mccleja01
Jayson Megna,C,6,0.17,0.17,0.33,megnaja01
Jean-François Bérubé,G,7,0.00,0.00,0.00,berubje02
Jean-Gabriel Pageau,C,82,0.23,0.29,0.52,pageaje01
Jeff Carter,C,77,0.31,0.49,0.81,carteje01
Jeff Petry,D,51,0.10,0.22,0.31,petryje01
Jeff Schultz,D,1,0.00,0.00,0.00,schulje02
Jeff Skinner,LW,82,0.34,0.28,0.62,skinnje01
Jeff Zatkoff,G,14,0.00,0.00,0.00,zatkoje01
Jeremy Welsh,C,2,0.00,0.00,0.00,welshje01
Jesper Fast,RW,79,0.13,0.25,0.38,fastje01
Jhonas Enroth,G,16,0.00,0.00,0.00,enrotjh01
Jim O'Brien,C,4,0.00,0.00,0.00,obrieji01
Jimmy Hayes,RW,75,0.17,0.21,0.39,hayesji01
Jimmy Howard,G,37,0.00,0.03,0.03,howarja02
Jiří Hudler,C,72,0.22,0.42,0.64,hudleji01
Jiří Sekáč,LW,39,0.03,0.13,0.15,sekacji01
Jiří Tlustý,LW,30,0.07,0.07,0.13,tlustji01
Joakim Andersson,C,29,0.03,0.07,0.10,anderjo03
Joakim Nordström,LW,71,0.14,0.20,0.34,nordsjo02
Joe Colborne,C,73,0.26,0.34,0.60,colbojo01
Joe Pavelski,C,82,0.46,0.49,0.95,paveljo01
Joe Thornton,C,82,0.23,0.77,1.00,thornjo01
Joe Vitale,C,1,0.00,0.00,0.00,vitaljo01
Joel Armia,RW,43,0.09,0.14,0.23,armiajo01
Joel Edmundson,D,67,0.01,0.12,0.13,edmunjo01
Joel Hanley,D,10,0.00,0.60,0.60,hanlejo01
Joel Vermin,RW,6,0.00,0.17,0.17,vermijo01
Joel Ward,RW,79,0.27,0.28,0.54,wardjo02
Joffrey Lupul,LW,46,0.24,0.07,0.30,lupuljo01
Johan Franzén,RW,2,0.00,0.50,0.50,franzjo01
Johan Larsson,LW,74,0.14,0.09,0.23,larssjo02
John Carlson,D,56,0.14,0.55,0.70,carlsjo01
