Player,Position,GP,GPG,APG,PPG,PlayerID
Alex Pietrangelo,D,78,0.19,0.50,0.69,pietral01
Alex Stalock,G,28,0.00,0.00,0.00,staloal01
Alex Tuch,RW,78,0.19,0.28,0.47,tuchal01
Alexandar Georgiev,G,10,0.00,0.00,0.00,georgal01
Alexander Burmistrov,C,24,0.08,0.17,0.25,burmial01
Alexander Edler,D,70,0.09,0.40,0.49,edleral01
Alexander Kerfoot,C,79,0.24,0.30,0.54,kerfoal01
Alexander Nylander,LW,3,0.33,0.00,0.33,nylanal01
Alexander Petrovic,D,67,0.03,0.16,0.19,petroal01
Alexander Radulov,RW,82,0.33,0.55,0.88,radulal01
Alexander Steen,C,76,0.20,0.41,0.61,steenal01
Alexander Wennberg,C,66,0.12,0.41,0.53,wennbal01
Alexandre Burrows,LW,71,0.08,0.11,0.20,burroal01
Alexei Emelin,D,76,0.01,0.11,0.12,emelial01
Anders Bjork,LW,30,0.13,0.27,0.40,bjorkan01
Anders Lee,LW,82,0.49,0.27,0.76,leean01
Anders Nilsson,G,27,0.00,0.04,0.04,nilssan01
André Burakovsky,LW,56,0.21,0.23,0.45,burakan01
Andreas Athanasiou,C,71,0.23,0.24,0.46,athanan01
Andreas Borgman,D,48,0.06,0.17,0.23,borgman01
Andreas Englund,D,1,0.00,0.00,0.00,engluan01
Andreas Johnsson,LW,9,0.22,0.11,0.33,johnsan01
Andreas Martinsen,LW,9,0.11,0.00,0.11,martian01
Andrei Mironov,D,10,0.10,0.20,0.30,mironan01
Andrei Vasilevskiy,G,65,0.00,0.03,0.03,vasilan02
Andrej Sekera,D,36,0.00,0.22,0.22,sekeran01
Andrej Šustr,D,44,0.05,0.11,0.16,sustran01
Andrew Cogliano,LW/C,80,0.15,0.29,0.44,coglian01
Andrew Copp,C,82,0.11,0.23,0.34,coppan01
Andrew Crescenzi,C,2,0.00,0.00,0.00,crescan01
Andrew Hammond,G,1,0.00,0.00,0.00,hammoan01
Andrew Ladd,LW,73,0.16,0.23,0.40,laddan01
Andrew MacDonald,D,66,0.09,0.23,0.32,macdoan01
Andrew Mangiapane,LW,10,0.00,0.00,0.00,mangian01
Andrew Shaw,C,51,0.20,0.20,0.39,shawan01
Andy Andreoff,LW,45,0.07,0.13,0.20,andrean01
Andy Greene,D,81,0.04,0.12,0.16,greenan01
Andy Welinski,D,7,0.00,0.29,0.29,welinan01
Anthony Beauvillier,LW,71,0.30,0.21,0.51,beauvan01
Anthony Bitetto,D,32,0.03,0.06,0.09,bitetan01
Anthony Cirelli,C,18,0.28,0.33,0.61,cirelan01
Anthony Duclair,LW,56,0.20,0.21,0.41,duclaan01
Anthony Mantha,RW,80,0.30,0.30,0.60,manthan01
Anthony Peluso,RW,2,0.00,0.00,0.00,pelusan01
Antoine Roussel,LW,73,0.07,0.16,0.23,roussan01
Antoine Vermette,C,64,0.13,0.13,0.25,vermean01
Anton Blidh,LW,1,0.00,0.00,0.00,blidhan01
Anton Forsberg,G,35,0.00,0.03,0.03,forsban01
Anton Khudobin,G,31,0.00,0.06,0.06,khudoan01
Anton Lindholm,D,48,0.00,0.08,0.08,lindhan01
Anton Slepyshev,LW,50,0.12,0.12,0.24,slepyan01
Anton Strålman,D,80,0.05,0.18,0.23,stralan01
Antti Niemi,G,24,0.00,0.04,0.04,niemian02
Antti Raanta,G,47,0.00,0.00,0.00,raantan01
Anže Kopitar,C,82,0.43,0.70,1.12,kopitan01
Artem Anisimov,C,72,0.28,0.15,0.43,anisiar01
Artemi Panarin,LW,81,0.33,0.68,1.01,panarar01
Artturi Lehkonen,LW,66,0.18,0.14,0.32,lehkoar01
Ashton Sautner,D,5,0.00,0.40,0.40,sautnas01
Austin Czarnik,C,10,0.00,0.40,0.40,czarnau01
Austin Watson,LW,76,0.18,0.07,0.25,watsoau01
Auston Matthews,C,62,0.55,0.47,1.02,matthau01
Barclay Goodrow,RW,47,0.15,0.15,0.30,goodrba01
Beau Bennett,RW,6,0.00,0.00,0.00,bennebe01
Ben Bishop,G,53,0.00,0.02,0.02,bishobe01
Ben Chiarot,D,57,0.04,0.21,0.25,chiarbe01
Ben Harpur,D,41,0.00,0.02,0.02,harpube01
Ben Hutton,D,61,0.00,0.10,0.10,huttobe01
Ben Lovejoy,D,57,0.04,0.11,0.14,lovejbe01
Ben Sexton,C,2,0.00,0.00,0.00,sextobe01
Benoît Pouliot,LW,74,0.18,0.08,0.26,poulibe01
Blake Coleman,C,79,0.16,0.15,0.32,colembl01
Blake Comeau,RW,79,0.16,0.27,0.43,comeabl01
Blake Hillman,D,4,0.25,0.00,0.25,hillmbl01
Blake Pietila,LW,2,0.00,0.00,0.00,pietibl01
Blake Wheeler,RW,81,0.28,0.84,1.12,wheelbl01
Bo Horvat,C,64,0.34,0.34,0.69,horvabo01
Bobby Ryan,LW,62,0.18,0.35,0.53,ryanbo01
Boo Nieves,C,28,0.04,0.29,0.32,nievecr01
Boone Jenner,C,75,0.17,0.25,0.43,jennebo01
Brad Hunt,D,45,0.07,0.33,0.40,huntbr01
Brad Malone,C/LW,7,0.00,0.00,0.00,malonbr01
Brad Marchand,LW,68,0.50,0.75,1.25,marchbr03
Brad Richardson,C,76,0.04,0.16,0.20,richabr02
Braden Holtby,G,54,0.00,0.00,0.00,holtbbr01
Brady Skjei,D,82,0.05,0.26,0.30,skjeibr01
Brandon Carlo,D,76,0.00,0.08,0.08,carlobr01
Brandon Davidson,D,51,0.08,0.06,0.14,davidbr01
Brandon Dubinsky,C,62,0.10,0.16,0.26,dubinbr01
Brandon Halverson,G,1,0.00,0.00,0.00,halvebr01
Brandon Manning,D,65,0.11,0.18,0.29,mannibr01
Brandon Montour,D,80,0.11,0.29,0.40,montobr01
Brandon Pirri,C,2,1.50,0.00,1.50,pirribr01
Brandon Saad,LW,82,0.22,0.21,0.43,saadbr01
Brandon Sutter,C/RW,61,0.18,0.25,0.43,suttebr03
Brandon Tanev,LW,61,0.13,0.16,0.30,tanevbr01
Brayden McNabb,D,76,0.07,0.13,0.20,mcnabbr01
Brayden Point,C,82,0.39,0.41,0.80,pointbr01
Brayden Schenn,C,82,0.34,0.51,0.85,schenbr01
Braydon Coburn,D,72,0.01,0.19,0.21,coburbr01
Brendan Gallagher,RW,82,0.38,0.28,0.66,gallabr01
Brendan Gaunce,C,37,0.11,0.05,0.16,gauncbr01
Brendan Guhle,D,18,0.00,0.28,0.28,guhlebr01
Brendan Leipsic,LW,58,0.09,0.29,0.38,leipsbr01
Brendan Lemieux,LW,9,0.11,0.00,0.11,lemiebr01
Brendan Perlini,LW,74,0.23,0.18,0.41,perlibr01
Brendan Smith,D,44,0.02,0.16,0.18,smithbr05
Brenden Dillon,D,81,0.06,0.21,0.27,dillobr01
Brent Burns,D/RW,82,0.15,0.67,0.82,burnsbr01
Brent Seabrook,D,81,0.09,0.23,0.32,seabrbr01
Brett Connolly,RW,70,0.21,0.17,0.39,connobr01
Brett Kulak,D,71,0.03,0.08,0.11,kulakbr01
Brett Lernout,D,18,0.00,0.06,0.06,lernobr01
Brett Pesce,D,65,0.05,0.25,0.29,pescebr01
Brett Ritchie,RW,71,0.10,0.10,0.20,ritchbr01
Brian Boyle,C,69,0.19,0.14,0.33,boylebr01
Brian Dumoulin,D,80,0.06,0.16,0.23,dumoubr01
Brian Elliott,G,43,0.00,0.02,0.02,elliobr01
Brian Gibbons,C,59,0.20,0.24,0.44,gibbobr02
Brian Gionta,RW,20,0.10,0.25,0.35,giontbr01
Brian Lashoff,D,1,0.00,0.00,0.00,lashobr01
Brock Boeser,RW,62,0.47,0.42,0.89,boesebr01
Brock McGinn,LW,80,0.20,0.18,0.38,mcginbr01
Brock Nelson,C,82,0.23,0.20,0.43,nelsobr01
Brooks Laich,C,12,0.00,0.08,0.08,laichbr01
Brooks Orpik,D,81,0.00,0.12,0.12,orpikbr01
Bryan Little,RW,82,0.20,0.33,0.52,littlbr01
Bryan Rust,RW,69,0.19,0.36,0.55,rustbr01
Byron Froese,C,48,0.06,0.17,0.23,froesby01
Cal Clutterbuck,RW,76,0.11,0.13,0.24,cluttca01
Cal O'Reilly,C,1,0.00,0.00,0.00,oreilca01
Calle Järnkrok,C,68,0.24,0.28,0.51,jarnkca01
Calle Rosén,D,4,0.00,0.25,0.25,rosenca01
Calvin de Haan,D,33,0.03,0.33,0.36,dehaaca01
Calvin Pickard,G,1,0.00,0.00,0.00,pickaca01
Cam Atkinson,RW,65,0.37,0.34,0.71,atkinca01
Cam Fowler,D,67,0.12,0.36,0.48,fowleca01
Cam Talbot,G,67,0.00,0.01,0.01,talboca01
Cam Ward,G,43,0.00,0.00,0.00,wardca01
Carey Price,G,49,0.00,0.00,0.00,priceca01
Carl Dahlström,D,11,0.00,0.27,0.27,dahlsca01
Carl Gunnarsson,D,63,0.08,0.06,0.14,gunnaca01
Carl Hagelin,LW,81,0.12,0.26,0.38,hagelca01
Carl Söderberg,C,77,0.21,0.27,0.48,soderca01
Carson Soucy,D,3,0.00,0.00,0.00,soucyca01
Carter Hutton,G,32,0.00,0.00,0.00,huttoca01
Carter Rowney,RW,44,0.05,0.07,0.11,rowneca01
Casey Cizikas,C,64,0.11,0.16,0.27,cizikca01
Casey DeSmith,G,14,0.00,0.00,0.00,desmica01
Casey Mittelstadt,C,6,0.17,0.67,0.83,mitteca01
Casey Nelson,D,37,0.08,0.14,0.22,nelsoca01
Cédric Paquette,C,56,0.09,0.07,0.16,paquece01
Chad Johnson,G,36,0.00,0.00,0.00,johnsch02
Chad Ruhwedel,D,44,0.05,0.07,0.11,ruhwech01
Chandler Stephenson,C,67,0.09,0.18,0.27,stephch02
Charles Hudon,LW,72,0.14,0.28,0.42,hudonch01
Charlie Coyle,C/RW,66,0.17,0.39,0.56,coylech01
Charlie Lindgren,G,14,0.00,0.00,0.00,lindgch01
Charlie McAvoy,D,63,0.11,0.40,0.51,mcavoch01
Chase Balisy,C,8,0.00,0.00,0.00,balisch01
Chris Bigras,D,15,0.00,0.07,0.07,bigrach01
Chris Butler,D,6,0.00,0.00,0.00,butlech01
Chris Kelly,C/LW,12,0.00,0.17,0.17,kellych01
Chris Kreider,C,58,0.28,0.36,0.64,kreidch01
Chris Kunitz,LW,82,0.16,0.20,0.35,kunitch01
Chris Stewart,RW,54,0.19,0.11,0.30,stewach02
Chris Tanev,D,42,0.05,0.21,0.26,tanevch01
Chris Thorburn,RW,50,0.02,0.12,0.14,thorbch01
Chris Tierney,C,82,0.21,0.28,0.49,tiernch01
Chris Wagner,C,79,0.09,0.11,0.20,wagnech01
Chris Wideman,D,16,0.19,0.31,0.50,widemch01
Christian Djoos,D,63,0.05,0.17,0.22,djoosch01
Christian Dvorak,C,78,0.19,0.28,0.47,dvorach01
Christian Fischer,RW,79,0.19,0.23,0.42,fischch01
Christian Folin,D,65,0.05,0.15,0.20,folinch01
Christián Jaroš,D,2,0.00,0.00,0.00,jarosch01
Christian Wolanin,D,10,0.10,0.20,0.30,wolanch01
Christoph Bertschy,C,1,0.00,0.00,0.00,bertsch02
Christopher DiDomenico,C,24,0.25,0.17,0.42,didomch01
Christopher Gibson,G,8,0.00,0.00,0.00,gibsoch01
Claude Giroux,LW,82,0.41,0.83,1.24,giroucl01
Clayton Keller,C,82,0.28,0.51,0.79,kellecl01
Cody Ceci,D,82,0.06,0.17,0.23,cecico01
Cody Eakin,C,80,0.14,0.20,0.34,eakinco01
Cody Franson,D,23,0.04,0.26,0.30,fransco01
Cody McLeod,LW,48,0.02,0.06,0.08,mcleoco01
Colby Cave,C,3,0.00,0.00,0.00,caveco01
Colin Miller,D,82,0.12,0.38,0.50,milleco02
Colin White,C,21,0.10,0.19,0.29,whiteco02
Colin Wilson,C,56,0.11,0.21,0.32,wilsoco01
Collin Delia,G,2,0.00,0.00,0.00,deliaco01
Colton Parayko,D,82,0.07,0.35,0.43,parayco01
Colton Sceviour,C/RW,76,0.14,0.17,0.32,scevico01
Colton Sissons,C,81,0.11,0.22,0.33,sissoco01
Connor Brickley,C,44,0.09,0.18,0.27,brickco01
Connor Brown,RW,82,0.17,0.17,0.34,brownco02
Connor Carrick,D,47,0.09,0.17,0.26,carrico01
Connor Hellebuyck,G,67,0.00,0.03,0.03,helleco01
Connor McDavid,C,82,0.50,0.82,1.32,mcdavco01
Connor Murphy,D,76,0.03,0.16,0.18,murphco02
Conor Sheary,LW,79,0.23,0.15,0.38,shearco01
Corey Crawford,G,28,0.00,0.00,0.00,crawfco01
Corey Perry,RW,71,0.24,0.45,0.69,perryco01
Cory Conacher,LW,36,0.22,0.11,0.33,conacco01
Cory Schneider,G,40,0.00,0.00,0.00,schneco01
Craig Anderson,G,58,0.00,0.00,0.00,andercr01
Craig Smith,C,79,0.32,0.33,0.65,smithcr01
Curtis Lazar,C/RW,65,0.03,0.15,0.18,lazarcu01
Curtis McElhinney,G,18,0.00,0.06,0.06,mcelhcu01
Curtis McKenzie,LW,7,0.00,0.29,0.29,mckencu01
Curtis Valk,LW,1,0.00,0.00,0.00,valkcu01
Dakota Mermis,D,9,0.00,0.00,0.00,mermida01
Dale Weise,RW,46,0.09,0.09,0.17,weiseda01
Dalton Prout,D,4,0.00,0.00,0.00,proutda01
Damon Severson,D,76,0.12,0.20,0.32,severda01
Dan Girardi,D,77,0.08,0.16,0.23,girarda01
Dan Hamhuis,D,80,0.04,0.26,0.30,hamhuda01
Danick Martel,LW,4,0.00,0.00,0.00,marteda01
Daniel Brickley,D,1,0.00,1.00,1.00,brickda01
Daniel Carr,LW,38,0.16,0.26,0.42,carrda01
Daniel Catenacci,C,1,0.00,0.00,0.00,catenda01
Daniel Sedin,LW,81,0.28,0.40,0.68,sedinda01
Daniel Sprong,RW,8,0.25,0.13,0.38,spronda01
Daniel Taylor,G,1,0.00,0.00,0.00,tayloda02
Daniel Winnik,C/LW,81,0.07,0.21,0.28,winnida01
Danny DeKeyser,D,65,0.09,0.09,0.18,dekeyda01
Danny O'Regan,C,21,0.00,0.19,0.19,oregada01
Danton Heinen,C/LW,77,0.21,0.40,0.61,heineda01
Darcy Kuemper,G,29,0.00,0.03,0.03,kuempda01
Darnell Nurse,D,82,0.07,0.24,0.32,nurseda01
Darren Archibald,RW,27,0.15,0.19,0.33,archida02
Darren Helm,C/LW,75,0.17,0.24,0.41,helmda01
David Backes,C,57,0.25,0.33,0.58,backeda01
David Booth,LW,28,0.14,0.04,0.18,boothda01
David Desharnais,C,71,0.08,0.31,0.39,deshada01
David Kämpf,C,46,0.09,0.15,0.24,kampfda01
David Krejčí,C,64,0.27,0.42,0.69,krejcda01
David Pastrňák,RW,82,0.43,0.55,0.98,pastrda01
David Perron,LW,70,0.23,0.71,0.94,perroda01
David Rittich,G,21,0.00,0.00,0.00,rittida01
David Savard,D,81,0.05,0.15,0.20,savarda01
David Schlemko,D,37,0.03,0.11,0.14,schleda01
David Warsofsky,D,16,0.00,0.31,0.31,warsoda01
Dean Kukan,D,11,0.00,0.36,0.36,kukande01
Denis Malgin,C,51,0.22,0.22,0.43,malgide01
Dennis Rasmussen,C,27,0.04,0.11,0.15,rasmude01
Dennis Seidenberg,D,28,0.00,0.18,0.18,seidede01
Derek Dorsett,RW,20,0.35,0.10,0.45,dorsede01
Derek Forbort,D,78,0.01,0.22,0.23,forbode01
Derek Grant,C,66,0.18,0.18,0.36,grantde01
Derek MacKenzie,C,75,0.04,0.15,0.19,mackede01
Derek Ryan,C,80,0.19,0.29,0.48,ryande01
Derek Stepan,C,82,0.17,0.51,0.68,stepade01
Derick Brassard,C,72,0.29,0.35,0.64,brassde01
Derrick Pouliot,D,71,0.04,0.27,0.31,poulide01
Deryk Engelland,D,79,0.06,0.23,0.29,engelde01
Devan Dubnyk,G,60,0.00,0.05,0.05,dubnyde01
Devante Smith-Pelly,RW,75,0.09,0.12,0.21,smithde06
Devin Shore,C,82,0.13,0.26,0.39,shorede01
Dillon Heatherington,D,6,0.00,0.17,0.17,heathdi01
Dion Phaneuf,D,79,0.08,0.25,0.33,phanedi01
Dmitrij Jaškin,RW,76,0.08,0.14,0.22,jaskidm01
Dmitry Kulikov,D,62,0.05,0.13,0.18,kulikdm01
Dmitry Orlov,D,82,0.12,0.26,0.38,orlovdm01
Dominic Moore,C,50,0.12,0.12,0.24,mooredo01
Dominic Toninato,C,37,0.00,0.05,0.05,tonindo01
Dominic Turgeon,C,5,0.00,0.00,0.00,turgedo01
Dominik Simon,C,33,0.12,0.24,0.36,simondo01
Dougie Hamilton,D,82,0.21,0.33,0.54,hamildo01
Drake Caggiula,LW,67,0.19,0.10,0.30,caggidr01
Drew Doughty,D,82,0.12,0.61,0.73,doughdr01
Drew Stafford,RW,59,0.14,0.12,0.25,staffdr01
Dryden Hunt,LW,11,0.00,0.09,0.09,huntdr01
Duncan Keith,D,82,0.02,0.37,0.39,keithdu01
Duncan Siemens,D,16,0.06,0.06,0.13,siemedu01
Dustin Brown,RW,81,0.35,0.41,0.75,browndu01
Dustin Byfuglien,D,69,0.12,0.54,0.65,byfugdu01
Dylan DeMelo,D,63,0.00,0.32,0.32,demeldy01
Dylan Ferguson,G,1,0.00,0.00,0.00,fergudy01
Dylan Gambrell,C,3,0.00,0.00,0.00,gambrdy01
Dylan Larkin,C,82,0.20,0.57,0.77,larkidy01
Dylan Sikura,C,5,0.00,0.60,0.60,sikurdy01
Dylan Strome,C,21,0.19,0.24,0.43,stromdy01
Eddie Läck,G,8,0.00,0.00,0.00,lacked01
Eeli Tolvanen,RW,3,0.00,0.00,0.00,tolvaee01
Elias Lindholm,C,81,0.20,0.35,0.54,lindhel01
Eric Comrie,G,3,0.00,0.00,0.00,comrier01
Eric Fehr,RW,18,0.17,0.06,0.22,fehrer01
Eric Gryba,D,21,0.00,0.10,0.10,grybaer01
Eric Robinson,LW,1,0.00,0.00,0.00,robiner01
Eric Staal,C,82,0.51,0.41,0.93,staaler01
Erik Burgdoerfer,D,2,0.00,0.50,0.50,burgder01
Erik Gudbranson,D,52,0.04,0.06,0.10,gudbrer01
Erik Gustafsson,D,35,0.14,0.31,0.46,gustaer02
Erik Haula,LW,76,0.38,0.34,0.72,haulaer01
Erik Johnson,D,62,0.15,0.26,0.40,johnser01
Erik Karlsson,D,71,0.13,0.75,0.87,karlser01
Esa Lindell,D,80,0.09,0.25,0.34,lindees01
Ethan Bear,D,18,0.06,0.17,0.22,bearet01
Evan Rodrigues,C,48,0.15,0.38,0.52,rodriev01
Evander Kane,LW,78,0.37,0.32,0.69,kaneev01
Evgeni Malkin,C,78,0.54,0.72,1.26,malkiev01
Evgenii Dadonov,RW,74,0.38,0.50,0.88,dadonev01
Evgeny Kuznetsov,C,79,0.34,0.71,1.05,kuzneev01
Evgeny Svechnikov,LW,14,0.14,0.14,0.29,svechev01
Filip Chlapík,C,20,0.05,0.15,0.20,chlapfi01
Filip Chytil,C,9,0.11,0.22,0.33,chytifi01
Filip Forsberg,C,67,0.39,0.57,0.96,forsbfi01
François Beauchemin,D,67,0.04,0.21,0.25,beaucfr01
Frank Corrado,D,5,0.00,0.00,0.00,corrafr01
Frank Vatrano,LW,41,0.17,0.07,0.24,vatrafr01
Frans Nielsen,C,79,0.20,0.22,0.42,nielsfr01
Freddie Hamilton,C,16,0.00,0.06,0.06,hamilfr01
Frédérick Gaudreau,C,20,0.00,0.15,0.15,gaudrfr01
Frederik Andersen,G,66,0.00,0.02,0.02,anderfr01
Frederik Gauthier,C,9,0.11,0.00,0.11,gauthfr01
Fredrik Claesson,D,64,0.02,0.09,0.11,claesfr01
Gabriel Bourque,LW,58,0.09,0.10,0.19,bourqga01
Gabriel Carlsson,D,14,0.00,0.14,0.14,carlsga01
Gabriel Dumont,C,30,0.03,0.03,0.07,dumonga01
Gabriel Landeskog,LW,78,0.32,0.47,0.79,landega01
Garnet Hathaway,RW,59,0.07,0.15,0.22,hathaga01
Gemel Smith,C,46,0.13,0.11,0.24,smithge02
Giovanni Fiore,LW,1,0.00,0.00,0.00,fioregi01
Greg McKegg,C,26,0.08,0.08,0.15,mckeggr01
Greg Pateryn,D,73,0.01,0.16,0.18,patergr01
Gustav Forsling,D,41,0.07,0.24,0.32,forslgu02
Gustav Nyquist,RW,82,0.26,0.23,0.49,nyquigu01
Gustav Olofsson,D,41,0.00,0.20,0.20,olofsgu01
Hampus Lindholm,D,69,0.19,0.26,0.45,lindhha01
Harri Säteri,G,9,0.00,0.00,0.00,saterha01
Haydn Fleury,D,67,0.00,0.12,0.12,fleurha01
Henrik Borgström,C,4,0.25,0.00,0.25,borgshe01
Henrik Haapala,LW,5,0.00,0.20,0.20,haapahe01
Henrik Lundqvist,G,63,0.00,0.02,0.02,lundqhe01
Henrik Sedin,C,82,0.04,0.57,0.61,sedinhe01
Henrik Zetterberg,C,82,0.13,0.55,0.68,zettehe01
Hudson Fasching,RW,5,0.00,0.00,0.00,faschhu01
Ian Cole,D,67,0.07,0.22,0.30,coleia01
Ian McCoshen,D,38,0.08,0.03,0.11,mccosia01
Iiro Pakarinen,RW,40,0.05,0.03,0.08,pakarii01
Ivan Barbashev,C,53,0.13,0.11,0.25,barbaiv01
Ivan Provorov,D,82,0.21,0.29,0.50,provoiv01
J.T. Brown,RW,47,0.04,0.11,0.15,brownjt01
J.T. Compher,LW,69,0.19,0.14,0.33,comphj.01
J.T. Miller,C,82,0.28,0.43,0.71,millejt01
Jaccob Slavin,D,82,0.10,0.27,0.37,slavija01
Jack Campbell,G,5,0.00,0.00,0.00,campbja01
Jack Eichel,C,67,0.37,0.58,0.96,eicheja01
Jack Johnson,D,77,0.04,0.10,0.14,johnsja02
Jack Rodewald,RW,4,0.00,0.00,0.00,rodewja01
Jack Roslovic,C,31,0.16,0.29,0.45,rosloja01
Jacob de La Rose,LW,55,0.07,0.15,0.22,delarja01
Jacob Josefson,C,39,0.05,0.05,0.10,josefja01
Jacob Markström,G,60,0.00,0.05,0.05,marksja02
Jacob Trouba,D,55,0.05,0.38,0.44,troubja01
Jaden Schwartz,C,62,0.39,0.56,0.95,schwaja01
Jake Allen,G,59,0.00,0.02,0.02,allenja01
Jake DeBrusk,LW,70,0.23,0.39,0.61,debruja01
Jake Dotchin,D,48,0.06,0.17,0.23,dotchja01
Jake Gardiner,D,82,0.06,0.57,0.63,gardija01
Jake Guentzel,C,82,0.27,0.32,0.59,guentja01
Jake McCabe,D,53,0.06,0.17,0.23,mccabja01
Jake Muzzin,D,74,0.11,0.46,0.57,muzzija01
Jake Virtanen,RW,75,0.13,0.13,0.27,virtaja01
Jakob Chychrun,D,50,0.08,0.20,0.28,chychja01
Jakob Silfverberg,LW,77,0.22,0.30,0.52,silfvja01
Jakub Jeřábek,D,36,0.06,0.17,0.22,jerabja01
Jakub Voráček,RW,82,0.24,0.79,1.04,voracja01
Jakub Vrána,LW,73,0.18,0.19,0.37,vranaja01
James Neal,LW,71,0.35,0.27,0.62,nealja01
James Reimer,G,44,0.00,0.02,0.02,reimeja01
James van Riemsdyk,LW,81,0.44,0.22,0.67,vanrija01
Jamie Benn,LW,82,0.44,0.52,0.96,bennja01
Jamie McGinn,LW,76,0.17,0.21,0.38,mcginja01
Jamie Oleksiak,D,68,0.07,0.18,0.25,oleksja01
Jan Rutta,D,57,0.11,0.25,0.35,ruttaja02
Janne Kuokkanen,C/LW,4,0.00,0.00,0.00,kuokkja01
Jannik Hansen,LW,46,0.04,0.26,0.30,hanseja01
Jared Boll,RW,10,0.10,0.00,0.10,bollja01
Jared Coreau,G,7,0.00,0.00,0.00,coreaja01
Jared McCann,C,68,0.13,0.28,0.41,mccanja01
Jared Spurgeon,D,61,0.15,0.46,0.61,spurgja01
Jaromír Jágr,RW,22,0.05,0.27,0.32,jagrja01
Jaroslav Halák,G,54,0.00,0.00,0.00,halakja01
Jason Chimera,LW,74,0.04,0.14,0.18,chimeja01
Jason Demers,D,69,0.09,0.20,0.29,demerja01
Jason Dickinson,C,27,0.00,0.07,0.07,dickija01
Jason Garrison,D,8,0.00,0.13,0.13,garrija01
Jason Pominville,RW,82,0.20,0.22,0.41,pominja01
Jason Spezza,C,78,0.10,0.23,0.33,spezzja01
Jason Zucker,LW,82,0.40,0.38,0.78,zuckeja01
Jay Beagle,RW/C,79,0.09,0.19,0.28,beaglja01
Jay Bouwmeester,D,35,0.06,0.14,0.20,bouwmja01
Jaycob Megna,D,14,0.00,0.07,0.07,megnaja02
Jayson Megna,C,1,0.00,0.00,0.00,megnaja01
Jean-François Bérubé,G,13,0.00,0.00,0.00,berubje02
Jean-Gabriel Pageau,C,78,0.18,0.19,0.37,pageaje01
Jean-Sébastien Dea,C,5,0.20,0.00,0.20,deaje01
Jeff Carter,C,27,0.48,0.33,0.81,carteje01
Jeff Glass,G,15,0.00,0.00,0.00,glassje01
Jeff Petry,D,82,0.15,0.37,0.51,petryje01
Jeff Skinner,C,82,0.29,0.30,0.60,skinnje01
Jesper Bratt,W,74,0.18,0.30,0.47,brattje01
Jesper Fast,RW,71,0.18,0.28,0.46,fastje01
Jesse Puljujärvi,RW,65,0.18,0.12,0.31,puljuje01
Jim O'Brien,C,10,0.00,0.10,0.10,obrieji01
Jimmy Hayes,RW,33,0.09,0.18,0.27,hayesji01
Jimmy Howard,G,60,0.00,0.02,0.02,howarja02
Jimmy Vesey,LW,79,0.22,0.14,0.35,veseyji02
Joakim Nordström,C,75,0.03,0.07,0.09,nordsjo02
Joakim Ryan,D,62,0.05,0.15,0.19,ryanjo02
Joe Hicketts,D,5,0.00,0.60,0.60,hickejo01
Joe Pavelski,C,82,0.27,0.54,0.80,paveljo01
Joe Thornton,C,47,0.28,0.49,0.77,thornjo01
Joel Armia,RW,79,0.15,0.22,0.37,armiajo01
Joel Edmundson,D,69,0.10,0.14,0.25,edmunjo01
Joel Eriksson Ek,C,75,0.08,0.13,0.21,eriksjo02
