Player,Position,GP,GPG,APG,PPG,PlayerID
A.J. Greer,LW,1,0.00,0.00,0.00,greeraj01
Aaron Dell,G,7,0.00,0.00,0.00,dellaa01
Aaron Ekblad,D,35,0.31,0.31,0.63,ekblaaa01
Aaron Ness,D,1,0.00,0.00,0.00,nessaa01
Adam Boqvist,D,35,0.06,0.40,0.46,boqviad01
Adam Brooks,C,11,0.36,0.09,0.45,brookad01
Adam Erne,LW,45,0.24,0.20,0.44,ernead01
Adam Fox,D,55,0.09,0.76,0.85,foxad01
Adam Gaudette,C,40,0.13,0.15,0.28,gaudead01
Adam Henrique,C,45,0.27,0.20,0.47,henriad01
Adam Larsson,D,56,0.07,0.11,0.18,larssad01
Adam Lowry,LW,52,0.19,0.27,0.46,lowryad01
Adam Pelech,D,56,0.07,0.18,0.25,pelecad01
Adam Ružička,C,3,0.00,0.33,0.33,ruzicad01
Adin Hill,G,19,0.00,0.00,0.00,hillad01
Adrian Kempe,LW,56,0.25,0.27,0.52,kempead01
Alec Martinez,D,53,0.17,0.43,0.60,martial01
Alec Regula,D,3,0.00,0.00,0.00,regulal01
Aleksander Barkov,C,50,0.52,0.64,1.16,barkoal01
Aleksi Heponiemi,C,9,0.11,0.11,0.22,heponal01
Alex Barré-Boulet,F,15,0.20,0.00,0.20,barreal01
Alex Belzile,F,2,0.00,0.50,0.50,belzial01
Alex Biega,D,13,0.00,0.23,0.23,biegaal01
Alex Chiasson,RW,45,0.20,0.16,0.36,chiasal01
Alex DeBrincat,RW,52,0.62,0.46,1.08,debrial01
Alex Formenton,LW,20,0.20,0.10,0.30,formeal01
Alex Galchenyuk,C,34,0.15,0.24,0.38,galchal01
Alex Goligoski,D,56,0.05,0.34,0.39,goligal01
Alex Iafallo,C,55,0.24,0.31,0.55,iafalal01
Alex Killorn,C/LW,56,0.27,0.32,0.59,killoal01
Alex Lyon,G,6,0.00,0.00,0.00,lyonal01
Alex Nedeljkovic,G,23,0.00,0.04,0.04,nedelal01
Alex Newhook,C,6,0.00,0.50,0.50,newhoal01
Alex Ovechkin,LW,45,0.53,0.40,0.93,ovechal01
