Player,Position,GP,GPG,APG,PPG,PlayerID
Clarke MacArthur,LW,19,0.16,0.21,0.37,macarcl01
Cody McCormick,C,6,0.00,0.17,0.17,mccorco01
Colby Armstrong,RW,80,0.15,0.28,0.43,armstco01
Colin Fraser,C,1,0.00,0.00,0.00,fraseco01
Colin White,D,69,0.00,0.12,0.12,whiteco01
Colton Orr,RW,53,0.04,0.02,0.06,orrco01
Corey Perry,RW,82,0.21,0.33,0.54,perryco01
Cory Sarich,D,82,0.00,0.18,0.18,saricco01
Cory Stillman,LW,43,0.12,0.51,0.63,stillco01
Craig Adams,RW,82,0.09,0.09,0.17,adamscr01
Craig Anderson,G,5,0.00,0.00,0.00,andercr01
Craig Conroy,C,80,0.16,0.30,0.46,conrocr01
Craig MacDonald,C,25,0.12,0.08,0.20,macdocr01
Craig Rivet,D,71,0.10,0.24,0.34,rivetcr01
Cristobal Huet,G,42,0.00,0.02,0.02,huetcr01
Curtis Brown,C,78,0.10,0.15,0.26,browncu01
Curtis Glencross,LW,9,0.11,0.00,0.11,glenccu01
Curtis Joseph,G,55,0.00,0.00,0.00,josepcu01
Curtis Sanford,G,31,0.00,0.00,0.00,sanfocu01
D.J. King,LW,27,0.04,0.04,0.07,kingdj01
Dainius Zubrus,RW,79,0.30,0.46,0.76,zubruda01
Dallas Drake,RW,60,0.10,0.10,0.20,drakeda01
Dan Boyle,D,82,0.24,0.52,0.77,boyleda01
Dan Cloutier,G,24,0.00,0.04,0.04,cloutda01
Dan Fritsche,C,59,0.20,0.25,0.46,fritsda01
Dan Girardi,D,34,0.00,0.18,0.18,girarda01
Dan Hamhuis,D,81,0.07,0.17,0.25,hamhuda01
Dan Hinote,RW,41,0.12,0.12,0.24,hinotda01
Dan LaCouture,LW,6,0.00,0.00,0.00,lacouda01
Daniel Alfredsson,RW,77,0.38,0.75,1.13,alfreda01
Daniel Brière,C,81,0.40,0.78,1.17,brierda01
Daniel Carcillo,LW,18,0.22,0.17,0.39,carcida01
Daniel Cleary,RW,71,0.28,0.28,0.56,clearda01
Daniel Paille,LW,29,0.10,0.28,0.38,paillda01
Daniel Sedin,LW,81,0.44,0.59,1.04,sedinda01
Daniel Tjärnqvist,D,37,0.08,0.32,0.41,tjarnda01
Danny Bois,RW,1,0.00,0.00,0.00,boisda01
Danny Markov,D,66,0.06,0.18,0.24,markoda01
Danny Richmond,D,22,0.00,0.09,0.09,richmda01
Danny Syvret,D,16,0.00,0.06,0.06,syvreda01
Dany Heatley,RW,82,0.61,0.67,1.28,heatlda01
Dany Sabourin,G,9,0.00,0.00,0.00,sabouda01
Darcy Campbell,D,1,0.00,0.00,0.00,campbda02
Darcy Hordichuk,LW,53,0.02,0.06,0.08,hordida01
Darcy Tucker,RW,56,0.43,0.34,0.77,tuckeda01
Darius Kasparaitis,D,24,0.08,0.08,0.17,kaspada01
Darren Haydar,RW,4,0.00,0.00,0.00,haydada01
Darren McCarty,RW,32,0.00,0.00,0.00,mccarda02
Darren Reid,RW,14,0.00,0.00,0.00,reidda03
Darryl Bootland,RW,6,0.00,0.00,0.00,bootlda01
Darryl Sydor,D,74,0.07,0.22,0.28,sydorda01
Dave Bolland,C,1,0.00,0.00,0.00,bollada01
Dave Moss,LW,41,0.24,0.20,0.44,mossda01
Dave Scatchard,C,46,0.07,0.11,0.17,scatcda01
David Aebischer,G,32,0.00,0.00,0.00,aebisda01
David Backes,C,49,0.20,0.27,0.47,backeda01
David Booth,LW,48,0.06,0.15,0.21,boothda01
David Clarkson,RW,7,0.43,0.14,0.57,clarkda03
David Gove,LW,1,0.00,0.00,0.00,goveda01
David Hale,D,54,0.00,0.02,0.02,haleda01
David Kočí,LW,9,0.00,0.00,0.00,kocida01
David Krejčí,C,6,0.00,0.00,0.00,krejcda01
David Legwand,C,78,0.35,0.46,0.81,legwada01
David LeNeveu,G,6,0.00,0.00,0.00,lenevda01
David Liffiton,D,2,0.00,0.00,0.00,liffida01
David Printz,D,12,0.00,0.00,0.00,printda01
David Steckel,LW,5,0.00,0.00,0.00,steckda01
David Tanabe,D,60,0.08,0.20,0.28,tanabda01
David Výborný,RW,82,0.20,0.59,0.78,vyborda01
Daymond Langkow,C,81,0.41,0.54,0.95,langkda01
Dean McAmmond,LW,81,0.17,0.19,0.36,mcammde01
Denis Arkhipov,C,79,0.13,0.22,0.34,arkhide01
Denis Gauthier,D,43,0.00,0.09,0.09,gauthde01
Denis Hamel,LW,53,0.09,0.06,0.15,hamelde01
Dennis Seidenberg,D,52,0.04,0.12,0.15,seidede01
Dennis Wideman,D,75,0.08,0.25,0.33,widemde01
Derek Armstrong,C,67,0.16,0.49,0.66,armstde01
Derek Boogaard,LW,48,0.00,0.02,0.02,boogade01
Derek MacKenzie,C,4,0.00,0.00,0.00,mackede01
Derek Meech,D,4,0.00,0.00,0.00,meechde01
Derek Morris,D,82,0.07,0.23,0.30,morride01
Derek Roy,C,75,0.28,0.56,0.84,royde01
Derian Hatcher,D,82,0.04,0.07,0.11,hatchde01
Deron Quint,D,5,0.00,0.00,0.00,quintde01
Derrick Walser,D,9,0.22,0.00,0.22,walsede01
Dion Phaneuf,D,79,0.22,0.42,0.63,phanedi01
Dmitri Kalinin,D,82,0.09,0.27,0.35,kalindm01
Dmitry Afanasenkov,LW,74,0.15,0.14,0.28,afanadm01
Dominic Moore,C,69,0.12,0.13,0.25,mooredo01
Dominik Hašek,G,56,0.00,0.04,0.04,hasekdo01
Donald Brashear,LW,77,0.05,0.12,0.17,brashdo01
Donald MacLean,C,9,0.11,0.11,0.22,macledo01
Doug Janik,D,75,0.03,0.12,0.15,janikdo01
Doug Weight,C,82,0.20,0.52,0.72,weighdo01
Douglas Murray,D,35,0.00,0.09,0.09,murrado01
Drew Fata,D,3,0.33,0.00,0.33,fatadr01
Drew Larman,C,16,0.13,0.00,0.13,larmadr01
Drew Stafford,RW,41,0.32,0.34,0.66,staffdr01
Duncan Keith,D,82,0.02,0.35,0.38,keithdu01
Duncan Milroy,RW,5,0.00,0.20,0.20,milrodu01
Dustin Boyd,C,13,0.15,0.15,0.31,boyddu01
Dustin Brown,LW,81,0.21,0.36,0.57,browndu01
Dustin Byfuglien,D,9,0.11,0.22,0.33,byfugdu01
Dustin Penner,RW,82,0.35,0.20,0.55,pennedu01
Duvie Westcott,D,23,0.17,0.26,0.43,westcdu01
Dwayne Roloson,G,68,0.00,0.04,0.04,rolosdw01
Ed Belfour,G,58,0.00,0.03,0.03,belfoed01
Ed Jovanovski,D,54,0.20,0.33,0.54,jovaned01
Enver Lisin,RW,17,0.06,0.06,0.12,lisinen01
Éric Bélanger,C,80,0.21,0.23,0.44,belaner01
Eric Boguniecki,C,11,0.00,0.00,0.00,boguner01
Eric Boulton,LW,45,0.07,0.09,0.16,boulter01
Eric Brewer,D,82,0.07,0.28,0.35,breweer01
Eric Cairns,D,1,0.00,0.00,0.00,cairner01
Eric Fehr,RW,14,0.14,0.07,0.21,fehrer01
Eric Godard,RW,19,0.00,0.05,0.05,godarer01
Eric Lindros,RW,49,0.10,0.43,0.53,lindrer01
Éric Meloche,RW,13,0.08,0.15,0.23,melocer01
Éric Perrin,C,82,0.16,0.28,0.44,perrier01
Eric Staal,C,82,0.37,0.49,0.85,staaler01
Erik Christensen,C,61,0.30,0.25,0.54,chriser01
Erik Cole,LW,71,0.41,0.45,0.86,coleer01
Erik Rasmussen,C,71,0.04,0.10,0.14,rasmuer01
Erik Reitz,D,1,0.00,0.00,0.00,reitzer01
Erik Westrum,C,2,0.00,0.00,0.00,westrer01
Ethan Moreau,LW,7,0.14,0.00,0.14,moreaet01
Evgeni Malkin,LW,78,0.42,0.67,1.09,malkiev01
Evgeni Nabokov,G,50,0.00,0.00,0.00,nabokev01
Fedor Tyutin,D,66,0.03,0.18,0.21,tyutife01
Fernando Pisani,RW,77,0.18,0.18,0.36,pisanfe01
Filip Kuba,D,81,0.19,0.27,0.46,kubafi01
Filip Novák,D,6,0.00,0.00,0.00,novakfi01
Francis Bouillon,D,62,0.05,0.18,0.23,bouilfr01
François Beauchemin,D,71,0.10,0.30,0.39,beaucfr01
Frans Nielsen,C,15,0.07,0.07,0.13,nielsfr01
František Kaberle,D,27,0.07,0.22,0.30,kaberfr01
Freddy Meyer,D,60,0.03,0.10,0.13,meyerfr01
Frédéric Cassivi,G,4,0.00,0.00,0.00,cassifr01
Fredrik Modin,LW,79,0.28,0.25,0.53,modinfr01
Fredrik Norrena,G,55,0.00,0.00,0.00,norrefr01
Fredrik Sjöström,RW,78,0.12,0.12,0.23,sjostfr01
Gabe Gauthier,LW,5,0.00,0.00,0.00,gauthga01
Garnet Exelby,D,58,0.03,0.14,0.17,exelbga01
Garth Murray,LW,43,0.05,0.02,0.07,murraga01
Gary Roberts,LW,69,0.29,0.32,0.61,roberga01
Geoff Platt,C,26,0.15,0.19,0.35,plattge01
Geoff Sanderson,LW,58,0.19,0.31,0.50,sandege01
George Parros,RW,34,0.03,0.00,0.03,parroge01
Georges Laraque,RW,73,0.07,0.26,0.33,laraqge01
Gilbert Brulé,C,78,0.12,0.13,0.24,brulegi01
Glen Metropolit,C,77,0.18,0.25,0.43,metrogl01
Glen Murray,RW,59,0.47,0.29,0.76,murragl01
Glen Wesley,D,68,0.01,0.18,0.19,weslegl01
Greg de Vries,D,82,0.04,0.26,0.29,devrigr01
Greg Jacina,C,3,0.00,0.00,0.00,jacingr01
Greg Zanon,D,66,0.05,0.08,0.12,zanongr01
Gregory Campbell,C,79,0.08,0.04,0.11,campbgr01
Guillaume Latendresse,RW,80,0.20,0.16,0.36,latengu01
Hal Gill,D,82,0.07,0.17,0.24,gillha01
Hannu Toivonen,G,18,0.00,0.00,0.00,toivoha01
Henrik Lundqvist,G,70,0.00,0.00,0.00,lundqhe01
Henrik Sedin,C,82,0.12,0.87,0.99,sedinhe01
Henrik Tallinder,D,47,0.09,0.21,0.30,tallihe01
Henrik Zetterberg,LW,63,0.52,0.56,1.08,zettehe01
Ian Laperrière,RW,81,0.10,0.26,0.36,laperia01
Ian Moran,D,1,0.00,0.00,0.00,morania01
Ian White,D,76,0.04,0.30,0.34,whiteia01
Ilya Bryzgalov,G,27,0.00,0.00,0.00,bryzgil01
Ilya Kovalchuk,LW,82,0.51,0.41,0.93,kovalil01
J.P. Dumont,RW,82,0.26,0.55,0.80,dumonjp01
J.P. Vigier,RW,72,0.07,0.11,0.18,vigiejp01
Jack Johnson,D,5,0.00,0.00,0.00,johnsja02
Jakub Klepiš,C,41,0.07,0.17,0.24,klepija01
Jamal Mayers,RW,80,0.10,0.18,0.28,mayerja01
James Wisniewski,D,50,0.04,0.16,0.20,wisnija01
Jamie Heward,D,71,0.08,0.25,0.34,hewarja01
Jamie Hunt,D,1,0.00,0.00,0.00,huntja01
Jamie Langenbrunner,RW,82,0.28,0.45,0.73,langeja01
Jamie Lundmark,C,68,0.10,0.09,0.19,lundmja01
Jamie McLennan,G,9,0.00,0.00,0.00,mclenja01
Jamie Rivers,D,31,0.03,0.10,0.13,riverja01
Jan Bulis,C,79,0.15,0.14,0.29,bulisja01
Jan Hejda,D,39,0.03,0.21,0.23,hejdaja01
Jānis Sprukts,C,13,0.08,0.15,0.23,sprukja01
Janne Niinimaa,D,41,0.00,0.07,0.07,niinija01
Jarkko Immonen,C,14,0.07,0.36,0.43,immonja01
Jarkko Ruutu,LW,81,0.09,0.11,0.20,ruutuja01
Jarome Iginla,RW,70,0.56,0.79,1.34,iginlja01
Jaromír Jágr,RW,82,0.37,0.80,1.17,jagrja01
Jaroslav Balaštík,LW,8,0.13,0.13,0.25,balasja01
Jaroslav Halák,G,16,0.00,0.06,0.06,halakja01
Jaroslav Modrý,D,76,0.01,0.22,0.24,modryja01
Jaroslav Špaček,D,65,0.08,0.25,0.32,spaceja01
Jarret Stoll,C,51,0.25,0.51,0.76,stollja01
Jason Arnott,C,68,0.40,0.40,0.79,arnotja01
Jason Bacashihua,G,19,0.00,0.00,0.00,bacasja01
Jason Blake,LW,82,0.49,0.35,0.84,blakeja01
Jason Chimera,LW,82,0.18,0.26,0.44,chimeja01
Jason Krog,C,23,0.13,0.13,0.26,krogja01
Jason Morgan,C,4,0.00,0.00,0.00,morgaja01
Jason Pominville,RW,82,0.41,0.41,0.83,pominja01
Jason Smith,D,82,0.02,0.11,0.13,smithja01
Jason Spezza,C,67,0.51,0.79,1.30,spezzja01
Jason Strudwick,D,8,0.00,0.00,0.00,strudja01
Jason Ward,RW,70,0.11,0.16,0.27,wardja01
Jason Williams,C,78,0.19,0.22,0.41,willija01
Jason York,D,49,0.02,0.14,0.16,yorkja01
Jassen Cullimore,D,65,0.02,0.09,0.11,cullija01
Jay Bouwmeester,D,82,0.15,0.37,0.51,bouwmja01
Jay Harrison,D,5,0.00,0.00,0.00,harrija01
Jay McClement,C,81,0.10,0.35,0.44,mccleja01
Jay McKee,D,23,0.00,0.00,0.00,mckeeja01
Jay Pandolfo,LW,82,0.16,0.17,0.33,pandoja01
Jean-François Jacques,LW,37,0.00,0.00,0.00,jacquje01
Jean-Sébastien Aubin,G,20,0.00,0.00,0.00,aubinje01
Jean-Sébastien Giguère,G,56,0.00,0.04,0.04,gigueje01
Jed Ortmeyer,RW,41,0.05,0.22,0.27,ortmeje01
Jeff Carter,C,62,0.23,0.37,0.60,carteje01
Jeff Cowan,LW,63,0.11,0.08,0.19,cowanje01
Jeff Finger,D,22,0.05,0.18,0.23,fingeje01
Jeff Friesen,LW,72,0.08,0.08,0.17,friesje01
Jeff Halpern,C,76,0.11,0.22,0.33,halpeje01
Jeff Hamilton,C,70,0.26,0.30,0.56,hamilje01
Jeff Hoggan,RW,46,0.00,0.04,0.04,hoggaje01
Jeff O'Neill,C,74,0.27,0.30,0.57,oneilje01
Jeff Schultz,D,38,0.00,0.08,0.08,schulje02
Jeff Taffe,LW,17,0.24,0.12,0.35,taffeje01
Jeff Tambellini,LW,23,0.09,0.30,0.39,tambeje01
Jeff Woywitka,D,34,0.03,0.18,0.21,woywije01
Jere Lehtinen,RW,73,0.36,0.23,0.59,lehtije01
Jeremy Colliton,C,1,0.00,0.00,0.00,collije01
Jeremy Reich,C,32,0.00,0.03,0.03,reichje01
Jeremy Roenick,C,70,0.16,0.24,0.40,roenije01
Jeremy Williams,RW,1,1.00,0.00,1.00,willije01
Jerred Smithson,C,64,0.08,0.11,0.19,smithje01
Jesse Schultz,RW,2,0.00,0.00,0.00,schulje01
Jim Dowd,C,66,0.06,0.06,0.12,dowdji01
Jim Fahey,D,13,0.00,0.08,0.08,faheyji01
Jim Slater,C,74,0.07,0.19,0.26,slateji01
Jim Vandermeer,D,46,0.02,0.13,0.15,vandeji01
Jiří Hudler,C,76,0.20,0.13,0.33,hudleji01
Jiří Novotný,C,68,0.09,0.19,0.28,novotji01
Joakim Lindström,C,9,0.11,0.00,0.11,lindsjo01
Jocelyn Thibault,G,22,0.00,0.00,0.00,thibajo01
Jochen Hecht,C,76,0.25,0.49,0.74,hechtjo01
Jody Shelley,LW,72,0.01,0.01,0.03,shelljo01
Joe Corvo,D,76,0.11,0.38,0.49,corvojo01
Joe DiPenta,D,76,0.03,0.08,0.11,dipenjo01
Joe Motzko,RW,7,0.14,0.00,0.14,motzkjo01
Joe Nieuwendyk,C,15,0.33,0.20,0.53,nieuwjo01
Joe Pavelski,C,46,0.30,0.30,0.61,paveljo01
Joe Piskula,D,5,0.00,0.00,0.00,piskujo01
Joe Sakic,C,82,0.44,0.78,1.22,sakicjo01
Joe Thornton,C,82,0.27,1.12,1.39,thornjo01
Joel Kwiatkowski,D,42,0.12,0.12,0.24,kwiatjo01
Joel Lundqvist,C,36,0.08,0.08,0.17,lundqjo01
Joel Perrault,C,26,0.04,0.08,0.12,perrajo01
Joel Ward,RW,11,0.00,0.09,0.09,wardjo02
Joey MacDonald,G,15,0.00,0.00,0.00,macdojo01
Joffrey Lupul,RW,81,0.20,0.15,0.35,lupuljo01
Johan Franzén,C,69,0.14,0.29,0.43,franzjo01
Johan Hedberg,G,21,0.00,0.05,0.05,hedbejo01
Johan Holmqvist,G,48,0.00,0.06,0.06,holmqjo01
John Erskine,D,29,0.03,0.21,0.24,erskijo01
John Grahame,G,28,0.00,0.11,0.11,grahajo01
John LeClair,LW,21,0.10,0.24,0.33,leclajo01
John Madden,C,74,0.16,0.27,0.43,maddejo01
John Pohl,C,74,0.18,0.22,0.39,pohljo01
John Zeiler,RW,23,0.04,0.09,0.13,zeilejo01
John-Michael Liles,D,71,0.20,0.42,0.62,lilesjo01
Johnny Oduya,D,76,0.03,0.12,0.14,oduyajo01
Jon Klemm,D,38,0.03,0.05,0.08,klemmjo01
Jon Sim,LW,77,0.22,0.16,0.38,simjo01
Jonas Nordqvist,C,3,0.00,0.67,0.67,nordqjo01
Jonathan Cheechoo,RW,76,0.49,0.42,0.91,cheecjo01
Jonathan Sigalet,D,1,0.00,0.00,0.00,sigaljo02
Joni Pitkänen,D,77,0.05,0.51,0.56,pitkajo01
Jordan Leopold,D,15,0.13,0.20,0.33,leopojo01
Jordan Staal,C,81,0.36,0.16,0.52,staaljo01
Jordin Tootoo,RW,65,0.05,0.09,0.14,tootojo01
