,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
16,Aleksander Barkov,18,FLA,C,54,9,0.15,0.30,0.44,0.16,0.19,1.61,9,18,27,10,42,9,36,0,-3,1.1,0.8,1.9,10,2,8,20.0,barkoal01
17,Aleš Hemský,30,TOT,RW,75,15,0.17,0.40,0.57,0.20,0.32,1.84,15,33,48,17,61,17,62,3,-15,3.0,0.8,3.7,0,,,,hemskal01
17,Aleš Hemský,30,EDM,RW,55,9,0.16,0.31,0.47,0.17,0.36,1.71,10,19,29,11,36,11,41,3,-13,1.4,0.6,2.0,0,,,,hemskal01
17,Aleš Hemský,30,OTT,RW,20,6,0.20,0.65,0.85,0.29,0.20,2.20,5,14,19,7,25,6,21,0,-2,1.5,0.2,1.7,1,1,0,100.0,hemskal01
18,Alex Chiasson,23,DAL,RW,79,13,0.16,0.28,0.44,0.16,0.48,1.82,15,24,39,15,61,27,63,8,-21,2.1,0.3,2.4,6,2,4,33.3,chiasal01
19,Alex Galchenyuk,19,MTL,C,65,12,0.20,0.28,0.48,0.18,0.40,1.69,15,20,35,14,43,14,42,0,-12,2.4,0.7,3.0,7,1,6,14.3,galchal01
20,Alex Goligoski,28,DAL,D,81,13,0.07,0.44,0.52,0.16,0.35,1.74,7,39,46,14,97,24,84,20,9,3.0,4.5,7.4,0,,,,goligal01
21,Alex Grant,25,ANA,D,2,1,1.00,0.00,1.00,0.54,1.00,1.00,2,0,2,1,3,0,0,0,3,0.4,0.3,0.7,0,,,,grantal01
22,Alex Killorn,24,TBL,C,82,15,0.21,0.29,0.50,0.19,0.77,2.11,19,26,45,17,71,14,49,1,8,2.6,1.7,4.3,1,0,1,0.0,killoal01
23,Alex Ovechkin,28,WSH,LW,78,34,0.65,0.36,1.01,0.44,0.62,4.95,58,31,89,40,107,63,80,0,-35,9.9,0.3,10.2,17,2,15,11.8,ovechal01
24,Alex Pietrangelo,24,STL,D,81,16,0.10,0.53,0.63,0.19,0.40,2.02,9,47,56,18,109,28,85,25,20,4.0,6.3,10.4,0,,,,pietral01
25,Alex Stalock,26,SJS,G,24,0,0.00,0.00,0.00,0.00,0.08,0.00,0,0,0,0,52,7,39,3,,0.0,0.0,4.7,0,,,,staloal01
26,Alex Tanguay,34,COL,LW,16,4,0.25,0.44,0.69,0.25,0.25,1.50,5,8,13,5,19,4,8,0,7,0.9,0.5,1.4,0,,,,tangual01
27,Alexander Edler,27,VAN,D,63,8,0.11,0.24,0.35,0.12,0.79,2.83,8,16,24,9,39,18,75,15,-39,1.5,0.4,1.8,2,0,2,0.0,edleral01
28,Alexander Khokhlachev,20,BOS,C,1,0,0.00,0.00,0.00,0.00,2.00,2.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,khokhal01
29,Alexander Petrovic,21,FLA,D,7,0,0.00,0.14,0.14,0.04,1.14,0.57,0,1,1,0,7,0,4,0,3,0.0,0.4,0.4,0,,,,petroal01
30,Alexander Semin,29,CAR,RW,65,18,0.34,0.31,0.65,0.27,0.65,3.23,25,22,47,20,67,18,52,4,1,3.8,1.6,5.4,3,0,3,0.0,seminal01
31,Alexander Steen,29,STL,LW,68,25,0.49,0.43,0.91,0.37,0.68,3.10,37,32,69,29,92,32,51,8,17,6.7,2.3,9.1,10,5,5,50.0,steenal01
32,Alexander Sulzer,29,BUF,D,25,1,0.00,0.08,0.08,0.02,0.32,0.84,0,2,2,1,12,1,21,7,-3,-0.3,1.1,0.8,1,0,1,0.0,sulzeal01
33,Alexander Urbom,23,WSH,D,20,1,0.05,0.05,0.10,0.04,0.95,0.80,1,1,2,1,9,0,12,5,1,0.0,0.7,0.7,0,,,,urbomal01
34,Alexandre Burrows,32,VAN,LW,49,5,0.10,0.20,0.31,0.11,1.45,2.12,6,11,17,6,29,12,33,7,-9,-0.2,0.8,0.6,5,1,4,20.0,burroal01
35,Alexei Emelin,27,MTL,D,59,5,0.05,0.24,0.29,0.09,1.00,0.98,3,15,18,6,41,4,51,14,-1,0.9,2.7,3.6,0,,,,emelial01
36,Alexey Marchenko,22,DET,D,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,2,0,0,0,2,0.0,0.2,0.2,0,,,,marchal01
37,Anders Lee,23,NYI,C,22,6,0.41,0.23,0.64,0.28,0.64,3.09,10,5,15,7,20,5,12,0,3,1.6,0.5,2.1,1,0,1,0.0,leean01
38,Anders Lindbäck,25,TBL,G,23,0,0.00,0.00,0.00,0.00,0.09,0.00,0,0,0,0,53,11,62,21,,0.0,0.0,1.9,0,,,,lindban01
39,Anders Nilsson,23,NYI,G,19,0,0.00,0.00,0.00,0.00,0.11,0.00,0,0,0,0,39,10,57,17,,0.0,0.0,2.1,0,,,,nilssan01
40,André Benoit,30,COL,D,79,9,0.09,0.27,0.35,0.12,0.33,1.43,8,23,31,11,76,20,74,21,2,1.9,2.8,4.7,0,,,,benoian01
41,Andrei Loktionov,23,TOT,C,68,8,0.10,0.22,0.32,0.12,0.21,1.15,8,17,25,9,36,7,32,1,-2,0.8,1.1,1.9,0,,,,loktian01
41,Andrei Loktionov,23,NJD,C,48,4,0.08,0.17,0.25,0.09,0.25,0.92,5,9,14,5,16,0,15,1,2,0.1,0.9,1.0,0,,,,loktian01
41,Andrei Loktionov,23,CAR,C,20,4,0.15,0.35,0.50,0.18,0.10,1.70,3,8,11,4,20,7,17,0,-4,0.7,0.2,0.9,0,,,,loktian01
42,Andrei Markov,35,MTL,D,81,14,0.09,0.44,0.53,0.17,0.42,1.62,8,39,47,15,110,42,78,22,12,3.2,6.0,9.2,1,1,0,100.0,markoan01
43,Andrej Meszároš,28,TOT,D,52,8,0.13,0.29,0.42,0.15,0.77,1.62,8,16,24,9,45,7,36,4,5,2.1,2.1,4.3,0,,,,meszaan01
43,Andrej Meszároš,28,PHI,D,38,6,0.13,0.32,0.45,0.16,0.89,1.63,6,13,19,7,30,3,29,3,1,1.7,1.4,3.0,0,,,,meszaan01
43,Andrej Meszároš,28,BOS,D,14,2,0.14,0.21,0.36,0.14,0.43,1.57,2,3,5,2,15,4,7,1,4,0.5,0.8,1.2,0,,,,meszaan01
44,Andrej Sekera,27,CAR,D,74,15,0.15,0.45,0.59,0.21,0.27,1.92,12,36,48,16,92,19,94,25,4,4.2,4.4,8.6,0,,,,sekeran01
45,Andrej Šustr,23,TBL,D,43,2,0.02,0.16,0.19,0.06,0.37,0.91,1,8,9,3,22,0,23,4,3,0.2,1.5,1.7,0,,,,sustran01
46,Andrew Alberts,32,VAN,D,10,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,3,0,2,0,1,-0.1,0.3,0.2,0,,,,alberan01
47,Andrew Campbell,25,LAK,D,3,0,0.00,0.00,0.00,0.00,0.00,1.33,0,0,0,0,1,0,1,0,0,0.0,0.1,0.0,0,,,,campban01
48,Andrew Cogliano,26,ANA,C,82,17,0.26,0.26,0.51,0.21,0.32,1.91,25,22,47,20,54,0,59,18,13,3.7,1.5,5.2,0,,,,coglian01
49,Andrew Desjardins,27,SJS,C,81,5,0.04,0.17,0.21,0.07,1.06,1.17,3,15,18,6,18,0,31,5,-8,-0.3,0.6,0.3,0,,,,desjaan01
50,Andrew Ebbett,31,PIT,C,9,0,0.00,0.11,0.11,0.03,0.00,1.00,0,1,1,0,1,0,5,0,-4,-0.2,-0.1,-0.2,0,,,,ebbetan01
51,Andrew Ference,34,EDM,D,71,6,0.04,0.21,0.25,0.08,0.89,1.08,3,16,19,6,49,3,92,28,-18,0.5,1.9,2.4,0,,,,ferenan01
52,Andrew Hammond,25,OTT,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,,0.0,0.0,0.2,0,,,,hammoan01
53,Andrew Ladd,28,WPG,LW,78,21,0.29,0.40,0.69,0.27,0.73,2.42,26,34,60,23,84,24,70,18,8,4.4,1.9,6.2,14,7,7,50.0,laddan01
54,Andrew MacDonald,27,TOT,D,82,9,0.05,0.29,0.34,0.11,0.61,1.12,5,26,31,10,89,27,112,28,-22,1.1,2.2,3.3,0,,,,macdoan01
54,Andrew MacDonald,27,NYI,D,63,8,0.06,0.32,0.38,0.12,0.54,1.14,5,22,27,9,79,26,97,25,-19,1.2,1.6,2.8,0,,,,macdoan01
54,Andrew MacDonald,27,PHI,D,19,1,0.00,0.21,0.21,0.06,0.84,1.05,0,4,4,1,10,1,15,3,-3,-0.1,0.6,0.5,0,,,,macdoan01
55,Andrew Shaw,22,CHI,C,80,16,0.25,0.24,0.49,0.20,0.95,1.86,23,21,44,18,87,28,50,3,12,3.1,1.5,4.6,2,0,2,0.0,shawan01
56,Andy Greene,31,NJD,D,82,11,0.10,0.29,0.39,0.13,0.39,1.63,9,26,35,12,84,20,86,25,3,2.0,5.7,7.7,0,,,,greenan01
57,Andy Miele,25,PHX,C,7,1,0.00,0.29,0.29,0.08,0.71,0.86,0,2,2,1,5,0,1,0,4,0.0,0.2,0.3,0,,,,mielean01
58,Anthony Peluso,24,WPG,RW,53,2,0.04,0.06,0.09,0.04,1.23,0.45,2,3,5,2,10,0,15,0,-5,-0.1,0.1,0.0,1,0,1,0.0,pelusan01
59,Antoine Roussel,24,DAL,LW,81,12,0.17,0.19,0.36,0.14,2.58,1.40,16,16,32,13,36,0,53,15,-1,1.8,1.0,2.9,0,,,,roussan01
60,Antoine Vermette,31,PHX,C,82,18,0.29,0.26,0.55,0.22,0.54,1.95,27,23,50,21,78,31,71,23,0,3.2,1.8,5.0,9,4,5,44.4,vermean01
61,Anton Belov,27,EDM,D,57,2,0.02,0.11,0.12,0.04,0.60,0.95,1,7,8,2,37,6,46,3,-12,-0.3,1.2,0.9,0,,,,belovan01
62,Anton Khudobin,27,CAR,G,36,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,92,17,80,13,,0.0,0.0,8.0,0,,,,khudoan01
63,Anton Lander,22,EDM,C,27,0,0.00,0.04,0.04,0.01,0.15,0.67,0,1,1,0,8,4,20,5,-10,-0.9,0.0,-0.9,0,,,,landean01
64,Anton Strålman,27,NYR,D,81,4,0.01,0.15,0.16,0.05,0.32,1.28,1,13,14,4,59,1,60,11,9,-0.4,4.7,4.3,0,,,,stralan01
65,Anton Volchenkov,31,NJD,D,56,2,0.00,0.14,0.14,0.04,0.36,0.75,0,9,9,2,27,0,40,16,3,-0.3,2.8,2.5,0,,,,volchan01
66,Antti Niemi,30,SJS,G,64,1,0.00,0.03,0.03,0.01,0.00,0.00,0,2,2,1,179,43,148,30,,0.0,0.0,10.1,0,,,,niemian02
67,Antti Raanta,24,CHI,G,25,0,0.00,0.04,0.04,0.01,0.00,0.00,0,1,1,0,82,16,63,12,,0.0,0.0,2.4,0,,,,raantan01
68,Anže Kopitar,26,LAK,C,82,27,0.35,0.50,0.85,0.33,0.29,2.44,33,45,78,30,99,33,59,25,34,6.4,3.7,10.0,13,6,7,46.2,kopitan01
69,Arron Asham,35,NYR,RW,6,0,0.00,0.00,0.00,0.00,2.33,0.17,0,0,0,0,0,0,5,0,-5,-0.1,-0.2,-0.3,0,,,,ashamar01
70,Artem Anisimov,25,CBJ,C,81,17,0.27,0.21,0.48,0.20,0.25,2.00,25,19,44,19,60,18,71,26,-2,3.1,1.4,4.6,4,1,3,25.0,anisiar01
71,B.J. Crombeen,28,TBL,RW,55,3,0.05,0.13,0.18,0.06,1.44,1.09,3,8,11,4,12,0,25,11,-2,-0.1,0.5,0.3,0,,,,crombbj01
72,Barret Jackman,32,STL,D,79,5,0.04,0.15,0.19,0.06,1.23,1.05,3,13,16,5,59,0,69,21,11,0.2,4.1,4.4,0,,,,jackmba01
73,Beau Bennett,22,PIT,RW,21,3,0.14,0.19,0.33,0.13,0.00,1.29,3,4,7,3,12,3,12,0,-2,0.3,0.3,0.6,2,1,1,50.0,bennebe01
74,Ben Bishop,27,TBL,G,63,1,0.00,0.03,0.03,0.01,0.06,0.00,0,2,2,1,170,38,133,32,,0.0,0.0,12.9,0,,,,bishobe01
75,Ben Chiarot,22,WPG,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,3,0,-3,0.0,-0.2,-0.2,0,,,,chiarbe01
76,Ben Eager,30,EDM,LW,7,0,0.00,0.14,0.14,0.04,0.29,0.57,0,1,1,0,1,0,0,0,1,0.0,0.1,0.1,0,,,,eagerbe01
77,Ben Hanowski,23,CGY,RW,11,1,0.00,0.18,0.18,0.05,0.18,0.91,0,2,2,1,3,0,5,0,-2,0.0,0.0,0.0,0,,,,hanowbe01
78,Ben Lovejoy,29,ANA,D,78,6,0.06,0.17,0.23,0.08,0.50,1.37,6,14,20,7,57,1,44,9,21,0.7,3.8,4.5,0,,,,lovejbe01
79,Ben Scrivens,27,TOT,G,40,0,0.00,0.03,0.03,0.01,0.15,0.00,0,1,1,0,74,19,94,19,,0.0,0.0,8.5,0,,,,scrivbe01
79,Ben Scrivens,27,EDM,G,21,0,0.00,0.00,0.00,0.00,0.29,0.00,0,0,0,0,42,10,62,12,,0.0,0.0,4.7,0,,,,scrivbe01
79,Ben Scrivens,27,LAK,G,19,0,0.00,0.05,0.05,0.01,0.00,0.00,0,1,1,0,32,9,32,7,,0.0,0.0,3.8,0,,,,scrivbe01
80,Ben Smith,25,CHI,RW,75,11,0.19,0.16,0.35,0.14,0.03,1.20,16,13,29,12,37,2,41,9,3,1.8,0.9,2.7,3,1,2,33.3,smithbe01
81,Ben Street,26,CGY,C,13,0,0.00,0.08,0.08,0.02,0.31,1.31,0,1,1,0,3,0,9,4,-2,-0.3,0.1,-0.2,0,,,,streebe01
82,Benn Ferriero,26,VAN,RW,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,ferribe01
83,Benoît Pouliot,27,NYR,LW,80,14,0.19,0.26,0.45,0.17,0.70,1.76,17,23,40,16,54,15,29,0,10,2.8,1.8,4.6,3,1,2,33.3,poulibe01
84,Bill Arnold,21,CGY,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,arnolbi01
85,Blair Jones,27,CGY,C,14,1,0.14,0.00,0.14,0.08,1.50,1.00,2,0,2,1,3,0,5,2,0,0.0,0.2,0.2,1,0,1,0.0,jonesbl01
86,Blake Comeau,27,CBJ,LW,61,6,0.08,0.18,0.26,0.09,0.59,1.75,6,12,18,7,25,0,29,2,-2,0.3,0.7,1.0,0,,,,comeabl01
87,Blake Wheeler,27,WPG,RW,82,26,0.34,0.50,0.84,0.32,0.77,2.74,32,45,77,30,85,25,63,7,4,6.7,1.7,8.3,7,1,6,14.3,wheelbl01
88,Bobby Butler,26,FLA,RW,2,0,0.00,0.50,0.50,0.14,1.00,2.50,0,1,1,0,2,0,1,0,1,0.0,0.1,0.1,1,0,1,0.0,butlebo01
89,Bobby Ryan,26,OTT,RW,70,19,0.33,0.36,0.69,0.28,0.64,2.71,26,27,53,22,74,21,46,0,7,4.8,1.3,6.1,4,0,4,0.0,ryanbo01
90,Boone Jenner,20,CBJ,C,72,12,0.22,0.18,0.40,0.17,0.63,1.76,18,14,32,14,42,9,28,0,6,2.3,1.4,3.6,0,,,,jennebo01
91,Boyd Gordon,30,EDM,C,74,8,0.11,0.18,0.28,0.10,0.27,1.08,9,14,23,9,27,4,66,28,-15,0.2,0.8,0.9,0,,,,gordobo01
92,Bracken Kearns,32,SJS,LW,25,2,0.12,0.08,0.20,0.08,0.24,1.48,3,2,5,2,10,1,11,0,-2,0.0,0.3,0.2,0,,,,kearnbr01
93,Brad Boyes,31,FLA,RW,78,16,0.27,0.19,0.46,0.20,0.36,2.26,24,16,40,17,64,10,66,6,-6,2.9,1.1,4.0,12,6,6,50.0,boyesbr01
94,Brad Hunt,25,EDM,D,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,0,0,3,0,-3,0.0,-0.2,-0.2,0,,,,huntbr01
95,Brad Malone,24,COL,C,32,2,0.09,0.06,0.16,0.07,0.72,0.50,3,2,5,2,5,0,9,0,-4,0.3,0.0,0.3,0,,,,malonbr01
96,Brad Marchand,25,BOS,LW,82,21,0.30,0.34,0.65,0.26,0.78,1.82,28,31,59,24,69,4,44,15,36,5.1,2.7,7.8,6,1,5,16.7,marchbr03
97,Brad Mills,30,CHI,C,3,0,0.00,0.00,0.00,0.00,0.00,0.67,0,0,0,0,1,0,3,1,-1,-0.1,0.0,-0.1,0,,,,millsbr01
98,Brad Richards,33,NYR,C,82,19,0.24,0.38,0.62,0.23,0.22,3.16,23,34,57,22,83,37,54,0,-8,3.7,1.6,5.4,5,3,2,60.0,richabr01
99,Brad Richardson,28,VAN,RW,73,9,0.15,0.16,0.32,0.13,0.53,1.16,12,13,25,10,41,1,51,12,1,0.8,1.5,2.3,0,,,,richabr02
100,Brad Stuart,34,SJS,D,61,4,0.05,0.13,0.18,0.06,0.57,1.05,3,9,12,4,40,0,49,13,4,0.1,2.8,2.9,0,,,,stuarbr02
101,Braden Holtby,24,WSH,G,48,1,0.00,0.04,0.04,0.01,0.15,0.00,0,2,2,1,124,32,126,34,,0.0,0.0,9.0,0,,,,holtbbr01
102,Brandon Bollig,27,CHI,LW,82,6,0.09,0.09,0.17,0.07,1.12,1.33,8,8,16,7,29,0,31,1,-1,0.0,0.6,0.6,0,,,,bollibr01
103,Brandon Dubinsky,27,CBJ,C,76,18,0.21,0.45,0.66,0.24,1.29,2.49,18,37,55,20,74,22,66,19,5,3.5,1.8,5.3,0,,,,dubinbr01
104,Brandon Gormley,21,PHX,D,5,0,0.00,0.00,0.00,0.00,0.40,0.80,0,0,0,0,4,1,2,2,4,-0.1,0.5,0.4,0,,,,gormlbr01
105,Brandon Mashinter,25,NYR,LW,6,0,0.00,0.00,0.00,0.00,1.67,0.50,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,mashibr01
106,Brandon McMillan,23,PHX,LW,22,2,0.09,0.18,0.27,0.10,0.18,1.59,2,4,6,2,9,0,11,2,0,0.1,0.3,0.4,0,,,,mcmilbr01
107,Brandon Pirri,22,TOT,C,49,10,0.27,0.24,0.51,0.21,0.16,1.63,15,13,28,12,33,6,21,0,6,2.6,0.8,3.4,0,,,,pirribr01
107,Brandon Pirri,22,CHI,C,28,5,0.21,0.18,0.39,0.16,0.21,1.21,7,5,12,5,17,1,10,0,6,0.9,0.5,1.5,3,1,2,33.3,pirribr01
107,Brandon Pirri,22,FLA,C,21,6,0.33,0.33,0.67,0.28,0.10,2.19,8,8,16,7,16,5,11,0,0,1.6,0.3,1.9,2,1,1,50.0,pirribr01
108,Brandon Prust,29,MTL,LW,52,5,0.12,0.13,0.25,0.10,2.33,0.94,7,8,15,6,21,1,27,6,-1,0.3,0.8,1.1,0,,,,prustbr01
109,Brandon Saad,21,CHI,LW,78,18,0.24,0.36,0.60,0.23,0.26,2.04,21,31,52,20,76,12,50,6,20,3.8,1.8,5.7,3,0,3,0.0,saadbr01
110,Brandon Sutter,24,PIT,C,81,10,0.16,0.16,0.32,0.13,0.15,1.78,15,14,29,12,34,8,52,16,-9,0.8,1.1,1.9,2,2,0,100.0,suttebr03
111,Brandon Yip,28,PHX,RW,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0,,,,yipbr01
112,Brayden McNabb,23,BUF,D,12,0,0.00,0.00,0.00,0.00,0.50,0.83,0,0,0,0,5,1,3,0,1,-0.3,0.7,0.4,0,,,,mcnabbr01
113,Brayden Schenn,22,PHI,C,82,16,0.24,0.26,0.50,0.20,0.66,2.17,23,23,46,19,61,14,47,0,0,3.2,1.4,4.6,3,1,2,33.3,schenbr01
114,Braydon Coburn,28,PHI,D,82,6,0.06,0.15,0.21,0.07,0.77,1.49,6,13,19,7,67,1,104,32,-6,0.2,3.1,3.3,0,,,,coburbr01
115,Brendan Gallagher,21,MTL,RW,81,16,0.23,0.27,0.51,0.20,0.90,2.60,21,24,45,18,76,26,47,1,4,3.2,1.8,5.0,4,0,4,0.0,gallabr01
116,Brendan Smith,24,DET,D,71,7,0.07,0.20,0.27,0.09,0.96,1.27,6,15,21,7,50,1,58,7,-2,1.1,2.5,3.7,0,,,,smithbr05
117,Brenden Dillon,23,DAL,D,80,6,0.08,0.14,0.21,0.08,1.08,1.21,7,12,19,7,67,0,81,23,9,0.5,3.9,4.4,0,,,,dillobr01
118,Brenden Morrow,35,STL,LW,71,10,0.18,0.17,0.35,0.14,1.07,0.79,15,13,28,12,38,9,29,2,1,1.9,1.0,2.9,0,,,,morrobr01
119,Brent Burns,28,SJS,RW,69,19,0.32,0.38,0.70,0.27,0.49,3.55,25,28,53,21,76,15,35,0,26,4.5,2.4,6.9,2,0,2,0.0,burnsbr01
120,Brent Seabrook,28,CHI,D,82,13,0.09,0.41,0.50,0.16,0.27,1.82,8,37,45,14,104,16,82,17,23,3.1,4.8,7.9,0,,,,seabrbr01
121,Brett Bellemore,25,CAR,D,64,3,0.03,0.09,0.13,0.04,0.70,0.84,2,7,9,3,30,0,41,10,-1,-0.2,2.5,2.2,0,,,,bellebr01
122,Brett Bulmer,21,MIN,RW,5,0,0.00,0.00,0.00,0.00,0.40,1.40,0,0,0,0,0,0,2,0,-2,-0.2,0.0,-0.2,0,,,,bulmebr01
123,Brett Connolly,21,TBL,RW,11,1,0.09,0.00,0.09,0.05,0.36,1.09,1,0,1,1,5,0,10,1,-5,-0.2,-0.1,-0.2,0,,,,connobr01
124,Brett Gallant,25,NYI,LW,4,0,0.00,0.00,0.00,0.00,4.25,0.75,0,0,0,0,0,0,0,0,0,-0.1,0.0,0.0,0,,,,gallabr02
125,Brett Sutter,26,CAR,C,17,1,0.06,0.06,0.12,0.05,0.53,0.94,1,1,2,1,3,0,7,0,-4,0.0,0.0,0.0,0,,,,suttebr04
126,Brian Boyle,29,NYR,C,82,6,0.07,0.15,0.22,0.08,0.68,1.67,7,13,20,7,27,2,42,18,1,-0.2,1.4,1.1,0,,,,boylebr01
127,Brian Campbell,34,FLA,D,82,12,0.09,0.37,0.45,0.15,0.24,1.41,8,33,41,13,89,21,90,16,-6,2.4,4.0,6.3,0,,,,campbbr02
128,Brian Dumoulin,22,PIT,D,6,0,0.00,0.17,0.17,0.05,0.67,0.50,0,1,1,0,6,1,6,2,1,0.0,0.4,0.3,0,,,,dumoubr01
129,Brian Elliott,28,STL,G,31,1,0.00,0.06,0.06,0.02,0.00,0.00,0,2,2,1,83,18,53,9,,0.0,0.0,4.8,0,,,,elliobr01
130,Brian Flynn,25,BUF,C,79,5,0.08,0.09,0.16,0.07,0.18,1.29,7,8,15,6,21,0,48,17,-10,-1.1,1.3,0.3,4,1,3,25.0,flynnbr01
131,Brian Gibbons,25,PIT,C,41,6,0.12,0.29,0.41,0.14,0.15,0.71,6,13,19,7,24,3,18,3,5,1.1,0.8,1.9,0,,,,gibbobr02
132,Brian Gionta,35,MTL,RW,81,16,0.22,0.27,0.49,0.20,0.27,2.27,20,24,44,17,54,12,50,8,1,2.6,1.8,4.4,0,,,,giontbr01
133,Brian Lashoff,23,DET,D,75,2,0.01,0.07,0.08,0.03,0.48,0.51,1,5,6,2,34,0,55,19,-2,-0.6,2.1,1.5,0,,,,lashobr01
134,Brian McGrattan,32,CGY,RW,76,3,0.05,0.05,0.11,0.04,1.32,1.04,5,4,9,4,14,0,18,0,-4,-0.1,0.5,0.4,0,,,,mcgrabr01
135,Brian Strait,26,NYI,D,47,3,0.06,0.13,0.19,0.07,0.30,0.85,3,7,10,4,30,0,55,11,-14,0.3,0.5,0.8,0,,,,straibr01
136,Brock Nelson,22,NYI,C,72,11,0.19,0.17,0.36,0.15,0.17,1.83,16,13,29,12,45,11,51,7,-10,1.6,0.7,2.3,4,3,1,75.0,nelsobr01
137,Brooks Laich,30,WSH,C,51,6,0.16,0.14,0.29,0.12,0.31,1.47,9,8,17,7,32,9,47,17,-7,0.1,0.7,0.8,2,2,0,100.0,laichbr01
138,Brooks Orpik,33,PIT,D,72,4,0.03,0.15,0.18,0.06,0.64,0.69,2,12,14,4,60,1,80,20,-3,-0.2,3.4,3.2,0,,,,orpikbr01
139,Bryan Allen,33,ANA,D,68,3,0.00,0.15,0.15,0.04,1.10,0.88,0,11,11,3,56,0,60,24,20,-0.4,3.3,2.9,0,,,,allenbr01
