,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
140,Bryan Bickell,27,CHI,LW,59,7,0.19,0.07,0.25,0.12,0.47,1.58,12,4,16,8,26,2,30,0,-6,1.0,0.3,1.3,1,0,1,0.0,bickebr01
141,Bryan Little,26,WPG,RW,82,23,0.28,0.50,0.78,0.29,0.71,2.07,26,45,71,26,91,24,76,17,8,5.2,2.0,7.2,10,4,6,40.0,littlbr01
142,Bryce Salvador,37,NJD,D,40,1,0.03,0.08,0.10,0.03,0.73,0.60,1,3,4,1,24,0,36,10,-2,-0.5,2.0,1.6,0,,,,salvabr01
143,Bryce Van Brabant,22,CGY,LW,6,0,0.00,0.00,0.00,0.00,0.33,0.67,0,0,0,0,1,0,2,0,-1,-0.2,0.0,-0.1,0,,,,vanbrbr01
144,Cal Clutterbuck,26,NYI,RW,73,8,0.16,0.10,0.26,0.11,0.68,2.36,14,8,22,10,29,2,53,16,-9,0.5,0.7,1.3,1,0,1,0.0,cluttca01
145,Cal Heeter,25,PHI,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,4,1,5,1,,0.0,0.0,0.0,0,,,,heeteca01
146,Calle Järnkrok,22,NSH,C,12,3,0.17,0.58,0.75,0.25,0.33,1.08,2,8,10,3,13,2,4,0,7,0.8,0.5,1.2,3,1,2,33.3,jarnkca01
147,Calvin de Haan,22,NYI,D,51,5,0.06,0.25,0.31,0.10,0.59,1.39,3,14,17,5,41,5,55,12,-7,0.8,1.6,2.4,0,,,,dehaaca01
148,Cam Atkinson,24,CBJ,RW,79,17,0.27,0.24,0.51,0.21,0.23,2.73,24,21,45,19,61,20,46,1,-4,3.4,1.2,4.6,6,2,4,33.3,atkinca01
149,Cam Fowler,22,ANA,D,70,11,0.09,0.43,0.51,0.16,0.20,1.43,7,33,40,13,85,27,63,20,15,2.7,3.4,6.1,0,,,,fowleca01
150,Cam Janssen,29,NJD,RW,24,2,0.13,0.00,0.13,0.07,0.92,0.46,3,0,3,2,5,0,2,0,3,0.3,0.3,0.6,0,,,,janssca01
151,Cam Talbot,26,NYR,G,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,53,14,32,4,,0.0,0.0,5.2,0,,,,talboca01
152,Cam Ward,29,CAR,G,30,0,0.00,0.03,0.03,0.01,0.07,0.00,0,1,1,0,71,16,83,19,,0.0,0.0,3.4,0,,,,wardca01
153,Cameron Gaunce,23,DAL,D,9,0,0.00,0.00,0.00,0.00,0.78,1.00,0,0,0,0,8,0,7,0,1,-0.2,0.3,0.2,0,,,,gauncca01
154,Cameron Schilling,25,WSH,D,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,2,0,-2,0.0,-0.1,-0.2,0,,,,schilca01
155,Carey Price,26,MTL,G,59,1,0.00,0.03,0.03,0.01,0.07,0.00,0,2,2,1,152,35,133,32,,0.0,0.0,13.9,0,,,,priceca01
156,Carl Gunnarsson,27,TOR,D,80,6,0.04,0.18,0.21,0.07,0.43,0.60,3,15,18,6,63,3,78,30,12,0.4,3.9,4.3,1,0,1,0.0,gunnaca01
157,Carl Hagelin,25,NYR,LW,72,14,0.24,0.22,0.46,0.19,0.61,2.00,19,18,37,15,44,0,44,8,8,2.5,1.8,4.3,0,,,,hagelca01
158,Carl Klingberg,23,WPG,LW,3,1,0.33,0.00,0.33,0.18,0.00,1.00,1,0,1,1,2,0,0,0,2,0.2,0.1,0.3,0,,,,klingca01
159,Carl Söderberg,28,BOS,C,73,17,0.22,0.44,0.66,0.24,0.49,1.77,18,35,53,19,60,22,34,0,4,4.3,1.1,5.4,2,0,2,0.0,soderca01
160,Carlo Colaiacovo,31,STL,D,25,1,0.04,0.12,0.16,0.05,0.72,0.72,1,3,4,1,11,3,12,0,-4,0.1,0.5,0.6,0,,,,colaica01
161,Carson McMillan,25,MIN,RW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,mcmilca01
162,Carter Ashton,22,TOR,RW,32,1,0.00,0.09,0.09,0.03,0.59,0.72,0,3,3,1,5,0,4,0,1,-0.2,0.2,0.0,1,0,1,0.0,ashtoca01
163,Carter Hutton,28,NSH,G,40,0,0.00,0.03,0.03,0.01,0.05,0.00,0,1,1,0,96,30,91,21,,0.0,0.0,5.6,0,,,,huttoca01
164,Casey Cizikas,22,NYI,C,80,6,0.08,0.13,0.20,0.07,0.38,0.99,7,11,18,7,24,3,56,23,-12,-0.5,0.6,0.1,1,1,0,100.0,cizikca01
165,Casey Wellman,26,WSH,C,13,1,0.15,0.08,0.23,0.10,0.00,1.15,2,1,3,1,5,0,2,0,3,0.2,0.3,0.5,1,0,1,0.0,wellmca01
166,Cédric Paquette,20,TBL,C,2,0,0.00,0.50,0.50,0.14,0.00,0.50,0,1,1,0,1,0,0,0,1,0.0,0.1,0.1,0,,,,paquece01
167,Cédrick Desjardins,28,TBL,G,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,1,0,2,0,,0.0,0.0,0.0,0,,,,desjace01
168,Chad Billins,24,CGY,D,10,1,0.00,0.30,0.30,0.08,0.00,0.30,0,3,3,1,4,0,7,0,-3,0.2,0.0,0.2,0,,,,billich01
169,Chad Johnson,27,BOS,G,27,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,88,20,53,11,,0.0,0.0,5.2,0,,,,johnsch02
170,Chad Ruhwedel,23,BUF,D,21,0,0.00,0.05,0.05,0.01,0.10,1.67,0,1,1,0,9,3,14,5,-3,-0.4,0.9,0.5,0,,,,ruhwech01
171,Charlie Coyle,21,MIN,C,70,11,0.17,0.26,0.43,0.16,0.47,1.93,14,20,34,13,50,13,50,4,-7,1.3,1.1,2.4,4,1,3,25.0,coylech01
172,Chris Brown,22,TOT,C,12,1,0.08,0.08,0.17,0.07,1.42,0.67,1,1,2,1,2,0,2,0,0,0.0,0.1,0.2,0,,,,brownch01
172,Chris Brown,22,PHX,C,6,0,0.00,0.00,0.00,0.00,2.83,0.67,0,0,0,0,0,0,0,0,0,-0.1,0.1,-0.1,0,,,,brownch01
172,Chris Brown,22,WSH,C,6,1,0.17,0.17,0.33,0.13,0.00,0.67,1,1,2,1,2,0,2,0,0,0.2,0.1,0.2,0,,,,brownch01
173,Chris Butler,27,CGY,D,82,5,0.02,0.17,0.20,0.06,0.48,1.01,2,15,17,5,42,1,86,22,-23,-0.1,2.1,2.1,0,,,,butlech01
174,Chris Conner,30,PIT,RW,19,2,0.21,0.05,0.26,0.13,0.11,0.89,5,1,6,3,7,0,10,0,-3,0.4,0.1,0.5,0,,,,connech01
175,Chris Higgins,30,VAN,LW,78,15,0.22,0.28,0.50,0.19,0.38,2.77,19,24,43,17,55,6,78,15,-14,2.2,1.4,3.5,8,2,6,25.0,higgich01
176,Chris Kelly,33,BOS,C,57,7,0.16,0.16,0.32,0.13,0.56,1.21,10,10,20,8,30,0,42,14,2,0.7,0.8,1.5,1,0,1,0.0,kellych01
177,Chris Kreider,22,NYR,LW,66,15,0.26,0.30,0.56,0.22,1.09,2.06,19,22,41,16,59,15,30,0,14,3.2,1.9,5.1,0,,,,kreidch01
178,Chris Kunitz,34,PIT,LW,78,27,0.45,0.42,0.87,0.35,0.85,2.79,40,36,76,32,121,50,47,0,25,7.3,2.8,10.1,2,1,1,50.0,kunitch01
179,Chris Mueller,27,DAL,C,9,0,0.00,0.00,0.00,0.00,0.00,0.89,0,0,0,0,0,0,3,1,-2,-0.2,0.0,-0.2,0,,,,muellch01
180,Chris Neil,34,OTT,RW,76,6,0.11,0.08,0.18,0.08,2.78,1.30,9,7,16,7,31,6,36,1,-10,0.0,0.3,0.3,0,,,,neilch01
181,Chris Phillips,35,OTT,D,70,4,0.01,0.20,0.21,0.06,0.43,1.29,1,15,16,5,55,12,83,29,-12,0.1,1.1,1.2,0,,,,phillch02
182,Chris Porter,29,STL,LW,22,0,0.00,0.05,0.05,0.01,0.00,1.09,0,1,1,0,3,0,7,1,-3,-0.5,0.1,-0.4,0,,,,portech01
183,Chris Stewart,26,TOT,RW,63,11,0.24,0.17,0.41,0.17,1.87,1.75,17,12,29,13,46,14,32,0,0,2.1,1.0,3.2,0,,,,stewach02
183,Chris Stewart,26,STL,RW,58,11,0.26,0.19,0.45,0.19,1.93,1.84,17,12,29,13,44,14,28,0,2,2.3,1.0,3.4,3,0,3,0.0,stewach02
183,Chris Stewart,26,BUF,RW,5,0,0.00,0.00,0.00,0.00,1.20,0.60,0,0,0,0,2,0,4,0,-2,-0.2,0.0,-0.2,0,,,,stewach02
184,Chris Summers,25,PHX,D,18,1,0.11,0.06,0.17,0.07,0.83,0.94,2,1,3,1,6,0,11,5,0,0.2,0.6,0.8,0,,,,summech01
185,Chris Tanev,24,VAN,D,64,6,0.09,0.17,0.27,0.10,0.13,1.02,7,12,19,7,50,1,57,20,12,1.0,4.4,5.3,0,,,,tanevch01
186,Chris Terry,24,CAR,LW,10,1,0.00,0.20,0.20,0.06,0.00,1.30,0,2,2,1,3,2,5,0,-4,-0.1,0.0,-0.1,2,2,0,100.0,terrych01
187,Chris Thorburn,30,WPG,RW,55,4,0.04,0.16,0.20,0.06,1.18,0.47,2,10,12,4,18,0,18,0,0,0.1,0.5,0.6,0,,,,thorbch01
188,Chris VandeVelde,26,PHI,C,18,0,0.00,0.06,0.06,0.02,0.33,0.44,0,1,1,0,3,1,6,1,-3,-0.3,0.0,-0.3,0,,,,vandech01
189,Christian Ehrhoff,31,BUF,D,79,11,0.08,0.34,0.42,0.13,0.48,2.04,7,30,37,12,80,29,104,26,-27,2.1,3.3,5.4,1,0,1,0.0,ehrhoch01
190,Christian Folin,22,MIN,D,1,0,0.00,1.00,1.00,0.26,0.00,0.00,0,1,1,0,3,0,0,0,3,0.1,0.3,0.4,0,,,,folinch01
191,Christian Thomas,21,MTL,LW,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,thomach01
192,Christopher Breen,24,CGY,D,9,1,0.00,0.22,0.22,0.06,0.56,0.44,0,2,2,1,6,0,5,0,1,0.1,0.3,0.4,0,,,,breench01
193,Chuck Kobasew,31,PIT,RW,33,1,0.06,0.00,0.06,0.03,0.45,1.12,2,0,2,1,7,1,8,3,1,-0.6,0.5,-0.1,0,,,,kobasch01
194,Clarke MacArthur,28,OTT,LW,79,22,0.30,0.39,0.70,0.27,0.99,2.01,27,34,61,24,87,28,62,16,12,5.1,1.7,6.8,2,0,2,0.0,macarcl01
195,Claude Giroux,26,PHI,C,82,31,0.34,0.71,1.05,0.37,0.56,2.72,32,64,96,35,118,46,75,10,7,8.1,2.1,10.2,11,5,6,45.5,giroucl01
196,Clayton Stoner,28,MIN,D,63,2,0.02,0.06,0.08,0.03,1.33,0.76,1,4,5,2,19,0,37,12,-6,-0.4,1.4,1.0,0,,,,stonecl01
197,Cody Bass,27,CBJ,C,1,0,0.00,0.00,0.00,0.00,5.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,bassco01
198,Cody Ceci,20,OTT,D,49,3,0.06,0.12,0.18,0.07,0.29,1.67,3,7,10,4,35,3,43,6,-5,0.3,1.0,1.4,0,,,,cecico01
199,Cody Eakin,22,DAL,C,81,14,0.20,0.23,0.43,0.17,0.44,1.99,18,21,39,16,56,13,68,16,-9,1.8,1.0,2.8,1,0,1,0.0,eakinco01
200,Cody Franson,26,TOR,D,79,11,0.06,0.35,0.42,0.13,0.38,1.46,6,31,37,12,77,26,89,18,-20,2.4,1.3,3.7,0,,,,fransco01
201,Cody Goloubef,24,CBJ,D,5,0,0.00,0.00,0.00,0.00,0.40,0.80,0,0,0,0,0,0,0,0,0,-0.1,0.1,0.0,0,,,,golouco01
202,Cody Hodgson,23,BUF,C,72,17,0.28,0.33,0.61,0.24,0.28,2.53,23,26,49,20,55,24,62,5,-26,3.6,0.9,4.5,8,2,6,25.0,hodgsco01
203,Cody Kunyk,23,TBL,LW,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,kunykco01
204,Cody McCormick,30,TOT,C,43,2,0.05,0.12,0.16,0.06,1.21,0.60,2,5,7,2,10,0,20,4,-6,-0.1,0.3,0.2,0,,,,mccorco01
204,Cody McCormick,30,BUF,C,29,2,0.03,0.14,0.17,0.06,1.55,0.69,1,4,5,2,6,0,17,3,-8,0.0,0.0,0.0,1,0,1,0.0,mccorco01
204,Cody McCormick,30,MIN,C,14,1,0.07,0.07,0.14,0.06,0.50,0.43,1,1,2,1,4,0,3,1,2,-0.1,0.3,0.2,0,,,,mccorco01
205,Cody McLeod,29,COL,LW,71,5,0.07,0.11,0.18,0.07,1.72,1.07,6,9,15,6,19,0,28,11,2,-0.1,0.7,0.6,0,,,,mcleoco01
206,Colby Robak,23,FLA,D,16,1,0.00,0.13,0.13,0.03,0.38,0.94,0,2,2,1,8,1,16,5,-4,-0.1,0.3,0.1,0,,,,robakco01
207,Colin Fraser,29,LAK,C,33,1,0.00,0.06,0.06,0.02,0.91,0.67,0,2,2,1,2,0,6,0,-4,-0.6,0.2,-0.4,0,,,,fraseco01
208,Colin Greening,27,OTT,C,76,6,0.08,0.14,0.22,0.08,0.54,1.42,7,12,19,7,32,5,52,10,-15,-0.3,0.2,-0.1,0,,,,greenco01
209,Colin McDonald,29,NYI,RW,70,7,0.11,0.14,0.26,0.10,0.49,1.37,9,11,20,8,29,3,50,2,-22,0.5,0.0,0.5,1,1,0,100.0,mcdonco01
210,Colin Wilson,24,NSH,C,81,12,0.14,0.27,0.41,0.15,0.26,1.38,12,24,36,13,54,10,45,0,-1,1.5,1.3,2.8,1,0,1,0.0,wilsoco01
211,Colton Orr,31,TOR,RW,54,0,0.00,0.00,0.00,0.00,2.04,0.22,0,0,0,0,6,0,9,0,-3,-0.8,0.2,-0.7,0,,,,orrco01
212,Colton Sceviour,24,DAL,RW,26,5,0.31,0.15,0.46,0.21,0.15,2.65,9,4,13,6,17,3,17,0,-3,1.2,0.3,1.4,1,0,1,0.0,scevico01
213,Colton Sissons,20,NSH,C,17,1,0.06,0.18,0.24,0.08,0.24,0.76,1,3,4,1,6,0,6,0,0,0.1,0.2,0.3,0,,,,sissoco01
214,Connor Carrick,19,WSH,D,34,2,0.03,0.15,0.18,0.05,0.68,0.76,1,5,6,2,15,0,31,7,-9,0.1,0.4,0.5,0,,,,carrico01
215,Connor Knapp,23,BUF,G,2,0,0.00,0.50,0.50,0.14,0.00,0.00,0,1,1,0,3,0,4,2,,0.0,0.0,0.0,0,,,,knappco01
216,Connor Murphy,20,PHX,D,30,2,0.03,0.23,0.27,0.08,0.33,1.00,1,8,9,3,22,0,24,7,5,0.3,1.6,2.0,0,,,,murphco02
217,Conor Allen,24,NYR,D,3,0,0.00,0.00,0.00,0.00,0.00,0.67,0,0,0,0,0,0,1,0,-1,-0.1,0.0,0.0,0,,,,allenco01
218,Corban Knight,23,CGY,C,7,1,0.14,0.00,0.14,0.08,0.00,0.57,1,0,1,1,4,1,4,0,-1,0.1,0.0,0.1,1,1,0,100.0,knighco01
219,Corey Crawford,29,CHI,G,59,0,0.00,0.02,0.02,0.00,0.00,0.00,0,1,1,0,161,32,127,31,,0.0,0.0,9.8,0,,,,crawfco01
220,Corey Perry,28,ANA,RW,81,34,0.53,0.48,1.01,0.42,0.80,3.46,49,43,92,38,113,32,55,6,32,9.7,2.5,12.3,8,4,4,50.0,perryco01
221,Corey Potter,30,TOT,D,19,1,0.00,0.26,0.26,0.07,1.11,0.89,0,5,5,1,14,3,13,1,-1,0.2,0.5,0.7,0,,,,potteco01
221,Corey Potter,30,EDM,D,16,1,0.00,0.31,0.31,0.08,1.31,1.00,0,5,5,1,13,3,11,1,0,0.3,0.5,0.8,0,,,,potteco01
221,Corey Potter,30,BOS,D,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,1,0,2,0,-1,-0.1,0.0,-0.1,0,,,,potteco01
222,Corey Tropp,24,TOT,RW,53,4,0.04,0.17,0.21,0.07,0.70,0.66,2,10,12,4,21,0,18,0,3,0.1,0.7,0.8,0,,,,troppco01
222,Corey Tropp,24,CBJ,RW,44,3,0.05,0.18,0.23,0.07,0.84,0.64,2,9,11,4,20,0,9,0,11,0.3,0.9,1.2,0,,,,troppco01
222,Corey Tropp,24,BUF,RW,9,0,0.00,0.11,0.11,0.03,0.00,0.78,0,1,1,0,1,0,9,0,-8,-0.2,-0.2,-0.4,0,,,,troppco01
223,Cory Conacher,24,TOT,C,79,9,0.09,0.24,0.33,0.11,0.63,1.27,8,21,29,10,46,6,39,0,1,0.9,1.1,2.0,0,,,,conacco01
223,Cory Conacher,24,OTT,C,60,7,0.07,0.27,0.33,0.11,0.57,1.22,5,18,23,8,36,3,25,0,8,0.7,1.0,1.6,1,0,1,0.0,conacco01
223,Cory Conacher,24,BUF,C,19,2,0.16,0.16,0.32,0.13,0.84,1.42,3,3,6,2,10,3,14,0,-7,0.2,0.1,0.4,1,0,1,0.0,conacco01
224,Cory Emmerton,25,DET,C,18,1,0.00,0.11,0.11,0.03,0.22,1.22,0,2,2,1,2,0,6,2,-2,-0.2,0.1,-0.1,0,,,,emmerco01
225,Cory Sarich,35,COL,D,54,3,0.02,0.17,0.19,0.05,0.70,0.89,1,10,11,3,37,0,44,14,7,0.1,2.1,2.2,0,,,,saricco01
226,Cory Schneider,27,NJD,G,45,0,0.00,0.00,0.00,0.00,0.09,0.00,0,0,0,0,85,20,87,15,,0.0,0.0,7.6,0,,,,schneco01
227,Craig Adams,36,PIT,RW,82,4,0.06,0.07,0.13,0.05,0.56,0.89,6,7,13,5,19,0,59,24,-16,-1.1,0.5,-0.6,0,,,,adamscr01
228,Craig Anderson,32,OTT,G,53,0,0.00,0.02,0.02,0.01,0.04,0.02,0,1,1,0,143,33,150,43,,0.0,0.0,9.5,0,,,,andercr01
229,Craig Cunningham,23,BOS,RW,2,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,1,1,0,-0.1,0.0,0.0,0,,,,cunnicr01
230,Craig Smith,24,NSH,C,79,20,0.30,0.35,0.66,0.26,0.28,2.72,27,31,58,23,72,17,41,0,16,4.9,2.1,7.0,8,1,7,12.5,smithcr01
231,Cristopher Nilstorp,29,DAL,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,3,1,,0.0,0.0,-0.1,0,,,,nihlsch01
232,Curtis Glencross,31,CGY,LW,38,10,0.32,0.32,0.63,0.25,0.32,2.03,14,13,27,11,32,11,36,4,-11,2.1,0.4,2.5,0,,,,glenccu01
233,Curtis McElhinney,30,CBJ,G,28,0,0.00,0.04,0.04,0.01,0.00,0.00,0,1,1,0,58,11,64,16,,0.0,0.0,3.8,0,,,,mcelhcu01
234,Dainius Zubrus,35,NJD,C,82,10,0.16,0.16,0.32,0.13,0.56,1.48,15,14,29,12,49,2,57,11,1,0.3,2.1,2.4,1,0,1,0.0,zubruda01
235,Dale Weise,25,TOT,RW,61,6,0.10,0.16,0.26,0.10,0.97,0.67,6,11,17,6,20,1,18,2,3,1.1,0.8,1.9,0,,,,weiseda01
235,Dale Weise,25,VAN,RW,44,4,0.07,0.20,0.27,0.09,0.95,0.66,3,10,13,4,14,1,14,0,-1,0.7,0.4,1.2,0,,,,weiseda01
235,Dale Weise,25,MTL,RW,17,2,0.18,0.06,0.24,0.11,1.00,0.71,3,1,4,2,6,0,4,2,4,0.3,0.4,0.7,0,,,,weiseda01
236,Dalton Prout,23,CBJ,D,49,2,0.04,0.08,0.12,0.04,0.76,1.14,2,4,6,2,22,0,39,10,-7,-0.1,1.3,1.1,0,,,,proutda01
237,Damien Brunner,27,NJD,RW,60,10,0.18,0.23,0.42,0.16,0.43,1.83,12,15,27,11,36,13,34,0,-11,1.7,0.7,2.4,5,1,4,20.0,brunnda01
238,Dan Boyle,37,SJS,D,75,13,0.16,0.32,0.48,0.17,0.43,2.05,14,26,40,15,73,29,53,1,-8,3.3,2.6,6.0,5,1,4,20.0,boyleda01
239,Dan Ellis,33,TOT,G,20,0,0.00,0.05,0.05,0.01,0.00,0.00,0,1,1,0,42,5,62,10,,0.0,0.0,1.0,0,,,,ellisda01
239,Dan Ellis,33,DAL,G,14,0,0.00,0.07,0.07,0.02,0.00,0.00,0,1,1,0,31,4,35,7,,0.0,0.0,1.5,0,,,,ellisda01
239,Dan Ellis,33,FLA,G,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,11,1,27,3,,0.0,0.0,-0.5,0,,,,ellisda01
240,Dan Girardi,29,NYR,D,81,8,0.06,0.23,0.30,0.10,0.20,1.23,6,21,27,9,80,12,82,20,6,0.9,5.2,6.1,0,,,,girarda01
241,Dan Hamhuis,31,VAN,D,79,7,0.06,0.22,0.28,0.09,0.33,1.90,6,19,25,8,74,7,81,27,13,0.7,5.9,6.6,0,,,,hamhuda01
242,Dana Tyrell,24,TBL,C,7,0,0.00,0.00,0.00,0.00,0.57,0.57,0,0,0,0,0,0,0,0,0,-0.2,0.1,-0.1,0,,,,tyrelda01
243,Daniel Alfredsson,41,DET,RW,68,18,0.26,0.46,0.72,0.27,0.15,2.22,20,34,54,20,69,32,35,0,2,4.4,1.3,5.8,10,2,8,20.0,alfreda01
244,Daniel Brière,36,MTL,C,69,10,0.19,0.17,0.36,0.15,0.43,1.71,15,13,28,12,39,8,30,0,1,1.9,1.1,3.0,3,1,2,33.3,brierda01
245,Daniel Carcillo,29,TOT,LW,57,2,0.07,0.02,0.09,0.04,1.75,0.77,4,1,5,2,16,2,15,0,-1,-0.5,0.6,0.2,0,,,,carcida01
245,Daniel Carcillo,29,NYR,LW,31,2,0.10,0.00,0.10,0.05,1.39,0.71,3,0,3,2,8,0,8,0,0,-0.1,0.3,0.3,0,,,,carcida01
245,Daniel Carcillo,29,LAK,LW,26,1,0.04,0.04,0.08,0.03,2.19,0.85,1,1,2,1,8,2,7,0,-1,-0.4,0.3,-0.1,0,,,,carcida01
246,Daniel Cleary,35,DET,RW,52,3,0.08,0.08,0.15,0.06,0.60,1.23,5,4,9,4,15,1,32,7,-11,-0.7,0.3,-0.4,0,,,,clearda01
247,Daniel Paille,29,BOS,LW,72,7,0.13,0.13,0.25,0.10,0.08,0.99,10,10,20,8,24,0,27,12,9,0.8,1.1,1.9,0,,,,paillda01
248,Daniel Sedin,33,VAN,LW,73,17,0.22,0.42,0.64,0.23,0.52,3.07,18,34,52,19,69,26,48,5,0,2.9,2.0,4.9,4,0,4,0.0,sedinda01
249,Daniel Winnik,28,ANA,C,76,10,0.08,0.32,0.39,0.13,0.30,1.51,7,26,33,11,41,0,51,16,6,0.8,1.1,1.9,0,,,,winnida01
250,Danny DeKeyser,23,DET,D,65,7,0.06,0.29,0.35,0.11,0.46,1.29,5,21,26,8,55,10,52,17,10,1.3,3.8,5.1,0,,,,dekeyda01
251,Dany Heatley,33,MIN,LW,76,11,0.16,0.21,0.37,0.14,0.24,1.45,14,18,32,13,45,18,45,0,-18,1.2,0.6,1.8,1,0,1,0.0,heatlda01
252,Darcy Kuemper,23,MIN,G,26,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,52,12,59,16,,0.0,0.0,4.3,0,,,,kuempda01
253,Darren Archibald,23,VAN,RW,16,1,0.06,0.13,0.19,0.07,0.00,0.69,1,2,3,1,6,0,5,0,1,0.1,0.2,0.3,0,,,,archida02
254,Darren Helm,27,DET,C,42,9,0.29,0.19,0.48,0.21,0.33,1.98,14,9,23,10,31,4,32,7,2,1.9,0.8,2.6,2,1,1,50.0,helmda01
255,Darroll Powe,28,NYR,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,0,-2,0.0,-0.1,-0.1,0,,,,poweda01
256,Dave Bolland,27,TOR,C,23,6,0.35,0.17,0.52,0.24,1.04,1.43,9,4,13,6,16,3,18,4,-1,1.4,0.3,1.7,0,,,,bollada01
257,Dave Moss,32,PHX,RW,79,8,0.10,0.18,0.28,0.10,0.23,1.91,9,15,24,9,39,3,59,22,-1,0.0,1.3,1.3,0,,,,mossda01
258,David Backes,29,STL,C,74,22,0.36,0.41,0.77,0.30,1.61,2.23,31,33,64,26,84,29,55,14,14,5.3,2.3,7.6,0,,,,backeda01
259,David Booth,29,VAN,LW,66,8,0.14,0.15,0.29,0.12,0.27,1.77,10,11,21,8,31,4,27,1,1,0.7,1.2,1.9,2,0,2,0.0,boothda01
260,David Broll,21,TOR,LW,5,0,0.00,0.20,0.20,0.06,1.00,0.60,0,1,1,0,2,0,1,0,1,0.0,0.1,0.1,1,0,1,0.0,brollda01
261,David Clarkson,29,TOR,RW,60,4,0.08,0.10,0.18,0.07,1.55,1.70,6,7,13,5,25,3,37,1,-14,-0.7,0.3,-0.4,3,1,2,33.3,clarkda03
262,David Desharnais,27,MTL,C,79,19,0.20,0.46,0.66,0.23,0.30,1.22,18,39,57,20,79,23,46,1,11,3.9,2.2,6.1,7,5,2,71.4,deshada01
263,David Jones,29,CGY,RW,48,7,0.19,0.17,0.35,0.14,0.21,2.17,10,9,19,8,30,5,25,1,1,0.8,1.0,1.8,0,,,,jonesda01
264,David Krejčí,27,BOS,C,80,24,0.24,0.63,0.86,0.30,0.35,2.11,21,55,76,26,103,27,39,2,39,5.6,3.0,8.6,5,0,5,0.0,krejcda01
265,David Legwand,33,TOT,C,83,17,0.17,0.45,0.61,0.21,0.73,1.76,16,41,57,20,79,33,64,1,-17,3.4,0.8,4.2,0,,,,legwada01
265,David Legwand,33,NSH,C,62,13,0.16,0.48,0.65,0.22,0.48,1.73,11,33,44,15,62,26,45,1,-8,2.6,0.8,3.4,5,1,4,20.0,legwada01
265,David Legwand,33,DET,C,21,4,0.19,0.33,0.52,0.19,1.48,1.86,5,8,13,5,17,7,19,0,-9,0.8,0.0,0.7,0,,,,legwada01
266,David Perron,25,EDM,LW,78,23,0.36,0.37,0.73,0.29,1.15,2.82,32,32,64,26,76,19,75,2,-16,5.3,1.2,6.5,7,3,4,42.9,perroda01
267,David Rundblad,23,TOT,D,17,0,0.00,0.06,0.06,0.02,0.35,1.24,0,1,1,0,7,2,9,0,-4,-0.2,0.2,0.0,0,,,,rundbda01
267,David Rundblad,23,PHX,D,12,0,0.00,0.08,0.08,0.02,0.50,1.42,0,1,1,0,4,2,5,0,-3,-0.1,0.2,0.0,2,0,2,0.0,rundbda01
267,David Rundblad,23,CHI,D,5,0,0.00,0.00,0.00,0.00,0.00,0.80,0,0,0,0,3,0,4,0,-1,-0.1,0.0,-0.1,0,,,,rundbda01
268,David Savard,23,CBJ,D,70,5,0.07,0.14,0.21,0.08,0.40,0.90,6,11,17,6,48,7,46,7,2,0.7,2.9,3.7,0,,,,savarda01
269,David Schlemko,26,PHX,D,48,3,0.02,0.17,0.19,0.06,0.38,1.27,1,9,10,3,32,6,37,13,2,0.1,1.9,2.1,0,,,,schleda01
270,David Steckel,31,ANA,C,6,0,0.00,0.00,0.00,0.00,0.00,1.33,0,0,0,0,0,0,0,0,0,-0.2,0.0,-0.1,0,,,,steckda01
271,David Van Der Gulik,30,COL,LW,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,vandeda01
272,David Warsofsky,23,BOS,D,6,1,0.17,0.17,0.33,0.14,0.00,1.67,1,1,2,1,9,3,5,0,1,0.2,0.2,0.5,0,,,,warsoda01
