,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
6,Adam Larsson,23,NJD,D,82,6,0.04,0.18,0.22,0.07,0.94,0.79,3,17,20,6,53,2,64,28,15,49.7,53.8,-4.1,0.1,6.6,6.7,0,,,,larssad01
7,Adam Lowry,22,WPG,C,74,7,0.09,0.14,0.23,0.09,0.72,0.99,8,11,19,7,28,0,54,18,-9,30.9,34.4,-3.5,-0.2,0.7,0.5,0,,,,lowryad01
8,Adam McQuaid,29,BOS,D,64,3,0.02,0.13,0.14,0.04,1.39,0.66,1,9,10,3,40,1,51,18,6,37.5,40.2,-2.7,-0.3,2.6,2.3,0,,,,mcquaad01
9,Adam Pardy,31,TOT,D,23,1,0.00,0.17,0.17,0.05,0.61,0.96,0,4,4,1,9,0,21,5,-7,14.5,12.8,1.7,0.0,0.2,0.2,0,,,,pardyad01
9,Adam Pardy,31,WPG,D,14,0,0.00,0.07,0.07,0.02,0.57,0.71,0,1,1,0,4,0,10,3,-3,5.3,5.9,-0.6,-0.1,0.1,0.0,0,,,,pardyad01
9,Adam Pardy,31,EDM,D,9,1,0.00,0.33,0.33,0.09,0.67,1.33,0,3,3,1,5,0,11,2,-4,9.3,6.9,2.3,0.1,0.1,0.2,0,,,,pardyad01
10,Adam Pelech,21,NYI,D,9,1,0.00,0.22,0.22,0.06,0.00,0.89,0,2,2,1,7,1,10,3,-1,3.9,6.1,-2.2,0.0,0.2,0.3,0,,,,pelecad01
11,Al Montoya,30,FLA,G,25,0,0.00,0.00,0.00,0.00,0.08,0.00,0,0,0,0,55,7,49,9,0,41.5,39.7,0.0,0.0,0.0,3.9,0,,,,montoal01
12,Alan Quine,22,NYI,C,2,1,0.50,0.00,0.50,0.28,0.00,2.50,1,0,1,1,1,0,3,2,0,1.4,0.8,0.6,0.1,0.0,0.2,0,,,,quineal01
13,Alec Martinez,28,LAK,D,78,11,0.13,0.27,0.40,0.14,0.51,1.59,11,23,34,12,85,24,62,17,16,52.3,46.9,5.4,2.6,5.0,7.6,0,,,,martial01
14,Aleksander Barkov,20,FLA,C,66,24,0.42,0.47,0.89,0.36,0.12,2.59,32,35,67,27,82,21,59,16,18,39.1,38.5,0.6,6.4,2.0,8.4,6,5,1,83.3,barkoal01
15,Aleš Hemský,32,DAL,RW,75,14,0.17,0.35,0.52,0.19,0.27,2.07,15,29,44,16,53,7,44,1,3,39.8,36.1,3.7,3.2,1.0,4.2,0,,,,hemskal01
16,Alex Biega,27,VAN,D,51,2,0.00,0.14,0.14,0.04,0.43,1.20,0,8,8,2,29,1,42,4,-11,29.3,40.8,-11.4,-0.3,1.2,0.9,0,,,,biegaal01
17,Alex Chiasson,25,OTT,RW,77,6,0.10,0.08,0.18,0.08,0.58,1.14,9,7,16,7,41,10,45,17,2,26.5,35.0,-8.4,-0.4,1.0,0.6,1,0,1,0.0,chiasal01
18,Alex Friesen,25,VAN,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,2,0,-2,0.4,0.3,0.1,0.0,-0.1,-0.1,0,,,,friesal01
19,Alex Galchenyuk,21,MTL,C,82,23,0.37,0.32,0.68,0.28,0.24,2.45,34,29,63,26,81,24,66,0,-8,46.8,43.7,3.0,5.8,1.2,7.0,8,1,7,12.5,galchal01
20,Alex Goligoski,30,DAL,D,82,12,0.06,0.39,0.45,0.14,0.41,1.55,6,36,42,13,112,17,92,17,21,78.8,72.6,6.2,2.4,4.9,7.2,0,,,,goligal01
21,Alex Grant,27,ARI,D,5,0,0.00,0.00,0.00,0.00,1.40,0.80,0,0,0,0,1,0,5,2,-2,3.0,2.5,0.4,-0.1,0.0,-0.1,0,,,,grantal01
22,Alex Killorn,26,TBL,C,81,15,0.17,0.32,0.49,0.18,0.54,1.90,16,29,45,17,75,15,46,0,14,42.2,42.8,-0.7,2.4,2.2,4.6,0,,,,killoal01
23,Alex Ovechkin,30,WSH,LW,79,33,0.63,0.27,0.90,0.41,0.67,5.04,57,23,80,37,122,52,49,0,21,56.4,44.0,12.4,9.1,2.6,11.7,2,2,0,100.0,ovechal01
24,Alex Pietrangelo,26,STL,D,73,12,0.10,0.41,0.51,0.16,0.27,2.49,8,34,42,14,81,16,81,26,10,69.6,65.4,4.2,2.6,5.3,7.9,1,0,1,0.0,pietral01
25,Alex Stalock,28,SJS,G,13,0,0.00,0.08,0.08,0.02,0.00,0.00,0,1,1,0,35,11,32,7,0,24.3,21.0,0.0,0.0,0.0,0.6,0,,,,staloal01
26,Alex Tanguay,36,TOT,LW,70,12,0.11,0.39,0.50,0.17,0.46,1.01,8,30,38,13,64,19,43,6,8,35.7,38.7,-3.1,1.7,1.6,3.3,0,,,,tangual01
26,Alex Tanguay,36,COL,LW,52,7,0.08,0.35,0.42,0.13,0.46,0.94,4,20,24,8,44,12,34,5,3,27.3,30.3,-3.0,0.6,1.1,1.7,0,,,,tangual01
26,Alex Tanguay,36,ARI,LW,18,5,0.22,0.50,0.72,0.26,0.44,1.22,4,10,14,5,20,7,9,1,5,8.3,8.4,-0.1,1.2,0.5,1.7,0,,,,tangual01
27,Alexander Burmistrov,24,WPG,C,81,8,0.09,0.17,0.26,0.09,0.40,1.26,8,16,24,9,35,4,59,19,-11,36.1,40.0,-3.8,-0.5,0.9,0.4,0,,,,burmial01
28,Alexander Edler,29,VAN,D,52,7,0.12,0.27,0.38,0.14,0.88,2.13,7,16,23,8,57,18,66,20,-8,35.2,42.3,-7.2,1.3,2.5,3.8,0,,,,edleral01
29,Alexander Khokhlachev,22,BOS,C,5,0,0.00,0.00,0.00,0.00,0.00,0.80,0,0,0,0,0,0,2,0,-2,1.6,1.9,-0.3,-0.1,0.0,-0.2,0,,,,khokhal01
30,Alexander Petrovic,23,FLA,D,66,5,0.03,0.23,0.26,0.08,1.36,0.80,2,17,19,6,50,0,46,14,17,37.8,38.0,-0.2,0.8,3.4,4.2,0,,,,petroal01
31,Alexander Semin,31,MTL,LW,15,1,0.07,0.20,0.27,0.09,0.80,1.20,1,3,4,1,9,2,6,0,1,6.9,5.4,1.5,0.0,0.3,0.3,0,,,,seminal01
32,Alexander Steen,31,STL,LW,67,19,0.25,0.52,0.78,0.28,0.72,2.57,19,39,58,21,76,29,54,10,3,43.8,44.5,-0.7,4.0,1.8,5.8,6,4,2,66.7,steenal01
33,Alexander Wennberg,21,CBJ,C,69,13,0.12,0.46,0.58,0.19,0.03,1.41,9,36,45,15,61,18,48,4,-1,39.0,36.1,3.0,2.4,1.1,3.5,8,3,5,37.5,wennbal01
34,Alexandre Burrows,34,VAN,RW,79,8,0.11,0.16,0.28,0.11,0.62,1.71,10,14,24,9,32,10,51,15,-13,29.6,41.7,-12.1,0.1,1.0,1.1,7,3,4,42.9,burroal01
35,Alexandre Grenier,24,VAN,RW,6,0,0.00,0.00,0.00,0.00,0.33,1.50,0,0,0,0,2,0,6,0,-4,3.0,4.4,-1.4,-0.2,-0.1,-0.3,0,,,,grenial01
36,Alexei Emelin,29,MTL,D,72,3,0.00,0.17,0.17,0.04,0.99,0.99,0,13,13,4,43,0,69,19,-7,47.9,47.4,0.5,-0.5,2.6,2.1,0,,,,emelial01
37,Alexey Marchenko,24,DET,D,66,4,0.03,0.14,0.17,0.05,0.15,0.61,2,10,12,4,34,0,51,12,-5,33.1,40.1,-6.9,0.1,2.2,2.3,0,,,,marchal01
38,Anders Lee,25,NYI,LW,80,14,0.19,0.26,0.45,0.17,0.64,2.29,17,23,40,16,66,32,38,1,-2,46.3,41.9,4.4,2.5,1.2,3.7,0,,,,leean01
39,Anders Lindbäck,27,ARI,G,19,0,0.00,0.05,0.05,0.01,0.00,0.00,0,1,1,0,41,9,47,14,0,28.7,27.1,0.0,0.0,0.0,1.5,0,,,,lindban01
40,Anders Nilsson,25,TOT,G,29,0,0.00,0.03,0.03,0.01,0.14,0.00,0,1,1,0,67,13,78,18,0,51.6,56.7,0.0,0.0,0.0,3.4,0,,,,nilssan01
40,Anders Nilsson,25,EDM,G,26,0,0.00,0.04,0.04,0.01,0.15,0.00,0,1,1,0,63,12,74,18,0,47.4,52.9,0.0,0.0,0.0,3.1,0,,,,nilssan01
40,Anders Nilsson,25,STL,G,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,4,1,4,0,0,4.2,3.8,0.0,0.0,0.0,0.2,0,,,,nilssan01
41,André Benoit,32,STL,D,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,0,1,0.6,1.1,-0.5,0.0,0.1,0.1,0,,,,benoian01
42,André Burakovsky,20,WSH,LW,79,15,0.22,0.27,0.48,0.19,0.15,1.59,19,23,42,17,52,5,43,0,4,40.2,39.5,0.7,3.3,1.2,4.6,0,,,,burakan01
43,Andreas Athanasiou,21,DET,C,37,6,0.24,0.14,0.38,0.17,0.14,1.43,10,6,16,7,16,0,16,1,1,13.8,16.1,-2.3,1.7,0.4,2.1,1,1,0,100.0,athanan01
44,Andreas Martinsen,25,COL,LW,55,4,0.07,0.13,0.20,0.07,0.85,0.95,4,8,12,4,19,0,24,1,-4,16.9,23.6,-6.7,0.0,0.5,0.5,0,,,,martian01
45,Andrei Markov,37,MTL,D,82,13,0.06,0.48,0.54,0.16,0.46,1.43,6,44,50,15,99,31,95,21,-6,56.7,57.0,-0.2,3.0,3.7,6.7,0,,,,markoan01
46,Andrei Vasilevskiy,21,TBL,G,24,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,53,8,58,16,0,39.6,39.4,0.0,0.0,0.0,3.5,0,,,,vasilan02
47,Andrej Nestrašil,24,CAR,C,55,9,0.16,0.25,0.42,0.16,0.15,1.91,10,16,26,10,37,7,26,0,4,26.8,24.1,2.6,1.4,1.3,2.7,0,,,,nestran01
48,Andrej Sekera,29,EDM,D,81,10,0.07,0.30,0.37,0.12,0.15,1.91,7,27,34,11,78,24,90,23,-15,61.4,60.2,1.2,1.8,2.9,4.7,0,,,,sekeran01
49,Andrej Šustr,25,TBL,D,77,7,0.05,0.22,0.27,0.09,0.39,0.84,4,19,23,7,50,0,61,9,-2,38.1,46.2,-8.1,1.3,2.7,4.0,0,,,,sustran01
50,Andrew Agozzino,25,COL,LW,9,1,0.00,0.22,0.22,0.06,0.00,0.33,0,2,2,1,2,1,2,0,-1,2.3,2.8,-0.5,0.0,0.0,0.1,0,,,,agozzan01
51,Andrew Bodnarchuk,27,TOT,D,37,1,0.00,0.11,0.11,0.03,0.38,0.24,0,4,4,1,17,1,25,1,-7,17.0,21.5,-4.5,-0.1,0.4,0.2,0,,,,bodnaan01
51,Andrew Bodnarchuk,27,COL,D,21,1,0.00,0.10,0.10,0.03,0.29,0.19,0,2,2,1,8,0,9,0,-1,7.5,11.1,-3.5,-0.1,0.4,0.3,0,,,,bodnaan01
51,Andrew Bodnarchuk,27,CBJ,D,16,1,0.00,0.13,0.13,0.03,0.50,0.31,0,2,2,1,9,1,16,1,-6,9.5,10.4,-1.0,-0.1,0.0,-0.1,0,,,,bodnaan01
52,Andrew Campbell,27,TOR,D,6,0,0.00,0.17,0.17,0.05,0.33,0.17,0,1,1,0,2,0,2,0,0,2.3,3.0,-0.8,0.0,0.2,0.2,0,,,,campban01
53,Andrew Cogliano,28,ANA,LW,82,11,0.11,0.28,0.39,0.14,0.34,1.60,10,26,36,13,43,0,50,9,2,42.0,35.8,6.1,1.3,1.7,3.0,0,,,,coglian01
54,Andrew Copp,21,WPG,C,77,5,0.09,0.08,0.17,0.07,0.08,0.70,8,7,15,6,19,0,17,7,8,19.4,17.8,1.6,0.6,1.0,1.5,0,,,,coppan01
55,Andrew Desjardins,29,CHI,LW,77,6,0.10,0.06,0.17,0.07,0.39,1.25,9,6,15,7,20,0,47,19,-8,30.3,34.9,-4.7,-0.5,0.8,0.3,0,,,,desjaan01
56,Andrew Ference,36,EDM,D,6,0,0.00,0.00,0.00,0.00,1.00,0.67,0,0,0,0,2,0,7,1,-4,3.1,3.4,-0.4,-0.1,-0.2,-0.3,0,,,,ferenan01
57,Andrew Hammond,27,OTT,G,24,0,0.00,0.00,0.00,0.00,0.08,0.00,0,0,0,0,56,12,61,22,0,47.6,47.9,0.0,0.0,0.0,4.2,0,,,,hammoan01
58,Andrew Ladd,30,TOT,LW,78,19,0.32,0.27,0.59,0.25,0.58,2.32,28,23,51,22,73,25,77,16,-13,44.6,52.2,-7.6,3.9,1.0,4.9,0,,,,laddan01
58,Andrew Ladd,30,WPG,LW,59,14,0.29,0.29,0.58,0.24,0.66,2.42,19,19,38,16,58,20,63,15,-10,34.4,40.7,-6.3,2.6,0.8,3.4,5,3,2,60.0,laddan01
58,Andrew Ladd,30,CHI,LW,19,5,0.42,0.21,0.63,0.28,0.32,2.00,9,4,13,6,15,5,14,1,-3,10.3,11.5,-1.3,1.3,0.2,1.6,1,0,1,0.0,laddan01
59,Andrew MacDonald,29,PHI,D,28,2,0.04,0.25,0.29,0.09,0.21,0.71,1,8,9,3,32,3,24,4,10,20.3,17.8,2.4,0.3,2.1,2.4,0,,,,macdoan01
60,Andrew Miller,27,EDM,C,6,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,1,0,2,0,-1,1.3,1.4,-0.1,-0.2,0.0,-0.1,0,,,,millean01
61,Andrew Shaw,24,CHI,RW,78,13,0.18,0.26,0.44,0.17,0.88,1.96,16,22,38,15,56,17,29,0,11,46.7,41.6,5.1,2.2,1.7,3.9,0,,,,shawan01
62,Andrey Pedan,22,VAN,D,13,0,0.00,0.00,0.00,0.00,1.38,0.85,0,0,0,0,1,0,4,0,-3,4.2,8.3,-4.1,-0.2,0.1,-0.1,0,,,,pedanan01
63,Andy Andreoff,24,LAK,LW,60,5,0.13,0.03,0.17,0.08,1.27,0.77,9,2,11,5,15,0,14,0,1,17.3,22.5,-5.2,0.6,0.6,1.2,0,,,,andrean01
64,Andy Greene,33,NJD,D,82,5,0.05,0.11,0.16,0.06,0.32,0.77,4,10,14,5,57,5,73,29,7,49.8,58.0,-8.2,-0.4,6.1,5.7,0,,,,greenan01
65,Anthony Bitetto,25,NSH,D,28,2,0.04,0.18,0.21,0.07,0.68,0.68,1,6,7,2,11,0,11,0,0,11.2,14.7,-3.5,0.4,0.8,1.1,0,,,,bitetan01
66,Anthony Duclair,20,ARI,LW,81,17,0.25,0.30,0.54,0.22,0.60,1.30,23,27,50,20,71,24,39,1,12,36.4,35.7,0.7,4.0,1.8,5.8,1,1,0,100.0,duclaan01
67,Anthony Mantha,21,DET,RW,10,1,0.20,0.10,0.30,0.14,0.20,1.80,2,1,3,1,10,6,10,0,-6,4.5,5.0,-0.5,0.2,-0.1,0.1,0,,,,manthan01
68,Anthony Peluso,26,WPG,RW,35,2,0.03,0.11,0.14,0.05,1.26,0.46,1,4,5,2,8,0,4,0,4,5.7,7.4,-1.7,0.1,0.4,0.5,0,,,,pelusan01
69,Antoine Roussel,26,DAL,LW,80,12,0.16,0.20,0.36,0.14,1.54,1.39,15,18,33,13,45,3,41,10,11,43.4,38.5,4.8,1.7,1.4,3.2,0,,,,roussan01
70,Antoine Vermette,33,ARI,C,76,15,0.22,0.28,0.50,0.20,1.22,1.62,19,23,42,17,66,25,68,13,-14,36.9,44.1,-7.3,2.7,0.8,3.5,1,0,1,0.0,vermean01
71,Anton Forsberg,23,CBJ,G,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,4,1,9,1,0,4.9,8.3,0.0,0.0,0.0,0.5,0,,,,forsban01
72,Anton Khudobin,29,ANA,G,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,12,2,16,2,0,8.8,12.7,0.0,0.0,0.0,0.9,0,,,,khudoan01
73,Anton Lander,24,EDM,C,61,1,0.02,0.03,0.05,0.02,0.30,0.89,1,2,3,1,11,1,31,13,-9,17.7,20.2,-2.5,-1.6,0.5,-1.1,0,,,,landean01
74,Anton Slepyshev,21,EDM,RW,11,0,0.00,0.09,0.09,0.02,0.18,0.45,0,1,1,0,2,0,7,0,-5,2.3,3.6,-1.4,-0.2,-0.1,-0.2,0,,,,slepyan01
75,Anton Strålman,29,TBL,D,73,12,0.12,0.34,0.47,0.16,0.27,1.74,10,28,38,13,75,21,55,16,16,51.6,42.3,9.3,2.9,4.9,7.9,0,,,,stralan01
76,Antti Niemi,32,DAL,G,48,1,0.00,0.04,0.04,0.01,0.04,0.00,0,2,2,1,129,27,117,25,0,97.1,88.4,0.0,0.0,0.0,5.9,0,,,,niemian02
77,Antti Raanta,26,NYR,G,25,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,59,9,43,7,0,32.8,40.0,0.0,0.0,0.0,3.4,0,,,,raantan01
78,Anže Kopitar,28,LAK,C,81,27,0.31,0.60,0.91,0.33,0.20,2.19,28,55,83,30,105,25,65,19,34,60.3,46.2,14.1,6.5,3.3,9.7,5,3,2,60.0,kopitan01
79,Artem Anisimov,27,CHI,C,77,17,0.26,0.29,0.55,0.22,0.16,1.57,23,25,48,19,87,28,65,14,8,44.1,48.8,-4.7,3.1,1.9,4.9,1,1,0,100.0,anisiar01
80,Artemi Panarin,24,CHI,LW,80,29,0.38,0.59,0.96,0.36,0.40,2.34,34,53,87,33,108,38,63,1,8,49.5,51.9,-2.4,7.9,2.0,9.8,2,1,1,50.0,panarar01
81,Austin Watson,24,NSH,LW,57,4,0.05,0.12,0.18,0.06,0.56,0.96,3,8,11,4,18,0,28,7,-4,15.1,14.3,0.8,-0.1,0.5,0.4,0,,,,watsoau01
82,Barclay Goodrow,22,SJS,RW,14,1,0.00,0.21,0.21,0.06,1.14,0.50,0,3,3,1,5,0,6,2,1,4.1,5.0,-0.9,-0.1,0.2,0.2,0,,,,goodrba01
83,Barret Jackman,34,NSH,D,73,2,0.01,0.05,0.07,0.02,1.04,0.88,1,4,5,2,29,0,40,12,1,33.6,30.7,2.9,-0.6,2.4,1.8,0,,,,jackmba01
84,Beau Bennett,24,PIT,RW,33,5,0.18,0.18,0.36,0.15,0.30,1.58,7,7,14,6,20,5,16,0,-1,12.8,13.1,-0.2,0.9,0.3,1.3,0,,,,bennebe01
85,Ben Bishop,29,TBL,G,61,0,0.00,0.02,0.02,0.00,0.07,0.00,0,1,1,0,164,35,122,25,0,107.0,105.0,0.0,0.0,0.0,12.2,0,,,,bishobe01
86,Ben Chiarot,24,WPG,D,70,3,0.01,0.13,0.14,0.04,0.61,1.06,1,10,11,3,33,0,48,7,-9,32.9,37.9,-5.0,0.0,1.1,1.1,0,,,,chiarbe01
87,Ben Harpur,21,OTT,D,5,0,0.00,0.20,0.20,0.06,0.40,0.60,0,1,1,0,3,0,2,0,1,4.2,2.7,1.5,0.0,0.2,0.2,0,,,,harpube01
88,Ben Hutton,22,VAN,D,75,7,0.01,0.32,0.33,0.09,0.19,1.39,1,27,28,8,55,16,66,6,-21,43.4,59.8,-16.4,1.1,1.9,3.0,0,,,,huttobe01
89,Ben Lovejoy,31,PIT,D,66,4,0.06,0.09,0.15,0.06,0.45,1.36,4,7,11,4,51,0,55,13,9,48.7,41.5,7.2,0.0,3.1,3.1,0,,,,lovejbe01
90,Ben Scrivens,29,MTL,G,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,32,5,42,9,0,22.9,26.9,0.0,0.0,0.0,2.2,0,,,,scrivbe01
91,Ben Smith,27,TOT,RW,22,2,0.09,0.18,0.27,0.10,0.00,0.77,2,4,6,2,10,0,12,4,2,8.3,9.9,-1.7,0.1,0.4,0.5,0,,,,smithbe01
91,Ben Smith,27,TOR,RW,16,2,0.13,0.25,0.38,0.13,0.00,1.00,2,4,6,2,10,0,11,4,3,7.7,8.0,-0.3,0.2,0.4,0.6,0,,,,smithbe01
91,Ben Smith,27,SJS,RW,6,0,0.00,0.00,0.00,0.00,0.00,0.17,0,0,0,0,0,0,1,0,-1,0.5,1.9,-1.4,-0.1,0.0,-0.1,0,,,,smithbe01
92,Ben Street,28,COL,C,7,0,0.00,0.00,0.00,0.00,0.57,1.14,0,0,0,0,2,0,3,0,-1,2.2,2.4,-0.2,-0.1,0.0,-0.1,0,,,,streebe01
93,Benoît Pouliot,29,EDM,LW,55,13,0.25,0.40,0.65,0.24,0.55,1.98,16,25,41,16,52,18,42,2,-6,32.1,31.3,0.7,3.1,0.9,4.0,0,,,,poulibe01
94,Blake Comeau,29,COL,LW,81,13,0.15,0.30,0.44,0.16,0.72,1.75,14,27,41,15,55,15,67,18,-9,38.6,46.1,-7.5,1.3,1.3,2.6,1,1,0,100.0,comeabl01
95,Blake Pietila,22,NJD,LW,7,1,0.14,0.14,0.29,0.12,0.29,1.43,1,1,2,1,2,0,2,0,0,1.4,3.2,-1.8,0.1,0.1,0.2,0,,,,pietibl01
96,Blake Wheeler,29,WPG,RW,82,28,0.32,0.63,0.95,0.35,0.60,3.12,29,58,87,32,102,26,85,17,8,59.5,56.2,3.2,7.3,2.1,9.4,6,2,4,33.3,wheelbl01
97,Bo Horvat,20,VAN,C,82,15,0.20,0.29,0.49,0.18,0.22,1.89,18,27,45,17,56,13,94,22,-30,41.4,54.7,-13.4,2.4,0.5,2.9,2,0,2,0.0,horvabo01
98,Bobby Farnham,27,TOT,RW,53,5,0.15,0.04,0.19,0.09,1.83,0.94,9,2,11,5,12,0,14,0,-2,14.9,14.3,0.6,0.7,0.6,1.3,0,,,,farnhbo01
98,Bobby Farnham,27,NJD,RW,50,5,0.16,0.04,0.20,0.10,1.84,0.96,9,2,11,5,12,0,14,0,-2,14.6,13.8,0.7,0.7,0.6,1.4,0,,,,farnhbo01
98,Bobby Farnham,27,PIT,RW,3,0,0.00,0.00,0.00,0.00,1.67,0.67,0,0,0,0,0,0,0,0,0,0.4,0.4,-0.1,-0.1,0.0,0.0,0,,,,farnhbo01
99,Bobby Ryan,28,OTT,RW,81,22,0.27,0.42,0.69,0.27,0.35,2.26,25,38,63,24,78,22,65,0,-9,43.4,54.6,-11.3,5.2,0.8,6.0,11,6,5,54.5,ryanbo01
100,Boone Jenner,22,CBJ,C,82,21,0.37,0.23,0.60,0.26,0.94,2.74,34,21,55,24,63,16,68,6,-15,57.0,54.9,2.1,5.2,0.8,6.0,3,1,2,33.3,jennebo01
101,Borna Rendulic,23,COL,RW,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,0,0,2,0,-2,0.5,1.7,-1.2,-0.1,-0.1,-0.1,0,,,,rendubo01
102,Boyd Gordon,32,ARI,C,65,2,0.03,0.03,0.06,0.03,0.15,0.82,2,2,4,2,10,0,38,21,-7,17.8,19.4,-1.6,-1.5,0.6,-1.0,0,,,,gordobo01
103,Bracken Kearns,34,NYI,C,2,0,0.00,0.50,0.50,0.14,2.00,0.00,0,1,1,0,1,0,1,1,1,1.5,0.4,1.1,0.0,0.1,0.1,0,,,,kearnbr01
104,Brad Boyes,33,TOR,RW,60,9,0.13,0.27,0.40,0.14,0.20,1.42,9,18,27,10,38,13,32,1,-6,23.7,20.7,3.0,1.5,0.6,2.1,1,0,1,0.0,boyesbr01
105,Brad Hunt,27,EDM,D,7,0,0.00,0.00,0.00,0.00,0.29,1.71,0,0,0,0,1,0,2,0,-1,1.8,3.7,-1.9,-0.1,0.1,0.0,0,,,,huntbr01
106,Brad Malone,26,CAR,C,57,2,0.04,0.07,0.11,0.04,1.32,0.54,2,4,6,2,12,0,29,6,-11,14.4,16.6,-2.3,-0.6,0.3,-0.3,0,,,,malonbr01
107,Brad Marchand,27,BOS,LW,77,27,0.48,0.31,0.79,0.34,1.17,3.25,42,27,69,30,80,11,64,14,21,59.0,42.8,16.2,7.1,2.4,9.4,3,0,3,0.0,marchbr03
108,Brad Richards,35,DET,C,68,10,0.15,0.26,0.41,0.15,0.12,2.41,11,20,31,11,51,24,25,0,4,31.6,32.3,-0.7,1.5,1.3,2.8,5,2,3,40.0,richabr01
109,Brad Richardson,30,ARI,RW,82,11,0.13,0.24,0.38,0.14,0.56,1.43,12,22,34,13,47,0,58,20,8,36.8,46.9,-10.2,1.2,1.7,2.9,0,,,,richabr02
110,Brad Stuart,36,COL,D,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,3,0,-2,1.7,2.7,-1.0,-0.1,0.0,-0.1,0,,,,stuarbr02
111,Braden Holtby,26,WSH,G,66,0,0.00,0.02,0.02,0.00,0.09,0.00,0,1,1,0,194,46,141,31,0,127.7,119.8,0.0,0.0,0.0,12.1,0,,,,holtbbr01
112,Brady Skjei,21,NYR,D,7,0,0.00,0.00,0.00,0.00,0.57,0.86,0,0,0,0,4,0,6,3,1,3.4,5.2,-1.8,-0.2,0.3,0.1,0,,,,skjeibr01
113,Brandon Bollig,29,CGY,LW,54,2,0.04,0.04,0.07,0.03,1.91,1.04,2,2,4,2,10,0,20,0,-10,13.8,16.5,-2.7,-0.7,0.1,-0.7,0,,,,bollibr01
114,Brandon Davidson,24,EDM,D,51,4,0.08,0.14,0.22,0.08,0.39,1.24,4,8,12,4,35,2,36,10,7,31.2,27.3,3.9,0.5,2.9,3.4,0,,,,davidbr01
