,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
115,Brandon Dubinsky,29,CBJ,C,75,18,0.23,0.41,0.64,0.24,0.95,2.11,19,35,54,20,66,16,87,20,-16,55.2,48.0,7.2,3.4,0.8,4.3,7,3,4,42.9,dubinbr01
116,Brandon Gormley,23,COL,D,26,0,0.00,0.04,0.04,0.01,0.31,0.42,0,1,1,0,13,0,16,0,-3,10.4,11.8,-1.4,-0.3,0.4,0.2,0,,,,gormlbr01
117,Brandon Manning,25,PHI,D,56,2,0.02,0.11,0.13,0.04,1.18,1.20,1,7,8,2,24,1,29,9,2,27.5,35.1,-7.6,-0.3,2.2,1.9,0,,,,mannibr01
118,Brandon Mashinter,27,CHI,LW,41,2,0.10,0.02,0.12,0.06,0.56,0.61,4,1,5,2,6,0,13,0,-7,10.3,15.2,-4.9,0.2,0.0,0.2,0,,,,mashibr01
119,Brandon Pirri,24,TOT,C,61,12,0.23,0.25,0.48,0.19,0.49,2.10,15,16,31,13,37,12,31,1,-4,25.6,29.5,-3.8,2.4,0.7,3.2,0,,,,pirribr01
119,Brandon Pirri,24,FLA,C,52,10,0.21,0.25,0.46,0.18,0.58,2.13,12,14,26,10,30,9,27,1,-4,23.0,25.8,-2.9,1.8,0.6,2.4,6,5,1,83.3,pirribr01
119,Brandon Pirri,24,ANA,C,9,2,0.33,0.22,0.56,0.24,0.00,1.89,3,2,5,2,7,3,4,0,0,2.7,3.6,-1.0,0.6,0.2,0.7,0,,,,pirribr01
120,Brandon Prust,31,VAN,LW,35,2,0.03,0.17,0.20,0.06,1.69,0.54,1,7,8,2,8,0,15,4,-3,11.7,19.9,-8.2,-0.4,0.4,0.1,0,,,,prustbr01
121,Brandon Saad,23,CBJ,LW,78,23,0.40,0.28,0.68,0.29,0.18,2.99,35,25,60,26,74,17,58,2,1,53.4,47.6,5.8,5.8,1.5,7.2,1,0,1,0.0,saadbr01
122,Brandon Sutter,26,VAN,C,20,4,0.25,0.20,0.45,0.19,0.10,2.25,6,4,10,4,15,3,11,2,3,10.4,9.5,1.0,0.6,0.6,1.2,0,,,,suttebr03
123,Brandon Tanev,24,WPG,LW,3,0,0.00,0.00,0.00,0.00,0.67,1.33,0,0,0,0,0,0,2,2,0,1.3,1.3,0.0,-0.1,0.0,-0.1,0,,,,tanevbr01
124,Brayden McNabb,25,LAK,D,81,4,0.02,0.15,0.17,0.05,1.14,1.12,2,13,15,5,51,2,57,20,11,57.7,51.6,6.2,-0.1,4.3,4.2,0,,,,mcnabbr01
125,Brayden Schenn,24,PHI,C,80,23,0.33,0.41,0.74,0.28,0.41,2.23,29,37,66,26,87,39,45,0,3,44.2,45.9,-1.6,5.7,1.7,7.4,3,0,3,0.0,schenbr01
126,Braydon Coburn,30,TBL,D,80,3,0.01,0.11,0.13,0.04,0.66,1.15,1,10,11,3,53,0,56,15,12,39.3,41.3,-2.0,-0.4,4.0,3.6,0,,,,coburbr01
127,Brendan Gallagher,23,MTL,RW,53,16,0.36,0.40,0.75,0.30,0.45,3.26,21,23,44,18,65,21,31,0,13,35.2,31.6,3.6,4.1,1.5,5.6,0,,,,gallabr01
128,Brendan Gaunce,21,VAN,C,20,1,0.05,0.00,0.05,0.03,0.10,1.70,1,0,1,1,3,1,16,5,-9,8.3,9.8,-1.5,-0.5,-0.1,-0.5,0,,,,gauncbr01
129,Brendan Leipsic,21,TOR,LW,6,1,0.17,0.33,0.50,0.18,0.33,1.83,1,2,3,1,4,2,3,0,-1,3.3,2.6,0.7,0.2,0.1,0.3,0,,,,leipsbr01
130,Brendan Smith,26,DET,D,63,5,0.05,0.19,0.24,0.08,0.98,1.30,3,13,16,5,44,2,46,6,1,44.9,39.2,5.8,0.6,2.7,3.4,0,,,,smithbr05
131,Brendan Woods,23,CAR,LW,5,0,0.00,0.00,0.00,0.00,1.40,1.00,0,0,0,0,0,0,0,0,0,0.9,0.9,0.0,-0.1,0.1,-0.1,0,,,,woodsbr01
132,Brenden Dillon,25,SJS,D,76,3,0.03,0.12,0.14,0.05,0.80,1.22,2,10,12,4,44,3,36,2,8,49.3,47.8,1.5,-0.1,3.4,3.3,0,,,,dillobr01
133,Brent Burns,30,SJS,D,82,27,0.33,0.59,0.91,0.33,0.65,4.30,30,54,84,31,126,50,101,20,-5,77.3,67.8,9.5,8.8,4.1,12.9,1,1,0,100.0,burnsbr01
134,Brent Regner,26,FLA,D,7,0,0.00,0.00,0.00,0.00,0.57,1.00,0,0,0,0,0,0,2,0,-2,1.9,3.2,-1.3,-0.1,0.0,-0.1,0,,,,regnebr01
135,Brent Seabrook,30,CHI,D,81,17,0.17,0.43,0.60,0.21,0.40,2.06,16,39,55,19,103,39,75,17,6,57.6,70.5,-12.9,4.8,4.4,9.2,0,,,,seabrbr01
136,Brett Bulmer,23,MIN,RW,3,0,0.00,0.00,0.00,0.00,2.33,0.67,0,0,0,0,0,0,1,0,-1,0.2,0.6,-0.4,-0.1,0.0,-0.1,0,,,,bulmebr01
137,Brett Connolly,23,BOS,RW,71,9,0.13,0.23,0.35,0.13,0.28,1.34,10,18,28,10,51,10,42,0,-1,34.6,35.1,-0.5,1.3,0.9,2.2,0,,,,connobr01
138,Brett Kulak,22,CGY,D,8,0,0.00,0.00,0.00,0.00,0.00,1.13,0,0,0,0,1,0,4,1,-2,3.0,2.6,0.4,-0.1,0.0,-0.1,0,,,,kulakbr01
139,Brett Lernout,20,MTL,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.0,0.0,0.0,0,,,,lernobr01
140,Brett Pesce,21,CAR,D,69,5,0.06,0.17,0.23,0.08,0.23,1.23,4,13,17,6,39,8,47,8,-7,40.6,40.8,-0.1,0.6,2.9,3.6,0,,,,pescebr01
141,Brett Ritchie,22,DAL,RW,8,0,0.00,0.13,0.13,0.04,0.88,1.88,0,1,1,0,4,2,5,0,-3,2.6,3.3,-0.7,-0.1,0.0,-0.2,0,,,,ritchbr01
142,Brian Boyle,31,TBL,C,76,9,0.17,0.09,0.26,0.12,0.75,1.54,15,8,23,10,34,5,55,19,-7,28.9,25.8,3.1,1.1,0.8,1.9,2,0,2,0.0,boylebr01
143,Brian Campbell,36,FLA,D,82,10,0.07,0.30,0.38,0.12,0.32,1.21,7,28,35,11,99,21,58,13,31,59.5,53.6,5.9,1.9,5.8,7.8,0,,,,campbbr02
144,Brian Dumoulin,24,PIT,D,79,4,0.00,0.20,0.20,0.05,0.18,1.28,0,18,18,5,58,1,55,9,11,66.9,47.9,18.9,-0.1,3.7,3.7,0,,,,dumoubr01
145,Brian Elliott,30,STL,G,42,0,0.00,0.00,0.00,0.00,0.05,0.00,0,0,0,0,93,21,77,20,0,72.2,78.1,0.0,0.0,0.0,8.6,0,,,,elliobr01
146,Brian Flynn,27,MTL,C,56,4,0.07,0.11,0.18,0.07,0.11,1.30,4,7,11,4,18,1,29,10,-3,17.1,18.4,-1.3,-0.3,0.6,0.3,3,1,2,33.3,flynnbr01
147,Brian Gionta,37,BUF,RW,79,12,0.15,0.27,0.42,0.16,0.15,2.14,14,23,37,14,53,14,55,11,-5,38.3,42.2,-3.9,1.3,1.7,2.9,1,0,1,0.0,giontbr01
148,Brian O'Neill,27,NJD,C,22,1,0.00,0.09,0.09,0.03,0.36,0.64,0,2,2,1,4,0,9,3,-3,7.2,7.5,-0.3,-0.4,0.2,-0.2,0,,,,oneilbr01
149,Brian Strait,28,NYI,D,52,2,0.02,0.10,0.12,0.04,0.60,0.83,1,6,7,2,28,1,36,11,1,29.0,39.1,-10.1,-0.2,1.8,1.6,0,,,,straibr01
150,Brock McGinn,21,CAR,LW,21,2,0.14,0.05,0.19,0.09,0.48,1.19,3,1,4,2,6,0,21,0,-14,7.7,11.2,-3.5,0.1,-0.3,-0.1,0,,,,mcginbr01
151,Brock Nelson,24,NYI,LW,81,18,0.32,0.17,0.49,0.22,0.37,2.04,29,16,45,20,56,9,54,5,-3,45.9,56.5,-10.5,3.9,1.3,5.2,2,0,2,0.0,nelsobr01
152,Brody Sutter,24,CAR,C,8,0,0.00,0.00,0.00,0.00,0.00,0.88,0,0,0,0,0,0,4,0,-4,1.2,3.8,-2.6,-0.2,-0.1,-0.3,1,0,1,0.0,suttebr05
153,Brooks Laich,32,TOT,C,81,4,0.02,0.15,0.17,0.05,0.22,1.25,2,14,16,5,22,2,46,13,-13,23.4,27.2,-3.8,-0.8,0.5,-0.3,0,,,,laichbr01
153,Brooks Laich,32,WSH,C,60,2,0.02,0.10,0.12,0.04,0.27,1.10,1,7,8,2,11,0,28,10,-7,15.8,16.8,-1.0,-0.9,0.4,-0.5,0,,,,laichbr01
153,Brooks Laich,32,TOR,C,21,2,0.05,0.29,0.33,0.10,0.10,1.67,1,7,8,2,11,2,18,3,-6,7.6,10.4,-2.8,0.1,0.1,0.2,0,,,,laichbr01
154,Brooks Orpik,35,WSH,D,41,4,0.07,0.17,0.24,0.09,0.59,0.76,3,8,11,4,43,0,39,7,11,33.1,25.7,7.4,0.4,2.6,3.0,0,,,,orpikbr01
155,Bryan Bickell,29,CHI,LW,25,1,0.00,0.08,0.08,0.02,0.08,0.84,0,2,2,1,5,0,10,0,-5,10.6,9.9,0.7,-0.5,0.1,-0.4,0,,,,bickebr01
156,Bryan Lerg,30,SJS,C,6,0,0.00,0.00,0.00,0.00,0.00,0.67,0,0,0,0,1,0,1,1,1,1.3,1.9,-0.7,-0.1,0.1,0.0,0,,,,lergbr01
157,Bryan Little,28,WPG,C,57,16,0.30,0.44,0.74,0.28,0.21,2.23,19,28,47,18,57,18,70,17,-13,38.7,40.2,-1.5,3.6,0.6,4.2,2,0,2,0.0,littlbr01
158,Bryan Rust,23,PIT,RW,41,4,0.10,0.17,0.27,0.10,0.29,1.66,4,8,12,4,18,1,17,1,1,23.7,17.0,6.7,0.3,0.5,0.8,0,,,,rustbr01
159,Bud Holloway,27,MTL,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.2,-0.2,0.0,0.0,0.0,0,,,,hollobu01
160,Buddy Robinson,24,OTT,RW,3,1,0.33,0.33,0.67,0.28,1.33,1.67,1,1,2,1,3,0,1,0,2,1.1,1.5,-0.5,0.3,0.1,0.4,0,,,,robinbu01
161,Byron Froese,24,TOR,C,56,2,0.04,0.05,0.09,0.03,0.29,1.14,2,3,5,2,15,1,42,17,-11,19.0,19.0,0.0,-1.2,0.4,-0.8,0,,,,froesby01
162,Cal Clutterbuck,28,NYI,RW,77,10,0.19,0.10,0.30,0.13,0.29,1.04,17,9,26,12,37,1,38,10,7,25.9,30.5,-4.5,1.8,1.3,3.1,3,1,2,33.3,cluttca01
163,Cal O'Reilly,29,BUF,C,20,3,0.15,0.20,0.35,0.14,0.10,0.50,3,4,7,3,12,5,8,0,-1,5.6,7.6,-2.1,0.5,0.3,0.8,0,,,,oreilca01
164,Calle Järnkrok,24,NSH,C,81,13,0.20,0.17,0.37,0.16,0.17,1.54,18,16,34,14,58,11,60,14,1,42.1,40.5,1.6,1.6,1.5,3.1,0,,,,jarnkca01
165,Calvin de Haan,24,NYI,D,72,5,0.03,0.19,0.22,0.07,0.28,1.42,2,16,18,5,57,1,65,12,3,59.1,56.1,3.0,0.2,3.4,3.6,0,,,,dehaaca01
166,Calvin Pickard,23,COL,G,20,0,0.00,0.05,0.05,0.01,0.00,0.00,0,1,1,0,41,9,42,7,0,27.3,38.5,0.0,0.0,0.0,3.6,0,,,,pickaca01
167,Cam Atkinson,26,CBJ,RW,81,22,0.33,0.32,0.65,0.27,0.27,2.79,30,29,59,24,78,21,83,17,-8,57.4,50.7,6.6,5.0,1.2,6.2,10,3,7,30.0,atkinca01
168,Cam Fowler,24,ANA,D,69,9,0.07,0.33,0.41,0.13,0.39,1.64,6,26,32,10,83,32,72,13,-8,48.9,51.3,-2.4,1.8,3.4,5.2,0,,,,fowleca01
169,Cam Talbot,28,EDM,G,56,0,0.00,0.02,0.02,0.00,0.00,0.00,0,1,1,0,120,28,137,29,0,107.1,109.2,0.0,0.0,0.0,10.1,0,,,,talboca01
170,Cam Ward,31,CAR,G,52,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,113,24,121,22,0,100.2,90.1,0.0,0.0,0.0,7.0,0,,,,wardca01
171,Carey Price,28,MTL,G,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,40,11,24,5,0,23.1,20.8,0.0,0.0,0.0,3.0,0,,,,priceca01
172,Carl Gunnarsson,29,STL,D,72,3,0.04,0.08,0.13,0.05,0.43,0.71,3,7,10,4,50,1,54,13,7,44.7,38.8,6.0,-0.2,3.5,3.3,0,,,,gunnaca01
173,Carl Hagelin,27,TOT,LW,80,14,0.18,0.31,0.49,0.18,0.40,2.23,15,28,43,16,56,1,57,10,8,57.3,40.3,17.0,2.5,1.8,4.3,0,,,,hagelca01
173,Carl Hagelin,27,ANA,LW,43,4,0.09,0.19,0.28,0.10,0.33,1.91,4,9,13,5,17,1,28,2,-10,26.1,21.5,4.6,0.0,0.5,0.5,0,,,,hagelca01
173,Carl Hagelin,27,PIT,LW,37,10,0.27,0.46,0.73,0.27,0.49,2.59,11,19,30,11,39,0,29,8,18,31.1,18.7,12.4,2.5,1.4,3.8,0,,,,hagelca01
174,Carl Söderberg,30,COL,C,82,17,0.15,0.48,0.62,0.20,0.39,1.99,14,44,58,20,67,18,70,14,-7,41.1,48.1,-7.0,2.9,1.4,4.3,0,,,,soderca01
175,Carlo Colaiacovo,33,BUF,D,36,2,0.03,0.11,0.14,0.05,0.28,0.81,1,4,5,2,16,1,27,1,-11,18.1,19.7,-1.6,0.0,0.4,0.4,0,,,,colaica01
176,Carter Hutton,30,NSH,G,17,0,0.00,0.06,0.06,0.02,0.00,0.00,0,1,1,0,37,12,38,5,0,28.2,30.3,0.0,0.0,0.0,2.9,0,,,,huttoca01
177,Casey Cizikas,24,NYI,C,80,10,0.10,0.26,0.36,0.13,0.39,1.05,9,23,32,11,39,1,51,17,4,30.5,37.5,-7.1,1.4,1.3,2.6,0,,,,cizikca01
178,Casey Nelson,23,BUF,D,7,1,0.00,0.57,0.57,0.16,1.14,0.71,0,4,4,1,8,2,5,0,1,3.1,2.4,0.6,0.3,0.3,0.7,0,,,,nelsoca01
179,Cédric Paquette,22,TBL,C,56,5,0.11,0.09,0.20,0.08,0.91,0.89,7,6,13,5,16,0,25,6,-2,20.8,20.3,0.5,0.0,0.7,0.7,0,,,,paquece01
180,Chad Johnson,29,BUF,G,45,1,0.00,0.04,0.04,0.01,0.00,0.00,0,2,2,1,119,25,102,24,0,76.7,77.4,0.0,0.0,0.0,8.2,0,,,,johnsch02
181,Chad Ruhwedel,25,BUF,D,1,0,0.00,0.00,0.00,0.00,2.00,1.00,0,0,0,0,0,0,0,0,0,0.8,0.2,0.6,0.0,0.0,0.0,0,,,,ruhwech01
182,Chandler Stephenson,21,WSH,C,9,0,0.00,0.00,0.00,0.00,0.22,0.22,0,0,0,0,0,0,3,0,-3,1.8,1.7,0.2,-0.2,-0.1,-0.3,0,,,,stephch02
183,Charles Hudon,21,MTL,LW,3,1,0.00,0.67,0.67,0.18,0.00,1.00,0,2,2,1,2,0,0,0,2,1.9,0.6,1.3,0.1,0.1,0.3,0,,,,hudonch01
184,Charlie Coyle,23,MIN,C,82,17,0.26,0.26,0.51,0.21,0.20,1.71,24,23,47,19,70,20,54,5,1,42.8,45.5,-2.7,3.2,1.8,4.9,5,3,2,60.0,coylech01
185,Charlie Lindgren,22,MTL,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,4,0,2,0,0,2.1,2.3,0.0,0.0,0.0,0.2,0,,,,lindgch01
186,Chase De Leo,20,WPG,C,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,1,0,0,0,1,0.4,0.7,-0.3,-0.1,0.1,0.0,0,,,,deleoch01
187,Chris Bigras,20,COL,D,31,1,0.03,0.06,0.10,0.03,0.52,0.68,1,2,3,1,10,0,13,1,-2,12.3,17.3,-5.1,-0.1,0.7,0.7,0,,,,bigrach01
188,Chris Brown,24,WSH,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.2,0.0,0.2,0.0,0.0,0.0,0,,,,brownch01
189,Chris Butler,29,STL,D,5,0,0.00,0.00,0.00,0.00,0.80,0.80,0,0,0,0,4,1,5,1,-1,2.7,3.3,-0.7,-0.1,0.0,0.0,0,,,,butlech01
190,Chris Driedger,21,OTT,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,0,0,1.5,0.8,0.0,0.0,0.0,0.2,0,,,,driedch01
191,Chris Higgins,32,VAN,LW,33,2,0.09,0.03,0.12,0.06,0.12,1.55,3,1,4,2,10,2,28,7,-14,11.4,17.6,-6.2,-0.5,0.0,-0.5,2,0,2,0.0,higgich01
192,Chris Kelly,35,BOS,C,11,1,0.18,0.00,0.18,0.10,0.00,0.73,2,0,2,1,8,1,6,2,3,4.5,3.9,0.6,0.0,0.3,0.3,0,,,,kellych01
193,Chris Kreider,24,NYR,LW,79,18,0.27,0.28,0.54,0.22,0.73,2.00,24,25,49,20,82,24,48,0,10,44.9,46.6,-1.7,3.8,1.6,5.4,0,,,,kreidch01
194,Chris Kunitz,36,PIT,LW,80,15,0.21,0.29,0.50,0.19,0.51,1.88,19,26,45,17,79,11,42,3,29,54.8,42.4,12.3,2.7,2.6,5.2,2,0,2,0.0,kunitch01
195,Chris Neil,36,OTT,RW,80,5,0.06,0.10,0.16,0.06,2.06,0.88,6,9,15,6,23,0,26,0,-3,25.3,26.2,-0.9,0.0,0.5,0.5,0,,,,neilch01
196,Chris Porter,31,MIN,LW,61,3,0.07,0.05,0.11,0.05,0.10,0.74,4,3,7,3,10,0,23,7,-6,12.9,20.6,-7.7,-0.4,0.5,0.1,0,,,,portech01
197,Chris Stewart,28,ANA,RW,56,8,0.14,0.21,0.36,0.14,1.30,1.39,9,13,22,8,29,7,21,0,2,22.0,21.4,0.6,1.5,0.9,2.4,1,1,0,100.0,stewach02
198,Chris Summers,27,NYR,D,3,0,0.00,0.00,0.00,0.00,1.33,1.67,0,0,0,0,1,0,4,1,-2,1.7,1.8,-0.1,-0.1,-0.1,-0.2,0,,,,summech01
199,Chris Tanev,26,VAN,D,69,6,0.06,0.20,0.26,0.09,0.12,0.61,4,16,20,7,48,9,70,24,-8,43.1,42.8,0.3,0.6,3.0,3.6,0,,,,tanevch01
200,Chris Terry,26,CAR,LW,68,5,0.12,0.04,0.16,0.08,0.24,1.15,9,3,12,6,20,0,32,0,-12,25.1,27.7,-2.5,0.0,0.5,0.6,4,0,4,0.0,terrych01
201,Chris Thorburn,32,WPG,RW,82,5,0.07,0.07,0.15,0.06,0.99,0.85,7,7,14,6,24,1,32,8,-1,25.4,28.3,-3.0,-0.3,0.8,0.6,0,,,,thorbch01
202,Chris Tierney,21,SJS,C,79,7,0.09,0.16,0.25,0.09,0.25,1.22,8,14,22,8,28,1,53,10,-16,34.8,36.8,-2.0,0.1,0.6,0.7,0,,,,tiernch01
203,Chris VandeVelde,28,PHI,C,79,4,0.03,0.15,0.18,0.05,0.34,0.97,2,13,15,5,24,0,49,19,-7,26.2,36.8,-10.6,-1.2,1.0,-0.3,0,,,,vandech01
204,Chris Wagner,24,TOT,RW,43,3,0.09,0.05,0.14,0.06,0.65,1.28,4,2,6,3,7,0,15,6,-2,10.5,13.3,-2.8,0.0,0.4,0.4,0,,,,wagnech01
204,Chris Wagner,24,COL,RW,26,2,0.15,0.00,0.15,0.08,0.35,1.04,4,0,4,2,5,0,10,3,-2,5.4,7.3,-1.9,0.3,0.2,0.5,0,,,,wagnech01
204,Chris Wagner,24,ANA,RW,17,1,0.00,0.12,0.12,0.03,1.12,1.65,0,2,2,1,2,0,5,3,0,5.2,6.1,-0.9,-0.3,0.2,0.0,0,,,,wagnech01
205,Chris Wideman,26,OTT,D,64,5,0.09,0.11,0.20,0.08,0.53,1.36,7,8,15,6,37,3,30,0,4,34.7,32.5,2.2,1.1,1.6,2.7,1,0,1,0.0,widemch01
206,Christian Ehrhoff,33,TOT,D,48,4,0.04,0.21,0.25,0.08,0.71,1.67,2,11,13,4,27,11,30,3,-11,23.2,26.1,-2.9,0.6,0.7,1.3,0,,,,ehrhoch01
206,Christian Ehrhoff,33,LAK,D,40,3,0.05,0.20,0.25,0.08,0.80,1.53,2,9,11,4,22,10,25,3,-10,18.9,21.0,-2.1,0.6,0.5,1.1,0,,,,ehrhoch01
206,Christian Ehrhoff,33,CHI,D,8,1,0.00,0.25,0.25,0.07,0.25,2.38,0,2,2,1,5,1,5,0,-1,4.3,5.1,-0.8,0.1,0.2,0.3,0,,,,ehrhoch01
207,Christian Folin,24,MIN,D,26,1,0.00,0.15,0.15,0.04,0.42,0.54,0,4,4,1,10,0,16,5,-1,8.7,13.0,-4.4,0.0,0.8,0.8,0,,,,folinch01
208,Christian Thomas,23,TOT,LW,6,1,0.00,0.33,0.33,0.09,0.33,1.50,0,2,2,1,2,0,1,0,1,1.6,1.5,0.1,0.1,0.1,0.2,0,,,,thomach01
208,Christian Thomas,23,MTL,LW,5,1,0.00,0.40,0.40,0.11,0.40,1.20,0,2,2,1,2,0,1,0,1,1.4,0.9,0.5,0.1,0.1,0.2,0,,,,thomach01
208,Christian Thomas,23,ARI,LW,1,0,0.00,0.00,0.00,0.00,0.00,3.00,0,0,0,0,0,0,0,0,0,0.2,0.6,-0.4,0.0,0.0,0.0,0,,,,thomach01
209,Christoph Bertschy,21,MIN,C,3,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.2,0.7,-0.5,-0.1,0.0,0.0,0,,,,bertsch02
210,Christopher Gibson,23,NYI,G,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,9,0,11,1,0,6.8,6.9,0.0,0.0,0.0,0.2,0,,,,gibsoch01
211,Clarke MacArthur,30,OTT,LW,4,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,1,0,2,0,-1,1.5,2.6,-1.1,-0.1,0.0,-0.1,0,,,,macarcl01
212,Claude Giroux,28,PHI,C,78,24,0.28,0.58,0.86,0.30,0.68,3.09,25,50,75,27,91,38,77,18,-8,51.2,50.7,0.5,5.4,1.5,6.9,9,2,7,22.2,giroucl01
213,Clayton Stoner,30,ANA,D,50,2,0.02,0.10,0.12,0.04,1.34,0.64,1,6,7,2,22,0,28,10,4,23.0,21.8,1.2,-0.2,2.3,2.2,0,,,,stonecl01
214,Cody Bass,29,NSH,C,17,0,0.00,0.00,0.00,0.00,1.00,0.65,0,0,0,0,2,0,3,0,-1,3.4,3.4,0.0,-0.4,0.1,-0.3,0,,,,bassco01
215,Cody Ceci,22,OTT,D,75,10,0.13,0.21,0.35,0.13,0.24,1.55,11,18,29,11,55,4,70,27,9,41.4,54.3,-13.0,2.4,2.8,5.2,1,0,1,0.0,cecico01
216,Cody Eakin,24,DAL,C,82,14,0.20,0.23,0.43,0.17,0.51,1.61,18,21,39,16,60,8,65,15,3,46.5,48.0,-1.5,2.1,1.3,3.4,0,,,,eakinco01
217,Cody Franson,28,BUF,D,59,6,0.07,0.22,0.29,0.10,0.44,1.56,4,14,18,6,32,11,34,8,-5,26.3,28.8,-2.5,1.2,2.1,3.3,0,,,,fransco01
218,Cody Goloubef,26,CBJ,D,43,2,0.02,0.16,0.19,0.06,0.47,0.93,1,8,9,3,22,0,30,5,-3,25.7,24.9,0.8,0.2,1.0,1.3,0,,,,golouco01
219,Cody Hodgson,25,NSH,C,39,3,0.08,0.13,0.21,0.08,0.15,1.67,3,6,9,3,11,1,9,0,2,19.9,10.8,9.1,0.1,0.6,0.6,0,,,,hodgsco01
220,Cody McLeod,31,COL,LW,82,6,0.10,0.06,0.16,0.07,1.68,0.89,9,6,15,7,27,1,32,8,1,25.2,31.2,-5.9,-0.1,1.1,1.0,0,,,,mcleoco01
221,Cole Schneider,25,BUF,LW,2,0,0.00,0.00,0.00,0.00,0.00,2.50,0,0,0,0,0,0,0,0,0,1.0,0.4,0.6,-0.1,0.0,0.0,0,,,,schneco02
222,Colin Greening,29,TOT,LW,31,6,0.23,0.26,0.48,0.19,0.42,1.87,8,9,17,7,21,4,19,0,-2,14.8,16.2,-1.4,1.2,0.4,1.7,0,,,,greenco01
222,Colin Greening,29,TOR,LW,30,6,0.23,0.27,0.50,0.19,0.43,1.87,8,9,17,7,21,4,19,0,-2,14.8,16.0,-1.3,1.2,0.4,1.7,0,,,,greenco01
222,Colin Greening,29,OTT,LW,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,0,0,0,0.0,0.2,-0.1,0.0,0.0,0.0,0,,,,greenco01
223,Colin McDonald,31,PHI,RW,5,1,0.20,0.00,0.20,0.11,1.40,0.80,1,0,1,1,1,0,1,0,0,0.8,1.1,-0.4,0.1,0.0,0.2,0,,,,mcdonco01
224,Colin Miller,23,BOS,D,42,5,0.07,0.31,0.38,0.12,0.93,1.40,3,14,17,5,33,8,27,1,0,24.8,24.3,0.5,1.3,1.2,2.5,0,,,,milleco02
225,Colin Wilson,26,NSH,LW,64,8,0.09,0.28,0.38,0.13,0.22,1.69,7,20,27,9,40,7,35,0,-1,32.7,25.9,6.9,0.8,1.0,1.8,0,,,,wilsoco01
226,Colton Parayko,22,STL,D,79,11,0.11,0.30,0.42,0.14,0.37,2.09,10,27,37,13,85,15,44,3,28,61.1,47.3,13.7,2.8,5.9,8.8,0,,,,parayco01
227,Colton Sceviour,26,DAL,C,71,9,0.15,0.17,0.32,0.13,0.30,1.76,12,13,25,10,38,3,41,13,6,28.5,25.2,3.4,1.4,1.0,2.4,1,0,1,0.0,scevico01
228,Colton Sissons,22,NSH,C,34,3,0.12,0.06,0.18,0.08,0.35,0.74,4,2,6,3,13,1,12,5,5,13.3,6.8,6.5,0.2,0.6,0.8,0,,,,sissoco01
229,Connor Brickley,23,FLA,C,23,2,0.04,0.17,0.22,0.07,0.61,0.57,1,4,5,2,5,0,4,0,1,4.4,7.3,-2.9,0.1,0.2,0.4,0,,,,brickco01
230,Connor Brown,22,TOR,RW,7,2,0.14,0.71,0.86,0.27,0.00,1.57,1,6,7,2,9,5,8,2,-2,2.6,4.6,-2.0,0.5,0.0,0.5,0,,,,brownco02
231,Connor Carrick,21,TOT,D,19,2,0.11,0.11,0.21,0.08,0.79,1.11,2,2,4,2,8,1,12,0,-5,12.3,11.0,1.3,0.3,0.3,0.5,0,,,,carrico01
231,Connor Carrick,21,TOR,D,16,2,0.13,0.13,0.25,0.10,0.94,1.19,2,2,4,2,7,1,9,0,-3,9.5,9.6,-0.1,0.3,0.4,0.7,0,,,,carrico01
231,Connor Carrick,21,WSH,D,3,0,0.00,0.00,0.00,0.00,0.00,0.67,0,0,0,0,1,0,3,0,-2,2.7,1.4,1.3,0.0,-0.1,-0.1,0,,,,carrico01
232,Connor Hellebuyck,22,WPG,G,26,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,62,15,56,21,0,47.3,46.5,0.0,0.0,0.0,4.3,0,,,,helleco01
233,Connor McDavid,19,EDM,C,45,17,0.36,0.71,1.07,0.38,0.40,2.33,18,36,54,20,59,18,45,3,-1,41.4,32.4,9.0,4.8,1.0,5.8,2,0,2,0.0,mcdavco01
