,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
131,Brooks Orpik,27,PIT,D,78,3,0.01,0.13,0.14,0.04,0.73,0.64,1,11,12,4,49,2,46,10,11,-0.2,3.6,3.4,0,,,,orpikbr01
132,Bruno Gervais,23,NYI,D,60,4,0.00,0.22,0.22,0.06,0.57,0.98,0,14,14,4,39,6,50,12,-5,0.1,2.4,2.5,0,,,,gervabr01
133,Bryan Allen,27,FLA,D,73,5,0.03,0.19,0.22,0.07,0.92,0.92,2,15,17,5,56,4,79,32,5,0.2,3.7,3.9,0,,,,allenbr01
134,Bryan Berard,30,NYI,D,54,7,0.09,0.31,0.41,0.14,0.89,1.61,6,18,24,8,41,19,40,1,-17,1.9,0.8,2.7,0,,,,berarbr01
135,Bryan Bickell,21,CHI,LW,4,0,0.00,0.00,0.00,0.00,0.50,0.75,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,bickebr01
136,Bryan Little,20,ATL,C,48,6,0.13,0.21,0.33,0.13,0.38,1.58,7,11,18,7,30,11,21,0,-2,0.3,0.7,1.0,0,,,,littlbr01
137,Bryan McCabe,32,TOR,D,54,7,0.09,0.33,0.43,0.14,1.50,1.98,6,19,25,8,68,28,66,24,-2,1.4,2.4,3.8,0,,,,mccabbr01
138,Bryan Smolinski,36,MTL,C,64,9,0.13,0.27,0.39,0.14,0.31,1.39,9,18,27,10,35,12,47,18,-6,1.2,0.6,1.8,0,,,,smolibr01
139,Bryan Young,21,EDM,D,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,-0.1,-0.1,0,,,,youngbr02
140,Bryce Salvador,31,TOT,D,64,3,0.02,0.16,0.17,0.05,0.84,0.45,1,11,12,4,50,0,66,28,12,-0.2,4.0,3.8,0,,,,salvabr01
140,Bryce Salvador,31,STL,D,56,3,0.02,0.18,0.20,0.06,0.77,0.52,1,11,12,4,45,0,57,24,12,0.0,3.6,3.6,0,,,,salvabr01
140,Bryce Salvador,31,NJD,D,8,0,0.00,0.00,0.00,0.00,1.38,0.00,0,0,0,0,5,0,9,4,0,-0.2,0.4,0.2,0,,,,salvabr01
141,Byron Ritchie,30,VAN,C,71,4,0.04,0.11,0.15,0.05,1.13,1.03,3,9,12,4,19,3,46,20,-10,-1.0,0.6,-0.4,0,,,,ritchby01
142,Cal Clutterbuck,20,MIN,RW,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,cluttca01
143,Cam Barker,21,CHI,D,45,7,0.13,0.27,0.40,0.14,1.16,0.93,7,13,20,7,38,11,33,3,-3,1.8,1.1,2.9,0,,,,barkeca01
144,Cam Janssen,23,STL,RW,12,0,0.00,0.08,0.08,0.02,1.50,0.75,0,1,1,0,3,0,4,0,-1,-0.1,0.1,-0.1,0,,,,janssca01
145,Cam Ward,23,CAR,G,69,0,0.00,0.01,0.01,0.00,0.06,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,10.4,0,,,,wardca01
146,Carey Price,20,MTL,G,41,1,0.00,0.05,0.05,0.01,0.00,0.00,0,2,2,1,2,1,0,0,0,0.0,0.0,9.5,0,,,,priceca01
147,Carlo Colaiacovo,25,TOR,D,28,2,0.07,0.14,0.21,0.08,0.36,1.07,2,4,6,2,16,0,26,6,-4,0.3,0.5,0.9,0,,,,colaica01
148,Casey Borer,22,CAR,D,11,1,0.09,0.18,0.27,0.10,0.36,0.45,1,2,3,1,7,1,10,1,-3,0.2,0.0,0.3,0,,,,borerca01
149,Chad Kilger,31,TOR,LW,53,7,0.19,0.13,0.32,0.14,0.34,1.40,11,7,18,8,24,0,31,8,1,1.2,0.6,1.8,0,,,,kilgech01
150,Chad Larose,25,CAR,LW,58,9,0.19,0.21,0.40,0.16,0.79,2.02,12,13,25,10,34,1,44,17,6,1.3,1.0,2.3,0,,,,larosch01
151,Chris Beckford-Tseu,23,STL,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,beckfch01
152,Chris Bourque,22,WSH,LW,4,0,0.00,0.00,0.00,0.00,0.50,1.00,0,0,0,0,0,0,0,0,0,-0.1,0.0,-0.1,0,,,,bourqch01
153,Chris Campoli,23,NYI,D,46,6,0.09,0.30,0.39,0.13,0.35,1.48,4,15,19,6,49,20,36,6,-1,1.4,2.0,3.4,0,,,,campoch01
154,Chris Chelios,46,DET,D,69,4,0.04,0.13,0.17,0.06,0.52,0.87,3,10,13,4,36,2,51,28,11,0.3,3.6,3.9,0,,,,chelich01
155,Chris Clark,31,WSH,RW,18,4,0.28,0.22,0.50,0.21,2.39,1.61,6,4,10,4,13,3,14,4,0,0.7,0.3,1.0,0,,,,clarkch01
156,Chris Conner,24,DAL,RW,22,2,0.14,0.09,0.23,0.10,0.27,1.23,3,2,5,2,8,0,8,0,0,0.1,0.3,0.4,0,,,,connech01
157,Chris Drury,31,NYR,C,82,22,0.30,0.40,0.71,0.27,0.55,2.68,28,35,63,25,86,45,66,22,-3,4.2,2.0,6.2,0,,,,drurych01
158,Chris Gratton,32,TBL,C,60,8,0.17,0.18,0.35,0.14,1.28,1.53,11,12,23,9,35,11,35,4,-7,1.2,0.6,1.8,0,,,,grattch01
159,Chris Higgins,24,MTL,LW,82,21,0.33,0.30,0.63,0.26,0.27,2.94,30,27,57,24,78,36,52,10,0,4.4,1.5,5.9,0,,,,higgich01
160,Chris Kelly,27,OTT,C,75,11,0.15,0.25,0.40,0.15,0.40,1.65,12,20,32,12,42,2,60,23,3,0.9,1.0,2.0,0,,,,kellych01
161,Chris Kunitz,28,ANA,LW,82,19,0.26,0.35,0.61,0.23,0.98,2.39,23,31,54,21,80,31,45,4,8,3.7,2.1,5.8,0,,,,kunitch01
162,Chris Mason,31,NSH,G,51,0,0.00,0.02,0.02,0.01,0.00,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,6.3,0,,,,masonch02
163,Chris Minard,26,PIT,LW,15,1,0.07,0.07,0.13,0.05,0.67,0.60,1,1,2,1,3,2,2,0,-1,0.2,0.0,0.2,0,,,,minarch01
164,Chris Neil,28,OTT,RW,68,7,0.09,0.21,0.29,0.10,2.93,1.15,7,15,22,8,44,9,39,1,-3,0.3,0.5,0.9,0,,,,neilch01
165,Chris Osgood,35,DET,G,43,1,0.00,0.07,0.07,0.02,0.00,0.00,0,3,3,1,3,0,0,0,0,0.0,0.0,6.6,0,,,,osgooch01
166,Chris Phillips,29,OTT,D,81,6,0.06,0.16,0.22,0.08,0.69,0.99,6,14,20,7,71,1,99,44,15,0.4,3.7,4.1,0,,,,phillch02
167,Chris Pronger,33,ANA,D,72,15,0.17,0.43,0.60,0.20,1.78,2.53,13,33,46,16,80,40,70,29,-1,3.9,4.6,8.4,0,,,,prongch01
168,Chris Simon,36,TOT,LW,38,1,0.03,0.05,0.08,0.03,1.55,0.71,1,2,3,1,8,1,9,0,-2,-0.3,0.3,-0.1,0,,,,simonch01
168,Chris Simon,36,NYI,LW,28,1,0.04,0.07,0.11,0.04,1.54,0.64,1,2,3,1,5,0,6,0,-1,-0.1,0.2,0.1,0,,,,simonch01
168,Chris Simon,36,MIN,LW,10,0,0.00,0.00,0.00,0.00,1.60,0.90,0,0,0,0,3,1,3,0,-1,-0.2,0.0,-0.2,0,,,,simonch01
169,Chris Thorburn,24,ATL,RW,73,6,0.07,0.18,0.25,0.09,1.26,0.99,6,14,20,7,23,0,27,0,-4,0.7,0.5,1.2,0,,,,thorbch01
170,Christian Bäckman,27,TOT,D,63,6,0.05,0.24,0.29,0.09,0.79,0.81,3,16,19,6,47,14,40,5,-2,0.9,2.7,3.6,0,,,,backmch01
170,Christian Bäckman,27,STL,D,45,3,0.02,0.20,0.22,0.06,0.67,0.67,1,10,11,3,34,10,32,4,-4,0.2,1.7,1.9,0,,,,backmch01
170,Christian Bäckman,27,NYR,D,18,3,0.11,0.33,0.44,0.15,1.11,1.17,2,6,8,3,13,4,8,1,2,0.7,1.1,1.7,0,,,,backmch01
171,Christian Ehrhoff,25,SJS,D,77,6,0.01,0.27,0.29,0.08,0.94,1.26,1,22,23,7,57,7,58,17,9,0.6,5.6,6.2,0,,,,ehrhoch01
172,Christoph Schubert,25,OTT,D,82,9,0.10,0.20,0.29,0.11,0.78,1.67,9,17,26,10,53,15,49,18,7,2.2,2.1,4.3,0,,,,schubch01
173,Chuck Kobasew,25,BOS,RW,73,16,0.30,0.23,0.53,0.23,0.40,2.01,24,18,42,18,60,18,55,19,6,3.0,1.6,4.6,0,,,,kobasch01
174,Clarke MacArthur,22,BUF,LW,37,6,0.22,0.19,0.41,0.16,0.54,1.38,9,7,16,7,28,3,22,0,3,0.9,0.6,1.5,0,,,,macarcl01
175,Claude Giroux,20,PHI,RW,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,2,0,-2,-0.1,-0.1,-0.1,0,,,,giroucl01
176,Clay Wilson,24,CBJ,D,7,1,0.14,0.14,0.29,0.12,0.29,1.71,1,1,2,1,8,3,2,0,3,0.2,0.5,0.7,0,,,,wilsocl01
177,Cody Bass,21,OTT,C,21,2,0.10,0.10,0.19,0.08,0.90,0.57,2,2,4,2,4,0,6,1,-1,0.3,0.0,0.4,0,,,,bassco01
178,Cody McCormick,24,COL,C,40,2,0.05,0.05,0.10,0.04,1.25,1.13,2,2,4,2,11,0,12,6,5,-0.6,0.7,0.0,0,,,,mccorco01
179,Cody McLeod,23,COL,LW,49,3,0.08,0.10,0.18,0.07,2.45,1.22,4,5,9,4,12,0,21,3,-6,0.0,0.3,0.2,0,,,,mcleoco01
180,Colby Armstrong,25,TOT,RW,72,13,0.18,0.31,0.49,0.18,0.78,1.57,14,23,37,14,49,2,69,26,4,1.9,1.3,3.2,0,,,,armstco01
180,Colby Armstrong,25,PIT,RW,54,9,0.17,0.28,0.44,0.16,0.93,1.56,10,16,26,10,35,0,45,16,6,1.2,1.1,2.2,0,,,,armstco01
180,Colby Armstrong,25,ATL,RW,18,4,0.22,0.39,0.61,0.23,0.33,1.61,4,7,11,4,14,2,24,10,-2,0.8,0.3,1.0,0,,,,armstco01
181,Colin Fraser,23,CHI,C,5,0,0.00,0.00,0.00,0.00,1.40,0.80,0,0,0,0,1,0,5,2,-2,-0.1,0.0,-0.2,0,,,,fraseco01
182,Colin Stuart,25,ATL,LW,18,2,0.17,0.11,0.28,0.12,0.33,1.06,3,2,5,2,8,0,7,1,2,0.3,0.3,0.6,0,,,,stuarco01
183,Colin White,30,NJD,D,57,3,0.04,0.14,0.18,0.06,0.46,0.47,2,9,11,4,28,0,48,15,-5,0.0,2.4,2.4,0,,,,whiteco01
184,Colton Orr,25,NYR,RW,74,1,0.01,0.01,0.03,0.01,2.15,0.32,1,1,2,1,5,0,18,0,-13,-1.4,0.2,-1.1,0,,,,orrco01
185,Connor James,25,PIT,LW,13,1,0.08,0.00,0.08,0.04,0.15,0.69,1,0,1,1,1,1,2,0,-2,-0.1,0.0,0.0,0,,,,jamesco01
186,Corey Crawford,23,CHI,G,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0,,,,crawfco01
187,Corey Locke,23,MTL,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,lockeco01
188,Corey Perry,22,ANA,RW,70,22,0.41,0.36,0.77,0.32,1.54,2.86,32,27,59,25,79,24,44,1,12,5.4,2.1,7.5,0,,,,perryco01
189,Cory Murphy,29,FLA,D,47,5,0.04,0.32,0.36,0.11,0.47,1.38,2,16,18,5,43,26,18,1,0,1.3,1.5,2.8,0,,,,murphco01
190,Cory Sarich,29,CGY,D,80,2,0.03,0.06,0.09,0.03,1.69,0.71,2,5,7,2,49,2,71,26,2,-0.7,3.0,2.3,0,,,,saricco01
191,Cory Stillman,34,TOT,LW,79,24,0.30,0.52,0.82,0.30,0.30,2.10,26,44,70,26,82,40,65,8,-15,5.3,0.7,6.0,0,,,,stillco01
191,Cory Stillman,34,CAR,LW,55,18,0.38,0.45,0.84,0.32,0.25,2.25,23,27,50,20,61,27,44,3,-7,4.1,0.7,4.8,0,,,,stillco01
191,Cory Stillman,34,OTT,LW,24,6,0.13,0.67,0.79,0.25,0.42,1.75,3,17,20,6,21,13,21,5,-8,1.2,0.0,1.2,0,,,,stillco01
192,Craig Adams,30,TOT,RW,75,4,0.05,0.09,0.15,0.05,0.77,0.84,4,7,11,4,16,1,49,18,-16,-0.7,0.1,-0.6,0,,,,adamscr01
192,Craig Adams,30,CAR,RW,40,2,0.05,0.08,0.13,0.05,0.85,0.78,2,3,5,2,9,0,26,9,-8,-0.4,0.0,-0.3,0,,,,adamscr01
192,Craig Adams,30,CHI,RW,35,2,0.06,0.11,0.17,0.06,0.69,0.91,2,4,6,2,7,1,23,9,-8,-0.3,0.1,-0.2,0,,,,adamscr01
193,Craig Anderson,26,FLA,G,17,0,0.00,0.06,0.06,0.02,0.12,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,4.9,0,,,,andercr01
194,Craig Conroy,36,CGY,C,79,13,0.15,0.28,0.43,0.16,0.90,1.47,13,23,36,13,59,11,64,22,6,1.2,1.6,2.8,0,,,,conrocr01
195,Craig MacDonald,30,TBL,C,65,4,0.03,0.14,0.17,0.05,0.25,1.29,2,10,12,4,17,1,36,10,-10,-0.6,0.4,-0.2,0,,,,macdocr01
196,Craig Rivet,33,SJS,D,74,11,0.07,0.41,0.47,0.14,1.41,1.42,6,32,38,12,78,35,53,13,3,2.6,4.8,7.4,0,,,,rivetcr01
197,Craig Weller,27,PHX,RW,59,4,0.05,0.14,0.19,0.06,1.36,1.22,3,9,12,4,20,3,24,0,-7,-0.2,0.5,0.2,0,,,,wellecr01
198,Cristobal Huet,32,TOT,G,52,1,0.00,0.04,0.04,0.01,0.00,0.02,0,2,2,1,2,0,0,0,0,0.0,0.0,11.1,0,,,,huetcr01
198,Cristobal Huet,32,MTL,G,39,0,0.00,0.03,0.03,0.01,0.00,0.03,0,1,1,0,1,0,0,0,0,0.0,0.0,8.0,0,,,,huetcr01
198,Cristobal Huet,32,WSH,G,13,0,0.00,0.08,0.08,0.02,0.00,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,3.1,0,,,,huetcr01
199,Curtis Brown,31,SJS,C,33,4,0.15,0.12,0.27,0.11,0.30,1.15,6,4,10,4,13,0,11,2,4,0.5,0.7,1.2,0,,,,browncu01
200,Curtis Glencross,25,TOT,LW,62,11,0.24,0.16,0.40,0.17,0.85,1.68,17,10,27,12,34,5,21,0,8,2.4,1.2,3.6,0,,,,glenccu01
200,Curtis Glencross,25,CBJ,LW,36,5,0.17,0.17,0.33,0.14,0.69,1.75,7,6,13,5,18,5,10,0,3,0.7,0.7,1.4,0,,,,glenccu01
200,Curtis Glencross,25,EDM,LW,26,6,0.35,0.15,0.50,0.23,1.08,1.58,10,4,14,7,16,0,11,0,5,1.6,0.5,2.1,0,,,,glenccu01
201,Curtis Joseph,40,CGY,G,9,0,0.00,0.00,0.00,0.00,0.22,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1,0,,,,josepcu01
202,Curtis McElhinney,24,CGY,G,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0,,,,mcelhcu01
203,Curtis Sanford,28,VAN,G,16,0,0.00,0.06,0.06,0.02,0.13,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,1.5,0,,,,sanfocu01
204,D.J. King,23,STL,LW,61,2,0.05,0.05,0.10,0.04,1.64,0.59,3,3,6,2,9,0,13,0,-4,0.0,0.3,0.2,0,,,,kingdj01
205,Dainius Zubrus,29,NJD,C,82,14,0.16,0.30,0.46,0.17,0.46,1.56,14,27,41,15,59,15,42,0,2,1.8,1.8,3.7,0,,,,zubruda01
206,Dallas Drake,38,DET,RW,65,2,0.05,0.05,0.09,0.04,0.63,0.71,3,3,6,2,10,0,26,4,-12,-1.0,0.3,-0.7,0,,,,drakeda01
207,Dan Boyle,31,TBL,D,37,8,0.11,0.57,0.68,0.21,1.54,2.00,4,22,26,8,51,24,66,10,-29,2.0,-0.2,1.9,0,,,,boyleda01
208,Dan Cloutier,31,LAK,G,9,0,0.00,0.00,0.00,0.00,0.22,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0,,,,cloutda01
209,Dan Ellis,27,NSH,G,44,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,9.1,0,,,,ellisda01
210,Dan Fritsche,22,CBJ,C,69,9,0.14,0.17,0.32,0.13,0.32,1.58,11,13,24,10,35,4,31,2,2,1.1,1.2,2.3,0,,,,fritsda01
211,Dan Girardi,23,NYR,D,82,10,0.12,0.22,0.34,0.12,0.17,1.79,11,19,30,11,72,20,67,15,0,2.1,4.6,6.6,0,,,,girarda01
212,Dan Hamhuis,25,NSH,D,80,8,0.05,0.29,0.34,0.10,0.83,1.59,4,25,29,9,72,12,94,30,-4,1.2,3.5,4.8,0,,,,hamhuda01
213,Dan Hinote,31,STL,RW,58,4,0.09,0.09,0.17,0.07,0.72,0.72,6,5,11,5,13,0,22,6,-3,-0.1,0.6,0.5,0,,,,hinotda01
214,Dan Jancevski,26,TOT,D,4,0,0.00,0.00,0.00,0.00,0.50,0.75,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,janceda01
214,Dan Jancevski,26,DAL,D,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,janceda01
214,Dan Jancevski,26,TBL,D,2,0,0.00,0.00,0.00,0.00,1.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,-0.1,-0.1,0,,,,janceda01
215,Dan LaCosta,21,CBJ,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0,,,,lacosda01
216,Dane Byers,21,NYR,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,0.0,0,,,,byersda01
217,Daniel Alfredsson,35,OTT,RW,70,35,0.57,0.70,1.27,0.50,0.49,3.10,44,52,96,38,113,38,82,22,15,9.7,1.8,11.5,0,,,,alfreda01
218,Daniel Brière,30,PHI,C,79,28,0.39,0.52,0.91,0.36,0.86,2.30,34,44,78,31,96,56,62,0,-22,7.2,0.7,7.9,0,,,,brierda01
219,Daniel Carcillo,23,PHX,LW,57,10,0.23,0.19,0.42,0.17,5.68,1.86,14,12,26,11,30,12,19,2,1,2.0,0.9,2.9,0,,,,carcida01
220,Daniel Cleary,29,DET,RW,63,17,0.32,0.35,0.67,0.26,0.52,2.81,22,23,45,18,67,20,40,14,21,3.6,2.1,5.7,0,,,,clearda01
221,Daniel Paille,23,BUF,LW,77,14,0.25,0.21,0.45,0.18,0.18,1.43,21,17,38,16,41,0,43,11,9,2.8,1.3,4.2,0,,,,paillda01
222,Daniel Sedin,27,VAN,LW,82,28,0.35,0.55,0.90,0.34,0.61,3.01,32,48,80,31,96,45,48,3,6,6.9,2.1,9.0,0,,,,sedinda01
223,Daniel Taylor,21,LAK,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.1,0,,,,tayloda02
224,Daniel Winnik,22,PHX,C,79,10,0.14,0.19,0.33,0.13,0.32,1.54,12,16,28,11,36,5,54,20,-3,0.8,1.2,2.1,0,,,,winnida01
225,Danny Richmond,23,CHI,D,7,0,0.00,0.00,0.00,0.00,0.29,0.29,0,0,0,0,1,0,8,2,-5,-0.1,-0.3,-0.4,0,,,,richmda01
226,Dany Heatley,27,OTT,LW,71,33,0.58,0.58,1.15,0.47,1.07,3.15,46,44,90,37,129,41,58,3,33,9.1,2.5,11.6,0,,,,heatlda01
227,Dany Sabourin,27,PIT,G,24,0,0.00,0.00,0.00,0.00,0.08,0.04,0,0,0,0,0,0,0,0,0,0.0,0.0,3.4,0,,,,sabouda01
228,Darcy Hordichuk,27,NSH,LW,45,1,0.02,0.04,0.07,0.02,1.33,0.40,1,2,3,1,5,0,6,0,-1,-0.2,0.2,0.0,0,,,,hordida01
229,Darcy Tucker,32,TOR,RW,74,14,0.24,0.22,0.46,0.19,1.35,2.05,20,17,37,16,59,25,45,3,-8,2.1,0.8,2.9,0,,,,tuckeda01
230,Darren Haydar,28,ATL,RW,16,2,0.06,0.44,0.50,0.16,0.13,0.88,1,7,8,2,11,3,4,0,4,0.5,0.4,0.8,0,,,,haydada01
231,Darren Helm,21,DET,C,7,0,0.00,0.00,0.00,0.00,0.29,1.00,0,0,0,0,1,0,4,1,-2,-0.1,0.0,-0.2,0,,,,helmda01
232,Darren McCarty,35,DET,RW,3,0,0.00,0.33,0.33,0.09,0.67,1.00,0,1,1,0,2,0,0,0,2,0.0,0.1,0.2,0,,,,mccarda02
233,Darryl Bootland,26,NYI,RW,4,0,0.00,0.25,0.25,0.07,0.50,0.75,0,1,1,0,1,0,1,0,0,0.1,0.0,0.1,0,,,,bootlda01
234,Darryl Boyce,23,TOR,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,boyceda01
235,Darryl Sydor,35,PIT,D,74,4,0.01,0.16,0.18,0.05,0.35,0.80,1,13,14,4,57,15,51,10,1,0.0,2.7,2.7,0,,,,sydorda01
236,Dave Bolland,21,CHI,C,39,6,0.10,0.33,0.44,0.15,0.72,1.26,4,14,18,6,24,2,24,8,6,0.8,0.8,1.5,0,,,,bollada01
237,Dave Moss,26,CGY,RW,41,4,0.10,0.17,0.27,0.10,0.24,1.46,4,7,11,4,14,0,24,6,-4,0.2,0.3,0.5,0,,,,mossda01
238,David Aebischer,29,PHX,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0,,,,aebisda01
239,David Backes,23,STL,RW,72,12,0.18,0.25,0.43,0.16,1.38,1.79,14,19,33,13,51,15,49,2,-11,1.7,0.9,2.6,0,,,,backeda01
240,David Booth,23,FLA,LW,73,17,0.30,0.25,0.55,0.23,0.36,3.12,24,19,43,18,58,7,45,7,13,3.5,1.8,5.3,0,,,,boothda01
241,David Brine,23,FLA,C,9,0,0.00,0.11,0.11,0.03,0.44,0.33,0,1,1,0,1,0,2,0,-1,0.0,0.0,0.0,0,,,,brineda01
242,David Clarkson,23,NJD,RW,81,8,0.11,0.16,0.27,0.10,2.26,1.86,10,14,24,9,41,2,38,0,1,0.6,1.4,1.9,0,,,,clarkda03
243,David Hale,26,CGY,D,58,1,0.00,0.03,0.03,0.01,0.79,0.60,0,2,2,1,23,0,31,8,0,-0.7,1.5,0.8,0,,,,haleda01
244,David Jones,23,COL,RW,27,2,0.07,0.15,0.22,0.08,0.30,1.37,2,4,6,2,9,3,11,0,-5,0.0,0.1,0.1,0,,,,jonesda01
245,David Kočí,26,CHI,LW,18,0,0.00,0.00,0.00,0.00,3.78,0.11,0,0,0,0,0,0,4,0,-4,-0.2,-0.1,-0.3,0,,,,kocida01
246,David Krejčí,21,BOS,C,56,9,0.11,0.38,0.48,0.16,0.36,1.30,7,22,29,10,36,15,30,6,-3,1.2,0.8,2.0,0,,,,krejcda01
247,David Legwand,27,NSH,C,65,16,0.23,0.45,0.68,0.24,0.58,2.22,17,31,48,18,68,27,53,8,-4,3.0,1.1,4.1,0,,,,legwada01
248,David Perron,19,STL,LW,62,11,0.21,0.23,0.44,0.17,0.61,1.10,14,15,29,12,42,8,18,0,16,2.1,1.6,3.7,0,,,,perroda01
249,David Steckel,25,WSH,C,67,5,0.07,0.10,0.18,0.07,0.51,0.99,6,7,13,5,22,0,45,24,1,-0.7,1.0,0.2,0,,,,steckda01
250,David Tanabe,27,CAR,D,18,1,0.06,0.11,0.17,0.06,0.44,0.67,1,2,3,1,10,2,8,2,2,0.2,0.5,0.7,0,,,,tanabda01
251,David Výborný,33,CBJ,RW,66,9,0.11,0.29,0.39,0.14,0.52,1.61,8,20,28,10,41,19,40,10,-8,0.7,1.0,1.7,0,,,,vyborda01
252,Daymond Langkow,31,CGY,C,80,26,0.38,0.44,0.81,0.32,0.24,2.51,33,37,70,28,106,41,50,1,16,6.2,2.2,8.4,0,,,,langkda01
253,Dean McAmmond,34,OTT,LW,68,8,0.13,0.19,0.32,0.12,0.18,0.99,10,14,24,9,31,1,40,11,1,1.1,0.6,1.8,0,,,,mcammde01
254,Denis Grebeshkov,24,EDM,D,71,6,0.04,0.21,0.25,0.08,0.31,0.48,3,16,19,6,63,16,56,11,2,0.9,2.8,3.7,0,,,,grebede01
255,Denis Tolpeko,23,PHI,C,26,2,0.04,0.19,0.23,0.07,0.92,0.92,1,5,6,2,6,1,9,0,-4,0.2,0.1,0.2,0,,,,tolpede01
256,Dennis Seidenberg,26,CAR,D,47,4,0.00,0.32,0.32,0.08,0.38,1.70,0,16,16,4,45,14,37,12,6,0.6,2.0,2.6,0,,,,seidede01
257,Dennis Wideman,24,BOS,D,81,13,0.16,0.28,0.44,0.16,0.86,2.11,14,25,39,14,94,33,73,23,11,3.0,5.1,8.2,0,,,,widemde01
258,Derek Armstrong,34,LAK,C,77,12,0.10,0.35,0.45,0.15,0.82,1.53,9,29,38,13,53,10,39,0,4,1.8,1.2,3.0,0,,,,armstde01
259,Derek Boogaard,25,MIN,LW,34,0,0.00,0.00,0.00,0.00,2.18,0.18,0,0,0,0,1,0,6,0,-5,-0.4,-0.1,-0.4,0,,,,boogade01
260,Derek MacKenzie,26,CBJ,C,17,1,0.12,0.00,0.12,0.06,0.47,1.12,2,0,2,1,2,0,4,0,-2,0.1,0.1,0.2,0,,,,mackede01
261,Derek Meech,23,DET,D,32,1,0.00,0.09,0.09,0.03,0.19,1.38,0,3,3,1,11,5,11,0,-5,-0.1,0.5,0.4,0,,,,meechde01
262,Derek Morris,29,PHX,D,82,9,0.10,0.21,0.30,0.11,1.01,1.65,9,18,27,10,74,15,82,31,8,1.6,4.8,6.3,0,,,,morride01
263,Derek Roy,24,BUF,C,78,30,0.41,0.63,1.04,0.38,0.59,2.79,35,52,87,33,119,39,84,17,13,7.4,2.1,9.5,0,,,,royde01
264,Derian Hatcher,35,PHI,D,44,2,0.05,0.11,0.16,0.06,0.75,0.61,2,5,7,2,35,1,53,23,4,-0.1,2.2,2.1,0,,,,hatchde01
265,Derick Brassard,20,CBJ,C,17,1,0.06,0.06,0.12,0.05,0.35,0.76,1,1,2,1,5,2,7,0,-4,-0.1,0.0,-0.1,0,,,,brassde01
266,Devin Setoguchi,21,SJS,RW,44,7,0.25,0.14,0.39,0.17,0.18,2.39,12,6,18,8,25,6,13,0,6,1.2,1.2,2.4,0,,,,setogde01
267,Dick Tärnström,33,TOT,D,48,5,0.06,0.23,0.29,0.10,1.08,0.92,3,11,14,5,34,10,44,9,-11,0.8,1.2,2.0,0,,,,tarnsdi01
267,Dick Tärnström,33,EDM,D,29,2,0.03,0.14,0.17,0.06,1.38,0.76,1,4,5,2,19,2,31,8,-6,0.0,0.7,0.7,0,,,,tarnsdi01
267,Dick Tärnström,33,CBJ,D,19,3,0.11,0.37,0.47,0.16,0.63,1.16,2,7,9,3,15,8,13,1,-5,0.8,0.5,1.3,0,,,,tarnsdi01
