,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
35,Allan Rourke,27,EDM,D,13,0,0.00,0.00,0.00,0.00,0.38,0.31,0,0,0,0,4,0,6,1,-1,-0.2,0.2,0.1,0,,,,rourkal01
36,Anders Eriksson,33,CGY,D,61,5,0.02,0.28,0.30,0.08,0.59,0.82,1,18,19,5,58,10,71,18,-5,0.7,2.0,2.7,0,,,,eriksan01
37,André Roy,32,TBL,RW,63,3,0.06,0.05,0.11,0.05,1.71,0.60,4,3,7,3,11,1,11,0,-1,0.2,0.4,0.6,0,,,,royan01
38,Andreas Karlsson,32,TBL,C,58,2,0.03,0.03,0.07,0.03,0.17,0.53,2,2,4,2,10,0,24,7,-7,-1.0,0.4,-0.6,0,,,,karlsan01
39,Andreas Lilja,32,DET,D,79,4,0.03,0.13,0.15,0.05,1.18,0.91,2,11,13,4,44,0,70,24,-2,-0.1,3.2,3.1,0,,,,liljaan01
40,Andrei Kostitsyn,22,MTL,LW,78,21,0.33,0.35,0.68,0.27,0.37,2.00,29,29,58,24,84,32,38,1,15,5.1,1.9,7.0,0,,,,kostian01
41,Andrei Markov,29,MTL,D,82,20,0.20,0.51,0.71,0.24,0.77,1.77,18,45,63,22,140,73,94,28,1,5.8,4.1,9.9,0,,,,markoan01
42,Andrei Zyuzin,30,CHI,D,32,2,0.06,0.09,0.16,0.06,1.19,1.06,2,3,5,2,17,6,28,6,-11,0.2,-0.1,0.2,0,,,,zyuzian01
43,Andrej Meszároš,22,OTT,D,82,12,0.11,0.33,0.44,0.15,0.61,1.95,10,29,39,13,98,29,88,24,5,3.0,2.7,5.7,0,,,,meszaan01
44,Andrej Sekera,21,BUF,D,37,3,0.05,0.16,0.22,0.07,0.43,0.76,2,6,8,3,36,4,34,7,5,0.2,1.7,1.9,0,,,,sekeran01
45,Andrew Alberts,26,BOS,D,35,1,0.00,0.06,0.06,0.02,1.11,0.71,0,2,2,1,21,0,34,17,4,-0.6,1.8,1.2,0,,,,alberan01
46,Andrew Brunette,34,COL,LW,82,20,0.23,0.49,0.72,0.25,0.17,1.52,21,43,64,23,81,23,53,0,5,4.7,1.6,6.2,0,,,,brunean01
47,Andrew Cogliano,20,EDM,C,82,17,0.22,0.33,0.55,0.21,0.24,1.20,20,29,49,19,58,10,52,5,1,3.7,1.3,5.0,0,,,,coglian01
48,Andrew Ebbett,25,ANA,C,3,0,0.00,0.00,0.00,0.00,0.67,1.00,0,0,0,0,3,0,0,0,3,-0.1,0.2,0.1,0,,,,ebbetan01
49,Andrew Ference,28,BOS,D,59,4,0.02,0.24,0.25,0.07,0.85,1.20,1,15,16,5,41,8,74,27,-14,0.2,1.5,1.8,0,,,,ferenan01
50,Andrew Ladd,22,TOT,LW,63,12,0.22,0.25,0.48,0.19,0.56,2.08,16,17,33,13,45,8,25,1,13,2.5,1.3,3.8,0,,,,laddan01
50,Andrew Ladd,22,CAR,LW,43,7,0.21,0.21,0.42,0.17,0.72,1.77,10,10,20,8,28,4,15,0,9,1.5,0.8,2.3,0,,,,laddan01
50,Andrew Ladd,22,CHI,LW,20,5,0.25,0.35,0.60,0.23,0.20,2.75,6,7,13,5,17,4,10,1,4,1.0,0.5,1.5,0,,,,laddan01
51,Andrew Murray,26,CBJ,C,39,4,0.15,0.10,0.26,0.11,0.31,1.15,7,4,11,5,17,0,23,6,0,0.5,0.6,1.1,0,,,,murraan01
52,Andrew Peters,27,BUF,LW,44,1,0.02,0.02,0.05,0.02,2.27,0.41,1,1,2,1,2,0,6,0,-4,-0.1,0.0,-0.1,0,,,,peteran01
53,Andrew Raycroft,27,TOR,G,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.2,0,,,,raycran01
54,Andy Greene,25,NJD,D,59,3,0.03,0.14,0.17,0.05,0.37,0.85,2,9,11,4,41,10,41,10,0,0.0,2.9,2.9,0,,,,greenan01
55,Andy Hilbert,26,NYI,C,70,7,0.11,0.11,0.23,0.09,0.26,1.81,9,9,18,7,28,0,47,21,2,-0.1,1.3,1.2,0,,,,hilbean01
56,Andy McDonald,30,TOT,C,82,19,0.22,0.41,0.63,0.23,0.76,2.22,19,36,55,20,70,27,66,2,-21,3.4,1.0,4.3,0,,,,mcdonan01
56,Andy McDonald,30,STL,C,49,13,0.29,0.45,0.73,0.27,0.65,2.10,15,23,38,14,47,19,47,2,-17,2.8,0.4,3.2,0,,,,mcdonan01
56,Andy McDonald,30,ANA,C,33,5,0.12,0.36,0.48,0.16,0.91,2.39,4,13,17,6,23,8,19,0,-4,0.6,0.5,1.1,0,,,,mcdonan01
57,Andy Sutton,32,NYI,D,58,2,0.02,0.12,0.14,0.04,1.48,0.98,1,7,8,2,34,1,56,17,-6,-0.2,2.0,1.8,0,,,,suttoan01
58,Andy Wozniewski,27,TOR,D,48,3,0.04,0.15,0.19,0.06,1.13,0.71,2,7,9,3,29,0,43,19,5,0.4,1.6,2.1,0,,,,woznian01
59,Antero Niittymäki,27,PHI,G,28,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,4.4,0,,,,niittan01
60,Anthony Stewart,23,FLA,C,26,0,0.00,0.04,0.04,0.01,0.00,0.81,0,1,1,0,5,0,6,0,-1,-0.4,0.1,-0.2,0,,,,stewaan01
61,Antoine Vermette,25,OTT,LW,81,21,0.30,0.36,0.65,0.26,0.63,2.16,27,31,58,23,65,12,78,28,3,4.4,1.2,5.5,0,,,,vermean01
62,Anton Strålman,21,TOR,D,50,3,0.06,0.12,0.18,0.06,0.36,0.80,3,6,9,3,23,6,27,0,-10,0.6,0.3,0.9,0,,,,stralan01
63,Anton Volchenkov,25,OTT,D,67,4,0.01,0.21,0.22,0.06,0.82,1.06,1,15,16,5,51,1,74,38,14,0.2,3.0,3.2,0,,,,volchan01
64,Antti Miettinen,27,DAL,RW,69,13,0.22,0.28,0.49,0.19,0.49,1.97,17,20,37,15,53,17,32,0,4,2.6,1.3,3.9,0,,,,miettan01
65,Antti Pihlström,23,NSH,LW,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,pihlsan01
66,Anže Kopitar,20,LAK,C,82,30,0.39,0.55,0.94,0.36,0.27,2.45,35,48,83,32,102,44,88,15,-15,7.2,1.1,8.3,0,,,,kopitan01
67,Arron Asham,29,NJD,RW,77,4,0.08,0.05,0.13,0.06,1.09,0.88,7,4,11,5,15,2,19,0,-6,-0.2,0.6,0.5,0,,,,ashamar01
68,B.J. Crombeen,22,DAL,RW,8,1,0.00,0.25,0.25,0.07,4.88,1.13,0,2,2,1,5,0,4,0,1,0.1,0.1,0.2,0,,,,crombbj01
69,Barret Jackman,26,STL,D,78,5,0.03,0.18,0.21,0.06,1.19,1.03,2,15,17,5,58,7,86,23,-12,-0.1,3.1,3.0,0,,,,jackmba01
70,Barry Tallackson,24,NJD,RW,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,-0.1,0.0,0.0,0,,,,tallaba01
71,Bates Battaglia,32,TOR,LW,13,0,0.00,0.00,0.00,0.00,0.54,0.46,0,0,0,0,0,0,6,0,-6,-0.2,-0.2,-0.4,0,,,,battaba01
72,Ben Eager,24,TOT,LW,32,1,0.00,0.06,0.06,0.02,2.78,0.50,0,2,2,1,3,0,12,0,-9,-0.3,-0.2,-0.5,0,,,,eagerbe01
72,Ben Eager,24,PHI,LW,23,0,0.00,0.00,0.00,0.00,2.70,0.48,0,0,0,0,0,0,8,0,-8,-0.4,-0.2,-0.6,0,,,,eagerbe01
72,Ben Eager,24,CHI,LW,9,1,0.00,0.22,0.22,0.06,3.00,0.56,0,2,2,1,3,0,4,0,-1,0.0,0.0,0.1,0,,,,eagerbe01
73,Ben Guite,29,COL,RW,79,9,0.14,0.14,0.28,0.11,0.59,1.30,12,12,24,10,31,1,54,25,1,0.5,1.1,1.7,0,,,,guitebe01
74,Ben Ondrus,25,TOR,RW,3,0,0.00,0.00,0.00,0.00,1.67,1.33,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,ondrube01
75,Ben Walter,23,NYI,C,8,1,0.13,0.00,0.13,0.07,0.00,0.75,1,0,1,1,1,1,1,0,-1,0.1,0.0,0.1,0,,,,waltebe01
76,Benoît Pouliot,21,MIN,LW,11,1,0.18,0.09,0.27,0.12,0.00,0.91,2,1,3,1,4,1,4,0,-1,0.3,0.1,0.3,0,,,,poulibe01
77,Bill Guerin,37,NYI,RW,81,18,0.28,0.26,0.54,0.23,0.80,2.80,25,22,47,20,66,27,54,0,-15,3.4,1.1,4.5,0,,,,gueribi01
78,Bill Thomas,24,PHX,RW,7,0,0.00,0.00,0.00,0.00,0.00,1.29,0,0,0,0,2,2,2,0,-2,-0.3,0.0,-0.2,0,,,,thomabi01
79,Blair Betts,27,NYR,C,75,2,0.03,0.07,0.09,0.03,0.27,1.13,2,5,7,2,14,2,39,23,-4,-1.6,1.0,-0.6,0,,,,bettsbl01
80,Blair Jones,21,TBL,C,4,0,0.00,0.00,0.00,0.00,0.00,0.25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,jonesbl01
81,Blake Comeau,21,NYI,LW,51,6,0.16,0.14,0.29,0.12,0.43,1.31,9,7,16,7,25,4,22,2,1,0.8,0.8,1.6,0,,,,comeabl01
82,Bobby Allen,29,BOS,D,19,0,0.00,0.00,0.00,0.00,0.11,0.53,0,0,0,0,2,0,6,2,-2,-0.2,0.2,0.0,0,,,,allenbo01
83,Bobby Holík,37,ATL,C,82,14,0.18,0.23,0.41,0.16,1.10,1.71,17,20,37,15,56,13,70,13,-14,1.7,0.8,2.5,0,,,,holikbo01
84,Bobby Ryan,20,ANA,RW,23,4,0.22,0.22,0.43,0.17,0.26,1.61,6,5,11,5,12,5,8,0,-1,0.9,0.3,1.2,0,,,,ryanbo01
85,Boris Valábik,21,ATL,D,7,0,0.00,0.00,0.00,0.00,6.00,0.71,0,0,0,0,4,0,9,3,-2,-0.1,0.1,-0.1,0,,,,valabbo01
86,Boyd Devereaux,29,TOR,C,62,7,0.11,0.18,0.29,0.11,0.39,1.31,8,12,20,8,27,0,48,15,-6,0.2,0.6,0.8,0,,,,deverbo01
87,Boyd Gordon,24,WSH,C,67,6,0.10,0.13,0.24,0.09,0.18,1.49,8,10,18,7,26,1,55,35,5,-0.5,1.3,0.8,0,,,,gordobo01
88,Brad Boyes,25,STL,RW,82,29,0.52,0.27,0.79,0.35,0.24,2.52,48,23,71,32,93,32,60,0,1,7.4,1.9,9.3,0,,,,boyesbr01
89,Brad Isbister,30,VAN,LW,55,5,0.11,0.09,0.20,0.08,0.69,1.29,7,5,12,5,15,1,19,1,-4,0.2,0.5,0.7,0,,,,isbisbr01
90,Brad Larsen,30,ATL,LW,62,1,0.02,0.05,0.06,0.02,0.19,0.56,1,3,4,1,9,0,35,9,-17,-1.1,-0.1,-1.2,0,,,,larsebr01
91,Brad Lukowich,31,TBL,D,59,2,0.02,0.10,0.12,0.04,0.34,0.47,1,6,7,2,23,0,58,20,-15,-0.2,0.9,0.7,0,,,,lukowbr01
92,Brad May,36,ANA,LW,61,2,0.05,0.02,0.07,0.03,0.87,0.56,3,1,4,2,11,0,9,0,2,-0.4,0.6,0.2,0,,,,maybr01
93,Brad Richards,27,TOT,C,74,22,0.27,0.57,0.84,0.30,0.20,3.36,22,45,67,24,94,43,104,26,-27,4.0,1.0,5.0,0,,,,richabr01
93,Brad Richards,27,TBL,C,62,19,0.29,0.53,0.82,0.30,0.24,3.68,20,35,55,20,80,38,93,26,-25,3.2,0.8,4.0,0,,,,richabr01
93,Brad Richards,27,DAL,C,12,3,0.17,0.75,0.92,0.29,0.00,1.75,2,10,12,4,14,5,11,0,-2,0.8,0.2,0.9,0,,,,richabr01
94,Brad Richardson,22,COL,RW,22,2,0.09,0.14,0.23,0.08,0.36,1.45,2,3,5,2,10,0,17,4,-3,-0.1,0.2,0.1,0,,,,richabr02
95,Brad Stuart,28,TOT,D,72,8,0.08,0.24,0.32,0.11,0.96,1.83,7,18,25,9,71,23,88,30,-10,1.5,2.3,3.8,0,,,,stuarbr02
95,Brad Stuart,28,LAK,D,63,7,0.08,0.25,0.33,0.11,1.06,1.76,6,17,23,8,60,22,78,24,-16,1.3,1.4,2.7,0,,,,stuarbr02
95,Brad Stuart,28,DET,D,9,1,0.11,0.11,0.22,0.09,0.22,2.33,1,1,2,1,11,1,10,6,6,0.1,0.9,1.0,0,,,,stuarbr02
96,Brad Winchester,26,DAL,LW,41,1,0.02,0.05,0.07,0.03,1.12,0.88,1,2,3,1,9,1,17,0,-9,-0.5,0.0,-0.5,0,,,,winchbr01
97,Brady Murray,23,LAK,LW,4,1,0.25,0.00,0.25,0.14,1.50,0.50,1,0,1,1,1,0,3,0,-2,0.1,0.0,0.1,0,,,,murrabr01
98,Brandon Bochenski,25,TOT,RW,40,4,0.08,0.25,0.33,0.11,0.30,1.40,3,10,13,4,20,5,9,0,6,0.4,0.8,1.2,0,,,,bochebr01
98,Brandon Bochenski,25,BOS,RW,20,2,0.00,0.30,0.30,0.08,0.30,1.50,0,6,6,2,10,1,7,0,2,-0.1,0.4,0.3,0,,,,bochebr01
98,Brandon Bochenski,25,ANA,RW,12,2,0.17,0.17,0.33,0.13,0.50,1.42,2,2,4,2,7,4,1,0,2,0.2,0.3,0.5,0,,,,bochebr01
98,Brandon Bochenski,25,NSH,RW,8,1,0.13,0.25,0.38,0.13,0.00,1.13,1,2,3,1,3,0,1,0,2,0.2,0.2,0.4,0,,,,bochebr01
99,Brandon Dubinsky,21,NYR,C,82,14,0.17,0.32,0.49,0.17,0.96,1.91,15,28,43,16,55,12,37,2,8,2.4,1.9,4.2,0,,,,dubinbr01
100,Brandon Nolan,24,CAR,C,6,0,0.00,0.17,0.17,0.04,0.00,0.33,0,1,1,0,1,0,3,0,-2,0.0,0.0,-0.1,0,,,,nolanbr01
101,Branislav Mezei,27,FLA,D,57,2,0.04,0.04,0.07,0.03,1.12,0.67,2,2,4,2,18,0,42,11,-13,-0.3,0.7,0.4,0,,,,mezeibr01
102,Branko Radivojevič,27,MIN,RW,73,6,0.10,0.14,0.23,0.09,0.66,1.25,8,11,19,7,30,6,44,6,-14,-0.6,0.7,0.1,0,,,,radivbr01
103,Braydon Coburn,22,PHI,D,78,12,0.12,0.35,0.46,0.16,0.95,1.45,10,29,39,13,93,27,66,17,17,3.1,4.7,7.9,0,,,,coburbr01
104,Brendan Bell,24,PHX,D,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,0,-2,0.0,-0.1,-0.1,0,,,,bellbr02
105,Brendan Morrison,32,VAN,C,39,9,0.23,0.41,0.64,0.24,0.46,1.38,10,17,27,10,32,17,20,2,-3,2.0,0.6,2.6,0,,,,morribr01
106,Brendan Shanahan,39,NYR,LW,73,18,0.32,0.32,0.63,0.25,0.48,3.63,25,25,50,20,72,32,57,15,-2,3.5,1.7,5.2,0,,,,shanabr01
107,Brendan Witt,32,NYI,D,59,2,0.03,0.08,0.12,0.04,0.86,0.98,2,5,7,2,36,1,70,27,-8,-0.5,2.3,1.9,0,,,,wittbr01
108,Brenden Morrow,29,DAL,LW,82,28,0.39,0.51,0.90,0.35,1.28,2.52,35,45,80,31,115,47,54,9,23,6.9,2.9,9.8,0,,,,morrobr01
109,Brent Burns,22,MIN,D,82,15,0.18,0.34,0.52,0.19,0.98,1.93,17,30,47,17,97,29,72,16,12,4.1,5.5,9.6,0,,,,burnsbr01
110,Brent Johnson,30,WSH,G,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,0,,,,johnsbr02
111,Brent Seabrook,22,CHI,D,82,11,0.11,0.28,0.39,0.14,1.10,1.85,10,25,35,12,82,19,85,35,13,2.5,4.2,6.7,0,,,,seabrbr01
112,Brent Sopel,31,CHI,D,58,6,0.02,0.33,0.34,0.10,0.48,0.97,1,20,21,6,47,5,58,25,9,1.0,2.8,3.8,0,,,,sopelbr01
113,Bret Hedican,37,CAR,D,66,5,0.03,0.23,0.26,0.08,1.06,1.21,2,16,18,5,65,2,62,16,17,0.6,3.6,4.2,0,,,,hedicbr01
114,Brett Clark,31,COL,D,57,7,0.09,0.28,0.37,0.12,0.58,1.53,6,17,23,8,61,14,65,23,5,1.3,3.2,4.4,0,,,,clarkbr01
115,Brett Lebda,26,DET,D,78,5,0.04,0.14,0.18,0.06,0.62,1.41,3,12,15,5,41,7,36,1,-1,0.4,2.9,3.3,0,,,,lebdabr01
116,Brett McLean,29,FLA,C,67,14,0.21,0.34,0.55,0.21,0.51,2.09,15,25,40,15,51,20,53,17,-5,2.5,0.9,3.5,0,,,,mcleabr01
117,Brett Sterling,23,ATL,LW,13,1,0.08,0.15,0.23,0.08,1.08,1.08,1,2,3,1,5,0,7,0,-2,0.0,0.1,0.1,0,,,,sterlbr01
118,Brian Boucher,31,SJS,G,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0,,,,bouchbr01
119,Brian Boyle,23,LAK,C,8,2,0.50,0.13,0.63,0.31,0.50,2.38,4,1,5,2,8,0,4,0,4,0.7,0.3,1.0,0,,,,boylebr01
120,Brian Campbell,28,TOT,D,83,18,0.10,0.65,0.75,0.22,0.24,1.71,9,58,67,21,130,47,90,15,8,5.1,4.9,10.0,0,,,,campbbr02
120,Brian Campbell,28,BUF,D,63,13,0.08,0.60,0.68,0.20,0.19,1.62,6,41,47,14,92,28,79,14,-1,3.3,2.6,6.0,0,,,,campbbr02
120,Brian Campbell,28,SJS,D,20,6,0.15,0.80,0.95,0.29,0.40,2.00,3,17,20,6,38,19,11,1,9,1.8,2.2,4.0,0,,,,campbbr02
121,Brian Elliott,22,OTT,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0,,,,elliobr01
122,Brian Gionta,29,NJD,RW,82,20,0.27,0.38,0.65,0.24,0.56,3.13,24,33,57,22,71,31,44,5,1,3.8,2.1,5.9,0,,,,giontbr01
123,Brian Lee,20,OTT,D,6,0,0.00,0.17,0.17,0.05,0.67,1.00,0,1,1,0,5,0,5,1,1,0.0,0.2,0.2,0,,,,leebr01
124,Brian McGrattan,26,OTT,RW,38,1,0.00,0.08,0.08,0.02,1.21,0.29,0,3,3,1,3,0,3,0,0,0.0,0.1,0.1,0,,,,mcgrabr01
125,Brian Pothier,30,WSH,D,38,5,0.13,0.24,0.37,0.14,0.53,1.71,6,10,16,6,34,8,28,7,5,1.3,1.7,3.0,0,,,,pothibr01
126,Brian Rafalski,34,DET,D,73,18,0.18,0.58,0.75,0.25,0.47,2.40,14,45,59,20,119,52,49,9,27,5.4,6.4,11.7,0,,,,rafalbr01
127,Brian Rolston,34,MIN,LW,81,24,0.38,0.35,0.73,0.29,0.65,3.57,34,30,64,27,86,41,62,16,-1,5.0,1.9,6.9,0,,,,rolstbr01
128,Brian Sutherby,25,TOT,C,50,1,0.02,0.02,0.04,0.02,1.28,0.98,1,1,2,1,5,0,12,3,-4,-0.9,0.4,-0.5,0,,,,suthebr01
128,Brian Sutherby,25,ANA,C,45,0,0.00,0.02,0.02,0.01,1.27,1.02,0,1,1,0,4,0,9,3,-2,-1.0,0.4,-0.6,0,,,,suthebr01
128,Brian Sutherby,25,WSH,C,5,1,0.20,0.00,0.20,0.11,1.40,0.60,1,0,1,1,1,0,3,0,-2,0.1,0.0,0.1,0,,,,suthebr01
129,Brian Willsie,29,LAK,RW,53,4,0.08,0.15,0.23,0.08,0.57,1.17,4,9,13,5,19,0,27,0,-8,0.1,0.2,0.4,0,,,,willsbr01
130,Brooks Laich,24,WSH,C,82,16,0.26,0.20,0.45,0.19,0.43,1.49,23,17,40,17,46,15,64,30,-3,3.1,1.0,4.1,0,,,,laichbr01
