,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
132,Brian Campbell,29,CHI,D,82,16,0.09,0.55,0.63,0.19,0.27,1.32,7,46,53,16,113,46,67,5,5,3.9,3.9,7.8,0,,,,campbbr02
133,Brian Elliott,23,OTT,G,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,0,,,,elliobr01
134,Brian Gionta,30,NJD,RW,81,21,0.25,0.49,0.74,0.26,0.40,3.06,21,41,62,23,77,19,57,11,12,4.3,2.0,6.3,2,0,2,0.0,giontbr01
135,Brian Lee,21,OTT,D,53,4,0.04,0.21,0.25,0.08,0.62,0.96,2,11,13,4,35,7,36,6,-2,0.4,2.3,2.8,0,,,,leebr01
136,Brian McGrattan,27,PHX,RW,5,0,0.00,0.00,0.00,0.00,4.40,0.40,0,0,0,0,0,0,2,0,-2,-0.1,0.0,-0.1,0,,,,mcgrabr01
137,Brian Pothier,31,WSH,D,9,1,0.11,0.22,0.33,0.12,0.44,0.89,1,2,3,1,9,2,7,0,0,0.2,0.3,0.5,0,,,,pothibr01
138,Brian Rafalski,35,DET,D,78,18,0.13,0.63,0.76,0.23,0.26,1.81,11,50,61,20,125,50,70,12,17,5.0,4.4,9.4,0,,,,rafalbr01
139,Brian Rolston,35,NJD,LW,64,12,0.23,0.27,0.50,0.19,0.47,2.72,16,17,33,13,56,24,30,0,2,2.1,1.1,3.2,1,0,1,0.0,rolstbr01
140,Brian Salcido,23,ANA,D,2,0,0.00,0.50,0.50,0.13,0.00,0.50,0,1,1,0,2,0,0,0,2,0.1,0.2,0.3,0,,,,salcibr01
141,Brian Sutherby,26,TOT,C,59,6,0.14,0.12,0.25,0.10,1.20,1.14,8,7,15,6,21,0,30,10,1,0.5,0.7,1.2,0,,,,suthebr01
141,Brian Sutherby,26,DAL,C,42,4,0.12,0.10,0.21,0.09,1.24,1.19,5,4,9,4,13,0,24,6,-5,-0.1,0.4,0.3,0,,,,suthebr01
141,Brian Sutherby,26,ANA,C,17,2,0.18,0.18,0.35,0.14,1.12,1.00,3,3,6,2,8,0,6,4,6,0.6,0.4,0.9,0,,,,suthebr01
142,Brian Willsie,30,COL,RW,42,1,0.02,0.07,0.10,0.03,0.33,1.40,1,3,4,1,6,0,19,7,-6,-0.9,0.4,-0.5,0,,,,willsbr01
143,Brooks Laich,25,WSH,C,82,21,0.28,0.37,0.65,0.25,0.38,2.26,24,30,54,21,89,41,84,35,-1,4.0,1.3,5.3,1,0,1,0.0,laichbr01
144,Brooks Orpik,28,PIT,D,79,6,0.03,0.22,0.24,0.07,0.92,0.49,2,17,19,6,79,3,83,17,10,0.3,3.6,3.9,0,,,,orpikbr01
145,Bruno Gervais,24,NYI,D,69,6,0.04,0.23,0.28,0.09,0.48,1.19,3,16,19,6,53,6,87,25,-15,0.5,2.3,2.9,0,,,,gervabr01
146,Bryan Allen,28,FLA,D,2,0,0.00,0.50,0.50,0.14,0.00,2.50,0,1,1,0,3,0,2,1,2,0.0,0.3,0.3,0,,,,allenbr01
147,Bryan Helmer,36,WSH,D,12,1,0.00,0.25,0.25,0.07,0.17,0.67,0,3,3,1,8,2,9,2,-1,0.1,0.3,0.3,0,,,,helmebr01
148,Bryan Little,21,ATL,RW,79,22,0.39,0.25,0.65,0.28,0.30,2.18,33,20,53,23,103,44,64,0,-5,4.9,0.9,5.8,7,1,6,14.3,littlbr01
149,Bryan McCabe,33,FLA,D,69,15,0.22,0.35,0.57,0.21,0.59,2.22,16,24,40,15,100,39,67,5,-1,3.8,3.2,7.0,0,,,,mccabbr01
150,Bryan Rodney,24,CAR,D,8,1,0.00,0.25,0.25,0.07,0.25,0.38,0,2,2,1,7,4,7,1,-3,0.1,0.0,0.1,0,,,,rodnebr01
151,Bryce Salvador,32,NJD,D,76,5,0.04,0.17,0.21,0.07,1.03,0.89,3,13,16,5,42,0,73,30,-1,0.2,2.8,3.0,0,,,,salvabr01
152,Byron Bitz,24,BOS,RW,35,3,0.11,0.09,0.20,0.08,0.51,0.89,4,3,7,3,8,1,8,1,0,0.1,0.3,0.5,0,,,,bitzby01
153,Cal Clutterbuck,21,MIN,RW,78,8,0.14,0.09,0.23,0.10,0.97,1.74,12,7,19,8,30,3,34,2,-5,0.1,1.3,1.5,0,,,,cluttca01
154,Cal O'Reilly,22,NSH,C,11,2,0.27,0.18,0.45,0.19,0.18,0.55,3,2,5,2,7,0,5,0,2,0.4,0.3,0.7,0,,,,oreilca01
155,Cam Barker,22,CHI,D,68,12,0.09,0.50,0.59,0.18,0.96,1.49,6,35,41,13,72,38,49,9,-6,3.3,1.9,5.2,0,,,,barkeca01
156,Cam Janssen,24,STL,RW,56,1,0.02,0.05,0.07,0.02,2.34,0.39,1,3,4,1,10,0,15,0,-5,-0.3,0.2,-0.1,0,,,,janssca01
157,Cam Paddock,25,STL,C,16,1,0.13,0.06,0.19,0.08,0.00,1.06,2,1,3,1,3,0,12,5,-4,0.0,0.1,0.1,0,,,,paddoca01
158,Cam Ward,24,CAR,G,68,0,0.00,0.01,0.01,0.00,0.06,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,12.9,0,,,,wardca01
159,Carey Price,21,MTL,G,52,0,0.00,0.02,0.02,0.01,0.08,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,8.5,0,,,,priceca01
160,Carlo Colaiacovo,26,TOT,D,73,9,0.04,0.37,0.41,0.12,0.48,1.19,3,27,30,9,76,31,53,8,0,1.9,3.2,5.1,0,,,,colaica01
160,Carlo Colaiacovo,26,STL,D,63,9,0.05,0.41,0.46,0.14,0.46,1.24,3,26,29,9,69,29,41,3,2,2.0,3.1,5.1,0,,,,colaica01
160,Carlo Colaiacovo,26,TOR,D,10,0,0.00,0.10,0.10,0.03,0.60,0.90,0,1,1,0,7,2,12,5,-2,-0.1,0.1,0.0,0,,,,colaica01
161,Casey Borer,23,CAR,D,3,0,0.00,0.00,0.00,0.00,1.67,0.00,0,0,0,0,1,0,1,0,0,0.0,0.1,0.0,0,,,,borerca01
162,Chad Larose,26,CAR,LW,81,13,0.23,0.15,0.38,0.17,0.43,2.11,20,12,32,14,46,1,51,12,6,1.7,1.7,3.4,0,,,,larosch01
163,Chris Bourque,23,WSH,LW,8,1,0.13,0.00,0.13,0.07,0.00,1.38,1,0,1,1,2,0,2,0,0,0.0,0.1,0.1,0,,,,bourqch01
164,Chris Butler,22,BUF,D,47,2,0.04,0.09,0.13,0.05,0.38,0.77,2,4,6,2,29,0,26,8,11,-0.1,2.6,2.5,0,,,,butlech01
165,Chris Campoli,24,TOT,D,76,11,0.14,0.25,0.39,0.15,0.72,1.20,11,19,30,11,67,20,73,10,-16,2.6,2.3,4.8,0,,,,campoch01
165,Chris Campoli,24,NYI,D,51,6,0.12,0.22,0.33,0.12,0.84,1.04,6,11,17,6,39,10,58,9,-20,1.2,0.8,2.0,0,,,,campoch01
165,Chris Campoli,24,OTT,D,25,5,0.20,0.32,0.52,0.20,0.48,1.52,5,8,13,5,28,10,15,1,4,1.3,1.5,2.9,0,,,,campoch01
166,Chris Chelios,47,DET,D,28,0,0.00,0.00,0.00,0.00,0.64,0.50,0,0,0,0,9,0,14,6,1,-0.4,0.6,0.2,0,,,,chelich01
167,Chris Clark,32,WSH,RW,32,2,0.03,0.16,0.19,0.06,1.00,1.13,1,5,6,2,11,3,12,1,-3,-0.3,0.2,-0.1,0,,,,clarkch01
168,Chris Conner,25,DAL,RW,38,4,0.08,0.26,0.34,0.11,0.26,0.89,3,10,13,4,19,1,23,0,-5,0.5,0.2,0.7,0,,,,connech01
169,Chris Drury,32,NYR,C,81,21,0.27,0.42,0.69,0.26,0.40,2.70,23,35,58,22,76,26,75,17,-8,3.4,2.1,5.4,7,3,4,42.9,drurych01
170,Chris Durno,28,COL,LW,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,durnoch01
171,Chris Gratton,33,TOT,C,24,1,0.00,0.13,0.13,0.03,0.50,0.83,0,3,3,1,5,0,13,7,-1,-0.4,0.2,-0.2,0,,,,grattch01
171,Chris Gratton,33,TBL,C,18,1,0.00,0.11,0.11,0.03,0.56,0.89,0,2,2,1,3,0,13,7,-3,-0.4,0.1,-0.3,0,,,,grattch01
171,Chris Gratton,33,CBJ,C,6,0,0.00,0.17,0.17,0.05,0.33,0.67,0,1,1,0,2,0,0,0,2,-0.1,0.1,0.1,0,,,,grattch01
172,Chris Higgins,25,MTL,LW,57,10,0.21,0.19,0.40,0.17,0.39,2.65,13,11,24,10,39,7,45,12,-1,1.0,1.0,2.0,0,,,,higgich01
173,Chris Holt,23,STL,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,holtch01
174,Chris Kelly,28,OTT,C,82,10,0.15,0.13,0.28,0.12,0.46,1.44,13,11,24,10,31,0,70,29,-10,0.0,1.3,1.3,0,,,,kellych01
175,Chris Kunitz,29,TOT,LW,82,20,0.28,0.37,0.65,0.25,0.87,2.17,24,30,54,21,79,25,46,4,12,4.0,1.9,5.9,0,,,,kunitch01
175,Chris Kunitz,29,ANA,LW,62,13,0.26,0.31,0.56,0.22,0.89,2.24,17,19,36,14,50,10,34,3,9,2.3,1.4,3.8,1,0,1,0.0,kunitch01
175,Chris Kunitz,29,PIT,LW,20,7,0.35,0.55,0.90,0.33,0.80,1.95,7,11,18,7,29,15,12,1,3,1.7,0.4,2.1,1,0,1,0.0,kunitch01
176,Chris Mason,32,STL,G,57,0,0.00,0.02,0.02,0.00,0.00,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,10.6,0,,,,masonch02
177,Chris Minard,27,PIT,LW,20,1,0.05,0.10,0.15,0.05,0.20,1.65,1,2,3,1,7,1,6,0,0,-0.1,0.2,0.1,0,,,,minarch01
178,Chris Neil,29,OTT,RW,60,4,0.05,0.12,0.17,0.06,2.43,0.98,3,7,10,4,22,6,29,0,-13,-0.5,0.4,-0.2,0,,,,neilch01
179,Chris Osgood,36,DET,G,46,1,0.00,0.04,0.04,0.01,0.17,0.00,0,2,2,1,2,1,0,0,0,0.0,0.0,4.3,0,,,,osgooch01
180,Chris Phillips,30,OTT,D,82,8,0.07,0.20,0.27,0.09,0.80,1.07,6,16,22,8,58,7,94,29,-14,0.8,3.4,4.2,0,,,,phillch02
181,Chris Porter,24,STL,C,6,1,0.17,0.17,0.33,0.14,0.00,1.17,1,1,2,1,2,0,5,2,-1,0.1,0.0,0.2,0,,,,portech01
182,Chris Pronger,34,ANA,D,82,16,0.13,0.45,0.59,0.19,1.07,2.39,12,38,50,17,123,59,106,42,0,3.5,4.5,7.9,1,0,1,0.0,prongch01
183,Chris Stewart,21,COL,RW,53,8,0.21,0.15,0.36,0.15,1.02,1.85,12,8,20,9,21,4,35,0,-18,1.3,0.2,1.4,1,0,1,0.0,stewach02
184,Chris Thorburn,25,ATL,RW,82,6,0.09,0.10,0.18,0.07,1.27,1.04,7,8,15,6,22,0,32,0,-10,0.1,0.3,0.3,0,,,,thorbch01
185,Christian Bäckman,28,CBJ,D,56,2,0.04,0.09,0.13,0.04,0.57,0.96,2,5,7,2,32,5,27,5,5,-0.1,2.2,2.2,0,,,,backmch01
186,Christian Ehrhoff,26,SJS,D,77,13,0.10,0.44,0.55,0.17,0.82,2.14,8,35,43,14,89,43,73,15,-12,3.2,3.2,6.4,0,,,,ehrhoch01
187,Christian Hanson,22,TOR,C,5,1,0.20,0.20,0.40,0.16,0.40,1.80,1,1,2,1,2,0,3,0,-1,0.1,0.0,0.1,0,,,,hansoch01
188,Christoph Schubert,26,OTT,LW,50,2,0.06,0.06,0.12,0.05,0.52,1.14,3,3,6,2,22,2,36,8,-8,-1.0,0.6,-0.4,0,,,,schubch01
189,Chuck Kobasew,26,BOS,RW,68,17,0.31,0.31,0.62,0.25,0.82,1.90,22,21,43,18,58,18,35,0,5,3.8,1.2,4.9,0,,,,kobasch01
190,Clarke MacArthur,23,BUF,LW,71,13,0.24,0.20,0.44,0.18,0.79,1.52,18,14,32,14,47,15,37,1,-4,2.2,1.0,3.2,1,0,1,0.0,macarcl01
191,Claude Giroux,21,PHI,RW,42,10,0.21,0.43,0.64,0.24,0.33,1.60,9,18,27,10,35,7,21,3,10,2.1,1.0,3.1,2,0,2,0.0,giroucl01
192,Claude Lemieux,43,SJS,RW,18,0,0.00,0.06,0.06,0.01,1.17,0.94,0,1,1,0,2,0,7,0,-5,-0.3,0.0,-0.3,0,,,,lemiecl01
193,Clay Wilson,25,TOT,D,7,0,0.00,0.14,0.14,0.04,0.00,1.86,0,1,1,0,2,2,3,0,-3,0.0,-0.1,-0.1,0,,,,wilsocl01
193,Clay Wilson,25,CBJ,D,5,0,0.00,0.20,0.20,0.05,0.00,1.80,0,1,1,0,2,2,2,0,-2,0.0,-0.1,0.0,0,,,,wilsocl01
193,Clay Wilson,25,ATL,D,2,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,wilsocl01
194,Cody Bass,22,OTT,C,12,0,0.00,0.00,0.00,0.00,1.25,0.42,0,0,0,0,1,0,4,1,-2,-0.2,0.0,-0.2,0,,,,bassco01
195,Cody McCormick,25,COL,C,55,3,0.02,0.20,0.22,0.06,1.67,1.20,1,11,12,4,17,0,23,1,-5,-0.2,0.5,0.4,0,,,,mccorco01
196,Cody McLeod,24,COL,LW,79,9,0.19,0.06,0.25,0.12,2.05,1.49,16,5,21,10,29,1,50,11,-11,1.0,0.8,1.9,0,,,,mcleoco01
197,Colby Armstrong,26,ATL,RW,82,17,0.27,0.22,0.49,0.21,0.91,1.72,23,18,41,17,60,13,55,13,5,3.0,1.2,4.3,1,0,1,0.0,armstco01
198,Colin Fraser,24,CHI,C,81,6,0.07,0.14,0.21,0.08,0.68,0.83,6,11,17,6,25,1,51,30,3,-0.2,1.0,0.8,0,,,,fraseco01
199,Colin Stuart,26,ATL,LW,33,4,0.15,0.09,0.24,0.11,0.55,1.64,5,3,8,4,15,0,24,12,3,0.2,0.5,0.7,0,,,,stuarco01
200,Colin White,31,NJD,D,71,5,0.01,0.24,0.25,0.07,0.65,0.96,1,17,18,5,62,0,70,26,18,0.4,4.1,4.4,0,,,,whiteco01
201,Colton Gillies,19,MIN,C,45,2,0.04,0.11,0.16,0.05,0.40,0.49,2,5,7,2,10,1,11,0,-2,-0.1,0.5,0.4,0,,,,gillico01
202,Colton Orr,26,NYR,RW,82,2,0.01,0.05,0.06,0.02,2.35,0.49,1,4,5,2,7,0,22,0,-15,-0.9,0.2,-0.7,0,,,,orrco01
203,Connor James,26,PIT,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,jamesco01
204,Corey Perry,23,ANA,RW,78,27,0.41,0.51,0.92,0.35,1.40,3.63,34,41,75,30,104,38,57,1,10,6.6,1.9,8.5,10,5,5,50.0,perryco01
205,Corey Potter,25,NYR,D,5,1,0.20,0.20,0.40,0.16,0.00,0.80,1,1,2,1,2,0,5,2,-1,0.2,0.1,0.3,0,,,,potteco01
206,Cory Murphy,30,TOT,D,32,6,0.16,0.34,0.50,0.17,0.44,1.72,5,11,16,6,31,17,21,3,-4,1.5,0.8,2.3,0,,,,murphco01
206,Cory Murphy,30,TBL,D,25,5,0.20,0.40,0.60,0.21,0.48,1.88,5,10,15,5,28,16,18,3,-3,1.5,0.7,2.2,0,,,,murphco01
206,Cory Murphy,30,FLA,D,7,0,0.00,0.14,0.14,0.04,0.29,1.14,0,1,1,0,3,1,3,0,-1,0.0,0.1,0.1,0,,,,murphco01
207,Cory Sarich,30,CGY,D,76,6,0.03,0.24,0.26,0.08,1.47,0.75,2,18,20,6,48,1,60,25,12,0.7,3.7,4.4,0,,,,saricco01
208,Cory Schneider,22,VAN,G,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0,,,,schneco01
209,Cory Stillman,35,FLA,LW,63,18,0.27,0.51,0.78,0.28,0.59,1.83,18,33,51,19,68,27,40,0,1,3.9,1.1,5.1,5,1,4,20.0,stillco01
210,Craig Adams,31,TOT,RW,45,2,0.04,0.11,0.16,0.05,0.49,1.04,2,5,7,2,8,1,14,4,-3,-0.2,0.3,0.1,0,,,,adamscr01
210,Craig Adams,31,CHI,RW,36,2,0.06,0.11,0.17,0.06,0.61,1.06,2,4,6,2,7,1,11,2,-3,-0.1,0.2,0.1,0,,,,adamscr01
210,Craig Adams,31,PIT,RW,9,0,0.00,0.11,0.11,0.03,0.00,1.00,0,1,1,0,1,0,3,2,0,-0.1,0.1,0.0,0,,,,adamscr01
211,Craig Anderson,27,FLA,G,31,0,0.00,0.03,0.03,0.01,0.06,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,7.6,0,,,,andercr01
212,Craig Conroy,37,CGY,C,82,16,0.15,0.44,0.59,0.19,0.34,1.27,13,37,50,17,65,1,74,30,20,2.6,2.1,4.7,0,,,,conrocr01
213,Craig MacDonald,31,CBJ,C,8,1,0.13,0.13,0.25,0.10,0.00,0.75,1,1,2,1,3,1,2,1,1,0.1,0.1,0.2,0,,,,macdocr01
214,Craig Rivet,34,BUF,D,64,7,0.03,0.34,0.38,0.11,1.95,1.25,2,22,24,7,63,18,56,15,4,1.2,3.1,4.3,0,,,,rivetcr01
215,Craig Weller,28,MIN,RW,36,1,0.03,0.06,0.08,0.03,1.31,0.75,1,2,3,1,5,1,7,0,-3,-0.3,0.3,0.0,0,,,,wellecr01
216,Cristobal Huet,33,CHI,G,41,0,0.00,0.00,0.00,0.00,0.05,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,6.5,0,,,,huetcr01
217,Curtis Glencross,26,CGY,LW,74,14,0.18,0.36,0.54,0.19,0.57,2.05,14,27,41,15,59,8,59,22,14,2.4,1.6,4.0,0,,,,glenccu01
218,Curtis Joseph,41,TOR,G,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0,,,,josepcu01
219,Curtis McElhinney,25,CGY,G,14,0,0.00,0.00,0.00,0.00,0.14,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1,0,,,,mcelhcu01
220,Curtis Sanford,29,VAN,G,19,0,0.00,0.00,0.00,0.00,0.11,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,0,,,,sanfocu01
221,D.J. King,24,STL,LW,1,0,0.00,1.00,1.00,0.27,0.00,0.00,0,1,1,0,1,0,1,0,0,0.1,0.0,0.1,0,,,,kingdj01
222,Dainius Zubrus,30,NJD,C,82,15,0.18,0.30,0.49,0.18,0.84,1.59,16,25,41,16,64,15,43,0,6,2.1,1.6,3.7,0,,,,zubruda01
223,Dan Boyle,32,SJS,D,77,19,0.21,0.53,0.74,0.25,0.68,2.77,17,42,59,21,120,57,71,14,6,5.2,5.3,10.6,7,2,5,28.6,boyleda01
224,Dan Ellis,28,NSH,G,35,0,0.00,0.00,0.00,0.00,0.06,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,4.9,0,,,,ellisda01
225,Dan Fritsche,23,TOT,C,50,5,0.10,0.16,0.26,0.10,0.24,1.08,5,8,13,5,16,3,19,1,-5,0.4,0.6,0.9,0,,,,fritsda01
225,Dan Fritsche,23,MIN,C,34,3,0.12,0.15,0.26,0.10,0.29,1.00,4,5,9,4,12,3,13,1,-3,0.3,0.4,0.7,0,,,,fritsda01
225,Dan Fritsche,23,NYR,C,16,1,0.06,0.19,0.25,0.08,0.13,1.25,1,3,4,1,4,0,6,0,-2,0.1,0.1,0.2,0,,,,fritsda01
226,Dan Girardi,24,NYR,D,82,7,0.05,0.22,0.27,0.08,0.65,1.49,4,18,22,7,60,14,69,9,-14,0.6,3.9,4.5,0,,,,girarda01
227,Dan Hamhuis,26,NSH,D,82,8,0.04,0.28,0.32,0.09,0.82,1.65,3,23,26,8,70,11,107,44,-4,0.8,4.4,5.1,0,,,,hamhuda01
228,Dan Hinote,32,STL,RW,51,2,0.02,0.08,0.10,0.03,1.25,0.47,1,4,5,2,17,2,33,11,-7,-1.0,0.4,-0.5,0,,,,hinotda01
229,Dan Jancevski,27,DAL,D,3,0,0.00,0.00,0.00,0.00,0.00,1.33,0,0,0,0,2,0,4,2,0,-0.1,0.1,0.0,0,,,,janceda01
230,Dan LaCosta,22,CBJ,G,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0,,,,lacosda01
231,Dan LaCouture,31,CAR,LW,11,1,0.18,0.00,0.18,0.10,0.91,0.36,2,0,2,1,2,0,3,0,-1,0.3,0.0,0.3,0,,,,lacouda01
232,Daniel Alfredsson,36,OTT,RW,79,27,0.30,0.63,0.94,0.34,0.30,2.58,25,51,76,28,102,39,74,18,7,5.7,2.5,8.1,9,5,4,55.6,alfreda01
233,Daniel Brière,31,PHI,C,29,10,0.38,0.48,0.86,0.34,0.90,1.86,12,14,26,10,33,14,21,1,-1,2.6,0.4,3.0,3,2,1,66.7,brierda01
234,Daniel Carcillo,24,TOT,LW,74,5,0.04,0.15,0.19,0.06,3.43,1.76,3,11,14,5,26,4,37,0,-15,-0.6,0.4,-0.3,0,,,,carcida01
234,Daniel Carcillo,24,PHX,LW,54,4,0.06,0.13,0.19,0.06,3.22,1.76,3,7,10,4,19,4,28,0,-13,-0.5,0.2,-0.2,1,1,0,100.0,carcida01
234,Daniel Carcillo,24,PHI,LW,20,1,0.00,0.20,0.20,0.06,4.00,1.75,0,4,4,1,7,0,9,0,-2,-0.2,0.1,-0.1,0,,,,carcida01
235,Daniel Cleary,30,DET,RW,74,14,0.19,0.35,0.54,0.19,0.62,2.20,15,26,41,15,62,13,71,22,0,2.0,1.0,3.0,2,0,2,0.0,clearda01
236,Daniel Paille,24,BUF,LW,73,10,0.16,0.21,0.37,0.14,0.27,1.10,13,15,28,11,36,0,44,8,0,1.6,1.0,2.6,0,,,,paillda01
237,Daniel Sedin,28,VAN,LW,82,30,0.38,0.62,1.00,0.37,0.44,3.48,33,52,85,32,106,39,45,2,24,7.4,2.5,9.9,2,0,2,0.0,sedinda01
238,Daniel Tjärnqvist,32,COL,D,37,2,0.05,0.05,0.11,0.04,0.22,0.51,2,2,4,2,17,0,21,5,1,0.0,1.5,1.5,0,,,,tjarnda01
239,Daniel Winnik,23,PHX,C,49,3,0.06,0.08,0.14,0.05,1.29,1.35,3,4,7,3,15,0,34,20,1,-0.8,0.8,0.0,0,,,,winnida01
240,Danny Syvret,23,PHI,D,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,2,0,-1,0.0,0.0,-0.1,0,,,,syvreda01
241,Dany Heatley,28,OTT,LW,82,30,0.48,0.40,0.88,0.37,1.07,3.15,41,34,75,32,96,36,74,3,-11,7.0,1.8,8.8,3,0,3,0.0,heatlda01
242,Dany Sabourin,28,PIT,G,19,0,0.00,0.00,0.00,0.00,0.11,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,2.2,0,,,,sabouda01
243,Darcy Hordichuk,28,VAN,LW,73,2,0.05,0.01,0.07,0.03,1.49,0.36,4,1,5,2,11,0,11,1,1,-0.2,0.5,0.2,0,,,,hordida01
244,Darcy Tucker,33,COL,RW,63,6,0.13,0.13,0.25,0.10,1.06,1.49,8,8,16,7,26,8,32,1,-13,0.0,0.7,0.7,1,1,0,100.0,tuckeda01
245,Darren Helm,22,DET,C,16,0,0.00,0.06,0.06,0.02,0.25,1.81,0,1,1,0,5,1,13,2,-7,-0.5,-0.1,-0.6,0,,,,helmda01
246,Darren McCarty,36,DET,RW,13,1,0.08,0.00,0.08,0.04,1.92,0.46,1,0,1,1,1,0,3,0,-2,0.0,0.0,0.0,0,,,,mccarda02
247,Darroll Powe,23,PHI,C,60,5,0.10,0.08,0.18,0.08,0.58,1.20,6,5,11,5,18,0,35,9,-8,0.0,0.3,0.3,0,,,,poweda01
248,Darryl Sydor,36,TOT,D,73,5,0.04,0.16,0.21,0.07,0.25,1.00,3,12,15,5,55,7,63,18,3,0.3,3.0,3.3,0,,,,sydorda01
248,Darryl Sydor,36,DAL,D,65,4,0.03,0.17,0.20,0.06,0.25,1.02,2,11,13,4,47,6,60,17,-2,0.1,2.4,2.5,0,,,,sydorda01
248,Darryl Sydor,36,PIT,D,8,1,0.13,0.13,0.25,0.10,0.25,0.88,1,1,2,1,8,1,3,1,5,0.2,0.6,0.8,0,,,,sydorda01
249,Dave Bolland,22,CHI,C,81,17,0.23,0.35,0.58,0.22,0.64,1.37,20,28,48,19,68,5,69,25,19,3.0,2.0,5.1,3,0,3,0.0,bollada01
250,Dave Moss,27,CGY,RW,81,16,0.25,0.23,0.48,0.19,0.27,2.40,21,19,40,17,61,17,56,7,-5,3.0,0.9,3.9,0,,,,mossda01
251,David Backes,24,STL,RW,82,23,0.38,0.28,0.66,0.28,2.01,2.54,33,23,56,24,76,23,75,19,-3,4.8,1.8,6.6,1,0,1,0.0,backeda01
252,David Booth,24,FLA,LW,72,25,0.43,0.40,0.83,0.34,0.53,3.42,33,29,62,26,78,23,49,4,10,6.0,1.7,7.7,2,0,2,0.0,boothda01
253,David Clarkson,24,NJD,RW,82,13,0.21,0.18,0.39,0.16,2.00,1.93,18,15,33,14,42,10,33,0,-1,2.2,1.0,3.2,0,,,,clarkda03
254,David Hale,27,PHX,D,48,3,0.06,0.13,0.19,0.07,0.75,0.46,3,6,9,3,27,0,47,9,-11,0.4,0.8,1.2,0,,,,haleda01
255,David Jones,24,COL,RW,40,6,0.20,0.13,0.33,0.14,0.20,1.18,8,5,13,6,15,2,28,7,-8,0.7,0.4,1.1,0,,,,jonesda01
256,David Kočí,27,TOT,LW,37,1,0.03,0.03,0.05,0.02,3.81,0.35,1,1,2,1,9,0,8,0,1,-0.3,0.3,0.0,0,,,,kocida01
256,David Kočí,27,TBL,LW,33,1,0.03,0.03,0.06,0.02,4.00,0.24,1,1,2,1,9,0,6,0,3,-0.3,0.3,0.1,0,,,,kocida01
256,David Kočí,27,STL,LW,4,0,0.00,0.00,0.00,0.00,2.25,1.25,0,0,0,0,0,0,2,0,-2,0.0,-0.1,-0.1,0,,,,kocida01
257,David Krejčí,22,BOS,C,82,26,0.27,0.62,0.89,0.31,0.32,1.78,23,52,75,27,97,32,48,20,37,6.0,2.8,8.8,3,1,2,33.3,krejcda01
258,David Legwand,28,NSH,C,73,16,0.27,0.30,0.58,0.23,0.44,2.40,21,22,43,17,59,14,64,16,-3,2.3,1.7,4.1,3,1,2,33.3,legwada01
259,David Perron,20,STL,LW,81,18,0.19,0.43,0.62,0.22,0.62,1.99,16,36,52,19,69,26,30,0,13,3.5,2.1,5.6,6,3,3,50.0,perroda01
260,David Schlemko,21,PHX,D,3,0,0.00,0.33,0.33,0.09,0.00,1.00,0,1,1,0,3,1,5,1,-2,0.0,0.0,0.0,0,,,,schleda01
261,David Sloane,23,PHI,RW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,sloanda01
262,David Steckel,26,WSH,C,76,7,0.11,0.14,0.25,0.10,0.45,1.36,8,11,19,7,28,0,60,34,2,-0.1,1.1,0.9,0,,,,steckda01
263,David Van Der Gulik,25,CGY,LW,6,1,0.00,0.33,0.33,0.09,0.00,1.83,0,2,2,1,2,0,3,0,-1,0.1,0.0,0.1,0,,,,vandeda01
