,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
345,Garnet Hathaway,28,WSH,RW,66,7,0.14,0.11,0.24,0.10,1.20,1.21,11,8,19,8,25,0,24,5,6,27.2,20.2,7.0,0.6,0.9,1.5,0,,,,hathaga01
346,Garret Sparks,26,VEG,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,0,,0.7,0.6,,0.0,0.0,0.0,0,,,,sparkga01
347,Gemel Smith,25,TBL,C,3,1,0.33,0.00,0.33,0.18,1.33,0.33,1,0,1,1,1,0,2,1,0,0.8,1.4,-0.6,0.1,0.0,0.1,0,,,,smithge02
348,Gerald Mayhew,27,MIN,F,13,1,0.15,0.00,0.15,0.08,0.15,1.23,2,0,2,1,9,1,5,0,4,4.0,4.8,-0.8,0.0,0.3,0.3,0,,,,mayhege01
349,German Rubtsov,21,PHI,C,4,0,0.00,0.00,0.00,0.00,0.00,0.25,0,0,0,0,0,0,1,0,-1,0.4,0.8,-0.4,-0.1,0.0,-0.1,0,,,,rubtsge01
350,Gilles Senn,23,NJD,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,0,4,0,0,2.2,3.0,,0.0,0.0,0.2,0,,,,senngi01
351,Givani Smith,21,DET,RW,21,1,0.10,0.05,0.14,0.06,0.43,1.05,2,1,3,1,5,2,5,0,-2,5.9,6.6,-0.7,-0.1,0.2,0.2,0,,,,smithgi01
352,Greg McKegg,27,NYR,C,53,4,0.09,0.08,0.17,0.07,0.32,0.75,6,5,11,5,13,0,23,6,-2,15.0,19.6,-4.5,0.0,0.4,0.4,0,,,,mckeggr01
353,Greg Pateryn,29,MIN,D,20,1,0.00,0.15,0.15,0.04,0.30,1.10,0,4,4,1,13,0,15,4,1,8.6,8.6,-0.1,-0.1,0.7,0.6,0,,,,patergr01
354,Gustav Lindström,21,DET,D,16,0,0.00,0.06,0.06,0.02,0.88,0.56,0,1,1,0,4,2,12,4,-6,8.9,9.6,-0.8,-0.2,0.3,0.1,0,,,,lindsgu01
355,Gustav Nyquist,30,CBJ,RW,70,16,0.21,0.39,0.60,0.22,0.23,2.16,18,32,50,19,68,16,52,6,4,38.9,37.7,1.3,2.3,1.9,4.2,4,2,2,50.0,nyquigu01
356,Gustav Olofsson,25,MTL,D,3,0,0.00,0.00,0.00,0.00,0.67,0.67,0,0,0,0,0,0,4,0,-4,0.1,1.2,-1.0,0.0,-0.3,-0.3,0,,,,olofsgu01
357,Hampus Lindholm,26,ANA,D,56,7,0.04,0.38,0.41,0.12,0.61,1.95,2,23,25,7,52,11,67,16,-10,35.7,41.5,-5.7,0.9,2.1,3.0,0,,,,lindhha01
358,Haydn Fleury,23,CAR,D,45,5,0.09,0.22,0.31,0.11,0.18,1.44,5,12,17,6,22,0,25,3,-2,21.8,23.1,-1.3,1.0,1.2,2.2,0,,,,fleurha01
359,Henri Jokiharju,20,BUF,D,69,5,0.06,0.16,0.22,0.08,0.46,1.13,5,13,18,6,45,2,62,15,-6,40.7,42.2,-1.5,0.5,2.2,2.6,0,,,,jokihhe01
360,Henrik Borgström,22,FLA,C,4,0,0.00,0.00,0.00,0.00,0.50,0.75,0,0,0,0,0,0,2,0,-2,1.2,1.5,-0.3,-0.1,0.0,-0.2,0,,,,borgshe01
361,Henrik Lundqvist,37,NYR,G,30,0,0.00,0.03,0.03,0.01,0.07,0.00,0,1,1,0,83,21,82,24,0,53.5,56.8,,0.0,0.0,4.5,0,,,,lundqhe01
362,Ian Cole,30,COL,D,65,8,0.06,0.34,0.40,0.13,0.55,1.42,5,26,31,10,59,0,52,17,21,44.0,37.9,6.1,1.6,3.5,5.1,0,,,,coleia01
363,Igor Shesterkin,24,NYR,G,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,48,7,29,5,0,27.7,27.9,,0.0,0.0,3.4,0,,,,shestig01
364,Ilya Kovalchuk,36,TOT,LW,46,10,0.22,0.35,0.57,0.22,0.39,2.50,12,19,31,12,36,4,33,0,-4,27.2,21.7,5.6,1.5,0.7,2.3,0,,,,kovalil01
364,Ilya Kovalchuk,36,MTL,LW,22,5,0.27,0.32,0.59,0.24,0.09,2.82,7,8,15,6,23,1,13,0,6,15.2,9.3,5.9,0.8,0.7,1.5,2,2,0,100.0,kovalil01
364,Ilya Kovalchuk,36,LAK,LW,17,3,0.18,0.35,0.53,0.19,0.71,2.06,4,7,11,4,9,3,16,0,-10,8.3,9.2,-0.9,0.5,0.0,0.5,0,,,,kovalil01
364,Ilya Kovalchuk,36,WSH,LW,7,1,0.14,0.43,0.57,0.20,0.57,2.57,1,4,5,2,4,0,4,0,0,3.8,3.2,0.6,0.2,0.1,0.3,2,0,2,0.0,kovalil01
365,Ilya Lyubushkin,25,ARI,D,51,1,0.00,0.08,0.08,0.02,0.35,0.80,0,5,5,1,28,0,23,1,4,30.8,24.1,6.7,-0.5,2.1,1.6,0,,,,lyubuil01
366,Ilya Mikheyev,25,TOR,F,39,8,0.21,0.38,0.59,0.22,0.10,2.51,9,18,27,10,31,0,32,8,7,23.4,23.8,-0.4,1.5,0.8,2.3,1,0,1,0.0,mikheil01
367,Ilya Samsonov,22,WSH,G,26,0,0.00,0.00,0.00,0.00,0.08,0.00,0,0,0,0,87,14,60,12,0,45.7,43.3,,0.0,0.0,4.1,0,,,,samsoil01
368,Isac Lundeström,20,ANA,C,15,1,0.00,0.27,0.27,0.07,0.00,0.67,0,5,5,1,8,1,10,1,-2,5.5,6.8,-1.3,-0.2,0.2,0.0,0,,,,lundeis01
369,Ivan Barbashev,24,STL,C,69,10,0.16,0.22,0.38,0.15,0.33,1.09,13,17,30,12,34,0,43,14,3,31.5,37.3,-5.8,1.2,1.2,2.4,0,,,,barbaiv01
370,Ivan Provorov,23,PHI,D,69,13,0.19,0.33,0.52,0.19,0.35,2.17,16,27,43,16,104,32,81,22,11,53.9,47.2,6.7,2.8,4.3,7.1,1,0,1,0.0,provoiv01
371,J.C. Beaudin,22,OTT,C,22,0,0.00,0.05,0.05,0.01,0.32,0.82,0,1,1,0,4,0,10,0,-4,5.6,7.5,-1.9,-0.4,0.1,-0.4,0,,,,beaudje01
372,J.T. Compher,24,COL,LW,67,11,0.16,0.30,0.46,0.17,0.27,1.58,13,23,36,13,62,16,58,24,9,28.9,28.2,0.7,1.1,1.5,2.6,0,,,,comphj.01
373,J.T. Miller,26,VAN,C,69,26,0.39,0.65,1.04,0.38,0.68,2.39,32,54,86,32,105,39,64,7,11,51.5,40.4,11.0,6.0,1.9,7.9,5,2,3,40.0,millejt01
374,Jaccob Slavin,25,CAR,D,68,11,0.09,0.44,0.53,0.16,0.15,2.13,7,36,43,14,93,5,80,24,30,64.7,46.7,18.0,2.2,5.7,7.9,1,0,1,0.0,slavija01
375,Jack Campbell,28,TOT,G,26,0,0.00,0.00,0.00,0.00,0.00,0.04,0,0,0,0,59,10,73,14,0,50.5,50.8,,0.0,0.0,3.8,0,,,,campbja01
375,Jack Campbell,28,LAK,G,20,0,0.00,0.00,0.00,0.00,0.00,0.05,0,0,0,0,44,8,57,12,0,39.7,36.6,,0.0,0.0,2.7,0,,,,campbja01
375,Jack Campbell,28,TOR,G,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,15,2,16,2,0,10.8,14.2,,0.0,0.0,1.2,0,,,,campbja01
376,Jack Eichel,23,BUF,C,68,31,0.53,0.62,1.15,0.46,0.50,3.34,43,50,93,37,109,32,75,3,5,46.6,49.7,-3.1,7.5,2.0,9.5,4,1,3,25.0,eicheja01
377,Jack Hughes,18,NJD,C,61,8,0.11,0.23,0.34,0.13,0.16,2.02,8,17,25,9,42,24,45,0,-26,30.9,34.9,-4.0,0.1,0.3,0.4,9,2,7,22.2,hugheja03
378,Jack Johnson,33,PIT,D,67,4,0.04,0.12,0.16,0.06,0.39,0.94,4,10,14,5,48,0,67,16,-1,41.7,52.7,-11.0,-0.2,2.7,2.5,0,,,,johnsja02
379,Jack Roslovic,23,WPG,C,71,11,0.17,0.24,0.41,0.15,0.17,1.65,14,20,34,13,48,7,35,0,4,35.7,43.4,-7.7,1.1,1.4,2.5,0,,,,rosloja01
380,Jack Studnicka,20,BOS,C,2,0,0.00,0.50,0.50,0.14,1.00,1.50,0,1,1,0,2,0,0,0,2,1.3,0.8,0.5,0.0,0.1,0.1,0,,,,studnja01
381,Jacob de La Rose,24,TOT,LW,50,3,0.04,0.14,0.18,0.06,0.20,0.92,2,8,10,3,16,0,23,10,2,17.6,17.9,-0.3,-0.4,0.8,0.4,0,,,,delarja01
381,Jacob de La Rose,24,STL,LW,34,2,0.03,0.12,0.15,0.05,0.18,0.91,1,5,6,2,11,0,16,4,-1,12.3,12.5,-0.2,-0.3,0.4,0.0,0,,,,delarja01
381,Jacob de La Rose,24,DET,LW,16,1,0.06,0.19,0.25,0.08,0.25,0.94,1,3,4,1,5,0,7,6,3,5.3,5.4,-0.1,-0.1,0.4,0.4,0,,,,delarja01
382,Jacob Larsson,22,ANA,D,60,4,0.03,0.15,0.18,0.06,0.20,0.97,2,10,12,4,38,0,52,12,-9,32.6,40.0,-7.4,0.2,1.5,1.7,0,,,,larssja01
383,Jacob Markström,30,VAN,G,43,0,0.00,0.02,0.02,0.01,0.09,0.00,0,1,1,0,130,32,118,26,0,80.3,94.5,,0.0,0.0,9.2,0,,,,marksja02
384,Jacob Middleton,24,SJS,D,10,1,0.00,0.20,0.20,0.05,0.90,0.90,0,2,2,1,3,0,6,1,-2,4.9,3.5,1.4,0.1,0.1,0.2,0,,,,middlja01
385,Jacob Trouba,25,NYR,D,70,9,0.10,0.29,0.39,0.13,0.87,2.40,8,23,31,11,70,13,98,29,-12,49.9,57.4,-7.4,1.4,1.8,3.3,0,,,,troubja01
386,Jaden Schwartz,27,STL,C,71,21,0.31,0.49,0.80,0.30,0.25,2.28,26,41,67,25,82,34,46,1,3,40.5,37.7,2.8,4.4,1.6,6.0,0,,,,schwaja01
387,Jake Allen,29,STL,G,24,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,67,12,48,9,0,44.8,42.8,,0.0,0.0,4.9,0,,,,allenja01
388,Jake Bischoff,25,VEG,D,4,0,0.00,0.00,0.00,0.00,1.00,1.50,0,0,0,0,3,0,5,0,-2,2.1,2.0,0.0,-0.1,0.0,-0.1,0,,,,bischja01
389,Jake DeBrusk,23,BOS,LW,65,15,0.29,0.25,0.54,0.23,0.22,2.48,22,19,41,17,67,32,36,0,-1,34.3,31.9,2.4,2.6,1.2,3.8,3,0,3,0.0,debruja01
390,Jake Evans,23,MTL,C/RW,13,1,0.15,0.08,0.23,0.11,0.00,1.08,2,1,3,1,3,0,5,2,1,5.0,3.7,1.3,0.2,0.2,0.3,0,,,,evansja02
391,Jake Gardiner,29,CAR,D,68,7,0.06,0.29,0.35,0.11,0.44,1.28,5,24,29,9,49,17,55,0,-24,45.8,42.1,3.6,1.4,0.6,2.0,0,,,,gardija01
392,Jake Guentzel,25,PIT,C,39,17,0.51,0.59,1.10,0.44,0.36,3.26,24,27,51,20,63,16,35,0,11,39.3,25.2,14.1,4.1,1.3,5.5,2,1,1,50.0,guentja01
393,Jake McCabe,26,BUF,D,66,4,0.05,0.15,0.20,0.07,0.62,1.14,4,12,16,5,40,0,71,23,-11,38.6,41.6,-3.0,0.1,1.8,2.0,0,,,,mccabja01
394,Jake Muzzin,30,TOR,D,53,8,0.11,0.32,0.43,0.15,0.75,1.87,7,20,27,9,65,2,63,14,12,48.4,43.3,5.1,1.5,2.7,4.3,0,,,,muzzija01
395,Jake Virtanen,23,VAN,RW,69,14,0.26,0.26,0.52,0.21,0.59,2.17,22,21,43,18,42,11,36,0,-4,35.9,40.8,-4.9,2.9,0.8,3.7,0,,,,virtaja01
396,Jake Walman,23,STL,D,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,1,0,0,0,1,0.5,0.2,0.3,0.0,0.1,0.1,0,,,,walmaja01
397,Jakob Chychrun,21,ARI,D,63,10,0.19,0.22,0.41,0.17,0.60,2.37,14,16,30,12,71,18,60,9,4,46.7,45.0,1.7,2.2,3.8,6.0,0,,,,chychja01
398,Jakob Lilja,26,CBJ,F,37,2,0.05,0.08,0.14,0.05,0.05,0.62,2,4,6,2,12,0,7,0,5,9.7,11.8,-2.1,-0.3,0.7,0.4,0,,,,liljaja01
399,Jakob Silfverberg,29,ANA,LW,66,17,0.32,0.27,0.59,0.25,0.21,2.35,24,21,45,19,62,14,63,14,0,32.9,36.2,-3.3,3.0,1.4,4.4,4,2,2,50.0,silfvja01
400,Jakub Voráček,30,PHI,RW,69,18,0.17,0.64,0.81,0.27,0.45,1.91,14,53,67,22,76,25,40,0,14,41.9,36.7,5.3,3.6,1.8,5.4,4,0,4,0.0,voracja01
401,Jakub Vrána,23,WSH,LW,69,21,0.36,0.39,0.75,0.31,0.26,2.71,30,32,62,25,68,17,47,0,3,38.6,38.4,0.2,5.1,1.0,6.1,3,1,2,33.3,vranaja01
402,James Neal,32,EDM,LW,55,13,0.35,0.22,0.56,0.25,0.22,2.04,22,14,36,16,56,29,47,2,-20,27.8,28.2,-0.4,2.5,0.4,3.0,0,,,,nealja01
403,James Reimer,31,CAR,G,25,0,0.00,0.00,0.00,0.00,0.08,0.00,0,0,0,0,69,12,61,14,0,42.2,46.4,,0.0,0.0,4.4,0,,,,reimeja01
404,James van Riemsdyk,30,PHI,LW,66,16,0.29,0.32,0.61,0.24,0.12,2.29,23,25,48,19,60,19,35,0,5,37.9,30.0,7.9,3.2,1.2,4.5,1,0,1,0.0,vanrija01
405,Jamie Benn,30,DAL,LW,69,16,0.28,0.29,0.57,0.23,0.77,2.36,23,24,47,19,63,23,45,4,-4,45.7,38.0,7.7,2.8,1.4,4.2,1,0,1,0.0,bennja01
406,Jamie Oleksiak,27,DAL,D,69,4,0.04,0.10,0.14,0.05,0.59,1.10,4,8,12,4,29,0,45,9,-6,42.3,34.8,7.5,0.0,2.5,2.4,0,,,,oleksja01
407,Jan Rutta,29,TBL,D,33,2,0.03,0.18,0.21,0.07,0.42,1.30,1,7,8,2,27,0,23,3,6,22.6,17.6,5.0,0.2,1.4,1.5,0,,,,ruttaja02
408,Jani Hakanpää,27,ANA,D,5,1,0.20,0.00,0.20,0.11,0.40,0.80,1,0,1,1,2,0,4,2,1,1.6,2.4,-0.9,0.1,0.3,0.4,0,,,,hakanja01
409,Janne Kuokkanen,21,NJD,C/LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,0,0.2,0.0,0.2,0.0,0.0,0.0,0,,,,kuokkja01
410,Jansen Harkins,22,WPG,C,29,2,0.07,0.17,0.24,0.08,0.17,1.00,2,6,8,3,11,0,13,0,-2,10.4,14.8,-4.3,0.0,0.3,0.3,0,,,,harkija01
411,Jared McCann,23,PIT,C,66,13,0.21,0.32,0.53,0.20,0.26,2.27,17,25,42,16,59,12,46,5,6,34.6,33.0,1.6,2.1,1.4,3.5,3,1,2,33.3,mccanja01
412,Jared Spurgeon,30,MIN,D,62,12,0.19,0.32,0.52,0.19,0.29,1.81,14,24,38,14,84,27,82,23,-1,49.7,39.5,10.3,2.7,2.6,5.4,0,,,,spurgja01
413,Jaret Anderson-Dolan,20,LAK,C,4,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,1,0,-1,0.4,1.9,-1.6,-0.1,0.0,-0.1,0,,,,anderja01
414,Jaroslav Halák,34,BOS,G,31,1,0.00,0.06,0.06,0.02,0.00,0.00,0,2,2,1,96,16,73,11,0,57.9,57.5,,0.0,0.0,6.1,0,,,,halakja01
415,Jarred Tinordi,27,NSH,D,28,2,0.04,0.14,0.18,0.06,1.21,0.71,1,5,6,2,19,0,24,5,-1,15.8,20.8,-5.0,0.0,0.7,0.8,0,,,,tinorja01
416,Jason Demers,31,ARI,D,50,3,0.00,0.22,0.22,0.06,0.50,1.06,0,13,13,4,39,0,45,10,5,32.9,36.5,-3.7,-0.1,3.0,2.8,0,,,,demerja01
417,Jason Dickinson,24,DAL,C,65,8,0.14,0.18,0.32,0.13,0.09,1.31,11,14,25,10,34,0,44,14,7,28.8,33.0,-4.2,0.3,1.6,1.9,0,,,,dickija01
418,Jason Robertson,20,DAL,LW,3,0,0.00,0.33,0.33,0.09,0.00,1.33,0,1,1,0,4,2,2,0,0,1.0,0.7,0.3,0.0,0.1,0.0,0,,,,roberja01
419,Jason Spezza,36,TOR,C,58,9,0.16,0.28,0.43,0.16,0.31,1.26,11,19,30,11,34,8,31,2,-3,21.9,22.1,-0.2,1.7,0.4,2.1,4,2,2,50.0,spezzja01
420,Jason Zucker,28,TOT,LW,60,17,0.33,0.35,0.68,0.28,0.35,1.85,24,25,49,20,62,16,49,0,-4,33.4,30.7,2.6,3.5,0.9,4.3,0,,,,zuckeja01
420,Jason Zucker,28,MIN,LW,45,12,0.31,0.33,0.64,0.26,0.42,1.67,17,18,35,14,46,12,36,0,-3,22.5,20.0,2.6,2.4,0.6,3.0,0,,,,zuckeja01
420,Jason Zucker,28,PIT,LW,15,5,0.40,0.40,0.80,0.32,0.13,2.40,7,7,14,6,16,4,13,0,-1,10.8,10.8,0.1,1.1,0.3,1.3,0,,,,zuckeja01
421,Jay Beagle,34,VAN,RW/C,55,3,0.04,0.11,0.15,0.05,0.69,0.89,2,7,9,3,15,0,43,19,-9,17.5,27.6,-10.1,-0.9,0.4,-0.5,0,,,,beaglja01
422,Jay Bouwmeester,36,STL,D,56,3,0.02,0.14,0.16,0.05,0.36,0.95,1,9,10,3,41,0,49,15,6,33.7,43.2,-9.5,-0.5,2.9,2.4,0,,,,bouwmja01
423,Jayce Hawryluk,24,TOT,C,26,4,0.12,0.27,0.38,0.14,0.62,1.00,3,8,11,4,11,0,10,0,1,9.5,8.0,1.5,0.5,0.3,0.9,0,,,,hawryja01
423,Jayce Hawryluk,24,FLA,C,15,1,0.07,0.13,0.20,0.07,0.53,0.67,1,2,3,1,5,0,5,0,-1,3.9,3.7,0.2,0.0,0.1,0.1,0,,,,hawryja01
423,Jayce Hawryluk,24,OTT,C,11,2,0.18,0.45,0.64,0.23,0.73,1.45,2,6,8,3,6,0,5,0,2,5.6,4.3,1.2,0.5,0.2,0.8,0,,,,hawryja01
424,Jayson Megna,29,COL,C,8,0,0.00,0.00,0.00,0.00,0.25,0.50,0,0,0,0,1,0,2,0,-1,1.5,2.3,-0.8,-0.2,0.0,-0.1,0,,,,megnaja01
425,Jean-Gabriel Pageau,27,TOT,C,67,19,0.39,0.24,0.63,0.28,0.73,2.25,30,19,49,22,63,16,70,21,4,39.5,39.2,0.4,3.4,1.5,5.0,0,,,,pageaje01
425,Jean-Gabriel Pageau,27,OTT,C,60,18,0.40,0.27,0.67,0.29,0.53,2.25,28,19,47,20,62,15,61,19,10,36.7,35.5,1.3,3.4,1.6,5.0,0,,,,pageaje01
425,Jean-Gabriel Pageau,27,NYI,C,7,1,0.29,0.00,0.29,0.15,2.43,2.29,2,0,2,1,1,1,9,2,-6,2.8,3.7,-0.9,0.1,-0.1,0.0,0,,,,pageaje01
426,Jean-Sébastien Dea,25,BUF,C,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.4,0.5,-0.1,-0.1,0.0,0.0,0,,,,deaje01
427,Jeff Carter,35,LAK,C,60,12,0.28,0.17,0.45,0.20,0.60,3.03,20,12,32,14,40,9,67,15,-21,33.1,33.1,0.0,1.6,0.6,2.2,0,,,,carteje01
428,Jeff Petry,32,MTL,D,71,14,0.15,0.41,0.56,0.20,0.37,2.23,13,34,47,16,83,23,90,18,-10,63.1,47.9,15.3,3.3,2.7,6.0,0,,,,petryje01
429,Jeff Skinner,27,BUF,LW/C,59,10,0.24,0.15,0.39,0.17,0.31,3.10,17,11,28,12,43,13,50,0,-22,34.3,35.7,-1.4,1.1,0.3,1.4,0,,,,skinnje01
430,Jeremy Lauzon,22,BOS,D,19,1,0.05,0.05,0.11,0.04,1.53,1.05,1,1,2,1,12,0,8,1,5,9.7,8.0,1.6,-0.1,1.0,0.9,0,,,,lauzoje01
431,Jesper Boqvist,21,NJD,C,35,2,0.11,0.00,0.11,0.06,0.23,1.17,5,0,5,3,6,1,16,1,-11,9.8,13.0,-3.2,-0.3,0.1,-0.2,3,2,1,66.7,boqvije01
432,Jesper Bratt,21,NJD,W,60,13,0.27,0.27,0.53,0.22,0.10,1.68,19,19,38,16,44,8,46,1,-6,29.0,31.8,-2.8,2.5,0.9,3.4,1,1,0,100.0,brattje01
433,Jesper Fast,28,NYR,RW,69,11,0.17,0.25,0.42,0.16,0.29,1.22,14,20,34,13,51,0,61,24,16,42.9,42.1,0.8,0.9,1.6,2.5,0,,,,fastje01
434,Jesperi Kotkaniemi,19,MTL,C,36,4,0.17,0.06,0.22,0.11,0.64,1.53,7,2,9,4,17,3,23,0,-11,16.1,19.6,-3.6,0.2,0.1,0.2,0,,,,kotkaje01
435,Jimmy Howard,35,DET,G,27,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,42,7,96,23,0,41.7,53.7,,0.0,0.0,2.2,0,,,,howarja02
436,Jimmy Vesey,26,BUF,LW,64,8,0.14,0.17,0.31,0.12,0.23,1.45,11,13,24,10,39,2,36,10,12,28.0,31.2,-3.2,0.5,1.5,2.0,1,0,1,0.0,veseyji02
437,Joachim Blichfeld,21,SJS,W,3,0,0.00,0.00,0.00,0.00,0.67,1.00,0,0,0,0,0,0,2,0,-2,0.5,1.2,-0.7,-0.1,0.0,-0.1,0,,,,blichjo01
438,Joakim Nordström,27,BOS,C,48,3,0.08,0.06,0.15,0.06,0.35,1.02,5,4,9,4,9,0,27,9,-6,13.4,18.1,-4.7,-0.5,0.5,0.0,0,,,,nordsjo02
439,Joakim Nygård,27,EDM,F,33,3,0.09,0.18,0.27,0.10,0.24,1.18,3,7,10,4,16,1,14,0,0,13.9,9.2,4.6,0.2,0.5,0.7,0,,,,nygarjo01
440,Joakim Ryan,26,LAK,D,35,2,0.03,0.11,0.14,0.05,0.29,1.54,1,5,6,2,13,0,31,9,-10,22.9,21.5,1.4,-0.2,1.0,0.8,0,,,,ryanjo02
441,Joe Hicketts,23,DET,D,6,1,0.00,0.33,0.33,0.09,0.33,1.00,0,2,2,1,4,1,10,2,-5,3.4,3.6,-0.2,0.1,-0.1,0.0,0,,,,hickejo01
442,Joe Pavelski,35,DAL,C,67,12,0.21,0.25,0.46,0.18,0.43,1.87,17,20,37,15,61,21,31,1,6,39.6,33.2,6.5,1.4,1.8,3.2,5,3,2,60.0,paveljo01
443,Joe Thornton,40,SJS,C,70,10,0.10,0.34,0.44,0.14,0.49,1.09,8,28,36,12,50,16,57,0,-19,36.6,39.9,-3.3,0.7,0.9,1.6,0,,,,thornjo01
444,Joel Armia,26,MTL,RW,58,13,0.28,0.24,0.52,0.22,0.48,2.67,19,16,35,15,53,11,52,11,2,33.5,30.1,3.4,2.1,1.1,3.2,2,0,2,0.0,armiajo01
445,Joel Edmundson,26,CAR,D,68,7,0.10,0.19,0.29,0.11,1.06,1.43,9,16,25,9,51,1,61,17,7,36.1,48.1,-12.1,1.1,3.2,4.3,0,,,,edmunjo01
446,Joel Eriksson Ek,23,MIN,C,62,10,0.13,0.34,0.47,0.16,0.35,1.65,10,25,35,12,43,1,53,15,7,32.8,27.5,5.3,1.0,1.2,2.3,0,,,,eriksjo02
447,Joel Farabee,19,PHI,LW,52,8,0.15,0.25,0.40,0.15,0.75,1.56,10,15,25,10,39,7,28,1,6,22.5,24.8,-2.4,0.9,1.0,1.9,4,1,3,25.0,farabjo01
448,Joel Hanley,28,DAL,D,8,1,0.00,0.25,0.25,0.07,0.75,0.50,0,2,2,1,3,0,4,0,0,4.3,3.1,1.2,0.1,0.2,0.3,0,,,,hanlejo01
449,Joel Kellman,25,SJS,F,31,3,0.10,0.13,0.23,0.09,0.13,1.00,4,5,9,4,9,0,13,4,-1,7.5,8.1,-0.6,0.0,0.5,0.5,0,,,,kellmjo01
450,Joel Kiviranta,23,DAL,F,11,1,0.09,0.00,0.09,0.05,0.36,1.18,1,0,1,1,1,0,3,1,-1,4.7,4.2,0.5,-0.1,0.1,0.0,0,,,,kivirjo01
451,Joel L'Esperance,24,DAL,RW,3,1,0.33,0.00,0.33,0.18,0.67,0.67,1,0,1,1,1,0,1,0,0,0.4,0.6,-0.2,0.1,0.0,0.2,0,,,,lespejo01
452,Joel Persson,25,EDM,D,13,1,0.00,0.15,0.15,0.04,0.15,1.31,0,2,2,1,8,0,8,0,-1,6.6,6.9,-0.3,0.0,0.4,0.3,0,,,,perssjo02
453,Joey Anderson,21,NJD,RW,18,3,0.22,0.11,0.33,0.15,0.11,1.17,5,2,7,3,9,0,11,3,1,7.8,7.9,-0.1,0.4,0.3,0.7,0,,,,anderjo08
454,Johan Larsson,27,BUF,LW/C,62,7,0.10,0.19,0.29,0.11,0.42,0.97,7,14,21,8,35,0,49,21,8,27.6,29.6,-2.0,-0.1,1.4,1.3,0,,,,larssjo02
455,John Carlson,30,WSH,D,69,25,0.22,0.87,1.09,0.36,0.38,2.74,18,72,90,29,125,33,85,10,12,58.6,57.0,1.6,7.2,3.5,10.7,1,0,1,0.0,carlsjo01
456,John Gibson,26,ANA,G,51,0,0.00,0.00,0.00,0.00,0.12,0.00,0,0,0,0,117,21,149,29,0,93.9,108.8,,0.0,0.0,7.8,0,,,,gibsojo02
457,John Gilmour,26,BUF,D,4,0,0.00,0.00,0.00,0.00,0.00,1.25,0,0,0,0,0,0,3,1,-2,2.6,2.4,0.2,-0.1,0.0,-0.1,0,,,,gilmojo01
458,John Hayden,24,NJD,C,43,2,0.07,0.02,0.09,0.04,1.79,0.91,4,1,5,2,11,0,14,1,-2,11.3,17.0,-5.7,-0.5,0.5,0.0,0,,,,haydejo01
459,John Klingberg,27,DAL,D,58,10,0.10,0.45,0.55,0.18,0.38,2.07,7,31,38,12,64,22,53,3,-10,48.2,47.8,0.3,2.3,2.7,5.0,0,,,,klingjo01
460,John Marino,22,PIT,D,56,9,0.11,0.36,0.46,0.15,0.36,1.09,7,24,31,10,57,3,46,11,17,37.3,33.6,3.7,1.8,3.7,5.6,0,,,,marinjo01
461,John Moore,29,BOS,D,24,1,0.08,0.04,0.13,0.06,0.46,1.38,2,1,3,1,15,1,20,5,-2,13.2,10.9,2.3,0.0,0.7,0.7,0,,,,moorejo01
462,John Quenneville,23,CHI,C,9,0,0.00,0.00,0.00,0.00,0.00,1.56,0,0,0,0,6,0,7,0,-1,3.8,5.3,-1.6,-0.3,0.1,-0.2,0,,,,quennjo02
463,John Tavares,29,TOR,C,63,23,0.41,0.54,0.95,0.37,0.38,3.13,31,40,71,28,94,35,69,0,-7,48.3,44.1,4.2,5.3,0.8,6.1,2,0,2,0.0,tavarjo01
464,Johnny Boychuk,36,NYI,D,64,4,0.03,0.14,0.17,0.06,0.22,1.50,2,11,13,4,35,2,57,15,-11,38.8,46.7,-8.0,-0.1,1.7,1.7,0,,,,boychjo01
465,Johnny Gaudreau,26,CGY,LW,70,21,0.26,0.57,0.83,0.30,0.17,2.99,21,47,68,24,78,28,62,1,-10,48.3,44.1,4.2,4.2,1.2,5.4,2,1,1,50.0,gaudrjo01
466,Jonas Brodin,26,MIN,D,69,8,0.03,0.38,0.41,0.12,0.35,1.49,2,31,33,10,72,3,74,20,15,47.2,41.0,6.2,1.2,4.0,5.2,0,,,,brodijo01
