,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
112,Ben Jones,22,VEG,F,2,0,0.00,0.00,0.00,0.00,1.00,0.50,0,0,0,0,1,0,1,0,0,0.7,1.0,-0.4,0.0,0.0,0.0,0,,,,jonesbe01
113,Ben McCartney,20,ARI,F,2,0,0.00,0.00,0.00,0.00,2.00,1.00,0,0,0,0,1,0,1,0,0,0.9,0.8,0.1,-0.1,0.0,0.0,0,,,,mccarbe02
114,Ben Meyers,23,COL,F,5,1,0.20,0.00,0.20,0.11,0.00,1.60,1,0,1,1,1,0,3,0,-2,2.3,2.4,-0.1,0.1,0.0,0.0,0,,,,meyerbe01
115,Benoit-Olivier Groulx,21,ANA,C,18,1,0.06,0.11,0.17,0.06,0.11,0.94,1,2,3,1,5,0,6,1,0,5.0,6.8,-1.7,-0.2,0.3,0.1,0,,,,groulbe01
116,Blake Coleman,30,CGY,C,81,13,0.20,0.21,0.41,0.16,0.74,2.62,15,16,31,13,52,0,44,8,16,50.8,39.5,11.3,1.4,1.8,3.2,0,,,,colembl01
117,Blake Comeau,35,DAL,RW,6,1,0.17,0.00,0.17,0.09,0.67,0.33,1,0,1,1,2,0,4,1,-1,2.1,1.0,1.1,0.0,0.1,0.1,0,,,,comeabl01
118,Blake Lizotte,24,LAK,C,70,9,0.14,0.20,0.34,0.13,0.40,1.30,10,13,23,9,40,0,34,9,15,32.5,25.1,7.4,1.0,1.6,2.6,0,,,,lizotbl01
119,Blake Speers,25,ARI,C,2,0,0.00,0.00,0.00,0.00,1.00,0.50,0,0,0,0,0,0,3,0,-3,0.4,1.9,-1.4,-0.1,-0.1,-0.1,0,,,,speerbl01
120,Blake Wheeler,35,WPG,RW,65,21,0.26,0.66,0.92,0.32,0.55,2.57,16,41,57,20,80,27,68,0,-15,48.9,49.6,-0.7,3.9,0.9,4.8,2,1,1,50.0,wheelbl01
121,Bo Horvat,26,VAN,C,70,23,0.44,0.30,0.74,0.32,0.57,2.77,30,20,50,22,95,43,64,15,3,45.2,43.0,2.3,4.3,1.7,6.0,4,3,1,75.0,horvabo01
122,Bobby Brink,20,PHI,RW,10,1,0.00,0.40,0.40,0.11,0.00,1.80,0,4,4,1,5,1,9,0,-5,4.6,6.0,-1.4,0.0,0.0,0.0,0,,,,brinkbo01
123,Bokondji Imama,25,ARI,LW,4,1,0.25,0.00,0.25,0.14,1.25,0.75,1,0,1,1,2,0,4,0,-2,1.0,1.9,-0.9,0.1,-0.1,0.1,0,,,,imamabo01
124,Boone Jenner,28,CBJ,C,59,18,0.39,0.36,0.75,0.31,0.37,2.71,22,20,42,17,76,23,80,16,-11,35.6,50.9,-15.3,3.1,0.8,3.9,1,0,1,0.0,jennebo01
125,Boris Katchouk,23,TOT,LW,59,3,0.05,0.07,0.12,0.05,0.66,0.98,3,4,7,3,13,0,23,3,-7,18.8,20.2,-1.4,-0.7,0.4,-0.3,0,,,,katchbo01
125,Boris Katchouk,23,TBL,LW,38,2,0.05,0.11,0.16,0.06,0.66,0.95,2,4,6,2,11,0,8,0,3,13.4,11.0,2.4,-0.3,0.5,0.2,0,,,,katchbo01
125,Boris Katchouk,23,CHI,LW,21,1,0.05,0.00,0.05,0.03,0.67,1.05,1,0,1,1,2,0,15,3,-10,5.4,9.3,-3.9,-0.4,-0.1,-0.5,0,,,,katchbo01
126,Bowen Byram,20,COL,D,30,6,0.17,0.40,0.57,0.20,0.40,1.63,5,11,16,6,32,1,25,1,7,24.3,20.8,3.6,1.4,1.4,2.9,0,,,,byrambo01
127,Brad Hunt,33,VAN,D,50,5,0.06,0.28,0.34,0.11,0.24,1.34,3,13,16,5,34,4,33,0,-3,28.3,31.9,-3.6,1.0,1.5,2.5,0,,,,huntbr01
128,Brad Malone,32,EDM,C/LW,8,1,0.13,0.13,0.25,0.10,0.25,0.88,1,1,2,1,2,0,6,2,-2,1.9,2.6,-0.7,0.1,0.0,0.1,0,,,,malonbr01
129,Brad Marchand,33,BOS,LW,70,30,0.46,0.69,1.14,0.43,1.39,3.46,31,46,77,29,104,39,64,15,16,57.3,32.9,24.4,7.0,2.3,9.3,0,,,,marchbr03
130,Brad Richardson,36,TOT,C,44,3,0.09,0.09,0.18,0.07,0.80,0.70,4,4,8,3,12,0,16,3,-1,12.5,18.8,-6.4,-0.1,0.4,0.4,0,,,,richabr02
130,Brad Richardson,36,CGY,C,27,2,0.07,0.07,0.15,0.06,1.00,0.70,2,2,4,2,6,0,8,0,-2,6.4,10.2,-3.8,-0.2,0.2,0.0,0,,,,richabr02
130,Brad Richardson,36,VAN,C,17,2,0.12,0.12,0.24,0.10,0.47,0.71,2,2,4,2,6,0,8,3,1,6.0,8.6,-2.5,0.1,0.3,0.3,0,,,,richabr02
131,Braden Holtby,32,DAL,G,24,0,0.00,0.00,0.00,0.00,0.08,0.00,0,0,0,0,55,17,61,14,0,41.5,46.7,,0.0,0.0,4.3,0,,,,holtbbr01
132,Braden Schneider,20,NYR,D,43,3,0.05,0.21,0.26,0.08,0.21,0.58,2,9,11,4,26,1,21,1,5,20.7,26.8,-6.1,0.4,2.0,2.5,0,,,,schnebr01
133,Brady Skjei,27,CAR,D,82,13,0.11,0.37,0.48,0.16,0.59,2.24,9,29,38,13,83,0,77,16,22,69.0,63.7,5.3,2.5,5.5,8.0,0,,,,skjeibr01
134,Brady Tkachuk,22,OTT,LW,79,27,0.38,0.47,0.85,0.34,1.48,3.65,29,35,64,25,105,37,75,0,-7,54.7,56.7,-2.0,5.4,1.8,7.1,3,0,3,0.0,tkachbr01
135,Brandon Baddock,26,MTL,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,baddobr01
136,Brandon Biro,23,BUF,F,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.0,0.0,0.0,0,,,,birobr01
137,Brandon Carlo,25,BOS,D,79,6,0.08,0.11,0.19,0.07,0.39,1.58,6,9,15,6,52,1,71,22,2,56.6,48.0,8.6,0.1,3.8,3.9,0,,,,carlobr01
138,Brandon Duhaime,24,MIN,RW,80,6,0.08,0.14,0.21,0.08,1.53,1.14,6,10,16,6,30,0,36,4,-2,26.5,26.8,-0.3,0.0,0.5,0.4,0,,,,duhaibr01
139,Brandon Hagel,23,TOT,LW,77,18,0.32,0.25,0.57,0.24,0.40,1.62,24,18,42,18,71,18,80,9,-18,42.9,48.9,-6.0,3.1,1.0,4.0,0,,,,hagelbr01
139,Brandon Hagel,23,CHI,LW,55,15,0.38,0.29,0.67,0.28,0.42,1.71,20,15,35,15,59,18,62,7,-14,28.3,35.1,-6.8,2.8,0.8,3.7,0,,,,hagelbr01
139,Brandon Hagel,23,TBL,LW,22,3,0.18,0.14,0.32,0.14,0.36,1.41,4,3,7,3,12,0,18,2,-4,14.6,13.8,0.8,0.2,0.2,0.4,0,,,,hagelbr01
140,Brandon Montour,27,FLA,D,81,13,0.14,0.32,0.46,0.16,0.59,1.89,11,25,36,13,87,13,66,7,15,71.3,52.8,18.5,2.8,2.7,5.5,0,,,,montobr01
141,Brandon Saad,29,STL,LW,78,19,0.31,0.32,0.63,0.25,0.13,2.03,23,24,47,19,83,25,54,7,11,43.4,45.6,-2.2,3.4,1.6,5.0,0,,,,saadbr01
142,Brandon Tanev,30,SEA,LW,30,6,0.30,0.20,0.50,0.21,0.43,1.70,9,6,15,7,19,2,17,4,4,14.3,13.1,1.2,1.1,0.7,1.8,0,,,,tanevbr01
143,Brayden McNabb,31,VEG,D,69,6,0.04,0.22,0.26,0.08,0.61,1.23,3,14,17,5,59,0,75,26,10,52.7,47.0,5.7,0.4,3.4,3.8,0,,,,mcnabbr01
144,Brayden Pachal,22,VEG,D,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,2,0,-2,1.4,0.5,0.9,0.0,-0.1,-0.1,0,,,,pachabr01
145,Brayden Point,25,TBL,C,66,23,0.42,0.45,0.88,0.35,0.50,2.67,27,29,56,23,112,41,76,0,-5,53.0,46.1,6.9,4.7,1.1,5.8,5,2,3,40.0,pointbr01
146,Brayden Schenn,30,STL,C,62,22,0.39,0.55,0.94,0.35,0.53,1.79,23,32,55,21,93,27,48,3,21,38.0,42.6,-4.6,4.7,1.8,6.5,1,0,1,0.0,schenbr01
147,Brayden Tracey,20,ANA,LW,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.3,0.6,-0.3,0.0,0.0,-0.1,0,,,,tracebr01
148,Brendan Gallagher,29,MTL,RW,56,8,0.13,0.30,0.43,0.15,1.23,2.54,7,16,23,8,45,9,43,0,-7,32.5,34.0,-1.5,0.7,0.7,1.4,0,,,,gallabr01
149,Brendan Gaunce,27,CBJ,C,30,3,0.17,0.07,0.23,0.11,0.40,1.47,5,2,7,3,11,0,9,0,2,11.4,10.3,1.1,0.5,0.3,0.8,0,,,,gauncbr01
150,Brendan Guhle,24,ANA,D,6,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,5,0,5,0,0,3.5,3.8,-0.4,-0.1,0.2,0.1,0,,,,guhlebr01
151,Brendan Lemieux,25,LAK,LW,50,6,0.16,0.10,0.26,0.12,1.94,1.30,8,5,13,6,23,0,23,1,1,25.3,18.3,7.0,0.6,0.7,1.3,0,,,,lemiebr01
152,Brendan Perlini,25,EDM,LW,23,2,0.17,0.04,0.22,0.11,0.26,1.04,4,1,5,2,6,0,8,0,-2,4.8,7.4,-2.5,0.3,0.1,0.4,0,,,,perlibr01
153,Brendan Smith,32,CAR,D,45,3,0.09,0.09,0.18,0.07,0.80,1.40,4,4,8,3,25,0,24,5,6,25.3,19.7,5.5,0.4,1.9,2.2,0,,,,smithbr05
154,Brenden Dillon,31,WPG,D,79,6,0.04,0.22,0.25,0.08,0.85,1.08,3,16,19,6,69,0,79,26,16,61.3,63.6,-2.3,0.4,4.1,4.5,0,,,,dillobr01
155,Brent Burns,36,SJS,D/RW,82,17,0.12,0.54,0.66,0.21,0.51,2.48,10,42,52,17,115,28,127,25,-15,65.8,75.0,-9.2,3.5,5.0,8.5,0,,,,burnsbr01
156,Brett Connolly,29,CHI,RW,9,0,0.00,0.11,0.11,0.03,1.67,0.67,0,1,1,0,2,1,4,0,-3,2.1,4.0,-2.0,-0.1,0.0,-0.1,0,,,,connobr01
157,Brett Howden,23,VEG,C,47,8,0.19,0.23,0.43,0.17,0.26,0.83,9,10,19,8,27,0,21,3,9,19.8,18.4,1.4,1.5,0.8,2.3,0,,,,howdebr01
158,Brett Kulak,28,TOT,D,74,7,0.07,0.22,0.28,0.10,0.61,1.24,5,15,20,7,57,0,69,8,-4,52.3,48.4,3.9,0.9,2.3,3.2,0,,,,kulakbr01
158,Brett Kulak,28,MTL,D,56,4,0.05,0.18,0.23,0.08,0.59,1.13,3,9,12,4,39,0,55,6,-10,38.0,37.8,0.2,0.3,1.3,1.6,0,,,,kulakbr01
158,Brett Kulak,28,EDM,D,18,3,0.11,0.33,0.44,0.15,0.67,1.61,2,6,8,3,18,0,14,2,6,14.3,10.6,3.7,0.6,1.0,1.6,0,,,,kulakbr01
159,Brett Leason,22,WSH,RW,36,2,0.08,0.08,0.17,0.07,0.11,1.25,3,3,6,2,10,0,9,0,1,13.1,10.9,2.2,0.0,0.4,0.4,0,,,,leasobr01
160,Brett Murray,23,BUF,LW,19,2,0.11,0.21,0.32,0.12,1.21,0.74,2,4,6,2,9,1,11,0,-3,6.2,8.2,-2.0,0.1,0.2,0.3,0,,,,murrabr02
161,Brett Pesce,27,CAR,D,70,9,0.10,0.30,0.40,0.13,0.56,2.11,7,20,27,9,71,3,78,15,5,57.2,55.4,1.8,1.5,3.8,5.3,0,,,,pescebr01
162,Brett Ritchie,28,CGY,RW,41,2,0.07,0.02,0.10,0.05,0.71,1.34,3,1,4,2,14,1,19,0,-6,16.5,14.9,1.6,-0.4,0.2,-0.3,0,,,,ritchbr01
163,Brett Seney,25,TOR,LW,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,0,0,0,0.2,0.8,-0.6,0.0,0.0,0.0,0,,,,seneybr01
164,Brian Boyle,37,PIT,C,66,9,0.17,0.15,0.32,0.13,0.41,1.32,11,9,20,8,27,0,38,17,6,22.5,21.8,0.6,1.1,1.0,2.1,0,,,,boylebr01
165,Brian Dumoulin,30,PIT,D,76,6,0.04,0.20,0.24,0.07,0.32,1.20,3,14,17,5,82,0,74,16,24,65.9,66.2,-0.2,0.0,5.2,5.2,0,,,,dumoubr01
166,Brian Elliott,36,TBL,G,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,63,17,43,10,0,39.0,31.0,,0.0,0.0,3.0,0,,,,elliobr01
167,Brock Boeser,24,VAN,RW,71,19,0.32,0.32,0.65,0.27,0.28,2.75,22,22,44,18,83,37,51,0,-5,41.0,40.5,0.5,3.1,1.4,4.4,3,1,2,33.3,boesebr01
168,Brock McGinn,27,PIT,LW,64,9,0.19,0.16,0.34,0.14,0.22,1.55,12,9,21,9,31,0,43,12,0,31.3,32.4,-1.1,0.6,1.1,1.6,1,0,1,0.0,mcginbr01
169,Brock Nelson,30,NYI,C,72,26,0.51,0.31,0.82,0.37,0.46,2.38,36,21,57,25,83,24,68,4,-5,52.3,51.0,1.3,5.9,1.6,7.5,4,0,4,0.0,nelsobr01
170,Bryan Rust,29,PIT,RW,60,22,0.40,0.57,0.97,0.36,0.23,3.00,23,32,55,21,91,34,55,5,7,44.9,42.3,2.7,4.7,1.5,6.2,4,3,1,75.0,rustbr01
171,Bryce Kindopp,22,ANA,F,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,0,0,0,0.1,0.2,-0.1,0.0,0.0,0.0,0,,,,kindobr01
172,Buddy Robinson,30,ANA,RW,32,2,0.03,0.16,0.19,0.06,0.59,1.19,1,5,6,2,8,0,7,1,2,11.7,11.9,-0.2,-0.1,0.5,0.3,0,,,,robinbu01
173,C.J. Smith,27,CAR,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.1,1.0,-0.9,0.0,0.0,-0.1,0,,,,smithcj01
174,C.J. Suess,27,WPG,LW,3,0,0.00,0.00,0.00,0.00,0.67,0.00,0,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.0,0.0,0.0,0,,,,frankcl01
175,Cal Clutterbuck,34,NYI,RW,59,6,0.10,0.15,0.25,0.10,0.17,1.25,6,9,15,6,18,0,40,16,-6,20.0,25.8,-5.9,-0.3,0.9,0.7,0,,,,cluttca01
176,Cale Fleury,23,SEA,D,9,0,0.00,0.00,0.00,0.00,0.00,0.44,0,0,0,0,4,0,8,1,-3,5.2,5.0,0.1,-0.2,0.1,-0.1,0,,,,fleurca01
177,Cale Makar,23,COL,D,77,31,0.36,0.75,1.12,0.40,0.34,3.12,27,55,82,30,163,51,75,11,48,72.9,57.8,15.1,8.5,6.8,15.3,1,1,0,100.0,makarca01
178,Caleb Jones,24,CHI,D,51,5,0.10,0.20,0.29,0.10,0.35,1.12,5,9,14,5,37,2,40,2,-3,30.2,31.1,-0.9,0.9,2.0,2.9,0,,,,jonesca01
179,Calen Addison,21,MIN,D,15,2,0.13,0.13,0.27,0.11,0.13,1.13,2,2,4,2,12,1,15,0,-4,9.8,6.9,3.0,0.3,0.0,0.3,0,,,,addisca01
180,Callan Foote,23,TBL,D,56,3,0.04,0.13,0.16,0.05,0.52,0.88,2,7,9,3,36,0,31,1,6,31.5,29.9,1.6,0.2,1.9,2.1,0,,,,footeca01
181,Calle Järnkrok,30,TOT,C,66,11,0.18,0.27,0.45,0.17,0.09,1.53,12,17,29,11,49,11,64,12,-14,32.3,30.5,1.7,1.1,0.9,1.9,0,,,,jarnkca01
181,Calle Järnkrok,30,SEA,C,49,10,0.24,0.29,0.53,0.21,0.04,1.67,12,13,25,10,37,8,55,11,-15,23.4,22.8,0.6,1.3,0.6,1.9,1,0,1,0.0,jarnkca01
181,Calle Järnkrok,30,CGY,C,17,1,0.00,0.24,0.24,0.06,0.24,1.12,0,4,4,1,12,3,9,1,1,8.9,7.7,1.1,-0.3,0.3,0.0,0,,,,jarnkca01
182,Calle Rosén,27,STL,D,18,2,0.11,0.28,0.39,0.13,0.22,1.00,2,5,7,2,13,0,16,1,-2,13.6,10.6,3.0,0.5,0.3,0.8,0,,,,rosenca01
183,Calvin de Haan,30,CHI,D,69,3,0.06,0.06,0.12,0.05,0.48,1.55,4,4,8,3,40,0,80,19,-21,45.2,49.9,-4.7,-0.5,1.9,1.4,0,,,,dehaaca01
184,Calvin Petersen,27,LAK,G,37,0,0.00,0.00,0.00,0.00,0.05,0.00,0,0,0,0,104,17,105,23,0,75.9,71.5,,0.0,0.0,4.3,0,,,,peterca01
185,Calvin Pickard,29,DET,G,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,9,3,9,4,,5.2,4.5,,0.0,0.0,0.2,0,,,,pickaca01
186,Cam Atkinson,32,PHI,RW,73,20,0.32,0.37,0.68,0.27,0.14,2.95,22,26,48,19,74,12,85,21,-2,38.1,42.9,-4.8,3.4,1.7,5.1,3,0,3,0.0,atkinca01
187,Cam Dineen,23,ARI,D,34,2,0.00,0.21,0.21,0.06,0.12,1.53,0,7,7,2,15,1,34,4,-16,18.2,24.1,-5.9,0.0,0.1,0.1,0,,,,dineeca01
188,Cam Fowler,30,ANA,D,76,14,0.12,0.43,0.55,0.18,0.18,1.63,9,31,40,13,95,25,108,29,-9,61.9,57.9,4.0,2.6,4.0,6.6,0,,,,fowleca01
189,Cam Talbot,34,MIN,G,49,0,0.00,0.02,0.02,0.01,0.04,0.00,0,1,1,0,162,25,132,33,0,101.4,88.8,,0.0,0.0,8.9,0,,,,talboca01
190,Cameron Hillis,21,MTL,C,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,0,0,0,0.4,0.7,-0.3,0.0,0.0,0.0,0,,,,hillica01
191,Cameron York,21,PHI,D,30,4,0.10,0.23,0.33,0.12,0.20,1.10,3,7,10,4,25,6,36,3,-14,18.1,21.6,-3.6,0.6,0.3,0.8,0,,,,yorkca01
192,Carey Price,34,MTL,G,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,16,1,18,2,0,15.1,12.1,,0.0,0.0,0.4,0,,,,priceca01
193,Carl Dahlström,27,TOR,D,3,1,0.00,0.67,0.67,0.18,0.67,1.33,0,2,2,1,2,0,0,0,2,1.8,1.0,0.8,0.1,0.2,0.4,0,,,,dahlsca01
194,Carl Grundström,24,LAK,RW,54,7,0.17,0.11,0.28,0.12,0.48,1.54,9,6,15,7,20,0,16,0,4,19.9,22.7,-2.8,0.7,0.9,1.6,0,,,,grundca01
195,Carl Hagelin,33,WSH,LW,53,5,0.06,0.21,0.26,0.09,0.38,1.34,3,10,13,4,28,0,29,11,10,27.1,24.7,2.3,-0.4,1.2,0.8,0,,,,hagelca01
196,Carson Meyer,24,CBJ,RW,13,1,0.08,0.15,0.23,0.08,0.46,1.00,1,2,3,1,3,0,3,0,0,3.8,4.8,-1.1,0.1,0.1,0.2,0,,,,meyerca01
197,Carson Soucy,27,SEA,D,64,8,0.16,0.17,0.33,0.13,0.73,1.52,10,10,20,8,57,5,59,14,7,40.2,35.7,4.5,1.6,3.1,4.7,0,,,,soucyca01
198,Carter Hart,23,PHI,G,45,0,0.00,0.02,0.02,0.01,0.00,0.00,0,1,1,0,104,12,137,31,0,83.9,92.7,,0.0,0.0,7.7,0,,,,hartca01
199,Carter Hutton,36,ARI,G,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,5,2,15,4,0,4.2,4.7,,0.0,0.0,-0.7,0,,,,huttoca01
200,Carter Rowney,32,DET,RW,26,3,0.15,0.08,0.23,0.10,0.00,0.58,4,2,6,3,12,0,18,2,-4,6.7,9.5,-2.8,0.2,0.2,0.4,0,,,,rowneca01
201,Carter Verhaeghe,26,FLA,C,78,21,0.31,0.40,0.71,0.27,0.62,2.14,23,29,52,20,77,6,50,3,24,67.2,45.8,21.4,4.1,1.7,5.8,0,,,,verhaca01
202,Casey Cizikas,30,NYI,C,74,7,0.14,0.08,0.22,0.10,0.65,1.23,10,6,16,7,28,0,44,14,-3,23.6,35.6,-11.9,-0.3,1.3,1.0,0,,,,cizikca01
203,Casey DeSmith,30,PIT,G,26,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,72,14,66,14,0,53.3,51.6,,0.0,0.0,4.8,0,,,,desmica01
204,Casey Fitzgerald,24,BUF,D,36,2,0.00,0.17,0.17,0.05,1.00,1.14,0,6,6,2,20,0,44,5,-19,21.9,25.5,-3.6,-0.2,0.1,-0.1,0,,,,fitzgca01
205,Casey Mittelstadt,23,BUF,C,40,7,0.15,0.33,0.48,0.17,0.10,1.98,6,12,18,7,32,12,37,3,-14,20.4,22.8,-2.4,0.7,0.3,1.0,2,0,2,0.0,mitteca01
206,Cayden Primeau,22,MTL,G,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,15,3,40,7,0,17.9,21.9,,0.0,0.0,0.5,0,,,,primeca01
207,Cédric Paquette,28,MTL,C,24,1,0.00,0.08,0.08,0.02,1.04,0.67,0,2,2,1,3,0,21,12,-6,6.4,6.1,0.3,-0.4,0.0,-0.4,0,,,,paquece01
208,Chad Ruhwedel,31,PIT,D,78,5,0.05,0.12,0.17,0.06,0.18,1.05,4,9,13,5,48,0,59,13,2,51.5,40.0,11.5,0.1,2.6,2.8,0,,,,ruhwech01
209,Chandler Stephenson,27,VEG,C,79,23,0.27,0.54,0.81,0.30,0.33,1.58,20,41,61,22,100,22,89,16,5,61.2,48.8,12.3,4.1,1.8,5.9,4,0,4,0.0,stephch02
210,Charlie Coyle,29,BOS,C/RW,82,16,0.20,0.34,0.54,0.20,0.39,1.60,15,27,42,16,73,17,78,16,-6,51.1,41.3,9.8,1.8,1.6,3.4,4,2,2,50.0,coylech01
211,Charlie Lindgren,28,STL,G,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,19,5,5,0,0,10.4,7.5,,0.0,0.0,1.3,0,,,,lindgch01
212,Charlie McAvoy,24,BOS,D,78,18,0.13,0.59,0.72,0.23,0.85,2.13,10,44,54,17,127,36,77,17,31,81.1,51.5,29.6,4.0,6.8,10.8,1,0,1,0.0,mcavoch01
213,Chase De Leo,26,NJD,C,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.5,0.1,0.3,0.0,0.0,-0.1,0,,,,deleoch01
214,Chase Pearson,24,DET,C,3,0,0.00,0.00,0.00,0.00,0.00,0.67,0,0,0,0,1,0,1,0,0,0.9,0.8,0.1,-0.1,0.0,0.0,0,,,,pearsch01
215,Chase Priskie,25,FLA,D,4,0,0.00,0.00,0.00,0.00,0.50,1.00,0,0,0,0,4,0,2,0,2,3.1,3.0,0.1,-0.1,0.2,0.1,0,,,,priskch01
216,Chris Driedger,27,SEA,G,27,0,0.00,0.00,0.00,0.00,0.15,0.00,0,0,0,0,70,7,73,22,0,45.1,49.6,,0.0,0.0,3.4,0,,,,driedch01
217,Chris Kreider,30,NYR,LW,81,35,0.64,0.31,0.95,0.43,0.30,3.19,51,24,75,34,118,52,62,15,19,48.6,44.8,3.8,8.1,2.6,10.8,3,1,2,33.3,kreidch01
218,Chris Tanev,32,CGY,D,82,9,0.07,0.27,0.34,0.11,0.27,1.07,6,21,27,9,85,0,78,28,35,62.3,51.2,11.2,1.2,5.7,6.9,0,,,,tanevch01
219,Chris Tierney,27,OTT,C,70,7,0.09,0.17,0.26,0.09,0.20,1.03,6,11,17,6,31,8,36,1,-12,29.1,32.4,-3.3,-0.1,0.7,0.7,0,,,,tiernch01
220,Chris Wagner,30,BOS,C,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,1,0,-1,0.3,0.6,-0.3,0.0,0.0,-0.1,0,,,,wagnech01
221,Chris Wideman,32,MTL,D,64,8,0.06,0.36,0.42,0.13,1.05,1.19,4,22,26,8,49,20,54,0,-25,30.6,33.4,-2.8,1.8,0.1,1.9,0,,,,widemch01
222,Christian Dvorak,25,MTL,C,56,12,0.20,0.39,0.59,0.21,0.43,1.55,11,21,32,12,52,15,65,9,-19,28.4,35.6,-7.2,1.6,0.5,2.0,1,0,1,0.0,dvorach01
223,Christian Fischer,24,ARI,RW,53,4,0.09,0.09,0.19,0.08,0.26,1.43,5,5,10,4,14,2,32,5,-15,19.9,28.5,-8.6,-0.5,0.3,-0.2,0,,,,fischch01
224,Christián Jaroš,25,NJD,D,11,0,0.00,0.00,0.00,0.00,0.18,0.82,0,0,0,0,2,0,6,0,-4,4.7,4.2,0.6,-0.1,0.0,-0.2,0,,,,jarosch01
225,Christian Wolanin,26,TOT,D,9,1,0.11,0.11,0.22,0.09,0.22,0.56,1,1,2,1,4,0,6,1,-1,4.7,5.7,-1.0,0.1,0.2,0.4,0,,,,wolanch01
225,Christian Wolanin,26,LAK,D,8,1,0.13,0.13,0.25,0.10,0.25,0.63,1,1,2,1,4,0,4,1,1,4.5,5.2,-0.8,0.1,0.4,0.5,0,,,,wolanch01
225,Christian Wolanin,26,BUF,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,0,-2,0.3,0.5,-0.2,0.0,-0.1,-0.1,0,,,,wolanch01
226,Clark Bishop,25,OTT,C,9,0,0.00,0.11,0.11,0.03,0.67,0.89,0,1,1,0,1,0,4,0,-3,2.2,3.9,-1.7,-0.1,0.0,-0.1,0,,,,bishocl01
227,Claude Giroux,34,TOT,C/LW,75,23,0.28,0.59,0.87,0.31,0.35,2.73,20,42,62,22,90,31,76,12,-5,53.4,40.7,12.8,4.4,1.5,5.9,0,,,,giroucl01
227,Claude Giroux,34,PHI,C/LW,57,16,0.32,0.42,0.74,0.29,0.35,2.70,17,23,40,16,59,16,63,8,-12,37.2,33.3,3.9,2.8,1.0,3.8,4,0,4,0.0,giroucl01
227,Claude Giroux,34,FLA,C/LW,18,7,0.17,1.11,1.28,0.39,0.33,2.83,3,19,22,7,31,15,13,4,7,16.2,7.4,8.8,1.6,0.5,2.0,1,0,1,0.0,giroucl01
228,Clayton Keller,23,ARI,C,67,25,0.42,0.52,0.94,0.37,0.42,2.64,27,33,60,24,86,18,74,9,3,41.4,51.3,-9.9,5.0,1.7,6.7,5,0,5,0.0,kellecl01
229,Cody Ceci,28,EDM,D,78,9,0.06,0.29,0.36,0.11,0.18,1.31,5,22,27,9,74,0,89,23,8,64.6,58.9,5.7,1.2,3.6,4.7,0,,,,cecico01
230,Cody Eakin,30,BUF,C,69,4,0.06,0.12,0.17,0.06,0.32,1.07,4,8,12,4,25,2,52,14,-15,24.9,35.4,-10.5,-1.0,0.7,-0.4,0,,,,eakinco01
231,Cody Glass,22,NSH,C,8,0,0.00,0.13,0.13,0.03,0.00,1.13,0,1,1,0,2,1,1,0,0,3.8,3.8,0.0,-0.2,0.1,-0.1,0,,,,glassco01
232,Cole Caufield,21,MTL,RW,67,18,0.34,0.30,0.64,0.27,0.15,2.81,22,19,41,17,65,17,72,0,-24,38.6,48.3,-9.7,3.3,0.5,3.7,5,2,3,40.0,caufico01
233,Cole Perfetti,20,WPG,C,18,2,0.11,0.28,0.39,0.14,0.00,1.17,2,5,7,2,8,1,6,0,1,10.0,9.4,0.5,0.2,0.3,0.5,0,,,,perfeco01
