,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
Rk,Player,Age,Tm,Pos,GP,GC,G,A,PTS,GC,PIM,S,G,A,PTS,GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.,-9999
101,Blake Pietila,25,NJD,LW,19,0,0.00,0.05,0.05,0.01,0.32,1.16,0,1,1,0,4,0,11,0,-7,6.3,8.8,-2.5,-0.6,0.1,-0.5,0,,,,pietibl01
102,Blake Wheeler,32,WPG,RW,82,30,0.24,0.87,1.11,0.37,0.73,2.82,20,71,91,30,124,45,94,15,0,53.2,59.6,-6.3,6.4,1.8,8.2,1,0,1,0.0,wheelbl01
103,Bo Horvat,23,VAN,C,82,24,0.33,0.41,0.74,0.30,0.40,2.77,27,34,61,24,98,33,76,6,-4,57.4,61.2,-3.8,4.2,2.0,6.2,6,0,6,0.0,horvabo01
104,Bobby Ryan,31,OTT,LW,78,15,0.19,0.35,0.54,0.20,0.45,2.05,15,27,42,16,66,24,71,0,-29,41.7,49.3,-7.6,2.2,0.3,2.5,1,0,1,0.0,ryanbo01
105,Bogdan Kiselevich,28,FLA,D,32,2,0.00,0.25,0.25,0.07,0.38,0.44,0,8,8,2,14,0,18,1,-3,17.4,13.8,3.7,0.2,0.8,1.0,0,,,,kiselbo01
106,Boo Nieves,25,NYR,C,43,4,0.09,0.14,0.23,0.09,0.19,0.79,4,6,10,4,13,0,20,3,-4,13.2,18.1,-4.9,0.3,0.3,0.6,0,,,,nievecr01
107,Boone Jenner,25,CBJ,C,77,15,0.21,0.29,0.49,0.19,0.55,2.21,16,22,38,15,65,9,64,15,6,47.1,48.2,-1.1,1.9,1.7,3.6,0,,,,jennebo01
108,Brad Hunt,30,TOT,D,42,5,0.12,0.17,0.29,0.11,0.19,1.79,5,7,12,5,28,12,18,0,-2,24.0,18.3,5.8,1.0,1.5,2.4,0,,,,huntbr01
108,Brad Hunt,30,MIN,D,29,2,0.10,0.07,0.17,0.07,0.21,1.62,3,2,5,2,15,7,13,0,-5,15.7,13.1,2.6,0.3,0.8,1.1,0,,,,huntbr01
108,Brad Hunt,30,VEG,D,13,3,0.15,0.38,0.54,0.19,0.15,2.15,2,5,7,2,13,5,5,0,3,8.3,5.2,3.2,0.7,0.6,1.3,0,,,,huntbr01
109,Brad Malone,29,EDM,C/LW,16,0,0.00,0.00,0.00,0.00,0.25,0.81,0,0,0,0,1,0,4,3,0,2.6,3.9,-1.3,-0.4,0.2,-0.2,0,,,,malonbr01
110,Brad Marchand,30,BOS,LW,79,37,0.46,0.81,1.27,0.46,1.22,2.92,36,64,100,37,134,52,79,12,15,53.5,48.4,5.0,9.2,2.5,11.7,5,1,4,20.0,marchbr03
111,Brad Richardson,33,ARI,C,66,13,0.29,0.12,0.41,0.20,0.33,1.94,19,8,27,13,43,0,46,9,6,33.5,30.8,2.7,1.8,1.8,3.7,0,,,,richabr02
112,Braden Holtby,29,WSH,G,59,1,0.00,0.03,0.03,0.01,0.03,0.00,0,2,2,1,189,37,160,40,0,111.7,127.0,,0.0,0.0,10.2,0,,,,holtbbr01
113,Brady Keeper,22,FLA,D,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,1,0,0,0,1,0.5,0.1,0.5,0.0,0.1,0.1,0,,,,keepebr01
114,Brady Skjei,24,NYR,D,78,9,0.10,0.22,0.32,0.11,0.56,1.62,8,17,25,9,69,1,90,18,-4,58.4,67.7,-9.4,1.3,3.2,4.5,0,,,,skjeibr01
115,Brady Tkachuk,19,OTT,LW,71,18,0.31,0.32,0.63,0.25,1.06,3.01,22,23,45,18,67,17,60,0,-10,45.7,40.2,5.5,3.5,0.9,4.4,0,,,,tkachbr01
116,Brandon Carlo,22,BOS,D,72,3,0.03,0.11,0.14,0.04,0.65,1.61,2,8,10,3,56,1,59,26,22,50.9,44.0,6.9,-0.6,5.0,4.3,0,,,,carlobr01
117,Brandon Davidson,27,CHI,D,10,0,0.00,0.10,0.10,0.03,1.50,0.70,0,1,1,0,3,0,8,1,-4,4.9,6.3,-1.4,-0.1,-0.1,-0.2,0,,,,davidbr01
118,Brandon Dubinsky,32,CBJ,C,61,6,0.10,0.13,0.23,0.09,0.59,1.03,6,8,14,5,20,0,41,5,-16,24.7,27.0,-2.4,-0.1,0.2,0.2,0,,,,dubinbr01
119,Brandon Gignac,21,NJD,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,2,0,-2,0.2,1.2,-1.1,0.0,-0.1,-0.1,0,,,,gignabr01
120,Brandon Manning,28,TOT,D,39,2,0.05,0.05,0.10,0.04,0.64,0.85,2,2,4,2,20,0,49,14,-15,16.2,24.2,-7.9,-0.1,-0.2,-0.3,0,,,,mannibr01
120,Brandon Manning,28,CHI,D,27,1,0.04,0.07,0.11,0.04,0.78,0.85,1,2,3,1,12,0,38,12,-14,11.5,17.1,-5.6,-0.1,-0.4,-0.6,0,,,,mannibr01
120,Brandon Manning,28,EDM,D,12,1,0.08,0.00,0.08,0.05,0.33,0.83,1,0,1,1,8,0,11,2,-1,4.7,7.0,-2.3,0.0,0.3,0.3,0,,,,mannibr01
121,Brandon Montour,24,TOT,D,82,12,0.10,0.33,0.43,0.14,0.68,2.21,8,27,35,12,68,8,95,15,-20,61.9,69.8,-7.9,2.1,3.2,5.3,0,,,,montobr01
121,Brandon Montour,24,ANA,D,62,8,0.08,0.32,0.40,0.13,0.65,2.03,5,20,25,8,49,5,74,14,-16,44.2,52.3,-8.2,1.3,2.4,3.7,0,,,,montobr01
121,Brandon Montour,24,BUF,D,20,4,0.15,0.35,0.50,0.18,0.80,2.75,3,7,10,4,19,3,21,1,-4,17.7,17.4,0.3,0.8,0.8,1.6,0,,,,montobr01
122,Brandon Pirri,27,VEG,C,31,8,0.39,0.19,0.58,0.27,0.19,2.65,12,6,18,8,27,5,16,0,7,18.5,12.9,5.6,1.8,0.8,2.6,2,0,2,0.0,pirribr01
123,Brandon Saad,26,CHI,LW,80,19,0.29,0.30,0.59,0.23,0.15,2.44,23,24,47,19,71,9,88,17,-9,52.9,55.7,-2.9,3.0,0.9,3.9,0,,,,saadbr01
124,Brandon Sutter,29,VAN,C/RW,26,3,0.15,0.08,0.23,0.11,0.23,1.65,4,2,6,3,12,1,26,3,-12,8.4,18.0,-9.6,-0.2,0.1,-0.1,0,,,,suttebr03
125,Brandon Tanev,27,WPG,LW,80,12,0.18,0.19,0.36,0.15,0.51,1.59,14,15,29,12,37,0,45,16,9,33.8,34.9,-1.0,1.2,1.5,2.7,0,,,,tanevbr01
126,Brayden McNabb,28,VEG,D,81,6,0.05,0.15,0.20,0.07,0.64,1.04,4,12,16,5,70,0,90,31,11,65.1,56.7,8.4,0.1,4.2,4.3,0,,,,mcnabbr01
127,Brayden Point,22,TBL,C,79,36,0.52,0.65,1.16,0.45,0.35,2.42,41,51,92,36,140,60,53,0,27,62.2,57.9,4.3,9.1,2.3,11.4,6,0,6,0.0,pointbr01
128,Brayden Schenn,27,STL,C,72,19,0.24,0.51,0.75,0.27,0.56,2.21,17,37,54,19,82,21,63,5,3,62.6,44.7,17.9,3.4,1.8,5.2,1,0,1,0.0,schenbr01
129,Braydon Coburn,33,TBL,D,74,7,0.05,0.26,0.31,0.10,0.46,1.53,4,19,23,7,52,0,60,12,4,50.5,45.9,4.6,1.2,2.1,3.4,0,,,,coburbr01
130,Brendan Gallagher,26,MTL,RW,82,23,0.40,0.23,0.63,0.28,0.60,3.68,33,19,52,23,81,16,56,0,10,61.2,46.4,14.7,4.7,1.8,6.5,0,,,,gallabr01
131,Brendan Gaunce,24,VAN,C,3,1,0.33,0.67,1.00,0.37,0.00,0.67,1,2,3,1,4,0,1,0,3,0.8,0.9,-0.2,0.3,0.1,0.5,0,,,,gauncbr01
132,Brendan Guhle,21,TOT,D,8,0,0.00,0.13,0.13,0.03,0.50,1.88,0,1,1,0,2,0,4,0,-2,4.8,4.6,0.3,0.0,0.2,0.1,0,,,,guhlebr01
132,Brendan Guhle,21,ANA,D,6,0,0.00,0.17,0.17,0.05,0.33,2.33,0,1,1,0,1,0,4,0,-3,4.6,3.1,1.5,0.0,0.0,0.0,0,,,,guhlebr01
132,Brendan Guhle,21,BUF,D,2,0,0.00,0.00,0.00,0.00,1.00,0.50,0,0,0,0,1,0,0,0,1,0.2,1.5,-1.2,0.0,0.1,0.1,0,,,,guhlebr01
133,Brendan Leipsic,24,TOT,LW,62,8,0.11,0.26,0.37,0.13,0.39,1.48,7,16,23,8,36,11,39,0,-14,22.9,26.0,-3.1,0.7,0.6,1.3,0,,,,leipsbr01
133,Brendan Leipsic,24,LAK,LW,45,6,0.11,0.29,0.40,0.14,0.49,1.24,5,13,18,6,29,9,24,0,-4,16.8,17.5,-0.7,0.6,0.7,1.3,0,,,,leipsbr01
133,Brendan Leipsic,24,VAN,LW,17,2,0.12,0.18,0.29,0.11,0.12,2.12,2,3,5,2,7,2,15,0,-10,6.1,8.4,-2.3,0.1,-0.1,0.0,1,0,1,0.0,leipsbr01
134,Brendan Lemieux,22,TOT,LW,63,8,0.19,0.08,0.27,0.12,1.71,1.06,12,5,17,8,27,1,20,0,6,22.6,25.5,-2.9,1.3,0.9,2.2,0,,,,lemiebr01
134,Brendan Lemieux,22,WPG,LW,44,5,0.20,0.05,0.25,0.12,1.45,0.84,9,2,11,5,18,0,8,0,10,12.8,13.2,-0.4,1.1,0.7,1.8,0,,,,lemiebr01
134,Brendan Lemieux,22,NYR,LW,19,2,0.16,0.16,0.32,0.13,2.32,1.58,3,3,6,2,9,1,12,0,-4,9.9,12.4,-2.5,0.2,0.1,0.4,0,,,,lemiebr01
135,Brendan Perlini,22,TOT,LW,68,9,0.21,0.10,0.31,0.14,0.41,1.72,14,7,21,10,29,5,41,0,-17,27.2,37.3,-10.1,1.3,0.2,1.5,0,,,,perlibr01
135,Brendan Perlini,22,CHI,LW,46,7,0.26,0.07,0.33,0.16,0.43,1.67,12,3,15,7,17,0,29,0,-12,16.2,26.3,-10.0,1.3,0.0,1.3,0,,,,perlibr01
135,Brendan Perlini,22,ARI,LW,22,2,0.09,0.18,0.27,0.10,0.36,1.82,2,4,6,2,12,5,12,0,-5,11.0,11.0,-0.1,0.0,0.3,0.3,0,,,,perlibr01
136,Brendan Smith,29,NYR,D,63,5,0.06,0.14,0.21,0.07,1.13,1.05,4,9,13,5,24,0,43,12,-7,35.4,38.2,-2.7,0.5,1.5,2.0,0,,,,smithbr05
137,Brenden Dillon,28,SJS,D,82,6,0.01,0.26,0.27,0.07,0.74,0.87,1,21,22,6,72,0,59,7,19,66.2,48.6,17.5,0.5,4.0,4.5,0,,,,dillobr01
138,Brent Burns,33,SJS,D/RW,82,26,0.20,0.82,1.01,0.32,0.41,3.66,16,67,83,27,142,39,106,16,13,78.6,70.2,8.3,7.3,4.7,12.0,0,,,,burnsbr01
139,Brent Seabrook,33,CHI,D,78,9,0.06,0.29,0.36,0.11,0.53,2.12,5,23,28,9,66,12,89,29,-6,48.6,59.2,-10.6,1.5,1.7,3.2,0,,,,seabrbr01
140,Brett Connolly,26,WSH,RW,81,18,0.27,0.30,0.57,0.22,0.30,1.72,22,24,46,19,63,6,43,0,13,45.7,44.3,1.4,3.7,1.5,5.2,0,,,,connobr01
141,Brett Howden,20,NYR,C,66,8,0.09,0.26,0.35,0.12,0.21,1.12,6,17,23,8,40,6,57,8,-16,32.1,44.7,-12.6,0.2,0.6,0.7,0,,,,howdebr01
142,Brett Kulak,25,MTL,D,57,6,0.11,0.19,0.30,0.11,0.54,1.79,6,11,17,6,53,0,46,5,12,46.6,35.5,11.0,1.1,2.9,3.9,0,,,,kulakbr01
143,Brett Pesce,24,CAR,D,73,10,0.10,0.30,0.40,0.14,0.33,1.34,7,22,29,10,76,1,60,20,35,61.8,44.7,17.1,1.8,6.1,7.9,0,,,,pescebr01
144,Brett Ritchie,25,DAL,RW,53,3,0.08,0.04,0.11,0.05,1.08,1.08,4,2,6,3,12,2,17,0,-7,13.8,19.6,-5.8,-0.4,0.5,0.1,0,,,,ritchbr01
145,Brett Seney,22,NJD,LW,51,5,0.10,0.16,0.25,0.10,0.61,0.96,5,8,13,5,17,1,30,0,-14,17.4,24.4,-7.1,0.4,0.2,0.6,0,,,,seneybr01
146,Brian Boyle,34,TOT,C,73,12,0.25,0.08,0.33,0.16,0.52,1.68,18,6,24,11,54,21,62,15,-14,26.8,25.6,1.2,1.6,0.7,2.3,0,,,,boylebr01
146,Brian Boyle,34,NJD,C,47,9,0.28,0.13,0.40,0.19,0.47,1.72,13,6,19,9,39,15,47,10,-13,17.6,16.1,1.5,1.5,0.4,1.9,1,0,1,0.0,boylebr01
146,Brian Boyle,34,NSH,C,26,3,0.19,0.00,0.19,0.11,0.62,1.62,5,0,5,3,15,6,15,5,-1,9.2,9.5,-0.3,0.1,0.3,0.4,2,1,1,50.0,boylebr01
147,Brian Dumoulin,27,PIT,D,76,7,0.04,0.26,0.30,0.09,0.26,1.30,3,20,23,7,89,1,78,21,31,71.0,59.3,11.7,0.7,5.0,5.7,0,,,,dumoubr01
148,Brian Elliott,33,PHI,G,26,0,0.00,0.04,0.04,0.01,0.08,0.00,0,1,1,0,68,7,69,16,0,51.1,49.2,,0.0,0.0,3.9,0,,,,elliobr01
149,Brian Gibbons,30,TOT,C,64,7,0.13,0.17,0.30,0.11,0.31,0.78,8,11,19,7,29,0,46,12,-5,21.4,32.8,-11.4,0.7,0.7,1.4,0,,,,gibbobr02
149,Brian Gibbons,30,ANA,C,44,2,0.05,0.07,0.11,0.04,0.36,0.66,2,3,5,2,13,0,32,11,-8,11.4,22.0,-10.7,-0.6,0.3,-0.2,0,,,,gibbobr02
149,Brian Gibbons,30,OTT,C,20,5,0.30,0.40,0.70,0.27,0.20,1.05,6,8,14,5,16,0,14,1,3,10.1,10.8,-0.7,1.3,0.4,1.7,0,,,,gibbobr02
150,Brian Lashoff,28,DET,D,4,0,0.00,0.25,0.25,0.07,0.50,0.50,0,1,1,0,2,0,3,0,-1,2.6,3.5,-0.8,0.0,0.0,0.1,0,,,,lashobr01
151,Brock Boeser,21,VAN,RW,69,23,0.38,0.43,0.81,0.33,0.32,3.03,26,30,56,22,87,27,62,0,-2,42.7,43.7,-1.0,4.7,1.6,6.3,9,2,7,22.2,boesebr01
152,Brock McGinn,24,CAR,LW,82,10,0.12,0.20,0.32,0.12,0.24,1.50,10,16,26,10,47,1,53,17,10,35.3,34.6,0.7,0.4,1.8,2.2,3,1,2,33.3,mcginbr01
153,Brock Nelson,27,NYI,C,82,21,0.30,0.34,0.65,0.26,0.34,2.21,25,28,53,21,74,16,46,9,20,52.6,49.7,2.9,3.8,2.5,6.3,6,1,5,16.7,nelsobr01
154,Brogan Rafferty,23,VAN,D,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,1,0,-1,0.6,1.1,-0.6,0.0,0.0,0.0,0,,,,raffebr01
155,Brooks Orpik,38,WSH,D,53,3,0.04,0.13,0.17,0.06,0.60,0.81,2,7,9,3,42,0,54,20,8,28.5,29.6,-1.1,0.1,1.9,2.0,0,,,,orpikbr01
156,Bryan Little,31,WPG,RW,82,15,0.18,0.32,0.50,0.18,0.32,1.54,15,26,41,15,66,16,76,14,-12,41.3,48.6,-7.4,2.0,0.9,2.9,1,0,1,0.0,littlbr01
157,Bryan Rust,26,PIT,RW,72,14,0.25,0.24,0.49,0.20,0.33,1.96,18,17,35,14,56,0,60,14,10,41.1,43.0,-1.9,2.1,1.6,3.7,0,,,,rustbr01
158,C.J. Smith,24,BUF,LW,11,1,0.18,0.00,0.18,0.10,0.00,1.64,2,0,2,1,3,0,3,0,0,4.5,5.8,-1.3,0.1,0.2,0.2,0,,,,smithcj01
159,Cal Clutterbuck,31,NYI,RW,73,8,0.11,0.21,0.32,0.12,0.60,1.30,8,15,23,8,36,4,50,24,6,31.2,25.8,5.4,0.3,1.5,1.7,0,,,,cluttca01
160,Caleb Jones,21,EDM,D,17,2,0.06,0.29,0.35,0.11,0.35,1.24,1,5,6,2,13,1,24,3,-9,10.7,12.1,-1.4,0.3,0.0,0.3,0,,,,jonesca01
161,Calle Järnkrok,27,NSH,C,79,10,0.13,0.20,0.33,0.13,0.15,1.34,10,16,26,10,52,3,53,17,13,35.3,39.4,-4.2,0.3,1.9,2.1,1,0,1,0.0,jarnkca01
162,Calle Rosén,24,TOR,D,4,1,0.25,0.00,0.25,0.14,0.00,1.25,1,0,1,1,4,0,8,1,-3,3.4,2.9,0.5,0.1,-0.1,0.0,0,,,,rosenca01
163,Calvin de Haan,27,CAR,D,74,4,0.01,0.18,0.19,0.06,0.27,1.38,1,13,14,4,49,1,68,21,1,52.7,45.5,7.1,-0.1,3.2,3.1,0,,,,dehaaca01
164,Calvin Petersen,24,LAK,G,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,24,4,27,12,0,17.2,20.9,,0.0,0.0,2.5,0,,,,peterca01
165,Calvin Pickard,26,TOT,G,17,0,0.00,0.00,0.00,0.00,0.12,0.00,0,0,0,0,38,9,47,12,0,24.7,25.5,,0.0,0.0,0.7,0,,,,pickaca01
165,Calvin Pickard,26,PHI,G,11,0,0.00,0.00,0.00,0.00,0.18,0.00,0,0,0,0,31,6,31,9,0,18.1,14.0,,0.0,0.0,0.1,0,,,,pickaca01
165,Calvin Pickard,26,ARI,G,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,7,3,16,3,0,6.5,11.5,,0.0,0.0,0.6,0,,,,pickaca01
166,Cam Atkinson,29,CBJ,RW,80,30,0.51,0.35,0.86,0.38,0.25,3.69,41,28,69,30,101,19,85,5,3,58.9,54.8,4.2,7.0,1.8,8.8,3,2,1,66.7,atkinca01
167,Cam Fowler,27,ANA,D,59,8,0.08,0.31,0.39,0.13,0.34,1.49,5,18,23,8,58,18,62,8,-14,40.1,54.0,-13.9,1.2,2.5,3.6,0,,,,fowleca01
168,Cam Talbot,31,TOT,G,35,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,87,21,107,28,0,62.9,65.1,,0.0,0.0,3.6,0,,,,talboca01
168,Cam Talbot,31,EDM,G,31,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,74,18,94,24,0,56.0,58.0,,0.0,0.0,3.4,0,,,,talboca01
168,Cam Talbot,31,PHI,G,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,13,3,13,4,0,6.8,7.1,,0.0,0.0,0.3,0,,,,talboca01
169,Cam Ward,34,CHI,G,33,0,0.00,0.03,0.03,0.01,0.12,0.00,0,1,1,0,107,15,115,31,0,65.9,81.9,,0.0,0.0,4.6,0,,,,wardca01
170,Cameron Gaunce,28,TBL,D,2,0,0.00,0.00,0.00,0.00,3.50,1.00,0,0,0,0,3,0,0,0,3,1.3,1.4,-0.1,0.0,0.3,0.2,0,,,,gauncca01
171,Cameron Schilling,30,WPG,D,4,0,0.00,0.25,0.25,0.07,0.00,0.50,0,1,1,0,2,0,3,1,0,1.6,2.2,-0.5,0.0,0.1,0.1,0,,,,schilca01
172,Carey Price,31,MTL,G,66,0,0.00,0.02,0.02,0.00,0.03,0.00,0,1,1,0,186,23,161,29,0,149.0,131.3,,0.0,0.0,12.5,0,,,,priceca01
173,Carl Dahlström,24,CHI,D,38,2,0.00,0.16,0.16,0.04,0.16,1.11,0,6,6,2,41,0,42,10,9,27.2,34.0,-6.9,-0.3,1.7,1.5,0,,,,dahlsca01
174,Carl Grundström,21,LAK,RW,15,3,0.33,0.07,0.40,0.20,0.40,1.73,5,1,6,3,9,2,11,0,-4,7.7,7.8,0.0,0.5,0.2,0.6,0,,,,grundca01
175,Carl Gunnarsson,32,STL,D,25,3,0.12,0.16,0.28,0.11,0.24,0.84,3,4,7,3,24,0,22,6,8,17.7,13.3,4.4,0.5,1.5,2.0,0,,,,gunnaca01
176,Carl Hagelin,30,TOT,LW,58,6,0.09,0.24,0.33,0.11,0.52,1.71,5,14,19,7,37,0,42,12,7,31.2,27.7,3.5,0.0,1.2,1.2,0,,,,hagelca01
176,Carl Hagelin,30,LAK,LW,22,2,0.05,0.18,0.23,0.08,0.36,1.64,1,4,5,2,10,0,16,4,-2,9.9,9.0,0.9,-0.2,0.3,0.1,0,,,,hagelca01
176,Carl Hagelin,30,WSH,LW,20,4,0.15,0.40,0.55,0.19,0.50,1.75,3,8,11,4,15,0,13,5,7,11.9,8.5,3.4,0.6,0.5,1.1,0,,,,hagelca01
176,Carl Hagelin,30,PIT,LW,16,1,0.06,0.13,0.19,0.07,0.75,1.75,1,2,3,1,12,0,13,3,2,9.4,10.2,-0.8,-0.3,0.3,0.0,0,,,,hagelca01
177,Carl Söderberg,33,COL,C,82,20,0.28,0.32,0.60,0.24,0.32,2.29,23,26,49,20,70,14,83,22,-5,47.9,44.6,3.3,3.3,1.4,4.7,1,1,0,100.0,soderca01
178,Carter Hart,20,PHI,G,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,75,17,81,9,0,48.4,61.5,,0.0,0.0,6.2,0,,,,hartca01
179,Carter Hutton,33,BUF,G,50,0,0.00,0.02,0.02,0.01,0.04,0.00,0,1,1,0,108,24,141,23,0,91.7,103.2,,0.0,0.0,8.3,0,,,,huttoca01
180,Carter Rowney,29,ANA,RW,62,7,0.11,0.21,0.32,0.12,0.19,0.85,7,13,20,7,22,0,30,8,0,23.3,29.9,-6.6,0.6,1.1,1.6,0,,,,rowneca01
181,Casey Cizikas,27,NYI,C,73,14,0.27,0.18,0.45,0.20,0.49,1.52,20,13,33,14,44,0,45,23,22,33.6,30.0,3.6,2.5,2.1,4.6,0,,,,cizikca01
182,Casey DeSmith,27,PIT,G,36,0,0.00,0.00,0.00,0.00,0.06,0.00,0,0,0,0,105,15,89,17,0,76.7,68.0,,0.0,0.0,6.6,0,,,,desmica01
183,Casey Mittelstadt,20,BUF,C,77,10,0.16,0.17,0.32,0.13,0.13,1.53,12,13,25,10,47,15,51,0,-19,34.0,42.1,-8.2,0.8,0.6,1.4,5,2,3,40.0,mitteca01
184,Casey Nelson,26,BUF,D,38,2,0.03,0.13,0.16,0.05,0.34,0.97,1,5,6,2,21,0,25,5,1,19.7,20.6,-1.0,0.0,1.6,1.6,0,,,,nelsoca01
185,Cédric Paquette,25,TBL,C,80,8,0.16,0.05,0.21,0.10,1.00,1.09,13,4,17,8,35,0,43,14,7,29.0,30.8,-1.8,0.3,1.1,1.4,0,,,,paquece01
186,Chad Johnson,32,TOT,G,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,27,3,49,8,0,25.1,28.3,,0.0,0.0,0.9,0,,,,johnsch02
186,Chad Johnson,32,STL,G,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,21,3,29,6,0,16.9,17.4,,0.0,0.0,0.7,0,,,,johnsch02
186,Chad Johnson,32,ANA,G,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,6,0,20,2,0,8.2,10.9,,0.0,0.0,0.2,0,,,,johnsch02
187,Chad Ruhwedel,28,PIT,D,18,1,0.06,0.06,0.11,0.05,0.22,1.22,1,1,2,1,6,0,19,4,-9,10.9,9.8,1.1,-0.1,-0.2,-0.3,0,,,,ruhwech01
188,Chandler Stephenson,24,WSH,C,64,4,0.08,0.09,0.17,0.07,0.00,0.56,5,6,11,4,15,0,40,11,-13,20.2,27.9,-7.6,-0.6,0.2,-0.4,0,,,,stephch02
189,Charles Hudon,24,MTL,LW,32,2,0.09,0.06,0.16,0.07,0.50,1.56,3,2,5,2,11,2,17,0,-9,12.7,13.6,-0.9,-0.2,0.0,-0.2,0,,,,hudonch01
190,Charlie Coyle,26,TOT,C/RW,81,12,0.15,0.27,0.42,0.15,0.25,1.91,12,22,34,13,65,16,63,13,-1,45.9,39.6,6.3,0.8,1.8,2.7,0,,,,coylech01
190,Charlie Coyle,26,MIN,C/RW,60,10,0.17,0.30,0.47,0.17,0.27,1.88,10,18,28,10,55,13,50,9,1,34.1,29.3,4.8,0.9,1.5,2.5,0,,,,coylech01
190,Charlie Coyle,26,BOS,C/RW,21,2,0.10,0.19,0.29,0.10,0.19,2.00,2,4,6,2,10,3,13,4,-2,11.8,10.2,1.6,-0.1,0.3,0.2,1,1,0,100.0,coylech01
191,Charlie Lindgren,25,MTL,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,5,1,5,0,0,4.0,3.5,,0.0,0.0,0.2,0,,,,lindgch01
192,Charlie McAvoy,21,BOS,D,54,9,0.13,0.39,0.52,0.17,0.83,1.46,7,21,28,10,73,6,56,3,14,45.4,38.8,6.6,2.0,3.7,5.7,1,0,1,0.0,mcavoch01
193,Chase De Leo,23,ANA,C,1,0,0.00,0.00,0.00,0.00,0.00,4.00,0,0,0,0,1,0,0,0,1,0.8,0.3,0.5,0.0,0.1,0.0,0,,,,deleoch01
194,Chris Butler,32,STL,D,13,1,0.08,0.08,0.15,0.06,0.00,0.77,1,1,2,1,7,0,7,3,3,7.6,7.0,0.7,0.1,0.6,0.7,0,,,,butlech01
195,Chris Kreider,27,NYR,C,79,22,0.35,0.30,0.66,0.27,0.72,2.54,28,24,52,22,97,29,66,1,4,51.6,46.3,5.3,4.2,1.8,6.0,0,,,,kreidch01
196,Chris Kunitz,39,CHI,LW,56,4,0.09,0.09,0.18,0.07,0.41,0.79,5,5,10,4,15,0,23,1,-7,16.9,22.2,-5.4,0.1,0.2,0.2,0,,,,kunitch01
197,Chris Tanev,29,VAN,D,55,4,0.04,0.18,0.22,0.07,0.33,0.93,2,10,12,4,40,0,62,25,3,30.4,35.6,-5.2,0.1,2.9,3.0,0,,,,tanevch01
198,Chris Thorburn,35,STL,RW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.4,-0.4,0.0,0.0,0.0,0,,,,thorbch01
199,Chris Tierney,24,OTT,C,81,15,0.11,0.48,0.59,0.19,0.32,1.43,9,39,48,16,73,18,94,17,-22,45.1,56.6,-11.5,1.8,0.7,2.5,0,,,,tiernch01
200,Chris Wagner,27,BOS,C,76,8,0.16,0.09,0.25,0.11,0.67,1.78,12,7,19,8,33,0,41,11,3,35.0,34.9,0.2,0.2,1.4,1.6,0,,,,wagnech01
201,Chris Wideman,29,TOT,D,25,2,0.08,0.20,0.28,0.10,0.72,1.08,2,5,7,2,16,6,21,0,-12,10.0,12.4,-2.4,0.5,-0.2,0.3,0,,,,widemch01
201,Chris Wideman,29,OTT,D,19,2,0.11,0.16,0.26,0.10,0.63,1.00,2,3,5,2,13,6,15,0,-9,7.5,8.7,-1.2,0.4,-0.1,0.2,0,,,,widemch01
201,Chris Wideman,29,EDM,D,5,1,0.00,0.40,0.40,0.11,0.80,1.20,0,2,2,1,3,0,5,0,-2,1.7,2.6,-1.0,0.1,0.0,0.1,0,,,,widemch01
201,Chris Wideman,29,FLA,D,1,0,0.00,0.00,0.00,0.00,2.00,2.00,0,0,0,0,0,0,1,0,-1,0.9,1.1,-0.3,0.0,-0.1,-0.1,0,,,,widemch01
202,Christian Djoos,24,WSH,D,45,3,0.02,0.20,0.22,0.07,0.09,0.73,1,9,10,3,28,0,21,2,9,22.1,25.5,-3.3,0.3,1.6,2.0,0,,,,djoosch01
203,Christian Dvorak,22,ARI,C,20,3,0.10,0.25,0.35,0.13,0.10,1.25,2,5,7,2,11,1,12,0,-2,9.7,11.6,-1.9,0.1,0.4,0.5,0,,,,dvorach01
