,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
Rk,Player,Age,Tm,Pos,GP,GC,G,A,PTS,GC,PIM,S,G,A,PTS,GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.,-9999
204,Christian Fischer,21,ARI,RW,71,8,0.15,0.10,0.25,0.11,0.38,1.63,11,7,18,8,31,8,35,0,-13,29.6,31.7,-2.1,0.4,0.9,1.3,0,,,,fischch01
205,Christian Folin,27,TOT,D,45,2,0.00,0.13,0.13,0.04,0.60,1.04,0,6,6,2,37,0,37,6,6,25.9,26.5,-0.6,-0.3,1.8,1.6,0,,,,folinch01
205,Christian Folin,27,PHI,D,26,1,0.00,0.08,0.08,0.02,0.62,0.77,0,2,2,1,23,0,23,5,5,15.1,15.2,-0.1,-0.3,1.2,0.9,0,,,,folinch01
205,Christian Folin,27,MTL,D,19,1,0.00,0.21,0.21,0.06,0.58,1.42,0,4,4,1,14,0,14,1,1,10.8,11.3,-0.5,0.0,0.6,0.7,0,,,,folinch01
206,Christián Jaroš,22,OTT,D,61,3,0.02,0.15,0.16,0.05,0.44,1.07,1,9,10,3,31,4,49,8,-14,28.6,34.3,-5.7,0.0,0.8,0.8,0,,,,jarosch01
207,Christian Wolanin,23,OTT,D,30,4,0.13,0.27,0.40,0.14,0.20,1.20,4,8,12,4,36,6,27,0,3,17.5,21.4,-3.9,1.0,1.3,2.3,0,,,,wolanch01
208,Christoffer Ehn,22,DET,C,60,3,0.05,0.10,0.15,0.05,0.10,0.82,3,6,9,3,14,0,26,6,-5,18.6,28.3,-9.7,-0.6,0.5,-0.1,0,,,,ehnch01
209,Christopher Gibson,26,NYI,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,0,1,0,0,1.8,1.1,,0.0,0.0,0.2,0,,,,gibsoch01
210,Clark Bishop,22,CAR,C,20,1,0.05,0.10,0.15,0.06,0.30,0.80,1,2,3,1,8,0,11,0,-3,7.9,6.5,1.4,-0.1,0.1,0.0,0,,,,bishocl01
211,Claude Giroux,31,PHI,LW,82,29,0.27,0.77,1.04,0.35,0.29,2.79,22,63,85,29,122,33,93,13,9,56.8,58.2,-1.4,5.7,2.2,7.9,4,1,3,25.0,giroucl01
212,Clayton Keller,20,ARI,C,82,17,0.17,0.40,0.57,0.21,0.29,2.44,14,33,47,17,73,27,69,2,-21,45.7,51.6,-5.9,2.2,1.4,3.6,4,0,4,0.0,kellecl01
213,Cody Ceci,25,OTT,D,74,9,0.09,0.26,0.35,0.12,0.24,1.78,7,19,26,9,69,3,113,25,-22,56.9,70.4,-13.5,1.2,1.9,3.1,0,,,,cecico01
214,Cody Eakin,27,VEG,C,78,17,0.28,0.24,0.53,0.22,0.21,1.54,22,19,41,17,61,6,50,13,19,40.8,44.8,-4.0,3.1,2.1,5.2,0,,,,eakinco01
215,Cody Goloubef,29,OTT,D,5,0,0.00,0.00,0.00,0.00,0.40,0.60,0,0,0,0,1,0,1,0,0,2.6,2.1,0.5,-0.1,0.1,0.0,0,,,,golouco01
216,Cody McLeod,34,TOT,LW,38,1,0.03,0.00,0.03,0.01,1.76,0.58,1,0,1,1,4,0,17,0,-13,8.3,13.8,-5.5,-0.5,-0.2,-0.7,0,,,,mcleoco01
216,Cody McLeod,34,NYR,LW,31,1,0.03,0.00,0.03,0.02,1.94,0.68,1,0,1,1,4,0,14,0,-10,7.1,11.8,-4.7,-0.4,-0.1,-0.5,0,,,,mcleoco01
216,Cody McLeod,34,NSH,LW,7,0,0.00,0.00,0.00,0.00,1.00,0.14,0,0,0,0,0,0,3,0,-3,1.2,2.0,-0.8,-0.1,-0.1,-0.2,0,,,,mcleoco01
217,Colby Cave,24,TOT,C,53,3,0.06,0.09,0.15,0.06,0.30,1.09,3,5,8,3,15,0,28,8,-5,24.4,22.1,2.4,-0.7,0.6,-0.1,0,,,,caveco01
217,Colby Cave,24,EDM,C,33,1,0.06,0.03,0.09,0.04,0.24,1.21,2,1,3,1,6,0,16,6,-4,15.1,11.1,4.0,-0.6,0.3,-0.3,0,,,,caveco01
217,Colby Cave,24,BOS,C,20,2,0.05,0.20,0.25,0.08,0.40,0.90,1,4,5,2,9,0,12,2,-1,9.4,11.0,-1.6,-0.1,0.3,0.1,0,,,,caveco01
218,Colin Blackwell,25,NSH,C,6,0,0.00,0.00,0.00,0.00,0.33,0.83,0,0,0,0,0,0,1,0,-1,2.5,2.5,0.0,-0.2,0.0,-0.1,0,,,,blackco01
219,Colin Miller,26,VEG,D,65,9,0.05,0.40,0.45,0.14,0.68,2.02,3,26,29,9,65,17,49,1,0,48.1,40.2,8.0,1.7,2.7,4.5,0,,,,milleco02
220,Colin White,22,OTT,C,71,15,0.20,0.38,0.58,0.21,0.34,1.73,14,27,41,15,62,19,70,3,-24,40.2,38.7,1.5,2.3,0.4,2.6,0,,,,whiteco02
221,Colin Wilson,29,COL,C,65,11,0.18,0.23,0.42,0.16,0.12,1.60,12,15,27,11,46,17,35,0,-6,28.6,31.7,-3.2,1.5,0.7,2.2,0,,,,wilsoco01
222,Collin Delia,24,CHI,G,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,49,18,50,11,0,25.6,40.3,,0.0,0.0,2.9,0,,,,deliaco01
223,Colton Parayko,25,STL,D,80,10,0.13,0.23,0.35,0.13,0.19,2.20,10,18,28,10,84,13,57,6,20,65.2,55.1,10.1,1.6,5.6,7.2,0,,,,parayco01
224,Colton Sceviour,29,FLA,C/RW,59,5,0.08,0.17,0.25,0.09,0.25,1.97,5,10,15,5,25,1,38,12,-2,20.4,21.7,-1.3,0.0,0.8,0.8,0,,,,scevico01
225,Colton Sissons,25,NSH,C,75,12,0.20,0.20,0.40,0.17,0.31,1.48,15,15,30,12,60,9,49,18,20,35.6,35.1,0.4,1.2,2.1,3.3,0,,,,sissoco01
226,Colton White,21,NJD,D,3,0,0.00,0.00,0.00,0.00,0.67,0.33,0,0,0,0,1,0,3,0,-2,1.5,1.9,-0.4,-0.1,0.0,-0.1,0,,,,whiteco03
227,Connor Brickley,26,NYR,C,14,1,0.07,0.21,0.29,0.10,0.64,1.29,1,3,4,1,5,0,2,0,3,5.1,6.9,-1.8,0.2,0.3,0.4,0,,,,brickco01
228,Connor Brown,25,TOR,RW,82,10,0.10,0.26,0.35,0.12,0.20,1.04,8,21,29,10,43,2,46,16,11,33.7,40.7,-6.9,0.6,1.4,2.0,0,,,,brownco02
229,Connor Carrick,24,TOT,D,34,4,0.06,0.26,0.32,0.10,0.56,1.24,2,9,11,4,18,1,30,0,-13,20.5,20.8,-0.4,0.6,0.5,1.1,0,,,,carrico01
229,Connor Carrick,24,NJD,D,20,2,0.05,0.30,0.35,0.11,0.30,1.30,1,6,7,2,14,1,19,0,-6,13.5,14.6,-1.0,0.3,0.5,0.9,0,,,,carrico01
229,Connor Carrick,24,DAL,D,14,1,0.07,0.21,0.29,0.10,0.93,1.14,1,3,4,1,4,0,11,0,-7,6.9,6.3,0.7,0.3,0.0,0.3,0,,,,carrico01
230,Connor Clifton,23,BOS,D,19,0,0.00,0.05,0.05,0.01,0.79,1.16,0,1,1,0,11,0,8,2,5,12.8,9.8,3.0,-0.3,1.1,0.8,0,,,,cliftco01
231,Connor Hellebuyck,25,WPG,G,63,1,0.00,0.05,0.05,0.01,0.06,0.00,0,3,3,1,198,47,179,40,0,116.2,127.5,,0.0,0.0,12.1,0,,,,helleco01
232,Connor McDavid,22,EDM,C,78,43,0.53,0.96,1.49,0.55,0.26,3.08,41,75,116,43,142,42,107,10,3,68.6,69.3,-0.7,10.8,2.1,13.0,4,2,2,50.0,mcdavco01
233,Connor Murphy,25,CHI,D,52,5,0.10,0.15,0.25,0.09,0.77,1.62,5,8,13,5,49,0,58,20,12,35.9,45.8,-9.9,0.6,2.4,3.0,0,,,,murphco02
234,Conor Garland,22,ARI,RW,47,9,0.28,0.11,0.38,0.18,0.26,2.51,13,5,18,8,30,14,15,0,1,19.3,16.7,2.6,1.5,0.9,2.5,1,1,0,100.0,garlaco01
235,Conor Sheary,26,BUF,LW,78,13,0.18,0.26,0.44,0.17,0.15,1.88,14,20,34,13,53,15,57,1,-18,41.8,45.6,-3.8,1.6,0.8,2.4,3,1,2,33.3,shearco01
236,Cooper Marody,22,EDM,C,6,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,1.8,1.5,0.3,-0.1,0.0,-0.1,0,,,,marodco01
237,Corban Knight,28,PHI,C,23,1,0.04,0.13,0.17,0.06,0.00,0.65,1,3,4,1,4,0,12,3,-5,6.1,8.2,-2.2,-0.1,0.0,-0.1,0,,,,knighco01
238,Corey Crawford,34,CHI,G,39,1,0.00,0.10,0.10,0.03,0.00,0.00,0,4,4,1,102,13,108,21,0,78.2,83.5,,0.0,0.0,6.3,0,,,,crawfco01
239,Corey Perry,33,ANA,RW,31,4,0.19,0.13,0.32,0.14,0.87,1.90,6,4,10,4,13,5,24,0,-16,15.5,14.1,1.4,0.3,0.0,0.4,0,,,,perryco01
240,Cory Conacher,29,TBL,LW,1,0,0.00,0.00,0.00,0.00,2.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,conacco01
241,Cory Schneider,32,NJD,G,26,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,54,12,70,9,0,42.2,45.1,,0.0,0.0,3.4,0,,,,schneco01
242,Craig Anderson,37,OTT,G,50,1,0.00,0.04,0.04,0.01,0.00,0.00,0,2,2,1,136,29,162,27,0,84.4,114.0,,0.0,0.0,8.1,0,,,,andercr01
243,Craig Smith,29,NSH,C,76,16,0.28,0.22,0.50,0.21,0.26,2.70,21,17,38,16,61,18,32,0,11,38.8,39.1,-0.3,2.8,1.7,4.5,1,0,1,0.0,smithcr01
244,Curtis Lazar,23,CGY,C/RW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.4,0.2,0.2,0.0,0.0,0.0,0,,,,lazarcu01
245,Curtis McElhinney,35,CAR,G,33,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,92,11,85,15,0,78.2,65.8,,0.0,0.0,5.6,0,,,,mcelhcu01
246,Dakota Mermis,25,ARI,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,0,1,0.7,0.2,0.5,0.0,0.1,0.1,0,,,,mermida01
247,Dale Weise,30,TOT,RW,51,4,0.10,0.12,0.22,0.08,0.37,1.14,5,6,11,4,15,0,34,11,-8,20.1,18.8,1.3,-0.1,0.3,0.2,0,,,,weiseda01
247,Dale Weise,30,PHI,RW,42,4,0.12,0.14,0.26,0.10,0.36,1.26,5,6,11,4,14,0,31,11,-6,17.0,16.1,0.9,0.2,0.3,0.5,0,,,,weiseda01
247,Dale Weise,30,MTL,RW,9,0,0.00,0.00,0.00,0.00,0.44,0.56,0,0,0,0,1,0,3,0,-2,3.1,2.7,0.4,-0.3,0.0,-0.2,0,,,,weiseda01
248,Dalton Prout,28,CGY,D,20,1,0.05,0.05,0.10,0.04,0.40,0.70,1,1,2,1,12,0,13,2,1,9.7,7.9,1.8,0.0,0.5,0.5,0,,,,proutda01
249,Damon Severson,24,NJD,D,82,14,0.13,0.34,0.48,0.17,0.71,1.78,11,28,39,14,85,19,106,13,-27,58.7,64.2,-5.6,2.9,2.4,5.4,2,1,1,50.0,severda01
250,Dan Girardi,34,TBL,D,62,5,0.06,0.19,0.26,0.09,0.19,1.21,4,12,16,5,55,0,60,11,6,43.3,43.7,-0.4,0.7,2.1,2.8,0,,,,girarda01
251,Dan Hamhuis,36,NSH,D,57,1,0.00,0.09,0.09,0.02,0.49,0.68,0,5,5,1,27,0,36,7,-2,28.2,34.4,-6.2,-0.6,1.8,1.2,0,,,,hamhuda01
252,Danick Martel,24,TBL,LW,9,1,0.00,0.22,0.22,0.06,0.89,1.78,0,2,2,1,4,0,1,0,3,3.4,3.1,0.4,-0.1,0.2,0.1,0,,,,marteda01
253,Daniel Brickley,23,LAK,D,4,0,0.00,0.25,0.25,0.07,0.00,0.50,0,1,1,0,2,0,4,0,-2,2.6,1.8,0.8,0.0,0.0,0.0,0,,,,brickda01
254,Daniel Carr,27,VEG,LW,6,1,0.17,0.00,0.17,0.09,0.00,1.83,1,0,1,1,2,0,3,0,-1,2.5,1.9,0.6,0.0,0.0,0.1,0,,,,carrda01
255,Daniel Sprong,21,TOT,RW,63,10,0.22,0.14,0.37,0.16,0.16,1.98,14,9,23,10,30,7,39,0,-16,27.5,31.9,-4.5,1.6,0.4,2.0,0,,,,spronda01
255,Daniel Sprong,21,ANA,RW,47,9,0.30,0.11,0.40,0.19,0.21,2.32,14,5,19,9,25,5,29,0,-9,22.2,25.6,-3.4,1.6,0.5,2.1,1,1,0,100.0,spronda01
255,Daniel Sprong,21,PIT,RW,16,1,0.00,0.25,0.25,0.07,0.00,1.00,0,4,4,1,5,2,10,0,-7,5.3,6.3,-1.1,0.0,-0.1,-0.1,0,,,,spronda01
256,Danny DeKeyser,28,DET,D,52,7,0.10,0.29,0.38,0.13,0.75,1.13,5,15,20,7,50,0,72,23,2,38.3,42.3,-4.0,1.1,2.6,3.8,0,,,,dekeyda01
257,Danny O'Regan,25,BUF,C,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,0,0,0,0.5,0.4,0.2,0.0,0.0,0.0,0,,,,oregada01
258,Dante Fabbro,20,NSH,D,4,1,0.25,0.00,0.25,0.14,0.00,1.25,1,0,1,1,1,0,2,0,-1,1.6,2.1,-0.5,0.1,0.0,0.2,0,,,,fabbrda01
259,Danton Heinen,23,BOS,C/LW,77,12,0.14,0.30,0.44,0.16,0.21,1.48,11,23,34,12,52,14,27,2,13,38.1,32.4,5.7,1.5,1.8,3.3,3,0,3,0.0,heineda01
260,Darcy Kuemper,28,ARI,G,55,1,0.00,0.04,0.04,0.01,0.25,0.00,0,2,2,1,135,28,126,20,0,104.9,110.4,,0.0,0.0,12.0,0,,,,kuempda01
261,Darnell Nurse,23,EDM,D,82,14,0.12,0.38,0.50,0.17,1.06,2.39,10,31,41,14,103,23,111,26,-5,64.9,69.6,-4.7,2.8,3.8,6.6,0,,,,nurseda01
262,Darren Archibald,28,TOT,RW,12,1,0.08,0.08,0.17,0.07,1.00,0.83,1,1,2,1,3,0,6,0,-3,2.2,3.2,-1.0,0.1,0.0,0.1,0,,,,archida02
262,Darren Archibald,28,VAN,RW,9,1,0.11,0.11,0.22,0.09,1.33,0.89,1,1,2,1,3,0,4,0,-1,1.7,2.7,-1.0,0.1,0.0,0.2,0,,,,archida02
262,Darren Archibald,28,OTT,RW,3,0,0.00,0.00,0.00,0.00,0.00,0.67,0,0,0,0,0,0,2,0,-2,0.5,0.5,0.0,-0.1,-0.1,-0.1,0,,,,archida02
263,Darren Helm,32,DET,C/LW,61,7,0.11,0.16,0.28,0.11,0.33,1.75,7,10,17,7,28,0,64,25,-11,27.3,37.9,-10.6,-0.1,0.6,0.5,0,,,,helmda01
264,David Backes,34,BOS,C,70,7,0.10,0.19,0.29,0.10,0.44,1.84,7,13,20,7,41,17,27,3,0,28.5,27.2,1.3,0.1,1.1,1.3,2,1,1,50.0,backeda01
265,David Kämpf,24,CHI,C,63,6,0.06,0.24,0.30,0.10,0.22,1.14,4,15,19,6,27,0,49,16,-6,27.0,31.0,-4.1,-0.2,0.5,0.4,0,,,,kampfda01
266,David Krejčí,32,BOS,C,81,25,0.25,0.65,0.90,0.31,0.20,1.72,20,53,73,25,93,24,64,2,7,54.4,44.7,9.7,5.3,2.0,7.3,1,0,1,0.0,krejcda01
267,David Pastrňák,22,BOS,RW,66,32,0.58,0.65,1.23,0.48,0.48,3.56,38,43,81,32,108,45,59,2,6,45.2,38.8,6.4,8.4,1.7,10.2,3,0,3,0.0,pastrda01
268,David Perron,30,STL,LW,57,19,0.40,0.40,0.81,0.33,0.81,1.96,23,23,46,19,58,19,36,0,3,36.2,34.6,1.6,4.2,1.3,5.5,2,1,1,50.0,perroda01
269,David Rittich,26,CGY,G,45,0,0.00,0.00,0.00,0.00,0.09,0.00,0,0,0,0,143,23,109,25,0,88.0,82.2,,0.0,0.0,7.0,0,,,,rittida01
270,David Savard,28,CBJ,D,82,9,0.10,0.20,0.29,0.11,0.44,1.51,8,16,24,9,76,0,67,11,19,66.2,57.9,8.3,1.3,4.9,6.2,0,,,,savarda01
271,David Schlemko,31,MTL,D,18,1,0.00,0.11,0.11,0.03,0.22,1.61,0,2,2,1,16,3,22,8,-1,12.5,12.0,0.5,-0.2,0.6,0.4,0,,,,schleda01
272,Dean Kukan,25,CBJ,D,25,1,0.00,0.20,0.20,0.06,0.24,0.64,0,5,5,1,13,0,7,0,6,15.7,11.8,3.9,0.1,1.2,1.3,0,,,,kukande01
273,Denis Gurianov,21,DAL,RW,21,1,0.05,0.14,0.19,0.06,0.00,1.10,1,3,4,1,6,3,6,0,-3,6.4,7.8,-1.4,-0.1,0.2,0.1,0,,,,guriade01
274,Denis Malgin,22,FLA,C,50,6,0.14,0.18,0.32,0.12,0.28,1.32,7,9,16,6,22,1,32,1,-10,18.9,22.8,-3.9,0.5,0.4,0.9,0,,,,malgide01
275,Dennis Cholowski,20,DET,D,52,6,0.13,0.17,0.31,0.12,0.31,1.37,7,9,16,6,45,16,50,1,-20,34.1,33.2,0.9,1.2,0.6,1.7,0,,,,cholode01
276,Dennis Gilbert,22,CHI,D,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0.2,0.3,-0.1,0.0,0.0,0.0,0,,,,gilbede01
277,Derek Forbort,26,LAK,D,81,4,0.02,0.15,0.17,0.05,0.64,0.93,2,12,14,4,48,1,91,32,-13,47.1,61.8,-14.7,-0.4,3.2,2.8,0,,,,forbode01
278,Derek Grant,28,TOT,C,56,5,0.07,0.18,0.25,0.09,0.25,1.32,4,10,14,5,23,0,37,8,-6,22.6,25.5,-2.9,0.0,0.6,0.6,0,,,,grantde01
278,Derek Grant,28,ANA,C,31,3,0.06,0.23,0.29,0.10,0.26,1.55,2,7,9,3,14,0,29,6,-9,14.9,16.8,-1.8,-0.1,0.2,0.2,0,,,,grantde01
278,Derek Grant,28,PIT,C,25,2,0.08,0.12,0.20,0.08,0.24,1.04,2,3,5,2,9,0,8,2,3,7.7,8.8,-1.1,0.1,0.4,0.4,0,,,,grantde01
279,Derek MacKenzie,37,FLA,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,mackede01
280,Derek Ryan,32,CGY,C,81,14,0.16,0.31,0.47,0.17,0.30,1.27,13,25,38,14,56,11,43,19,21,37.7,26.0,11.7,1.9,1.8,3.7,0,,,,ryande01
281,Derek Stepan,28,ARI,C,72,14,0.21,0.28,0.49,0.19,0.19,2.71,15,20,35,14,62,16,61,13,-2,44.0,41.8,2.2,1.3,2.0,3.3,0,,,,stepade01
282,Derick Brassard,31,TOT,C,70,10,0.20,0.13,0.33,0.14,0.56,1.57,14,9,23,10,44,13,51,1,-19,33.1,45.0,-11.8,0.8,0.4,1.2,0,,,,brassde01
282,Derick Brassard,31,PIT,C,40,7,0.23,0.15,0.38,0.16,0.73,1.55,9,6,15,7,24,6,25,1,-6,20.3,26.6,-6.2,0.7,0.4,1.1,0,,,,brassde01
282,Derick Brassard,31,COL,C,20,2,0.20,0.00,0.20,0.11,0.40,1.60,4,0,4,2,14,5,16,0,-7,9.2,12.1,-2.8,0.0,0.1,0.0,1,0,1,0.0,brassde01
282,Derick Brassard,31,FLA,C,10,1,0.10,0.30,0.40,0.13,0.20,1.60,1,3,4,1,6,2,10,0,-6,3.6,6.3,-2.8,0.1,0.0,0.0,0,,,,brassde01
283,Derrick Pouliot,25,VAN,D,62,4,0.05,0.15,0.19,0.07,0.48,0.94,3,9,12,4,49,3,47,0,-1,38.9,47.7,-8.8,0.2,2.5,2.7,0,,,,poulide01
284,Deryk Engelland,36,VEG,D,74,4,0.03,0.14,0.16,0.05,0.24,1.42,2,10,12,4,49,0,84,32,-3,50.3,58.7,-8.4,-0.4,2.9,2.5,0,,,,engelde01
285,Devan Dubnyk,32,MIN,G,67,1,0.00,0.03,0.03,0.01,0.03,0.00,0,2,2,1,168,40,162,28,0,126.0,116.0,,0.0,0.0,11.1,0,,,,dubnyde01
286,Devante Smith-Pelly,26,WSH,RW,54,3,0.07,0.07,0.15,0.06,0.28,1.11,4,4,8,3,14,0,32,11,-6,16.5,19.6,-3.1,-0.4,0.3,-0.1,0,,,,smithde06
287,Devin Shore,24,TOT,C,76,11,0.13,0.25,0.38,0.14,0.17,1.08,10,19,29,11,43,10,52,7,-12,34.7,41.2,-6.5,0.9,1.1,2.0,0,,,,shorede01
287,Devin Shore,24,DAL,C,42,6,0.12,0.29,0.40,0.14,0.17,1.05,5,12,17,6,20,4,18,2,0,17.6,21.6,-4.0,0.6,0.8,1.5,0,,,,shorede01
287,Devin Shore,24,ANA,C,34,5,0.15,0.21,0.35,0.14,0.18,1.12,5,7,12,5,23,6,34,5,-12,17.1,19.6,-2.5,0.3,0.3,0.5,0,,,,shorede01
288,Devon Toews,24,NYI,D,48,6,0.10,0.27,0.38,0.13,0.08,1.69,5,13,18,6,35,6,22,0,7,37.1,26.5,10.6,1.3,2.5,3.8,0,,,,toewsde01
289,Dillon Dubé,20,CGY,C,25,2,0.04,0.16,0.20,0.06,0.16,0.88,1,4,5,2,9,0,9,2,2,8.7,10.5,-1.8,-0.1,0.3,0.2,0,,,,dubedi01
290,Dillon Heatherington,23,DAL,D,5,0,0.00,0.20,0.20,0.05,0.00,1.00,0,1,1,0,5,0,1,0,4,2.5,2.4,0.1,0.0,0.4,0.5,0,,,,heathdi01
291,Dion Phaneuf,33,LAK,D,67,2,0.01,0.07,0.09,0.03,0.79,1.19,1,5,6,2,32,1,60,9,-21,32.2,37.5,-5.3,-0.5,0.9,0.4,0,,,,phanedi01
292,Dmitrij Jaškin,25,WSH,RW,37,3,0.05,0.16,0.22,0.07,0.16,1.30,2,6,8,3,13,0,20,1,-5,14.8,15.6,-0.8,0.0,0.1,0.1,0,,,,jaskidm01
293,Dmitry Kulikov,28,WPG,D,57,2,0.00,0.11,0.11,0.03,0.82,0.70,0,6,6,2,36,0,37,5,4,32.4,37.1,-4.7,-0.5,1.9,1.4,0,,,,kulikdm01
294,Dmitry Orlov,27,WSH,D,82,9,0.04,0.32,0.35,0.10,0.40,1.23,3,26,29,9,79,2,86,13,3,57.4,70.0,-12.7,1.0,3.0,4.0,0,,,,orlovdm01
295,Dominic Toninato,24,COL,C,2,1,0.50,0.00,0.50,0.28,0.00,0.50,1,0,1,1,1,0,1,0,0,1.1,0.6,0.4,0.2,0.0,0.2,0,,,,tonindo01
296,Dominic Turgeon,22,DET,C,4,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,6,3,-3,1.1,2.0,-0.9,-0.1,-0.1,-0.2,0,,,,turgedo01
297,Dominik Kahun,23,CHI,C,82,13,0.16,0.29,0.45,0.16,0.07,1.67,13,24,37,14,59,5,45,1,10,51.0,52.5,-1.5,1.7,1.4,3.1,0,,,,kahundo01
298,Dominik Simon,24,PIT,C,71,10,0.11,0.28,0.39,0.14,0.25,1.70,8,20,28,10,46,7,30,0,8,43.0,29.3,13.7,1.0,1.3,2.3,0,,,,simondo01
299,Dougie Hamilton,25,CAR,D,82,16,0.22,0.26,0.48,0.19,0.66,3.16,18,21,39,16,82,13,70,1,0,77.7,54.7,23.0,3.8,3.7,7.6,2,2,0,100.0,hamildo01
300,Drake Batherson,20,OTT,C,20,3,0.15,0.30,0.45,0.16,0.30,0.90,3,6,9,3,13,3,12,0,-2,7.4,8.3,-1.0,0.4,0.2,0.7,0,,,,bathedr01
301,Drake Caggiula,24,TOT,LW,55,9,0.22,0.20,0.42,0.17,0.51,1.75,12,11,23,10,39,0,52,8,-5,32.9,37.4,-4.5,1.3,0.6,1.9,0,,,,caggidr01
301,Drake Caggiula,24,EDM,LW,29,5,0.24,0.14,0.38,0.17,0.55,1.69,7,4,11,5,20,0,31,3,-8,16.3,17.5,-1.3,0.7,0.2,0.8,0,,,,caggidr01
301,Drake Caggiula,24,CHI,LW,26,5,0.19,0.27,0.46,0.18,0.46,1.81,5,7,12,5,19,0,21,5,3,16.7,19.8,-3.2,0.6,0.4,1.1,0,,,,caggidr01
302,Drew Doughty,29,LAK,D,82,15,0.10,0.45,0.55,0.18,0.54,1.88,8,37,45,14,86,28,128,35,-34,58.0,71.4,-13.3,2.8,2.9,5.7,0,,,,doughdr01
303,Drew Stafford,33,NJD,RW,57,5,0.09,0.14,0.23,0.09,0.32,1.35,5,8,13,5,25,5,27,0,-7,23.1,24.4,-1.4,-0.1,0.7,0.6,6,2,4,33.3,staffdr01
304,Dryden Hunt,23,FLA,LW,31,3,0.10,0.23,0.32,0.11,0.26,1.71,3,7,10,4,16,1,15,0,0,12.8,12.1,0.7,0.3,0.4,0.7,0,,,,huntdr01
305,Duncan Keith,35,CHI,D,82,12,0.07,0.41,0.49,0.15,0.85,1.72,6,34,40,13,105,9,114,31,13,66.5,77.6,-11.1,2.3,3.8,6.0,0,,,,keithdu01
306,Dustin Brown,34,LAK,RW,72,20,0.31,0.40,0.71,0.28,0.33,2.50,22,29,51,20,79,25,87,16,-17,44.5,51.6,-7.1,3.3,1.4,4.7,4,0,4,0.0,browndu01
307,Dustin Byfuglien,33,WPG,D,42,9,0.10,0.64,0.74,0.23,1.64,2.74,4,27,31,10,62,22,43,8,4,31.1,29.5,1.6,2.3,2.1,4.4,0,,,,byfugdu01
308,Dylan DeMelo,25,OTT,D,77,7,0.05,0.23,0.29,0.09,0.42,1.42,4,18,22,7,84,4,95,13,-1,57.9,62.1,-4.1,0.8,3.1,3.9,0,,,,demeldy01
309,Dylan Gambrell,22,SJS,C,8,0,0.00,0.00,0.00,0.00,0.25,0.75,0,0,0,0,1,0,0,0,1,1.7,2.7,-1.0,-0.2,0.1,-0.1,0,,,,gambrdy01
310,Dylan Larkin,22,DET,C,76,28,0.42,0.54,0.96,0.37,0.99,3.78,32,41,73,29,97,24,90,12,-6,65.5,59.0,6.4,5.9,1.6,7.5,4,1,3,25.0,larkidy01
311,Dylan McIlrath,26,DET,D,7,0,0.00,0.00,0.00,0.00,0.57,0.86,0,0,0,0,4,0,3,1,2,2.8,4.0,-1.2,-0.1,0.4,0.3,0,,,,mcilrdy01
312,Dylan Sikura,23,CHI,C,33,2,0.00,0.24,0.24,0.06,0.00,1.58,0,8,8,2,18,1,15,0,2,16.4,14.4,2.0,-0.2,0.4,0.1,0,,,,sikurdy01
313,Dylan Strome,21,TOT,C,78,21,0.26,0.47,0.73,0.27,0.26,1.86,20,37,57,21,98,34,71,0,-8,45.8,53.9,-8.2,4.2,0.9,5.1,0,,,,stromdy01
313,Dylan Strome,21,CHI,C,58,18,0.29,0.59,0.88,0.31,0.24,1.81,17,34,51,19,90,29,59,0,2,36.4,44.9,-8.5,4.0,0.9,4.9,0,,,,stromdy01
313,Dylan Strome,21,ARI,C,20,3,0.15,0.15,0.30,0.13,0.30,2.00,3,3,6,2,8,5,12,0,-10,9.4,9.0,0.3,0.2,0.0,0.2,0,,,,stromdy01
