,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
237,Daniel Vladař,25,CGY,G,27,0,0.00,0.00,0.00,0.00,0.07,0.00,0,0,0,0,93,21,72,18,0,58.1,44.1,,0.0,0.0,3.1,0,,,,vladada01
238,Daniil Gushchin,20,SJS,LW,2,1,0.50,0.50,1.00,0.40,0.00,4.00,1,1,2,1,3,2,2,0,-1,1.6,1.2,0.4,0.2,0.0,0.2,0,,,,gushcda01
239,Daniil Miromanov,25,VEG,D/RW,14,2,0.14,0.29,0.43,0.16,0.14,1.57,2,4,6,2,10,4,12,0,-6,8.1,9.9,-1.8,0.5,0.0,0.5,0,,,,miromda01
240,Daniil Tarasov,23,CBJ,G,17,0,0.00,0.06,0.06,0.02,0.00,0.00,0,1,1,0,35,6,57,9,0,28.5,40.9,,0.0,0.0,2.3,0,,,,tarasda02
241,Dante Fabbro,24,NSH,D,79,4,0.03,0.11,0.14,0.04,0.63,1.28,2,8,10,3,44,2,60,14,-4,47.0,50.5,-3.5,-0.5,3.2,2.7,0,,,,fabbrda01
242,Danton Heinen,27,PIT,C/LW,65,8,0.12,0.22,0.34,0.12,0.18,1.48,8,13,21,8,29,4,30,0,-5,29.3,26.2,3.1,0.9,0.6,1.5,0,,,,heineda01
243,Darcy Kuemper,32,WSH,G,57,0,0.00,0.00,0.00,0.00,0.07,0.02,0,0,0,0,148,28,154,26,0,107.7,115.6,,0.0,0.0,10.1,0,,,,kuempda01
244,Darnell Nurse,27,EDM,D,82,15,0.15,0.38,0.52,0.18,0.78,2.48,11,29,40,14,99,1,106,34,26,76.4,69.6,6.7,2.9,4.7,7.6,0,,,,nurseda01
245,Darren Helm,36,COL,C/LW,11,0,0.00,0.00,0.00,0.00,0.36,0.91,0,0,0,0,3,0,6,2,-1,3.2,3.8,-0.6,-0.3,0.1,-0.2,0,,,,helmda01
246,Darren Raddysh,26,TBL,D,17,1,0.06,0.12,0.18,0.06,0.24,1.47,1,2,3,1,13,0,18,1,-4,12.3,12.8,-0.5,0.0,0.3,0.3,0,,,,raddyda01
247,Dave Gust,28,CHI,RW,4,1,0.25,0.00,0.25,0.14,0.50,1.75,1,0,1,1,2,0,4,0,-2,2.8,2.5,0.2,0.0,0.0,0.0,0,,,,gustda01
248,David Gustafsson,22,WPG,C,46,2,0.00,0.13,0.13,0.03,0.13,0.98,0,6,6,2,14,0,17,5,2,13.2,15.4,-2.2,-0.7,0.7,0.0,0,,,,gustada01
249,David Jiříček,19,CBJ,D,4,0,0.00,0.00,0.00,0.00,0.50,1.25,0,0,0,0,2,0,6,0,-4,2.1,3.4,-1.3,-0.1,-0.1,-0.2,0,,,,jiricda01
250,David Kämpf,28,TOR,C,82,9,0.09,0.24,0.33,0.11,0.10,1.30,7,19,26,9,45,0,65,26,6,39.8,44.0,-4.2,-0.3,1.7,1.4,0,,,,kampfda01
251,David Krejčí,36,BOS,C,70,19,0.23,0.57,0.80,0.28,0.29,1.60,15,38,53,19,92,25,44,0,23,43.5,45.5,-1.9,3.5,2.1,5.6,1,0,1,0.0,krejcda01
252,David Pastrňák,26,BOS,RW,82,47,0.74,0.63,1.38,0.57,0.46,4.96,59,49,108,46,144,52,58,0,34,62.7,51.0,11.7,12.1,2.9,15.1,5,1,4,20.0,pastrda01
253,David Perron,34,DET,LW,82,22,0.29,0.39,0.68,0.26,0.63,2.38,23,30,53,21,105,41,71,0,-7,50.7,43.2,7.5,3.8,1.5,5.3,7,2,5,28.6,perroda01
254,David Rittich,30,WPG,G,21,0,0.00,0.00,0.00,0.00,0.10,0.00,0,0,0,0,50,7,50,9,0,28.9,31.9,,0.0,0.0,2.7,0,,,,rittida01
255,David Savard,32,MTL,D,62,6,0.05,0.27,0.32,0.10,0.65,1.02,3,16,19,6,48,1,94,33,-14,38.9,54.5,-15.5,0.5,1.8,2.3,0,,,,savarda01
256,Dawson Mercer,21,NJD,C,82,23,0.33,0.35,0.68,0.28,0.17,1.96,26,27,53,22,89,17,65,15,22,54.0,39.9,14.1,4.2,2.2,6.4,1,0,1,0.0,merceda01
257,Denis Gurianov,25,TOT,RW,66,7,0.11,0.15,0.26,0.10,0.15,1.76,7,10,17,7,29,4,34,0,-9,25.3,35.8,-10.5,-0.1,0.7,0.5,0,,,,guriade01
257,Denis Gurianov,25,DAL,RW,43,3,0.05,0.16,0.21,0.07,0.09,1.63,2,7,9,3,13,1,14,0,-2,14.4,20.0,-5.5,-0.4,0.5,0.1,1,0,1,0.0,guriade01
257,Denis Gurianov,25,MTL,RW,23,4,0.22,0.13,0.35,0.15,0.26,2.00,5,3,8,4,16,3,20,0,-7,10.9,15.8,-4.9,0.3,0.1,0.4,0,,,,guriade01
258,Denis Malgin,26,TOT,C,65,9,0.20,0.12,0.32,0.14,0.12,1.72,13,8,21,9,28,2,22,0,4,31.8,26.1,5.7,1.3,1.0,2.2,0,,,,malgide01
258,Denis Malgin,26,COL,C,42,8,0.26,0.14,0.40,0.18,0.10,1.57,11,6,17,8,20,1,14,0,5,20.7,15.9,4.8,1.4,0.7,2.1,1,0,1,0.0,malgide01
258,Denis Malgin,26,TOR,C,23,2,0.09,0.09,0.17,0.07,0.17,2.00,2,2,4,2,8,1,8,0,-1,11.1,10.2,0.9,-0.2,0.3,0.1,0,,,,malgide01
259,Dennis Cholowski,24,NYI,D,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,2,0,-1,0.9,1.0,-0.1,0.0,0.0,0.0,0,,,,cholode01
260,Dennis Gilbert,26,CGY,D,23,1,0.04,0.13,0.17,0.06,1.17,0.57,1,3,4,1,11,0,11,0,0,11.2,8.6,2.7,0.1,0.6,0.7,0,,,,gilbede01
261,Derek Forbort,30,BOS,D,54,5,0.09,0.13,0.22,0.08,0.43,0.70,5,7,12,5,42,0,42,12,12,29.7,33.7,-4.0,0.4,2.7,3.2,0,,,,forbode01
262,Derek Grant,32,ANA,C,46,6,0.11,0.28,0.39,0.13,0.57,1.57,5,12,17,6,29,7,48,22,-4,18.1,29.8,-11.7,0.3,0.6,0.9,0,,,,grantde01
263,Derek Ryan,36,EDM,C,80,9,0.16,0.09,0.25,0.11,0.35,1.15,12,7,19,8,35,0,38,14,11,35.5,25.9,9.5,0.7,1.2,1.8,1,0,1,0.0,ryande01
264,Derek Stepan,32,CAR,C,73,4,0.07,0.08,0.15,0.06,0.11,1.34,5,6,11,4,23,0,21,6,8,26.7,18.2,8.4,-0.3,1.2,0.9,0,,,,stepade01
265,Derick Brassard,35,OTT,C,62,10,0.21,0.16,0.37,0.16,0.48,1.48,12,9,21,9,42,18,21,0,3,26.1,27.5,-1.3,1.4,1.1,2.5,1,1,0,100.0,brassde01
266,Derrick Pouliot,29,SJS,D,8,1,0.00,0.25,0.25,0.07,0.75,0.50,0,2,2,1,6,0,7,0,-1,5.7,5.6,0.1,0.0,0.2,0.3,0,,,,poulide01
267,Devin Shore,28,EDM,C,47,3,0.02,0.17,0.19,0.06,0.09,0.70,1,8,9,3,13,0,9,2,6,17.9,15.2,2.6,-0.2,0.6,0.4,0,,,,shorede01
268,Devon Levi,21,BUF,G,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,23,3,21,4,,19.1,19.5,,0.0,0.0,1.3,0,,,,levide01
269,Devon Toews,28,COL,D,80,15,0.09,0.54,0.63,0.19,0.33,2.06,7,41,48,15,120,17,96,32,39,80.2,65.3,14.9,3.0,7.0,10.0,0,,,,toewsde01
270,Dillon Dubé,24,CGY,C,82,17,0.22,0.33,0.55,0.21,0.57,1.84,17,25,42,16,65,8,69,6,-6,44.5,46.5,-2.0,2.5,1.3,3.8,1,0,1,0.0,dubedi01
271,Dillon Heatherington,27,OTT,D,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,0,0,3,0,-3,1.0,1.5,-0.5,0.0,-0.2,-0.2,0,,,,heathdi01
272,Dmitri Samorukov,23,STL,D,2,0,0.00,0.00,0.00,0.00,1.00,0.50,0,0,0,0,0,0,1,0,-1,1.0,1.5,-0.5,0.0,0.0,-0.1,0,,,,samordm01
273,Dmitry Kulikov,32,TOT,D,67,5,0.04,0.19,0.24,0.08,0.51,1.25,3,12,15,5,48,0,97,36,-13,38.2,62.8,-24.7,0.2,2.0,2.2,0,,,,kulikdm01
273,Dmitry Kulikov,32,ANA,D,61,5,0.05,0.20,0.25,0.08,0.49,1.31,3,11,14,5,47,0,93,35,-11,36.5,60.7,-24.2,0.2,2.0,2.2,0,,,,kulikdm01
273,Dmitry Kulikov,32,PIT,D,6,0,0.00,0.17,0.17,0.05,0.67,0.67,0,1,1,0,1,0,4,1,-2,1.6,2.1,-0.5,0.0,0.0,0.0,0,,,,kulikdm01
274,Dmitry Orlov,31,TOT,D,66,12,0.11,0.44,0.55,0.18,0.33,1.88,7,27,34,11,70,10,56,8,12,55.2,51.7,3.6,2.3,4.1,6.4,0,,,,orlovdm01
274,Dmitry Orlov,31,WSH,D,43,6,0.07,0.37,0.44,0.14,0.23,1.79,3,15,18,6,44,6,42,6,2,36.8,37.1,-0.4,0.9,2.4,3.3,0,,,,orlovdm01
274,Dmitry Orlov,31,BOS,D,23,6,0.17,0.57,0.74,0.25,0.52,2.04,4,12,16,5,26,4,14,2,10,18.4,14.5,3.9,1.4,1.7,3.1,0,,,,orlovdm01
275,Dominic Toninato,28,WPG,C,5,0,0.00,0.20,0.20,0.05,0.40,1.40,0,1,1,0,2,0,2,0,0,1.5,2.0,-0.6,0.0,0.1,0.0,0,,,,tonindo01
276,Dominik Kubalík,27,DET,LW,81,18,0.25,0.31,0.56,0.22,0.30,2.15,19,24,43,17,71,23,63,0,-15,38.3,40.5,-2.2,2.8,1.0,3.8,0,,,,kubaldo01
277,Dougie Hamilton,29,NJD,D,82,26,0.27,0.63,0.90,0.32,0.61,3.35,21,49,70,25,138,40,78,3,23,71.7,54.2,17.5,7.1,5.0,12.1,1,0,1,0.0,hamildo01
278,Drake Batherson,24,OTT,C,82,23,0.27,0.49,0.76,0.28,0.40,3.04,21,38,59,22,99,49,85,0,-35,55.9,50.1,5.9,4.0,0.7,4.7,3,2,1,66.7,bathedr01
279,Drake Caggiula,28,PIT,LW,4,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,1,0,2,0,-1,0.7,1.8,-1.0,-0.1,0.0,-0.1,0,,,,caggidr01
280,Drew Doughty,33,LAK,D,81,16,0.11,0.53,0.64,0.20,0.42,1.79,9,41,50,16,118,39,95,28,12,69.6,60.1,9.5,3.2,5.3,8.5,0,,,,doughdr01
281,Drew Helleson,21,ANA,D,3,1,0.33,0.00,0.33,0.18,0.67,1.33,1,0,1,1,2,0,2,0,0,0.8,1.7,-0.9,0.1,0.1,0.2,0,,,,helledr01
282,Drew O'Connor,24,PIT,F,46,4,0.11,0.13,0.24,0.09,0.26,1.35,5,6,11,4,15,0,21,3,-3,19.8,18.4,1.4,0.3,0.4,0.7,0,,,,oconndr01
283,Dryden Hunt,27,TOT,LW,37,2,0.08,0.00,0.08,0.04,0.65,0.62,3,0,3,2,5,0,15,0,-10,9.2,11.4,-2.2,-0.3,0.0,-0.3,0,,,,huntdr01
283,Dryden Hunt,27,COL,LW,25,1,0.04,0.00,0.04,0.02,0.52,0.60,1,0,1,1,1,0,8,0,-7,5.9,7.2,-1.3,-0.4,0.0,-0.4,0,,,,huntdr01
283,Dryden Hunt,27,TOR,LW,9,1,0.11,0.00,0.11,0.06,1.00,0.67,1,0,1,1,3,0,5,0,-2,3.1,3.8,-0.7,0.0,0.0,0.0,0,,,,huntdr01
283,Dryden Hunt,27,NYR,LW,3,1,0.33,0.00,0.33,0.18,0.67,0.67,1,0,1,1,1,0,2,0,-1,0.2,0.4,-0.2,0.1,0.0,0.1,0,,,,huntdr01
284,Dustin Tokarski,33,PIT,G,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,8,3,12,4,0,4.9,7.1,,0.0,0.0,0.6,0,,,,tokardu01
285,Dustin Wolf,21,CGY,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,3,0,1,0,0,2.9,1.5,,0.0,0.0,0.3,0,,,,wolfdu01
286,Dylan Coghlan,24,CAR,D,17,1,0.00,0.18,0.18,0.05,0.12,1.71,0,3,3,1,8,0,9,0,-1,8.1,6.0,2.1,0.0,0.5,0.5,0,,,,coghldy01
287,Dylan Cozens,21,BUF,C,81,27,0.38,0.46,0.84,0.33,0.51,2.60,30,35,65,26,100,34,88,19,-3,48.8,54.7,-5.9,5.8,1.1,7.0,1,0,1,0.0,cozendy01
288,Dylan DeMelo,29,WPG,D,75,9,0.08,0.28,0.36,0.12,0.67,1.24,6,20,26,9,63,0,77,24,10,51.8,48.3,3.5,1.3,4.5,5.8,0,,,,demeldy01
289,Dylan Ferguson,24,OTT,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,5,1,5,1,0,2.1,6.6,,0.0,0.0,0.8,0,,,,fergudy01
290,Dylan Gambrell,26,OTT,C,60,4,0.07,0.10,0.17,0.06,0.58,0.77,4,6,10,4,17,0,37,16,-4,15.4,21.6,-6.3,-0.5,0.7,0.2,0,,,,gambrdy01
291,Dylan Guenther,19,ARI,RW,33,6,0.18,0.27,0.45,0.17,0.30,1.61,6,8,14,5,17,7,17,0,-7,11.9,16.4,-4.5,0.8,0.2,1.0,0,,,,guentdy01
292,Dylan Holloway,21,EDM,C,51,3,0.06,0.12,0.18,0.06,0.53,0.86,3,6,9,3,17,0,17,0,0,18.9,17.4,1.6,-0.2,0.4,0.2,0,,,,hollody01
293,Dylan Larkin,26,DET,C,80,30,0.40,0.59,0.99,0.38,0.56,3.05,31,44,75,29,115,45,100,23,-7,49.0,46.9,2.2,6.3,1.7,8.0,7,1,6,14.3,larkidy01
294,Dylan McIlrath,30,WSH,D,6,0,0.00,0.17,0.17,0.05,1.17,0.17,0,1,1,0,2,0,8,0,-6,2.9,2.6,0.3,0.0,-0.3,-0.3,0,,,,mcilrdy01
295,Dylan Samberg,24,WPG,D,63,3,0.03,0.10,0.13,0.04,0.40,0.78,2,6,8,3,34,0,34,10,10,33.7,28.0,5.7,-0.2,3.2,2.9,0,,,,sambedy01
296,Dylan Strome,25,WSH,C,81,24,0.28,0.52,0.80,0.30,0.30,1.90,22,40,62,23,102,38,68,0,-4,52.5,48.1,4.4,4.7,1.6,6.3,2,0,2,0.0,stromdy01
297,Dylan Wells,25,CHI,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,1,0,0.3,1.7,,0.0,0.0,0.1,0,,,,wellsdy01
298,Dysin Mayo,26,ARI,D,15,0,0.00,0.00,0.00,0.00,0.53,0.47,0,0,0,0,4,0,15,3,-8,4.0,5.8,-1.9,-0.2,-0.2,-0.4,0,,,,mayody01
299,Eeli Tolvanen,23,TOT,RW,61,13,0.30,0.21,0.51,0.22,0.23,1.90,17,12,29,13,56,13,36,1,8,27.1,25.2,2.0,2.3,1.2,3.4,0,,,,tolvaee01
299,Eeli Tolvanen,23,SEA,RW,48,12,0.33,0.23,0.56,0.25,0.21,2.02,15,10,25,11,50,12,28,0,10,22.2,20.1,2.2,2.2,1.0,3.2,0,,,,tolvaee01
299,Eeli Tolvanen,23,NSH,RW,13,2,0.15,0.15,0.31,0.12,0.31,1.46,2,2,4,2,6,1,8,1,-2,4.9,5.1,-0.2,0.1,0.2,0.3,0,,,,tolvaee01
300,Eetu Luostarinen,24,FLA,C,82,16,0.21,0.32,0.52,0.20,0.34,1.61,16,25,41,16,70,7,69,25,19,54.5,42.4,12.1,2.1,1.9,4.0,0,,,,luostee01
301,Eetu Mäkiniemi,23,SJS,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,8,1,3,1,,2.6,2.6,,0.0,0.0,0.2,0,,,,makinee01
302,Egor Afanasyev,22,NSH,LW,17,1,0.06,0.00,0.06,0.03,0.12,1.24,1,0,1,1,3,0,10,0,-7,5.1,7.6,-2.5,-0.3,0.0,-0.3,0,,,,afanaeg01
303,Egor Sokolov,22,OTT,F,5,1,0.20,0.20,0.40,0.17,0.00,1.00,1,1,2,1,4,0,2,0,2,3.4,2.3,1.1,0.2,0.1,0.3,0,,,,sokoleg01
304,Elias Lindholm,28,CGY,C,80,23,0.28,0.53,0.80,0.29,0.18,2.33,21,40,61,22,96,32,79,21,6,48.6,40.4,8.3,4.0,2.0,6.0,0,,,,lindhel01
305,Elias Pettersson,24,VAN,C,80,37,0.49,0.79,1.28,0.47,0.18,3.21,37,60,97,37,136,46,95,21,16,54.5,45.2,9.3,8.6,2.3,10.9,6,3,3,50.0,petteel01
306,Elliot Desnoyers,,PHI,F,4,0,0.00,0.00,0.00,0.00,0.00,0.75,0,0,0,0,2,1,3,0,-2,0.7,2.1,-1.4,-0.2,0.0,-0.2,0,,,,desnoel02
307,Elmer Söderblom,21,DET,RW,21,4,0.24,0.14,0.38,0.17,0.38,1.43,5,3,8,4,13,0,13,0,0,8.9,9.1,-0.2,0.5,0.3,0.9,0,,,,soderel01
308,Elvis Merzļikins,28,CBJ,G,30,0,0.00,0.03,0.03,0.01,0.13,0.00,0,1,1,0,70,9,110,19,0,44.8,55.1,,0.0,0.0,2.5,0,,,,merzlel01
309,Emil Bemström,23,CBJ,C,55,8,0.13,0.27,0.40,0.14,0.11,1.73,7,14,21,8,35,11,35,0,-11,23.9,29.6,-5.7,0.9,0.5,1.4,0,,,,bemstem01
310,Eric Comrie,27,BUF,G,19,0,0.00,0.05,0.05,0.01,0.11,0.00,0,1,1,0,71,18,68,14,0,40.3,43.9,,0.0,0.0,2.2,0,,,,comrier01
311,Eric Robinson,27,CBJ,LW,72,10,0.17,0.17,0.33,0.14,0.08,1.36,11,11,22,9,27,0,66,18,-21,28.5,44.5,-16.0,0.7,0.6,1.3,0,,,,robiner01
312,Eric Staal,38,FLA,C,72,12,0.19,0.21,0.40,0.16,0.36,1.47,13,14,27,11,37,1,63,22,-5,37.8,35.1,2.6,1.3,0.7,2.0,0,,,,staaler01
313,Erik Brännström,23,OTT,D,74,6,0.03,0.22,0.24,0.07,0.51,1.00,2,15,17,5,54,5,59,15,5,44.1,40.1,4.1,0.5,3.1,3.6,0,,,,branner01
314,Erik Černák,25,TBL,D,70,5,0.03,0.20,0.23,0.07,0.76,1.24,2,13,15,5,57,0,77,28,8,53.3,47.3,6.0,0.0,3.2,3.3,0,,,,cernaer01
315,Erik Gudbranson,31,CBJ,D,70,4,0.01,0.17,0.19,0.05,0.81,1.46,1,11,12,4,50,1,95,22,-24,48.0,68.5,-20.6,-0.5,1.9,1.5,0,,,,gudbrer01
316,Erik Gustafsson,30,TOT,D,70,13,0.10,0.50,0.60,0.19,0.33,1.74,7,33,40,13,87,25,54,1,9,59.0,47.7,11.3,3.0,3.8,6.8,0,,,,gustaer02
316,Erik Gustafsson,30,WSH,D,61,12,0.11,0.51,0.62,0.20,0.34,1.87,7,29,36,12,80,21,51,1,9,52.5,42.5,10.0,2.8,3.5,6.3,0,,,,gustaer02
316,Erik Gustafsson,30,TOR,D,9,1,0.00,0.44,0.44,0.12,0.22,0.89,0,4,4,1,7,4,3,0,0,6.5,5.2,1.2,0.2,0.3,0.5,0,,,,gustaer02
317,Erik Haula,31,NJD,LW,80,15,0.18,0.34,0.51,0.19,0.59,2.05,13,25,38,14,70,8,69,20,13,49.4,39.9,9.4,1.6,1.8,3.4,0,,,,haulaer01
318,Erik Johnson,34,COL,D,63,2,0.00,0.13,0.13,0.03,0.19,1.56,0,8,8,2,41,0,54,21,8,37.5,41.8,-4.3,-0.6,2.8,2.3,0,,,,johnser01
319,Erik Källgren,26,TOR,G,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,25,6,25,6,0,20.7,17.9,,0.0,0.0,1.2,0,,,,kallger01
320,Erik Karlsson,32,SJS,D,82,34,0.30,0.93,1.23,0.41,0.44,2.55,24,72,96,33,150,39,139,2,-26,86.3,77.7,8.6,9.4,3.0,12.4,3,0,3,0.0,karlser01
321,Esa Lindell,28,DAL,D,82,9,0.10,0.20,0.29,0.11,0.12,1.41,8,15,23,8,76,0,76,29,29,54.0,53.5,0.5,1.1,5.7,6.8,0,,,,lindees01
322,Ethan Bear,25,VAN,D,61,5,0.05,0.21,0.26,0.08,0.41,1.23,3,12,15,5,50,1,67,24,6,41.0,37.9,3.1,0.4,2.5,2.9,0,,,,bearet01
323,Evan Bouchard,23,EDM,D,82,13,0.10,0.39,0.49,0.16,0.34,1.90,8,30,38,13,111,38,73,6,6,68.4,46.2,22.2,2.8,2.7,5.4,0,,,,bouchev01
324,Evan Rodrigues,29,COL,C,69,15,0.23,0.33,0.57,0.21,0.43,2.67,15,22,37,14,78,21,54,4,7,53.1,39.3,13.8,1.8,1.7,3.5,6,2,4,33.3,rodriev01
325,Evander Kane,31,EDM,LW,41,12,0.39,0.29,0.68,0.29,1.29,3.56,15,11,26,11,45,12,41,4,-4,32.3,31.6,0.6,2.1,0.5,2.6,1,0,1,0.0,kaneev01
326,Evgeni Malkin,36,PIT,C,82,30,0.33,0.68,1.01,0.36,1.00,2.93,26,53,79,29,110,50,73,1,-12,66.8,51.6,15.2,6.2,1.4,7.6,2,1,1,50.0,malkiev01
327,Evgenii Dadonov,33,TOT,RW,73,11,0.10,0.36,0.45,0.15,0.25,1.51,7,24,31,10,56,12,55,3,-8,39.0,42.1,-3.0,0.9,0.9,1.8,0,,,,dadonev01
327,Evgenii Dadonov,33,MTL,RW,50,6,0.08,0.28,0.36,0.12,0.32,1.44,4,13,17,6,29,7,35,3,-10,24.0,29.1,-5.1,0.1,0.4,0.5,0,,,,dadonev01
327,Evgenii Dadonov,33,DAL,RW,23,5,0.13,0.52,0.65,0.22,0.09,1.65,3,11,14,5,27,5,20,0,2,15.1,13.0,2.1,0.8,0.5,1.2,0,,,,dadonev01
328,Evgeny Kuznetsov,30,WSH,C,81,18,0.15,0.53,0.68,0.22,0.69,2.12,11,41,52,17,81,29,91,13,-26,44.2,52.3,-8.2,2.4,1.0,3.3,6,5,1,83.3,kuzneev01
329,Evgeny Svechnikov,26,SJS,LW,59,6,0.14,0.10,0.24,0.10,0.44,1.08,8,6,14,6,26,0,32,0,-6,21.2,28.2,-7.0,0.3,0.6,0.9,0,,,,svechev01
330,Fabian Zetterlund,23,TOT,W,67,8,0.09,0.25,0.34,0.12,0.21,1.76,6,16,22,8,42,8,40,0,-6,32.9,33.6,-0.7,0.3,0.8,1.1,0,,,,zettefa01
330,Fabian Zetterlund,23,NJD,W,45,7,0.13,0.31,0.44,0.16,0.13,1.80,6,13,19,7,32,6,22,0,4,22.7,18.3,4.3,0.9,0.7,1.6,0,,,,zettefa01
330,Fabian Zetterlund,23,SJS,W,22,1,0.00,0.14,0.14,0.04,0.36,1.68,0,3,3,1,10,2,18,0,-10,10.2,15.2,-5.0,-0.6,0.0,-0.5,0,,,,zettefa01
331,Felix Sandström,26,PHI,G,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,47,9,69,13,0,36.5,39.0,,0.0,0.0,1.8,0,,,,sandsfe01
332,Filip Chytil,23,NYR,C,74,18,0.30,0.31,0.61,0.24,0.41,2.39,21,22,43,17,67,11,41,0,15,43.6,41.2,2.3,3.3,1.8,5.2,2,0,2,0.0,chytifi01
333,Filip Forsberg,28,NSH,C,50,16,0.38,0.46,0.84,0.33,0.40,3.14,18,22,40,16,62,21,46,1,-4,32.6,31.5,1.1,3.4,1.0,4.4,2,1,1,50.0,forsbfi01
334,Filip Gustavsson,24,MIN,G,39,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,106,23,81,13,0,73.8,74.4,,0.0,0.0,9.8,0,,,,gustafi01
335,Filip Hallander,22,PIT,C,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.9,-0.9,-0.1,0.0,0.0,0,,,,hallafi01
336,Filip Hronek,25,TOT,D,64,13,0.14,0.47,0.61,0.20,0.53,1.94,9,28,37,13,84,24,62,9,7,41.1,42.1,-1.0,2.9,3.9,6.8,0,,,,hronefi01
336,Filip Hronek,25,DET,D,60,13,0.15,0.48,0.63,0.21,0.57,2.03,9,27,36,12,81,24,58,9,8,38.8,38.9,-0.1,2.9,3.8,6.7,0,,,,hronefi01
336,Filip Hronek,25,VAN,D,4,0,0.00,0.25,0.25,0.07,0.00,0.50,0,1,1,0,3,0,4,0,-1,2.3,3.2,-0.9,0.0,0.1,0.1,0,,,,hronefi01
337,Filip Král,23,TOR,D,2,0,0.00,0.00,0.00,0.00,1.00,0.50,0,0,0,0,1,0,2,1,0,1.0,0.9,0.1,0.0,0.0,0.0,0,,,,kralfi01
338,Filip Roos,24,CHI,D,17,1,0.06,0.12,0.18,0.06,0.24,1.12,1,2,3,1,9,0,14,0,-5,8.8,11.3,-2.5,0.1,0.4,0.4,0,,,,roosfi01
339,Filip Zadina,23,DET,RW,30,3,0.10,0.13,0.23,0.09,0.33,1.70,3,4,7,3,8,0,13,0,-5,16.2,12.4,3.8,-0.1,0.3,0.2,0,,,,zadinfi01
340,Frank Vatrano,28,ANA,LW,81,17,0.27,0.23,0.51,0.21,0.81,2.85,21,18,39,16,55,10,85,11,-29,37.0,71.5,-34.5,2.2,0.5,2.7,0,,,,vatrafr01
341,Frédéric Allard,25,MTL,D,3,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,3,0,1,0,2,1.7,0.8,1.0,-0.1,0.2,0.2,0,,,,allarfr01
342,Frédérick Gaudreau,29,MIN,C,82,16,0.23,0.23,0.46,0.19,0.12,1.68,18,18,36,15,56,6,61,21,10,36.2,41.4,-5.2,1.9,2.1,3.9,13,8,5,61.5,gaudrfr01
343,Frederik Andersen,33,CAR,G,34,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,105,20,82,14,0,76.4,60.7,,0.0,0.0,4.7,0,,,,anderfr01
344,Fredrik Karlström,25,DAL,C,5,0,0.00,0.00,0.00,0.00,0.00,1.20,0,0,0,0,1,0,0,0,1,2.5,0.9,1.6,-0.1,0.1,0.0,0,,,,karlsfr01
345,Fredrik Olofsson,26,DAL,LW,28,1,0.04,0.11,0.14,0.05,0.07,1.21,1,3,4,1,8,0,8,0,0,11.5,8.9,2.6,-0.3,0.3,0.0,0,,,,olofsfr01
346,Gabriel Carlsson,26,WSH,D,6,1,0.00,0.33,0.33,0.09,0.00,0.50,0,2,2,1,3,0,6,2,-1,2.4,4.0,-1.6,0.1,0.1,0.2,0,,,,carlsga01
347,Gabriel Fortier,22,TBL,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.3,1.4,-1.2,0.0,0.0,0.0,0,,,,fortiga01
348,Gabriel Vilardi,23,LAK,C,63,17,0.37,0.29,0.65,0.27,0.29,1.94,22,17,39,17,63,26,27,0,10,33.7,25.2,8.5,3.4,1.4,4.8,9,3,6,33.3,vilarga01
349,Garnet Hathaway,31,TOT,RW,84,9,0.15,0.11,0.26,0.11,0.82,1.05,13,9,22,10,35,0,43,13,5,32.8,30.7,2.1,0.6,1.4,2.0,0,,,,hathaga01
349,Garnet Hathaway,31,WSH,RW,59,7,0.15,0.12,0.27,0.12,0.88,1.19,9,7,16,7,28,0,35,13,6,26.2,19.6,6.6,0.4,1.2,1.6,0,,,,hathaga01
