,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
129,Brendan Morrison,36,CGY,C,28,4,0.14,0.25,0.39,0.15,0.21,1.18,5,8,13,5,16,3,17,3,-1,0.6,0.4,1.1,0,,,,morribr01
129,Brendan Morrison,36,CHI,C,11,0,0.00,0.00,0.00,0.00,0.55,0.91,0,0,0,0,1,0,5,0,-4,-0.4,-0.1,-0.5,0,,,,morribr01
130,Brendan Smith,22,DET,D,14,2,0.07,0.43,0.50,0.15,0.93,0.93,1,7,8,2,10,1,7,1,3,0.6,0.7,1.3,0,,,,smithbr05
131,Brenden Dillon,21,DAL,D,1,0,0.00,0.00,0.00,0.00,0.00,6.00,0,0,0,0,0,0,2,2,0,0.0,0.0,0.0,0,,,,dillobr01
132,Brenden Morrow,33,DAL,LW,57,10,0.19,0.26,0.46,0.17,1.70,1.54,12,16,28,11,44,13,34,4,1,1.3,1.1,2.4,1,0,1,0.0,morrobr01
133,Brent Burns,26,SJS,D,81,13,0.14,0.32,0.46,0.16,0.42,2.48,12,28,40,14,84,24,69,17,8,3.2,4.8,7.9,2,1,1,50.0,burnsbr01
134,Brent Johnson,34,PIT,G,16,0,0.00,0.06,0.06,0.02,0.00,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,0.9,0,,,,johnsbr02
135,Brent Seabrook,26,CHI,D,78,11,0.12,0.32,0.44,0.15,0.28,2.00,10,27,37,13,101,11,90,21,21,2.5,5.0,7.5,0,,,,seabrbr01
136,Brett Bulmer,19,MIN,RW,9,1,0.00,0.33,0.33,0.09,0.67,0.78,0,3,3,1,3,0,2,0,1,0.1,0.2,0.2,0,,,,bulmebr01
137,Brett Carson,26,CGY,D,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,2,0,-2,0.0,-0.1,-0.1,0,,,,carsobr01
138,Brett Clark,35,TBL,D,82,5,0.02,0.16,0.18,0.06,0.24,0.74,2,14,16,5,53,9,100,30,-26,0.1,0.0,0.2,0,,,,clarkbr01
139,Brett Connolly,19,TBL,RW,68,5,0.06,0.16,0.22,0.08,0.44,1.38,5,12,17,6,28,5,32,0,-9,-0.1,0.3,0.2,0,,,,connobr01
140,Brett Festerling,25,WPG,D,5,0,0.00,0.00,0.00,0.00,0.40,0.40,0,0,0,0,2,0,3,0,-1,-0.1,0.0,0.0,0,,,,festebr01
141,Brett Lebda,30,CBJ,D,30,1,0.03,0.10,0.13,0.05,0.47,1.20,1,3,4,1,22,0,28,5,-1,0.0,1.0,1.0,0,,,,lebdabr01
142,Brett Maclean,23,WPG,LW,5,1,0.00,0.40,0.40,0.11,0.40,1.20,0,2,2,1,4,1,2,0,1,0.1,0.1,0.2,0,,,,maclebr02
143,Brett Sterling,27,STL,LW,4,0,0.00,0.00,0.00,0.00,0.00,1.25,0,0,0,0,1,0,2,0,-1,-0.1,0.0,-0.1,0,,,,sterlbr01
144,Brett Sutter,24,CAR,C,15,1,0.00,0.20,0.20,0.06,0.73,0.73,0,3,3,1,5,0,8,2,-1,0.0,0.1,0.1,0,,,,suttebr04
145,Brian Boucher,35,CAR,G,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0,,,,bouchbr01
146,Brian Boyle,27,NYR,C,82,10,0.13,0.18,0.32,0.12,0.72,2.01,12,16,28,11,46,6,48,10,2,0.6,1.6,2.2,0,,,,boylebr01
147,Brian Campbell,32,FLA,D,82,15,0.05,0.60,0.65,0.19,0.07,1.60,5,54,59,17,101,46,76,12,-9,3.8,4.6,8.4,0,,,,campbbr02
148,Brian Elliott,26,STL,G,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,9.0,0,,,,elliobr01
149,Brian Foster,24,FLA,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,fostebr01
150,Brian Gionta,33,MTL,RW,31,6,0.26,0.23,0.48,0.20,0.52,2.42,9,8,17,7,25,5,29,2,-7,0.9,0.4,1.4,4,2,2,50.0,giontbr01
151,Brian Lee,24,TOT,D,55,5,0.02,0.27,0.29,0.08,0.64,0.58,1,17,18,5,29,2,44,9,-8,0.9,0.6,1.5,0,,,,leebr01
151,Brian Lee,24,OTT,D,35,2,0.03,0.20,0.23,0.07,0.77,0.43,1,8,9,3,15,1,25,9,-2,0.4,0.6,1.0,0,,,,leebr01
151,Brian Lee,24,TBL,D,20,2,0.00,0.40,0.40,0.11,0.40,0.85,0,9,9,2,14,1,19,0,-6,0.5,0.0,0.5,0,,,,leebr01
152,Brian McGrattan,30,NSH,RW,30,1,0.00,0.07,0.07,0.02,2.03,0.33,0,2,2,1,3,0,4,0,-1,-0.2,0.1,-0.1,0,,,,mcgrabr01
153,Brian Rolston,38,TOT,C,70,8,0.10,0.24,0.34,0.12,0.20,2.16,8,18,26,9,38,9,37,3,-5,0.7,0.9,1.6,0,,,,rolstbr01
153,Brian Rolston,38,NYI,C,49,3,0.08,0.10,0.18,0.07,0.12,2.29,5,5,10,4,20,6,28,2,-12,-0.5,0.4,-0.1,0,,,,rolstbr01
153,Brian Rolston,38,BOS,C,21,5,0.14,0.57,0.71,0.24,0.38,1.86,3,13,16,5,18,3,9,1,7,1.2,0.5,1.7,0,,,,rolstbr01
154,Brian Strait,24,PIT,D,9,0,0.00,0.11,0.11,0.03,0.44,0.44,0,1,1,0,3,0,5,0,-2,0.0,0.0,0.0,0,,,,straibr01
155,Brooks Laich,28,WSH,C,82,16,0.20,0.30,0.50,0.19,0.41,2.33,18,27,45,17,61,15,82,28,-8,2.2,1.3,3.5,1,1,0,100.0,laichbr01
156,Brooks Orpik,31,PIT,D,73,5,0.03,0.22,0.25,0.07,0.84,0.60,2,17,19,6,81,0,81,19,19,0.3,4.2,4.5,0,,,,orpikbr01
157,Bruno Gervais,27,TBL,D,50,5,0.12,0.14,0.26,0.10,0.16,1.14,7,8,15,6,29,2,32,1,-4,1.3,0.7,2.1,0,,,,gervabr01
158,Bryan Allen,31,CAR,D,82,4,0.01,0.16,0.17,0.05,0.93,1.06,1,14,15,4,57,1,84,27,-1,-0.1,3.5,3.4,0,,,,allenbr01
159,Bryan Bickell,25,CHI,LW,71,9,0.13,0.21,0.34,0.12,0.68,1.18,10,16,26,10,35,0,38,0,-3,1.3,0.6,1.8,0,,,,bickebr01
160,Bryan Little,24,WPG,C,74,19,0.32,0.30,0.62,0.25,0.35,2.19,27,24,51,21,76,20,82,15,-11,3.6,1.0,4.6,5,2,3,40.0,littlbr01
161,Bryan Rodney,27,EDM,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,-0.1,-0.1,0,,,,rodnebr01
162,Bryce Salvador,35,NJD,D,82,2,0.00,0.11,0.11,0.03,0.80,0.63,0,10,10,3,60,0,59,17,18,-1.0,5.7,4.8,0,,,,salvabr01
163,Byron Bitz,27,VAN,RW,10,1,0.10,0.30,0.40,0.13,1.40,0.60,1,3,4,1,4,0,2,0,2,0.3,0.2,0.5,0,,,,bitzby01
164,Cade Fairchild,23,STL,D,5,0,0.00,0.20,0.20,0.05,0.00,0.20,0,1,1,0,1,0,2,0,-1,0.1,0.0,0.1,0,,,,faircca01
165,Cal Clutterbuck,24,MIN,RW,74,11,0.20,0.16,0.36,0.15,1.39,2.18,17,13,30,13,45,14,49,14,-4,1.3,1.5,2.8,0,,,,cluttca01
166,Cal O'Reilly,25,TOT,C,33,2,0.06,0.15,0.21,0.07,0.12,0.52,2,5,7,2,11,3,19,0,-11,-0.2,0.0,-0.2,0,,,,oreilca01
166,Cal O'Reilly,25,PHX,C,22,2,0.09,0.14,0.23,0.08,0.09,0.59,2,3,5,2,9,2,12,0,-5,0.0,0.1,0.1,0,,,,oreilca01
166,Cal O'Reilly,25,PIT,C,6,0,0.00,0.17,0.17,0.05,0.00,0.50,0,1,1,0,1,1,4,0,-4,-0.1,-0.1,-0.2,1,0,1,0.0,oreilca01
166,Cal O'Reilly,25,NSH,C,5,0,0.00,0.20,0.20,0.05,0.40,0.20,0,1,1,0,1,0,3,0,-2,-0.1,0.0,-0.1,1,0,1,0.0,oreilca01
167,Calvin de Haan,20,NYI,D,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,1,0,0,0,1,0.0,0.1,0.1,0,,,,dehaaca01
168,Cam Atkinson,22,CBJ,RW,27,6,0.26,0.26,0.52,0.21,0.52,2.44,8,8,16,7,28,6,21,0,1,1.2,0.5,1.7,1,1,0,100.0,atkinca01
169,Cam Barker,25,EDM,D,25,1,0.08,0.00,0.08,0.04,0.92,1.40,2,0,2,1,22,6,16,0,0,-0.1,1.0,0.9,0,,,,barkeca01
170,Cam Fowler,20,ANA,D,82,9,0.06,0.29,0.35,0.11,0.22,1.50,6,26,32,10,83,28,91,8,-28,1.6,2.0,3.6,2,0,2,0.0,fowleca01
171,Cam Janssen,27,NJD,RW,48,0,0.00,0.02,0.02,0.01,1.56,0.35,0,1,1,0,2,0,10,0,-8,-0.5,0.0,-0.6,0,,,,janssca01
172,Cam Ward,27,CAR,G,68,1,0.01,0.00,0.01,0.01,0.06,0.00,1,0,1,1,1,0,0,0,0,0.0,0.0,13.4,0,,,,wardca01
173,Carey Price,24,MTL,G,65,1,0.00,0.03,0.03,0.01,0.09,0.00,0,2,2,1,2,0,0,0,0,0.0,0.0,12.3,0,,,,priceca01
174,Carl Gunnarsson,25,TOR,D,76,6,0.05,0.20,0.25,0.08,0.26,1.17,5,16,21,7,61,10,87,27,-9,0.6,2.4,3.0,0,,,,gunnaca01
175,Carl Hagelin,23,NYR,LW,64,14,0.22,0.38,0.59,0.22,0.38,2.05,16,26,42,16,53,0,33,1,21,3.1,2.1,5.2,0,,,,hagelca01
176,Carl Klingberg,21,WPG,LW,6,0,0.00,0.00,0.00,0.00,0.67,1.17,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,klingca01
177,Carl Sneep,24,PIT,D,1,0,0.00,1.00,1.00,0.27,0.00,0.00,0,1,1,0,2,0,1,0,1,0.1,0.1,0.2,0,,,,sneepca01
178,Carlo Colaiacovo,29,STL,D,64,6,0.03,0.27,0.30,0.09,0.34,1.06,2,19,21,6,50,13,32,2,7,1.0,3.7,4.6,0,,,,colaica01
179,Carson McMillan,23,MIN,RW,11,1,0.09,0.18,0.27,0.10,1.00,0.73,1,2,3,1,4,0,4,1,1,0.1,0.2,0.3,0,,,,mcmilca01
180,Carter Ashton,20,TOR,RW,15,0,0.00,0.00,0.00,0.00,0.87,1.47,0,0,0,0,0,0,10,0,-10,-0.4,-0.3,-0.7,0,,,,ashtoca01
181,Carter Camper,23,BOS,C,3,1,0.33,0.00,0.33,0.18,0.00,0.33,1,0,1,1,1,0,0,0,1,0.2,0.1,0.2,0,,,,campeca01
182,Casey Cizikas,20,NYI,C,15,1,0.00,0.27,0.27,0.07,0.40,0.80,0,4,4,1,7,0,8,2,1,0.0,0.3,0.2,0,,,,cizikca01
183,Casey Wellman,24,MIN,C,14,2,0.14,0.36,0.50,0.17,0.00,1.79,2,5,7,2,6,1,9,0,-4,0.5,0.1,0.6,0,,,,wellmca01
184,Chad Larose,29,CAR,RW,67,14,0.28,0.19,0.48,0.21,0.72,2.97,21,14,35,15,52,16,59,8,-15,2.8,0.6,3.4,2,0,2,0.0,larosch01
185,Chad Rau,25,MIN,C,9,1,0.22,0.00,0.22,0.12,0.00,0.78,2,0,2,1,2,0,3,0,-1,0.2,0.1,0.3,0,,,,rauch01
186,Chay Genoway,25,MIN,D,1,0,0.00,1.00,1.00,0.27,0.00,1.00,0,1,1,0,1,0,1,0,0,0.1,0.1,0.1,0,,,,genowch01
187,Chris Butler,25,CGY,D,68,5,0.03,0.19,0.22,0.07,0.50,0.91,2,14,16,5,54,6,70,13,-9,0.2,2.8,3.0,0,,,,butlech01
188,Chris Campoli,27,MTL,D,43,4,0.05,0.21,0.26,0.08,0.19,1.00,2,10,12,4,28,5,28,2,-3,0.6,1.5,2.1,0,,,,campoch01
189,Chris Conner,28,DET,RW,8,1,0.13,0.25,0.38,0.13,0.00,1.25,1,2,3,1,3,0,2,1,2,0.2,0.2,0.4,0,,,,connech01
190,Chris Higgins,28,VAN,C,71,16,0.25,0.35,0.61,0.23,0.23,2.32,20,27,47,18,66,16,45,6,11,3.5,1.6,5.1,0,,,,higgich01
191,Chris Kelly,31,BOS,C,82,16,0.24,0.23,0.48,0.20,0.50,1.49,23,21,44,18,64,2,44,15,33,3.4,2.3,5.7,0,,,,kellych01
192,Chris Kunitz,32,PIT,LW,82,23,0.32,0.43,0.74,0.28,0.60,2.80,29,38,67,26,117,42,60,1,16,5.5,2.1,7.6,6,4,2,66.7,kunitch01
193,Chris Mason,35,WPG,G,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.8,0,,,,masonch02
194,Chris Mueller,25,NSH,C,4,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,2,0,3,0,-1,-0.1,0.0,-0.1,0,,,,muellch01
195,Chris Neil,32,OTT,RW,72,11,0.18,0.21,0.39,0.15,2.47,1.76,15,16,31,13,44,13,41,0,-10,2.0,0.3,2.3,0,,,,neilch01
196,Chris Phillips,33,OTT,D,80,6,0.06,0.18,0.24,0.08,0.20,1.06,6,15,21,7,60,5,77,34,12,0.9,3.4,4.3,0,,,,phillch02
197,Chris Porter,27,STL,C,47,3,0.09,0.06,0.15,0.06,0.23,1.30,5,3,8,4,13,0,15,1,-1,-0.1,0.6,0.5,0,,,,portech01
198,Chris Pronger,37,PHI,D,13,3,0.08,0.85,0.92,0.27,0.77,1.77,1,12,13,4,18,9,13,5,1,1.1,0.5,1.7,0,,,,prongch01
199,Chris Stewart,24,STL,RW,79,12,0.19,0.19,0.38,0.15,1.38,2.10,17,16,33,14,41,5,36,1,1,1.7,1.7,3.3,1,0,1,0.0,stewach02
200,Chris Summers,23,PHX,D,21,1,0.00,0.14,0.14,0.04,0.52,0.48,0,3,3,1,8,0,14,2,-4,0.0,0.2,0.2,0,,,,summech01
201,Chris Tanev,22,VAN,D,25,1,0.00,0.08,0.08,0.02,0.08,0.60,0,2,2,1,18,0,13,5,10,-0.3,1.7,1.4,0,,,,tanevch01
202,Chris Thorburn,28,WPG,C,72,4,0.06,0.10,0.15,0.06,1.15,0.96,5,8,13,5,18,0,30,6,-6,-0.4,0.4,0.0,0,,,,thorbch01
203,Chris VandeVelde,24,EDM,C,5,1,0.20,0.00,0.20,0.11,0.40,0.20,1,0,1,1,2,0,2,2,2,0.1,0.1,0.2,0,,,,vandech01
204,Christian Ehrhoff,29,BUF,D,66,10,0.08,0.41,0.48,0.15,0.71,2.06,6,30,36,11,86,25,67,4,-2,2.4,3.2,5.6,0,,,,ehrhoch01
205,Chuck Kobasew,29,COL,RW,58,6,0.12,0.12,0.24,0.10,0.88,1.12,8,8,16,7,20,3,38,11,-10,0.4,0.5,0.9,0,,,,kobasch01
206,Clarke MacArthur,26,TOR,LW,73,17,0.27,0.32,0.59,0.23,0.51,2.03,23,25,48,19,60,14,43,0,3,3.8,1.3,5.1,0,,,,macarcl01
207,Claude Giroux,24,PHI,RW,77,32,0.36,0.84,1.21,0.42,0.38,3.14,32,71,103,37,110,43,80,19,6,8.9,1.6,10.6,9,5,4,55.6,giroucl01
208,Clay Wilson,28,CGY,D,5,0,0.00,0.00,0.00,0.00,0.80,1.40,0,0,0,0,1,0,1,0,0,-0.1,0.2,0.1,0,,,,wilsocl01
209,Clayton Stoner,26,MIN,D,51,2,0.02,0.08,0.10,0.03,1.22,0.92,1,4,5,2,31,0,39,11,3,-0.4,2.8,2.4,0,,,,stonecl01
210,Cody Almond,22,MIN,C,10,1,0.10,0.00,0.10,0.05,1.50,0.70,1,0,1,1,1,0,6,0,-5,-0.1,-0.1,-0.1,0,,,,almonco01
211,Cody Bass,25,CBJ,C,14,0,0.00,0.07,0.07,0.02,2.29,0.93,0,1,1,0,3,0,4,1,0,-0.3,0.1,-0.1,0,,,,bassco01
212,Cody Eakin,20,WSH,C,30,3,0.13,0.13,0.27,0.11,0.13,1.03,5,4,9,4,12,0,10,0,2,0.6,0.4,1.0,0,,,,eakinco01
213,Cody Franson,24,TOR,D,57,7,0.09,0.28,0.37,0.12,0.39,1.14,6,17,23,8,45,9,39,2,-1,1.8,1.7,3.5,0,,,,fransco01
214,Cody Goloubef,22,CBJ,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,0,1,0.0,0.1,0.1,0,,,,golouco01
215,Cody Hodgson,21,TOT,C,83,16,0.23,0.27,0.49,0.19,0.12,1.86,21,24,45,18,63,19,45,2,1,3.4,1.2,4.7,0,,,,hodgsco01
215,Cody Hodgson,21,VAN,C,63,13,0.25,0.27,0.52,0.21,0.13,1.63,18,19,37,15,49,14,27,0,8,3.2,1.1,4.3,7,3,4,42.9,hodgsco01
215,Cody Hodgson,21,BUF,C,20,3,0.15,0.25,0.40,0.15,0.10,2.55,3,5,8,3,14,5,18,2,-7,0.3,0.1,0.3,1,0,1,0.0,hodgsco01
216,Cody McCormick,28,BUF,C,50,1,0.02,0.06,0.08,0.03,1.12,0.86,1,3,4,1,5,0,13,1,-7,-0.6,0.1,-0.4,0,,,,mccorco01
217,Cody McLeod,27,COL,LW,75,5,0.08,0.07,0.15,0.06,2.19,0.83,7,5,12,5,17,0,17,0,0,0.4,0.7,1.1,0,,,,mcleoco01
218,Colby Armstrong,29,TOR,RW,29,1,0.03,0.07,0.10,0.04,0.31,0.48,1,2,3,1,4,0,13,1,-8,-0.3,-0.1,-0.4,0,,,,armstco01
219,Colby Robak,21,FLA,D,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,3,0,2,0,1,0.0,0.2,0.1,0,,,,robakco01
220,Colin Fraser,27,LAK,C,67,3,0.03,0.09,0.12,0.04,1.00,0.81,2,7,9,3,13,0,20,5,-2,-0.7,0.9,0.1,0,,,,fraseco01
221,Colin Greening,25,OTT,C,82,15,0.21,0.24,0.45,0.18,0.56,2.24,19,22,41,16,63,13,56,2,-4,2.5,0.8,3.3,0,,,,greenco01
222,Colin McDonald,27,PIT,C,5,0,0.00,0.00,0.00,0.00,0.00,1.20,0,0,0,0,1,0,1,0,0,-0.1,0.0,-0.1,0,,,,mcdonco01
223,Colin Stuart,29,BUF,LW,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,3,0,-3,0.0,-0.1,-0.2,0,,,,stuarco01
224,Colin White,34,SJS,D,54,1,0.02,0.06,0.07,0.02,0.39,0.61,1,3,4,1,21,0,42,16,-5,-0.4,1.4,1.0,0,,,,whiteco01
225,Colin Wilson,22,NSH,C,68,13,0.22,0.29,0.51,0.20,0.31,1.68,17,22,39,15,62,19,38,0,5,2.5,1.4,3.9,3,1,2,33.3,wilsoco01
226,Colten Teubert,21,EDM,D,24,0,0.00,0.04,0.04,0.01,1.04,0.54,0,1,1,0,8,0,15,2,-5,-0.2,0.2,0.0,0,,,,teubeco01
227,Colton Gillies,22,TOT,C,75,3,0.03,0.08,0.11,0.04,0.47,0.64,2,6,8,3,15,0,28,4,-9,-1.0,0.6,-0.5,0,,,,gillico01
227,Colton Gillies,22,CBJ,C,38,2,0.05,0.11,0.16,0.06,0.66,0.63,2,4,6,2,10,0,16,2,-4,-0.3,0.3,0.0,0,,,,gillico01
227,Colton Gillies,22,MIN,C,37,1,0.00,0.05,0.05,0.01,0.27,0.65,0,2,2,1,5,0,12,2,-5,-0.7,0.3,-0.5,0,,,,gillico01
228,Colton Orr,29,TOR,RW,5,1,0.20,0.00,0.20,0.11,1.00,0.60,1,0,1,1,1,0,0,0,1,0.2,0.1,0.2,0,,,,orrco01
229,Corey Crawford,27,CHI,G,57,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,7.3,0,,,,crawfco01
230,Corey Perry,26,ANA,RW,80,26,0.46,0.29,0.75,0.33,1.59,3.46,42,25,67,30,85,34,70,12,-7,6.1,1.7,7.9,9,2,7,22.2,perryco01
231,Corey Potter,28,EDM,D,62,7,0.06,0.27,0.34,0.11,0.39,1.58,5,19,24,8,54,18,58,6,-16,1.4,1.4,2.7,0,,,,potteco01
232,Corey Tropp,22,BUF,RW,34,3,0.09,0.15,0.24,0.09,0.59,0.94,3,5,8,3,12,0,12,0,0,0.3,0.4,0.6,0,,,,troppco01
233,Cory Emmerton,23,DET,C,71,4,0.08,0.06,0.14,0.06,0.20,0.89,7,4,11,5,16,1,17,3,1,0.1,0.6,0.7,0,,,,emmerco01
234,Cory Sarich,33,CGY,D,62,2,0.02,0.10,0.11,0.04,1.06,0.58,1,7,8,2,29,0,31,3,1,-0.3,2.5,2.3,0,,,,saricco01
235,Cory Schneider,25,VAN,G,33,1,0.00,0.06,0.06,0.02,0.00,0.00,0,2,2,1,2,2,0,0,0,0.0,0.0,8.4,0,,,,schneco01
236,Craig Adams,34,PIT,RW,82,6,0.06,0.16,0.22,0.08,0.41,0.93,6,14,20,7,25,0,49,18,-6,-0.1,0.6,0.6,0,,,,adamscr01
237,Craig Anderson,30,OTT,G,63,1,0.00,0.06,0.06,0.02,0.06,0.00,0,4,4,1,4,1,0,0,0,0.0,0.0,11.7,0,,,,andercr01
238,Craig Smith,22,NSH,C,72,13,0.19,0.31,0.50,0.19,0.42,2.39,16,24,40,15,48,18,39,0,-9,2.7,0.7,3.4,4,0,4,0.0,smithcr01
239,Curtis Glencross,29,CGY,LW,67,20,0.39,0.33,0.72,0.30,0.93,1.64,29,24,53,22,64,21,71,15,-13,5.1,1.0,6.0,3,0,3,0.0,glenccu01
240,Curtis McElhinney,28,PHX,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0,,,,mcelhcu01
241,Curtis Sanford,32,CBJ,G,36,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,5.7,0,,,,sanfocu01
242,D.J. King,27,WSH,LW,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,kingdj01
243,Dainius Zubrus,33,NJD,RW,82,16,0.21,0.33,0.54,0.20,0.41,1.33,19,30,49,19,71,10,61,7,7,2.5,2.5,5.0,0,,,,zubruda01
244,Dale Weise,23,VAN,RW,68,3,0.06,0.06,0.12,0.05,1.19,0.71,5,4,9,4,13,0,14,0,-1,-0.2,0.5,0.3,0,,,,weiseda01
245,Dalton Prout,21,CBJ,D,5,0,0.00,0.00,0.00,0.00,0.00,0.40,0,0,0,0,3,0,2,0,1,-0.1,0.2,0.1,0,,,,proutda01
246,Dan Boyle,35,SJS,D,81,15,0.11,0.48,0.59,0.19,0.70,3.11,10,43,53,17,121,45,86,20,10,3.9,5.5,9.4,4,0,4,0.0,boyleda01
247,Dan Ellis,31,ANA,G,10,0,0.00,0.10,0.10,0.03,0.00,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,1.2,0,,,,ellisda01
248,Dan Girardi,27,NYR,D,82,9,0.06,0.29,0.35,0.11,0.24,1.49,6,26,32,10,86,12,85,24,13,1.3,6.0,7.2,0,,,,girarda01
249,Dan Hamhuis,29,VAN,D,82,11,0.05,0.40,0.45,0.13,0.56,1.71,5,36,41,13,101,18,71,17,29,2.3,6.3,8.6,0,,,,hamhuda01
250,Dana Tyrell,22,TBL,C,26,1,0.00,0.19,0.19,0.05,0.23,0.88,0,5,5,1,6,0,17,6,-5,-0.2,0.0,-0.2,0,,,,tyrelda01
251,Dane Byers,25,CBJ,LW,8,0,0.00,0.00,0.00,0.00,3.63,1.00,0,0,0,0,1,0,2,1,0,-0.2,0.1,-0.1,0,,,,byersda01
252,Daniel Alfredsson,39,OTT,RW,75,23,0.36,0.43,0.79,0.31,0.24,2.55,31,35,66,26,88,28,52,8,16,5.7,1.8,7.5,6,5,1,83.3,alfreda01
253,Daniel Brière,34,PHI,C,70,17,0.23,0.47,0.70,0.25,0.99,2.49,18,36,54,20,75,28,42,0,5,3.9,1.2,5.1,7,2,5,28.6,brierda01
254,Daniel Carcillo,27,CHI,LW,28,3,0.07,0.32,0.39,0.12,2.93,0.96,2,10,12,4,18,0,8,0,10,0.5,0.7,1.2,0,,,,carcida01
255,Daniel Cleary,33,DET,LW,75,12,0.16,0.28,0.44,0.16,0.40,2.65,14,23,37,14,49,7,53,13,2,1.6,1.2,2.8,1,0,1,0.0,clearda01
256,Daniel Paille,27,BOS,LW,69,7,0.13,0.09,0.22,0.10,0.22,1.25,10,7,17,7,22,0,35,8,-5,0.5,0.4,0.9,0,,,,paillda01
257,Daniel Sedin,31,VAN,LW,72,26,0.42,0.51,0.93,0.36,0.56,3.18,34,41,75,30,92,37,41,0,14,7.0,2.0,8.9,1,0,1,0.0,sedinda01
258,Daniel Winnik,26,TOT,C,84,8,0.10,0.18,0.27,0.10,0.62,2.19,9,16,25,9,36,2,60,15,-11,-0.5,1.3,0.8,0,,,,winnida01
258,Daniel Winnik,26,COL,C,63,6,0.08,0.21,0.29,0.10,0.67,2.46,6,14,20,7,29,2,51,13,-11,-0.6,1.0,0.4,0,,,,winnida01
258,Daniel Winnik,26,SJS,C,21,2,0.14,0.10,0.24,0.10,0.48,1.38,3,2,5,2,7,0,9,2,0,0.1,0.3,0.4,0,,,,winnida01
259,Dany Heatley,31,MIN,RW,82,21,0.29,0.35,0.65,0.25,0.34,2.90,27,32,59,23,85,28,58,3,2,3.8,2.5,6.3,7,2,5,28.6,heatlda01
260,Darcy Hordichuk,31,EDM,LW,43,1,0.02,0.05,0.07,0.02,1.49,0.63,1,2,3,1,3,0,6,0,-3,-0.1,0.1,0.0,0,,,,hordida01
261,Darren Helm,25,DET,C,68,9,0.13,0.25,0.38,0.14,0.18,1.82,10,19,29,11,34,0,49,20,5,1.1,1.1,2.2,0,,,,helmda01
262,Darroll Powe,26,MIN,C,82,5,0.07,0.09,0.16,0.06,0.70,1.33,7,8,15,6,22,0,64,22,-20,-1.1,0.7,-0.4,0,,,,poweda01
263,Darryl Boyce,27,TOT,C,37,2,0.03,0.11,0.14,0.04,0.95,0.68,1,4,5,2,6,0,18,4,-8,-0.4,0.1,-0.3,0,,,,boyceda01
263,Darryl Boyce,27,CBJ,C,20,1,0.00,0.15,0.15,0.04,0.95,0.65,0,3,3,1,3,0,11,3,-5,-0.2,0.0,-0.2,0,,,,boyceda01
263,Darryl Boyce,27,TOR,C,17,1,0.06,0.06,0.12,0.05,0.94,0.71,1,1,2,1,3,0,7,1,-3,-0.2,0.0,-0.1,0,,,,boyceda01
264,Dave Bolland,25,CHI,C,76,15,0.25,0.24,0.49,0.20,0.62,1.66,21,20,41,17,63,14,62,13,0,2.7,1.0,3.7,5,1,4,20.0,bollada01
265,Dave Moss,30,CGY,LW,32,3,0.06,0.22,0.28,0.09,0.38,2.56,2,8,10,3,14,3,21,7,-3,0.0,0.4,0.4,0,,,,mossda01
266,David Backes,27,STL,RW,82,21,0.29,0.37,0.66,0.26,1.23,2.85,27,33,60,24,84,30,52,13,15,4.2,2.8,7.0,1,0,1,0.0,backeda01
267,David Booth,27,TOT,LW,62,12,0.26,0.23,0.48,0.20,0.55,2.56,18,15,33,14,46,16,35,0,-5,2.5,0.7,3.2,0,,,,boothda01
