,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
Rk,Player,Age,Tm,Pos,GP,GC,G,A,PTS,GC,PIM,S,G,A,PTS,GC,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.,-9999
265,Derek MacKenzie,31,CBJ,C,43,3,0.07,0.12,0.19,0.07,0.84,0.77,6,9,15,6,13,0,18,6,1,0.0,0.6,0.6,0,,,,mackede01
266,Derek Meech,28,WPG,D,16,0,0.00,0.06,0.06,0.02,0.13,0.31,0,2,2,1,6,0,6,0,0,-0.2,0.4,0.3,0,,,,meechde01
267,Derek Morris,34,PHX,D,39,3,0.00,0.28,0.28,0.08,0.92,1.74,0,21,21,6,26,5,39,12,-6,0.2,1.1,1.3,0,,,,morride01
268,Derek Roy,29,TOT,C,42,9,0.17,0.50,0.67,0.22,0.14,2.02,14,40,54,19,39,11,30,6,4,1.7,1.0,2.7,0,,,,royde01
268,Derek Roy,29,DAL,C,30,7,0.13,0.60,0.73,0.23,0.13,2.17,8,34,42,14,30,8,24,5,3,1.3,0.7,2.0,0,,,,royde01
268,Derek Roy,29,VAN,C,12,2,0.25,0.25,0.50,0.20,0.17,1.67,6,6,12,5,9,3,6,1,1,0.4,0.3,0.7,2,0,2,0.0,royde01
269,Derek Smith,28,CGY,D,22,0,0.00,0.05,0.05,0.01,0.45,0.82,0,2,2,1,2,0,9,2,-5,-0.2,0.2,0.0,0,,,,smithde05
270,Derek Stepan,22,NYR,C,48,17,0.38,0.54,0.92,0.36,0.25,2.25,35,49,84,32,63,14,35,11,25,4.3,2.2,6.5,2,1,1,50.0,stepade01
271,Derick Brassard,25,TOT,C,47,11,0.26,0.36,0.62,0.24,0.34,1.87,24,32,56,22,42,16,27,2,1,2.4,1.0,3.4,0,,,,brassde01
271,Derick Brassard,25,CBJ,C,34,7,0.21,0.32,0.53,0.20,0.47,1.85,14,21,35,13,24,9,19,2,-2,1.2,0.6,1.8,2,1,1,50.0,brassde01
271,Derick Brassard,25,NYR,C,13,4,0.38,0.46,0.85,0.34,0.00,1.92,10,11,21,8,18,7,8,0,3,1.2,0.4,1.6,0,,,,brassde01
272,Deryk Engelland,30,PIT,D,42,2,0.00,0.14,0.14,0.04,1.29,0.74,0,11,11,3,23,0,23,5,5,0.0,1.2,1.2,0,,,,engelde01
273,Devan Dubnyk,26,EDM,G,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,8.1,0,,,,dubnyde01
274,Devante Smith-Pelly,20,ANA,RW,7,0,0.00,0.00,0.00,0.00,0.00,0.71,0,0,0,0,2,0,7,1,-4,-0.2,-0.1,-0.3,0,,,,smithde06
275,Devin Setoguchi,26,MIN,RW,48,11,0.27,0.29,0.56,0.22,0.42,2.02,25,26,51,21,38,9,24,0,5,2.5,1.1,3.6,0,,,,setogde01
276,Dion Phaneuf,27,TOR,D,48,10,0.19,0.40,0.58,0.21,1.35,1.83,17,35,52,19,70,27,59,12,-4,2.7,1.9,4.6,1,0,1,0.0,phanedi01
277,Dmitrij Jaškin,19,STL,RW,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,jaskidm01
278,Dmitry Kulikov,22,FLA,D,34,4,0.09,0.21,0.29,0.11,0.65,1.53,6,13,19,7,34,10,34,5,-5,0.7,1.4,2.0,0,,,,kulikdm01
279,Dmitry Orlov,21,WSH,D,5,0,0.00,0.20,0.20,0.05,0.00,0.20,0,2,2,1,6,0,1,0,5,0.0,0.6,0.6,0,,,,orlovdm01
280,Dougie Hamilton,19,BOS,D,42,6,0.12,0.26,0.38,0.13,0.33,1.98,10,21,31,11,30,6,21,1,4,1.5,1.8,3.3,0,,,,hamildo01
281,Douglas Murray,32,TOT,D,43,2,0.02,0.12,0.14,0.04,0.81,0.63,2,10,12,4,17,0,44,18,-9,-0.1,0.9,0.8,0,,,,murrado01
281,Douglas Murray,32,SJS,D,29,1,0.00,0.10,0.10,0.03,0.90,0.45,0,6,6,2,9,0,27,10,-8,-0.3,0.6,0.4,0,,,,murrado01
281,Douglas Murray,32,PIT,D,14,1,0.07,0.14,0.21,0.08,0.64,1.00,2,4,6,2,8,0,17,8,-1,0.1,0.3,0.4,0,,,,murrado01
282,Drayson Bowman,23,CAR,C,37,2,0.08,0.05,0.14,0.06,0.46,1.84,6,4,10,4,11,0,22,4,-7,-0.3,0.1,-0.2,0,,,,bowmadr01
283,Drew Doughty,23,LAK,D,48,7,0.13,0.33,0.46,0.16,0.75,2.38,12,30,42,15,62,19,53,14,4,1.6,3.3,4.9,1,0,1,0.0,doughdr01
284,Drew LeBlanc,23,CHI,C,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,3,0,-3,-0.1,-0.1,-0.2,0,,,,lebladr01
285,Drew Miller,28,DET,LW,44,3,0.09,0.09,0.18,0.07,0.05,1.23,8,7,15,6,11,1,29,11,-8,-0.4,0.4,0.0,0,,,,milledr01
286,Drew Shore,22,FLA,C,43,4,0.07,0.23,0.30,0.10,0.33,2.23,6,19,25,8,25,4,35,4,-10,0.0,0.4,0.4,0,,,,shoredr01
287,Drew Stafford,27,BUF,RW,46,6,0.13,0.26,0.39,0.14,0.46,2.63,12,22,34,13,28,10,43,9,-16,0.5,0.1,0.6,4,2,2,50.0,staffdr01
288,Duncan Keith,29,CHI,D,47,8,0.06,0.51,0.57,0.17,0.66,1.94,6,45,51,16,65,15,43,9,16,2.1,3.4,5.5,0,,,,keithdu01
289,Dustin Brown,28,LAK,RW,46,13,0.39,0.24,0.63,0.27,0.48,3.09,35,21,56,25,52,23,28,5,6,2.7,1.3,4.1,4,2,2,50.0,browndu01
290,Dustin Byfuglien,27,WPG,D,43,10,0.19,0.47,0.65,0.23,0.79,3.30,15,37,52,18,56,12,47,2,-1,2.8,1.9,4.7,1,0,1,0.0,byfugdu01
291,Dustin Jeffrey,24,PIT,C,24,2,0.13,0.13,0.25,0.10,0.08,1.08,6,6,12,5,8,0,7,0,1,0.2,0.3,0.5,0,,,,jeffrdu01
292,Dustin Penner,30,LAK,RW,33,4,0.06,0.36,0.42,0.13,0.55,1.85,4,22,26,8,20,3,19,0,-2,0.6,0.4,1.0,0,,,,pennedu01
293,Dwight King,23,LAK,LW,47,4,0.09,0.13,0.21,0.08,0.23,1.28,8,11,19,7,16,0,19,0,-3,-0.1,0.6,0.5,0,,,,kingdw01
294,Dylan Reese,28,PIT,D,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,1,1,0,0,0,-0.1,0.1,0.0,0,,,,reesedy01
295,Ed Jovanovski,36,FLA,D,6,0,0.00,0.17,0.17,0.05,0.00,1.00,0,2,2,1,2,0,7,1,-4,0.0,-0.1,-0.1,0,,,,jovaned01
296,Emerson Etem,20,ANA,RW,38,3,0.08,0.18,0.26,0.09,0.24,1.26,6,13,19,7,16,0,14,5,7,0.2,0.7,0.9,0,,,,etemem01
297,Éric Bélanger,35,EDM,C,26,1,0.00,0.12,0.12,0.03,0.38,1.19,0,6,6,2,8,0,18,9,-1,-0.7,0.4,-0.3,0,,,,belaner01
298,Eric Boulton,36,NYI,LW,15,0,0.00,0.00,0.00,0.00,2.40,0.33,0,0,0,0,0,0,4,0,-4,-0.2,-0.1,-0.3,0,,,,boulter01
299,Eric Brewer,33,TBL,D,48,4,0.08,0.17,0.25,0.09,0.63,1.17,8,15,23,8,45,1,52,11,3,0.6,1.7,2.3,0,,,,breweer01
300,Eric Fehr,27,WSH,RW,41,7,0.22,0.20,0.41,0.17,0.24,1.76,17,15,32,13,32,4,14,0,14,1.3,1.1,2.4,0,,,,fehrer01
301,Éric Gélinas,21,NJD,D,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,geliner01
302,Eric Gryba,24,OTT,D,33,2,0.06,0.12,0.18,0.06,0.79,1.55,4,7,11,4,18,0,25,4,-3,0.1,1.5,1.6,0,,,,grybaer01
303,Eric Nystrom,29,DAL,LW,48,5,0.15,0.08,0.23,0.10,1.27,1.02,14,7,21,10,25,3,37,12,-3,0.1,0.6,0.6,0,,,,nystrer01
304,Eric Selleck,25,FLA,LW,2,0,0.00,0.50,0.50,0.14,8.50,1.00,0,2,2,1,2,0,0,0,2,0.1,0.1,0.2,0,,,,selleer01
305,Eric Staal,28,CAR,C,48,19,0.38,0.73,1.10,0.40,1.13,3.17,35,66,101,37,70,17,54,6,5,5.2,1.2,6.4,0,,,,staaler01
306,Eric Tangradi,23,TOT,LW,41,1,0.02,0.07,0.10,0.03,0.54,1.17,2,6,8,3,9,0,11,0,-2,-0.6,0.3,-0.3,0,,,,tangrer01
306,Eric Tangradi,23,WPG,LW,36,1,0.03,0.08,0.11,0.04,0.61,1.22,2,6,8,3,6,0,10,0,-4,-0.5,0.2,-0.3,0,,,,tangrer01
306,Eric Tangradi,23,PIT,LW,5,0,0.00,0.00,0.00,0.00,0.00,0.80,0,0,0,0,3,0,1,0,2,-0.1,0.1,0.0,0,,,,tangrer01
307,Eric Wellwood,22,PHI,LW,4,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,0,0,0,-0.1,0.0,-0.1,0,,,,wellwer01
308,Erik Cole,34,TOT,LW,47,6,0.19,0.09,0.28,0.12,0.43,1.83,18,8,26,12,39,17,33,5,-6,0.3,0.5,0.8,0,,,,coleer01
308,Erik Cole,34,DAL,LW,28,3,0.21,0.04,0.25,0.12,0.36,1.61,12,2,14,7,21,9,23,4,-7,0.1,0.2,0.3,0,,,,coleer01
308,Erik Cole,34,MTL,LW,19,2,0.16,0.16,0.32,0.13,0.53,2.16,6,6,12,5,18,8,10,1,1,0.2,0.3,0.5,0,,,,coleer01
309,Erik Condra,26,OTT,RW,48,4,0.08,0.17,0.25,0.09,0.71,1.52,8,15,23,8,19,0,26,10,3,0.0,1.0,0.9,0,,,,condrer01
310,Erik Gudbranson,21,FLA,D,32,1,0.00,0.13,0.13,0.04,1.47,1.53,0,7,7,2,12,1,42,9,-22,-0.3,-0.4,-0.6,0,,,,gudbrer01
311,Erik Gustafsson,24,PHI,D,27,3,0.11,0.19,0.30,0.11,0.07,1.33,6,9,15,6,20,3,18,0,-1,0.6,1.2,1.8,0,,,,gustaer01
312,Erik Johnson,24,COL,D,31,1,0.00,0.13,0.13,0.03,0.58,2.06,0,7,7,2,27,3,39,12,-3,-0.3,1.0,0.7,0,,,,johnser01
313,Erik Karlsson,22,OTT,D,17,5,0.35,0.47,0.82,0.31,0.47,4.65,12,15,27,11,22,5,12,3,8,1.7,1.9,3.6,0,,,,karlser01
314,Evander Kane,21,WPG,C,48,13,0.35,0.33,0.69,0.28,1.67,3.96,33,30,63,26,48,9,45,3,-3,2.9,0.9,3.7,2,0,2,0.0,kaneev01
315,Evgeni Malkin,26,PIT,C,31,11,0.29,0.77,1.06,0.36,1.16,3.19,17,45,62,22,50,26,19,0,5,3.0,0.7,3.7,2,1,1,50.0,malkiev01
316,Evgeni Nabokov,37,NYI,G,41,1,0.00,0.10,0.10,0.03,0.15,0.00,0,7,7,2,4,2,0,0,0,0.0,0.0,6.7,0,,,,nabokev01
317,Fedor Tyutin,29,CBJ,D,48,7,0.08,0.38,0.46,0.14,0.58,1.17,8,34,42,14,49,7,47,14,9,1.5,3.5,5.0,0,,,,tyutife01
318,Filip Forsberg,18,NSH,C,5,0,0.00,0.20,0.20,0.05,0.00,2.80,0,2,2,1,1,0,6,0,-5,-0.1,-0.1,-0.2,0,,,,forsbfi01
319,Filip Kuba,36,FLA,D,44,3,0.02,0.20,0.23,0.07,0.55,1.14,2,17,19,6,31,8,54,13,-18,0.2,0.8,1.0,0,,,,kubafi01
320,Francis Bouillon,37,MTL,D,48,3,0.02,0.17,0.19,0.06,0.44,0.96,2,15,17,5,44,8,38,6,4,0.1,2.0,2.1,0,,,,bouilfr01
321,Francis Wathier,28,DAL,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,wathifr01
322,François Beauchemin,32,ANA,D,48,8,0.13,0.38,0.50,0.17,0.46,1.54,12,34,46,16,60,14,45,18,19,2.0,3.8,5.8,0,,,,beaucfr01
323,Frank Corrado,19,VAN,D,3,0,0.00,0.00,0.00,0.00,0.00,1.33,0,0,0,0,0,0,1,0,-1,-0.1,0.0,0.0,0,,,,corrafr01
324,Frans Nielsen,28,NYI,C,48,9,0.13,0.48,0.60,0.20,0.25,1.94,12,43,55,18,34,11,41,15,-3,1.5,0.8,2.3,7,2,5,28.6,nielsfr01
325,Frazer McLaren,25,TOT,LW,36,2,0.08,0.06,0.14,0.06,2.83,0.56,6,4,10,4,6,0,6,0,0,0.4,0.2,0.6,0,,,,mclarfr01
325,Frazer McLaren,25,TOR,LW,35,2,0.09,0.06,0.14,0.06,2.91,0.57,6,4,10,4,6,0,6,0,0,0.4,0.2,0.6,0,,,,mclarfr01
325,Frazer McLaren,25,SJS,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,mclarfr01
326,Gabriel Bourque,22,NSH,LW,34,7,0.32,0.15,0.47,0.21,0.12,1.47,21,9,30,14,27,5,19,3,6,1.5,0.9,2.4,3,1,2,33.3,bourqga01
327,Gabriel Dumont,22,MTL,C,10,1,0.10,0.20,0.30,0.11,1.30,2.00,2,4,6,2,2,0,2,1,1,0.2,0.1,0.3,0,,,,dumonga01
328,Gabriel Landeskog,20,COL,LW,36,7,0.25,0.22,0.47,0.19,0.61,3.03,17,15,32,13,30,10,32,8,-4,1.0,0.6,1.5,1,0,1,0.0,landega01
329,George Parros,33,FLA,RW,39,1,0.03,0.03,0.05,0.02,1.46,0.41,2,2,4,2,5,0,20,0,-15,-0.4,-0.3,-0.7,0,,,,parroge01
330,Grant Clitsome,27,WPG,D,44,5,0.09,0.27,0.36,0.12,0.41,1.27,8,22,30,10,43,4,38,9,10,1.3,2.4,3.7,0,,,,clitsgr01
331,Greg Pateryn,22,MTL,D,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,1,0,0,0.0,0.1,0.0,0,,,,patergr01
332,Greg Rallo,31,FLA,C,10,1,0.10,0.00,0.10,0.06,0.20,1.00,2,0,2,1,1,1,5,0,-5,0.0,-0.1,-0.1,0,,,,rallogr01
333,Greg Zanon,32,COL,D,44,2,0.00,0.14,0.14,0.04,0.64,0.91,0,11,11,3,20,0,47,11,-16,-0.3,0.3,0.0,0,,,,zanongr01
334,Gregory Campbell,29,BOS,C,48,5,0.08,0.19,0.27,0.10,0.85,1.08,8,17,25,9,23,1,28,8,2,0.0,0.8,0.9,0,,,,campbgr01
335,Guillaume Latendresse,25,OTT,RW,27,4,0.22,0.15,0.37,0.16,0.30,1.96,12,7,19,8,19,5,16,0,-2,0.7,0.4,1.1,0,,,,latengu01
336,Gustav Nyquist,23,DET,LW,22,2,0.14,0.14,0.27,0.11,0.27,2.09,6,6,12,5,9,4,5,0,0,0.2,0.4,0.5,2,0,2,0.0,nyquigu01
337,Hal Gill,37,NSH,D,32,0,0.00,0.00,0.00,0.00,0.38,0.25,0,0,0,0,8,0,22,11,-3,-0.5,0.7,0.2,0,,,,gillha01
338,Harri Pesonen,24,NJD,C,4,0,0.00,0.00,0.00,0.00,0.50,0.75,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,pesonha01
339,Harry Zolnierczyk,25,PHI,LW,7,0,0.00,0.14,0.14,0.04,5.14,0.57,0,2,2,1,1,0,1,0,0,0.0,0.1,0.0,0,,,,zolniha01
340,Henrik Lundqvist,30,NYR,G,43,0,0.00,0.02,0.02,0.01,0.00,0.00,0,2,2,1,1,0,0,0,0,0.0,0.0,9.3,0,,,,lundqhe01
341,Henrik Sedin,32,VAN,C,48,15,0.23,0.71,0.94,0.32,0.50,1.46,21,64,85,29,58,17,23,1,19,3.8,1.9,5.6,0,,,,sedinhe01
342,Henrik Tallinder,34,NJD,D,25,1,0.04,0.12,0.16,0.06,0.40,0.88,2,6,8,3,12,1,14,3,0,0.1,1.1,1.2,0,,,,tallihe01
343,Henrik Zetterberg,32,DET,C,46,16,0.24,0.80,1.04,0.34,0.39,3.76,21,69,90,30,61,28,36,5,2,3.9,1.2,5.2,5,1,4,20.0,zettehe01
344,Ian Cole,23,STL,D,15,0,0.00,0.07,0.07,0.02,0.67,0.67,0,2,2,1,6,0,10,0,-4,-0.2,0.4,0.2,0,,,,coleia01
345,Ian White,28,DET,D,25,2,0.08,0.08,0.16,0.06,0.16,1.08,4,4,8,3,19,3,11,0,5,0.1,1.6,1.7,0,,,,whiteia01
346,Ilya Bryzgalov,32,PHI,G,40,1,0.00,0.08,0.08,0.02,0.00,0.00,0,6,6,2,3,1,0,0,0,0.0,0.0,5.0,0,,,,bryzgil01
347,Ilya Kovalchuk,29,NJD,LW,37,12,0.30,0.54,0.84,0.32,0.49,3.32,21,37,58,22,50,25,40,9,-6,2.3,1.0,3.3,6,2,4,33.3,kovalil01
348,J.T. Miller,19,NYR,C,26,2,0.08,0.08,0.15,0.06,0.31,1.65,4,4,8,3,11,3,15,0,-7,-0.3,0.1,-0.2,2,1,1,50.0,millejt01
349,J.T. Wyman,26,TBL,RW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,wymanja01
350,Jack Hillen,27,WSH,D,23,3,0.13,0.26,0.39,0.14,0.61,1.22,6,11,17,6,20,0,13,2,9,0.8,1.5,2.3,0,,,,hilleja01
351,Jack Johnson,26,CBJ,D,44,6,0.11,0.32,0.43,0.15,0.27,2.18,10,26,36,13,42,13,47,13,-5,1.3,2.3,3.6,1,0,1,0.0,johnsja02
352,Jack Skille,25,FLA,RW,40,4,0.08,0.23,0.30,0.10,0.28,1.73,6,17,23,8,16,0,31,6,-9,0.2,0.3,0.5,0,,,,skillja01
353,Jacob Josefson,21,NJD,C,22,1,0.05,0.09,0.14,0.05,0.09,0.91,2,4,6,2,4,0,21,7,-10,-0.3,0.0,-0.4,1,0,1,0.0,josefja01
354,Jacob Markström,23,FLA,G,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,3.3,0,,,,marksja02
355,Jaden Schwartz,20,STL,C,45,5,0.16,0.13,0.29,0.12,0.09,1.11,14,11,25,11,19,0,23,0,-4,0.6,0.6,1.2,0,,,,schwaja01
356,Jake Allen,22,STL,G,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.8,0,,,,allenja01
357,Jake Dowell,27,MIN,C,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,dowelja01
358,Jake Gardiner,22,TOR,D,12,1,0.00,0.33,0.33,0.09,0.00,1.00,0,7,7,2,11,3,8,0,0,0.2,0.5,0.6,0,,,,gardija01
359,Jake Muzzin,23,LAK,D,45,6,0.16,0.20,0.36,0.14,0.78,1.71,14,17,31,12,43,11,17,1,16,1.6,3.2,4.8,0,,,,muzzija01
360,Jakob Silfverberg,22,OTT,RW,48,8,0.21,0.19,0.40,0.16,0.25,2.79,19,17,36,15,32,6,19,2,9,1.0,1.4,2.4,7,4,3,57.1,silfvja01
361,Jakub Kindl,25,DET,D,41,5,0.10,0.22,0.32,0.11,0.68,1.85,8,17,25,9,39,9,16,1,15,1.0,3.1,4.1,0,,,,kindlja01
362,Jakub Voráček,23,PHI,RW,48,18,0.46,0.50,0.96,0.38,0.73,2.69,43,45,88,36,64,28,44,1,-7,5.4,0.7,6.1,0,,,,voracja01
363,Jamal Mayers,38,CHI,RW,19,1,0.00,0.11,0.11,0.03,0.84,0.53,0,4,4,1,5,0,3,0,2,-0.1,0.2,0.1,0,,,,mayerja01
364,James Neal,25,PIT,LW,40,15,0.53,0.38,0.90,0.38,0.65,3.40,41,28,69,30,52,25,22,0,5,4.4,0.8,5.2,2,2,0,100.0,nealja01
365,James Reimer,24,TOR,G,33,0,0.00,0.03,0.03,0.01,0.00,0.00,0,2,2,1,1,0,0,0,0,0.0,0.0,7.5,0,,,,reimeja01
366,James Sheppard,24,SJS,C,32,1,0.03,0.09,0.13,0.04,0.38,1.25,2,6,8,3,9,2,16,0,-9,-0.5,0.2,-0.3,1,0,1,0.0,sheppja01
367,James van Riemsdyk,23,TOR,LW,48,13,0.38,0.29,0.67,0.28,0.54,2.92,35,26,61,26,54,18,44,1,-7,3.0,0.6,3.6,2,0,2,0.0,vanrija01
368,James Wisniewski,28,CBJ,D,30,5,0.17,0.30,0.47,0.17,0.50,2.07,10,17,27,10,32,9,26,2,-1,1.3,1.5,2.8,1,0,1,0.0,wisnija01
369,James Wright,22,WPG,C,38,2,0.05,0.08,0.13,0.05,0.82,0.84,4,6,10,4,13,0,21,3,-5,-0.5,0.2,-0.2,0,,,,wrighja02
370,Jamie Benn,23,DAL,LW,41,12,0.29,0.51,0.80,0.29,0.98,2.68,23,39,62,23,45,16,41,0,-12,2.7,0.3,3.0,2,2,0,100.0,bennja01
371,Jamie Langenbrunner,37,STL,RW,4,0,0.00,0.25,0.25,0.07,0.00,1.25,0,2,2,1,1,0,0,0,1,0.0,0.1,0.1,0,,,,langeja01
372,Jamie McBain,24,CAR,D,40,2,0.03,0.18,0.20,0.06,0.30,1.15,2,13,15,5,33,4,37,8,0,0.1,1.3,1.4,0,,,,mcbaija02
373,Jamie McGinn,24,COL,LW,47,9,0.23,0.23,0.47,0.19,0.55,2.72,21,21,42,17,41,12,46,4,-13,1.4,0.3,1.7,0,,,,mcginja01
374,Jamie Oleksiak,20,DAL,D,16,1,0.00,0.13,0.13,0.03,0.88,0.69,0,4,4,1,7,0,15,3,-5,-0.1,0.0,0.0,0,,,,oleksja01
375,Jamie Tardif,28,BOS,RW,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,tardija01
376,Jan Hejda,34,COL,D,46,3,0.02,0.20,0.22,0.06,0.61,1.09,2,17,19,6,29,0,43,11,-3,0.1,1.5,1.7,0,,,,hejdaja01
377,Jan Muršak,25,DET,LW,2,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,mursaja01
378,Jannik Hansen,26,VAN,LW,47,10,0.21,0.36,0.57,0.21,0.17,2.11,19,32,51,19,47,13,28,6,12,1.9,1.5,3.3,1,0,1,0.0,hanseja01
379,Jared Boll,26,CBJ,RW,43,2,0.05,0.09,0.14,0.05,2.33,0.44,4,7,11,4,10,0,9,0,1,-0.1,0.5,0.4,0,,,,bollja01
380,Jared Cowen,22,OTT,D,7,1,0.14,0.00,0.14,0.08,1.43,1.14,2,0,2,1,3,0,3,1,1,0.1,0.5,0.5,0,,,,cowenja01
381,Jared Spurgeon,23,MIN,D,39,5,0.13,0.26,0.38,0.14,0.10,1.72,10,19,29,11,39,12,33,7,1,1.2,2.3,3.5,0,,,,spurgja01
382,Jared Staal,22,CAR,RW,2,0,0.00,0.00,0.00,0.00,1.00,1.50,0,0,0,0,0,0,2,0,-2,-0.1,-0.1,-0.1,0,,,,staalja01
383,Jarome Iginla,35,TOT,RW,44,13,0.32,0.43,0.75,0.28,0.70,3.05,27,35,62,24,52,23,35,1,-5,2.9,0.7,3.6,0,,,,iginlja01
383,Jarome Iginla,35,CGY,RW,31,8,0.29,0.42,0.71,0.27,0.71,3.23,17,24,41,16,37,14,31,1,-7,1.8,0.4,2.2,1,0,1,0.0,iginlja01
383,Jarome Iginla,35,PIT,RW,13,4,0.38,0.46,0.85,0.33,0.69,2.62,10,11,21,8,15,9,4,0,2,1.1,0.3,1.4,0,,,,iginlja01
384,Jaromír Jágr,40,TOT,RW,45,14,0.36,0.42,0.78,0.30,0.49,2.56,31,35,66,26,52,18,36,0,-2,3.4,0.8,4.1,0,,,,jagrja01
384,Jaromír Jágr,40,DAL,RW,34,11,0.41,0.35,0.76,0.31,0.59,2.56,27,22,49,21,39,15,29,0,-5,2.7,0.4,3.1,1,1,0,100.0,jagrja01
384,Jaromír Jágr,40,BOS,RW,11,3,0.18,0.64,0.82,0.27,0.18,2.55,4,13,17,6,13,3,7,0,3,0.7,0.3,1.0,0,,,,jagrja01
385,Jaroslav Halák,27,STL,G,16,0,0.00,0.06,0.06,0.02,0.00,0.00,0,2,2,1,1,0,0,0,0,0.0,0.0,1.3,0,,,,halakja01
386,Jarred Tinordi,20,MTL,D,8,1,0.00,0.25,0.25,0.07,0.25,0.63,0,4,4,1,7,0,2,0,5,0.1,0.6,0.7,0,,,,tinorja01
387,Jarret Stoll,30,LAK,C,48,7,0.15,0.23,0.38,0.14,0.58,1.52,14,21,35,13,26,8,27,10,1,0.6,1.0,1.5,1,0,1,0.0,stollja01
388,Jason Akeson,22,PHI,C,1,1,1.00,0.00,1.00,0.54,0.00,2.00,2,0,2,1,2,0,0,0,2,0.2,0.1,0.3,0,,,,akesoja01
389,Jason Chimera,33,WSH,LW,47,5,0.06,0.23,0.30,0.10,1.02,1.96,6,21,27,9,20,0,26,1,-5,0.2,0.3,0.5,0,,,,chimeja01
390,Jason Demers,24,SJS,D,22,1,0.05,0.09,0.14,0.05,0.45,1.23,2,4,6,2,7,1,11,1,-4,0.0,0.7,0.7,0,,,,demerja01
391,Jason Garrison,28,VAN,D,47,7,0.17,0.17,0.34,0.14,0.60,2.00,15,15,30,12,54,12,38,14,18,1.5,3.8,5.3,0,,,,garrija01
392,Jason LaBarbera,33,PHX,G,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,3.1,0,,,,labarja01
393,Jason Pominville,30,TOT,RW,47,13,0.30,0.43,0.72,0.27,0.17,2.51,27,37,64,25,57,16,59,19,1,2.7,1.0,3.7,0,,,,pominja01
393,Jason Pominville,30,BUF,RW,37,9,0.27,0.41,0.68,0.25,0.22,2.54,19,28,47,18,47,13,51,18,1,1.8,0.8,2.6,8,4,4,50.0,pominja01
393,Jason Pominville,30,MIN,RW,10,3,0.40,0.50,0.90,0.35,0.00,2.40,8,9,17,7,10,3,8,1,0,1.0,0.2,1.2,0,,,,pominja01
394,Jason Spezza,29,OTT,C,5,2,0.40,0.60,1.00,0.37,0.40,2.40,4,6,10,4,6,2,1,0,3,0.5,0.3,0.8,1,1,0,100.0,spezzja01
395,Jason Zucker,21,MIN,LW,20,2,0.20,0.05,0.25,0.12,0.40,1.70,8,2,10,5,10,0,6,0,4,0.4,0.5,0.8,0,,,,zuckeja01
396,Jay Beagle,27,WSH,C,48,3,0.04,0.13,0.17,0.06,0.29,1.17,4,11,15,5,13,0,22,8,-1,-0.5,0.5,0.0,0,,,,beaglja01
397,Jay Bouwmeester,29,TOT,D,47,8,0.15,0.32,0.47,0.16,0.47,1.68,14,28,42,15,52,12,66,20,-6,1.8,2.2,4.0,0,,,,bouwmja01
397,Jay Bouwmeester,29,CGY,D,33,6,0.18,0.27,0.45,0.17,0.48,1.67,12,17,29,11,39,10,58,18,-11,1.3,0.9,2.2,0,,,,bouwmja01
397,Jay Bouwmeester,29,STL,D,14,2,0.07,0.43,0.50,0.15,0.43,1.71,2,11,13,4,13,2,8,2,5,0.5,1.3,1.8,0,,,,bouwmja01
