,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
Rk,Player,Age,Tm,Pos,GP,GC,G,A,PTS,GC,PIM,S,G,A,PTS,GC,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.,-9999
121,Brenden Morrow,34,PIT,LW,15,5,0.40,0.53,0.93,0.36,1.27,1.60,12,15,27,11,20,5,11,1,5,1.6,0.4,2.0,0,,,,morrobr01
122,Brent Burns,27,SJS,D,30,8,0.30,0.37,0.67,0.26,0.67,2.70,17,21,38,15,27,6,21,0,0,2.7,1.3,4.0,1,0,1,0.0,burnsbr01
123,Brent Seabrook,27,CHI,D,47,8,0.17,0.26,0.43,0.16,0.49,1.38,15,22,37,14,51,8,41,10,12,2.0,2.9,4.8,0,,,,seabrbr01
124,Brett Bellemore,24,CAR,D,8,1,0.00,0.25,0.25,0.07,0.88,0.38,0,4,4,1,2,0,5,1,-2,0.1,0.0,0.1,0,,,,bellebr01
125,Brett Carson,27,CGY,D,10,0,0.00,0.10,0.10,0.03,0.00,0.80,0,2,2,1,3,0,4,0,-1,0.0,0.2,0.1,0,,,,carsobr01
126,Brett Clark,36,MIN,D,8,0,0.00,0.13,0.13,0.03,0.00,0.75,0,2,2,1,2,0,13,2,-9,0.0,-0.5,-0.5,0,,,,clarkbr01
127,Brett Connolly,20,TBL,RW,5,1,0.20,0.00,0.20,0.10,0.00,2.00,2,0,2,1,1,1,3,0,-3,0.1,-0.1,0.0,0,,,,connobr01
128,Brett Sutter,25,CAR,C,3,0,0.00,0.00,0.00,0.00,1.33,0.67,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,suttebr04
129,Brian Boucher,36,PHI,G,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0,,,,bouchbr01
130,Brian Boyle,28,NYR,C,38,2,0.05,0.08,0.13,0.05,0.76,1.47,4,6,10,4,9,3,27,8,-13,-0.7,0.0,-0.7,0,,,,boylebr01
131,Brian Campbell,33,FLA,D,48,10,0.17,0.40,0.56,0.20,0.25,1.46,15,35,50,18,57,26,68,15,-22,2.6,1.3,3.9,0,,,,campbbr02
132,Brian Elliott,27,STL,G,24,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,2.9,0,,,,elliobr01
133,Brian Flynn,24,BUF,RW,26,5,0.23,0.19,0.42,0.18,0.00,1.88,12,9,21,9,15,0,12,3,6,0.8,0.6,1.5,0,,,,flynnbr01
134,Brian Gionta,34,MTL,RW,48,11,0.29,0.25,0.54,0.22,0.17,2.33,27,22,49,21,49,22,28,4,3,2.0,0.9,2.9,2,0,2,0.0,giontbr01
135,Brian Lashoff,22,DET,D,31,2,0.03,0.13,0.16,0.05,0.48,0.84,2,7,9,3,11,0,31,10,-10,0.0,0.5,0.5,0,,,,lashobr01
136,Brian Lee,25,TBL,D,22,0,0.00,0.00,0.00,0.00,0.73,0.59,0,0,0,0,9,0,22,0,-13,-0.4,-0.7,-1.0,0,,,,leebr01
137,Brian McGrattan,31,TOT,RW,21,2,0.14,0.00,0.14,0.08,2.33,0.86,6,0,6,3,3,0,7,0,-4,0.2,0.0,0.3,0,,,,mcgrabr01
137,Brian McGrattan,31,CGY,RW,19,2,0.16,0.00,0.16,0.08,2.58,0.95,6,0,6,3,3,0,7,0,-4,0.3,0.0,0.3,0,,,,mcgrabr01
137,Brian McGrattan,31,NSH,RW,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,mcgrabr01
138,Brian Strait,25,NYI,D,19,1,0.00,0.21,0.21,0.06,0.53,0.68,0,7,7,2,20,0,16,0,4,0.1,1.0,1.1,0,,,,straibr01
139,Brooks Laich,29,WSH,C,9,1,0.11,0.33,0.44,0.15,0.67,1.11,2,6,8,3,6,1,7,4,2,0.1,0.2,0.4,0,,,,laichbr01
140,Brooks Orpik,32,PIT,D,46,2,0.00,0.17,0.17,0.05,0.70,0.70,0,15,15,4,48,1,51,21,17,-0.3,2.9,2.5,0,,,,orpikbr01
141,Bruno Gervais,28,PHI,D,37,2,0.03,0.14,0.16,0.05,0.27,1.32,2,9,11,4,18,0,37,2,-17,0.0,0.0,0.1,0,,,,gervabr01
142,Bryan Allen,32,ANA,D,41,2,0.00,0.15,0.15,0.04,0.83,0.61,0,11,11,3,25,1,29,6,1,-0.3,1.6,1.3,0,,,,allenbr01
143,Bryan Bickell,26,CHI,LW,48,9,0.19,0.29,0.48,0.18,0.52,1.71,17,26,43,16,25,0,13,0,12,1.9,1.1,3.0,0,,,,bickebr01
144,Bryan Little,25,WPG,C,48,11,0.15,0.52,0.67,0.22,0.08,1.75,14,47,61,20,55,11,46,10,8,1.7,1.3,3.0,2,0,2,0.0,littlbr01
145,Bryce Salvador,36,NJD,D,39,1,0.00,0.05,0.05,0.01,0.56,0.74,0,4,4,1,14,0,44,18,-12,-0.8,1.1,0.3,0,,,,salvabr01
146,Cal Clutterbuck,25,MIN,RW,42,4,0.10,0.14,0.24,0.09,0.64,2.07,8,11,19,7,11,0,24,8,-5,-0.1,0.5,0.4,0,,,,cluttca01
147,Cam Atkinson,23,CBJ,RW,35,7,0.26,0.26,0.51,0.21,0.11,2.60,17,17,34,14,25,3,17,4,9,1.5,1.0,2.5,4,1,3,25.0,atkinca01
148,Cam Barker,26,VAN,D,14,1,0.00,0.14,0.14,0.04,0.29,1.36,0,4,4,1,6,0,9,0,-3,0.0,0.2,0.2,0,,,,barkeca01
149,Cam Fowler,21,ANA,D,37,3,0.03,0.27,0.30,0.09,0.11,1.35,2,19,21,6,32,12,24,0,-4,0.4,1.1,1.5,0,,,,fowleca01
150,Cam Janssen,28,NJD,RW,4,0,0.00,0.00,0.00,0.00,0.50,0.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,janssca01
151,Cam Ward,28,CAR,G,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,2.7,0,,,,wardca01
152,Cameron Schilling,24,WSH,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,-0.1,-0.1,0,,,,schilca01
153,Carey Price,25,MTL,G,39,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,5.4,0,,,,priceca01
154,Carl Gunnarsson,26,TOR,D,37,4,0.03,0.38,0.41,0.12,0.38,0.76,2,26,28,8,33,1,35,8,5,0.9,1.9,2.7,0,,,,gunnaca01
155,Carl Hagelin,24,NYR,LW,48,9,0.21,0.29,0.50,0.20,0.38,2.75,19,26,45,17,37,2,33,8,10,1.6,1.3,2.9,1,0,1,0.0,hagelca01
156,Carl Söderberg,27,BOS,C,6,1,0.00,0.33,0.33,0.09,1.00,1.00,0,4,4,1,3,0,5,0,-2,0.0,0.0,0.0,0,,,,soderca01
157,Carlo Colaiacovo,30,DET,D,6,0,0.00,0.17,0.17,0.05,0.33,2.00,0,2,2,1,3,1,7,1,-4,0.0,-0.1,-0.1,0,,,,colaica01
158,Carter Bancks,23,CGY,LW,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,-0.1,0.0,0.0,0,,,,banckca01
159,Carter Hutton,27,CHI,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0,,,,huttoca01
160,Casey Cizikas,21,NYI,C,45,6,0.13,0.20,0.33,0.13,0.31,1.00,12,17,29,11,22,1,25,4,0,1.0,0.5,1.5,0,,,,cizikca01
161,Cédrick Desjardins,27,TBL,G,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0,,,,desjace01
162,Chad Johnson,26,PHX,G,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.2,0,,,,johnsch02
163,Chad Larose,30,CAR,RW,35,2,0.06,0.06,0.11,0.05,0.83,1.86,4,4,8,3,10,1,17,0,-8,-0.6,0.1,-0.5,0,,,,larosch01
164,Chad Ruhwedel,22,BUF,D,7,0,0.00,0.00,0.00,0.00,0.00,1.14,0,0,0,0,3,0,3,0,0,-0.1,0.2,0.1,0,,,,ruhwech01
165,Charlie Coyle,20,MIN,C,37,6,0.22,0.16,0.38,0.16,0.76,1.35,15,11,26,11,21,1,19,2,3,0.9,0.8,1.7,0,,,,coylech01
166,Chris Bourque,27,BOS,LW,18,1,0.06,0.17,0.22,0.07,0.33,1.33,2,6,8,3,6,4,8,0,-6,-0.1,0.0,-0.1,2,0,2,0.0,bourqch01
167,Chris Brown,21,PHX,C,5,0,0.00,0.00,0.00,0.00,0.40,1.20,0,0,0,0,0,0,0,0,0,-0.1,0.0,-0.1,0,,,,brownch01
168,Chris Butler,26,CGY,D,44,2,0.02,0.16,0.18,0.05,0.43,0.91,2,13,15,5,27,3,43,9,-10,0.1,0.8,0.9,0,,,,butlech01
169,Chris Conner,29,PHX,RW,12,1,0.08,0.08,0.17,0.07,0.17,1.25,2,2,4,2,6,0,3,0,3,-0.1,0.3,0.2,0,,,,connech01
170,Chris Higgins,29,VAN,C,41,7,0.24,0.12,0.37,0.17,0.24,1.88,19,9,28,13,21,0,30,5,-4,0.9,0.6,1.5,3,2,1,66.7,higgich01
171,Chris Kelly,32,BOS,C,34,3,0.09,0.18,0.26,0.09,0.47,1.18,6,11,17,6,11,1,25,7,-8,-0.1,0.2,0.1,0,,,,kellych01
172,Chris Kreider,21,NYR,C,23,1,0.09,0.04,0.13,0.06,0.26,0.83,4,2,6,3,7,1,7,0,-1,-0.1,0.2,0.1,1,0,1,0.0,kreidch01
173,Chris Kunitz,33,PIT,LW,48,20,0.46,0.63,1.08,0.41,0.81,2.35,43,56,99,39,81,29,22,0,30,5.8,2.0,7.8,0,,,,kunitch01
174,Chris Mason,36,NSH,G,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0,,,,masonch02
175,Chris Mueller,26,NSH,C,18,2,0.11,0.17,0.28,0.10,0.33,1.22,4,6,10,4,7,0,12,1,-4,0.2,0.1,0.3,0,,,,muellch01
176,Chris Neil,33,OTT,RW,48,4,0.08,0.17,0.25,0.09,3.00,1.81,8,15,23,8,24,6,18,0,0,-0.1,0.9,0.8,0,,,,neilch01
177,Chris Phillips,34,OTT,D,48,5,0.10,0.19,0.29,0.11,0.90,1.85,10,17,27,10,35,6,46,12,-5,0.9,2.3,3.2,0,,,,phillch02
178,Chris Porter,28,STL,C,29,3,0.07,0.21,0.28,0.09,0.00,1.59,4,11,15,5,12,0,10,3,5,0.2,0.7,0.8,0,,,,portech01
179,Chris Stewart,25,STL,RW,48,14,0.38,0.38,0.75,0.30,0.83,2.02,35,34,69,28,51,16,35,0,0,3.8,1.1,4.9,3,2,1,66.7,stewach02
180,Chris Summers,24,PHX,D,6,0,0.00,0.00,0.00,0.00,1.50,0.83,0,0,0,0,2,0,5,0,-3,-0.1,-0.1,-0.2,0,,,,summech01
181,Chris Tanev,23,VAN,D,38,2,0.05,0.13,0.18,0.06,0.26,0.53,4,9,13,5,20,0,19,3,4,0.2,1.8,2.0,0,,,,tanevch01
182,Chris Terry,23,CAR,LW,3,1,0.33,0.00,0.33,0.18,0.00,0.33,2,0,2,1,1,0,1,0,0,0.1,0.0,0.2,0,,,,terrych01
183,Chris Thorburn,29,WPG,C,42,2,0.05,0.05,0.10,0.04,1.67,0.31,4,4,8,3,5,0,12,2,-5,-0.1,0.1,0.0,0,,,,thorbch01
184,Chris VandeVelde,25,EDM,C,11,0,0.00,0.00,0.00,0.00,0.36,0.64,0,0,0,0,1,0,7,3,-3,-0.2,0.0,-0.3,0,,,,vandech01
185,Christian Ehrhoff,30,BUF,D,47,7,0.11,0.36,0.47,0.15,0.72,2.17,10,32,42,14,60,18,46,10,6,1.6,2.7,4.3,0,,,,ehrhoch01
186,Christian Thomas,20,NYR,RW,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,thomach01
187,Chuck Kobasew,30,COL,RW,37,4,0.14,0.11,0.24,0.10,0.57,1.16,10,7,17,7,15,0,15,6,6,0.4,0.7,1.1,0,,,,kobasch01
188,Clarke MacArthur,27,TOR,LW,40,8,0.20,0.30,0.50,0.19,0.65,1.55,15,22,37,14,30,6,21,0,3,1.5,0.7,2.2,2,0,2,0.0,macarcl01
189,Claude Giroux,25,PHI,RW,48,17,0.27,0.73,1.00,0.34,0.46,2.85,25,66,91,32,68,30,50,5,-7,4.1,0.9,5.0,3,2,1,66.7,giroucl01
190,Clayton Stoner,27,MIN,D,48,3,0.00,0.21,0.21,0.06,0.88,0.83,0,19,19,5,29,0,35,6,0,0.1,2.3,2.3,0,,,,stonecl01
191,Cody Eakin,21,DAL,C,48,8,0.15,0.35,0.50,0.17,0.65,1.40,14,32,46,16,31,6,34,10,1,1.4,0.8,2.2,0,,,,eakinco01
192,Cody Franson,25,TOR,D,45,9,0.09,0.56,0.64,0.20,0.18,1.56,8,47,55,17,60,19,38,1,4,2.7,1.9,4.6,1,0,1,0.0,fransco01
193,Cody Goloubef,23,CBJ,D,11,1,0.09,0.00,0.09,0.05,0.00,1.27,2,0,2,1,2,0,6,1,-3,0.0,0.1,0.2,0,,,,golouco01
194,Cody Hodgson,22,BUF,C,48,13,0.31,0.40,0.71,0.27,0.42,2.38,29,35,64,25,50,12,51,9,-4,3.0,0.7,3.7,1,0,1,0.0,hodgsco01
195,Cody McCormick,29,BUF,C,8,0,0.00,0.00,0.00,0.00,1.25,0.75,0,0,0,0,0,0,2,0,-2,-0.1,0.0,-0.2,0,,,,mccorco01
196,Cody McLeod,28,COL,LW,48,5,0.17,0.08,0.25,0.11,1.73,1.65,15,7,22,10,18,2,20,8,4,0.5,0.9,1.3,0,,,,mcleoco01
197,Colby Armstrong,30,MTL,RW,37,2,0.05,0.08,0.14,0.05,0.32,0.89,4,6,10,4,10,0,16,7,1,-0.4,0.4,0.0,0,,,,armstco01
198,Colby Robak,22,FLA,D,16,0,0.00,0.06,0.06,0.02,1.06,0.94,0,2,2,1,9,0,12,2,-1,-0.2,0.5,0.3,0,,,,robakco01
199,Colin Fraser,28,LAK,C,34,2,0.06,0.15,0.21,0.07,0.74,0.56,4,9,13,5,9,0,15,2,-4,0.1,0.2,0.3,0,,,,fraseco01
200,Colin Greening,26,OTT,C,47,7,0.17,0.23,0.40,0.15,0.23,1.70,15,21,36,14,32,8,21,2,5,1.0,1.1,2.2,0,,,,greenco01
201,Colin McDonald,28,NYI,C,45,6,0.16,0.22,0.38,0.14,0.71,1.82,14,19,33,13,23,2,24,2,-1,1.2,0.5,1.7,0,,,,mcdonco01
202,Colin Wilson,23,NSH,C,25,7,0.28,0.48,0.76,0.28,0.16,1.04,14,22,36,14,21,6,14,0,1,1.7,0.5,2.3,2,0,2,0.0,wilsoco01
203,Colton Gillies,23,CBJ,C,27,1,0.04,0.04,0.07,0.03,0.63,0.63,2,2,4,2,4,0,3,0,1,-0.3,0.3,0.0,0,,,,gillico01
204,Colton Orr,30,TOR,RW,44,1,0.02,0.07,0.09,0.03,3.52,0.30,2,6,8,3,9,0,5,0,4,-0.2,0.4,0.2,0,,,,orrco01
205,Colton Sceviour,23,DAL,C,1,0,0.00,1.00,1.00,0.27,0.00,0.00,0,2,2,1,1,0,2,0,-1,0.1,0.0,0.1,0,,,,scevico01
206,Corey Crawford,28,CHI,G,30,0,0.00,0.00,0.00,0.00,0.13,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,6.0,0,,,,crawfco01
207,Corey Perry,27,ANA,RW,44,14,0.34,0.48,0.82,0.31,1.64,2.91,29,39,68,26,58,20,33,5,10,3.3,1.3,4.6,8,5,3,62.5,perryco01
208,Corey Potter,29,EDM,D,33,2,0.09,0.03,0.12,0.06,0.18,1.09,6,2,8,4,22,3,16,5,8,0.1,2.0,2.1,0,,,,potteco01
209,Cory Conacher,23,TOT,LW,47,10,0.23,0.38,0.62,0.22,0.43,1.43,21,34,55,21,38,5,31,1,3,2.5,0.7,3.3,0,,,,conacco01
209,Cory Conacher,23,TBL,LW,35,9,0.26,0.43,0.69,0.25,0.46,1.51,17,28,45,17,30,5,29,1,-3,2.2,0.3,2.5,0,,,,conacco01
209,Cory Conacher,23,OTT,LW,12,2,0.17,0.25,0.42,0.16,0.33,1.17,4,6,10,4,8,0,2,0,6,0.3,0.5,0.8,0,,,,conacco01
210,Cory Emmerton,24,DET,C,48,3,0.10,0.06,0.17,0.07,0.08,1.15,10,6,16,7,12,1,17,5,-1,0.0,0.6,0.6,0,,,,emmerco01
211,Cory Sarich,34,CGY,D,28,1,0.00,0.07,0.07,0.02,0.57,0.50,0,4,4,1,10,0,21,3,-8,-0.3,0.2,-0.1,0,,,,saricco01
212,Cory Schneider,26,VAN,G,30,0,0.00,0.03,0.03,0.01,0.00,0.00,0,2,2,1,1,0,0,0,0,0.0,0.0,6.6,0,,,,schneco01
213,Craig Adams,35,PIT,RW,48,3,0.06,0.13,0.19,0.07,0.58,0.96,6,11,17,6,12,0,28,15,-1,-0.2,0.4,0.2,0,,,,adamscr01
214,Craig Anderson,31,OTT,G,24,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,6.5,0,,,,andercr01
215,Craig Smith,23,NSH,C,44,4,0.09,0.18,0.27,0.10,0.45,1.89,8,15,23,8,21,9,23,0,-11,0.1,0.2,0.3,7,5,2,71.4,smithcr01
216,Cristopher Nilstorp,28,DAL,G,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0,,,,nihlsch01
217,Curtis Glencross,30,CGY,LW,40,11,0.38,0.28,0.65,0.27,0.45,2.30,29,21,50,22,35,10,36,3,-8,2.5,0.5,3.0,1,0,1,0.0,glenccu01
218,Dainius Zubrus,34,NJD,RW,22,3,0.09,0.32,0.41,0.14,0.55,1.00,4,13,17,6,11,0,16,2,-3,0.2,0.4,0.6,0,,,,zubruda01
219,Dale Weise,24,VAN,RW,40,2,0.08,0.08,0.15,0.06,1.08,0.88,6,6,12,5,6,0,16,3,-7,-0.1,0.1,0.1,0,,,,weiseda01
220,Dalton Prout,22,CBJ,D,28,2,0.04,0.21,0.25,0.08,0.89,0.57,2,11,13,4,22,1,10,4,15,0.3,2.5,2.8,0,,,,proutda01
221,Damien Brunner,26,DET,C,44,10,0.27,0.32,0.59,0.23,0.27,2.80,23,26,49,20,46,20,32,0,-6,2.3,0.6,2.9,7,2,5,28.6,brunnda01
222,Dan Boyle,36,SJS,D,46,7,0.15,0.28,0.43,0.16,0.59,2.11,14,24,38,14,53,21,34,5,3,1.8,3.0,4.9,7,2,5,28.6,boyleda01
223,Dan Ellis,32,CAR,G,19,1,0.00,0.11,0.11,0.03,0.00,0.00,0,4,4,1,2,1,0,0,0,0.0,0.0,3.0,0,,,,ellisda01
224,Dan Girardi,28,NYR,D,46,4,0.04,0.26,0.30,0.10,0.35,1.76,4,22,26,8,38,5,56,22,-1,0.4,2.3,2.7,0,,,,girarda01
225,Dan Hamhuis,30,VAN,D,47,8,0.09,0.43,0.51,0.16,0.26,1.30,8,37,45,14,48,8,45,14,9,1.9,3.2,5.0,0,,,,hamhuda01
226,Dana Tyrell,23,TBL,C,21,1,0.05,0.14,0.19,0.06,0.19,0.90,2,6,8,3,6,0,10,1,-3,-0.1,0.0,0.0,0,,,,tyrelda01
227,Daniel Alfredsson,40,OTT,RW,47,10,0.21,0.34,0.55,0.20,0.70,2.15,19,30,49,19,43,15,31,4,1,1.4,1.2,2.7,7,1,6,14.3,alfreda01
228,Daniel Bang,25,NSH,RW,8,1,0.00,0.25,0.25,0.07,0.00,1.63,0,4,4,1,3,0,7,2,-2,-0.1,0.0,0.0,0,,,,bangda01
229,Daniel Brière,35,PHI,C,34,6,0.18,0.29,0.47,0.18,0.29,2.56,12,19,31,12,28,13,28,0,-13,1.0,0.1,1.1,1,0,1,0.0,brierda01
230,Daniel Carcillo,28,CHI,LW,23,1,0.09,0.04,0.13,0.06,0.48,1.00,4,2,6,3,9,0,8,0,1,0.0,0.2,0.2,0,,,,carcida01
231,Daniel Cleary,34,DET,LW,48,6,0.19,0.13,0.31,0.13,0.83,1.94,17,11,28,12,29,11,30,6,-6,0.5,0.7,1.2,0,,,,clearda01
232,Daniel Paille,28,BOS,LW,46,7,0.22,0.15,0.37,0.16,0.17,1.52,19,13,32,14,21,1,24,7,3,1.4,0.8,2.2,0,,,,paillda01
233,Daniel Sedin,32,VAN,LW,47,14,0.26,0.60,0.85,0.30,0.38,2.94,23,52,75,27,53,18,24,1,12,3.4,1.5,4.9,1,0,1,0.0,sedinda01
234,Daniel Taylor,26,CGY,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0,,,,tayloda02
235,Daniel Winnik,27,ANA,C,48,7,0.13,0.27,0.40,0.14,0.33,1.98,12,24,36,13,29,0,30,14,13,0.5,1.4,1.9,0,,,,winnida01
236,Danny DeKeyser,22,DET,D,11,0,0.00,0.09,0.09,0.02,0.18,1.36,0,2,2,1,6,1,2,1,4,-0.1,0.8,0.7,0,,,,dekeyda01
237,Dany Heatley,32,MIN,RW,36,9,0.31,0.28,0.58,0.24,0.22,2.31,21,19,40,17,33,12,33,0,-12,1.7,0.3,2.0,0,,,,heatlda01
238,Darcy Hordichuk,32,EDM,LW,4,0,0.00,0.00,0.00,0.00,0.50,0.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,hordida01
239,Darcy Kuemper,22,MIN,G,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0,,,,kuempda01
240,Darren Helm,26,DET,C,1,0,0.00,0.00,0.00,0.00,2.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,helmda01
241,Darroll Powe,27,TOT,C,42,0,0.00,0.00,0.00,0.00,0.64,0.55,0,0,0,0,6,0,14,7,-1,-1.1,0.4,-0.7,0,,,,poweda01
241,Darroll Powe,27,NYR,C,34,0,0.00,0.00,0.00,0.00,0.53,0.53,0,0,0,0,4,0,13,7,-2,-0.8,0.2,-0.6,0,,,,poweda01
241,Darroll Powe,27,MIN,C,8,0,0.00,0.00,0.00,0.00,1.13,0.63,0,0,0,0,2,0,1,0,1,-0.2,0.1,-0.1,0,,,,poweda01
242,Dave Bolland,26,CHI,C,35,6,0.20,0.20,0.40,0.16,0.63,1.31,14,13,27,11,26,8,28,3,-7,0.8,0.2,1.0,0,,,,bollada01
243,Dave Moss,31,PHX,LW,45,7,0.11,0.33,0.44,0.15,0.47,1.82,10,28,38,13,28,5,28,8,3,0.8,0.8,1.6,0,,,,mossda01
244,David Backes,28,STL,RW,48,9,0.13,0.46,0.58,0.19,1.29,2.08,12,41,53,18,42,11,33,7,5,1.1,1.5,2.6,0,,,,backeda01
245,David Booth,28,VAN,LW,12,1,0.08,0.17,0.25,0.09,0.33,2.25,2,4,6,2,4,0,7,0,-3,0.0,0.0,0.1,0,,,,boothda01
246,David Clarkson,28,NJD,RW,48,11,0.31,0.19,0.50,0.23,1.63,3.75,29,17,46,20,39,18,27,0,-6,2.1,0.9,3.1,4,1,3,25.0,clarkda03
247,David Desharnais,26,MTL,C,48,10,0.21,0.38,0.58,0.21,0.54,1.38,19,34,53,20,48,16,35,1,-2,2.0,0.6,2.6,4,2,2,50.0,deshada01
248,David Dziurzynski,23,OTT,C,12,1,0.17,0.00,0.17,0.09,1.08,1.67,4,0,4,2,3,0,4,0,-1,0.0,0.2,0.2,0,,,,dziurda01
249,David Jones,28,COL,RW,33,3,0.09,0.18,0.27,0.10,0.18,1.88,6,11,17,6,13,2,30,8,-11,-0.2,0.1,-0.1,0,,,,jonesda01
250,David Krejčí,26,BOS,C,47,12,0.21,0.49,0.70,0.25,0.43,1.98,19,43,62,22,47,9,38,1,1,2.4,1.0,3.4,4,1,3,25.0,krejcda01
251,David Legwand,32,NSH,C,48,10,0.25,0.27,0.52,0.21,0.42,1.63,23,24,47,19,38,8,44,8,-6,1.6,0.8,2.4,7,2,5,28.6,legwada01
252,David Perron,24,STL,LW,48,9,0.21,0.31,0.52,0.19,0.92,1.75,19,28,47,18,35,11,29,5,0,1.4,1.2,2.6,2,1,1,50.0,perroda01
253,David Rundblad,22,PHX,D,8,0,0.00,0.13,0.13,0.03,0.00,1.13,0,2,2,1,2,0,8,1,-5,0.0,-0.2,-0.2,1,0,1,0.0,rundbda01
254,David Savard,22,CBJ,D,4,0,0.00,0.00,0.00,0.00,0.00,0.25,0,0,0,0,0,0,3,0,-3,-0.1,-0.1,-0.2,0,,,,savarda01
255,David Schlemko,25,PHX,D,30,2,0.03,0.17,0.20,0.06,0.40,1.17,2,9,11,4,23,4,16,5,8,0.2,1.7,1.8,1,1,0,100.0,schleda01
256,David Steckel,30,TOT,C,34,2,0.03,0.18,0.21,0.06,0.12,0.68,2,11,13,4,9,0,14,5,0,0.0,0.3,0.3,0,,,,steckda01
256,David Steckel,30,ANA,C,21,2,0.05,0.24,0.29,0.09,0.19,0.90,2,9,11,4,8,0,9,3,2,0.1,0.3,0.5,0,,,,steckda01
256,David Steckel,30,TOR,C,13,0,0.00,0.08,0.08,0.02,0.00,0.31,0,2,2,1,1,0,5,2,-2,-0.1,0.0,-0.1,0,,,,steckda01
257,David Ullström,23,NYI,LW,20,2,0.10,0.15,0.25,0.09,0.30,1.40,4,6,10,4,8,0,10,0,-2,0.3,0.1,0.4,0,,,,ullstda01
258,David Van Der Gulik,29,COL,RW,9,1,0.00,0.22,0.22,0.06,0.67,1.11,0,4,4,1,4,0,5,3,2,0.0,0.2,0.2,0,,,,vandeda01
259,Davis Drewiske,28,TOT,D,29,2,0.07,0.17,0.24,0.08,0.48,0.97,4,10,14,5,15,1,20,9,3,0.5,1.2,1.7,0,,,,drewida01
259,Davis Drewiske,28,LAK,D,20,1,0.05,0.15,0.20,0.07,0.70,1.00,2,6,8,3,9,1,12,7,3,0.2,0.9,1.1,0,,,,drewida01
259,Davis Drewiske,28,MTL,D,9,1,0.11,0.22,0.33,0.12,0.00,0.89,2,4,6,2,6,0,8,2,0,0.3,0.3,0.6,0,,,,drewida01
260,Dennis Seidenberg,31,BOS,D,46,6,0.09,0.28,0.37,0.12,0.22,1.80,8,24,32,11,51,5,40,12,18,1.0,3.8,4.9,0,,,,seidede01
261,Dennis Wideman,29,CGY,D,46,7,0.13,0.35,0.48,0.16,0.26,2.04,12,30,42,15,62,17,63,9,-9,1.7,1.7,3.5,0,,,,widemde01
262,Derek Dorsett,26,CBJ,RW,24,3,0.13,0.25,0.38,0.13,2.21,1.58,6,11,17,6,14,0,30,5,-11,0.3,0.0,0.2,0,,,,dorsede01
263,Derek Grant,22,OTT,C,5,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,3,2,-1,-0.1,0.0,-0.1,0,,,,grantde01
264,Derek Joslin,25,VAN,D,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,1,0,4,1,-2,0.0,-0.1,-0.1,0,,,,joslide01
