,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
25,Alexander Suglobov,25,TOR,RW,14,0,0.00,0.00,0.00,0.00,0.29,1.21,0,0,0,0,1,0,7,0,-6,-0.3,-0.2,-0.5,0,,,,sugloal01
26,Alexander Svitov,24,CBJ,C,76,7,0.09,0.14,0.24,0.09,1.91,1.09,7,11,18,7,32,8,42,8,-10,-0.5,0.9,0.5,0,,,,svitoal01
27,Alexandre Burrows,25,VAN,LW,81,3,0.04,0.07,0.11,0.04,1.15,0.86,3,6,9,3,16,1,38,16,-7,-1.5,1.0,-0.5,0,,,,burroal01
28,Alexandre Giroux,25,WSH,C,9,2,0.22,0.22,0.44,0.18,0.22,1.22,2,2,4,2,5,1,8,0,-4,0.4,-0.1,0.3,0,,,,giroual01
29,Alexandre Picard,21,PHI,D,62,7,0.05,0.31,0.35,0.11,0.27,0.90,3,19,22,7,49,14,57,3,-19,1.2,1.1,2.4,0,,,,picaral01
30,Alexandre Picard,21,CBJ,LW,23,0,0.00,0.04,0.04,0.01,0.26,0.87,0,1,1,0,2,1,4,0,-3,-0.4,0.1,-0.3,0,,,,picaral02
31,Alexei Kaigorodov,23,OTT,C,6,0,0.00,0.17,0.17,0.04,0.00,0.50,0,1,1,0,1,0,0,0,1,0.0,0.1,0.1,0,,,,kaigoal01
32,Alexei Mikhnov,24,EDM,LW,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,mikhnal01
33,Alexei Ponikarovsky,26,TOR,LW,71,18,0.30,0.34,0.63,0.25,0.89,2.79,22,24,46,19,73,19,52,6,8,3.3,1.3,4.6,0,,,,ponikal01
34,Alexei Semenov,25,FLA,D,23,1,0.00,0.22,0.22,0.06,1.22,1.00,0,5,5,1,13,1,3,0,9,0.2,1.2,1.4,0,,,,semenal01
35,Alexei Yashin,33,NYI,C,58,18,0.31,0.55,0.86,0.31,0.76,3.50,19,32,51,19,71,32,36,3,6,4.1,1.1,5.2,0,,,,yashial01
36,Alexei Zhitnik,34,TOT,D,79,12,0.09,0.39,0.48,0.15,1.16,1.67,7,31,38,12,106,34,97,26,1,2.5,3.9,6.4,0,,,,zhitnal01
36,Alexei Zhitnik,34,PHI,D,31,4,0.10,0.32,0.42,0.14,1.23,1.97,3,10,13,4,42,17,52,11,-16,0.7,0.5,1.3,0,,,,zhitnal01
36,Alexei Zhitnik,34,NYI,D,30,3,0.07,0.30,0.37,0.12,1.33,1.63,2,9,11,4,35,4,27,9,13,0.6,2.2,2.8,0,,,,zhitnal01
36,Alexei Zhitnik,34,ATL,D,18,4,0.11,0.67,0.78,0.24,0.78,1.22,2,12,14,4,29,13,18,6,4,1.1,1.2,2.3,0,,,,zhitnal01
37,Allan Rourke,26,NYI,D,11,0,0.00,0.09,0.09,0.02,0.36,0.09,0,1,1,0,6,0,6,0,0,0.0,0.2,0.2,0,,,,rourkal01
38,Alyn McCauley,29,LAK,C,10,1,0.10,0.00,0.10,0.05,0.20,0.40,1,0,1,1,2,0,5,3,0,-0.1,0.1,0.0,0,,,,mccaual01
39,Anders Eriksson,32,CBJ,D,79,6,0.00,0.29,0.29,0.08,0.58,0.99,0,23,23,6,72,19,66,25,12,0.5,5.0,5.5,0,,,,eriksan01
40,André Roy,31,TOT,RW,56,1,0.02,0.04,0.05,0.02,2.29,0.27,1,2,3,1,7,0,11,0,-4,-0.3,0.1,-0.2,0,,,,royan01
40,André Roy,31,TBL,RW,51,1,0.02,0.04,0.06,0.02,2.27,0.27,1,2,3,1,7,0,10,0,-3,-0.3,0.2,-0.1,0,,,,royan01
40,André Roy,31,PIT,RW,5,0,0.00,0.00,0.00,0.00,2.40,0.20,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,royan01
41,Andreas Karlsson,31,TBL,C,53,3,0.06,0.11,0.17,0.06,0.23,0.47,3,6,9,3,13,1,16,0,-4,-0.1,0.4,0.3,0,,,,karlsan01
42,Andreas Lilja,31,DET,D,57,1,0.00,0.09,0.09,0.02,0.95,0.65,0,5,5,1,35,0,45,16,6,-0.5,2.4,1.9,0,,,,liljaan01
43,Andrei Kostitsyn,21,MTL,LW,22,3,0.05,0.45,0.50,0.15,0.27,1.73,1,10,11,3,16,2,11,0,3,0.4,0.5,0.9,0,,,,kostian01
44,Andrei Markov,28,MTL,D,77,15,0.08,0.56,0.64,0.19,0.73,1.66,6,43,49,15,110,52,78,22,2,3.6,4.5,8.1,0,,,,markoan01
45,Andrei Zyuzin,29,CGY,D,49,2,0.02,0.10,0.12,0.04,0.61,0.73,1,5,6,2,19,3,27,9,-2,-0.1,1.0,0.9,0,,,,zyuzian01
46,Andrej Meszároš,21,OTT,D,82,11,0.09,0.34,0.43,0.14,1.24,1.79,7,28,35,11,84,29,91,21,-15,2.2,1.3,3.6,0,,,,meszaan01
47,Andrej Sekera,20,BUF,D,2,0,0.00,0.00,0.00,0.00,1.00,0.00,0,0,0,0,1,0,0,0,1,0.0,0.1,0.1,0,,,,sekeran01
48,Andrew Alberts,25,BOS,D,76,3,0.00,0.13,0.13,0.04,1.63,0.54,0,10,10,3,48,4,89,30,-15,-0.7,2.2,1.5,0,,,,alberan01
49,Andrew Brunette,33,COL,LW,82,29,0.33,0.68,1.01,0.36,0.44,2.11,28,56,84,31,119,56,73,2,-8,7.1,1.1,8.2,0,,,,brunean01
50,Andrew Ference,27,TOT,D,80,5,0.04,0.15,0.19,0.06,1.21,1.00,3,12,15,5,55,10,62,22,5,0.0,3.4,3.5,0,,,,ferenan01
50,Andrew Ference,27,CGY,D,54,4,0.04,0.19,0.22,0.07,1.22,0.94,2,10,12,4,41,10,38,14,7,0.3,2.3,2.5,0,,,,ferenan01
50,Andrew Ference,27,BOS,D,26,1,0.04,0.08,0.12,0.04,1.19,1.12,1,2,3,1,14,0,24,8,-2,-0.3,1.2,0.9,0,,,,ferenan01
51,Andrew Hutchinson,26,CAR,D,41,5,0.07,0.27,0.34,0.11,0.73,1.10,3,11,14,5,28,16,13,1,0,1.2,1.1,2.2,0,,,,hutchan01
52,Andrew Ladd,21,CAR,LW,65,8,0.17,0.15,0.32,0.13,0.71,1.68,11,10,21,9,37,6,30,0,1,1.1,0.9,2.1,0,,,,laddan01
53,Andrew Peters,26,BUF,LW,58,1,0.02,0.02,0.03,0.01,2.16,0.33,1,1,2,1,3,0,4,0,-1,-0.3,0.1,-0.2,0,,,,peteran01
54,Andrew Raycroft,26,TOR,G,72,0,0.00,0.01,0.01,0.00,0.11,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,9.4,0,,,,raycran01
55,Andy Greene,24,NJD,D,23,2,0.04,0.22,0.26,0.08,0.26,1.00,1,5,6,2,12,5,9,1,-1,0.3,0.9,1.2,0,,,,greenan01
56,Andy Hilbert,25,NYI,C,81,10,0.10,0.25,0.35,0.12,0.42,2.02,8,20,28,10,41,0,36,5,10,1.0,1.2,2.2,0,,,,hilbean01
57,Andy McDonald,29,ANA,C,82,28,0.33,0.62,0.95,0.34,0.56,3.07,28,51,79,29,112,51,47,2,16,6.5,2.3,8.9,0,,,,mcdonan01
58,Andy Sutton,31,ATL,D,55,5,0.04,0.25,0.29,0.09,1.38,0.93,2,14,16,5,46,2,66,28,6,0.7,2.5,3.1,0,,,,suttoan01
59,Andy Wozniewski,26,TOR,D,15,1,0.00,0.13,0.13,0.04,0.93,0.67,0,2,2,1,5,0,8,2,-1,0.0,0.3,0.2,0,,,,woznian01
60,Anson Carter,32,TOT,RW,64,10,0.17,0.27,0.44,0.16,0.28,1.09,11,17,28,11,45,20,30,1,-4,1.4,1.0,2.4,0,,,,cartean01
60,Anson Carter,32,CBJ,RW,54,10,0.19,0.31,0.50,0.18,0.30,1.15,10,17,27,10,41,18,25,1,-1,1.5,1.0,2.5,0,,,,cartean01
60,Anson Carter,32,CAR,RW,10,1,0.10,0.00,0.10,0.05,0.20,0.80,1,0,1,1,4,2,5,0,-3,-0.1,0.0,-0.1,0,,,,cartean01
61,Antero Niittymäki,26,PHI,G,52,0,0.00,0.00,0.00,0.00,0.04,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,7.6,0,,,,niittan01
62,Anthony Stewart,22,FLA,C,10,0,0.00,0.10,0.10,0.03,0.20,0.80,0,1,1,0,3,0,2,0,1,-0.1,0.1,0.0,0,,,,stewaan01
63,Antoine Vermette,24,OTT,C,77,15,0.25,0.26,0.51,0.20,0.68,1.96,20,20,40,16,55,10,66,19,-2,2.4,0.9,3.3,0,,,,vermean01
64,Anton Babchuk,22,CAR,D,52,4,0.04,0.23,0.27,0.08,0.58,1.21,2,12,14,4,38,8,43,7,-6,0.6,1.5,2.0,0,,,,babchan01
65,Anton Volchenkov,24,OTT,D,78,5,0.01,0.23,0.24,0.07,0.86,1.09,1,18,19,5,80,3,78,38,37,0.1,5.3,5.4,0,,,,volchan01
66,Antti Laaksonen,33,COL,LW,41,2,0.07,0.02,0.10,0.05,0.39,1.05,3,1,4,2,10,0,29,16,-3,-0.6,0.3,-0.2,0,,,,laaksan01
67,Antti Miettinen,26,DAL,RW,74,10,0.15,0.19,0.34,0.13,0.51,1.91,11,14,25,10,52,28,33,4,-5,0.6,1.4,2.0,0,,,,miettan01
68,Anže Kopitar,19,LAK,C,72,21,0.28,0.57,0.85,0.29,0.33,2.68,21,41,62,23,89,44,74,17,-12,3.9,1.2,5.0,0,,,,kopitan01
69,Arron Asham,28,NYI,RW,80,9,0.14,0.15,0.29,0.11,0.79,1.06,11,12,23,9,32,4,25,0,3,1.3,0.8,2.1,0,,,,ashamar01
70,Barret Jackman,25,STL,D,70,8,0.04,0.34,0.39,0.11,1.17,1.23,3,24,27,8,68,5,69,26,20,1.3,4.5,5.8,0,,,,jackmba01
71,Barry Brust,23,LAK,G,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0,,,,brustba01
72,Barry Tallackson,23,NJD,RW,3,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,2,0,3,0,-1,-0.1,0.0,-0.1,0,,,,tallaba01
73,Bates Battaglia,31,TOR,LW,82,11,0.15,0.23,0.38,0.14,0.55,1.15,13,19,32,12,47,1,50,13,9,1.4,1.2,2.6,0,,,,battaba01
74,Ben Clymer,28,WSH,D,66,7,0.11,0.20,0.30,0.11,0.67,1.18,7,13,20,7,39,14,46,4,-17,1.8,0.3,2.1,0,,,,clymebe01
75,Ben Eager,23,PHI,LW,63,5,0.10,0.08,0.17,0.07,3.70,0.76,6,5,11,5,15,1,27,0,-13,0.2,0.1,0.3,0,,,,eagerbe01
76,Ben Guite,28,COL,RW,39,4,0.08,0.21,0.28,0.10,0.41,1.62,3,8,11,4,11,0,24,9,-4,0.0,0.3,0.4,0,,,,guitebe01
77,Ben Ondrus,24,TOR,RW,16,1,0.00,0.13,0.13,0.03,1.25,0.44,0,2,2,1,1,0,6,0,-5,0.0,-0.1,-0.2,0,,,,ondrube01
78,Ben Walter,22,BOS,C,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,-0.1,0.0,0.0,0,,,,waltebe01
79,Benoît Pouliot,20,MIN,LW,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,1,0,2,0,-1,-0.1,0.0,-0.1,0,,,,poulibe01
80,Bill Guerin,36,TOT,RW,77,24,0.47,0.26,0.73,0.32,0.86,2.92,37,20,57,26,73,26,39,2,10,5.6,1.9,7.5,0,,,,gueribi01
80,Bill Guerin,36,STL,RW,61,20,0.46,0.31,0.77,0.33,0.85,3.10,29,19,48,21,60,21,33,2,8,4.6,1.4,6.0,0,,,,gueribi01
80,Bill Guerin,36,SJS,RW,16,4,0.50,0.06,0.56,0.28,0.88,2.25,8,1,9,5,13,5,6,0,2,1.0,0.4,1.4,0,,,,gueribi01
81,Bill Thomas,23,PHX,RW,24,6,0.33,0.25,0.58,0.24,0.08,2.50,8,6,14,6,19,10,15,0,-6,1.3,0.1,1.4,0,,,,thomabi01
82,Björn Melin,25,ANA,RW,3,1,0.33,0.00,0.33,0.18,0.00,0.33,1,0,1,1,2,0,3,0,-1,0.1,0.0,0.1,0,,,,melinbj01
83,Blair Betts,26,NYR,C,82,6,0.11,0.05,0.16,0.07,0.29,1.46,9,4,13,6,23,1,54,28,-4,-1.1,1.2,0.1,0,,,,bettsbl01
84,Blair Jones,20,TBL,C,20,1,0.05,0.10,0.15,0.05,0.10,0.30,1,2,3,1,4,0,5,1,0,0.1,0.1,0.2,0,,,,jonesbl01
85,Blake Comeau,20,NYI,RW,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,0,0,0,0,0,-0.1,0.0,-0.1,0,,,,comeabl01
86,Bobby Allen,28,BOS,D,31,1,0.00,0.10,0.10,0.03,0.32,0.45,0,3,3,1,11,0,14,2,-1,-0.2,0.8,0.7,0,,,,allenbo01
87,Bobby Holík,36,ATL,C,82,11,0.13,0.22,0.35,0.13,1.05,2.32,11,18,29,11,51,11,72,29,-3,0.4,1.2,1.6,0,,,,holikbo01
88,Boyd Devereaux,28,TOR,C,33,7,0.24,0.33,0.58,0.22,0.36,1.73,8,11,19,7,25,1,27,7,4,1.3,0.6,1.9,0,,,,deverbo01
89,Boyd Gordon,23,WSH,RW,71,10,0.10,0.31,0.41,0.14,0.20,1.46,7,22,29,10,41,0,79,48,10,0.5,1.5,2.0,0,,,,gordobo01
90,Boyd Kane,28,PHI,LW,15,1,0.00,0.13,0.13,0.04,1.87,0.47,0,2,2,1,2,0,6,0,-4,-0.1,0.0,-0.1,0,,,,kanebo01
91,Brad Boyes,24,TOT,C,81,17,0.21,0.36,0.57,0.21,0.36,2.25,18,29,47,18,61,13,71,6,-17,2.7,0.9,3.6,0,,,,boyesbr01
91,Brad Boyes,24,BOS,C,62,13,0.21,0.34,0.55,0.20,0.40,2.24,14,21,35,13,44,10,55,4,-17,2.0,0.6,2.5,0,,,,boyesbr01
91,Brad Boyes,24,STL,C,19,4,0.21,0.42,0.63,0.22,0.21,2.26,4,8,12,4,17,3,16,2,0,0.7,0.4,1.0,0,,,,boyesbr01
92,Brad Ference,27,CGY,D,5,0,0.00,0.00,0.00,0.00,0.40,0.20,0,0,0,0,3,0,4,0,-1,-0.1,0.0,0.0,0,,,,ferenbr01
93,Brad Isbister,29,NYR,LW,19,2,0.05,0.21,0.26,0.08,0.74,1.89,1,4,5,2,11,1,5,0,5,-0.1,0.5,0.4,0,,,,isbisbr01
94,Brad Larsen,29,ATL,LW,72,5,0.10,0.08,0.18,0.08,0.54,0.85,7,6,13,5,18,0,60,31,-11,-0.5,0.5,0.0,0,,,,larsebr01
95,Brad Lukowich,30,NJD,D,75,4,0.05,0.11,0.16,0.06,0.48,0.67,4,8,12,4,48,1,63,17,1,-0.2,4.6,4.5,0,,,,lukowbr01
96,Brad May,35,TOT,LW,24,1,0.00,0.17,0.17,0.04,0.88,0.92,0,4,4,1,7,0,8,0,-1,-0.3,0.2,-0.1,0,,,,maybr01
96,Brad May,35,ANA,LW,14,0,0.00,0.07,0.07,0.02,0.93,0.79,0,1,1,0,2,0,3,0,-1,-0.3,0.1,-0.1,0,,,,maybr01
96,Brad May,35,COL,LW,10,1,0.00,0.30,0.30,0.08,0.80,1.10,0,3,3,1,5,0,5,0,0,0.0,0.1,0.1,0,,,,maybr01
97,Brad Moran,27,VAN,C,3,0,0.00,0.33,0.33,0.09,0.67,1.00,0,1,1,0,2,2,0,0,0,0.0,0.1,0.0,0,,,,moranbr01
98,Brad Norton,31,DET,D,6,0,0.00,0.17,0.17,0.05,3.33,0.33,0,1,1,0,2,0,0,0,2,0.1,0.2,0.3,0,,,,nortobr01
99,Brad Richards,26,TBL,C,82,25,0.30,0.55,0.85,0.31,0.28,3.32,26,45,71,26,106,54,99,28,-19,4.1,1.6,5.6,0,,,,richabr01
100,Brad Richardson,21,COL,RW,73,10,0.19,0.11,0.30,0.13,0.38,1.77,15,8,23,10,31,0,53,26,4,0.9,1.1,2.0,0,,,,richabr02
101,Brad Stuart,27,TOT,D,75,8,0.09,0.20,0.29,0.10,0.59,1.45,7,15,22,8,74,6,122,44,-10,1.0,2.8,3.8,0,,,,stuarbr02
101,Brad Stuart,27,BOS,D,48,6,0.15,0.21,0.35,0.13,0.54,1.54,7,10,17,7,45,3,90,26,-22,1.2,0.8,2.0,0,,,,stuarbr02
101,Brad Stuart,27,CGY,D,27,1,0.00,0.19,0.19,0.05,0.67,1.30,0,5,5,1,29,3,32,18,12,-0.2,2.0,1.8,0,,,,stuarbr02
102,Brad Winchester,25,EDM,LW,59,3,0.07,0.08,0.15,0.06,1.46,1.12,4,5,9,4,13,1,22,0,-10,0.0,0.3,0.2,0,,,,winchbr01
103,Brandon Bochenski,24,TOT,RW,41,10,0.32,0.27,0.59,0.24,0.39,2.24,13,11,24,10,32,10,21,0,1,2.2,0.7,2.9,0,,,,bochebr01
103,Brandon Bochenski,24,BOS,RW,31,9,0.35,0.35,0.71,0.29,0.45,2.32,11,11,22,9,29,10,16,0,3,2.1,0.7,2.8,0,,,,bochebr01
103,Brandon Bochenski,24,CHI,RW,10,1,0.20,0.00,0.20,0.11,0.20,2.00,2,0,2,1,3,0,5,0,-2,0.1,0.0,0.2,0,,,,bochebr01
104,Brandon Dubinsky,20,NYR,C,6,0,0.00,0.00,0.00,0.00,0.33,1.50,0,0,0,0,0,0,0,0,0,-0.1,0.1,-0.1,0,,,,dubinbr01
105,Brandon Prust,22,CGY,C,10,0,0.00,0.00,0.00,0.00,2.50,0.10,0,0,0,0,1,0,1,1,1,-0.2,0.1,-0.1,0,,,,prustbr01
106,Brandon Reid,25,VAN,C,3,0,0.00,0.00,0.00,0.00,0.00,2.67,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,reidbr01
107,Branislav Mezei,26,FLA,D,45,1,0.00,0.07,0.07,0.02,1.22,0.53,0,3,3,1,25,1,27,8,5,-0.5,1.6,1.1,0,,,,mezeibr01
108,Branko Radivojevič,26,MIN,RW,82,9,0.13,0.16,0.29,0.11,0.26,1.41,11,13,24,10,48,18,39,0,-9,0.5,1.2,1.7,0,,,,radivbr01
109,Braydon Coburn,21,TOT,D,49,4,0.06,0.16,0.22,0.08,0.94,1.10,3,8,11,4,36,7,35,5,-1,0.6,1.5,2.1,0,,,,coburbr01
109,Braydon Coburn,21,ATL,D,29,1,0.00,0.14,0.14,0.04,1.03,0.72,0,4,4,1,17,2,16,2,1,0.0,0.7,0.7,0,,,,coburbr01
109,Braydon Coburn,21,PHI,D,20,3,0.15,0.20,0.35,0.13,0.80,1.65,3,4,7,3,19,5,19,3,-2,0.5,0.8,1.3,0,,,,coburbr01
110,Brendan Bell,23,TOT,D,45,2,0.02,0.13,0.16,0.05,0.60,1.04,1,6,7,2,19,2,33,5,-11,0.1,0.2,0.4,0,,,,bellbr02
110,Brendan Bell,23,TOR,D,31,2,0.03,0.13,0.16,0.05,0.61,0.94,1,4,5,2,15,1,19,2,-3,0.2,0.4,0.5,0,,,,bellbr02
110,Brendan Bell,23,PHX,D,14,1,0.00,0.14,0.14,0.04,0.57,1.29,0,2,2,1,4,1,14,3,-8,-0.1,-0.1,-0.2,0,,,,bellbr02
111,Brendan Morrison,31,VAN,C,82,19,0.24,0.38,0.62,0.23,0.73,1.70,21,31,52,20,72,30,68,17,-9,2.9,1.7,4.6,0,,,,morribr01
112,Brendan Shanahan,38,NYR,LW,67,24,0.43,0.49,0.93,0.36,0.70,4.40,30,33,63,25,85,44,55,16,2,5.5,1.7,7.2,0,,,,shanabr01
113,Brendan Witt,31,NYI,D,81,4,0.01,0.16,0.17,0.05,1.62,0.93,1,13,14,4,69,0,103,48,14,-0.5,4.2,3.7,0,,,,wittbr01
114,Brenden Morrow,28,DAL,LW,40,12,0.40,0.38,0.78,0.31,0.83,2.53,17,15,32,13,40,18,27,3,-2,2.7,1.0,3.7,0,,,,morrobr01
115,Brent Burns,21,MIN,D,77,9,0.09,0.23,0.32,0.11,0.34,1.40,7,18,25,9,60,10,41,7,16,1.9,4.7,6.6,0,,,,burnsbr01
116,Brent Johnson,29,WSH,G,30,0,0.00,0.03,0.03,0.01,0.13,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,3.9,0,,,,johnsbr02
117,Brent Seabrook,21,CHI,D,81,8,0.05,0.25,0.30,0.09,1.28,1.78,4,20,24,8,57,9,80,26,-6,1.0,3.3,4.3,0,,,,seabrbr01
118,Brent Sopel,30,TOT,D,64,9,0.08,0.36,0.44,0.14,0.38,2.05,5,23,28,9,64,15,56,9,2,1.8,3.2,5.1,0,,,,sopelbr01
118,Brent Sopel,30,LAK,D,44,7,0.09,0.43,0.52,0.16,0.32,2.36,4,19,23,7,50,11,46,9,2,1.7,2.2,3.9,0,,,,sopelbr01
118,Brent Sopel,30,VAN,D,20,2,0.05,0.20,0.25,0.08,0.50,1.35,1,4,5,2,14,4,10,0,0,0.2,1.0,1.2,0,,,,sopelbr01
119,Bret Hedican,36,CAR,D,50,3,0.00,0.20,0.20,0.05,0.72,0.88,0,10,10,3,38,8,51,13,-8,-0.1,1.5,1.4,0,,,,hedicbr01
120,Brett Clark,30,COL,D,82,13,0.12,0.35,0.48,0.16,0.61,1.71,10,29,39,13,102,31,105,39,5,2.8,3.9,6.7,0,,,,clarkbr01
121,Brett Lebda,25,DET,D,74,6,0.07,0.18,0.24,0.08,0.82,1.45,5,13,18,6,50,4,30,0,16,1.1,3.6,4.8,0,,,,lebdabr01
122,Brett McLean,28,COL,C,78,13,0.19,0.26,0.45,0.17,0.46,1.72,16,20,36,14,47,3,43,7,8,2.0,1.4,3.4,0,,,,mcleabr01
123,Brian Boucher,30,TOT,G,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,0,,,,bouchbr01
123,Brian Boucher,30,CHI,G,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5,0,,,,bouchbr01
