,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
123,Brian Boucher,30,CBJ,G,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0,,,,bouchbr01
124,Brian Campbell,27,BUF,D,82,14,0.07,0.51,0.59,0.17,0.43,1.12,6,42,48,15,117,25,71,7,28,3.4,4.2,7.6,0,,,,campbbr02
125,Brian Finley,25,BOS,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0,,,,finlebr01
126,Brian Gionta,28,NJD,RW,62,18,0.40,0.32,0.73,0.29,0.58,3.13,26,20,46,20,69,34,39,1,-3,3.6,1.7,5.3,0,,,,giontbr01
127,Brian McGrattan,25,OTT,RW,45,1,0.00,0.04,0.04,0.01,2.22,0.49,0,2,2,1,3,0,4,0,-1,-0.3,0.1,-0.2,0,,,,mcgrabr01
128,Brian Pothier,29,WSH,D,72,9,0.04,0.35,0.39,0.12,0.61,1.64,3,25,28,8,80,28,98,35,-11,1.3,2.2,3.5,0,,,,pothibr01
129,Brian Rafalski,33,NJD,D,82,16,0.10,0.57,0.67,0.20,0.41,1.80,8,47,55,17,118,52,71,9,4,3.9,6.6,10.4,0,,,,rafalbr01
130,Brian Rolston,33,MIN,RW,78,26,0.40,0.42,0.82,0.33,0.59,3.91,32,33,65,26,88,49,48,15,6,5.0,2.6,7.6,0,,,,rolstbr01
131,Brian Sutherby,24,WSH,C,69,7,0.10,0.14,0.25,0.10,1.13,1.26,7,10,17,7,25,1,48,15,-9,-0.2,0.5,0.3,0,,,,suthebr01
132,Brian Willsie,28,LAK,RW,81,8,0.14,0.12,0.26,0.10,0.60,1.62,11,10,21,9,32,5,68,21,-20,0.1,0.4,0.5,0,,,,willsbr01
133,Brooks Laich,23,WSH,C,73,7,0.11,0.14,0.25,0.10,0.40,1.63,8,10,18,7,33,8,44,17,-2,-0.1,0.9,0.7,0,,,,laichbr01
134,Brooks Orpik,26,PIT,D,70,2,0.00,0.09,0.09,0.02,1.17,0.84,0,6,6,2,50,6,41,1,4,-0.7,2.6,1.9,0,,,,orpikbr01
135,Bruno Gervais,22,NYI,D,51,2,0.00,0.12,0.12,0.03,0.55,0.92,0,6,6,2,22,7,30,5,-10,-0.3,0.6,0.3,0,,,,gervabr01
136,Bryan Allen,26,FLA,D,82,8,0.05,0.26,0.30,0.10,1.37,1.21,4,21,25,8,87,10,102,32,7,1.0,3.6,4.6,0,,,,allenbr01
137,Bryan Berard,29,CBJ,D,11,1,0.00,0.27,0.27,0.07,0.73,2.00,0,3,3,1,13,4,14,1,-4,0.1,0.2,0.3,0,,,,berarbr01
138,Bryan Bickell,20,CHI,LW,3,1,0.67,0.00,0.67,0.36,0.00,3.33,2,0,2,1,2,0,1,0,1,0.3,0.1,0.4,0,,,,bickebr01
139,Bryan McCabe,31,TOR,D,82,19,0.18,0.51,0.70,0.23,1.40,2.52,16,42,58,20,129,59,117,50,3,4.9,3.7,8.6,0,,,,mccabbr01
140,Bryan Muir,33,WSH,D,26,3,0.12,0.15,0.27,0.11,1.62,1.08,3,4,7,3,19,6,12,2,3,0.6,0.9,1.5,0,,,,muirbr01
141,Bryan Smolinski,35,TOT,C,82,17,0.22,0.32,0.54,0.21,0.45,1.99,19,26,45,17,73,22,58,14,7,2.2,2.0,4.2,0,,,,smolibr01
141,Bryan Smolinski,35,CHI,C,62,14,0.23,0.37,0.60,0.22,0.47,1.97,15,23,38,14,61,17,45,11,10,2.0,1.7,3.7,0,,,,smolibr01
141,Bryan Smolinski,35,VAN,C,20,3,0.20,0.15,0.35,0.14,0.40,2.05,4,3,7,3,12,5,13,3,-3,0.2,0.3,0.5,0,,,,smolibr01
142,Bryan Young,20,EDM,D,15,0,0.00,0.00,0.00,0.00,0.67,0.13,0,0,0,0,1,0,9,0,-8,-0.2,-0.2,-0.4,0,,,,youngbr02
143,Bryce Lampman,24,NYR,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0,,,,lampmbr01
144,Bryce Salvador,30,STL,D,64,2,0.03,0.08,0.11,0.04,0.86,0.63,2,5,7,2,38,0,75,32,-5,-0.6,2.1,1.5,0,,,,salvabr01
145,Byron Ritchie,29,CGY,C,64,6,0.13,0.09,0.22,0.09,1.06,0.72,8,6,14,6,21,0,25,7,3,0.4,0.7,1.1,0,,,,ritchby01
146,Cam Barker,20,CHI,D,35,2,0.03,0.20,0.23,0.07,1.26,1.09,1,7,8,2,23,10,27,2,-12,0.2,0.6,0.7,0,,,,barkeca01
147,Cam Janssen,22,NJD,RW,48,1,0.02,0.00,0.02,0.01,2.38,0.19,1,0,1,1,2,0,4,0,-2,-0.4,0.2,-0.1,0,,,,janssca01
148,Cam Ward,22,CAR,G,60,0,0.00,0.02,0.02,0.00,0.10,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,8.5,0,,,,wardca01
149,Carl Corazzini,27,CHI,C,7,0,0.00,0.14,0.14,0.04,0.29,0.71,0,1,1,0,1,0,2,1,0,-0.1,0.1,0.0,0,,,,corazca01
150,Carlo Colaiacovo,24,TOR,D,48,7,0.17,0.19,0.35,0.14,0.46,1.25,8,9,17,7,38,6,34,7,5,1.6,1.8,3.3,0,,,,colaica01
151,Carsen Germyn,24,CGY,C,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,germyca01
152,Chad Kilger,30,TOR,LW,82,11,0.17,0.17,0.34,0.14,0.71,1.72,15,14,29,12,43,1,83,36,-5,0.9,0.8,1.6,0,,,,kilgech01
153,Chad Larose,24,CAR,C,80,6,0.08,0.15,0.23,0.08,0.13,1.18,6,12,18,7,22,0,36,12,-2,0.1,0.9,1.0,0,,,,larosch01
154,Chris Campoli,22,NYI,D,51,4,0.02,0.25,0.27,0.08,0.45,0.80,1,13,14,4,33,8,32,4,-3,0.7,1.1,1.8,0,,,,campoch01
155,Chris Chelios,45,DET,D,71,3,0.00,0.15,0.15,0.04,0.48,1.01,0,11,11,3,40,1,60,32,11,-0.4,3.6,3.3,0,,,,chelich01
156,Chris Clark,30,WSH,RW,74,23,0.41,0.32,0.73,0.31,0.89,2.22,31,24,55,23,85,33,91,29,-10,5.0,0.9,5.9,0,,,,clarkch01
157,Chris Conner,23,DAL,RW,11,1,0.09,0.18,0.27,0.10,0.36,1.64,1,2,3,1,5,2,6,0,-3,0.0,0.1,0.1,0,,,,connech01
158,Chris Drury,30,BUF,C,77,28,0.48,0.42,0.90,0.36,0.39,2.58,39,32,71,30,87,35,79,28,1,6.6,0.9,7.5,0,,,,drurych01
159,Chris Gratton,31,FLA,C,81,13,0.16,0.27,0.43,0.16,1.16,1.62,14,22,36,14,45,4,41,1,1,2.2,0.9,3.0,0,,,,grattch01
160,Chris Higgins,23,MTL,C,61,16,0.36,0.26,0.62,0.27,0.43,2.61,23,16,39,17,75,38,62,14,-11,3.1,0.9,4.0,0,,,,higgich01
161,Chris Kelly,26,OTT,C,82,14,0.18,0.28,0.46,0.17,0.49,1.60,16,23,39,15,61,3,63,33,28,1.8,2.1,3.9,0,,,,kellych01
162,Chris Kunitz,27,ANA,LW,81,22,0.31,0.43,0.74,0.28,1.00,2.22,26,35,61,24,110,49,39,1,23,4.7,2.5,7.2,0,,,,kunitch01
163,Chris Mason,30,NSH,G,40,0,0.00,0.03,0.03,0.01,0.10,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,10.4,0,,,,masonch02
164,Chris Neil,27,OTT,RW,82,11,0.15,0.20,0.34,0.13,2.16,1.70,13,16,29,11,47,11,30,0,6,1.0,1.1,2.0,0,,,,neilch01
165,Chris Osgood,34,DET,G,21,0,0.00,0.05,0.05,0.01,0.29,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,3.1,0,,,,osgooch01
166,Chris Phillips,28,OTT,D,82,9,0.10,0.22,0.32,0.11,0.98,1.15,8,18,26,9,82,2,82,38,36,1.3,5.4,6.8,0,,,,phillch02
167,Chris Pronger,32,ANA,D,66,19,0.20,0.70,0.89,0.29,1.05,2.52,14,46,60,20,116,58,55,24,27,5.3,6.4,11.7,0,,,,prongch01
168,Chris Simon,35,NYI,LW,67,10,0.15,0.25,0.40,0.15,1.12,1.22,10,17,27,10,45,9,19,0,17,1.7,1.3,3.0,0,,,,simonch01
169,Chris Thorburn,23,PIT,C,39,2,0.08,0.05,0.13,0.05,1.77,1.03,3,2,5,2,9,1,7,0,1,-0.1,0.4,0.3,0,,,,thorbch01
170,Christian Bäckman,26,STL,D,61,7,0.11,0.18,0.30,0.11,0.59,1.31,7,11,18,7,65,12,60,20,13,1.0,3.7,4.7,0,,,,backmch01
171,Christian Ehrhoff,24,SJS,D,82,11,0.12,0.28,0.40,0.14,0.77,2.00,10,23,33,12,97,44,52,7,8,2.6,4.7,7.3,0,,,,ehrhoch01
172,Christoph Schubert,24,OTT,D,80,9,0.10,0.21,0.31,0.11,0.70,1.21,8,17,25,9,59,4,30,5,30,2.3,3.6,6.0,0,,,,schubch01
173,Chuck Kobasew,24,TOT,RW,50,6,0.10,0.28,0.38,0.13,1.24,1.86,5,14,19,7,29,13,15,0,1,0.4,0.7,1.1,0,,,,kobasch01
173,Chuck Kobasew,24,CGY,RW,40,6,0.10,0.33,0.43,0.14,0.93,1.73,4,13,17,6,24,9,8,0,7,0.6,0.8,1.4,0,,,,kobasch01
173,Chuck Kobasew,24,BOS,RW,10,1,0.10,0.10,0.20,0.08,2.50,2.40,1,1,2,1,5,4,7,0,-6,-0.2,0.0,-0.2,0,,,,kobasch01
174,Clarke MacArthur,21,BUF,LW,19,3,0.16,0.21,0.37,0.14,0.21,0.84,3,4,7,3,12,2,7,1,4,0.5,0.3,0.8,0,,,,macarcl01
175,Cody McCormick,23,COL,C,6,0,0.00,0.17,0.17,0.05,1.00,1.00,0,1,1,0,1,0,0,0,1,0.0,0.1,0.1,0,,,,mccorco01
176,Colby Armstrong,24,PIT,RW,80,12,0.15,0.28,0.43,0.15,0.84,1.81,13,22,35,13,61,9,88,38,2,0.8,1.4,2.2,0,,,,armstco01
177,Colin Fraser,22,CHI,C,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,0,0,2,1,-1,0.0,0.0,0.0,0,,,,fraseco01
178,Colin White,29,NJD,D,69,2,0.00,0.12,0.12,0.03,1.00,0.68,0,8,8,2,43,4,70,23,-8,-1.0,4.0,3.0,0,,,,whiteco01
179,Colton Orr,24,NYR,RW,53,1,0.04,0.02,0.06,0.03,2.38,0.43,2,1,3,1,5,0,7,0,-2,-0.3,0.3,0.0,0,,,,orrco01
180,Corey Perry,21,ANA,RW,82,16,0.21,0.33,0.54,0.20,0.67,2.37,18,27,45,17,65,28,27,2,12,3.2,1.7,4.9,0,,,,perryco01
181,Cory Sarich,28,TBL,D,82,4,0.00,0.18,0.18,0.05,0.85,0.78,0,15,15,4,41,0,82,35,-6,-0.2,2.7,2.5,0,,,,saricco01
182,Cory Stillman,33,CAR,LW,43,8,0.12,0.51,0.63,0.20,0.56,1.98,5,22,27,9,37,17,28,0,-8,1.1,0.6,1.7,0,,,,stillco01
183,Craig Adams,29,CAR,RW,82,6,0.09,0.09,0.17,0.07,0.66,0.87,7,7,14,6,18,1,40,14,-9,-0.3,0.6,0.4,0,,,,adamscr01
184,Craig Anderson,25,FLA,G,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0,,,,andercr01
185,Craig Conroy,35,TOT,C,80,13,0.16,0.30,0.46,0.17,0.70,1.40,13,24,37,14,56,15,57,13,-3,1.5,1.2,2.6,0,,,,conrocr01
185,Craig Conroy,35,LAK,C,52,6,0.10,0.21,0.31,0.11,0.73,1.40,5,11,16,6,31,13,39,8,-13,-0.2,0.4,0.2,0,,,,conrocr01
185,Craig Conroy,35,CGY,C,28,8,0.29,0.46,0.75,0.28,0.64,1.39,8,13,21,8,25,2,18,5,10,1.7,0.8,2.5,0,,,,conrocr01
186,Craig MacDonald,29,CHI,C,25,2,0.12,0.08,0.20,0.09,0.56,1.20,3,2,5,2,7,0,20,11,-2,0.0,0.2,0.3,0,,,,macdocr01
187,Craig Rivet,32,TOT,D,71,8,0.10,0.24,0.34,0.12,0.97,1.25,7,17,24,8,72,22,67,18,1,1.4,3.8,5.2,0,,,,rivetcr01
187,Craig Rivet,32,MTL,D,54,6,0.11,0.19,0.30,0.11,1.06,1.07,6,10,16,6,46,10,58,15,-7,1.0,2.1,3.1,0,,,,rivetcr01
187,Craig Rivet,32,SJS,D,17,2,0.06,0.41,0.47,0.14,0.71,1.82,1,7,8,2,26,12,9,3,8,0.5,1.7,2.1,0,,,,rivetcr01
188,Cristobal Huet,31,MTL,G,42,0,0.00,0.02,0.02,0.01,0.00,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,9.4,0,,,,huetcr01
189,Curtis Brown,30,SJS,C,78,7,0.10,0.15,0.26,0.09,0.72,1.08,8,12,20,8,29,2,61,32,-2,-0.1,1.3,1.2,0,,,,browncu01
190,Curtis Glencross,24,TOT,LW,9,1,0.11,0.00,0.11,0.06,0.22,0.89,1,0,1,1,1,0,7,1,-5,0.0,-0.1,-0.1,0,,,,glenccu01
190,Curtis Glencross,24,CBJ,LW,7,0,0.00,0.00,0.00,0.00,0.00,0.43,0,0,0,0,0,0,5,1,-4,-0.2,-0.1,-0.3,0,,,,glenccu01
190,Curtis Glencross,24,ANA,LW,2,1,0.50,0.00,0.50,0.27,1.00,2.50,1,0,1,1,1,0,2,0,-1,0.1,0.0,0.1,0,,,,glenccu01
191,Curtis Joseph,39,PHX,G,55,0,0.00,0.00,0.00,0.00,0.18,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,7.0,0,,,,josepcu01
192,Curtis Sanford,27,STL,G,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,0,,,,sanfocu01
193,D.J. King,22,STL,LW,27,1,0.04,0.04,0.07,0.03,1.93,0.44,1,1,2,1,4,0,7,0,-3,-0.1,0.0,-0.1,0,,,,kingdj01
194,Dainius Zubrus,28,TOT,RW,79,23,0.30,0.46,0.76,0.29,0.78,2.00,25,36,61,23,100,40,83,4,-19,4.4,0.6,5.0,0,,,,zubruda01
194,Dainius Zubrus,28,WSH,RW,60,20,0.33,0.53,0.87,0.33,0.83,2.12,21,32,53,20,85,37,66,2,-16,4.2,0.5,4.7,0,,,,zubruda01
194,Dainius Zubrus,28,BUF,RW,19,3,0.21,0.21,0.42,0.17,0.63,1.63,4,4,8,3,15,3,17,2,-3,0.2,0.1,0.3,0,,,,zubruda01
195,Dallas Drake,37,STL,RW,60,5,0.10,0.10,0.20,0.08,0.63,1.23,6,6,12,5,16,0,60,30,-14,-0.4,0.3,-0.1,0,,,,drakeda01
196,Dan Boyle,30,TBL,D,82,22,0.24,0.52,0.77,0.27,0.76,2.48,21,43,64,23,147,65,93,6,-5,6.0,4.4,10.4,0,,,,boyleda01
197,Dan Cloutier,30,LAK,G,24,0,0.00,0.04,0.04,0.01,0.88,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,0.7,0,,,,cloutda01
198,Dan Fritsche,21,CBJ,C,59,10,0.20,0.25,0.46,0.18,0.59,1.37,13,15,28,11,42,13,32,6,3,1.6,1.2,2.8,0,,,,fritsda01
199,Dan Girardi,22,NYR,D,34,2,0.00,0.18,0.18,0.05,0.24,0.97,0,6,6,2,24,1,20,4,7,0.0,1.9,1.9,0,,,,girarda01
200,Dan Hamhuis,24,NSH,D,81,7,0.07,0.17,0.25,0.08,0.81,1.04,6,14,20,7,67,1,93,35,8,0.6,4.0,4.7,0,,,,hamhuda01
201,Dan Hinote,30,STL,RW,41,4,0.12,0.12,0.24,0.10,0.56,0.90,5,5,10,4,13,0,36,15,-8,0.0,0.3,0.2,0,,,,hinotda01
202,Dan LaCouture,29,NJD,LW,6,0,0.00,0.00,0.00,0.00,1.17,0.00,0,0,0,0,0,0,0,0,0,-0.1,0.0,0.0,0,,,,lacouda01
203,Daniel Alfredsson,34,OTT,RW,77,31,0.38,0.75,1.13,0.40,0.55,3.12,30,58,88,32,134,45,63,16,42,7.0,3.0,10.0,0,,,,alfreda01
204,Daniel Brière,29,BUF,C,81,33,0.40,0.78,1.17,0.41,1.10,2.89,33,63,96,35,120,42,65,4,17,8.4,1.6,10.0,0,,,,brierda01
205,Daniel Carcillo,22,PHX,LW,18,3,0.22,0.17,0.39,0.16,4.11,1.78,4,3,7,3,15,7,15,0,-7,0.3,0.0,0.4,0,,,,carcida01
206,Daniel Cleary,28,DET,RW,71,16,0.28,0.28,0.56,0.23,0.34,1.90,21,20,41,17,55,19,47,17,6,3.0,1.5,4.5,0,,,,clearda01
207,Daniel Paille,22,BUF,LW,29,4,0.10,0.28,0.38,0.13,0.62,1.55,3,8,11,4,15,0,12,2,5,0.3,0.4,0.8,0,,,,paillda01
208,Daniel Sedin,26,VAN,LW,81,32,0.44,0.59,1.04,0.39,0.44,2.91,38,48,86,34,104,45,40,0,19,7.9,2.8,10.7,0,,,,sedinda01
209,Daniel Tjärnqvist,30,EDM,D,37,5,0.08,0.32,0.41,0.13,0.81,0.89,3,12,15,5,37,8,36,10,3,0.9,2.6,3.5,0,,,,tjarnda01
210,Danny Bois,23,OTT,RW,1,0,0.00,0.00,0.00,0.00,7.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,boisda01
211,Danny Markov,30,DET,D,66,5,0.06,0.18,0.24,0.08,0.89,1.00,4,12,16,5,54,0,50,21,25,0.6,4.7,5.3,0,,,,markoda01
212,Danny Richmond,22,CHI,D,22,1,0.00,0.09,0.09,0.03,2.18,0.59,0,2,2,1,13,0,16,2,-1,-0.1,0.5,0.4,0,,,,richmda01
213,Danny Syvret,21,EDM,D,16,0,0.00,0.06,0.06,0.02,0.38,0.94,0,1,1,0,5,0,16,1,-10,-0.2,0.1,-0.2,0,,,,syvreda01
214,Dany Heatley,26,OTT,RW,82,41,0.61,0.67,1.28,0.50,0.90,3.78,52,55,107,43,137,51,58,3,31,10.8,2.6,13.4,0,,,,heatlda01
215,Dany Sabourin,26,VAN,G,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4,0,,,,sabouda01
216,Darcy Campbell,22,CBJ,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,campbda02
217,Darcy Hordichuk,26,NSH,LW,53,1,0.02,0.06,0.08,0.02,1.70,0.42,1,3,4,1,8,0,10,0,-2,-0.2,0.2,-0.1,0,,,,hordida01
218,Darcy Tucker,31,TOR,RW,56,18,0.43,0.34,0.77,0.32,1.45,2.55,25,19,44,19,69,38,51,9,-11,4.0,0.4,4.4,0,,,,tuckeda01
219,Darius Kasparaitis,34,NYR,D,24,2,0.08,0.08,0.17,0.07,1.25,0.38,2,2,4,2,11,0,20,8,-1,0.2,0.8,1.0,0,,,,kaspada01
220,Darren Haydar,27,ATL,RW,4,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,1,0,1,0,0,-0.1,0.0,-0.1,0,,,,haydada01
221,Darren McCarty,34,CGY,RW,32,0,0.00,0.00,0.00,0.00,1.81,0.47,0,0,0,0,1,0,4,0,-3,-0.5,0.0,-0.5,0,,,,mccarda02
222,Darren Reid,23,PHI,RW,14,0,0.00,0.00,0.00,0.00,1.29,0.57,0,0,0,0,1,0,8,0,-7,-0.3,-0.1,-0.5,0,,,,reidda03
223,Darryl Bootland,25,DET,RW,6,0,0.00,0.00,0.00,0.00,1.50,0.67,0,0,0,0,0,0,0,0,0,-0.1,0.0,0.0,0,,,,bootlda01
224,Darryl Sydor,34,DAL,D,74,7,0.07,0.22,0.28,0.09,0.49,1.01,5,16,21,7,51,13,69,27,-4,0.9,4.1,5.0,0,,,,sydorda01
225,Dave Bolland,20,CHI,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,bollada01
226,Dave Moss,25,CGY,LW,41,7,0.24,0.20,0.44,0.18,0.29,1.71,10,8,18,8,31,10,16,0,5,1.5,0.6,2.2,0,,,,mossda01
227,Dave Scatchard,30,PHX,C,46,3,0.07,0.11,0.17,0.06,1.57,1.67,3,5,8,3,18,3,52,19,-18,-0.7,0.0,-0.7,0,,,,scatcda01
228,David Aebischer,28,MTL,G,32,0,0.00,0.00,0.00,0.00,0.06,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,5.1,0,,,,aebisda01
229,David Backes,22,STL,C,49,9,0.20,0.27,0.47,0.18,0.76,1.82,10,13,23,9,34,6,22,0,6,1.5,0.9,2.4,0,,,,backeda01
230,David Booth,22,FLA,LW,48,4,0.06,0.15,0.21,0.07,0.25,1.79,3,7,10,4,19,0,21,2,0,0.0,0.4,0.4,0,,,,boothda01
231,David Clarkson,22,NJD,RW,7,2,0.43,0.14,0.57,0.26,0.86,2.57,3,1,4,2,7,2,6,0,-1,0.4,0.1,0.5,0,,,,clarkda03
232,David Gove,28,CAR,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,goveda01
233,David Hale,25,TOT,D,54,0,0.00,0.02,0.02,0.00,0.67,0.61,0,1,1,0,19,1,21,3,0,-0.6,1.5,1.0,0,,,,haleda01
233,David Hale,25,NJD,D,43,0,0.00,0.02,0.02,0.01,0.60,0.49,0,1,1,0,16,1,13,0,2,-0.4,1.4,1.0,0,,,,haleda01
233,David Hale,25,CGY,D,11,0,0.00,0.00,0.00,0.00,0.91,1.09,0,0,0,0,3,0,8,3,-2,-0.2,0.1,-0.1,0,,,,haleda01
234,David Kočí,25,CHI,LW,9,0,0.00,0.00,0.00,0.00,9.78,0.33,0,0,0,0,1,0,4,0,-3,-0.1,-0.1,-0.2,0,,,,kocida01
235,David Krejčí,20,BOS,C,6,0,0.00,0.00,0.00,0.00,0.33,0.33,0,0,0,0,0,0,3,0,-3,-0.1,-0.1,-0.2,0,,,,krejcda01
236,David Legwand,26,NSH,C,78,24,0.35,0.46,0.81,0.31,0.56,1.96,28,36,64,25,81,13,55,10,23,5.0,2.3,7.3,0,,,,legwada01
237,David LeNeveu,23,PHX,G,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0,,,,lenevda01
238,David Liffiton,22,NYR,D,2,0,0.00,0.00,0.00,0.00,3.50,1.00,0,0,0,0,1,0,0,0,1,0.0,0.1,0.1,0,,,,liffida01
239,David Printz,26,PHI,D,12,0,0.00,0.00,0.00,0.00,0.33,0.08,0,0,0,0,2,0,5,0,-3,-0.1,-0.1,-0.2,0,,,,printda01
240,David Steckel,24,WSH,LW,5,0,0.00,0.00,0.00,0.00,0.40,0.80,0,0,0,0,1,0,4,1,-2,-0.2,0.0,-0.2,0,,,,steckda01
241,David Tanabe,26,CAR,D,60,6,0.08,0.20,0.28,0.10,0.73,1.38,5,12,17,6,50,10,40,5,5,1.0,2.7,3.7,0,,,,tanabda01
242,David Výborný,32,CBJ,RW,82,22,0.20,0.59,0.78,0.26,0.73,1.93,17,48,65,22,90,43,70,29,6,3.4,2.4,5.8,0,,,,vyborda01
243,Daymond Langkow,30,CGY,C,81,29,0.41,0.54,0.95,0.36,0.54,3.05,35,44,79,31,121,49,68,19,23,6.6,2.4,9.0,0,,,,langkda01
244,Dean McAmmond,33,OTT,LW,81,11,0.17,0.19,0.36,0.14,0.35,1.06,15,15,30,12,43,1,39,8,11,1.8,1.1,2.9,0,,,,mcammde01
245,Denis Arkhipov,27,CHI,C,79,10,0.13,0.22,0.34,0.13,0.68,1.42,10,17,27,10,42,10,70,25,-13,0.3,0.9,1.2,0,,,,arkhide01
246,Denis Gauthier,30,PHI,D,43,1,0.00,0.09,0.09,0.02,1.05,0.53,0,4,4,1,25,0,55,19,-11,-0.4,0.8,0.3,0,,,,gauthde01
247,Denis Hamel,29,TOT,LW,53,3,0.09,0.06,0.15,0.07,0.19,0.79,5,3,8,4,10,0,11,1,0,0.4,0.3,0.7,0,,,,hamelde01
247,Denis Hamel,29,OTT,LW,43,3,0.09,0.07,0.16,0.07,0.23,0.84,4,3,7,3,9,0,6,1,4,0.4,0.3,0.8,0,,,,hamelde01
247,Denis Hamel,29,PHI,LW,7,0,0.00,0.00,0.00,0.00,0.00,0.43,0,0,0,0,0,0,4,0,-4,-0.1,-0.1,-0.2,0,,,,hamelde01
247,Denis Hamel,29,ATL,LW,3,1,0.33,0.00,0.33,0.18,0.00,1.00,1,0,1,1,1,0,1,0,0,0.1,0.0,0.2,0,,,,hamelde01
248,Dennis Seidenberg,25,TOT,D,52,3,0.04,0.12,0.15,0.05,0.35,1.60,2,6,8,3,28,1,55,12,-16,0.0,0.5,0.6,0,,,,seidede01
248,Dennis Seidenberg,25,PHX,D,32,1,0.03,0.03,0.06,0.03,0.50,1.13,1,1,2,1,15,0,30,11,-4,-0.2,0.7,0.5,0,,,,seidede01
248,Dennis Seidenberg,25,CAR,D,20,2,0.05,0.25,0.30,0.09,0.10,2.35,1,5,6,2,13,1,25,1,-12,0.3,-0.2,0.1,0,,,,seidede01
249,Dennis Wideman,23,TOT,D,75,8,0.08,0.25,0.33,0.11,0.95,1.63,6,19,25,8,68,26,63,11,-10,1.5,2.2,3.7,0,,,,widemde01
249,Dennis Wideman,23,STL,D,55,7,0.09,0.31,0.40,0.13,0.80,1.71,5,17,22,7,55,25,45,8,-7,1.5,1.6,3.1,0,,,,widemde01
249,Dennis Wideman,23,BOS,D,20,1,0.05,0.10,0.15,0.05,1.35,1.40,1,2,3,1,13,1,18,3,-3,0.0,0.6,0.6,0,,,,widemde01
250,Derek Armstrong,33,LAK,C,67,14,0.16,0.49,0.66,0.21,0.93,1.63,11,33,44,15,59,14,35,3,13,2.6,1.6,4.3,0,,,,armstde01
251,Derek Boogaard,24,MIN,LW,48,0,0.00,0.02,0.02,0.01,2.50,0.23,0,1,1,0,10,2,8,0,0,-0.5,0.3,-0.2,0,,,,boogade01
252,Derek MacKenzie,25,ATL,C,4,0,0.00,0.00,0.00,0.00,0.00,0.75,0,0,0,0,1,0,0,0,1,-0.1,0.1,0.0,0,,,,mackede01
253,Derek Meech,22,DET,D,4,0,0.00,0.00,0.00,0.00,0.50,0.75,0,0,0,0,1,0,0,0,1,0.0,0.1,0.1,0,,,,meechde01
254,Derek Morris,28,PHX,D,82,8,0.07,0.23,0.30,0.10,1.40,1.57,6,19,25,8,75,24,108,39,-18,1.2,2.2,3.4,0,,,,morride01
255,Derek Roy,23,BUF,C,75,22,0.28,0.56,0.84,0.30,0.80,1.73,22,42,64,23,98,25,58,22,37,4.5,2.3,6.8,0,,,,royde01
256,Derian Hatcher,34,PHI,D,82,3,0.04,0.07,0.11,0.04,0.82,0.99,3,6,9,3,66,4,133,47,-24,-1.0,2.5,1.5,0,,,,hatchde01
257,Deron Quint,30,NYI,D,5,0,0.00,0.00,0.00,0.00,0.00,0.40,0,0,0,0,3,0,3,0,0,-0.1,0.1,0.0,0,,,,quintde01
258,Derrick Walser,28,CBJ,D,9,1,0.22,0.00,0.22,0.12,0.00,1.11,2,0,2,1,5,2,4,0,-1,0.3,0.2,0.5,0,,,,walsede01
