,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
120,Brandon Montour,26,TOT,D,50,7,0.14,0.22,0.36,0.14,0.80,1.88,11,16,27,10,42,2,55,9,-5,38.4,40.8,-2.4,1.4,2.2,3.6,0,,,,montobr01
120,Brandon Montour,26,BUF,D,38,5,0.13,0.24,0.37,0.14,0.63,1.89,8,13,21,8,25,1,45,8,-13,27.3,31.9,-4.7,1.1,1.1,2.2,0,,,,montobr01
120,Brandon Montour,26,FLA,D,12,2,0.17,0.17,0.33,0.14,1.33,1.83,3,3,6,2,17,1,10,1,8,11.1,8.9,2.2,0.3,1.1,1.4,0,,,,montobr01
121,Brandon Pirri,29,CHI,C,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,2,0,-2,0.8,1.6,-0.8,0.0,-0.1,-0.1,0,,,,pirribr01
122,Brandon Saad,28,COL,LW,44,10,0.34,0.20,0.55,0.23,0.27,1.55,23,13,36,16,39,8,28,0,1,25.8,19.5,6.4,2.2,0.7,2.9,0,,,,saadbr01
123,Brandon Sutter,31,VAN,C/RW,43,6,0.21,0.07,0.28,0.14,0.05,1.51,14,5,19,9,20,0,39,11,-9,19.5,25.4,-5.9,0.5,0.4,0.9,0,,,,suttebr03
124,Brandon Tanev,29,PIT,LW,32,6,0.22,0.28,0.50,0.19,0.69,1.34,11,13,24,10,22,0,23,10,12,14.0,15.0,-1.0,1.1,0.8,1.9,0,,,,tanevbr01
125,Brayden McNabb,30,VEG,D,41,3,0.05,0.15,0.20,0.07,0.39,0.95,3,9,12,4,34,0,30,7,10,27.0,24.2,2.8,0.1,2.3,2.4,0,,,,mcnabbr01
126,Brayden Point,24,TBL,C,56,19,0.41,0.45,0.86,0.35,0.20,2.34,35,37,72,29,70,32,37,1,2,32.7,28.5,4.2,4.5,1.2,5.8,3,2,1,66.7,pointbr01
127,Brayden Schenn,29,STL,C,56,14,0.29,0.36,0.64,0.25,0.63,2.02,24,30,54,21,65,18,53,4,-2,31.2,33.1,-1.9,2.3,1.0,3.3,5,2,3,40.0,schenbr01
128,Braydon Coburn,35,TOT,D,19,1,0.00,0.11,0.11,0.03,0.74,0.95,0,3,3,1,10,0,21,7,-3,8.9,14.1,-5.2,-0.2,0.4,0.2,0,,,,coburbr01
128,Braydon Coburn,35,OTT,D,16,1,0.00,0.13,0.13,0.03,0.63,0.94,0,3,3,1,10,0,21,7,-3,7.3,11.6,-4.3,-0.1,0.3,0.2,0,,,,coburbr01
128,Braydon Coburn,35,NYI,D,3,0,0.00,0.00,0.00,0.00,1.33,1.00,0,0,0,0,0,0,0,0,0,1.5,2.5,-0.9,-0.1,0.1,0.1,0,,,,coburbr01
129,Brendan Gallagher,28,MTL,RW,35,10,0.40,0.26,0.66,0.29,0.46,3.03,21,13,34,15,39,10,20,0,10,21.4,13.3,8.1,2.4,1.0,3.4,0,,,,gallabr01
130,Brendan Lemieux,24,TOT,LW,49,4,0.08,0.14,0.22,0.08,1.49,1.02,6,10,16,6,14,0,16,0,-2,14.9,19.6,-4.7,0.2,0.5,0.7,0,,,,lemiebr01
130,Brendan Lemieux,24,NYR,LW,31,2,0.06,0.16,0.23,0.08,1.90,1.00,3,7,10,4,10,0,10,0,0,9.9,11.8,-1.8,0.0,0.3,0.4,0,,,,lemiebr01
130,Brendan Lemieux,24,LAK,LW,18,2,0.11,0.11,0.22,0.09,0.78,1.06,3,3,6,2,4,0,6,0,-2,4.9,7.8,-2.9,0.1,0.2,0.3,0,,,,lemiebr01
131,Brendan Smith,31,NYR,D,48,4,0.10,0.10,0.21,0.08,1.52,1.21,8,7,15,6,42,0,47,9,3,24.2,30.3,-6.1,0.6,1.8,2.3,0,,,,smithbr05
132,Brenden Dillon,30,WSH,D,56,6,0.04,0.30,0.34,0.10,0.88,0.91,3,25,28,8,56,1,47,6,15,35.2,34.6,0.6,0.9,3.0,3.9,0,,,,dillobr01
133,Brent Burns,35,SJS,D/RW,56,10,0.13,0.39,0.52,0.18,0.64,2.46,11,33,44,15,71,13,92,19,-12,49.8,47.6,2.3,2.1,2.2,4.2,1,0,1,0.0,burnsbr01
134,Brett Connolly,28,TOT,RW,31,2,0.10,0.10,0.19,0.08,0.13,0.84,5,4,9,4,15,2,11,0,3,11.5,11.2,0.3,-0.1,0.5,0.4,0,,,,connobr01
134,Brett Connolly,28,FLA,RW,21,2,0.10,0.10,0.19,0.08,0.10,0.76,3,3,6,2,11,1,6,0,4,8.0,7.7,0.3,-0.1,0.4,0.3,0,,,,connobr01
134,Brett Connolly,28,CHI,RW,10,1,0.10,0.10,0.20,0.08,0.20,1.00,2,1,3,1,4,1,5,0,-1,3.5,3.5,0.0,0.0,0.1,0.1,0,,,,connobr01
135,Brett Howden,22,NYR,C,42,2,0.02,0.14,0.17,0.05,0.26,0.79,2,9,11,4,14,0,28,12,-2,14.7,17.6,-2.9,-0.7,0.5,-0.2,0,,,,howdebr01
136,Brett Kulak,27,MTL,D,46,3,0.04,0.13,0.17,0.06,0.43,1.24,3,9,12,4,25,0,23,1,3,28.6,23.9,4.7,0.2,1.7,1.9,0,,,,kulakbr01
137,Brett Murray,22,BUF,LW,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,1,0,0,0,1,0.6,0.3,0.3,-0.1,0.1,0.0,0,,,,murrabr02
138,Brett Pesce,26,CAR,D,55,8,0.07,0.38,0.45,0.14,0.36,1.62,6,31,37,12,55,7,47,14,14,40.9,38.3,2.6,1.4,3.9,5.4,0,,,,pescebr01
139,Brett Ritchie,27,CGY,RW,32,3,0.13,0.13,0.25,0.10,0.75,1.13,6,6,12,5,10,0,14,0,-5,12.2,15.1,-2.9,0.2,0.2,0.5,0,,,,ritchbr01
140,Brian Dumoulin,29,PIT,D,41,5,0.10,0.24,0.34,0.12,0.29,1.22,6,15,21,7,45,0,41,14,18,29.2,30.0,-0.7,0.7,2.7,3.5,0,,,,dumoubr01
141,Brian Elliott,35,PHI,G,30,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,69,18,78,13,0,49.3,45.5,,0.0,0.0,2.8,0,,,,elliobr01
142,Brian Pinho,25,WSH,C,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,2,0,-2,0.3,0.5,-0.3,0.0,-0.1,-0.1,0,,,,pinhobr01
143,Brinson Pasichnuk,23,SJS,D,4,0,0.00,0.00,0.00,0.00,0.50,0.75,0,0,0,0,2,0,3,0,-1,0.9,2.7,-1.8,-0.1,0.0,0.0,0,,,,pasicbr01
144,Brock Boeser,23,VAN,RW,56,20,0.41,0.46,0.88,0.36,0.29,2.52,36,40,76,31,77,23,58,1,-3,35.9,38.7,-2.8,4.8,1.2,5.9,4,1,3,25.0,boesebr01
145,Brock McGinn,26,CAR,LW,37,6,0.22,0.14,0.35,0.15,0.16,1.57,12,7,19,8,20,1,25,7,0,18.5,16.9,1.6,0.6,0.7,1.3,0,,,,mcginbr01
146,Brock Nelson,29,NYI,C,56,14,0.32,0.27,0.59,0.25,0.25,2.16,27,22,49,21,48,17,39,5,-5,33.8,31.3,2.5,2.6,1.1,3.7,2,1,1,50.0,nelsobr01
147,Brogan Rafferty,25,VAN,D,1,0,0.00,1.00,1.00,0.28,0.00,1.00,0,2,2,1,1,0,3,1,-1,0.7,0.9,-0.3,0.1,0.0,0.0,0,,,,raffebr01
148,Bryan Rust,28,PIT,RW,56,17,0.39,0.36,0.75,0.31,0.32,2.75,33,30,63,26,81,26,47,3,9,38.4,35.8,2.6,3.5,1.3,4.8,0,,,,rustbr01
149,Buddy Robinson,29,CGY,RW,9,0,0.00,0.00,0.00,0.00,0.00,0.67,0,0,0,0,1,0,1,0,0,1.3,1.4,-0.1,-0.2,0.1,-0.1,0,,,,robinbu01
150,Byron Froese,29,CGY,C,6,1,0.17,0.00,0.17,0.09,0.33,0.33,2,0,2,1,1,0,4,3,1,0.2,1.9,-1.7,0.1,0.1,0.2,0,,,,froesby01
151,C.J. Smith,26,BUF,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.3,-0.3,0.0,0.0,0.0,0,,,,smithcj01
152,Cal Clutterbuck,33,NYI,RW,50,4,0.08,0.14,0.22,0.08,0.20,1.00,6,10,16,6,21,0,37,13,-5,19.9,21.1,-1.2,-0.3,0.7,0.4,0,,,,cluttca01
153,Cale Makar,22,COL,D,44,14,0.18,0.82,1.00,0.31,0.27,2.36,12,54,66,21,85,30,38,1,17,42.1,27.4,14.7,4.0,3.3,7.3,0,,,,makarca01
154,Caleb Jones,23,EDM,D,33,1,0.00,0.12,0.12,0.03,0.18,0.70,0,6,6,2,11,0,20,2,-7,15.2,15.2,0.0,-0.1,0.4,0.3,0,,,,jonesca01
155,Calen Addison,20,MIN,D,3,0,0.00,0.00,0.00,0.00,0.00,1.33,0,0,0,0,3,0,2,0,0,2.8,1.8,1.0,-0.1,0.1,0.0,0,,,,addisca01
156,Callan Foote,22,TBL,D,35,1,0.03,0.06,0.09,0.03,0.83,1.14,2,3,5,2,20,0,15,2,9,17.6,17.2,0.4,-0.1,1.7,1.5,0,,,,footeca01
157,Calle Järnkrok,29,NSH,C,49,11,0.27,0.31,0.57,0.23,0.29,1.86,20,22,42,17,42,8,34,13,13,24.5,24.9,-0.5,2.1,1.5,3.5,2,1,1,50.0,jarnkca01
158,Calvin de Haan,29,CHI,D,44,3,0.02,0.20,0.23,0.07,0.32,1.32,2,13,15,5,25,1,52,10,-16,30.3,31.1,-0.7,0.1,0.5,0.6,0,,,,dehaaca01
159,Calvin Petersen,26,LAK,G,35,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,77,17,96,19,0,56.9,74.7,,0.0,0.0,6.9,0,,,,peterca01
160,Calvin Pickard,28,DET,G,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,12,2,14,0,0,9.3,7.9,,0.0,0.0,0.3,0,,,,pickaca01
161,Cam Atkinson,31,CBJ,RW,56,13,0.27,0.34,0.61,0.23,0.07,2.82,23,28,51,20,52,13,62,9,-16,27.7,33.8,-6.1,2.0,0.7,2.7,6,0,6,0.0,atkinca01
162,Cam Fowler,29,ANA,D,56,8,0.09,0.32,0.41,0.14,0.32,1.34,8,27,35,12,53,5,66,16,-4,36.5,39.4,-2.9,1.5,2.7,4.2,0,,,,fowleca01
163,Cam Talbot,33,MIN,G,33,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,98,21,86,16,0,58.2,60.6,,0.0,0.0,6.7,0,,,,talboca01
164,Cameron Hughes,24,BOS,C,1,0,0.00,0.00,0.00,0.00,0.00,3.00,0,0,0,0,0,0,1,0,-1,0.7,0.8,-0.1,0.0,0.0,-0.1,0,,,,hugheca01
165,Cameron York,20,PHI,D,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,1,0,2,0,-1,1.4,2.9,-1.5,-0.1,0.0,0.0,0,,,,yorkca01
166,Carey Price,33,MTL,G,25,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,80,15,64,22,0,51.4,40.1,,0.0,0.0,3.4,0,,,,priceca01
167,Carl Grundström,23,LAK,RW,47,5,0.13,0.11,0.23,0.10,0.34,1.40,9,7,16,7,20,4,24,0,-10,17.5,27.5,-10.0,0.1,0.5,0.6,1,0,1,0.0,grundca01
168,Carl Gunnarsson,34,STL,D,12,1,0.00,0.17,0.17,0.04,0.50,0.50,0,3,3,1,6,0,11,3,-2,3.3,5.5,-2.2,0.0,0.2,0.2,0,,,,gunnaca01
169,Carl Hagelin,32,WSH,LW,56,6,0.11,0.18,0.29,0.11,0.34,1.52,9,15,24,9,31,0,39,15,7,25.6,23.2,2.4,0.1,1.1,1.2,0,,,,hagelca01
170,Carl Söderberg,35,TOT,C,45,6,0.16,0.22,0.38,0.14,0.40,1.36,11,15,26,10,28,11,33,10,-5,18.7,21.4,-2.7,0.7,0.5,1.2,0,,,,soderca01
170,Carl Söderberg,35,CHI,C,34,6,0.21,0.24,0.44,0.18,0.41,1.21,11,12,23,9,25,11,27,8,-5,15.0,17.0,-2.0,0.9,0.4,1.3,0,,,,soderca01
170,Carl Söderberg,35,COL,C,11,1,0.00,0.18,0.18,0.05,0.36,1.82,0,3,3,1,3,0,6,2,0,3.7,4.4,-0.8,-0.2,0.1,0.0,0,,,,soderca01
171,Carsen Twarynski,23,PHI,F,7,0,0.00,0.00,0.00,0.00,0.29,0.57,0,0,0,0,0,0,3,0,-3,0.8,3.1,-2.3,-0.2,-0.1,-0.2,0,,,,twaryca01
172,Carson Soucy,26,MIN,D,50,5,0.02,0.32,0.34,0.10,1.02,0.94,2,24,26,8,42,0,24,5,22,27.3,25.5,1.8,1.0,3.1,4.0,0,,,,soucyca01
173,Carter Hart,22,PHI,G,27,0,0.00,0.00,0.00,0.00,0.07,0.00,0,0,0,0,66,10,89,23,0,42.4,48.9,,0.0,0.0,1.8,0,,,,hartca01
174,Carter Hutton,35,BUF,G,13,0,0.00,0.00,0.00,0.00,0.00,0.08,0,0,0,0,17,6,39,5,0,18.7,25.0,,0.0,0.0,1.2,0,,,,huttoca01
175,Carter Rowney,31,ANA,RW,19,2,0.00,0.32,0.32,0.09,0.11,0.53,0,9,9,2,7,0,12,3,-2,5.6,7.5,-2.0,-0.1,0.3,0.2,0,,,,rowneca01
176,Carter Verhaeghe,25,FLA,C,43,15,0.42,0.42,0.84,0.34,0.72,2.49,27,27,54,22,49,3,27,3,24,40.0,19.8,20.2,3.5,1.6,5.2,0,,,,verhaca01
177,Casey Cizikas,29,NYI,C,56,6,0.13,0.13,0.25,0.10,0.48,1.29,11,10,21,9,21,0,34,12,-2,22.4,24.4,-2.0,0.0,0.9,1.0,0,,,,cizikca01
178,Casey DeSmith,29,PIT,G,20,0,0.00,0.05,0.05,0.01,0.00,0.00,0,1,1,0,56,11,47,11,0,38.0,37.1,,0.0,0.0,3.4,0,,,,desmica01
179,Casey Mittelstadt,22,BUF,C,41,9,0.24,0.29,0.54,0.22,0.24,1.49,15,18,33,13,33,9,35,2,-10,22.9,21.6,1.3,1.6,0.5,2.1,4,0,4,0.0,mitteca01
180,Cayden Primeau,21,MTL,G,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,8,2,14,2,0,6.4,7.1,,0.0,0.0,0.0,0,,,,primeca01
181,Cédric Paquette,27,TOT,C,47,3,0.09,0.09,0.17,0.07,0.45,0.70,7,6,13,5,13,0,28,5,-12,14.8,16.8,-2.0,0.0,0.1,0.1,0,,,,paquece01
181,Cédric Paquette,27,CAR,C,38,3,0.08,0.11,0.18,0.07,0.45,0.76,5,6,11,4,11,0,15,1,-4,12.8,13.1,-0.3,0.0,0.3,0.3,0,,,,paquece01
181,Cédric Paquette,27,OTT,C,9,1,0.11,0.00,0.11,0.06,0.44,0.44,2,0,2,1,2,0,13,4,-8,1.9,3.7,-1.8,0.0,-0.2,-0.3,0,,,,paquece01
182,Chad Ruhwedel,30,PIT,D,17,1,0.00,0.12,0.12,0.03,0.82,0.94,0,3,3,1,9,0,9,3,3,7.3,6.2,1.1,-0.1,0.6,0.5,0,,,,ruhwech01
183,Chandler Stephenson,26,VEG,C,51,13,0.27,0.41,0.69,0.26,0.57,1.63,21,31,52,20,68,13,33,1,22,35.6,31.5,4.1,2.5,1.8,4.3,1,0,1,0.0,stephch02
184,Charlie Coyle,28,BOS,C/RW,51,6,0.12,0.20,0.31,0.12,0.39,1.55,9,15,24,9,28,7,38,9,-4,20.5,27.2,-6.7,-0.1,0.9,0.9,5,2,3,40.0,coylech01
185,Charlie McAvoy,23,BOS,D,51,9,0.10,0.49,0.59,0.18,0.75,1.80,8,37,45,14,76,14,47,8,22,46.5,29.8,16.7,2.1,4.7,6.8,0,,,,mcavoch01
186,Chase De Leo,25,ANA,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,2,0,-2,0.5,0.7,-0.2,0.0,-0.1,-0.1,0,,,,deleoch01
187,Chris Driedger,26,FLA,G,23,1,0.00,0.09,0.09,0.02,0.00,0.00,0,3,3,1,59,8,47,11,0,47.1,35.4,,0.0,0.0,5.1,0,,,,driedch01
188,Chris Kreider,29,NYR,LW,50,13,0.40,0.20,0.60,0.27,0.68,2.04,30,15,45,20,63,31,36,3,-1,25.9,24.7,1.2,2.7,0.9,3.6,0,,,,kreidch01
189,Chris Tanev,31,CGY,D,56,4,0.04,0.18,0.21,0.07,0.11,1.18,3,15,18,6,42,1,50,23,15,40.7,27.8,12.9,0.0,4.0,3.9,0,,,,tanevch01
190,Chris Tierney,26,OTT,C,55,7,0.11,0.24,0.35,0.13,0.15,0.96,9,19,28,10,30,0,61,18,-12,19.0,32.1,-13.1,0.3,0.5,0.8,0,,,,tiernch01
191,Chris Wagner,29,BOS,C,41,2,0.05,0.07,0.12,0.05,0.59,1.39,3,4,7,3,11,0,22,5,-9,11.0,15.3,-4.4,-0.6,0.3,-0.4,0,,,,wagnech01
192,Christian Djoos,26,DET,D,36,4,0.06,0.25,0.31,0.10,0.39,1.08,3,13,16,5,17,4,26,0,-13,18.2,21.0,-2.7,0.7,0.4,1.1,0,,,,djoosch01
193,Christian Dvorak,24,ARI,C,56,13,0.30,0.25,0.55,0.23,0.21,1.70,26,21,47,20,47,13,57,13,-11,27.3,31.9,-4.6,2.1,1.0,3.1,4,4,0,100.0,dvorach01
194,Christian Fischer,23,ARI,RW,52,4,0.06,0.15,0.21,0.07,0.12,0.90,5,12,17,6,23,4,36,8,-10,17.9,26.9,-9.0,-0.4,0.5,0.1,0,,,,fischch01
195,Christián Jaroš,24,SJS,D,7,0,0.00,0.14,0.14,0.04,0.29,0.43,0,1,1,0,2,0,6,0,-4,2.9,2.8,0.1,0.0,-0.1,-0.1,0,,,,jarosch01
196,Christian Wolanin,25,TOT,D,18,1,0.00,0.17,0.17,0.05,0.44,0.89,0,4,4,1,11,0,17,0,-6,9.8,10.0,-0.3,0.0,0.0,0.1,0,,,,wolanch01
196,Christian Wolanin,25,OTT,D,15,1,0.00,0.20,0.20,0.06,0.40,0.93,0,4,4,1,7,0,14,0,-7,6.2,8.2,-2.0,0.1,-0.2,-0.1,0,,,,wolanch01
196,Christian Wolanin,25,LAK,D,3,0,0.00,0.00,0.00,0.00,0.67,0.67,0,0,0,0,4,0,3,0,1,3.5,1.8,1.7,-0.1,0.2,0.1,0,,,,wolanch01
197,Christopher Gibson,28,TBL,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,3,0,5,1,,4.6,2.7,,0.0,0.0,0.1,0,,,,gibsoch01
198,Clark Bishop,24,OTT,C,13,1,0.00,0.23,0.23,0.06,0.31,1.23,0,4,4,1,7,0,5,0,2,5.5,4.5,0.9,0.0,0.2,0.2,0,,,,bishocl01
199,Claude Giroux,33,PHI,C/LW,54,16,0.30,0.50,0.80,0.29,0.22,2.22,24,40,64,24,66,17,58,4,-4,34.2,31.2,3.0,3.3,0.8,4.1,5,2,3,40.0,giroucl01
200,Clayton Keller,22,ARI,C,56,13,0.25,0.38,0.63,0.24,0.32,2.21,21,31,52,20,61,21,46,0,-5,33.2,33.1,0.1,2.5,1.1,3.5,2,0,2,0.0,kellecl01
201,Cody Ceci,27,PIT,D,53,6,0.08,0.25,0.32,0.11,0.19,1.09,6,19,25,8,47,0,43,14,18,30.4,32.4,-1.9,1.0,2.8,3.8,0,,,,cecico01
202,Cody Eakin,29,BUF,C,46,3,0.07,0.09,0.15,0.06,0.30,0.85,5,6,11,4,16,0,32,6,-9,14.5,23.2,-8.7,-0.6,0.5,-0.1,0,,,,eakinco01
203,Cody Glass,21,VEG,C,27,4,0.15,0.22,0.37,0.14,0.30,1.04,6,9,15,6,20,7,6,0,6,10.5,11.4,-0.9,0.3,0.6,1.0,0,,,,glassco01
204,Cole Caufield,20,MTL,RW,10,2,0.40,0.10,0.50,0.25,0.20,3.00,6,1,7,4,7,0,9,0,-1,4.6,6.0,-1.4,0.6,0.1,0.7,0,,,,caufico01
205,Cole Smith,25,NSH,F,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.2,0.4,-0.2,0.0,0.0,0.0,0,,,,smithco02
206,Colin Blackwell,27,NYR,C,47,9,0.26,0.21,0.47,0.19,0.32,1.36,18,15,33,14,38,10,30,4,2,21.2,28.2,-7.0,1.6,0.8,2.4,0,,,,blackco01
207,Colin Miller,28,BUF,D,48,4,0.08,0.17,0.25,0.09,0.56,1.33,6,12,18,7,28,5,46,4,-20,26.0,27.7,-1.7,0.6,0.8,1.4,0,,,,milleco02
208,Colin White,24,OTT,C,45,8,0.22,0.18,0.40,0.17,0.36,1.53,15,12,27,11,29,6,27,0,-6,19.7,21.8,-2.0,1.1,0.5,1.6,0,,,,whiteco02
209,Collin Delia,26,CHI,G,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,15,2,20,2,0,10.8,12.8,,0.0,0.0,1.1,0,,,,deliaco01
210,Colton Parayko,27,STL,D,32,4,0.06,0.31,0.38,0.12,0.44,1.88,3,15,18,6,26,1,36,9,-2,18.8,24.0,-5.2,0.6,1.2,1.8,0,,,,parayco01
211,Colton Sceviour,31,PIT,C/RW,46,4,0.11,0.11,0.22,0.09,0.04,1.15,8,7,15,6,15,0,22,8,0,12.4,11.8,0.6,0.3,0.4,0.7,0,,,,scevico01
212,Colton Sissons,27,NSH,C,54,6,0.15,0.13,0.28,0.12,0.33,1.07,12,10,22,9,24,0,36,12,2,20.7,24.3,-3.6,0.3,1.0,1.3,0,,,,sissoco01
213,Colton White,23,NJD,D,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,1,0,-1,0.6,1.2,-0.5,0.0,0.0,-0.1,0,,,,whiteco03
214,Connor Brown,27,OTT,RW,56,15,0.38,0.25,0.63,0.28,0.21,2.20,32,21,53,23,52,8,64,22,1,27.5,32.4,-4.9,3.1,1.2,4.3,0,,,,brownco02
215,Connor Bunnaman,22,PHI,F,18,0,0.00,0.06,0.06,0.02,0.11,0.83,0,1,1,0,3,0,10,1,-6,3.9,6.9,-3.0,-0.5,0.0,-0.5,0,,,,bunnaco01
216,Connor Carrick,26,NJD,D,11,1,0.09,0.09,0.18,0.07,0.45,0.73,2,1,3,1,9,0,11,0,-2,6.3,8.1,-1.8,0.1,0.3,0.3,0,,,,carrico01
217,Connor Clifton,25,BOS,D,44,2,0.02,0.14,0.16,0.05,0.86,1.09,2,9,11,4,30,1,24,5,10,23.1,23.4,-0.3,-0.2,2.7,2.6,0,,,,cliftco01
218,Connor Hellebuyck,27,WPG,G,45,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,134,30,111,23,0,73.5,95.0,,0.0,0.0,9.1,0,,,,helleco01
219,Connor Mackey,24,CGY,D,6,1,0.17,0.33,0.50,0.18,3.33,0.67,2,3,5,2,5,0,3,1,3,2.8,3.2,-0.3,0.3,0.4,0.7,0,,,,mackeco01
220,Connor McDavid,24,EDM,C,56,37,0.59,1.29,1.88,0.66,0.36,3.57,50,108,158,57,121,47,57,0,21,56.3,43.6,12.8,10.7,2.2,13.0,0,,,,mcdavco01
221,Connor McMichael,20,WSH,C,1,0,0.00,0.00,0.00,0.00,2.00,1.00,0,0,0,0,0,0,0,0,0,0.5,0.0,0.4,0.0,0.0,0.0,0,,,,mcmicco01
222,Connor Murphy,27,CHI,D,50,5,0.06,0.24,0.30,0.10,0.70,1.56,5,18,23,8,45,1,64,21,1,35.3,42.6,-7.3,0.5,2.4,3.0,0,,,,murphco02
223,Conor Garland,24,ARI,RW,49,14,0.24,0.55,0.80,0.28,0.53,2.76,18,40,58,21,53,15,42,0,-3,32.7,29.2,3.5,2.8,1.1,3.9,5,3,2,60.0,garlaco01
224,Conor Sheary,28,WSH,LW,53,10,0.26,0.15,0.42,0.19,0.26,1.66,21,12,33,15,35,7,30,0,-1,27.3,23.9,3.4,1.7,0.7,2.5,0,,,,shearco01
225,Conor Timmins,22,COL,D,31,2,0.00,0.23,0.23,0.06,0.26,1.00,0,10,10,3,18,0,15,2,6,18.2,15.1,3.1,0.2,1.3,1.5,0,,,,timmico01
226,Corey Perry,35,MTL,RW,49,8,0.18,0.24,0.43,0.17,0.80,1.27,14,18,32,13,32,14,23,0,-4,21.2,18.3,3.0,1.3,0.6,1.9,2,1,1,50.0,perryco01
227,Craig Anderson,39,WSH,G,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,6,3,9,1,0,5.8,5.8,,0.0,0.0,0.5,0,,,,andercr01
228,Craig Smith,31,BOS,C,54,12,0.24,0.35,0.59,0.22,0.33,2.44,20,28,48,19,48,9,18,0,21,31.4,23.6,7.9,2.4,1.9,4.2,1,0,1,0.0,smithcr01
229,Curtis Lazar,25,TOT,C/RW,50,5,0.14,0.12,0.26,0.11,0.12,1.10,11,9,20,8,16,2,33,14,-6,18.7,19.6,-0.9,0.2,0.7,0.9,0,,,,lazarcu01
229,Curtis Lazar,25,BUF,C/RW,33,4,0.15,0.12,0.27,0.12,0.00,1.06,8,6,14,6,13,2,28,13,-4,11.5,14.4,-2.9,0.2,0.5,0.7,0,,,,lazarcu01
229,Curtis Lazar,25,BOS,C/RW,17,2,0.12,0.12,0.24,0.09,0.35,1.18,3,3,6,2,3,0,5,1,-2,7.2,5.1,2.0,0.0,0.2,0.2,0,,,,lazarcu01
230,Curtis McElhinney,37,TBL,G,12,0,0.00,0.00,0.00,0.00,0.17,0.00,0,0,0,0,31,6,37,6,0,25.0,18.9,,0.0,0.0,0.7,0,,,,mcelhcu01
231,Dakota Joshua,24,STL,C,12,1,0.08,0.00,0.08,0.04,0.58,0.75,2,0,2,1,1,0,4,0,-3,1.6,3.3,-1.7,-0.1,0.0,-0.1,0,,,,joshuda01
232,Dakota Mermis,27,MIN,D,3,0,0.00,0.00,0.00,0.00,0.00,0.67,0,0,0,0,2,0,4,1,0,2.2,1.7,0.5,-0.1,0.1,0.0,0,,,,mermida01
233,Damon Severson,26,NJD,D,56,6,0.05,0.32,0.38,0.11,0.52,1.63,5,27,32,10,44,5,68,23,-8,43.2,42.5,0.7,0.9,1.9,2.8,0,,,,severda01
234,Dan Renouf,26,COL,D,18,1,0.00,0.17,0.17,0.04,0.89,0.67,0,4,4,1,7,0,8,0,-1,7.5,5.4,2.0,0.1,0.3,0.3,0,,,,renouda01
235,Daniel Carr,29,WSH,LW,6,0,0.00,0.17,0.17,0.05,0.33,0.83,0,1,1,0,2,0,4,0,-2,1.8,3.6,-1.7,-0.1,0.0,-0.1,0,,,,carrda01
236,Daniel Sprong,23,WSH,RW,42,9,0.31,0.17,0.48,0.21,0.29,1.76,20,10,30,14,31,1,24,0,7,18.4,18.0,0.4,2.1,0.8,2.9,0,,,,spronda01
237,Daniel Vladař,23,BOS,G,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,8,3,17,5,0,8.9,8.7,,0.0,0.0,0.5,0,,,,vladada01
238,Daniel Walcott,26,TBL,D,1,0,0.00,0.00,0.00,0.00,5.00,1.00,0,0,0,0,0,0,1,0,-1,0.1,0.6,-0.5,0.0,-0.1,-0.1,0,,,,walcoda01
239,Danny DeKeyser,30,DET,D,47,4,0.09,0.17,0.26,0.09,0.38,0.91,6,12,18,7,35,0,39,9,3,26.6,28.4,-1.8,0.6,2.4,3.0,0,,,,dekeyda01
