,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
383,Jamie McGinn,22,SJS,LW,49,2,0.02,0.10,0.12,0.04,0.67,1.29,1,5,6,2,12,1,20,3,-6,-0.9,0.4,-0.5,0,,,,mcginja01
384,Jan Hejda,32,CBJ,D,77,7,0.06,0.19,0.26,0.09,0.36,1.03,5,16,21,7,61,0,89,22,-6,0.8,2.8,3.6,0,,,,hejdaja01
385,Jan Muršak,23,DET,LW,19,1,0.05,0.00,0.05,0.03,0.21,1.05,1,0,1,1,1,0,4,0,-3,-0.2,0.0,-0.2,0,,,,mursaja01
386,Jannik Hansen,24,VAN,LW,82,10,0.11,0.24,0.35,0.12,0.39,1.38,10,21,31,11,41,0,37,9,13,0.7,1.8,2.5,0,,,,hanseja01
387,Jared Boll,24,CBJ,RW,73,5,0.10,0.07,0.16,0.07,2.49,0.90,8,5,13,6,22,0,24,0,-2,0.4,0.5,0.9,0,,,,bollja01
388,Jared Spurgeon,21,MIN,D,53,4,0.08,0.15,0.23,0.08,0.04,0.72,4,9,13,5,33,12,24,2,-1,0.8,1.9,2.7,0,,,,spurgja01
389,Jarkko Ruutu,35,TOT,LW,73,4,0.04,0.12,0.16,0.06,1.33,0.90,3,10,13,4,20,0,39,17,-2,-0.7,1.0,0.3,0,,,,ruutuja01
389,Jarkko Ruutu,35,OTT,LW,50,3,0.04,0.16,0.20,0.07,1.18,0.92,2,9,11,4,18,0,31,11,-2,-0.5,0.8,0.3,0,,,,ruutuja01
389,Jarkko Ruutu,35,ANA,LW,23,1,0.04,0.04,0.09,0.03,1.65,0.87,1,1,2,1,2,0,8,6,0,-0.3,0.2,0.0,0,,,,ruutuja01
390,Jarome Iginla,33,CGY,RW,82,34,0.52,0.52,1.05,0.42,0.49,3.52,48,46,94,39,111,39,72,0,0,9.2,1.8,11.0,1,0,1,0.0,iginlja01
391,Jaroslav Halák,25,STL,G,57,0,0.00,0.00,0.00,0.00,0.11,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,8.6,0,,,,halakja01
392,Jaroslav Špaček,36,MTL,D,59,5,0.02,0.25,0.27,0.08,0.76,1.10,1,16,17,5,47,7,47,16,9,0.5,3.6,4.1,0,,,,spaceja01
393,Jarret Stoll,28,LAK,C,82,17,0.24,0.28,0.52,0.20,0.51,2.28,22,25,47,19,64,21,59,10,-6,2.8,1.7,4.5,10,9,1,90.0,stollja01
394,Jason Arnott,36,TOT,C,73,13,0.23,0.19,0.42,0.18,0.55,2.32,18,15,33,14,48,15,40,1,-6,2.1,1.5,3.6,0,,,,arnotja01
394,Jason Arnott,36,NJD,C,62,10,0.21,0.18,0.39,0.16,0.52,2.24,14,12,26,11,38,11,37,1,-9,1.4,1.2,2.5,2,1,1,50.0,arnotja01
394,Jason Arnott,36,WSH,C,11,3,0.36,0.27,0.64,0.27,0.73,2.73,4,3,7,3,10,4,3,0,3,0.7,0.3,1.1,0,,,,arnotja01
395,Jason Blake,37,ANA,C,76,13,0.21,0.21,0.42,0.17,0.54,2.46,18,17,35,14,55,17,43,0,-5,2.0,1.1,3.1,1,0,1,0.0,blakeja01
396,Jason Chimera,31,WSH,LW,81,10,0.12,0.20,0.32,0.12,0.79,2.00,11,17,28,11,38,4,49,5,-10,0.9,0.9,1.8,0,,,,chimeja01
397,Jason Demers,22,SJS,D,75,7,0.03,0.29,0.32,0.09,0.37,1.40,2,23,25,7,69,16,48,14,19,1.1,4.5,5.7,0,,,,demerja01
398,Jason Garrison,26,FLA,D,73,6,0.07,0.18,0.25,0.08,0.36,1.59,5,14,19,7,46,5,61,18,-2,0.6,3.9,4.5,0,,,,garrija01
399,Jason LaBarbera,31,PHX,G,17,0,0.00,0.00,0.00,0.00,0.12,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,2.9,0,,,,labarja01
400,Jason Pominville,28,BUF,RW,73,20,0.30,0.41,0.71,0.27,0.21,2.95,24,32,56,22,82,32,63,14,1,4.3,1.4,5.8,4,0,4,0.0,pominja01
401,Jason Spezza,27,OTT,C,62,21,0.34,0.58,0.92,0.35,0.45,3.03,23,38,61,23,80,27,70,10,-7,5.2,1.4,6.6,5,1,4,20.0,spezzja01
402,Jason Strudwick,35,EDM,D,43,1,0.00,0.05,0.05,0.01,0.53,0.21,0,2,2,1,13,0,39,10,-16,-0.5,0.0,-0.5,0,,,,strudja01
403,Jason Williams,30,DAL,C,27,2,0.07,0.11,0.19,0.07,0.22,0.67,2,3,5,2,6,1,7,0,-2,0.1,0.2,0.3,1,0,1,0.0,willija01
404,Jassen Cullimore,38,CHI,D,36,2,0.00,0.22,0.22,0.06,0.22,0.61,0,9,9,2,20,0,21,5,4,0.3,1.2,1.5,0,,,,cullija01
405,Jay Beagle,25,WSH,C,31,1,0.06,0.03,0.10,0.04,0.26,0.87,2,1,3,1,7,0,10,1,-2,-0.4,0.3,-0.1,0,,,,beaglja01
406,Jay Bouwmeester,27,CGY,D,82,7,0.05,0.24,0.29,0.09,0.54,1.48,4,21,25,8,92,22,114,42,-2,0.6,4.0,4.6,1,0,1,0.0,bouwmja01
407,Jay Harrison,28,CAR,D,72,4,0.04,0.10,0.14,0.05,1.00,0.68,3,7,10,4,43,0,58,20,5,0.2,2.6,2.8,0,,,,harrija01
408,Jay Leach,31,NJD,D,7,0,0.00,0.00,0.00,0.00,1.00,0.29,0,0,0,0,3,0,3,0,0,-0.1,0.3,0.2,0,,,,leachja02
409,Jay McClement,27,TOT,C,80,7,0.09,0.16,0.25,0.09,0.38,1.59,8,14,22,8,37,2,90,34,-21,-0.8,0.5,-0.4,0,,,,mccleja01
409,Jay McClement,27,STL,C,56,6,0.11,0.18,0.29,0.11,0.32,1.59,7,11,18,7,32,2,66,23,-13,-0.3,0.5,0.2,0,,,,mccleja01
409,Jay McClement,27,COL,C,24,1,0.04,0.13,0.17,0.06,0.50,1.58,1,3,4,1,5,0,24,11,-8,-0.5,0.0,-0.5,0,,,,mccleja01
410,Jay Rosehill,25,TOR,D,26,1,0.04,0.08,0.12,0.04,2.73,0.46,1,2,3,1,3,0,9,0,-6,0.3,-0.2,0.1,0,,,,rosehja01
411,Jean-François Jacques,25,EDM,LW,51,2,0.08,0.02,0.10,0.05,1.24,0.55,4,1,5,2,7,1,12,0,-6,-0.1,0.1,0.1,0,,,,jacquje01
412,Jean-Sébastien Giguère,33,TOR,G,33,0,0.00,0.00,0.00,0.00,0.12,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,3.4,0,,,,gigueje01
413,Jed Ortmeyer,32,MIN,RW,4,0,0.00,0.00,0.00,0.00,0.50,1.25,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,ortmeje01
414,Jeff Carter,26,PHI,C,80,28,0.45,0.38,0.83,0.35,0.49,4.19,40,32,72,31,95,25,46,3,27,7.2,2.3,9.5,2,0,2,0.0,carteje01
415,Jeff Halpern,34,MTL,C,72,10,0.15,0.21,0.36,0.14,0.40,0.86,12,16,28,11,34,0,42,14,6,1.4,1.4,2.8,0,,,,halpeje01
416,Jeff Petry,23,EDM,D,35,2,0.03,0.11,0.14,0.05,0.29,1.17,1,4,5,2,25,6,36,5,-12,-0.2,0.5,0.3,0,,,,petryje01
417,Jeff Schultz,24,WSH,D,72,3,0.01,0.13,0.14,0.04,0.17,0.47,1,10,11,3,53,0,60,13,6,-0.4,3.8,3.4,0,,,,schulje02
418,Jeff Skinner,18,CAR,RW,82,26,0.38,0.39,0.77,0.31,0.56,2.62,34,34,68,28,86,26,58,1,3,6.5,1.5,8.1,10,4,6,40.0,skinnje01
419,Jeff Taffe,29,CHI,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,taffeje01
420,Jeff Tambellini,26,VAN,LW,62,7,0.15,0.13,0.27,0.11,0.29,1.84,10,9,19,8,31,6,15,0,10,0.7,1.2,1.9,5,2,3,40.0,tambeje01
421,Jeff Woywitka,27,DAL,D,63,4,0.03,0.14,0.17,0.06,0.38,1.14,2,10,12,4,45,6,34,0,5,0.1,2.7,2.9,0,,,,woywije01
422,Jeremy Colliton,26,NYI,C,15,1,0.13,0.07,0.20,0.09,0.67,0.47,2,1,3,1,6,3,13,3,-7,0.0,-0.1,-0.1,0,,,,collije01
423,Jeremy Morin,19,CHI,LW,9,1,0.22,0.11,0.33,0.15,1.00,1.44,2,1,3,1,8,2,4,0,2,0.2,0.2,0.4,0,,,,morinje01
424,Jeremy Williams,27,NYR,RW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,willije01
425,Jérôme Samson,23,CAR,RW,23,1,0.00,0.09,0.09,0.02,0.00,1.22,0,2,2,1,3,0,3,0,0,-0.2,0.2,-0.1,0,,,,samsoje01
426,Jerred Smithson,31,NSH,C,82,5,0.06,0.10,0.16,0.06,0.41,0.89,5,9,14,5,29,1,57,23,-6,-1.5,1.2,-0.4,0,,,,smithje01
427,Jesse Joensuu,23,NYI,RW,42,4,0.14,0.07,0.21,0.10,0.79,0.98,7,3,10,5,15,0,21,0,-6,0.3,0.3,0.6,0,,,,joensje01
428,Jesse Winchester,27,OTT,C,72,5,0.06,0.13,0.18,0.06,0.58,1.64,4,10,14,5,20,1,35,7,-9,-0.3,0.7,0.3,0,,,,winchje01
429,Jhonas Enroth,22,BUF,G,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0,,,,enrotjh01
430,Jim O'Brien,22,OTT,C,6,0,0.00,0.00,0.00,0.00,0.33,1.83,0,0,0,0,0,0,3,0,-3,-0.2,0.0,-0.2,0,,,,obrieji01
431,Jim Slater,28,ATL,C,36,5,0.14,0.19,0.33,0.13,0.53,1.47,5,7,12,5,19,0,19,4,4,0.8,0.6,1.4,0,,,,slateji01
432,Jim Vandermeer,30,EDM,D,62,4,0.03,0.19,0.23,0.07,1.19,0.92,2,13,15,5,37,4,63,15,-15,0.4,1.1,1.6,0,,,,vandeji01
433,Jimmy Howard,26,DET,G,63,0,0.00,0.02,0.02,0.00,0.06,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,9.9,0,,,,howarja02
434,Jiří Hudler,27,DET,C,73,12,0.14,0.37,0.51,0.17,0.38,1.44,11,29,40,14,50,16,41,0,-7,2.2,0.7,2.9,7,2,5,28.6,hudleji01
435,Jiří Tlustý,22,CAR,C,57,5,0.11,0.11,0.21,0.09,0.25,0.93,7,6,13,5,22,0,21,0,1,0.4,0.6,1.0,0,,,,tlustji01
436,Jochen Hecht,33,BUF,C,67,11,0.18,0.25,0.43,0.16,0.60,2.57,13,18,31,12,57,8,64,19,4,1.2,1.4,2.6,1,1,0,100.0,hechtjo01
437,Jody Shelley,34,PHI,LW,58,2,0.03,0.03,0.07,0.03,2.19,0.53,2,2,4,2,12,0,12,0,0,-0.4,0.3,-0.1,0,,,,shelljo01
438,Joe Callahan,28,FLA,D,27,0,0.00,0.04,0.04,0.01,0.44,0.78,0,1,1,0,16,0,17,0,-1,-0.4,1.0,0.6,0,,,,callajo02
439,Joe Colborne,21,TOR,C,1,0,0.00,1.00,1.00,0.27,0.00,1.00,0,1,1,0,1,0,0,0,1,0.1,0.1,0.1,0,,,,colbojo01
440,Joe Corvo,33,CAR,D,82,14,0.13,0.35,0.49,0.17,0.22,2.33,12,31,43,15,91,33,94,22,-14,3.3,2.9,6.2,0,,,,corvojo01
441,Joe Pavelski,26,SJS,C,74,23,0.27,0.62,0.89,0.31,0.32,3.81,22,49,71,25,99,47,66,24,10,5.2,2.0,7.2,9,2,7,22.2,paveljo01
442,Joe Thornton,31,SJS,C,80,24,0.26,0.61,0.88,0.30,0.59,1.86,23,52,75,27,112,52,64,8,4,5.4,1.9,7.2,0,,,,thornjo01
443,Joe Vitale,25,PIT,C,9,1,0.11,0.11,0.22,0.09,1.44,1.44,1,1,2,1,3,1,4,1,-1,0.1,0.1,0.1,0,,,,vitaljo01
444,Joel Perrault,27,VAN,C,7,0,0.00,0.00,0.00,0.00,0.00,0.43,0,0,0,0,3,0,4,0,-1,-0.1,0.0,-0.1,0,,,,perrajo01
445,Joel Ward,30,NSH,RW,80,10,0.13,0.24,0.36,0.13,0.53,1.96,11,20,31,11,50,9,55,13,-1,0.3,1.6,1.9,0,,,,wardjo02
446,Joey Crabb,27,TOR,RW,48,5,0.06,0.25,0.31,0.10,0.50,1.06,3,13,16,5,28,4,30,5,-1,0.2,0.6,0.8,0,,,,crabbjo01
447,Joey MacDonald,30,DET,G,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,2.4,0,,,,macdojo01
448,Joffrey Lupul,27,TOT,C,54,12,0.26,0.31,0.57,0.22,0.61,2.39,15,19,34,13,48,21,38,0,-11,2.5,0.5,3.0,0,,,,lupuljo01
448,Joffrey Lupul,27,TOR,C,28,7,0.32,0.32,0.64,0.26,0.68,2.68,10,10,20,8,32,13,26,0,-7,1.6,0.2,1.8,2,0,2,0.0,lupuljo01
448,Joffrey Lupul,27,ANA,C,26,5,0.19,0.31,0.50,0.18,0.54,2.08,5,9,14,5,16,8,12,0,-4,1.0,0.2,1.2,3,1,2,33.3,lupuljo01
449,Johan Franzén,31,DET,C,76,22,0.37,0.36,0.72,0.29,0.76,3.26,31,29,60,25,87,32,51,1,5,5.2,1.5,6.7,2,0,2,0.0,franzjo01
450,Johan Harju,24,TBL,LW,10,1,0.10,0.20,0.30,0.11,0.20,1.40,1,2,3,1,4,0,7,1,-2,0.2,0.0,0.2,0,,,,harjujo01
451,Johan Hedberg,37,NJD,G,34,0,0.00,0.03,0.03,0.01,0.12,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,4.6,0,,,,hedbejo01
452,John Carlson,21,WSH,D,82,12,0.09,0.37,0.45,0.15,0.54,1.76,8,32,40,13,93,21,66,15,21,2.7,6.1,8.8,0,,,,carlsjo01
453,John Erskine,30,WSH,D,73,4,0.05,0.10,0.15,0.06,1.29,0.79,4,7,11,4,36,0,41,6,1,0.4,2.6,3.0,0,,,,erskijo01
454,John Madden,37,MIN,C,76,10,0.16,0.17,0.33,0.13,0.13,1.41,13,14,27,11,35,3,61,20,-9,0.7,1.1,1.8,1,1,0,100.0,maddejo01
455,John McCarthy,24,SJS,LW,37,2,0.05,0.05,0.11,0.04,0.22,1.11,2,2,4,2,5,0,15,2,-8,-0.3,0.0,-0.3,0,,,,mccarjo01
456,John Mitchell,26,TOR,C,23,1,0.09,0.04,0.13,0.06,0.52,1.22,2,1,3,1,5,1,18,7,-7,-0.3,0.0,-0.3,1,1,0,100.0,mitchjo01
457,John Moore,20,CBJ,D,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0,,,,moorejo01
458,John Scott,28,CHI,D,40,0,0.00,0.03,0.03,0.01,1.80,0.38,0,1,1,0,7,0,8,1,0,-0.2,0.5,0.3,0,,,,scottjo01
459,John Tavares,20,NYI,C,79,26,0.37,0.48,0.85,0.33,0.67,3.08,32,41,73,29,83,28,72,1,-16,6.3,1.0,7.4,4,0,4,0.0,tavarjo01
460,John Zeiler,28,LAK,RW,4,0,0.00,0.00,0.00,0.00,0.00,0.25,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,zeilejo01
461,John-Michael Liles,30,COL,D,76,14,0.08,0.53,0.61,0.18,0.46,2.14,7,43,50,16,94,32,75,4,-9,3.8,2.3,6.1,0,,,,lilesjo01
462,Johnny Boychuk,27,BOS,D,69,5,0.04,0.19,0.23,0.07,0.65,2.23,3,14,17,5,52,4,47,14,15,0.5,3.5,3.9,0,,,,boychjo01
463,Johnny Oduya,29,ATL,D,82,5,0.02,0.18,0.21,0.06,0.27,1.10,2,16,18,5,47,5,100,43,-15,0.1,2.1,2.3,0,,,,oduyajo01
464,Jon Matsumoto,24,CAR,C,13,1,0.15,0.00,0.15,0.08,0.31,0.85,2,0,2,1,2,0,6,0,-4,0.2,-0.1,0.1,0,,,,matsujo01
465,Jon Sim,33,NYI,LW,34,1,0.03,0.09,0.12,0.04,0.65,1.12,1,3,4,1,10,1,21,2,-10,-0.6,0.0,-0.5,0,,,,simjo01
466,Jonas Andersson,29,VAN,RW,4,0,0.00,0.00,0.00,0.00,0.00,0.25,0,0,0,0,1,0,0,0,1,-0.1,0.1,0.0,0,,,,anderjo02
467,Jonas Gustavsson,26,TOR,G,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1,0,,,,gustajo01
468,Jonas Hiller,28,ANA,G,49,0,0.00,0.02,0.02,0.01,0.00,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,10.8,0,,,,hillejo01
469,Jonas Holøs,23,COL,D,39,2,0.00,0.15,0.15,0.04,0.26,0.92,0,6,6,2,31,8,40,14,-3,-0.2,1.0,0.9,0,,,,holosjo01
470,Jonathan Bernier,22,LAK,G,25,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,3.9,0,,,,bernijo01
471,Jonathan Ericsson,26,DET,D,74,5,0.04,0.16,0.20,0.06,1.18,1.20,3,13,16,5,64,1,66,11,8,0.3,3.2,3.5,0,,,,ericsjo01
472,Jonathan Quick,25,LAK,G,61,1,0.00,0.03,0.03,0.01,0.00,0.00,0,2,2,1,2,0,0,0,0,0.0,0.0,10.7,0,,,,quickjo01
473,Jonathan Toews,22,CHI,C,80,29,0.40,0.55,0.95,0.36,0.33,2.91,35,47,82,32,116,40,67,16,25,7.1,2.7,9.8,11,5,6,45.5,toewsjo01
474,Jonathon Blum,22,NSH,D,23,3,0.13,0.22,0.35,0.13,0.35,0.78,3,5,8,3,26,3,16,1,8,0.7,1.6,2.4,0,,,,blumjo02
475,Joni Pitkänen,27,CAR,D,72,11,0.07,0.42,0.49,0.15,0.83,2.00,5,32,37,11,96,27,86,15,-2,2.3,3.5,5.8,0,,,,pitkajo01
476,Jordan Caron,20,BOS,RW,23,3,0.13,0.17,0.30,0.12,0.26,1.17,3,4,7,3,10,0,12,5,3,0.3,0.4,0.7,0,,,,caronjo01
477,Jordan Eberle,20,EDM,C,69,16,0.26,0.36,0.62,0.23,0.32,2.29,20,27,47,18,54,16,66,16,-12,3.1,0.9,4.0,9,4,5,44.4,eberljo01
478,Jordan Hendry,26,CHI,D,37,1,0.03,0.00,0.03,0.01,0.11,0.95,1,0,1,1,11,0,14,1,-2,-0.2,0.6,0.3,0,,,,hendrjo02
479,Jordan Leopold,30,BUF,D,71,13,0.18,0.31,0.49,0.18,0.51,1.89,14,23,37,14,74,23,87,25,-11,3.3,2.2,5.6,1,0,1,0.0,leopojo01
480,Jordan Staal,22,PIT,C,42,11,0.26,0.45,0.71,0.26,0.57,2.17,12,20,32,12,47,12,37,9,7,1.9,1.3,3.3,0,,,,staaljo01
481,Jordin Tootoo,27,NSH,RW,54,7,0.15,0.19,0.33,0.13,1.13,1.57,9,11,20,8,23,0,15,0,8,1.0,1.1,2.1,0,,,,tootojo01
482,José Théodore,34,MIN,G,32,0,0.00,0.00,0.00,0.00,0.06,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,6.1,0,,,,theodjo01
483,Josh Bailey,21,NYI,C,70,11,0.16,0.24,0.40,0.15,0.53,1.46,12,18,30,11,53,16,63,13,-13,0.8,0.8,1.6,0,,,,bailejo01
484,Josh Gorges,26,MTL,D,36,2,0.03,0.17,0.19,0.06,0.50,0.56,1,6,7,2,25,2,36,10,-3,0.0,1.7,1.6,0,,,,gorgejo01
485,Josh Green,33,ANA,LW,12,0,0.00,0.00,0.00,0.00,0.50,0.83,0,0,0,0,1,0,6,2,-3,-0.3,0.0,-0.3,0,,,,greenjo01
486,Jussi Jokinen,27,CAR,LW,70,19,0.27,0.47,0.74,0.28,0.34,1.94,21,35,56,21,73,24,52,6,3,4.4,1.4,5.8,10,2,8,20.0,jokinju01
487,Justin Abdelkader,23,DET,LW,74,7,0.09,0.16,0.26,0.09,0.82,1.74,8,13,21,8,37,1,34,13,15,0.2,1.5,1.7,0,,,,abdelju01
488,Justin Braun,23,SJS,D,28,3,0.07,0.32,0.39,0.12,0.07,1.57,2,10,12,4,17,2,21,5,-1,0.9,0.9,1.7,0,,,,braunju01
489,Justin Dibenedetto,22,NYI,LW,8,0,0.00,0.13,0.13,0.03,0.25,0.75,0,1,1,0,2,0,4,0,-2,-0.1,0.0,-0.1,0,,,,dibenju01
490,Justin Falk,22,MIN,D,22,1,0.00,0.14,0.14,0.04,0.27,0.32,0,3,3,1,10,1,13,0,-4,0.0,0.4,0.4,0,,,,falkju01
491,Justin Peters,24,CAR,G,12,0,0.00,0.00,0.00,0.00,0.33,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0,,,,peterju01
492,Justin Williams,29,LAK,RW,73,21,0.30,0.48,0.78,0.29,0.81,2.92,24,37,61,23,77,19,45,1,14,5.0,2.3,7.3,4,1,3,25.0,williju01
493,Kari Lehtonen,27,DAL,G,69,2,0.00,0.09,0.09,0.02,0.09,0.00,0,6,6,2,6,3,0,0,0,0.0,0.0,12.5,0,,,,lehtoka01
494,Karl Alzner,22,WSH,D,82,4,0.02,0.12,0.15,0.05,0.29,0.78,2,11,13,4,60,1,62,17,14,-0.4,5.0,4.6,0,,,,alzneka01
495,Kārlis Skrastiņš,36,DAL,D,74,3,0.04,0.07,0.11,0.04,0.51,0.41,3,5,8,3,42,0,68,25,-1,-0.3,2.7,2.3,0,,,,skraska01
496,Keaton Ellerby,22,FLA,D,54,4,0.04,0.19,0.22,0.07,0.41,1.04,2,11,13,4,21,1,38,3,-15,0.5,0.9,1.4,0,,,,ellerke01
497,Keith Aucoin,32,WSH,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,aucoike01
498,Keith Aulie,21,TOR,D,40,1,0.05,0.00,0.05,0.03,0.80,0.80,2,0,2,1,24,0,36,11,-1,-0.5,1.6,1.1,0,,,,aulieke01
499,Keith Ballard,28,VAN,D,65,2,0.03,0.08,0.11,0.04,0.82,0.82,2,5,7,2,35,1,38,14,10,-0.2,3.0,2.8,0,,,,ballake01
500,Keith Yandle,24,PHX,D,82,19,0.13,0.59,0.72,0.23,0.83,2.43,12,51,63,20,110,37,71,10,12,5.4,4.5,9.9,0,,,,yandlke01
501,Kenndal McArdle,24,FLA,LW,11,0,0.00,0.00,0.00,0.00,1.45,0.55,0,0,0,0,0,0,3,0,-3,-0.3,0.0,-0.3,0,,,,mcardke01
502,Kent Huskins,31,SJS,D,50,3,0.04,0.16,0.20,0.06,0.24,0.76,2,9,11,4,27,0,24,5,8,0.3,2.3,2.7,0,,,,huskike01
503,Kevin Bieksa,29,VAN,D,66,7,0.09,0.24,0.33,0.11,1.11,1.59,7,17,24,8,78,14,51,19,32,1.3,5.8,7.2,0,,,,biekske01
504,Kevin Klein,26,NSH,D,81,5,0.02,0.20,0.22,0.07,0.30,1.22,2,17,19,6,61,0,76,24,9,0.2,4.7,5.0,0,,,,kleinke01
505,Kevin Porter,24,COL,RW,74,11,0.19,0.15,0.34,0.14,0.36,1.38,15,12,27,11,55,9,57,0,-11,1.4,0.5,1.8,2,1,1,50.0,porteke01
506,Kevin Poulin,20,NYI,G,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.9,0,,,,poulike01
507,Kevin Shattenkirk,22,TOT,D,72,14,0.13,0.47,0.60,0.20,0.50,1.50,10,36,46,15,85,29,62,2,-4,4.1,2.3,6.5,0,,,,shattke01
507,Kevin Shattenkirk,22,COL,D,46,9,0.15,0.41,0.57,0.19,0.43,1.46,8,20,28,10,48,16,43,0,-11,2.6,0.7,3.3,0,,,,shattke01
507,Kevin Shattenkirk,22,STL,D,26,5,0.08,0.58,0.65,0.20,0.62,1.58,2,16,18,5,37,13,19,2,7,1.5,1.6,3.1,0,,,,shattke01
508,Kevin Westgarth,26,LAK,RW,56,1,0.00,0.05,0.05,0.01,1.88,0.36,0,3,3,1,8,0,14,0,-6,-0.6,0.2,-0.4,0,,,,westgke01
509,Kimmo Timonen,35,PHI,D,82,12,0.07,0.38,0.45,0.14,0.44,1.79,7,33,40,13,105,35,95,36,11,2.6,3.7,6.3,2,1,1,50.0,timonki01
510,Korbinian Holzer,22,TOR,D,2,0,0.00,0.00,0.00,0.00,1.00,0.50,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,holzeko01
511,Kris Draper,39,DET,C,47,5,0.13,0.11,0.23,0.10,0.26,1.21,7,5,12,5,23,0,26,4,1,0.4,0.5,0.9,0,,,,drapekr01
512,Kris Letang,23,PIT,D,82,16,0.10,0.51,0.61,0.19,1.23,2.88,9,45,54,17,113,36,80,18,15,4.1,5.7,9.8,13,3,10,23.1,letankr01
513,Kris Newbury,28,NYR,C,11,0,0.00,0.09,0.09,0.02,3.18,0.55,0,1,1,0,1,0,2,0,-1,-0.1,0.1,-0.1,0,,,,newbukr01
514,Kris Russell,23,CBJ,D,73,7,0.07,0.25,0.32,0.10,0.51,1.21,5,19,24,8,60,15,56,2,-9,1.5,1.8,3.3,0,,,,russekr01
515,Kris Versteeg,24,TOT,RW,80,18,0.26,0.31,0.58,0.23,0.66,2.25,23,26,49,20,73,30,60,8,-9,3.4,1.0,4.4,0,,,,verstkr01
515,Kris Versteeg,24,TOR,RW,53,13,0.26,0.40,0.66,0.25,0.55,2.42,15,22,37,14,53,26,45,5,-13,2.6,0.5,3.1,3,1,2,33.3,verstkr01
515,Kris Versteeg,24,PHI,RW,27,5,0.26,0.15,0.41,0.18,0.89,1.93,8,4,12,5,20,4,15,3,4,0.8,0.5,1.3,2,0,2,0.0,verstkr01
516,Kristian Huselius,32,CBJ,LW,39,10,0.36,0.23,0.59,0.25,0.26,2.41,15,10,25,11,28,11,34,0,-17,2.2,0.0,2.1,4,1,3,25.0,huselkr01
517,Krys Barch,30,DAL,RW,44,1,0.05,0.02,0.07,0.03,1.82,0.36,2,1,3,1,4,1,10,0,-7,-0.1,0.0,-0.1,0,,,,barchkr01
518,Kurtis Foster,29,EDM,D,74,8,0.11,0.19,0.30,0.11,0.61,2.46,9,15,24,9,58,26,46,2,-12,1.7,1.8,3.5,1,0,1,0.0,fosteku01
519,Kyle Brodziak,26,MIN,C,80,14,0.20,0.26,0.46,0.18,0.70,1.58,18,22,40,16,52,7,67,18,-4,2.1,1.4,3.6,0,,,,brodzky01
520,Kyle Chipchura,24,ANA,C,40,1,0.00,0.05,0.05,0.01,0.80,0.58,0,2,2,1,6,0,11,6,1,-0.7,0.4,-0.3,0,,,,chipcky01
521,Kyle Clifford,20,LAK,LW,76,6,0.09,0.09,0.18,0.07,1.86,0.91,8,7,15,6,20,0,30,0,-10,0.2,0.6,0.8,0,,,,cliffky01
522,Kyle Cumiskey,24,COL,D,18,2,0.06,0.39,0.44,0.14,0.56,1.17,1,7,8,2,19,2,26,6,-3,0.6,0.4,1.0,0,,,,cumisky01
523,Kyle Okposo,22,NYI,RW,38,7,0.13,0.39,0.53,0.18,1.05,1.89,5,16,21,7,39,11,26,1,3,1.0,0.8,1.8,2,1,1,50.0,okposky01
524,Kyle Palmieri,19,ANA,C,10,1,0.10,0.00,0.10,0.05,0.00,1.00,1,0,1,1,2,0,3,0,-1,0.0,0.1,0.0,0,,,,palmiky01
