,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
34,Alexei Ponikarovsky,29,PIT,LW,16,3,0.13,0.44,0.56,0.18,1.06,2.31,2,7,9,3,12,6,12,0,-6,0.5,0.0,0.5,0,,,,ponikal01
35,Anders Eriksson,35,TOT,D,20,1,0.00,0.25,0.25,0.07,0.10,0.30,0,5,5,1,13,3,8,0,2,0.2,0.9,1.1,0,,,,eriksan01
35,Anders Eriksson,35,PHX,D,12,1,0.00,0.25,0.25,0.07,0.17,0.33,0,3,3,1,6,0,6,0,0,0.1,0.4,0.5,0,,,,eriksan01
35,Anders Eriksson,35,NYR,D,8,1,0.00,0.25,0.25,0.07,0.00,0.25,0,2,2,1,7,3,2,0,2,0.1,0.4,0.5,0,,,,eriksan01
36,André Deveaux,25,TOR,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,deveaan01
37,Andreas Lilja,34,DET,D,20,1,0.05,0.05,0.10,0.04,0.20,0.95,1,1,2,1,9,0,12,1,-2,0.0,0.5,0.5,0,,,,liljaan01
38,Andreas Nödl,22,PHI,RW,10,0,0.00,0.10,0.10,0.03,0.00,0.20,0,1,1,0,2,0,6,2,-2,-0.1,0.0,-0.1,0,,,,nodlan01
39,Andreas Thuresson,22,NSH,RW,22,1,0.05,0.09,0.14,0.05,0.18,1.36,1,2,3,1,3,0,9,1,-5,-0.2,0.0,-0.2,0,,,,thurean01
40,Andrei Kostitsyn,24,MTL,LW,59,13,0.25,0.31,0.56,0.22,0.54,2.31,16,19,35,14,49,17,31,0,1,2.5,1.2,3.8,4,2,2,50.0,kostian01
41,Andrei Loktionov,19,LAK,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,loktian01
42,Andrei Markov,31,MTL,D,45,11,0.13,0.62,0.76,0.24,0.71,1.89,7,29,36,12,73,26,48,12,11,3.1,3.5,6.6,1,0,1,0.0,markoan01
43,Andrej Meszároš,24,TBL,D,81,6,0.07,0.14,0.21,0.08,0.62,1.79,7,11,18,7,53,13,72,18,-14,0.5,2.4,3.0,1,0,1,0.0,meszaan01
44,Andrej Sekera,23,BUF,D,49,4,0.08,0.14,0.22,0.08,0.12,1.20,4,7,11,4,38,6,33,0,-1,0.6,2.0,2.6,0,,,,sekeran01
45,Andrew Alberts,28,TOT,D,76,4,0.04,0.12,0.16,0.05,1.14,0.66,3,9,12,4,52,0,61,15,6,0.2,2.9,3.1,0,,,,alberan01
45,Andrew Alberts,28,CAR,D,62,3,0.03,0.13,0.16,0.05,1.19,0.61,2,8,10,3,38,0,44,13,7,0.2,2.6,2.7,0,,,,alberan01
45,Andrew Alberts,28,VAN,D,14,1,0.07,0.07,0.14,0.06,0.93,0.86,1,1,2,1,14,0,17,2,-1,0.0,0.3,0.4,0,,,,alberan01
46,Andrew Bodnarchuk,21,BOS,D,5,0,0.00,0.00,0.00,0.00,0.40,0.00,0,0,0,0,1,0,3,0,-2,0.0,-0.1,-0.1,0,,,,bodnaan01
47,Andrew Brunette,36,MIN,LW,82,23,0.30,0.44,0.74,0.28,0.15,1.57,27,38,65,25,87,38,54,0,-5,5.3,1.6,6.9,0,,,,brunean01
48,Andrew Cogliano,22,EDM,C,82,10,0.12,0.22,0.34,0.12,0.38,1.70,11,19,30,11,50,7,57,9,-5,0.8,1.1,1.9,0,,,,coglian01
49,Andrew Ebbett,27,TOT,C,61,6,0.15,0.10,0.25,0.11,0.13,1.18,10,6,16,7,25,6,34,7,-8,0.4,0.6,1.0,0,,,,ebbetan01
49,Andrew Ebbett,27,MIN,C,49,6,0.16,0.12,0.29,0.12,0.12,1.16,9,6,15,7,23,6,31,6,-8,0.5,0.5,1.0,2,1,1,50.0,ebbetan01
49,Andrew Ebbett,27,CHI,C,10,1,0.10,0.00,0.10,0.05,0.20,1.40,1,0,1,1,2,0,1,0,1,-0.1,0.1,0.1,0,,,,ebbetan01
49,Andrew Ebbett,27,ANA,C,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,2,1,-1,-0.1,0.0,-0.1,0,,,,ebbetan01
50,Andrew Ference,30,BOS,D,51,2,0.00,0.16,0.16,0.04,0.31,1.18,0,8,8,2,31,2,44,8,-7,-0.3,2.2,1.9,0,,,,ferenan01
51,Andrew Gordon,24,WSH,RW,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,3,0,-2,0.0,-0.1,-0.1,0,,,,gordoan01
52,Andrew Ladd,24,CHI,LW,82,15,0.21,0.26,0.46,0.18,0.82,1.80,18,22,40,16,59,4,54,1,2,2.7,1.2,3.8,4,1,3,25.0,laddan01
53,Andrew MacDonald,23,NYI,D,46,2,0.02,0.13,0.15,0.05,0.43,0.93,1,6,7,2,33,4,31,6,4,-0.2,2.1,1.9,0,,,,macdoan01
54,Andrew Murray,28,CBJ,C,46,3,0.11,0.04,0.15,0.07,0.13,1.59,5,2,7,3,7,0,18,5,-6,-0.1,0.3,0.2,0,,,,murraan01
55,Andrew Peters,29,NJD,LW,29,0,0.00,0.00,0.00,0.00,3.21,0.52,0,0,0,0,1,0,6,0,-5,-0.4,0.0,-0.4,0,,,,peteran01
56,Andrew Raycroft,29,VAN,G,21,0,0.00,0.00,0.00,0.00,0.19,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,0,,,,raycran01
57,Andy Greene,27,NJD,D,78,11,0.08,0.40,0.47,0.15,0.18,1.10,7,32,39,13,84,28,62,15,9,2.5,5.5,8.0,0,,,,greenan01
58,Andy Hilbert,28,MIN,C,4,0,0.00,0.00,0.00,0.00,0.50,1.50,0,0,0,0,0,0,2,0,-2,-0.1,0.0,-0.1,0,,,,hilbean01
59,Andy McDonald,32,STL,C,79,22,0.30,0.42,0.72,0.28,0.23,2.42,26,35,61,24,82,34,65,8,-9,4.7,1.4,6.1,9,4,5,44.4,mcdonan01
60,Andy Sutton,34,TOT,D,72,5,0.07,0.11,0.18,0.07,1.49,1.07,5,8,13,5,46,0,81,25,-10,0.2,2.1,2.4,0,,,,suttoan01
60,Andy Sutton,34,NYI,D,54,4,0.07,0.15,0.22,0.08,1.35,1.07,4,8,12,4,36,0,59,20,-3,0.4,1.9,2.3,0,,,,suttoan01
60,Andy Sutton,34,OTT,D,18,1,0.06,0.00,0.06,0.03,1.89,1.06,1,0,1,1,10,0,22,5,-7,-0.2,0.2,0.0,0,,,,suttoan01
61,Andy Wozniewski,29,BOS,D,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,1,0,1,0,0,0.0,0.1,0.0,0,,,,woznian01
62,Anssi Salmela,25,TOT,D,38,3,0.05,0.16,0.21,0.07,0.58,1.08,2,6,8,3,22,0,24,1,-1,0.5,1.0,1.4,0,,,,salmean01
62,Anssi Salmela,25,ATL,D,29,2,0.03,0.14,0.17,0.05,0.76,0.93,1,4,5,2,20,0,17,1,4,0.2,1.1,1.2,0,,,,salmean01
62,Anssi Salmela,25,NJD,D,9,1,0.11,0.22,0.33,0.12,0.00,1.56,1,2,3,1,2,0,7,0,-5,0.3,-0.1,0.2,0,,,,salmean01
63,Antero Niittymäki,29,TBL,G,49,0,0.00,0.02,0.02,0.01,0.00,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,7.9,0,,,,niittan01
64,Antoine Vermette,27,CBJ,C,82,24,0.33,0.46,0.79,0.30,0.39,1.90,29,40,69,27,93,26,94,29,2,5.1,1.9,7.0,4,0,4,0.0,vermean01
65,Anton Khudobin,23,MIN,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0,,,,khudoan01
66,Anton Klementyev,19,NYI,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,klemean01
67,Anton Strålman,23,CBJ,D,73,11,0.08,0.38,0.47,0.14,0.51,1.66,7,29,36,12,72,34,60,5,-17,2.5,1.9,4.4,2,0,2,0.0,stralan01
68,Anton Volchenkov,27,OTT,D,64,5,0.06,0.16,0.22,0.08,0.59,1.08,4,10,14,5,52,1,67,18,2,0.4,3.2,3.6,0,,,,volchan01
69,Antti Miettinen,29,MIN,RW,79,17,0.25,0.28,0.53,0.21,0.56,2.22,22,23,45,18,81,29,66,12,-2,2.6,1.8,4.4,7,2,5,28.6,miettan01
70,Antti Niemi,26,CHI,G,39,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,5.7,0,,,,niemian02
71,Anže Kopitar,22,LAK,C,82,31,0.41,0.57,0.99,0.37,0.20,3.16,37,49,86,34,112,49,68,11,6,7.2,2.2,9.5,16,8,8,50.0,kopitan01
72,Arron Asham,31,PHI,RW,72,9,0.14,0.19,0.33,0.13,1.75,1.26,11,15,26,10,31,0,33,0,-2,1.6,0.8,2.4,0,,,,ashamar01
73,Artem Anisimov,21,NYR,C,82,11,0.15,0.20,0.34,0.13,0.39,1.51,13,17,30,12,43,5,44,4,-2,1.3,1.2,2.6,2,0,2,0.0,anisiar01
74,Artūrs Kulda,21,ATL,D,4,1,0.00,0.50,0.50,0.13,0.50,1.25,0,2,2,1,4,0,2,0,2,0.2,0.3,0.4,0,,,,kuldaar01
75,B.J. Crombeen,24,STL,RW,79,6,0.09,0.10,0.19,0.07,2.13,1.52,8,8,16,7,26,0,44,13,-5,-0.6,1.1,0.5,0,,,,crombbj01
76,Barret Jackman,28,STL,D,66,5,0.03,0.23,0.26,0.08,1.23,1.11,2,16,18,5,56,1,73,21,3,0.3,3.8,4.1,0,,,,jackmba01
77,Ben Eager,26,CHI,LW,60,6,0.12,0.15,0.27,0.10,2.00,1.13,8,9,17,7,23,0,14,0,9,1.0,0.9,1.9,0,,,,eagerbe01
78,Ben Guite,31,NSH,C,6,0,0.00,0.00,0.00,0.00,0.67,0.83,0,0,0,0,0,0,5,2,-3,-0.1,-0.1,-0.2,0,,,,guitebe01
79,Ben Lovejoy,25,PIT,D,12,1,0.00,0.25,0.25,0.07,0.17,1.17,0,3,3,1,11,0,5,2,8,0.1,1.0,1.1,0,,,,lovejbe01
80,Ben Maxwell,21,MTL,C,13,0,0.00,0.00,0.00,0.00,0.46,0.46,0,0,0,0,2,0,4,0,-2,-0.3,0.1,-0.3,0,,,,maxwebe01
81,Ben Walter,25,NJD,C,2,0,0.00,0.00,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,waltebe01
82,Benn Ferriero,22,SJS,C,24,2,0.08,0.13,0.21,0.08,0.33,1.75,2,3,5,2,9,0,5,0,4,0.0,0.4,0.4,1,0,1,0.0,ferribe01
83,Benoît Pouliot,23,TOT,LW,53,12,0.32,0.21,0.53,0.23,0.81,2.09,18,11,29,13,47,14,27,2,8,2.6,1.4,3.9,0,,,,poulibe01
83,Benoît Pouliot,23,MTL,LW,39,11,0.38,0.23,0.62,0.27,0.79,2.36,16,9,25,11,39,13,20,2,8,2.4,1.1,3.5,1,0,1,0.0,poulibe01
83,Benoît Pouliot,23,MIN,LW,14,2,0.14,0.14,0.29,0.12,0.86,1.36,2,2,4,2,8,1,7,0,0,0.2,0.2,0.4,0,,,,poulibe01
84,Bill Guerin,39,PIT,RW,78,18,0.27,0.31,0.58,0.23,0.96,2.91,23,25,48,19,87,38,58,0,-9,3.2,1.0,4.2,3,0,3,0.0,gueribi01
85,Blair Betts,29,PHI,C,63,7,0.13,0.16,0.29,0.11,0.22,1.00,9,10,19,8,25,1,33,16,7,0.6,1.3,1.8,0,,,,bettsbl01
86,Blair Jones,23,TBL,C,14,0,0.00,0.00,0.00,0.00,0.71,1.86,0,0,0,0,3,0,9,1,-5,-0.5,0.0,-0.5,0,,,,jonesbl01
87,Blake Comeau,23,NYI,RW,61,14,0.28,0.30,0.57,0.23,0.66,2.18,18,19,37,15,44,3,58,15,-2,3.0,0.9,3.8,0,,,,comeabl01
88,Blake Wheeler,23,BOS,RW,82,15,0.22,0.24,0.46,0.18,0.65,1.94,20,21,41,17,63,18,52,3,-4,2.3,1.6,3.9,13,2,11,15.4,wheelbl01
89,Bobby Butler,22,OTT,LW,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,butlebo01
90,Bobby Ryan,22,ANA,RW,81,27,0.43,0.36,0.79,0.33,1.00,3.19,38,30,68,29,97,27,61,0,9,6.6,1.8,8.4,1,0,1,0.0,ryanbo01
91,Bobby Sanguinetti,21,NYR,D,5,0,0.00,0.00,0.00,0.00,0.80,1.00,0,0,0,0,2,0,2,0,0,-0.1,0.1,0.1,0,,,,sangubo01
92,Boris Valábik,23,ATL,D,23,1,0.00,0.09,0.09,0.02,1.57,0.96,0,2,2,1,10,0,11,3,2,-0.1,0.7,0.6,0,,,,valabbo01
93,Boyd Gordon,26,WSH,RW,36,4,0.11,0.17,0.28,0.11,0.33,1.11,4,6,10,4,14,0,26,16,4,0.5,0.3,0.8,1,0,1,0.0,gordobo01
94,Boyd Kane,31,WSH,LW,3,0,0.00,0.00,0.00,0.00,0.67,0.67,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,kanebo01
95,Brad Boyes,27,STL,C,82,15,0.17,0.34,0.51,0.18,0.32,2.40,15,29,44,16,80,24,56,1,1,2.1,1.8,3.9,12,7,5,58.3,boyesbr01
96,Brad Lukowich,33,VAN,D,13,1,0.08,0.08,0.15,0.06,0.31,0.08,1,1,2,1,8,0,7,4,5,0.2,0.7,0.8,0,,,,lukowbr01
97,Brad Marchand,21,BOS,C,20,0,0.00,0.05,0.05,0.01,1.00,1.60,0,1,1,0,3,0,7,1,-3,-0.6,0.2,-0.4,0,,,,marchbr03
98,Brad May,38,DET,LW,40,0,0.00,0.03,0.03,0.01,1.65,0.65,0,1,1,0,5,0,10,0,-5,-0.7,0.1,-0.6,0,,,,maybr01
99,Brad Richards,29,DAL,C,80,31,0.30,0.84,1.14,0.39,0.18,3.55,26,70,96,33,122,56,87,9,-12,7.7,1.2,8.9,16,4,12,25.0,richabr01
100,Brad Richardson,24,LAK,RW,81,10,0.14,0.20,0.33,0.12,0.46,1.83,12,17,29,11,40,1,46,8,1,1.1,1.2,2.3,1,0,1,0.0,richabr02
101,Brad Staubitz,25,SJS,RW,47,2,0.06,0.06,0.13,0.05,2.34,0.51,3,3,6,2,10,2,8,0,0,0.1,0.3,0.4,0,,,,staubbr01
102,Brad Stuart,30,DET,D,82,6,0.05,0.20,0.24,0.08,0.27,1.87,4,17,21,7,58,4,102,36,-12,0.3,3.6,4.0,0,,,,stuarbr02
103,Brad Winchester,28,STL,LW,64,3,0.05,0.08,0.13,0.05,1.69,1.08,3,5,8,3,22,5,14,0,3,-0.5,0.9,0.4,0,,,,winchbr01
104,Brandon Bochenski,27,TBL,RW,28,5,0.14,0.32,0.46,0.16,0.07,1.54,4,9,13,5,17,5,13,0,-1,0.8,0.4,1.2,1,0,1,0.0,bochebr01
105,Brandon Dubinsky,23,NYR,C,69,17,0.29,0.35,0.64,0.25,0.78,2.39,22,25,47,19,71,16,57,11,9,3.1,2.1,5.2,2,0,2,0.0,dubinbr01
106,Brandon Prust,25,TOT,LW,69,5,0.07,0.13,0.20,0.07,2.36,0.64,5,9,14,5,23,0,14,0,9,0.6,1.0,1.6,0,,,,prustbr01
106,Brandon Prust,25,CGY,LW,43,2,0.02,0.09,0.12,0.04,2.28,0.53,1,4,5,2,12,0,6,0,6,-0.2,0.6,0.4,0,,,,prustbr01
106,Brandon Prust,25,NYR,LW,26,4,0.15,0.19,0.35,0.14,2.50,0.81,4,5,9,4,11,0,8,0,3,0.7,0.4,1.2,0,,,,prustbr01
107,Brandon Segal,26,TOT,RW,44,5,0.14,0.14,0.27,0.11,0.86,1.25,6,6,12,5,18,1,14,0,3,0.8,0.5,1.4,0,,,,segalbr01
107,Brandon Segal,26,LAK,RW,25,1,0.04,0.04,0.08,0.03,0.80,0.96,1,1,2,1,6,0,6,0,0,-0.2,0.2,0.0,0,,,,segalbr01
107,Brandon Segal,26,DAL,RW,19,4,0.26,0.26,0.53,0.21,0.95,1.63,5,5,10,4,12,1,8,0,3,1.0,0.3,1.4,0,,,,segalbr01
108,Brandon Sutter,20,CAR,C,72,16,0.29,0.26,0.56,0.23,0.03,2.33,23,20,43,18,57,16,51,9,-1,3.2,1.2,4.4,0,,,,suttebr03
109,Brandon Yip,24,COL,RW,32,8,0.34,0.25,0.59,0.25,0.69,2.03,12,8,20,9,25,6,15,1,5,1.9,0.7,2.5,1,0,1,0.0,yipbr01
110,Brayden Irwin,22,TOR,C,2,0,0.00,0.00,0.00,0.00,1.00,1.50,0,0,0,0,0,0,0,0,0,-0.1,0.0,0.0,0,,,,irwinbr01
111,Brayden Schenn,18,LAK,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,2,0,-1,0.0,0.0,-0.1,0,,,,schenbr01
112,Braydon Coburn,24,PHI,D,81,6,0.06,0.17,0.23,0.08,0.67,1.51,5,15,20,7,69,12,87,24,-6,0.6,3.5,4.1,0,,,,coburbr01
113,Brendan Mikkelson,22,ANA,D,28,1,0.00,0.07,0.07,0.02,0.50,0.75,0,2,2,1,17,2,22,2,-5,-0.3,0.4,0.1,0,,,,mikkebr01
114,Brendan Morrison,34,WSH,C,74,15,0.16,0.41,0.57,0.20,0.54,1.42,13,31,44,16,77,21,39,6,23,2.6,1.4,4.0,5,1,4,20.0,morribr01
115,Brendan Witt,34,NYI,D,42,2,0.05,0.07,0.12,0.04,1.07,0.60,2,3,5,2,13,0,52,21,-18,0.0,-0.3,-0.3,0,,,,wittbr01
116,Brenden Morrow,31,DAL,LW,76,18,0.26,0.34,0.61,0.23,0.91,2.04,22,27,49,19,77,32,64,16,-3,3.0,1.3,4.3,2,0,2,0.0,morrobr01
117,Brent Burns,24,MIN,D,47,6,0.06,0.36,0.43,0.13,0.68,2.21,3,18,21,7,49,21,52,9,-15,1.3,1.3,2.5,3,1,2,33.3,burnsbr01
118,Brent Johnson,32,PIT,G,23,0,0.00,0.04,0.04,0.01,0.00,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,2.9,0,,,,johnsbr02
119,Brent Seabrook,24,CHI,D,78,9,0.05,0.33,0.38,0.12,0.76,1.65,4,27,31,10,96,14,84,22,20,1.5,5.4,6.9,1,1,0,100.0,seabrbr01
120,Brent Sopel,33,CHI,D,73,2,0.01,0.10,0.11,0.03,0.47,0.66,1,7,8,2,43,0,55,15,3,-0.3,2.5,2.2,0,,,,sopelbr01
121,Brett Carson,24,CAR,D,54,4,0.04,0.19,0.22,0.07,0.22,0.78,2,10,12,4,46,9,45,13,5,0.4,2.4,2.8,0,,,,carsobr01
122,Brett Clark,33,COL,D,64,6,0.05,0.27,0.31,0.10,0.44,1.17,3,18,21,7,51,10,50,15,6,1.0,2.8,3.8,0,,,,clarkbr01
