,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
230,Craig Smith,25,NSH,C,82,18,0.28,0.26,0.54,0.22,0.54,3.07,26,23,49,20,76,15,50,0,11,52.9,40.9,12.0,4.0,1.8,5.8,9,2,7,22.2,smithcr01
231,Curtis Glencross,32,TOT,LW,71,13,0.18,0.31,0.49,0.18,0.63,1.52,15,24,39,15,54,17,39,3,2,33.8,38.5,-4.8,2.2,1.3,3.5,0,,,,glenccu01
231,Curtis Glencross,32,CGY,LW,53,10,0.17,0.36,0.53,0.18,0.74,1.64,10,21,31,11,42,10,31,1,3,27.3,31.5,-4.1,1.6,1.1,2.7,0,,,,glenccu01
231,Curtis Glencross,32,WSH,LW,18,3,0.22,0.17,0.39,0.16,0.33,1.17,5,3,8,4,12,7,8,2,-1,6.4,7.1,-0.6,0.6,0.2,0.8,0,,,,glenccu01
232,Curtis Hamilton,23,EDM,LW,1,0,0.00,0.00,0.00,0.00,5.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.7,-0.7,0.0,0.0,0.0,0,,,,hamilcu01
233,Curtis Lazar,19,OTT,C,67,6,0.09,0.13,0.22,0.09,0.21,1.37,7,10,17,7,34,0,40,7,1,32.5,32.4,0.1,0.0,0.9,0.8,0,,,,lazarcu01
234,Curtis McElhinney,31,CBJ,G,32,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,77,16,82,18,0,55.9,62.4,0.0,0.0,0.0,5.6,0,,,,mcelhcu01
235,Curtis McKenzie,23,DAL,LW,36,2,0.11,0.03,0.14,0.07,1.33,1.14,5,1,6,3,8,0,15,0,-8,13.5,17.3,-3.8,-0.1,0.0,-0.1,0,,,,mckencu01
236,Dainius Zubrus,36,NJD,C,74,4,0.05,0.08,0.14,0.05,0.57,0.97,5,7,12,5,27,1,47,12,-9,25.7,37.9,-12.3,-1.5,1.1,-0.4,0,,,,zubruda01
237,Dale Weise,26,MTL,RW,79,11,0.13,0.24,0.37,0.13,0.43,1.15,11,21,32,12,43,0,26,3,21,33.7,33.8,-0.1,1.7,2.0,3.7,0,,,,weiseda01
238,Dalton Prout,24,CBJ,D,63,2,0.00,0.13,0.13,0.03,1.35,1.02,0,9,9,2,30,0,62,19,-14,31.6,44.5,-12.9,-0.6,1.0,0.4,0,,,,proutda01
239,Damien Brunner,28,NJD,C,17,2,0.12,0.29,0.41,0.14,0.47,1.71,2,5,7,2,9,5,5,0,-1,6.6,8.3,-1.7,0.3,0.3,0.6,1,0,1,0.0,brunnda01
240,Damon Severson,20,NJD,D,51,6,0.10,0.24,0.33,0.11,0.43,1.82,6,13,19,7,41,13,51,10,-13,30.5,36.3,-5.8,1.1,1.8,2.9,1,0,1,0.0,severda01
241,Dan Boyle,38,NYR,D,65,8,0.14,0.17,0.31,0.12,0.31,1.78,10,12,22,9,61,17,31,5,18,43.5,36.7,6.9,1.7,3.7,5.4,1,0,1,0.0,boyleda01
242,Dan Ellis,34,FLA,G,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,20,5,19,3,0,15.8,15.1,0.0,0.0,0.0,1.3,0,,,,ellisda01
243,Dan Girardi,30,NYR,D,82,7,0.05,0.20,0.24,0.08,0.27,1.35,5,17,22,7,88,14,80,19,12,64.3,65.9,-1.6,0.4,4.1,4.5,0,,,,girarda01
244,Dan Hamhuis,32,VAN,D,59,6,0.02,0.37,0.39,0.11,0.75,1.39,1,24,25,7,59,7,64,12,0,36.8,46.8,-10.0,1.1,2.6,3.7,0,,,,hamhuda01
245,Dana Tyrell,25,CBJ,C,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,0,0,1,0,-1,0.3,2.2,-1.9,-0.1,0.0,-0.1,0,,,,tyrelda01
246,Daniel Brière,37,COL,C,57,5,0.14,0.07,0.21,0.09,0.32,1.21,9,4,13,6,21,5,23,0,-7,21.6,25.7,-4.1,0.3,0.5,0.8,2,1,1,50.0,brierda01
247,Daniel Carcillo,30,CHI,LW,39,3,0.10,0.10,0.21,0.08,1.38,1.08,5,4,9,4,11,0,8,0,3,12.7,12.3,0.4,0.5,0.5,1.0,0,,,,carcida01
248,Daniel Cleary,36,DET,RW,17,1,0.06,0.06,0.12,0.05,0.35,1.00,1,1,2,1,2,0,6,0,-4,3.9,5.4,-1.5,-0.1,0.0,-0.1,0,,,,clearda01
249,Daniel Paille,30,BOS,LW,71,5,0.08,0.10,0.18,0.07,0.17,0.93,7,8,15,6,14,0,33,10,-9,22.7,20.5,2.2,-0.1,0.5,0.3,0,,,,paillda01
250,Daniel Sedin,34,VAN,LW,82,26,0.24,0.68,0.93,0.31,0.22,2.76,23,61,84,29,97,39,57,4,5,45.9,43.8,2.1,6.7,1.8,8.5,0,,,,sedinda01
251,Daniel Winnik,29,TOT,C,79,12,0.11,0.32,0.43,0.15,0.34,1.23,10,28,38,13,50,0,48,22,23,41.2,37.4,3.9,1.2,2.5,3.7,0,,,,winnida01
251,Daniel Winnik,29,TOR,C,58,9,0.12,0.31,0.43,0.15,0.33,1.21,8,20,28,10,36,0,38,18,15,28.1,31.2,-3.1,1.0,1.8,2.7,0,,,,winnida01
251,Daniel Winnik,29,PIT,C,21,3,0.10,0.33,0.43,0.14,0.38,1.29,2,8,10,3,14,0,10,4,8,13.1,6.2,7.0,0.3,0.7,1.0,0,,,,winnida01
252,Daniil Tarasov,23,SJS,RW,5,0,0.00,0.20,0.20,0.05,0.00,1.00,0,1,1,0,2,0,0,0,2,1.3,0.7,0.6,0.0,0.1,0.1,0,,,,tarasda01
253,Danny Biega,23,CAR,D,10,1,0.00,0.20,0.20,0.05,0.00,0.70,0,2,2,1,5,0,10,0,-5,6.1,5.7,0.4,0.0,0.1,0.1,0,,,,biegada01
254,Danny DeKeyser,24,DET,D,80,9,0.03,0.36,0.39,0.11,0.53,1.11,2,32,34,10,73,10,69,17,11,53.2,45.9,7.3,1.6,4.4,6.0,0,,,,dekeyda01
255,Dany Heatley,34,ANA,LW,6,0,0.00,0.00,0.00,0.00,0.00,1.33,0,0,0,0,1,0,4,0,-3,1.4,2.0,-0.7,-0.2,-0.1,-0.3,1,0,1,0.0,heatlda01
256,Darcy Kuemper,24,MIN,G,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,73,10,68,11,0,50.0,50.2,0.0,0.0,0.0,3.5,0,,,,kuempda01
257,Darnell Nurse,19,EDM,D,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,2,0,4,0,-2,1.9,1.9,0.0,0.0,-0.1,-0.1,0,,,,nurseda01
258,Darren Helm,28,DET,C,75,13,0.20,0.24,0.44,0.17,0.16,2.13,17,20,37,15,64,20,50,13,7,40.0,33.1,6.9,2.1,1.7,3.7,2,1,1,50.0,helmda01
259,Dave Bolland,28,FLA,C,53,8,0.11,0.32,0.43,0.15,0.91,1.43,7,19,26,9,40,8,42,13,4,25.1,27.2,-2.1,0.8,1.1,2.0,5,3,2,60.0,bollada01
260,Dave Moss,33,ARI,RW,60,4,0.07,0.13,0.20,0.07,0.40,1.60,5,9,14,5,18,3,42,10,-18,26.3,27.9,-1.7,-0.4,0.3,-0.1,0,,,,mossda01
261,David Backes,30,STL,C,80,22,0.33,0.40,0.73,0.28,1.30,2.29,29,35,64,25,93,32,68,14,7,48.6,42.0,6.6,5.2,1.9,7.2,0,,,,backeda01
262,David Booth,30,TOR,LW,59,5,0.12,0.10,0.22,0.09,0.42,1.81,8,7,15,6,15,0,29,6,-8,19.6,23.7,-4.2,0.3,0.5,0.8,0,,,,boothda01
263,David Clarkson,30,TOT,RW,61,7,0.16,0.08,0.25,0.11,1.74,1.56,11,5,16,7,31,6,37,0,-12,27.1,28.2,-1.2,0.5,0.4,1.0,0,,,,clarkda03
263,David Clarkson,30,TOR,RW,58,7,0.17,0.09,0.26,0.12,1.59,1.60,11,5,16,7,31,6,36,0,-11,26.3,26.6,-0.3,0.6,0.4,1.1,0,,,,clarkda03
263,David Clarkson,30,CBJ,RW,3,0,0.00,0.00,0.00,0.00,4.67,0.67,0,0,0,0,0,0,1,0,-1,0.7,1.6,-0.9,-0.1,0.0,-0.1,0,,,,clarkda03
264,David Desharnais,28,MTL,C,82,17,0.17,0.41,0.59,0.20,0.29,1.10,16,37,53,19,81,18,41,0,22,51.5,46.7,4.8,3.1,2.5,5.6,11,4,7,36.4,deshada01
265,David Jones,30,CGY,RW,67,12,0.21,0.24,0.45,0.17,0.27,1.70,16,17,33,13,41,5,39,0,-3,34.9,34.3,0.6,2.2,0.9,3.1,0,,,,jonesda01
266,David Krejčí,28,BOS,C,47,10,0.15,0.51,0.66,0.22,0.47,1.49,8,26,34,11,47,14,28,2,7,27.6,29.8,-2.2,1.9,1.2,3.1,5,1,4,20.0,krejcda01
267,David Legwand,34,OTT,C,80,10,0.11,0.23,0.34,0.12,0.40,1.14,10,20,30,11,48,21,41,15,1,26.2,28.7,-2.5,1.0,1.1,2.1,1,0,1,0.0,legwada01
268,David Musil,21,EDM,D,4,1,0.00,0.50,0.50,0.14,0.50,0.75,0,2,2,1,4,0,8,2,-2,3.1,4.7,-1.6,0.1,0.0,0.1,0,,,,musilda01
269,David Pastrňák,18,BOS,RW,46,10,0.22,0.37,0.59,0.22,0.17,2.02,11,19,30,11,35,5,18,0,12,26.1,20.8,5.3,2.4,1.2,3.6,4,0,4,0.0,pastrda01
270,David Perron,26,TOT,LW,81,16,0.21,0.30,0.51,0.19,0.77,2.42,20,26,46,18,60,17,69,1,-25,50.1,45.9,4.3,2.6,0.6,3.2,0,,,,perroda01
270,David Perron,26,PIT,LW,43,9,0.28,0.23,0.51,0.21,0.98,2.84,14,11,25,11,36,11,34,1,-8,31.6,23.7,7.9,1.7,0.6,2.2,5,3,2,60.0,perroda01
270,David Perron,26,EDM,LW,38,7,0.13,0.37,0.50,0.17,0.53,1.95,6,15,21,7,24,6,35,0,-17,18.5,22.2,-3.6,0.9,0.1,1.0,3,1,2,33.3,perroda01
271,David Rundblad,24,CHI,D,49,5,0.06,0.22,0.29,0.09,0.24,1.18,3,12,15,5,35,1,17,0,17,26.2,21.9,4.3,1.1,2.9,4.0,0,,,,rundbda01
272,David Savard,24,CBJ,D,82,13,0.13,0.30,0.44,0.15,0.87,1.37,12,27,39,14,86,20,92,26,0,59.8,60.9,-1.2,2.9,3.5,6.4,0,,,,savarda01
273,David Schlemko,27,TOT,D,44,1,0.02,0.07,0.09,0.03,0.27,1.02,1,3,4,1,31,3,33,7,1,21.7,23.5,-1.7,-0.3,1.7,1.4,0,,,,schleda01
273,David Schlemko,27,ARI,D,20,1,0.05,0.15,0.20,0.07,0.20,1.20,1,3,4,1,13,3,21,7,-5,9.4,12.6,-3.2,0.1,0.5,0.6,0,,,,schleda01
273,David Schlemko,27,CGY,D,19,0,0.00,0.00,0.00,0.00,0.42,0.79,0,0,0,0,13,0,7,0,6,9.3,6.2,3.1,-0.3,1.0,0.7,2,1,1,50.0,schleda01
273,David Schlemko,27,DAL,D,5,0,0.00,0.00,0.00,0.00,0.00,1.20,0,0,0,0,5,0,5,0,0,3.1,4.7,-1.6,-0.1,0.1,0.0,0,,,,schleda01
274,David Van Der Gulik,31,LAK,LW,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.2,0.4,-0.2,0.0,0.0,0.0,0,,,,vandeda01
275,David Warsofsky,24,BOS,D,4,0,0.00,0.25,0.25,0.07,0.00,1.75,0,1,1,0,2,0,1,0,1,1.8,1.0,0.8,0.0,0.2,0.3,0,,,,warsoda01
276,David Wolf,25,CGY,LW,3,0,0.00,0.00,0.00,0.00,0.67,0.33,0,0,0,0,0,0,0,0,0,0.4,0.8,-0.4,-0.1,0.0,0.0,0,,,,wolfda01
277,Dennis Everberg,23,COL,RW,55,4,0.05,0.16,0.22,0.07,0.18,1.13,3,10,13,4,21,1,27,0,-7,20.2,24.6,-4.4,-0.1,0.4,0.3,0,,,,everbde01
278,Dennis Seidenberg,33,BOS,D,82,5,0.04,0.13,0.17,0.06,0.41,1.26,3,12,15,5,62,0,80,18,-1,53.3,55.2,-1.9,-0.4,3.8,3.5,0,,,,seidede01
279,Dennis Wideman,31,CGY,D,80,19,0.19,0.51,0.70,0.23,0.43,2.16,17,45,62,22,112,33,80,7,6,56.8,70.1,-13.3,5.4,4.7,10.1,0,,,,widemde01
280,Derek Dorsett,28,VAN,RW,79,9,0.09,0.23,0.32,0.11,2.22,1.13,8,20,28,10,42,2,39,2,4,31.2,40.0,-8.7,1.0,1.2,2.1,0,,,,dorsede01
281,Derek MacKenzie,33,FLA,C,82,4,0.06,0.07,0.13,0.05,0.55,0.88,6,7,13,5,16,1,53,21,-17,21.0,26.4,-5.5,-1.1,0.4,-0.6,1,1,0,100.0,mackede01
282,Derek Roy,31,TOT,C,72,12,0.17,0.28,0.44,0.17,0.33,1.57,13,22,35,13,51,12,55,3,-13,38.5,39.2,-0.8,1.9,0.8,2.6,0,,,,royde01
282,Derek Roy,31,EDM,C,46,9,0.24,0.24,0.48,0.20,0.48,1.70,12,12,24,10,36,10,40,1,-13,26.7,29.8,-3.0,1.6,0.4,2.0,9,1,8,11.1,royde01
282,Derek Roy,31,NSH,C,26,3,0.04,0.35,0.38,0.11,0.08,1.35,1,10,11,3,15,2,15,2,0,11.7,9.5,2.3,0.3,0.4,0.6,5,2,3,40.0,royde01
283,Derek Stepan,24,NYR,C,68,19,0.24,0.57,0.81,0.29,0.32,2.28,18,43,61,22,73,17,42,12,26,37.7,38.3,-0.6,4.7,2.3,7.0,4,2,2,50.0,stepade01
284,Derick Brassard,27,NYR,C,80,22,0.24,0.51,0.75,0.27,0.43,2.10,21,45,66,24,87,27,53,2,9,52.2,44.8,7.4,5.2,1.7,6.9,0,,,,brassde01
285,Derrick Pouliot,21,PIT,D,34,2,0.06,0.15,0.21,0.07,0.12,1.65,2,5,7,2,20,6,27,1,-11,21.3,21.4,-0.1,0.3,0.4,0.6,1,0,1,0.0,poulide01
286,Deryk Engelland,32,CGY,D,76,3,0.03,0.12,0.14,0.05,0.70,0.67,2,10,12,4,30,0,59,13,-16,33.0,40.3,-7.3,0.1,0.9,1.0,0,,,,engelde01
287,Devan Dubnyk,28,TOT,G,58,1,0.00,0.03,0.03,0.01,0.03,0.00,0,2,2,1,153,28,118,28,0,101.7,93.3,0.0,0.0,0.0,12.6,0,,,,dubnyde01
287,Devan Dubnyk,28,MIN,G,39,1,0.00,0.05,0.05,0.01,0.05,0.00,0,2,2,1,109,16,71,12,0,72.2,60.2,0.0,0.0,0.0,9.1,0,,,,dubnyde01
287,Devan Dubnyk,28,ARI,G,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,44,12,47,16,0,29.5,33.1,0.0,0.0,0.0,3.5,0,,,,dubnyde01
288,Devante Smith-Pelly,22,TOT,RW,74,7,0.08,0.19,0.27,0.10,0.32,1.41,7,15,22,8,37,2,47,11,-1,30.2,34.2,-4.0,0.0,1.0,1.0,0,,,,smithde06
288,Devante Smith-Pelly,22,ANA,RW,54,6,0.09,0.22,0.31,0.11,0.22,1.41,6,13,19,7,30,2,38,11,1,24.0,26.8,-2.7,0.3,0.8,1.1,1,0,1,0.0,smithde06
288,Devante Smith-Pelly,22,MTL,RW,20,1,0.05,0.10,0.15,0.05,0.60,1.40,1,2,3,1,7,0,9,0,-2,6.1,7.4,-1.3,-0.3,0.2,-0.1,0,,,,smithde06
289,Devin Setoguchi,28,CGY,RW,12,0,0.00,0.00,0.00,0.00,0.33,1.00,0,0,0,0,5,3,9,0,-7,3.7,7.3,-3.6,-0.4,-0.1,-0.6,0,,,,setogde01
290,Dion Phaneuf,29,TOR,D,70,9,0.04,0.37,0.41,0.13,1.54,1.97,3,28,31,9,94,29,98,22,-11,47.5,60.0,-12.5,1.6,2.7,4.3,0,,,,phanedi01
291,Dmitrij Jaškin,21,STL,RW,54,8,0.24,0.09,0.33,0.15,0.30,2.00,15,5,20,10,34,5,22,0,7,26.8,19.7,7.1,1.4,1.1,2.5,1,0,1,0.0,jaskidm01
292,Dmitry Kulikov,24,FLA,D,73,7,0.04,0.26,0.30,0.09,0.66,1.14,3,21,24,7,61,12,73,22,0,49.9,43.1,6.8,0.9,3.5,4.3,1,0,1,0.0,kulikdm01
293,Dominic Moore,34,NYR,C,82,10,0.12,0.21,0.33,0.12,0.34,1.41,11,19,30,11,40,1,53,19,5,35.7,39.3,-3.6,1.1,1.3,2.3,1,0,1,0.0,mooredo01
294,Dominik Uher,22,PIT,C,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.2,0.7,-0.5,0.0,0.0,-0.1,0,,,,uherdo01
295,Dougie Hamilton,21,BOS,D,72,14,0.14,0.44,0.58,0.19,0.57,2.61,11,35,46,16,76,20,70,12,-3,53.8,46.7,7.1,4.0,3.2,7.1,1,0,1,0.0,hamildo01
296,Drayson Bowman,25,MTL,LW,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,1,0,0,0.4,0.7,-0.3,-0.1,0.0,0.0,0,,,,bowmadr01
297,Drew Doughty,25,LAK,D,82,14,0.09,0.48,0.56,0.17,0.68,2.67,8,43,51,16,115,35,102,25,3,74.7,62.4,12.3,3.0,5.6,8.6,1,0,1,0.0,doughdr01
298,Drew Miller,30,DET,LW,82,5,0.06,0.10,0.16,0.06,0.30,1.20,6,9,15,6,25,1,58,31,-3,23.8,34.3,-10.5,-1.1,1.1,0.1,0,,,,milledr01
299,Drew Shore,24,CGY,C,11,1,0.09,0.18,0.27,0.10,0.00,1.18,1,2,3,1,4,0,9,0,-5,2.4,6.8,-4.4,0.1,-0.1,0.0,1,0,1,0.0,shoredr01
300,Drew Stafford,29,TOT,RW,76,16,0.24,0.33,0.57,0.22,0.62,1.93,20,27,47,18,54,15,57,6,-12,36.7,45.9,-9.2,3.4,1.0,4.4,0,,,,staffdr01
300,Drew Stafford,29,BUF,RW,50,9,0.18,0.30,0.48,0.18,0.78,1.82,10,16,26,10,28,7,45,6,-18,20.2,33.1,-13.0,1.5,0.3,1.7,1,0,1,0.0,staffdr01
300,Drew Stafford,29,WPG,RW,26,8,0.35,0.38,0.73,0.29,0.31,2.15,10,11,21,8,26,8,12,0,6,16.5,12.8,3.7,1.9,0.7,2.7,3,2,1,66.7,staffdr01
301,Duncan Keith,31,CHI,D,80,15,0.13,0.44,0.56,0.18,0.25,2.14,11,38,49,16,105,27,83,18,12,78.3,70.3,8.0,3.6,5.7,9.3,0,,,,keithdu01
302,Duncan Siemens,21,COL,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,1,0,0,0.9,0.7,0.2,0.0,0.0,0.0,0,,,,siemedu01
303,Dustin Brown,30,LAK,RW,82,10,0.13,0.20,0.33,0.12,0.32,2.30,12,17,29,11,41,11,55,8,-17,35.2,35.1,0.2,0.5,0.9,1.3,1,0,1,0.0,browndu01
304,Dustin Byfuglien,29,WPG,D,69,17,0.26,0.39,0.65,0.25,1.80,3.03,20,29,49,19,86,31,62,12,5,50.5,43.5,7.0,5.3,3.5,8.8,0,,,,byfugdu01
305,Dustin Tokarski,25,MTL,G,17,0,0.00,0.06,0.06,0.02,0.00,0.00,0,1,1,0,34,3,46,8,0,34.7,32.4,0.0,0.0,0.0,2.7,0,,,,tokardu01
306,Dwight King,25,LAK,LW,81,10,0.16,0.16,0.32,0.13,0.26,1.57,15,14,29,12,38,1,49,9,-3,40.4,36.9,3.5,1.1,1.2,2.4,1,0,1,0.0,kingdw01
307,Dylan McIlrath,22,NYR,D,1,0,0.00,0.00,0.00,0.00,9.00,0.00,0,0,0,0,0,0,1,1,0,0.8,0.1,0.7,0.0,0.0,0.0,0,,,,mcilrdy01
308,Dylan Olsen,24,FLA,D,44,3,0.05,0.14,0.18,0.06,0.45,1.00,2,7,9,3,22,2,35,9,-7,19.8,24.7,-4.9,0.2,1.0,1.2,1,1,0,100.0,olsendy01
309,Dylan Reese,30,ARI,D,1,0,0.00,0.00,0.00,0.00,0.00,3.00,0,0,0,0,1,0,2,0,-1,1.3,1.1,0.2,0.0,0.0,-0.1,0,,,,reesedy01
310,Eddie Läck,27,VAN,G,41,0,0.00,0.00,0.00,0.00,0.05,0.00,0,0,0,0,99,14,94,19,0,75.8,87.9,0.0,0.0,0.0,8.1,0,,,,lacked01
311,Elias Lindholm,20,CAR,C,81,15,0.21,0.27,0.48,0.18,0.17,2.10,19,24,43,17,58,23,58,0,-23,44.4,44.6,-0.2,2.5,1.1,3.6,5,2,3,40.0,lindhel01
312,Emerson Etem,22,ANA,LW,45,4,0.11,0.11,0.22,0.09,0.09,1.71,6,5,11,5,13,0,21,2,-6,21.0,18.3,2.7,0.2,0.3,0.4,0,,,,etemem01
313,Emile Poirier,20,CGY,RW,6,0,0.00,0.17,0.17,0.04,0.00,0.33,0,1,1,0,1,0,0,0,1,1.4,2.7,-1.3,0.0,0.1,0.1,0,,,,poiriem01
314,Eriah Hayes,26,SJS,RW,4,0,0.00,0.00,0.00,0.00,0.50,2.50,0,0,0,0,0,0,2,0,-2,1.4,1.9,-0.5,-0.1,0.0,-0.2,0,,,,hayeser01
315,Eric Boulton,38,NYI,LW,10,1,0.20,0.00,0.20,0.11,3.00,0.90,2,0,2,1,2,0,3,0,-1,3.0,2.7,0.4,0.3,0.0,0.3,0,,,,boulter01
316,Eric Brewer,35,TOT,D,44,4,0.07,0.18,0.25,0.09,0.82,0.75,3,8,11,4,38,0,59,16,-5,27.7,32.0,-4.3,0.6,1.1,1.7,0,,,,breweer01
316,Eric Brewer,35,TOR,D,18,2,0.11,0.17,0.28,0.11,0.67,0.67,2,3,5,2,14,0,27,9,-4,11.2,16.5,-5.3,0.3,0.5,0.8,0,,,,breweer01
316,Eric Brewer,35,TBL,D,17,1,0.00,0.24,0.24,0.06,1.06,0.82,0,4,4,1,16,0,16,5,5,11.2,8.5,2.6,0.1,0.9,1.0,0,,,,breweer01
316,Eric Brewer,35,ANA,D,9,1,0.11,0.11,0.22,0.09,0.67,0.78,1,1,2,1,8,0,16,2,-6,5.3,7.0,-1.7,0.1,-0.2,-0.1,0,,,,breweer01
317,Eric Fehr,29,WSH,RW,75,14,0.25,0.19,0.44,0.18,0.27,1.89,21,15,36,16,46,2,48,12,8,40.9,33.7,7.2,2.7,1.5,4.3,4,1,3,25.0,fehrer01
318,Éric Gélinas,23,NJD,D,61,7,0.10,0.21,0.31,0.11,0.69,1.84,7,14,21,8,45,14,33,0,-2,30.9,37.0,-6.0,1.5,2.5,4.0,0,,,,geliner01
319,Eric Gryba,26,OTT,D,75,3,0.00,0.16,0.16,0.04,1.29,0.85,0,13,13,4,47,0,55,19,11,30.5,38.4,-7.9,-0.1,3.1,3.0,0,,,,grybaer01
320,Eric Nystrom,31,NSH,LW,60,5,0.12,0.08,0.20,0.09,0.25,1.00,8,5,13,6,21,0,33,12,0,16.0,22.6,-6.7,-0.1,0.8,0.8,0,,,,nystrer01
321,Eric O'Dell,24,WPG,C,11,0,0.00,0.09,0.09,0.02,1.73,0.55,0,1,1,0,2,0,2,0,0,2.0,3.0,-1.0,-0.1,0.1,0.0,0,,,,odeller01
322,Eric Staal,30,CAR,C,77,20,0.30,0.40,0.70,0.26,0.53,3.17,26,34,60,23,69,26,57,0,-13,51.8,45.9,5.9,4.5,1.7,6.2,3,1,2,33.3,staaler01
323,Eric Tangradi,25,MTL,LW,7,0,0.00,0.00,0.00,0.00,2.43,0.71,0,0,0,0,0,0,3,0,-3,1.3,1.3,0.0,-0.2,-0.1,-0.2,0,,,,tangrer01
324,Erik Cole,36,TOT,LW,68,16,0.31,0.26,0.57,0.24,0.21,1.79,23,19,42,18,53,11,43,4,2,38.6,31.3,7.3,4.0,1.0,5.0,0,,,,coleer01
324,Erik Cole,36,DAL,LW,57,14,0.32,0.26,0.58,0.24,0.25,1.72,20,16,36,15,42,7,34,4,4,32.8,28.0,4.8,3.5,0.9,4.4,1,0,1,0.0,coleer01
324,Erik Cole,36,DET,LW,11,2,0.27,0.27,0.55,0.22,0.00,2.18,3,3,6,2,11,4,9,0,-2,5.8,3.3,2.5,0.6,0.1,0.7,0,,,,coleer01
325,Erik Condra,28,OTT,RW,68,9,0.13,0.21,0.34,0.13,0.44,1.56,10,15,25,10,36,0,40,17,13,33.6,29.0,4.7,0.9,1.5,2.4,0,,,,condrer01
326,Erik Gudbranson,23,FLA,D,76,5,0.05,0.12,0.17,0.06,0.76,1.45,5,10,15,5,50,7,69,24,-4,43.6,47.0,-3.3,0.1,2.8,2.9,1,0,1,0.0,gudbrer01
327,Erik Haula,23,MIN,C,72,6,0.10,0.10,0.19,0.08,0.44,1.28,8,8,16,7,23,1,37,8,-7,24.5,26.5,-2.0,-0.1,0.7,0.6,0,,,,haulaer01
328,Erik Johnson,26,COL,D,47,9,0.26,0.23,0.49,0.20,0.70,2.45,14,12,26,11,50,10,53,15,2,33.5,43.7,-10.2,2.5,2.7,5.2,0,,,,johnser01
329,Erik Karlsson,24,OTT,D,82,24,0.26,0.55,0.80,0.29,0.51,3.56,24,49,73,26,131,42,89,6,7,74.0,72.0,2.0,7.2,4.7,11.9,4,1,3,25.0,karlser01
330,Evander Kane,23,WPG,LW,37,9,0.27,0.32,0.59,0.24,1.51,3.41,11,13,24,10,36,9,34,5,-1,25.0,23.5,1.5,1.7,0.7,2.4,5,2,3,40.0,kaneev01
331,Evgeni Malkin,28,PIT,C,69,26,0.41,0.61,1.01,0.38,0.87,3.07,32,46,78,30,93,40,56,1,-2,53.1,43.8,9.3,7.3,1.5,8.8,6,1,5,16.7,malkiev01
332,Evgeni Nabokov,39,TBL,G,11,0,0.00,0.09,0.09,0.02,0.18,0.00,0,1,1,0,22,4,29,9,0,20.6,17.6,0.0,0.0,0.0,0.5,0,,,,nabokev01
333,Evgeny Kuznetsov,22,WSH,C,80,13,0.14,0.33,0.46,0.16,0.30,1.59,12,28,40,14,58,18,31,1,10,35.1,33.9,1.3,2.4,1.6,4.0,9,5,4,55.6,kuzneev01
334,Fedor Tyutin,31,CBJ,D,67,5,0.04,0.18,0.22,0.07,0.60,0.84,3,13,16,5,49,2,62,23,8,34.4,45.3,-10.9,0.3,3.2,3.5,0,,,,tyutife01
335,Filip Forsberg,20,NSH,C,82,24,0.32,0.45,0.77,0.29,0.29,2.89,29,40,69,27,90,26,50,0,15,51.3,39.4,12.0,6.1,2.1,8.3,8,3,5,37.5,forsbfi01
336,François Beauchemin,34,ANA,D,64,9,0.17,0.19,0.36,0.14,0.75,1.72,12,13,25,10,63,8,56,19,17,44.3,45.1,-0.8,2.0,4.0,6.1,0,,,,beaucfr01
337,Frank Corrado,21,VAN,D,10,1,0.10,0.00,0.10,0.05,0.00,0.80,1,0,1,1,2,0,10,1,-7,3.4,5.7,-2.4,0.0,-0.3,-0.3,0,,,,corrafr01
338,Frans Nielsen,30,NYI,C,78,16,0.18,0.37,0.55,0.20,0.15,2.01,16,32,48,17,73,30,60,25,8,41.0,36.3,4.7,2.9,1.5,4.4,11,5,6,45.5,nielsfr01
339,Freddie Hamilton,23,TOT,C,18,1,0.06,0.00,0.06,0.03,0.00,0.61,1,0,1,1,4,1,6,1,-2,3.2,3.2,0.0,-0.2,0.1,-0.1,0,,,,hamilfr01
339,Freddie Hamilton,23,COL,C,17,1,0.06,0.00,0.06,0.03,0.00,0.65,1,0,1,1,4,1,5,1,-1,3.2,2.8,0.4,-0.1,0.1,0.0,0,,,,hamilfr01
