,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
Rk,Player,Age,Tm,Pos,GP,GC,G,A,PTS,GC,PIM,S,G,A,PTS,GC,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.,-9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999
415,Jim Campbell,32,TBL,RW,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,campbji01
416,Jim Dowd,37,TOT,C,78,6,0.06,0.17,0.23,0.08,0.51,0.86,5,12,17,6,24,0,67,32,-11,-0.6,0.7,0.1,0,,,,dowdji01
416,Jim Dowd,37,CHI,C,60,5,0.05,0.20,0.25,0.08,0.63,0.92,3,11,14,5,21,0,54,28,-5,-0.5,0.7,0.2,0,,,,dowdji01
416,Jim Dowd,37,COL,C,18,1,0.11,0.06,0.17,0.07,0.11,0.67,2,1,3,1,3,0,13,4,-6,-0.1,0.0,-0.1,0,,,,dowdji01
417,Jim Fahey,26,SJS,D,21,1,0.00,0.10,0.10,0.03,0.67,1.05,0,2,2,1,10,6,16,1,-11,-0.1,-0.3,-0.4,0,,,,faheyji01
418,Jim Slater,23,ATL,C,71,8,0.14,0.14,0.28,0.11,0.65,1.52,10,10,20,8,36,3,33,1,1,0.9,0.7,1.6,0,,,,slateji01
419,Jim Vandermeer,25,CHI,D,76,8,0.08,0.24,0.32,0.11,1.53,1.22,6,17,23,8,60,5,97,40,-2,1.0,3.5,4.5,0,,,,vandeji01
420,Jimmy Howard,21,DET,G,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0,,,,howarja02
421,Jiří Fischer,25,DET,D,22,3,0.14,0.23,0.36,0.13,1.50,1.64,3,5,8,3,24,2,20,6,8,0.5,1.5,2.1,0,,,,fischji01
422,Jiří Hudler,22,DET,C,4,0,0.00,0.00,0.00,0.00,0.50,0.75,0,0,0,0,2,1,1,0,0,-0.1,0.0,-0.1,0,,,,hudleji01
423,Jiří Novotný,22,BUF,C,14,1,0.14,0.07,0.21,0.10,0.00,1.07,2,1,3,1,4,0,10,1,-5,0.0,0.0,0.0,0,,,,novotji01
424,Jiří Šlégr,34,BOS,D,32,6,0.16,0.34,0.50,0.18,1.75,1.84,5,11,16,6,35,17,20,0,-2,1.5,1.0,2.4,0,,,,slegrji01
425,Joakim Lindström,22,CBJ,LW,3,0,0.00,0.00,0.00,0.00,0.00,1.33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,lindsjo01
426,Jocelyn Thibault,31,PIT,G,16,0,0.00,0.00,0.00,0.00,0.13,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,0,,,,thibajo01
427,Jochen Hecht,28,BUF,LW,64,16,0.28,0.38,0.66,0.25,0.53,2.80,18,23,41,16,69,22,49,12,10,2.5,1.8,4.3,0,,,,hechtjo01
428,Jody Shelley,29,CBJ,LW,80,4,0.04,0.09,0.13,0.04,2.04,0.49,3,7,10,4,17,1,22,2,-4,-0.1,0.4,0.3,0,,,,shelljo01
429,Joe Corvo,28,LAK,D,81,14,0.17,0.32,0.49,0.18,0.47,2.35,14,25,39,14,103,37,51,1,16,3.3,4.3,7.7,0,,,,corvojo01
430,Joe DiPenta,26,MDA,D,72,3,0.03,0.08,0.11,0.04,0.64,0.38,2,6,8,3,28,1,35,16,8,-0.2,2.6,2.5,0,,,,dipenjo01
431,Joe Motzko,25,CBJ,LW,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,2,0,-2,-0.1,-0.1,-0.1,0,,,,motzkjo01
432,Joe Nieuwendyk,39,FLA,C,65,22,0.40,0.46,0.86,0.34,0.71,3.00,26,29,55,22,75,31,47,1,-2,5.0,0.9,5.9,0,,,,nieuwjo01
433,Joe Sakic,36,COL,C,82,32,0.39,0.67,1.06,0.39,0.73,3.21,32,53,85,32,120,47,75,12,10,6.9,2.1,8.9,0,,,,sakicjo01
434,Joe Thornton,26,TOT,C,81,42,0.36,1.19,1.54,0.51,0.75,2.41,29,92,121,41,156,68,75,18,31,10.2,3.1,13.3,0,,,,thornjo01
434,Joe Thornton,26,SJS,C,58,30,0.34,1.24,1.59,0.52,0.95,2.33,20,69,89,30,114,51,46,14,31,7.5,2.6,10.0,0,,,,thornjo01
434,Joe Thornton,26,BOS,C,23,11,0.39,1.04,1.43,0.50,0.26,2.61,9,23,32,11,42,17,29,4,0,2.8,0.5,3.3,0,,,,thornjo01
435,Joël Bouchard,32,NYI,D,25,3,0.04,0.32,0.36,0.11,0.92,1.80,1,8,9,3,21,4,22,10,5,0.3,1.6,1.9,0,,,,bouchjo01
436,Joel Kwiatkowski,28,FLA,D,73,4,0.05,0.11,0.16,0.06,1.18,1.19,4,8,12,4,43,3,57,20,3,0.2,2.4,2.5,0,,,,kwiatjo01
437,Joel Perrault,22,PHX,C,5,1,0.20,0.20,0.40,0.16,0.40,1.40,1,1,2,1,2,0,2,0,0,0.1,0.1,0.2,0,,,,perrajo01
438,Joey Tenute,22,WSH,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,tenutjo01
439,Joffrey Lupul,22,MDA,C,81,22,0.35,0.31,0.65,0.27,0.59,3.65,28,24,52,22,78,40,53,2,-13,4.1,1.0,5.1,0,,,,lupuljo01
440,Johan Franzén,26,DET,C,80,8,0.15,0.05,0.20,0.09,0.45,1.49,12,4,16,8,28,0,35,11,4,-0.2,1.2,1.0,0,,,,franzjo01
441,Johan Hedberg,32,DAL,G,19,1,0.00,0.11,0.11,0.03,0.32,0.00,0,2,2,1,2,1,0,0,0,0.0,0.0,2.7,0,,,,hedbejo01
442,John Erskine,25,TOT,D,60,1,0.02,0.00,0.02,0.01,2.68,0.53,1,0,1,1,22,0,57,20,-15,-0.7,0.7,-0.1,0,,,,erskijo01
442,John Erskine,25,NYI,D,34,1,0.03,0.00,0.03,0.02,2.91,0.68,1,0,1,1,10,0,39,17,-12,-0.4,0.2,-0.2,0,,,,erskijo01
442,John Erskine,25,DAL,D,26,0,0.00,0.00,0.00,0.00,2.38,0.35,0,0,0,0,12,0,18,3,-3,-0.3,0.5,0.1,0,,,,erskijo01
443,John Grahame,30,TBL,G,57,0,0.00,0.02,0.02,0.00,0.25,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,6.9,0,,,,grahajo01
444,John LeClair,36,PIT,LW,73,19,0.30,0.40,0.70,0.26,0.84,1.85,22,28,50,20,74,44,55,1,-24,3.7,0.2,4.0,0,,,,leclajo01
445,John Madden,32,NJD,C,82,14,0.20,0.24,0.44,0.17,0.44,2.37,16,19,35,14,46,2,95,44,-7,0.5,1.8,2.3,0,,,,maddejo01
446,John Pohl,26,TOR,RW,7,2,0.43,0.14,0.57,0.27,0.57,2.43,3,1,4,2,4,1,1,0,2,0.4,0.2,0.6,0,,,,pohljo01
447,John-Michael Liles,25,COL,D,82,17,0.17,0.43,0.60,0.20,0.54,1.88,14,34,48,17,104,46,58,5,5,4.4,3.4,7.8,0,,,,lilesjo01
448,Jon DiSalvatore,24,STL,RW,5,0,0.00,0.00,0.00,0.00,0.40,0.60,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,disaljo01
449,Jon Klemm,36,DAL,D,76,4,0.05,0.09,0.14,0.05,0.79,0.75,4,7,11,4,37,4,67,31,-3,-0.1,2.9,2.8,0,,,,klemmjo01
450,Jon Sim,28,TOT,RW,72,13,0.24,0.21,0.44,0.18,0.75,2.39,17,15,32,13,45,15,37,0,-7,2.4,0.5,2.9,0,,,,simjo01
450,Jon Sim,28,PHI,RW,39,6,0.18,0.18,0.36,0.15,0.72,2.05,7,7,14,6,19,6,19,0,-6,0.9,0.2,1.0,0,,,,simjo01
450,Jon Sim,28,FLA,RW,33,8,0.30,0.24,0.55,0.23,0.79,2.79,10,8,18,8,26,9,18,0,-1,1.6,0.3,1.9,0,,,,simjo01
451,Jonas Johansson,21,WSH,RW,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,johanjo02
452,Jonathan Cheechoo,25,SJS,RW,82,40,0.68,0.45,1.13,0.49,0.71,3.87,56,35,91,40,133,63,57,10,23,10.0,2.7,12.7,0,,,,cheecjo01
453,Jonathan Ferland,22,MTL,RW,7,1,0.14,0.00,0.14,0.08,0.29,1.29,1,0,1,1,1,0,3,0,-2,0.1,0.0,0.0,0,,,,ferlajo01
454,Jonathan Hedström,28,MDA,RW,79,11,0.16,0.18,0.34,0.14,0.61,1.25,13,13,26,11,44,4,61,23,2,0.2,1.5,1.7,0,,,,hedstjo01
455,Joni Pitkänen,22,PHI,D,58,16,0.22,0.57,0.79,0.28,1.34,2.03,13,32,45,16,98,34,65,23,22,4.3,4.0,8.3,0,,,,pitkajo01
456,Jordan Leopold,25,CGY,D,74,6,0.03,0.24,0.27,0.08,0.92,1.18,2,17,19,6,59,24,61,32,6,0.2,5.2,5.5,0,,,,leopojo01
457,Jordan Sigalet,24,BOS,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,sigaljo01
458,Jordin Tootoo,22,NSH,RW,34,4,0.12,0.18,0.29,0.11,1.62,1.79,4,6,10,4,19,0,10,0,9,0.5,0.7,1.2,0,,,,tootojo01
459,José Théodore,29,TOT,G,43,0,0.00,0.02,0.02,0.01,0.05,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,4.6,0,,,,theodjo01
459,José Théodore,29,MTL,G,38,0,0.00,0.03,0.03,0.01,0.05,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,4.0,0,,,,theodjo01
459,José Théodore,29,COL,G,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0,,,,theodjo01
460,Josef Melichar,27,PIT,D,72,5,0.04,0.17,0.21,0.07,0.92,0.74,3,11,14,5,46,0,89,41,-2,0.3,2.1,2.4,0,,,,melicjo01
461,Josef Vašíček,25,CAR,C,23,4,0.17,0.22,0.39,0.15,0.35,1.78,4,5,9,4,18,3,12,0,3,0.3,0.5,0.7,0,,,,vasicjo01
462,Josh Gorges,21,SJS,D,49,2,0.00,0.12,0.12,0.03,0.63,0.51,0,6,6,2,27,1,43,22,5,-0.4,2.2,1.8,0,,,,gorgejo01
463,Josh Gratton,23,TOT,LW,14,1,0.07,0.00,0.07,0.04,3.14,1.21,1,0,1,1,3,1,5,0,-3,-0.1,0.0,-0.1,0,,,,grattjo01
463,Josh Gratton,23,PHX,LW,11,1,0.09,0.00,0.09,0.05,2.73,1.27,1,0,1,1,3,1,5,0,-3,-0.1,0.0,-0.1,0,,,,grattjo01
463,Josh Gratton,23,PHI,LW,3,0,0.00,0.00,0.00,0.00,4.67,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,grattjo01
464,Josh Green,28,VAN,LW,33,3,0.12,0.06,0.18,0.08,0.42,1.06,4,2,6,3,8,0,13,7,2,0.1,0.4,0.5,0,,,,greenjo01
465,Josh Harding,21,MIN,G,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0,,,,hardijo01
466,Josh Langfeld,28,TOT,RW,57,4,0.04,0.18,0.21,0.07,0.46,1.49,2,10,12,4,16,0,24,6,-2,-0.5,0.6,0.2,0,,,,langfjo01
466,Josh Langfeld,28,SJS,RW,39,3,0.05,0.23,0.28,0.09,0.41,1.36,2,9,11,4,14,0,15,5,4,-0.1,0.7,0.6,0,,,,langfjo01
466,Josh Langfeld,28,BOS,RW,18,0,0.00,0.06,0.06,0.02,0.56,1.78,0,1,1,0,2,0,9,1,-6,-0.4,0.0,-0.4,0,,,,langfjo01
467,Jozef Balej,23,VAN,RW,1,0,0.00,1.00,1.00,0.27,0.00,3.00,0,1,1,0,1,0,0,0,1,0.1,0.0,0.1,0,,,,balejjo01
468,Jozef Stümpel,33,FLA,C,74,18,0.20,0.50,0.70,0.24,0.35,1.55,15,35,50,18,79,26,57,15,11,2.8,1.6,4.4,0,,,,stumpjo01
469,Junior Lessard,25,DAL,RW,5,1,0.20,0.00,0.20,0.11,2.40,1.20,1,0,1,1,2,0,2,0,0,0.1,0.0,0.1,0,,,,lessaju01
470,Juraj Kolník,25,FLA,RW,77,13,0.19,0.26,0.45,0.17,0.52,1.88,15,19,34,13,42,7,57,23,1,1.7,1.1,2.8,0,,,,kolniju01
471,Jussi Jokinen,22,DAL,LW,81,19,0.21,0.47,0.68,0.23,0.37,1.32,17,36,53,19,84,49,33,0,2,3.8,1.5,5.2,0,,,,jokinju01
472,Jussi Markkanen,30,EDM,G,37,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,3.3,0,,,,markkju01
473,Justin Williams,24,CAR,RW,82,29,0.38,0.55,0.93,0.35,0.73,3.11,31,43,74,29,105,45,80,21,1,5.6,1.8,7.4,0,,,,williju01
474,Kari Lehtonen,22,ATL,G,38,0,0.00,0.03,0.03,0.01,0.11,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,7.3,0,,,,lehtoka01
475,Karl Stewart,22,ATL,LW,8,0,0.00,0.00,0.00,0.00,1.88,0.75,0,0,0,0,1,0,4,0,-3,-0.1,-0.1,-0.2,0,,,,stewaka01
476,Kārlis Skrastiņš,31,COL,D,82,5,0.04,0.13,0.17,0.06,0.79,0.71,3,11,14,5,75,2,117,37,-7,-0.5,3.1,2.6,0,,,,skraska01
477,Keith Aucoin,27,CAR,C,7,0,0.00,0.14,0.14,0.04,0.57,0.43,0,1,1,0,1,0,5,0,-4,0.0,-0.1,-0.1,0,,,,aucoike01
478,Keith Ballard,23,PHX,D,82,12,0.10,0.38,0.48,0.15,1.21,1.24,8,30,38,13,70,24,101,37,-18,2.6,2.4,5.0,0,,,,ballake01
479,Keith Carney,35,TOT,D,79,6,0.03,0.23,0.25,0.07,0.78,1.08,2,17,19,6,70,15,81,34,8,0.2,4.0,4.3,0,,,,carneke01
479,Keith Carney,35,MDA,D,61,5,0.03,0.26,0.30,0.09,0.79,1.16,2,15,17,5,55,10,56,24,13,0.6,3.4,4.0,0,,,,carneke01
479,Keith Carney,35,VAN,D,18,1,0.00,0.11,0.11,0.03,0.78,0.78,0,2,2,1,15,5,25,10,-5,-0.3,0.6,0.3,0,,,,carneke01
480,Keith Primeau,34,PHI,C,9,2,0.11,0.67,0.78,0.24,0.67,1.33,1,6,7,2,8,3,9,4,0,0.4,0.1,0.5,0,,,,primeke02
481,Keith Tkachuk,33,STL,LW,41,14,0.37,0.51,0.88,0.33,1.12,3.24,15,20,35,14,49,21,43,0,-15,2.6,0.6,3.2,0,,,,tkachke01
482,Ken Belanger,31,LAK,LW,5,0,0.00,0.00,0.00,0.00,1.40,0.00,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,belanke01
483,Ken Klee,34,TOT,D,74,5,0.04,0.16,0.20,0.06,1.08,0.95,3,11,14,5,58,15,75,28,-4,0.1,2.9,3.0,0,,,,kleeke01
483,Ken Klee,34,TOR,D,56,5,0.05,0.21,0.27,0.09,1.18,1.16,3,11,14,5,46,13,61,27,-1,0.4,2.4,2.8,0,,,,kleeke01
483,Ken Klee,34,NJD,D,18,0,0.00,0.00,0.00,0.00,0.78,0.28,0,0,0,0,12,2,14,1,-3,-0.3,0.5,0.2,0,,,,kleeke01
484,Kevin Bieksa,24,VAN,D,39,2,0.00,0.15,0.15,0.04,1.97,0.97,0,6,6,2,29,6,32,8,-1,-0.2,1.3,1.1,0,,,,biekske01
485,Kevin Colley,27,NYI,C,16,0,0.00,0.00,0.00,0.00,3.25,0.25,0,0,0,0,1,0,3,0,-2,-0.2,0.0,-0.2,0,,,,colleke01
486,Kevin Dallman,24,TOT,D,67,5,0.06,0.15,0.21,0.07,0.43,1.96,4,10,14,5,57,19,64,12,-14,0.2,2.2,2.5,0,,,,dallmke01
486,Kevin Dallman,24,STL,D,46,5,0.09,0.20,0.28,0.10,0.46,1.93,4,9,13,5,35,13,46,9,-15,0.6,1.3,1.9,0,,,,dallmke01
486,Kevin Dallman,24,BOS,D,21,0,0.00,0.05,0.05,0.01,0.38,2.00,0,1,1,0,22,6,18,3,1,-0.4,0.9,0.5,0,,,,dallmke01
487,Kevin Klein,21,NSH,D,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,2,0,-1,0.0,0.0,0.0,0,,,,kleinke01
488,Kevin Weekes,30,NYR,G,32,0,0.00,0.03,0.03,0.01,0.13,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,4.7,0,,,,weekeke01
489,Kevyn Adams,31,CAR,C,82,10,0.18,0.10,0.28,0.13,0.44,1.95,15,8,23,10,36,1,76,41,0,0.7,1.1,1.8,0,,,,adamske01
490,Kim Johnsson,29,PHI,D,47,8,0.13,0.40,0.53,0.18,0.72,2.06,6,18,24,8,61,24,44,12,5,1.8,2.3,4.1,0,,,,johnski01
491,Kimmo Timonen,30,NSH,D,79,16,0.14,0.49,0.63,0.21,0.94,1.97,11,37,48,16,110,63,76,26,-3,3.9,3.8,7.7,0,,,,timonki01
492,Kip Brennan,25,MDA,LW,12,0,0.00,0.08,0.08,0.02,2.92,0.42,0,1,1,0,1,0,3,0,-2,-0.1,0.0,-0.1,0,,,,brennki01
493,Kirk Maltby,33,DET,RW,82,4,0.06,0.07,0.13,0.05,0.98,1.40,5,6,11,4,22,0,57,26,-9,-1.7,0.8,-0.9,0,,,,maltbki01
494,Konstantin Koltsov,24,PIT,LW,60,3,0.05,0.10,0.15,0.05,0.33,1.20,3,6,9,3,15,1,47,23,-10,-1.2,0.4,-0.7,0,,,,koltsko01
495,Konstantin Pushkarev,20,LAK,RW,1,0,0.00,1.00,1.00,0.26,0.00,0.00,0,1,1,0,1,0,1,0,0,0.1,0.0,0.1,0,,,,pushkko01
496,Kris Beech,24,TOT,C,10,1,0.10,0.20,0.30,0.11,0.40,1.20,1,2,3,1,6,1,4,0,1,0.0,0.2,0.2,0,,,,beechkr01
496,Kris Beech,24,NSH,C,5,1,0.20,0.40,0.60,0.21,0.00,1.20,1,2,3,1,5,1,3,0,1,0.2,0.1,0.3,0,,,,beechkr01
496,Kris Beech,24,WSH,C,5,0,0.00,0.00,0.00,0.00,0.80,1.20,0,0,0,0,1,0,1,0,0,-0.1,0.0,-0.1,0,,,,beechkr01
497,Kris Draper,34,DET,RW,80,11,0.13,0.28,0.40,0.14,0.73,1.91,10,21,31,11,51,5,78,35,3,0.0,1.6,1.6,0,,,,drapekr01
498,Kristian Huselius,27,TOT,LW,78,18,0.26,0.35,0.60,0.23,0.51,2.10,20,26,46,18,72,43,38,0,-9,3.3,1.2,4.5,0,,,,huselkr01
498,Kristian Huselius,27,CGY,LW,54,15,0.28,0.44,0.72,0.27,0.67,1.98,15,23,38,14,58,35,21,0,2,3.0,1.2,4.3,0,,,,huselkr01
498,Kristian Huselius,27,FLA,LW,24,4,0.21,0.13,0.33,0.15,0.17,2.38,5,3,8,4,14,8,17,0,-11,0.3,-0.1,0.2,0,,,,huselkr01
499,Krys Kolanos,24,TOT,C,15,1,0.13,0.07,0.20,0.09,0.27,1.47,2,1,3,1,4,2,1,0,1,0.0,0.2,0.3,0,,,,kolankr01
499,Krys Kolanos,24,PHX,C,9,1,0.22,0.11,0.33,0.15,0.22,1.67,2,1,3,1,4,2,0,0,2,0.2,0.2,0.4,0,,,,kolankr01
499,Krys Kolanos,24,EDM,C,6,0,0.00,0.00,0.00,0.00,0.33,1.17,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,kolankr01
500,Krzysztof Oliwa,32,NJD,LW,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,0,0,2,0,-2,-0.1,0.0,-0.1,0,,,,oliwakr01
501,Kurt Sauer,25,COL,D,37,2,0.03,0.11,0.14,0.04,0.65,0.51,1,4,5,2,19,0,18,4,5,0.0,1.3,1.4,0,,,,sauerku01
502,Kurtis Foster,24,MIN,D,58,10,0.17,0.31,0.48,0.18,1.03,2.14,10,17,27,10,56,27,37,5,-3,2.4,3.1,5.6,0,,,,fosteku01
503,Kyle Brodziak,21,EDM,C,10,0,0.00,0.00,0.00,0.00,0.40,0.70,0,0,0,0,2,0,6,0,-4,-0.3,0.0,-0.3,0,,,,brodzky01
504,Kyle Calder,27,CHI,LW,79,23,0.33,0.42,0.75,0.29,0.66,2.32,26,32,58,23,81,23,78,16,-4,4.2,1.5,5.6,0,,,,caldeky01
505,Kyle McLaren,28,SJS,D,77,7,0.03,0.27,0.30,0.09,0.86,0.87,2,20,22,7,71,15,84,34,6,0.4,4.2,4.6,0,,,,mclarky01
506,Kyle Quincey,20,DET,D,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,quincky01
507,Kyle Wanvig,25,MIN,RW,51,4,0.08,0.16,0.24,0.08,1.25,1.08,4,8,12,4,16,4,20,0,-8,0.0,0.5,0.5,0,,,,wanviky01
508,Kyle Wellwood,22,TOR,C,81,15,0.14,0.42,0.56,0.18,0.17,1.44,11,33,44,15,62,33,30,1,0,2.5,1.2,3.6,0,,,,wellwky01
509,Ladislav Nagy,26,PHX,LW,51,19,0.29,0.80,1.10,0.37,1.45,2.59,15,39,54,19,80,46,33,7,8,4.1,1.4,5.5,0,,,,nagyla01
510,Lasse Pirjetä,31,PIT,C,25,3,0.16,0.12,0.28,0.12,0.72,1.20,4,3,7,3,11,0,7,0,4,0.4,0.4,0.8,0,,,,pirjela01
511,Lee Goren,28,VAN,RW,28,1,0.04,0.07,0.11,0.04,1.07,1.32,1,2,3,1,7,2,11,0,-6,-0.2,0.0,-0.2,0,,,,gorenle01
512,Lee Stempniak,22,STL,RW,57,11,0.25,0.23,0.47,0.19,0.39,1.75,14,12,26,11,35,10,35,0,-10,1.6,0.8,2.4,0,,,,stemple01
513,Louis Robitaille,23,WSH,D,2,0,0.00,0.00,0.00,0.00,2.50,0.00,0,0,0,0,0,0,1,0,-1,0.0,-0.1,-0.1,0,,,,robitlo01
514,Ľubomír Višňovský,29,LAK,D,80,22,0.21,0.63,0.84,0.28,0.63,1.90,17,48,65,22,124,55,74,12,7,6.0,4.1,10.1,0,,,,visnolu01
515,Luc Robitaille,39,LAK,LW,65,10,0.23,0.14,0.37,0.16,0.80,1.92,15,9,24,11,47,23,31,1,-6,1.1,0.7,1.8,0,,,,robitlu01
516,Lukáš Krajíček,22,FLA,D,67,5,0.03,0.21,0.24,0.07,0.75,1.33,2,13,15,5,48,13,50,16,1,0.3,2.3,2.6,0,,,,krajilu01
517,Luke Richardson,36,TOT,D,65,3,0.02,0.14,0.15,0.05,1.09,0.62,1,9,10,3,30,4,69,24,-19,-0.2,0.9,0.8,0,,,,richalu01
517,Luke Richardson,36,CBJ,D,44,2,0.02,0.14,0.16,0.05,0.68,0.55,1,6,7,2,15,0,49,16,-18,0.0,0.1,0.1,0,,,,richalu01
517,Luke Richardson,36,TOR,D,21,1,0.00,0.14,0.14,0.04,1.95,0.76,0,3,3,1,15,4,20,8,-1,-0.2,0.8,0.6,0,,,,richalu01
518,Lyle Odelein,37,PIT,D,27,0,0.00,0.04,0.04,0.01,1.85,0.63,0,1,1,0,9,2,32,15,-10,-0.4,0.0,-0.4,0,,,,odelely01
519,Lynn Loyns,24,CGY,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,loynsly01
520,Manny Fernandez,31,MIN,G,58,1,0.00,0.05,0.05,0.01,0.10,0.00,0,3,3,1,3,3,0,0,0,0.0,0.0,12.8,0,,,,fernama01
521,Manny Legace,32,DET,G,51,0,0.00,0.02,0.02,0.01,0.00,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,9.3,0,,,,legacma01
522,Manny Malhotra,25,CBJ,C,58,11,0.17,0.36,0.53,0.19,0.71,1.76,10,20,30,11,43,7,61,26,1,1.3,1.1,2.4,0,,,,malhoma01
523,Marc Chouinard,28,MIN,C,74,12,0.19,0.22,0.41,0.16,0.46,1.51,14,15,29,12,61,32,50,22,1,0.8,1.9,2.7,0,,,,chouima01
524,Marc Denis,28,CBJ,G,49,0,0.00,0.02,0.02,0.01,0.04,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,8.9,0,,,,denisma01
525,Marc Pouliot,20,EDM,C,8,1,0.13,0.00,0.13,0.07,0.00,0.63,1,0,1,1,1,0,0,0,1,0.0,0.1,0.1,0,,,,poulima01
526,Marc Savard,28,ATL,C,82,34,0.34,0.84,1.18,0.41,1.22,2.59,28,66,94,33,134,71,68,12,7,7.5,1.8,9.3,0,,,,savarma01
527,Marc-André Bergeron,25,EDM,D,75,13,0.20,0.27,0.47,0.18,0.51,1.92,15,19,34,13,89,35,70,19,3,3.0,4.1,7.1,0,,,,bergema02
528,Marc-André Fleury,21,PIT,G,50,0,0.00,0.02,0.02,0.01,0.00,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,8.4,0,,,,fleurma01
529,Marcel Goc,22,SJS,C,81,8,0.10,0.17,0.27,0.10,0.27,1.19,8,13,21,8,32,8,44,13,-7,0.2,0.8,1.0,0,,,,gocma01
530,Marcel Hossa,24,NYR,LW,64,7,0.16,0.09,0.25,0.11,0.44,1.64,10,6,16,7,27,8,28,3,-6,0.5,0.6,1.1,0,,,,hossama02
531,Marco Sturm,27,TOT,LW,74,24,0.39,0.41,0.80,0.32,0.65,2.43,29,29,58,24,94,34,65,11,6,4.8,1.7,6.5,0,,,,sturmma01
531,Marco Sturm,27,BOS,LW,51,18,0.45,0.39,0.84,0.35,0.63,2.59,23,19,42,18,74,22,43,5,14,3.8,1.6,5.4,0,,,,sturmma01
531,Marco Sturm,27,SJS,LW,23,6,0.26,0.43,0.70,0.26,0.70,2.09,6,10,16,6,20,12,22,6,-8,1.0,0.2,1.2,0,,,,sturmma01
532,Marcus Nilson,27,CGY,LW,70,6,0.09,0.16,0.24,0.09,0.46,1.19,6,11,17,6,38,10,40,25,13,-0.7,2.0,1.3,0,,,,nilsoma01
533,Marek Malík,30,NYR,D,74,5,0.03,0.22,0.24,0.07,1.05,0.95,2,15,17,5,67,9,63,33,28,0.2,5.5,5.7,0,,,,malikma01
534,Marek Svatoš,23,COL,RW,61,22,0.52,0.30,0.82,0.36,0.98,2.70,32,17,49,22,70,36,35,1,0,5.6,0.9,6.4,0,,,,svatoma01
535,Marek Židlický,28,NSH,D,67,16,0.18,0.55,0.73,0.24,1.22,1.69,12,35,47,16,98,53,44,7,8,4.4,3.6,8.0,0,,,,zidlima01
536,Marián Gáborík,23,MIN,RW,65,28,0.58,0.43,1.02,0.43,0.98,3.88,38,27,65,28,94,40,49,1,6,6.8,2.0,8.9,0,,,,gaborma01
537,Marián Hossa,27,ATL,RW,80,35,0.49,0.66,1.15,0.44,0.84,4.26,39,51,90,35,141,74,68,18,17,7.9,2.2,10.2,0,,,,hossama01
538,Mario Lemieux,40,PIT,C,26,8,0.27,0.58,0.85,0.30,0.62,2.96,7,14,21,8,30,20,27,1,-16,1.3,-0.1,1.2,0,,,,lemiema01
