,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
Rk,Player,Age,Tm,Pos,GP,GC,G,A,PTS,GC,PIM,S,G,A,PTS,GC,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.,-9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999
539,Mariusz Czerkawski,33,TOT,RW,35,5,0.23,0.06,0.29,0.14,0.29,2.06,8,2,10,5,13,4,15,0,-6,0.5,0.3,0.7,0,,,,czerkma01
539,Mariusz Czerkawski,33,TOR,RW,19,2,0.21,0.05,0.26,0.13,0.32,2.16,4,1,5,2,8,3,7,0,-2,0.1,0.2,0.3,0,,,,czerkma01
539,Mariusz Czerkawski,33,BOS,RW,16,2,0.25,0.06,0.31,0.15,0.25,1.94,4,1,5,2,5,1,8,0,-4,0.3,0.1,0.4,0,,,,czerkma01
540,Mark Bell,25,CHI,LW,82,20,0.30,0.28,0.59,0.24,1.30,2.77,25,22,47,20,70,31,66,13,-14,3.0,1.1,4.1,0,,,,bellma01
541,Mark Cullen,27,CHI,C,29,6,0.24,0.31,0.55,0.21,0.07,1.55,7,9,16,6,19,1,15,4,7,1.2,0.7,1.8,0,,,,cullema02
542,Mark Eaton,28,NSH,D,69,2,0.04,0.01,0.06,0.03,0.64,0.41,3,1,4,2,33,0,76,41,-2,-0.9,2.9,2.0,0,,,,eatonma01
543,Mark Giordano,22,CGY,D,7,0,0.00,0.14,0.14,0.04,1.14,0.71,0,1,1,0,4,1,1,0,2,0.0,0.4,0.4,0,,,,giordma01
544,Mark Hartigan,28,CBJ,C,33,6,0.27,0.09,0.36,0.17,0.67,1.64,9,3,12,6,19,8,12,0,-1,1.0,0.4,1.4,0,,,,hartima01
545,Mark Mowers,31,DET,RW,46,5,0.09,0.24,0.33,0.11,0.35,1.41,4,11,15,5,24,1,12,2,13,0.8,0.9,1.6,0,,,,mowerma01
546,Mark Parrish,28,TOT,RW,76,21,0.38,0.26,0.64,0.27,0.26,1.80,29,19,48,21,70,43,82,32,-23,3.5,0.7,4.2,0,,,,parrima01
546,Mark Parrish,28,NYI,RW,57,17,0.42,0.30,0.72,0.30,0.28,1.79,24,16,40,17,60,35,71,32,-14,3.1,0.8,3.8,0,,,,parrima01
546,Mark Parrish,28,LAK,RW,19,3,0.26,0.16,0.42,0.18,0.21,1.84,5,3,8,4,10,8,11,0,-9,0.4,0.0,0.4,0,,,,parrima01
547,Mark Popovic,23,ATL,D,7,0,0.00,0.00,0.00,0.00,0.00,0.86,0,0,0,0,0,0,5,0,-5,-0.1,-0.2,-0.3,0,,,,popovma01
548,Mark Recchi,37,TOT,RW,83,24,0.34,0.43,0.77,0.29,0.82,2.40,28,35,63,25,96,53,119,40,-36,4.0,0.3,4.4,0,,,,recchma01
548,Mark Recchi,37,PIT,RW,63,21,0.38,0.52,0.90,0.34,0.89,2.60,24,32,56,22,82,46,104,40,-28,4.0,0.3,4.2,0,,,,recchma01
548,Mark Recchi,37,CAR,RW,20,3,0.20,0.15,0.35,0.15,0.60,1.75,4,3,7,3,14,7,15,0,-8,0.1,0.1,0.1,0,,,,recchma01
549,Mark Rycroft,27,STL,LW,80,4,0.08,0.05,0.13,0.05,0.58,0.96,6,4,10,4,14,1,47,20,-14,-0.9,0.7,-0.2,0,,,,rycroma01
550,Mark Smith,28,SJS,C,80,9,0.11,0.19,0.30,0.11,1.21,1.25,9,14,23,9,42,9,42,12,3,0.4,1.2,1.7,0,,,,smithma01
551,Mark Streit,28,MTL,D,48,4,0.04,0.19,0.23,0.07,0.58,1.08,2,9,11,4,38,25,19,0,-6,0.5,1.2,1.6,0,,,,streima01
552,Mark Stuart,21,BOS,D,17,1,0.06,0.06,0.12,0.05,0.59,0.53,1,1,2,1,14,0,21,6,-1,-0.1,0.6,0.5,0,,,,stuarma01
553,Markus Näslund,32,VAN,LW,81,30,0.40,0.58,0.98,0.37,0.81,3.26,32,45,77,30,99,54,64,0,-19,6.5,1.0,7.5,0,,,,nasluma02
554,Martin Biron,28,BUF,G,35,0,0.00,0.03,0.03,0.01,0.29,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,6.3,0,,,,bironma01
555,Martin Brodeur,33,NJD,G,73,1,0.00,0.04,0.04,0.01,0.05,0.03,0,3,3,1,3,0,0,0,0,0.0,0.0,14.9,0,,,,brodema01
556,Martin Cibák,25,TBL,C,65,3,0.03,0.09,0.12,0.04,0.34,0.77,2,6,8,3,9,1,17,0,-9,-0.3,0.2,-0.1,0,,,,cibakma01
557,Martin Erat,24,NSH,LW,80,18,0.25,0.36,0.61,0.23,0.95,1.79,20,28,48,19,67,24,46,3,0,3.3,1.3,4.7,0,,,,eratma01
558,Martin Gélinas,35,FLA,LW,82,16,0.21,0.29,0.50,0.19,0.98,2.27,17,23,40,16,70,9,42,8,27,1.9,2.2,4.2,0,,,,gelinma01
559,Martin Gerber,31,CAR,G,60,1,0.00,0.03,0.03,0.01,0.07,0.00,0,2,2,1,2,2,0,0,0,0.0,0.0,11.2,0,,,,gerbema01
560,Martin Havlát,24,OTT,LW,18,7,0.50,0.39,0.89,0.38,0.22,3.17,9,7,16,7,17,5,8,2,6,1.5,0.5,2.1,0,,,,havlama01
561,Martin Lapointe,32,CHI,RW,82,12,0.17,0.21,0.38,0.15,1.29,1.65,14,16,30,12,56,26,61,1,-30,0.9,0.2,1.1,0,,,,lapoima01
562,Martin Prusek,30,CBJ,G,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0,,,,prusema01
563,Martin Ručinský,34,NYR,LW,52,19,0.31,0.75,1.06,0.37,1.08,2.92,16,37,53,19,74,41,27,4,10,4.2,1.5,5.7,0,,,,rucinma01
564,Martin Škoula,26,TOT,D,78,7,0.06,0.21,0.27,0.09,0.59,1.18,5,16,21,7,74,25,54,11,6,0.8,4.3,5.1,0,,,,skoulma01
564,Martin Škoula,26,DAL,D,61,5,0.07,0.18,0.25,0.08,0.59,1.28,4,11,15,5,58,18,41,7,6,0.5,3.2,3.7,0,,,,skoulma01
564,Martin Škoula,26,MIN,D,17,2,0.06,0.29,0.35,0.11,0.59,0.82,1,5,6,2,16,7,13,4,0,0.3,1.1,1.3,0,,,,skoulma01
565,Martin St. Louis,30,TBL,RW,80,24,0.39,0.38,0.76,0.30,0.48,2.76,31,29,60,25,91,37,70,13,-3,4.0,2.0,6.1,0,,,,stlouma01
566,Martin St. Pierre,22,CHI,C,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,stpiema01
567,Martin Straka,33,NYR,LW,82,26,0.27,0.66,0.93,0.32,0.51,2.09,22,52,74,26,121,52,54,2,17,5.1,2.5,7.5,0,,,,strakma01
568,Marty Reasoner,28,TOT,C,77,12,0.14,0.30,0.44,0.16,0.36,1.32,11,22,33,12,46,17,56,13,-14,1.4,0.7,2.1,0,,,,reasoma01
568,Marty Reasoner,28,EDM,C,58,9,0.16,0.29,0.45,0.16,0.34,1.09,9,16,25,9,34,15,44,13,-12,1.3,0.5,1.7,0,,,,reasoma01
568,Marty Reasoner,28,BOS,C,19,3,0.11,0.32,0.42,0.14,0.42,2.05,2,6,8,3,12,2,12,0,-2,0.2,0.2,0.4,0,,,,reasoma01
569,Marty Turco,30,DAL,G,68,1,0.00,0.03,0.03,0.01,0.41,0.04,0,2,2,1,2,1,0,0,0,0.0,0.0,9.2,0,,,,turcoma01
570,Masi Marjamäki,21,NYI,RW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,marjama01
571,Mathias Tjärnqvist,26,DAL,C,33,2,0.06,0.12,0.18,0.06,0.55,1.09,2,4,6,2,11,1,7,1,4,0.0,0.5,0.5,0,,,,tjarnma01
572,Mathieu Biron,25,WSH,D,52,5,0.08,0.17,0.25,0.09,0.96,1.17,4,9,13,5,41,24,34,6,-11,1.0,0.2,1.2,0,,,,bironma02
573,Mathieu Dandenault,29,MTL,D,82,7,0.06,0.18,0.24,0.08,1.01,1.23,5,14,19,7,58,7,70,27,8,0.7,4.2,4.8,0,,,,dandema01
574,Mathieu Garon,28,LAK,G,63,1,0.00,0.05,0.05,0.01,0.13,0.00,0,3,3,1,3,1,0,0,0,0.0,0.0,9.1,0,,,,garonma01
575,Mathieu Roy,22,EDM,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,royma01
576,Mathieu Schneider,36,DET,D,72,21,0.29,0.53,0.82,0.30,1.19,2.61,21,36,57,21,135,54,66,18,33,5.8,6.1,11.9,0,,,,schnema01
577,Mats Sundin,34,TOR,C,70,29,0.44,0.67,1.11,0.41,0.83,3.14,31,45,76,29,108,62,57,18,7,6.6,1.9,8.4,0,,,,sundima01
578,Matt Bradley,27,WSH,RW,74,7,0.09,0.16,0.26,0.10,0.97,1.18,7,11,18,7,30,0,53,15,-8,-0.1,0.5,0.5,0,,,,bradlma01
579,Matt Carkner,25,SJS,D,1,0,0.00,1.00,1.00,0.27,2.00,0.00,0,1,1,0,1,0,1,0,0,0.1,0.0,0.1,0,,,,carknma01
580,Matt Carle,21,SJS,D,12,2,0.25,0.25,0.50,0.20,1.17,0.92,3,3,6,2,13,7,8,0,-2,0.7,0.3,0.9,0,,,,carlema01
581,Matt Cooke,27,VAN,LW,45,7,0.18,0.22,0.40,0.15,1.58,1.49,8,10,18,7,24,6,35,9,-8,0.7,0.4,1.1,0,,,,cookema01
582,Matt Cullen,29,CAR,C,78,20,0.32,0.31,0.63,0.26,0.51,2.74,25,23,48,20,79,34,43,2,4,3.6,1.5,5.1,0,,,,cullema01
583,Matt Ellison,22,TOT,RW,31,4,0.10,0.32,0.42,0.14,0.61,1.58,3,10,13,4,19,8,22,9,-2,0.4,0.4,0.8,0,,,,ellisma02
583,Matt Ellison,22,CHI,RW,26,4,0.12,0.35,0.46,0.16,0.65,1.81,3,9,12,4,17,8,21,8,-4,0.4,0.3,0.6,0,,,,ellisma02
583,Matt Ellison,22,PHI,RW,5,0,0.00,0.20,0.20,0.05,0.40,0.40,0,1,1,0,2,0,1,1,2,0.0,0.1,0.1,0,,,,ellisma02
584,Matt Foy,22,MIN,RW,19,2,0.11,0.16,0.26,0.10,0.84,1.11,2,3,5,2,8,3,9,0,-4,0.1,0.2,0.2,0,,,,foyma01
585,Matt Greene,22,EDM,D,27,1,0.00,0.07,0.07,0.02,1.59,0.37,0,2,2,1,9,0,15,0,-6,-0.2,0.3,0.1,0,,,,greenma01
586,Matt Hussey,26,PIT,C,13,0,0.00,0.08,0.08,0.02,0.00,1.31,0,1,1,0,1,0,6,0,-5,-0.3,-0.1,-0.4,0,,,,hussema01
587,Matt Jones,22,PHX,D,16,1,0.00,0.13,0.13,0.03,0.88,0.63,0,2,2,1,7,0,12,3,-2,0.0,0.3,0.2,0,,,,jonesma01
588,Matt Keith,22,CHI,RW,2,0,0.00,0.00,0.00,0.00,0.00,3.00,0,0,0,0,1,0,1,0,0,-0.1,0.0,0.0,0,,,,keithma01
589,Matt Koalska,25,NYI,C,3,0,0.00,0.00,0.00,0.00,0.67,1.00,0,0,0,0,0,0,1,0,-1,-0.1,0.0,-0.1,0,,,,koalsma01
590,Matt Murley,26,PIT,LW,41,2,0.02,0.12,0.15,0.05,0.59,1.17,1,5,6,2,8,0,39,22,-9,-0.7,0.1,-0.6,0,,,,murlema01
591,Matt Pettinger,25,WSH,LW,71,16,0.28,0.25,0.54,0.23,0.55,1.89,20,17,37,16,59,17,62,18,-2,2.7,0.9,3.6,0,,,,pettima01
592,Matt Ryan,22,LAK,C,12,0,0.00,0.08,0.08,0.02,0.17,0.67,0,1,1,0,1,0,5,0,-4,-0.1,-0.1,-0.2,0,,,,ryanma01
593,Matt Stajan,22,TOR,C,80,11,0.19,0.15,0.34,0.14,0.63,1.04,15,11,26,11,39,7,50,23,5,1.4,1.2,2.6,0,,,,stajama01
594,Matt Walker,25,STL,D,54,1,0.00,0.04,0.04,0.01,1.46,1.09,0,2,2,1,19,0,33,7,-7,-0.7,1.6,0.9,0,,,,walkema01
595,Matthew Barnaby,32,CHI,LW,82,10,0.10,0.24,0.34,0.12,2.17,1.04,8,19,27,10,43,2,64,12,-11,0.3,0.8,1.2,0,,,,barnama01
596,Matthew Lombardi,23,CGY,C,55,9,0.11,0.36,0.47,0.16,0.87,1.31,6,19,25,8,31,8,40,16,-1,0.9,1.1,2.0,0,,,,lombama01
597,Matthew Spiller,22,PHX,D,8,0,0.00,0.13,0.13,0.03,1.63,0.38,0,1,1,0,2,0,3,0,-1,0.0,0.1,0.1,0,,,,spillma01
598,Mattias Norström,34,LAK,D,77,8,0.05,0.30,0.35,0.11,0.75,1.08,4,22,26,8,58,16,93,48,-3,1.1,2.9,4.0,0,,,,norstma01
599,Mattias Öhlund,29,VAN,D,78,12,0.17,0.26,0.42,0.16,1.18,2.35,13,19,32,12,99,40,118,53,-6,2.1,3.9,6.1,0,,,,ohlunma01
600,Mattias Weinhandl,25,TOT,RW,68,4,0.06,0.10,0.16,0.06,0.35,0.84,4,7,11,4,20,6,20,2,-4,-0.4,0.6,0.3,0,,,,weinhma01
600,Mattias Weinhandl,25,NYI,RW,53,2,0.04,0.08,0.11,0.04,0.26,0.75,2,4,6,2,11,3,14,2,-4,-0.4,0.3,-0.1,0,,,,weinhma01
600,Mattias Weinhandl,25,MIN,RW,15,2,0.13,0.20,0.33,0.13,0.67,1.13,2,3,5,2,9,3,6,0,0,0.0,0.3,0.4,0,,,,weinhma01
601,Maxim Afinogenov,26,BUF,RW,77,25,0.29,0.66,0.95,0.33,1.09,3.13,22,49,71,25,102,48,48,0,6,5.6,1.8,7.4,0,,,,afinoma01
602,Maxim Kondratiev,23,NYR,D,29,1,0.03,0.07,0.10,0.04,0.76,0.55,1,2,3,1,14,1,21,6,-2,-0.2,0.9,0.8,0,,,,kondrma01
603,Maxim Lapierre,20,MTL,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,0.0,0,,,,lapiema01
604,Maxime Ouellet,24,VAN,G,4,0,0.00,0.00,0.00,0.00,0.50,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0,,,,ouellma01
605,Maxime Talbot,21,PIT,C,48,3,0.10,0.06,0.17,0.07,1.23,0.94,5,3,8,4,9,0,53,32,-12,-0.3,0.1,-0.2,0,,,,talboma01
606,Michael Garnett,23,ATL,G,24,1,0.00,0.08,0.08,0.02,0.00,0.00,0,2,2,1,2,1,0,0,0,0.0,0.0,2.7,0,,,,garnemi01
607,Michael Holmqvist,26,CHI,C,72,8,0.14,0.14,0.28,0.11,0.22,1.47,10,10,20,8,29,5,58,20,-14,0.1,0.6,0.7,0,,,,holmqmi01
608,Michael Nylander,33,NYR,C,81,27,0.28,0.69,0.98,0.34,0.94,2.12,23,54,77,27,120,42,47,0,31,5.5,3.0,8.4,0,,,,nylanmi01
609,Michael Peca,31,EDM,C,71,9,0.13,0.20,0.32,0.12,0.79,1.52,9,13,22,8,30,8,51,25,-4,-0.3,1.3,1.0,0,,,,pecami01
610,Michael Ryder,25,MTL,RW,81,23,0.37,0.31,0.68,0.28,0.49,3.00,30,24,54,23,87,50,43,1,-5,4.6,1.3,5.9,0,,,,rydermi01
611,Michal Barinka,21,CHI,D,25,0,0.00,0.04,0.04,0.01,0.80,0.76,0,1,1,0,14,0,25,4,-7,-0.3,0.3,-0.1,0,,,,barinmi01
612,Michal Handzuš,28,PHI,C,73,15,0.15,0.45,0.60,0.21,0.52,1.55,11,32,43,15,66,22,90,44,-2,1.6,1.2,2.7,0,,,,handzmi01
613,Michal Rozsíval,27,NYR,D,82,9,0.06,0.30,0.37,0.11,1.10,1.40,5,24,29,9,93,22,76,40,35,1.3,6.8,8.1,0,,,,rozsimi01
614,Michel Ouellet,23,PIT,LW,50,13,0.32,0.32,0.64,0.25,0.32,1.74,16,15,31,13,49,32,32,2,-13,2.6,0.2,2.8,0,,,,ouellmi01
615,Miikka Kiprusoff,29,CGY,G,74,1,0.00,0.03,0.03,0.01,0.14,0.00,0,2,2,1,2,1,0,0,0,0.0,0.0,16.2,0,,,,kiprumi01
616,Mika Noronen,26,TOT,G,8,0,0.00,0.00,0.00,0.00,0.25,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0,,,,noronmi01
616,Mika Noronen,26,BUF,G,4,0,0.00,0.00,0.00,0.00,0.50,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,noronmi01
616,Mika Noronen,26,VAN,G,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0,,,,noronmi01
617,Mikael Samuelsson,29,DET,RW,71,18,0.32,0.31,0.63,0.26,0.59,2.63,23,21,44,18,71,26,19,1,27,3.9,2.0,5.9,0,,,,samuemi01
618,Mikael Tellqvist,26,TOR,G,25,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,3.8,0,,,,tellqmi01
619,Mike Brown,26,CHI,LW,2,0,0.00,0.50,0.50,0.14,4.50,0.50,0,1,1,0,1,0,1,0,0,0.1,0.0,0.1,0,,,,brownmi01
620,Mike Cammalleri,23,LAK,C,80,21,0.33,0.36,0.69,0.27,0.63,2.58,26,28,54,22,86,50,57,7,-14,4.0,0.9,4.8,0,,,,cammami01
621,Mike Commodore,26,CAR,D,72,4,0.04,0.14,0.18,0.06,1.92,1.00,3,10,13,4,51,2,58,21,12,0.3,2.9,3.1,0,,,,commomi01
622,Mike Comrie,25,PHX,C,80,24,0.38,0.38,0.75,0.30,0.69,2.38,30,29,59,24,94,47,46,1,2,5.0,1.6,6.6,0,,,,comrimi01
623,Mike Dunham,33,ATL,G,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.7,0,,,,dunhami01
624,Mike Fisher,25,OTT,C,68,18,0.32,0.32,0.65,0.26,0.94,2.21,22,21,43,18,70,17,58,28,23,3.2,2.0,5.1,0,,,,fishemi01
625,Mike Glumac,25,STL,C,33,5,0.21,0.15,0.36,0.15,1.00,1.67,7,5,12,5,21,15,14,0,-8,0.7,0.3,1.0,0,,,,glumami01
626,Mike Green,20,WSH,D,22,1,0.05,0.09,0.14,0.05,0.82,0.59,1,2,3,1,14,3,23,4,-8,0.0,-0.1,0.0,0,,,,greenmi03
627,Mike Grier,31,BUF,RW,81,8,0.09,0.20,0.28,0.10,0.35,1.35,7,15,22,8,39,0,69,23,-7,-0.5,1.2,0.7,0,,,,griermi01
628,Mike Johnson,31,PHX,RW,80,19,0.20,0.48,0.68,0.23,0.63,1.81,16,36,52,19,82,34,70,29,7,2.9,1.8,4.8,0,,,,johnsmi01
629,Mike Knuble,33,PHI,RW,82,27,0.41,0.38,0.79,0.33,0.98,2.65,34,30,64,27,120,48,65,18,25,5.1,2.5,7.5,0,,,,knublmi01
630,Mike Komisarek,24,MTL,D,71,2,0.03,0.06,0.08,0.03,1.63,0.93,2,4,6,2,25,0,40,14,-1,-0.4,2.3,1.9,0,,,,komismi01
631,Mike Leclerc,29,TOT,LW,50,10,0.20,0.32,0.52,0.19,0.74,1.30,10,15,25,10,33,13,22,2,0,1.6,0.8,2.4,0,,,,leclemi01
631,Mike Leclerc,29,PHX,LW,35,8,0.26,0.34,0.60,0.23,0.83,1.26,9,11,20,8,26,10,18,2,0,1.5,0.6,2.1,0,,,,leclemi01
631,Mike Leclerc,29,CGY,LW,15,2,0.07,0.27,0.33,0.11,0.53,1.40,1,4,5,2,7,3,4,0,0,0.1,0.3,0.3,0,,,,leclemi01
632,Mike Modano,35,DAL,C,78,27,0.35,0.64,0.99,0.35,0.74,2.65,27,48,75,28,101,45,54,21,23,5.6,2.8,8.4,0,,,,modanmi01
633,Mike Morrison,26,TOT,G,25,0,0.00,0.04,0.04,0.01,0.08,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,1.8,0,,,,morrimi01
633,Mike Morrison,26,EDM,G,21,0,0.00,0.00,0.00,0.00,0.10,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5,0,,,,morrimi01
633,Mike Morrison,26,OTT,G,4,0,0.00,0.25,0.25,0.07,0.00,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,0.3,0,,,,morrimi01
634,Mike Rathje,31,PHI,D,79,7,0.04,0.27,0.30,0.09,0.58,0.70,3,20,23,7,81,10,90,41,22,0.8,4.4,5.2,0,,,,rathjmi01
635,Mike Ribeiro,25,MTL,LW,79,18,0.20,0.44,0.65,0.23,0.46,1.65,16,34,50,18,76,39,44,1,-6,2.8,1.3,4.1,0,,,,ribeimi01
636,Mike Ricci,34,PHX,C,78,7,0.13,0.08,0.21,0.09,0.88,0.64,10,6,16,7,24,9,77,40,-22,-0.4,0.4,0.0,0,,,,riccimi01
637,Mike Richards,20,PHI,C,79,12,0.14,0.29,0.43,0.16,0.82,2.13,11,22,33,12,58,13,59,20,6,1.0,1.3,2.3,0,,,,richami02
638,Mike Rupp,26,TOT,LW,40,3,0.10,0.05,0.15,0.07,1.45,0.98,4,2,6,3,15,1,23,6,-3,-0.1,0.3,0.2,0,,,,ruppmi01
638,Mike Rupp,26,CBJ,LW,39,3,0.10,0.05,0.15,0.07,1.49,0.97,4,2,6,3,15,1,23,6,-3,0.0,0.3,0.2,0,,,,ruppmi01
638,Mike Rupp,26,PHX,LW,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,ruppmi01
639,Mike Sillinger,34,TOT,C,79,25,0.41,0.39,0.80,0.32,0.80,2.67,32,29,61,25,93,51,86,27,-17,4.8,1.4,6.2,0,,,,sillimi01
639,Mike Sillinger,34,STL,C,48,17,0.46,0.40,0.85,0.35,1.02,2.73,22,18,40,17,53,32,58,20,-17,3.4,0.7,4.1,0,,,,sillimi01
639,Mike Sillinger,34,NSH,C,31,9,0.32,0.39,0.71,0.28,0.45,2.58,10,11,21,8,40,19,28,7,0,1.5,0.7,2.1,0,,,,sillimi01
640,Mike Stuart,25,STL,D,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,stuarmi01
641,Mike Van Ryn,26,FLA,D,80,12,0.10,0.36,0.46,0.15,1.13,1.93,8,28,36,12,93,26,79,27,15,2.3,4.4,6.7,0,,,,vanrymi01
642,Mike Weaver,27,LAK,D,53,2,0.00,0.17,0.17,0.04,0.26,0.40,0,9,9,2,18,0,44,23,-3,-0.1,1.3,1.2,0,,,,weavemi01
643,Mike York,28,NYI,C,75,17,0.17,0.52,0.69,0.23,0.40,1.95,13,37,50,17,79,35,93,40,-9,2.0,1.4,3.4,0,,,,yorkmi01
644,Mike Zigomanis,25,TOT,C,23,1,0.04,0.00,0.04,0.02,0.17,0.74,1,0,1,1,10,4,5,0,1,-0.4,0.3,-0.2,0,,,,zigommi01
644,Mike Zigomanis,25,CAR,C,21,1,0.05,0.00,0.05,0.03,0.19,0.76,1,0,1,1,10,4,5,0,1,-0.4,0.2,-0.1,0,,,,zigommi01
644,Mike Zigomanis,25,STL,C,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,zigommi01
645,Mikhail Yakubov,23,TOT,C,23,1,0.04,0.13,0.17,0.06,0.52,1.17,1,3,4,1,4,0,6,1,-1,-0.2,0.2,0.0,0,,,,yakubmi01
645,Mikhail Yakubov,23,FLA,C,13,0,0.00,0.08,0.08,0.02,0.31,1.23,0,1,1,0,1,0,2,0,-1,-0.2,0.1,-0.1,0,,,,yakubmi01
645,Mikhail Yakubov,23,CHI,C,10,1,0.10,0.20,0.30,0.11,0.80,1.10,1,2,3,1,3,0,4,1,0,0.0,0.1,0.2,0,,,,yakubmi01
646,Mikko Koivu,22,MIN,C,64,7,0.09,0.23,0.33,0.11,0.63,1.50,6,14,20,7,36,14,38,7,-9,0.2,0.9,1.1,0,,,,koivumi01
647,Milan Bartovič,24,CHI,RW,24,2,0.04,0.25,0.29,0.09,0.33,1.46,1,6,7,2,10,0,10,0,0,0.2,0.2,0.4,0,,,,bartomi01
648,Milan Hejduk,29,COL,RW,74,22,0.32,0.46,0.78,0.29,0.32,2.99,24,33,57,22,96,41,61,19,13,4.0,1.9,5.9,0,,,,hejdumi01
649,Milan Jurčina,22,BOS,D,51,5,0.12,0.10,0.22,0.09,1.06,1.25,6,5,11,5,34,4,40,13,3,0.7,2.0,2.7,0,,,,jurcimi01
650,Milan Michálek,21,SJS,RW,81,14,0.21,0.22,0.43,0.17,0.56,1.96,17,17,34,14,57,17,41,2,1,1.4,1.5,2.9,0,,,,michami01
651,Miroslav Šatan,31,NYI,RW,82,27,0.43,0.38,0.80,0.33,0.66,3.09,35,30,65,27,99,45,67,5,-8,5.2,1.5,6.8,0,,,,satanmi01
652,Nathan Dempsey,31,LAK,D,53,4,0.04,0.21,0.25,0.07,0.91,1.09,2,11,13,4,42,12,61,31,0,0.3,1.9,2.2,0,,,,dempsna01
653,Nathan Horton,20,FLA,C,71,20,0.39,0.27,0.66,0.28,1.25,2.28,28,18,46,20,70,25,41,4,8,3.9,1.4,5.4,0,,,,hortona01
654,Nathan Paetsch,22,BUF,D,1,0,0.00,1.00,1.00,0.27,0.00,0.00,0,1,1,0,1,1,1,0,-1,0.1,0.0,0.0,0,,,,paetsna01
655,Nathan Perrott,29,TOT,RW,26,1,0.08,0.04,0.12,0.05,2.15,0.73,2,1,3,1,5,0,8,0,-3,0.1,0.1,0.1,0,,,,perrona01
655,Nathan Perrott,29,DAL,RW,23,1,0.09,0.04,0.13,0.06,2.35,0.74,2,1,3,1,5,0,3,0,2,0.1,0.2,0.4,0,,,,perrona01
655,Nathan Perrott,29,TOR,RW,3,0,0.00,0.00,0.00,0.00,0.67,0.67,0,0,0,0,0,0,5,0,-5,-0.1,-0.2,-0.2,0,,,,perrona01
656,Nathan Robinson,24,BOS,C,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,robinna01
657,Nathan Smith,23,VAN,C,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,smithna02
658,Nick Boynton,27,BOS,D,54,5,0.09,0.13,0.22,0.09,1.72,1.65,5,7,12,5,38,3,62,20,-7,0.4,1.8,2.2,0,,,,boyntni01
659,Nick Schultz,23,MIN,D,79,4,0.03,0.15,0.18,0.05,0.54,0.57,2,11,13,4,50,1,71,24,2,-0.1,4.4,4.3,0,,,,schulni01
660,Nick Tarnasky,21,TBL,C,12,0,0.00,0.08,0.08,0.02,0.33,0.75,0,1,1,0,3,0,6,0,-3,-0.1,0.0,-0.1,0,,,,tarnani01
661,Nicklas Lidström,35,DET,D,80,26,0.20,0.80,1.00,0.32,0.63,3.04,16,61,77,25,161,81,93,34,21,6.8,6.1,12.9,0,,,,lidstni01
662,Niclas Hävelid,32,ATL,D,82,10,0.05,0.34,0.39,0.12,0.59,1.02,4,27,31,10,89,18,131,69,9,1.2,4.1,5.3,0,,,,havelni01
663,Niclas Wallin,30,CAR,D,50,3,0.08,0.08,0.16,0.07,0.84,0.88,4,4,8,3,30,2,45,19,2,0.2,1.6,1.8,0,,,,wallini01
