,Team A,Asset Sent,Asset Received,Team B,Num Players Sent,Num Player Received,Year,Month,Day
23,Canadiens, • cash, • Tommy Smith,Senators,1,1,1918,11,28
24,Senators, • Tommy Smith, • cash,Canadiens,1,1,1918,11,28
109,Bruins, • Lionel Hitchman, • cash,Senators,1,1,1925,1,10
110,Senators, • cash, • Lionel Hitchman,Bruins,1,1,1925,1,10
116,Bruins, • Sprague Cleghorn, • $5K cash,Canadiens,1,1,1925,11,8
117,Canadiens," • $5,000 cash", • Sprague Cleghorn,Bruins,1,1,1925,11,8
147,Blackhawks, • cash, • Art Gagne,Canadiens,1,1,1926,10,18
148,Canadiens, • Art Gagne, • cash,Blackhawks,1,1,1926,10,18
155,Bruins, • Billy Coutu, • Amby Moran,Canadiens,1,1,1926,10,22
156,Canadiens, • Amby Moran, • Billy Coutu,Bruins,1,1,1926,10,22
190,Bruins, • Billy Boucher, • Carson Cooper,Canadiens,1,1,1927,1,17
191,Bruins, • rights to Hal Winkler," • $5,000 cash",Rangers,1,1,1927,1,17
192,Canadiens, • Carson Cooper, • Billy Boucher,Bruins,1,1,1927,1,17
193,Rangers," • $5,000 cash", • rights to Hal Winkler,Bruins,1,1,1927,1,17
194,Bruins, • cash, • Stan Jackson,Senators,1,1,1927,1,18
195,Senators, • Stan Jackson, • cash,Bruins,1,1,1927,1,18
208,Blackhawks," • $15,000 cash", • George Hay• Percy Traub,RedWings,2,1,1927,4,11
209,RedWings, • George Hay• Percy Traub," • $15,000 cash",Blackhawks,1,2,1927,4,11
212,Bruins, • Carson Cooper, • Billy Boucher,Canadiens,1,1,1927,5,22
215,Canadiens, • Billy Boucher, • Carson Cooper,Bruins,1,1,1927,5,22
242,MapleLeafs, • Ed Gorman, • cash,Senators,1,1,1927,10,26
243,Senators, • cash, • Ed Gorman,MapleLeafs,1,1,1927,10,26
260,Bruins," • rights to Eric Pettinger• $15,000 cash", • Jim Herberts / Jimmy Herberts,MapleLeafs,1,2,1927,12,21
261,MapleLeafs, • Jim Herberts / Jimmy Herberts," • rights to Eric Pettinger• $15,000 cash",Bruins,2,1,1927,12,21
263,Blackhawks, • loan of Leo Lafrance, • cash,Canadiens,1,1,1927,12,30
264,Canadiens, • cash, • loan of Leo Lafrance,Blackhawks,1,1,1927,12,30
273,Canadiens, • George Patterson, • cash,MapleLeafs,1,1,1928,2,8
274,MapleLeafs, • cash, • George Patterson,Canadiens,1,1,1928,2,8
279,MapleLeafs," • rights to Jack Arbour• $12,500 cash", • Jim Herberts / Jimmy Herberts,RedWings,1,2,1928,4,8
280,RedWings, • Jim Herberts / Jimmy Herberts," • rights to Jack Arbour• $12,500 cash",MapleLeafs,2,1,1928,4,8
290,Bruins, • Eddie Rodden, • cash,MapleLeafs,1,1,1928,6,20
291,MapleLeafs, • cash, • Eddie Rodden,Bruins,1,1,1928,6,20
294,Blackhawks, • loan of Herb Gardiner, ,Canadiens,0,1,1928,8,27
295,Canadiens, , • loan of Herb Gardiner,Blackhawks,1,0,1928,8,27
298,Bruins, • rights to Frank Waite, • cash,Rangers,1,1,1928,9,1
302,Rangers, • cash, • rights to Frank Waite,Bruins,1,1,1928,9,1
319,MapleLeafs," • Lorne Chabot• Alex Gray / Peanuts Gray• $10,000 cash", • John Ross Roach / John Roach• Butch Keeling,Rangers,2,3,1928,10,17
320,Rangers, • John Ross Roach / John Roach• Butch Keeling," • Lorne Chabot• Alex Gray / Peanuts Gray• $10,000 cash",MapleLeafs,3,2,1928,10,17
327,Bruins, • Cy Denneny, • cash,Senators,1,1,1928,10,25
330,Senators, • cash, • Cy Denneny,Bruins,1,1,1928,10,25
352,Blackhawks, • loan of Art Lesieur for remainder of 1928-29 season, • loan of Herb Gardiner,Canadiens,1,1,1929,1,9
353,Canadiens, • loan of Herb Gardiner, • loan of Art Lesieur for remainder of 1928-29 season,Blackhawks,1,1,1929,1,9
354,Bruins, • rights to George Owen, • Eric Pettinger• rights to Hugh Plaxton,MapleLeafs,2,1,1929,1,10
355,MapleLeafs, • Eric Pettinger• rights to Hugh Plaxton, • rights to George Owen,Bruins,1,2,1929,1,10
358,Bruins, • rights to Myles Lane," • $7,500 cash",Rangers,1,1,1929,1,21
359,Rangers," • $7,500 cash", • rights to Myles Lane,Bruins,1,1,1929,1,21
360,Bruins, • Bill Carson, • cash,MapleLeafs,1,1,1929,1,25
361,MapleLeafs, • cash, • Bill Carson,Bruins,1,1,1929,1,25
367,Canadiens, • cash, • loan of Gerry Carson / Stub Carson for remainder of 1928-29 season,Rangers,1,1,1929,2,14
369,Rangers, • loan of Gerry Carson / Stub Carson for remainder of 1928-29 season, • cash,Canadiens,1,1,1929,2,14
376,Blackhawks, • rights to Clarence Abel / Taffy Abel," • $15,000 cash",Rangers,1,1,1929,4,15
377,Rangers," • $15,000 cash", • rights to Clarence Abel / Taffy Abel,Blackhawks,1,1,1929,4,15
378,Bruins, • Art Gagne, • cash,Canadiens,1,1,1929,5,13
379,Bruins, • George Patterson, • cash,Canadiens,1,1,1929,5,13
380,Bruins, • Herb Gardiner, • cash,Canadiens,1,1,1929,5,13
381,Canadiens, • cash, • Art Gagne,Bruins,1,1,1929,5,13
382,Canadiens, • cash, • George Patterson,Bruins,1,1,1929,5,13
383,Canadiens, • cash, • Herb Gardiner,Bruins,1,1,1929,5,13
419,Bruins, • cash, • Art Gagne,Senators,1,1,1929,12,21
420,Senators, • Art Gagne, • cash,Bruins,1,1,1929,12,21
428,Bruins, • Harry Connor, • Bill Hutton,Senators,1,1,1930,1,30
429,Senators, • Bill Hutton, • Harry Connor,Bruins,1,1,1930,1,30
430,MapleLeafs, • Frank Nighbor, • Dan Cox / Danny Cox• cash,Senators,2,1,1930,1,31
431,Senators, • Dan Cox / Danny Cox• cash, • Frank Nighbor,MapleLeafs,1,2,1930,1,31
437,Bruins," • Harry Foster / Yip Foster• $15,000 cash", • Bill Regan,Rangers,1,2,1930,2,14
438,Rangers, • Bill Regan," • Harry Foster / Yip Foster• $15,000 cash",Bruins,2,1,1930,2,14
453,MapleLeafs, • King Clancy," • Art Smith• Eric Pettinger• $35,000 cash",Senators,3,1,1930,10,10
454,Senators," • Art Smith• Eric Pettinger• $35,000 cash", • King Clancy,MapleLeafs,1,3,1930,10,10
456,Bruins, • Bill Hutton, • Harry Connor,Senators,1,1,1930,10,16
457,Senators, • Harry Connor, • Bill Hutton,Bruins,1,1,1930,10,16
477,Rangers, • cash, • rights to Leo Bourgeault,Senators,1,1,1930,12,7
478,Senators, • rights to Leo Bourgeault, • cash,Rangers,1,1,1930,12,7
501,Bruins, • Bud Cook, • cash,Canadiens,1,1,1931,5,13
502,Canadiens, • cash, • Bud Cook,Bruins,1,1,1931,5,13
503,Bruins, • Joe Jerwa, • Norm Gainor / Dutch Gainor,Rangers,1,1,1931,8,20
505,Rangers, • Norm Gainor / Dutch Gainor, • Joe Jerwa,Bruins,1,1,1931,8,20
511,Rangers, • cash, • Frank Peters / Frosty Peters,RedWings,1,1,1931,10,19
512,RedWings, • Frank Peters / Frosty Peters, • cash,Rangers,1,1,1931,10,19
518,Blackhawks, • Gene Callighen, • cash,Rangers,1,1,1931,10,27
519,Blackhawks, • Gene Carrigan, • cash,Rangers,1,1,1931,10,27
520,Rangers, • cash, • Gene Callighen,Blackhawks,1,1,1931,10,27
521,Rangers, • cash, • Gene Carrigan,Blackhawks,1,1,1931,10,27
534,Blackhawks, • cash, • Earl Miller,MapleLeafs,1,1,1932,2,8
535,MapleLeafs, • Earl Miller, • cash,Blackhawks,1,1,1932,2,8
544,Bruins," • Joe Lamb• $7,000 cash", • Cooney Weiland,Senators,1,2,1932,7,25
545,Senators, • Cooney Weiland," • Joe Lamb• $7,000 cash",Bruins,2,1,1932,7,25
546,Bruins, • rights to Orville Heximer / Obs Heximer," • $10,000 cash",Rangers,1,1,1932,8,22
547,Rangers," • $10,000 cash", • rights to Orville Heximer / Obs Heximer,Bruins,1,1,1932,8,22
550,Rangers, • Frank Peters / Frosty Peters, • Melville Vail / Sparky Vail,RedWings,1,1,1932,9,1
551,RedWings, • Melville Vail / Sparky Vail, • Frank Peters / Frosty Peters,Rangers,1,1,1932,9,1
558,Blackhawks, • cash, • Frank Ingram,Bruins,1,1,1932,10,17
559,Bruins, • Frank Ingram, • cash,Blackhawks,1,1,1932,10,17
568,Rangers," • $11,000 cash", • rights to John Ross Roach / John Roach,RedWings,1,1,1932,10,25
569,RedWings, • rights to John Ross Roach / John Roach," • $11,000 cash",Rangers,1,1,1932,10,25
582,Rangers," • $5,500 cash", • rights to Carl Voss,RedWings,1,1,1932,12,11
583,RedWings, • rights to Carl Voss," • $5,500 cash",Rangers,1,1,1932,12,11
597,Blackhawks, • Billy Burch, • Vic Ripley,Bruins,1,1,1933,1,17
598,Bruins, • Vic Ripley, • Billy Burch,Blackhawks,1,1,1933,1,17
599,Bruins, • Alex Smith, • future considerations (Earl Roche),Senators,1,1,1933,1,25
600,Senators, • future considerations (Earl Roche), • Alex Smith,Bruins,1,1,1933,1,25
613,Canadiens, • Leo Bourgeault• Harold Starr, • Marty Burke• future considerations (Nick Wasnie on 03-23),Senators,2,2,1933,2,14
614,Senators, • Marty Burke• future considerations (Nick Wasnie on 03-23), • Leo Bourgeault• Harold Starr,Canadiens,2,2,1933,2,14
617,Canadiens, • Marty Burke, • Nick Wasnie,Senators,1,1,1933,3,23
618,Senators, • Nick Wasnie, • Marty Burke,Canadiens,1,1,1933,3,23
634,Canadiens, • Lorne Chabot, • George Hainsworth,MapleLeafs,1,1,1933,10,1
636,MapleLeafs, • George Hainsworth, • Lorne Chabot,Canadiens,1,1,1933,10,1
638,Bruins, • Bob Gracie, • Bud Cook• Percy Galbraith• Ted Saunders,Senators,3,1,1933,10,4
639,MapleLeafs, • Hec Kilrea," • Bob Gracie• $10,000 cash",Senators,2,1,1933,10,4
640,Senators," • Bob Gracie• $10,000 cash", • Hec Kilrea,MapleLeafs,1,2,1933,10,4
641,Senators, • Bud Cook• Percy Galbraith• Ted Saunders, • Bob Gracie,Bruins,1,3,1933,10,4
642,Canadiens," • $3,000 cash", • rights to Jean Pusie,Rangers,1,1,1933,10,10
643,Rangers, • rights to Jean Pusie," • $3,000 cash",Canadiens,1,1,1933,10,10
645,Rangers, • cash, • rights to Gord Pettinger,RedWings,1,1,1933,10,11
646,RedWings, • rights to Gord Pettinger, • cash,Rangers,1,1,1933,10,11
647,Blackhawks, • Frank Waite• Leroy Goldsworthy, • Gene Carrigan,RedWings,1,2,1933,10,19
650,RedWings, • Gene Carrigan, • Frank Waite• Leroy Goldsworthy,Blackhawks,2,1,1933,10,19
661,MapleLeafs," • $6,500 cash", • Fred Robertson,RedWings,1,1,1933,11,13
662,RedWings, • Fred Robertson," • $6,500 cash",MapleLeafs,1,1,1933,11,13
665,RedWings, Ted Saunders, cash,Senators,0,0,1933,12,1
666,Senators, cash, Ted Saunders,RedWings,0,0,1933,12,1
670,Bruins, • Babe Siebert, • Vic Ripley• Roy Burmeister,Rangers,2,1,1933,12,18
671,Rangers, • Vic Ripley• Roy Burmeister, • Babe Siebert,Bruins,1,2,1933,12,18
672,Canadiens, • cash, • loan of Wilf Cude for balance of 1933-34 season,RedWings,1,1,1934,1,2
674,RedWings, • loan of Wilf Cude for balance of 1933-34 season, • cash,Canadiens,1,1,1934,1,2
686,Bruins," • $2,500 cash", • Lloyd Gross,RedWings,1,1,1934,2,13
687,RedWings, • Lloyd Gross," • $2,500 cash",Bruins,1,1,1934,2,13
688,Rangers, • loan of Albert Leduc / Albert LeDuc for remainder of 1933-34 season, • cash,Senators,1,1,1934,2,15
689,Senators, • cash, • loan of Albert Leduc / Albert LeDuc for remainder of 1933-34 season,Rangers,1,1,1934,2,15
690,Canadiens, • Albert Leduc / Albert LeDuc, • cash,Senators,1,1,1934,4,9
691,Senators, • cash, • Albert Leduc / Albert LeDuc,Canadiens,1,1,1934,4,9
692,MapleLeafs, • cash, • Alex Levinsky,Rangers,1,1,1934,4,11
693,Rangers, • Alex Levinsky, • cash,MapleLeafs,1,1,1934,4,11
695,Bruins, • Charlie Sands, • cash,MapleLeafs,1,1,1934,5,12
697,Bruins, • loan of Jack Shill for 1934-35 season, • cash,MapleLeafs,1,1,1934,5,12
698,MapleLeafs, • cash, • Charlie Sands,Bruins,1,1,1934,5,12
699,MapleLeafs, • cash, • loan of Jack Shill for 1934-35 season,Bruins,1,1,1934,5,12
708,Rangers, • cash, • rights to Ossie Asmundson,RedWings,1,1,1934,10,1
709,RedWings, • rights to Ossie Asmundson, • cash,Rangers,1,1,1934,10,1
710,Bruins, • Johnny Gagnon, • Joe Lamb,Canadiens,1,1,1934,10,2
711,Canadiens, • Joe Lamb, • Johnny Gagnon,Bruins,1,1,1934,10,2
714,Blackhawks, • Marty Burke• Lorne Chabot• Howie Morenz, • Leroy Goldsworthy• Lionel Conacher• Roger Jenkins,Canadiens,3,3,1934,10,3
715,Canadiens, • Leroy Goldsworthy• Lionel Conacher• Roger Jenkins, • Marty Burke• Lorne Chabot• Howie Morenz,Blackhawks,3,3,1934,10,3
718,Bruins, • Jean Pusie, • Percy Jackson,Rangers,1,1,1934,10,10
719,Rangers, • Percy Jackson, • Jean Pusie,Bruins,1,1,1934,10,10
722,Blackhawks, • Leroy Goldsworthy, • cash,Canadiens,1,1,1934,10,17
723,Canadiens, • cash, • Leroy Goldsworthy,Blackhawks,1,1,1934,10,17
725,Bruins, • Art Giroux, • cash,Canadiens,1,1,1934,10,18
727,Canadiens, • cash, • Art Giroux,Bruins,1,1,1934,10,18
742,Bruins, • Tony Savage, • Tom Filmore / Tommy Filmore• cash,Canadiens,2,1,1934,11,5
743,Canadiens, • Tom Filmore / Tommy Filmore• cash, • Tony Savage,Bruins,1,2,1934,11,5
745,Bruins, • Percy Jackson, • cash,Rangers,1,1,1934,11,18
746,Rangers, • cash, • Percy Jackson,Bruins,1,1,1934,11,18
756,Bruins, • Jack Portland," • Tony Savage• $7,500 cash",Canadiens,2,1,1934,12,3
757,Canadiens," • Tony Savage• $7,500 cash", • Jack Portland,Bruins,1,2,1934,12,3
758,Bruins, • Joe Lamb, • cash,Canadiens,1,1,1934,12,4
759,Canadiens, • cash, • Joe Lamb,Bruins,1,1,1934,12,4
762,Bruins, • cash, • Des Roche / Desse Roche,Canadiens,1,1,1934,12,8
763,Canadiens, • Des Roche / Desse Roche, • cash,Bruins,1,1,1934,12,8
768,Blackhawks, • cash, • Leroy Goldsworthy,Canadiens,1,1,1934,12,18
769,Canadiens, • Leroy Goldsworthy, • cash,Blackhawks,1,1,1934,12,18
783,Bruins, • cash, • Burr Williams,RedWings,1,1,1934,12,31
784,RedWings, • Burr Williams, • cash,Bruins,1,1,1934,12,31
789,Bruins, • cash, • Johnny Gagnon,Canadiens,1,1,1935,1,9
790,Canadiens, • Johnny Gagnon, • cash,Bruins,1,1,1935,1,9
795,Blackhawks, • Alex Levinsky, • cash,Rangers,1,1,1935,1,15
796,Rangers, • cash, • Alex Levinsky,Blackhawks,1,1,1935,1,15
806,Bruins, • Cooney Weiland• Walt Buswell, • Marty Barry• Art Giroux,RedWings,2,2,1935,7,11
807,RedWings, • Marty Barry• Art Giroux, • Cooney Weiland• Walt Buswell,Bruins,2,2,1935,7,11
808,Bruins, • Roger Jenkins, • Walt Buswell• Jean Pusie• cash,Canadiens,3,1,1935,7,13
812,MapleLeafs," • $7,000 cash• future considerations (?)", • Hec Kilrea,RedWings,1,2,1935,9,29
814,RedWings, • Hec Kilrea," • $7,000 cash• future considerations (?)",MapleLeafs,2,1,1935,9,29
816,Bruins, • Jack Riley, • Paul Haynes,Canadiens,1,1,1935,9,30
818,Canadiens, • Paul Haynes, • Jack Riley,Bruins,1,1,1935,9,30
847,Blackhawks, • Wildor Larochelle, • cash,Canadiens,1,1,1935,12,21
848,Canadiens, • cash, • Wildor Larochelle,Blackhawks,1,1,1935,12,21
849,Bruins, • cash, • Paul Runge,Canadiens,1,1,1935,12,24
850,Canadiens, • Paul Runge, • cash,Bruins,1,1,1935,12,24
851,Bruins, • Ray Getliffe, • cash,Rangers,1,1,1935,12,28
852,Rangers, • cash, • Ray Getliffe,Bruins,1,1,1935,12,28
853,Bruins, • Lorne Duguid, • Gene Carrigan,RedWings,1,1,1935,12,29
854,RedWings, • Gene Carrigan, • Lorne Duguid,Bruins,1,1,1935,12,29
858,Blackhawks, • Earl Seibert / Earl Siebert, • Art Coulter,Rangers,1,1,1936,1,15
859,Bruins, • Bill Hollett / Flash Hollett, • $16K cash,MapleLeafs,1,1,1936,1,15
860,MapleLeafs, • $16K cash, • Bill Hollett / Flash Hollett,Bruins,1,1,1936,1,15
861,Rangers, • Art Coulter, • Earl Seibert / Earl Siebert,Blackhawks,1,1,1936,1,15
863,Blackhawks, • Glenn Brydson, • Howie Morenz,Rangers,1,1,1936,1,26
864,Rangers, • Howie Morenz, • Glenn Brydson,Blackhawks,1,1,1936,1,26
871,MapleLeafs, • Turk Broda, • $8K cash,RedWings,1,1,1936,5,6
872,RedWings, • $8K cash, • Turk Broda,MapleLeafs,1,1,1936,5,6
873,Blackhawks, • Andy Blair, • cash,MapleLeafs,1,1,1936,5,7
874,MapleLeafs, • cash, • Andy Blair,Blackhawks,1,1,1936,5,7
878,Canadiens, • Howie Morenz, • cash,Rangers,1,1,1936,9,1
880,Rangers, • cash, • Howie Morenz,Canadiens,1,1,1936,9,1
884,Bruins, • Fred Cook / Bun Cook, • cash,Rangers,1,1,1936,9,10
885,Rangers, • cash, • Fred Cook / Bun Cook,Bruins,1,1,1936,9,10
888,Bruins," • Leroy Goldsworthy• Sammy McMannus / Sammy McManus• $10,000 cash", • Babe Siebert• Roger Jenkins,Canadiens,2,3,1936,9,10
889,Canadiens, • Babe Siebert• Roger Jenkins," • Leroy Goldsworthy• Sammy McMannus / Sammy McManus• $10,000 cash",Bruins,3,2,1936,9,10
916,Blackhawks, • loan of Regis Kelly / Pep Kelly for remainder of 1936-37 season, • loan of Bill Kendall,MapleLeafs,1,1,1936,12,29
917,MapleLeafs, • loan of Bill Kendall, • loan of Regis Kelly / Pep Kelly for remainder of 1936-37 season,Blackhawks,1,1,1936,12,29
929,Bruins, • Art Jackson, • cash• future considerations (?),MapleLeafs,2,1,1937,9,23
931,MapleLeafs, • cash• future considerations (?), • Art Jackson,Bruins,1,2,1937,9,23
951,Blackhawks, • Bill MacKenzie, • Marty Burke,Canadiens,1,1,1937,12,10
952,Canadiens, • Marty Burke, • Bill MacKenzie,Blackhawks,1,1,1937,12,10
953,Bruins, • Gord Pettinger, • Jack Beattie / Red Beattie,RedWings,1,1,1937,12,19
954,RedWings, • Jack Beattie / Red Beattie, • Gord Pettinger,Bruins,1,1,1937,12,19
955,Bruins, • Clarence Drouillard• cash, • Alex Motter,RedWings,1,2,1937,12,22
956,RedWings, • Alex Motter, • Clarence Drouillard• cash,Bruins,2,1,1937,12,22
960,Rangers," • loan of John Sherf for remainder of 1937-38 season• $12,500 cash", • Ed Wares / Eddie Wares,RedWings,1,2,1938,1,17
961,RedWings, • Ed Wares / Eddie Wares," • loan of John Sherf for remainder of 1937-38 season• $12,500 cash",Rangers,2,1,1938,1,17
970,Blackhawks, • Joffre Desilets, • Louis Trudel / Lou Trudel,Canadiens,1,1,1938,8,26
971,Canadiens, • Louis Trudel / Lou Trudel, • Joffre Desilets,Blackhawks,1,1,1938,8,26
996,Rangers, • cash, • rights to Charley Mason / Charlie Mason / Dutch Mason,RedWings,1,1,1938,10,12
998,RedWings, • rights to Charley Mason / Charlie Mason / Dutch Mason, • cash,Rangers,1,1,1938,10,12
1007,MapleLeafs, • Norm Mann," • $4,000 cash",Rangers,1,1,1938,11,15
1008,Rangers," • $4,000 cash", • Norm Mann,MapleLeafs,1,1,1938,11,15
1010,Blackhawks, • Bob Gracie, • cash,Canadiens,1,1,1938,11,25
1011,Canadiens, • cash, • Bob Gracie,Blackhawks,1,1,1938,11,25
1013,Bruins," • rights to Normie Smith• $15,000 cash", • Tiny Thompson,RedWings,1,2,1938,11,28
1015,RedWings, • Tiny Thompson," • rights to Normie Smith• $15,000 cash",Bruins,2,1,1938,11,28
1018,Blackhawks, • Bill Thoms, • Elwyn Romnes / Doc Romnes,MapleLeafs,1,1,1938,12,8
1019,MapleLeafs, • Elwyn Romnes / Doc Romnes, • Bill Thoms,Blackhawks,1,1,1938,12,8
1024,MapleLeafs, • Wilfred McDonald / Bucko McDonald," • Bill Thomson• $10,000 cash",RedWings,2,1,1938,12,19
1025,RedWings," • Bill Thomson• $10,000 cash", • Wilfred McDonald / Bucko McDonald,MapleLeafs,1,2,1938,12,19
1026,Bruins, • loan of Harvey Teno for remainder of 1938-39 season, ,RedWings,0,1,1938,12,28
1027,RedWings, , • loan of Harvey Teno for remainder of 1938-39 season,Bruins,1,0,1938,12,28
1028,Blackhawks, • Joe Cooper," • Alex Levinsky• $5,000 cash",Rangers,2,1,1939,1,16
1029,Blackhawks, • rights to Joe Cooper, • cash,Rangers,1,1,1939,1,16
1030,Rangers," • Alex Levinsky• $5,000 cash", • Joe Cooper,Blackhawks,1,2,1939,1,16
1031,Rangers, • cash, • rights to Joe Cooper,Blackhawks,1,1,1939,1,16
1032,Blackhawks, • Charley Mason / Charlie Mason / Dutch Mason, • Phil Besler,RedWings,1,1,1939,1,27
1033,RedWings, • Phil Besler, • Charley Mason / Charlie Mason / Dutch Mason,Blackhawks,1,1,1939,1,27
1034,Blackhawks, • Des Smith, • cash,Canadiens,1,1,1939,5,15
1035,Canadiens, • cash, • Des Smith,Blackhawks,1,1,1939,5,15
1037,Blackhawks, • rights to Bill Carse, • cash,Rangers,1,1,1939,5,17
1038,Blackhawks, • rights to George Allen, • cash,Rangers,1,1,1939,5,17
1039,Rangers, • cash, • rights to Bill Carse,Blackhawks,1,1,1939,5,17
1040,Rangers, • cash, • rights to Cecil Dillon,RedWings,1,1,1939,5,17
1041,Rangers, • cash, • rights to George Allen,Blackhawks,1,1,1939,5,17
1042,RedWings, • rights to Cecil Dillon, • cash,Rangers,1,1,1939,5,17
1052,Bruins, • Herb Cain, • Charlie Sands• Ray Getliffe,Canadiens,2,1,1939,10,10
1053,Canadiens, • Charlie Sands• Ray Getliffe, • Herb Cain,Bruins,1,2,1939,10,10
1054,Blackhawks, • cash, • Earl Robinson / Earle Robinson,Canadiens,1,1,1939,10,11
1055,Canadiens, • Earl Robinson / Earle Robinson, • cash,Blackhawks,1,1,1939,10,11
1066,Bruins, • George Brown, • cash,Canadiens,1,1,1939,11,29
1067,Canadiens, • cash, • George Brown,Bruins,1,1,1939,11,29
1072,Blackhawks, • Jack Portland, • Des Smith,Bruins,1,1,1940,1,27
1073,Bruins, • Des Smith, • Jack Portland,Blackhawks,1,1,1940,1,27
1077,Canadiens, • Bert Gardiner• cash, • Claude Bourque,Rangers,1,2,1940,4,26
1078,Rangers, • Claude Bourque, • Bert Gardiner• cash,Canadiens,2,1,1940,4,26
1079,Blackhawks, • Regis Kelly / Pep Kelly, • cash,MapleLeafs,1,1,1940,5,10
1080,Canadiens, • Murph Chamberlain," • $7,500 cash",MapleLeafs,1,1,1940,5,10
1081,MapleLeafs," • $7,500 cash", • Murph Chamberlain,Canadiens,1,1,1940,5,10
1082,MapleLeafs, • cash, • Regis Kelly / Pep Kelly,Blackhawks,1,1,1940,5,10
1083,Blackhawks, • cash, • Bill MacKenzie,Canadiens,1,1,1940,5,11
1084,Canadiens, • Bill MacKenzie, • cash,Blackhawks,1,1,1940,5,11
1091,Canadiens, • rights to Joe Benoit, • rights to Frank Eddolls / Frankie Eddolls,MapleLeafs,1,1,1940,6,7
1092,MapleLeafs, • rights to Frank Eddolls / Frankie Eddolls, • rights to Joe Benoit,Canadiens,1,1,1940,6,7
1099,Blackhawks, • $12.5K cash, • Jack Portland,Canadiens,1,1,1940,11,19
1100,Canadiens, • Jack Portland, • $12.5K cash,Blackhawks,1,1,1940,11,19
1139,Bruins, • loan of Paul Gauthier for rest of 1941-42 season, • loan of Terry Reardon for rest of 1941-42 season,Canadiens,1,1,1941,11,5
1140,Canadiens, • loan of Terry Reardon for rest of 1941-42 season, • loan of Paul Gauthier for rest of 1941-42 season,Bruins,1,1,1941,11,5
1141,Bruins," • Wilbert Hiller / Dutch Hiller• $5,000 cash", • Pat McReavy,RedWings,1,2,1941,11,24
1142,RedWings, • Pat McReavy," • Wilbert Hiller / Dutch Hiller• $5,000 cash",Bruins,2,1,1941,11,24
1143,Blackhawks, • Red Hamill, • cash,Bruins,1,1,1941,12,18
1144,Bruins, • cash, • Red Hamill,Blackhawks,1,1,1941,12,18
1147,Blackhawks, • cash, • Phil Hergesheimer,Bruins,1,1,1942,1,26
1148,Bruins, • Phil Hergesheimer, • cash,Blackhawks,1,1,1942,1,26
1154,Blackhawks, • Phil Hergesheimer, • cash,Bruins,1,1,1942,7,1
1155,Bruins, • cash, • Phil Hergesheimer,Blackhawks,1,1,1942,7,1
1156,Bruins, • cash, • Wilbert Hiller / Dutch Hiller,Canadiens,1,1,1942,8,15
1157,Canadiens, • Wilbert Hiller / Dutch Hiller, • cash,Bruins,1,1,1942,8,15
1160,Canadiens, • Gordie Drillon, • $30K cash,MapleLeafs,1,1,1942,10,4
1161,MapleLeafs, • $30K cash, • Gordie Drillon,Canadiens,1,1,1942,10,4
1163,Blackhawks, • loan of Bert Gardiner, • cash,Canadiens,1,1,1942,10,12
1164,Canadiens, • cash, • loan of Bert Gardiner,Blackhawks,1,1,1942,10,12
1166,Canadiens, • cash, • rights to Gus Mancuso,Rangers,1,1,1942,11,4
1167,Rangers, • rights to Gus Mancuso, • cash,Canadiens,1,1,1942,11,4
1170,Rangers, • loan of Jim Franks / Jimmy Franks for remainder of 1942-43 season, • cash,RedWings,1,1,1942,11,25
1171,RedWings, • cash, • loan of Jim Franks / Jimmy Franks for remainder of 1942-43 season,Rangers,1,1,1942,11,25
1172,MapleLeafs, • Babe Pratt, • Dudley Garrett / Red Garrett• Hank Goldup,Rangers,2,1,1942,11,27
1173,Rangers, • Dudley Garrett / Red Garrett• Hank Goldup, • Babe Pratt,MapleLeafs,1,2,1942,11,27
1179,Canadiens, • rights to Frank Eddolls / Frankie Eddolls, • Ted Kennedy,MapleLeafs,1,1,1943,2,28
1180,MapleLeafs, • Ted Kennedy, • rights to Frank Eddolls / Frankie Eddolls,Canadiens,1,1,1943,2,28
1182,Rangers, • loan of Lionel Bouvrette for remainder of 1942-43 season, • cash,Canadiens,1,1,1943,3,18
1183,Canadiens, • loan of Phil Watson for remainder of 1943-44 season," • loan of Charlie Sands for remainder of 1943-44 season• loan of Wilbert Hiller / Dutch Hiller for remainder of 1943-44 season• future considerations (loan of Fern Gauthier for remainder of 1943-44 season on 12-09, loan of John Mahaffy for remainder of 1943-44 season on 12-09, loan of Tony Demers on 12-20)",Rangers,3,1,1943,10,27
1184,Rangers," • loan of Charlie Sands for remainder of 1943-44 season• loan of Wilbert Hiller / Dutch Hiller for remainder of 1943-44 season• future considerations (loan of Fern Gauthier for remainder of 1943-44 season on 12-09, loan of John Mahaffy for remainder of 1943-44 season on 12-09, loan of Tony Demers on 12-20)", • loan of Phil Watson for remainder of 1943-44 season,Canadiens,1,3,1943,10,27
1185,Bruins, • Bert Gardiner, • cash,Canadiens,1,1,1943,10,30
1186,Canadiens, • cash, • Bert Gardiner,Bruins,1,1,1943,10,30
1187,Bruins, • cash, • rights to Ab DeMarco Sr.,Rangers,1,1,1943,11,25
1188,Bruins, • cash, • rights to Chuck Scherza,Rangers,1,1,1943,11,25
1189,Bruins, • cash, • rights to Ossie Aubuchon,Rangers,1,1,1943,11,25
1190,MapleLeafs, • Dudley Garrett / Red Garrett• Gordon Bell / Gord Bell• cash, • Wilfred McDonald / Bucko McDonald,Rangers,1,3,1943,11,25
