,Team A,Asset Sent,Asset Received,Team B,Num Players Sent,Num Player Received,Year,Month,Day
2944,Flyers, • rights to Bernie Parent• 1973 second round pick (#20-Larry Goodenough), • 1973 first round pick (#10-Bob Neely)• future considerations (Willie Brossart on 05-23) (Doug Favell on 1973-07-27),MapleLeafs,2,2,1973,5,15
2945,Islanders, • cash, • 1973 tenth round pick (#144-Lee Palmer)• 1973 eleventh round pick (#159-Norm McLeod),MapleLeafs,2,1,1973,5,15
2946,Kings, • cash, • 1973 eighth round pick (#118-Dennis Polonich),RedWings,1,1,1973,5,15
2948,MapleLeafs, • 1973 first round pick (#10-Bob Neely)• future considerations (Willie Brossart on 05-23) (Doug Favell on 1973-07-27), • rights to Bernie Parent• 1973 second round pick (#20-Larry Goodenough),Flyers,2,2,1973,5,15
2949,MapleLeafs, • 1973 tenth round pick (#144-Lee Palmer)• 1973 eleventh round pick (#159-Norm McLeod), • cash,Islanders,1,2,1973,5,15
2954,Rangers, • 1973 13th round pick (not exercised), • 1973 13th round pick (#168-Louis Chiasson),Canadiens,1,1,1973,5,15
2955,Rangers, • cash, • 1973 ninth round pick (#141-Steve Alley),Blackhawks,1,1,1973,5,15
2956,RedWings, • 1973 eighth round pick (#118-Dennis Polonich), • cash,Kings,1,1,1973,5,15
2957,RedWings, • 1973 ninth round pick (#135-Dennis O'Brien)• 1973 tenth round pick (#151-Kevin Neville), • cash,Blues,1,2,1973,5,15
2958,RedWings, • 1973 ninth round pick (#139-Ray Bibeau)• 1973 tenth round pick (#155-Mitch Brandt)• 1973 eleventh round pick (not exercised), • cash,Sabres,1,3,1973,5,15
2959,Sabres, • cash, • 1973 ninth round pick (#139-Ray Bibeau)• 1973 tenth round pick (#155-Mitch Brandt)• 1973 eleventh round pick (not exercised),RedWings,3,1,1973,5,15
2960,Blues, • 1973 first round pick (#5-John Davidson)• 1973 third round pick (#48-Bob Gassoff), • 1973 first round pick (#8-Bob Gainey)• 1973 fourth round pick (#56-Alan Hangsleben / Al Hangsleben)• 1975 first round pick (#9-Robin Sadler),Canadiens,3,2,1973,5,15
2961,Canadiens, • 1973 first round pick (#8-Bob Gainey)• 1973 fourth round pick (#56-Alan Hangsleben / Al Hangsleben)• 1975 first round pick (#9-Robin Sadler), • 1973 first round pick (#5-John Davidson)• 1973 third round pick (#48-Bob Gassoff),Blues,2,3,1973,5,15
2983,Flyers, • cash, • Willie Brossart,MapleLeafs,1,1,1973,5,23
2984,MapleLeafs, • Willie Brossart, • cash,Flyers,1,1,1973,5,23
2986,Canadiens, • 1974 first round pick (#10-Rick Chartraw), • Chuck Arnason,Flames,1,1,1973,5,29
2987,Canadiens, • 1974 first round pick (#12-Mario Tremblay)• cash, • Bob Murdoch (J.)• Randy Rota,Kings,2,2,1973,5,29
2989,Canadiens, • 1977 third round pick (#46-Pierre Lagace)• 1977 fourth round pick (#64-Rob Holland / Robbie Holland), • Bob Murray (John)• 1977 fourth round pick (#72-Jim Craig),Flames,2,2,1973,5,29
2990,Canadiens, • cash, • rights to Dale Hoganson,Flames,1,1,1973,5,29
2993,Canucks, • Murray Heatley• Larry McIntyre, • Dunc Wilson,MapleLeafs,1,2,1973,5,29
2995,Flames, • Bob Murray (John)• 1977 fourth round pick (#72-Jim Craig), • 1977 third round pick (#46-Pierre Lagace)• 1977 fourth round pick (#64-Rob Holland / Robbie Holland),Canadiens,2,2,1973,5,29
2996,Flames, • Chuck Arnason, • 1974 first round pick (#10-Rick Chartraw),Canadiens,1,1,1973,5,29
2997,Flames, • rights to Dale Hoganson, • cash,Canadiens,1,1,1973,5,29
2998,Kings, • Bob Murdoch (J.)• Randy Rota, • 1974 first round pick (#12-Mario Tremblay)• cash,Canadiens,2,2,1973,5,29
2999,MapleLeafs, • Dunc Wilson, • Murray Heatley• Larry McIntyre,Canucks,2,1,1973,5,29
3028,Blues, • John Wright, • Mike Lampman,Canucks,1,1,1973,6,10
3029,Canucks, • Mike Lampman, • John Wright,Blues,1,1,1973,6,10
3035,Blues, • Jack Rathwell, • Paul Curtis,Sabres,1,1,1973,6,14
3036,Sabres, • Paul Curtis, • Jack Rathwell,Blues,1,1,1973,6,14
3047,MapleLeafs, • Eddie Shack, • cash,Penguins,1,1,1973,7,3
3048,Penguins, • cash, • Eddie Shack,MapleLeafs,1,1,1973,7,3
3057,Blackhawks, • Lynn Powis, • Mike Baumgartner,Flames,1,1,1973,8,30
3058,Flames, • Mike Baumgartner, • Lynn Powis,Blackhawks,1,1,1973,8,30
3069,Blues, • Bob Kelly (R.) / J. Bob Kelly, • Norm Dennis• player to be named later (Don Borgeson),Rangers,2,1,1973,9,8
3070,Rangers, • Norm Dennis• player to be named later (Don Borgeson), • Bob Kelly (R.) / J. Bob Kelly,Blues,1,2,1973,9,8
3076,Blues, • Nick Harbaruk, • Bob Johnson,Penguins,1,1,1973,10,4
3077,Penguins, • Bob Johnson, • Nick Harbaruk,Blues,1,1,1973,10,4
3078,Blues, • Don Awrey, • Jack Rathwell• 1974 second round pick (#25-Mark Howe)• cash,Bruins,3,1,1973,10,5
3079,Bruins, • Jack Rathwell• 1974 second round pick (#25-Mark Howe)• cash, • Don Awrey,Blues,1,3,1973,10,5
3080,MapleLeafs, • cash, • Terry Clancy,RedWings,1,1,1973,10,17
3081,RedWings, • Terry Clancy, • cash,MapleLeafs,1,1,1973,10,17
3082,Bruins, • Darryl Edestrand, • Nick Beverley,Penguins,1,1,1973,10,25
3083,Penguins, • Nick Beverley, • Darryl Edestrand,Bruins,1,1,1973,10,25
3086,Blues, • cash, • Brent Hughes (a),RedWings,1,1,1973,10,27
3087,RedWings, • Brent Hughes (a), • cash,Blues,1,1,1973,10,27
3088,Blues, • Glen Sather• player to be named (Rene Villemure), • Jack Egers,Rangers,1,2,1973,10,28
3089,Rangers, • Jack Egers, • Glen Sather• player to be named (Rene Villemure),Blues,2,1,1973,10,28
3098,Bruins, • cash, • Doug Roberts,RedWings,1,1,1973,11,23
3099,RedWings, • Doug Roberts, • cash,Bruins,1,1,1973,11,23
3100,MapleLeafs, • Tim Ecclestone, • Pierre Jarry,RedWings,1,1,1973,11,28
3101,RedWings, • Pierre Jarry, • Tim Ecclestone,MapleLeafs,1,1,1973,11,28
3102,Kings, • Sheldon Kannegiesser• Mike Murphy (a)• Tom Williams / Tommy Williams (C.), • Gilles Marotte• Real Lemieux,Rangers,2,3,1973,11,30
3103,Rangers, • Gilles Marotte• Real Lemieux, • Sheldon Kannegiesser• Mike Murphy (a)• Tom Williams / Tommy Williams (C.),Kings,3,2,1973,11,30
3109,Canucks, • Tracy Pratt• John Gould, • Jerry Korab,Sabres,1,2,1973,12,25
3111,Sabres, • Jerry Korab, • Tracy Pratt• John Gould,Canucks,2,1,1973,12,25
3116,Flames, • Al McDonough, • Chuck Arnason• Bob Paradise,Penguins,2,1,1974,1,4
3117,Penguins, • Chuck Arnason• Bob Paradise, • Al McDonough,Flames,1,2,1974,1,4
3119,Blues, • Bryan Watson / Bugsy Watson• Greg Polis• 1974 second round pick (#26-Bob Hess), • Steve Durbano• Ab DeMarco Jr.• Bob Kelly (R.) / J. Bob Kelly,Penguins,3,3,1974,1,17
3120,Penguins, • Ron Stackhouse, • Jim Rutherford• Jack Lynch,RedWings,2,1,1974,1,17
3121,Penguins, • Steve Durbano• Ab DeMarco Jr.• Bob Kelly (R.) / J. Bob Kelly, • Bryan Watson / Bugsy Watson• Greg Polis• 1974 second round pick (#26-Bob Hess),Blues,3,3,1974,1,17
3122,RedWings, • Jim Rutherford• Jack Lynch, • Ron Stackhouse,Penguins,1,2,1974,1,17
3123,Rangers, • Paul Curtis, • Real Lemieux,Sabres,1,1,1974,1,21
3124,Sabres, • Real Lemieux, • Paul Curtis,Rangers,1,1,1974,1,21
3129,Bruins, • Bobby Schmautz, • Chris Oddleifson• Fred O'Donnell• rights to Mike Walton,Canucks,3,1,1974,2,7
3130,Canucks, • Chris Oddleifson• Fred O'Donnell• rights to Mike Walton, • Bobby Schmautz,Bruins,1,3,1974,2,7
3133,Blues, • Garnet Bailey / Ace Bailey• Ted Harris• Bill Collins, • Chris Evans• Bryan Watson / Bugsy Watson• Jean Hamel,RedWings,3,3,1974,2,14
3134,Kings, • Gene Carr (a), • future considerations (1977 first round pick (#13-Ron Duguay)),Rangers,1,1,1974,2,14
3135,Rangers, • future considerations (1977 first round pick (#13-Ron Duguay)), • Gene Carr (a),Kings,1,1,1974,2,14
3136,RedWings, • Chris Evans• Bryan Watson / Bugsy Watson• Jean Hamel, • Garnet Bailey / Ace Bailey• Ted Harris• Bill Collins,Blues,3,3,1974,2,14
3140,Rangers, • Brian Lavender, • Claude Houde,RedWings,1,1,1974,2,28
3141,RedWings, • Claude Houde, • Brian Lavender,Rangers,1,1,1974,2,28
3148,Blackhawks, • Germain Gagnon, • future considerations (Walter Lidingham / Walt Ledingham on 1974-05-24),Islanders,1,1,1974,3,7
3149,Islanders, • future considerations (Walter Lidingham / Walt Ledingham on 1974-05-24), • Germain Gagnon,Blackhawks,1,1,1974,3,7
3150,Blues, • Dave Gardner, • 1974 first round pick (#7-Doug Risebrough),Canadiens,1,1,1974,3,9
3151,Canadiens, • 1974 first round pick (#7-Doug Risebrough), • Dave Gardner,Blues,1,1,1974,3,9
3152,Islanders, • Doug Rombough, • Brian Spencer,Sabres,1,1,1974,3,10
3153,Sabres, • Brian Spencer, • Doug Rombough,Islanders,1,1,1974,3,10
3166,Flames, • Jim McMasters, • 1975 third round pick (#44-Terry Martin),Sabres,1,1,1974,5,21
3168,Sabres, • 1975 third round pick (#44-Terry Martin), • Jim McMasters,Flames,1,1,1974,5,21
3176,Blues, • Ed Johnston / Eddie Johnston, • Gary Sabourin,MapleLeafs,1,1,1974,5,27
3177,Blues, • Rick Wilson (G.)• 1974 fifth round pick (#87-Don Whelden), • 1974 fourth round pick (#61-Barry Legge)• future considerations (Glen Sather on 1974-06-14),Canadiens,2,2,1974,5,27
3178,Canadiens, • 1974 fourth round pick (#61-Barry Legge)• future considerations (Glen Sather on 1974-06-14), • Rick Wilson (G.)• 1974 fifth round pick (#87-Don Whelden),Blues,2,2,1974,5,27
3179,Canadiens, • Mike Baumgartner, • cash,Flames,1,1,1974,5,27
3180,Flames, • cash, • Mike Baumgartner,Canadiens,1,1,1974,5,27
3182,Flyers, • Dave Fortier• Randy Osburn, • Bill Flett,MapleLeafs,1,2,1974,5,27
3183,MapleLeafs, • Bill Flett, • Dave Fortier• Randy Osburn,Flyers,2,1,1974,5,27
3184,MapleLeafs, • Gary Sabourin, • Ed Johnston / Eddie Johnston,Blues,1,1,1974,5,27
3186,Penguins, • Nelson Debenedet, • Henry Nowak / Hank Nowak• 1974 third round pick (#44-Dan Mandryk),RedWings,2,1,1974,5,27
3187,Penguins, • Vic Hadfield, • Nick Beverley,Rangers,1,1,1974,5,27
3188,Rangers, • Nick Beverley, • Vic Hadfield,Penguins,1,1,1974,5,27
3189,RedWings, • Henry Nowak / Hank Nowak• 1974 third round pick (#44-Dan Mandryk), • Nelson Debenedet,Penguins,1,2,1974,5,27
3227,Canucks, • Ab DeMarco Jr., • Barry Wilkins,Penguins,1,1,1974,6,4
3228,Penguins, • Barry Wilkins, • Ab DeMarco Jr.,Canucks,1,1,1974,6,4
3229,Bruins, • Walt McKechnie, • Derek Sanderson,Rangers,1,1,1974,6,12
3233,Capitals, • Doug Mohns, • cash,Flames,1,1,1974,6,20
3234,Flames, • cash, • Doug Mohns,Capitals,1,1,1974,6,20
3246,Bruins, • cash, • Tom Williams / Tommy Williams (M.),Capitals,1,1,1974,7,22
3247,Capitals, • Tom Williams / Tommy Williams (M.), • cash,Bruins,1,1,1974,7,22
3249,Capitals, • Bill Lesuk, • cash,Kings,1,1,1974,7,28
3250,Kings, • cash, • Bill Lesuk,Capitals,1,1,1974,7,28
3251,Capitals, • Andre Peloffy, • cash,Rangers,1,1,1974,7,29
3252,Rangers, • cash, • Andre Peloffy,Capitals,1,1,1974,7,29
3278,Blues, • Larry Sacharuk• 1976 or 1977 first round pick (1977 #8-Lucien DeBlois), • Greg Polis,Rangers,1,2,1974,8,29
3279,Rangers, • Greg Polis, • Larry Sacharuk• 1976 or 1977 first round pick (1977 #8-Lucien DeBlois),Blues,2,1,1974,8,29
3288,MapleLeafs, • Blaine Stoughton• 1977 first round pick (#12-Trevor Johansen), • Rick Kehoe,Penguins,1,2,1974,9,13
3289,Penguins, • Rick Kehoe, • Blaine Stoughton• 1977 first round pick (#12-Trevor Johansen),MapleLeafs,2,1,1974,9,13
3290,Canucks, • future considerations (?), • Jacques Caron,Sabres,1,1,1974,9,15
3291,Sabres, • Jacques Caron, • future considerations (?),Canucks,1,1,1974,9,15
3292,Blues, • cash, • Ted Harris,Flyers,1,1,1974,9,16
3293,Blues, • rights to Randy Andreachuk• 1975 second round pick (#36-Jamie Masters), • Wayne Stephenson,Flyers,1,2,1974,9,16
3294,Flyers, • Ted Harris, • cash,Blues,1,1,1974,9,16
3295,Flyers, • Wayne Stephenson, • rights to Randy Andreachuk• 1975 second round pick (#36-Jamie Masters),Blues,2,1,1974,9,16
3311,Canucks, • Leon Rochefort, • cash,Flames,1,1,1974,10,4
3312,Flames, • cash, • Leon Rochefort,Canucks,1,1,1974,10,4
3313,Canucks, • Gerry Meehan• Mike Robitaille, • Jocelyn Guevremont• Bryan McSheffrey,Sabres,2,2,1974,10,14
3316,Sabres, • Jocelyn Guevremont• Bryan McSheffrey, • Gerry Meehan• Mike Robitaille,Canucks,2,2,1974,10,14
3317,Canucks, • John Grisdale• Garry Monahan, • Dave Dunn,MapleLeafs,1,2,1974,10,16
3318,MapleLeafs, • Dave Dunn, • John Grisdale• Garry Monahan,Canucks,2,1,1974,10,16
3328,Canucks, • Ab DeMarco Jr., • Barry Wilkins,Penguins,1,1,1974,11,2
3329,Penguins, • Barry Wilkins, • Ab DeMarco Jr.,Canucks,1,1,1974,11,2
3332,Capitals, • future considerations (1976 sixth round pick (#100-Don Wilson))• cash, • Tim Ecclestone,Flames,1,2,1974,11,2
3333,Flames, • Tim Ecclestone, • future considerations (1976 sixth round pick (#100-Don Wilson))• cash,Capitals,2,1,1974,11,2
3342,Blues, • Chuck Lefley, • Don Awrey,Canadiens,1,1,1974,11,28
3343,Canadiens, • Don Awrey, • Chuck Lefley,Blues,1,1,1974,11,28
3352,Blues, • Claude Larose (D.), • cash,Canadiens,1,1,1974,12,5
3353,Canadiens, • cash, • Claude Larose (D.),Blues,1,1,1974,12,5
3364,Capitals, • Ron Lalonde, • Lew Morrison,Penguins,1,1,1974,12,14
3365,Penguins, • Lew Morrison, • Ron Lalonde,Capitals,1,1,1974,12,14
3368,Blues, • Gordon Berenson / Red Berenson, • Phil Roberto• 1975 third round pick (#45-Blair Davidson),RedWings,2,1,1974,12,30
3369,RedWings, • Phil Roberto• 1975 third round pick (#45-Blair Davidson), • Gordon Berenson / Red Berenson,Blues,1,2,1974,12,30
3396,Blues, • Bernie Lukowich, • Bob Stumpf,Penguins,1,1,1975,1,20
3397,Penguins, • Bob Stumpf, • Bernie Lukowich,Blues,1,1,1975,1,20
3398,Capitals, • Ron Jones (a), • Pete Laframboise,Penguins,1,1,1975,1,21
3399,Penguins, • Pete Laframboise, • Ron Jones (a),Capitals,1,1,1975,1,21
3412,Capitals, • Jack Lynch, • Dave Kryskow,RedWings,1,1,1975,2,8
3413,RedWings, • Dave Kryskow, • Jack Lynch,Capitals,1,1,1975,2,8
3414,Blues, • Denis Dupere, • Garnet Bailey / Ace Bailey• Stan Gilbertson,Capitals,2,1,1975,2,10
3415,Capitals, • Garnet Bailey / Ace Bailey• Stan Gilbertson, • Denis Dupere,Blues,1,2,1975,2,10
3420,Bruins, • Henry Nowak / Hank Nowak• Earl Anderson, • Walt McKechnie• 1975 third round pick (#50-Clark Hamilton),RedWings,2,2,1975,2,18
3421,RedWings, • Walt McKechnie• 1975 third round pick (#50-Clark Hamilton), • Henry Nowak / Hank Nowak• Earl Anderson,Bruins,2,2,1975,2,18
3422,Capitals, • Nelson Pyatt, • 1975 third round pick (#37-Allen Cameron / Al Cameron),RedWings,1,1,1975,2,28
3423,RedWings, • 1975 third round pick (#37-Allen Cameron / Al Cameron), • Nelson Pyatt,Capitals,1,1,1975,2,28
3426,Capitals, • cash, • Bill Mikkelson,Kings,1,1,1975,3,3
3427,Islanders, • Garry Lariviere• 1977 third round pick (#50-Hector Marini), • rights to Gerry Desjardins,Sabres,1,2,1975,3,3
3428,Kings, • Bill Mikkelson, • cash,Capitals,1,1,1975,3,3
3429,Sabres, • rights to Gerry Desjardins, • Garry Lariviere• 1977 third round pick (#50-Hector Marini),Islanders,2,1,1975,3,3
3430,Canucks, • Bob Murray (John), • Gerry Meehan,Flames,1,1,1975,3,9
3431,Capitals, • Blair Stewart, • Mike Bloom,RedWings,1,1,1975,3,9
3432,Flames, • Gerry Meehan, • Bob Murray (John),Canucks,1,1,1975,3,9
3433,RedWings, • Mike Bloom, • Blair Stewart,Capitals,1,1,1975,3,9
3434,Blues, • Jim McCrimmon, • cash,Kings,1,1,1975,3,10
3435,Kings, • cash, • Jim McCrimmon,Blues,1,1,1975,3,10
3436,RedWings, • future considerations (?), • Al Smith,Sabres,1,1,1975,3,10
3437,Sabres, • Al Smith, • future considerations (?),RedWings,1,1,1975,3,10
3458,Blackhawks, • cash, • 1975 eleventh round pick (#180-Jack Laine / Jackie Laine),MapleLeafs,1,1,1975,6,3
3459,Blackhawks, • cash, • 1975 tenth round pick (#166-Paul Crowley),MapleLeafs,1,1,1975,6,3
3460,Blues, • cash, • 1975 13th round pick (#200-Steve Roberts),Rangers,1,1,1975,6,3
3461,Blues, • cash, • 1975 twelfth round pick (#193-Jim Montgomery),MapleLeafs,1,1,1975,6,3
3462,Bruins, • 1975 fourth round pick (#60-Rick Adduono), • 1976 third round pick (#52-Gary McFadyen),MapleLeafs,1,1,1975,6,3
3463,Capitals, • Bill Clement• Don McLean• 1975 first round pick (#18-Alex Forsyth), • 1975 first round pick (#1-Mel Bridgman),Flyers,1,3,1975,6,3
3464,Capitals, • cash, • 1975 eleventh round pick (#176-Dave Hanson),RedWings,1,1,1975,6,3
3465,Capitals, • cash, • 1975 twelfth round pick (#188-Ken Holland),MapleLeafs,1,1,1975,6,3
3466,Flyers, • 1975 first round pick (#1-Mel Bridgman), • Bill Clement• Don McLean• 1975 first round pick (#18-Alex Forsyth),Capitals,3,1,1975,6,3
3467,MapleLeafs, • 1975 eleventh round pick (#180-Jack Laine / Jackie Laine), • cash,Blackhawks,1,1,1975,6,3
3468,MapleLeafs, • 1975 tenth round pick (#166-Paul Crowley), • cash,Blackhawks,1,1,1975,6,3
3469,MapleLeafs, • 1975 twelfth round pick (#188-Ken Holland), • cash,Capitals,1,1,1975,6,3
3471,MapleLeafs, • 1975 twelfth round pick (#193-Jim Montgomery), • cash,Blues,1,1,1975,6,3
3472,MapleLeafs, • 1976 third round pick (#52-Gary McFadyen), • 1975 fourth round pick (#60-Rick Adduono),Bruins,1,1,1975,6,3
3473,Rangers, • 1975 13th round pick (#200-Steve Roberts), • cash,Blues,1,1,1975,6,3
3474,RedWings, • 1975 eleventh round pick (#176-Dave Hanson), • cash,Capitals,1,1,1975,6,3
3476,Flames, • Dave Kryskow, • Bryan Hextall Jr.,RedWings,1,1,1975,6,5
3477,RedWings, • Bryan Hextall Jr., • Dave Kryskow,Flames,1,1,1975,6,5
3478,Canadiens, • 1976 first round pick (#12-Peter Lee), • Wayne Thomas,MapleLeafs,1,1,1975,6,17
3479,MapleLeafs, • Wayne Thomas, • 1976 first round pick (#12-Peter Lee),Canadiens,1,1,1975,6,17
3481,Blues, • Ted Irvine• Bert Wilson• Jerry Butler, • John Davidson• Bill Collins,Rangers,2,3,1975,6,18
3482,Rangers, • John Davidson• Bill Collins, • Ted Irvine• Bert Wilson• Jerry Butler,Blues,3,2,1975,6,18
3492,Canadiens, • Doug Jarvis, • Greg Hubick,MapleLeafs,1,1,1975,6,26
3493,MapleLeafs, • Greg Hubick, • Doug Jarvis,Canadiens,1,1,1975,6,26
3502,Blues, • rights to Gilles Gratton, • cash,Sabres,1,1,1975,7,3
3503,Sabres, • cash, • rights to Gilles Gratton,Blues,1,1,1975,7,3
3527,Flames, • Curt Ridley, • Jerry Byers,Rangers,1,1,1975,9,9
3528,Rangers, • Jerry Byers, • Curt Ridley,Flames,1,1,1975,9,9
3529,Blues, • rights to Bob MacMillan• future considerations (settled as part of later trade involving Derek Sanderson), • Larry Sacharuk,Rangers,1,2,1975,9,20
3530,Rangers, • Larry Sacharuk, • rights to Bob MacMillan• future considerations (settled as part of later trade involving Derek Sanderson),Blues,2,1,1975,9,20
3534,Flames, • Larry Carriere• 1976 first round pick (#15-Greg Carroll)• cash, • Jacques Richard,Sabres,1,3,1975,10,1
3535,Sabres, • cash, • Rocky Farr,Sabres,1,1,1975,10,1
3536,Sabres, • Jacques Richard, • Larry Carriere• 1976 first round pick (#15-Greg Carroll)• cash,Flames,3,1,1975,10,1
3547,Blackhawks, • Gilles Villemure, • Doug Jarrett,Rangers,1,1,1975,10,28
3548,Rangers, • Doug Jarrett, • Gilles Villemure,Blackhawks,1,1,1975,10,28
3549,Blues, • Derek Sanderson• settlement of future considerations from earlier trade involving Bob MacMillan and Larry Sacharuk, • 1977 first round pick (#8-Lucien DeBlois),Rangers,1,2,1975,10,30
3550,Rangers, • 1977 first round pick (#8-Lucien DeBlois), • Derek Sanderson• settlement of future considerations from earlier trade involving Bob MacMillan and Larry Sacharuk,Blues,2,1,1975,10,30
3557,Bruins, • Brad Park• Jean Ratelle• Joe Zanussi, • Phil Esposito• Carol Vadnais,Rangers,2,3,1975,11,7
3558,Rangers, • Phil Esposito• Carol Vadnais, • Brad Park• Jean Ratelle• Joe Zanussi,Bruins,3,2,1975,11,7
3559,Bruins, • cash, • Al Simmons,Rangers,1,1,1975,11,14
3560,Rangers, • Al Simmons, • cash,Bruins,1,1,1975,11,14
3561,Blackhawks, • 1977 second round pick (#19-Jean Savard / Jean Sevard), • rights to Jean-Paul LeBlanc / J.P. LeBlanc,RedWings,1,1,1975,11,20
3563,RedWings, • rights to Jean-Paul LeBlanc / J.P. LeBlanc, • 1977 second round pick (#19-Jean Savard / Jean Sevard),Blackhawks,1,1,1975,11,20
3573,Capitals, • Bob Paradise, • 1976 second round pick (#19-Greg Malone),Penguins,1,1,1975,11,26
3574,Capitals, • Bob Paridise, • #2 draft pick (?-?),Penguins,1,1,1975,11,26
3575,Penguins, • #2 draft pick (?-?), • Bob Paridise,Capitals,1,1,1975,11,26
3576,Penguins, • 1976 second round pick (#19-Greg Malone), • Bob Paradise,Capitals,1,1,1975,11,26
3583,Capitals, • Bob Sirois, • future considerations (John Paddock on 1976-09-01),Flyers,1,1,1975,12,15
3584,Flyers, • future considerations (John Paddock on 1976-09-01), • Bob Sirois,Capitals,1,1,1975,12,15
3585,Capitals, • Harvey Bennett Jr., • Stan Gilbertson,Penguins,1,1,1975,12,16
3586,Penguins, • Stan Gilbertson, • Harvey Bennett Jr.,Capitals,1,1,1975,12,16
3603,Canucks, • 1977 second round pick (#31-Brian Hill), • Ab DeMarco Jr.,Kings,1,1,1976,1,14
3604,Kings, • Ab DeMarco Jr., • 1977 second round pick (#31-Brian Hill),Canucks,1,1,1976,1,14
3609,Canucks, • Curt Ridley, • 1976 first round pick (#8-Dave Shand),Flames,1,1,1976,1,20
3612,Flames, • 1976 first round pick (#8-Dave Shand), • Curt Ridley,Canucks,1,1,1976,1,20
3617,Capitals, • Gerry Meehan• Jean Lemieux• 1976 first round pick (#15-Greg Carroll), • Bill Clement,Flames,1,3,1976,1,22
3618,Flames, • Bill Clement, • Gerry Meehan• Jean Lemieux• 1976 first round pick (#15-Greg Carroll),Capitals,3,1,1976,1,22
3637,Blues, • rights to Curt Brackenbury, • Bert Wilson,Kings,1,1,1976,3,6
3638,Kings, • Bert Wilson, • rights to Curt Brackenbury,Blues,1,1,1976,3,6
3646,Flyers, • Gary Inness• future considerations (1977 eighth round pick (#135-Pete Peeters))• 1977 ninth round pick (#150-Tom Bauer)• 1977 tenth round pick (#158-Rob Nicholson)• 1977 eleventh round pick (#165-Jim Trainor)• 1977 twelfth round pick (#172-Mike Laycock), • Bobby Taylor• Ed Van Impe,Penguins,2,6,1976,3,8
3648,Penguins, • Bobby Taylor• Ed Van Impe, • Gary Inness• future considerations (1977 eighth round pick (#135-Pete Peeters))• 1977 ninth round pick (#150-Tom Bauer)• 1977 tenth round pick (#158-Rob Nicholson)• 1977 eleventh round pick (#165-Jim Trainor)• 1977 twelfth round pick (#172-Mike Laycock),Flyers,6,2,1976,3,8
3650,Blues, • Doug Grant, • future considerations (Rick Wilson (G.) on 06-16),RedWings,1,1,1976,3,9
3652,RedWings, • future considerations (Rick Wilson (G.) on 06-16), • Doug Grant,Blues,1,1,1976,3,9
3655,Bruins, • Rick Middleton, • Ken Hodge Sr.,Rangers,1,1,1976,5,26
3656,Rangers, • Ken Hodge Sr., • Rick Middleton,Bruins,1,1,1976,5,26
3657,Kings, • John Campbell, • Mark Heaslip,Rangers,1,1,1976,5,28
3658,Rangers, • Mark Heaslip, • John Campbell,Kings,1,1,1976,5,28
3669,Canadiens, • 1977 third round pick (#49-Moe Robinson)• 1978 first round pick (#8-Dan Geoffrion / Danny Geoffrion), • Glenn Goldup• 1978 third round pick (#53-Doug Derkson),Kings,2,2,1976,6,12
3670,Kings, • Glenn Goldup• 1978 third round pick (#53-Doug Derkson), • 1977 third round pick (#49-Moe Robinson)• 1978 first round pick (#8-Dan Geoffrion / Danny Geoffrion),Canadiens,2,2,1976,6,12
3701,Canadiens, • 1978 third round pick (#42-Richard David)• future considerations (?), • Don Awrey,Penguins,1,2,1976,8,11
3702,Penguins, • Don Awrey, • 1978 third round pick (#42-Richard David)• future considerations (?),Canadiens,2,1,1976,8,11
3732,Capitals, • cash, • Blair Mackasey,MapleLeafs,1,1,1976,9,27
3733,MapleLeafs, • Blair Mackasey, • cash,Capitals,1,1,1976,9,27
3734,Blackhawks, • rights to Jim Harrison, • 1977 second round pick (#24-Bob Gladney),MapleLeafs,1,1,1976,9,28
3735,MapleLeafs, • 1977 second round pick (#24-Bob Gladney), • rights to Jim Harrison,Blackhawks,1,1,1976,9,28
3736,Flyers, • 1977 fourth round pick (#67-Yves Guillemette)• 1978 second round pick (#27-Merlin Malinowski), • Dave Schultz,Kings,1,2,1976,9,29
3737,Kings, • Dave Schultz, • 1977 fourth round pick (#67-Yves Guillemette)• 1978 second round pick (#27-Merlin Malinowski),Flyers,2,1,1976,9,29
3749,Canucks, • Dave Fortier• Ralph Stewart, • cash,Islanders,1,2,1976,10,6
3750,Islanders, • cash, • Dave Fortier• Ralph Stewart,Canucks,2,1,1976,10,6
3753,Penguins, • Dunc Wilson, • 1978 fourth round pick (#59-Dave Silk),Rangers,1,1,1976,10,8
3754,Rangers, • 1978 fourth round pick (#59-Dave Silk), • Dunc Wilson,Penguins,1,1,1976,10,8
3755,Kings, • 1977 fifth round pick (#84-Julian Baretta), • Mike Corrigan (a),Penguins,1,1,1976,10,18
3756,Penguins, • Mike Corrigan (a), • 1977 fifth round pick (#84-Julian Baretta),Kings,1,1,1976,10,18
3769,Capitals, • cash, • Harvey Bennett Jr.,Flyers,1,1,1976,11,24
3770,Flyers, • Harvey Bennett Jr., • cash,Capitals,1,1,1976,11,24
3776,Capitals, • Bryan Watson / Bugsy Watson, • Greg Joly,RedWings,1,1,1976,11,30
3777,RedWings, • Greg Joly, • Bryan Watson / Bugsy Watson,Capitals,1,1,1976,11,30
3785,Canucks, • Hilliard Graves• Larry Carriere, • John Gould• 1977 second round pick (#31-Brian Hill),Flames,2,2,1976,12,2
